BelgeNo,OkuTarih,OkuUN,kgid,insUN,insDT,insApp,updUN,updDT,updApp
17282,2021-12-10 17:02:11.727000,murat.gider,842,,,,,,
17300,2021-12-13 11:07:14.913000,murat.gider,843,,,,,,
17316,2021-12-13 12:16:59.740000,murat.gider,844,,,,,,
17319,2021-12-13 12:37:49.713000,murat.gider,845,,,,,,
17321,2021-12-13 12:38:24.050000,murat.gider,846,,,,,,
17323,2021-12-13 12:39:10.193000,murat.gider,847,,,,,,
17327,2021-12-13 14:06:42.300000,murat.gider,848,,,,,,
17340,2021-12-13 15:59:06.200000,murat.gider,849,,,,,,
17345,2021-12-14 07:50:25.267000,murat.gider,850,,,,,,
17355,2021-12-14 09:05:37.300000,murat.gider,851,,,,,,
17375,2021-12-14 14:24:44.893000,murat.gider,852,,,,,,
17377,2021-12-14 14:26:22.527000,murat.gider,853,,,,,,
17381,2021-12-14 14:39:50.333000,murat.gider,854,,,,,,
17392,2021-12-15 13:52:31.040000,murat.gider,855,,,,,,
17394,2021-12-15 13:53:10.610000,murat.gider,856,,,,,,
17396,2021-12-15 13:54:31.303000,murat.gider,857,,,,,,
17399,2021-12-15 14:10:00.270000,murat.gider,858,,,,,,
17401,2021-12-15 14:11:26.300000,murat.gider,859,,,,,,
17407,2021-12-15 15:47:39.193000,murat.gider,860,,,,,,
17411,2021-12-15 16:06:05.447000,murat.gider,861,,,,,,
17413,2021-12-15 16:06:55.797000,murat.gider,862,,,,,,
17424,2021-12-16 09:20:43.017000,murat.gider,863,,,,,,
17426,2021-12-16 09:21:11.900000,murat.gider,864,,,,,,
17430,2021-12-16 10:47:00.520000,murat.gider,865,,,,,,
17443,2021-12-16 14:58:31.463000,murat.gider,866,,,,,,
17448,2021-12-16 16:35:08.050000,murat.gider,867,,,,,,
17450,2021-12-16 16:37:41.340000,murat.gider,868,,,,,,
17480,2021-12-17 15:04:59.090000,murat.gider,869,,,,,,
17484,2021-12-17 15:38:31.507000,murat.gider,870,,,,,,
17486,2021-12-17 15:41:13.263000,murat.gider,871,,,,,,
17504,2021-12-20 11:11:53.057000,murat.gider,872,,,,,,
17506,2021-12-20 11:15:55.237000,murat.gider,873,,,,,,
17516,2021-12-20 15:30:43.053000,murat.gider,874,,,,,,
17532,2021-12-21 15:02:44.013000,murat.gider,875,,,,,,
17534,2021-12-21 15:11:23.443000,murat.gider,876,,,,,,
17557,2021-12-22 08:28:43.027000,murat.gider,877,,,,,,
17559,2021-12-22 08:34:19.380000,murat.gider,878,,,,,,
17565,2021-12-22 09:41:36.737000,murat.gider,879,,,,,,
17567,2021-12-22 09:51:12.263000,murat.gider,880,,,,,,
17575,2021-12-22 11:25:13.127000,murat.gider,881,,,,,,
17598,2021-12-23 08:38:12.453000,murat.gider,882,,,,,,
17600,2021-12-23 08:51:37.183000,murat.gider,883,,,,,,
17616,2021-12-23 14:27:34.723000,murat.gider,884,,,,,,
17623,2021-12-23 15:58:03.870000,murat.gider,885,,,,,,
17625,2021-12-23 15:59:32.577000,murat.gider,886,,,,,,
17641,2021-12-24 11:16:19.933000,murat.gider,887,,,,,,
17651,2021-12-24 15:29:01.887000,murat.gider,888,,,,,,
17653,2021-12-24 15:34:26.027000,murat.gider,889,,,,,,
17690,2021-12-27 14:14:57.937000,murat.gider,890,,,,,,
17692,2021-12-27 14:15:36.200000,murat.gider,891,,,,,,
17694,2021-12-27 14:18:10.333000,murat.gider,892,,,,,,
17714,2021-12-28 11:19:52.430000,murat.gider,893,,,,,,
17716,2021-12-28 11:24:29.240000,murat.gider,894,,,,,,
17721,2021-12-28 12:31:11.843000,murat.gider,895,,,,,,
17729,2021-12-29 14:27:29.567000,murat.gider,896,,,,,,
17732,2021-12-28 14:41:10.783000,murat.gider,897,,,,,,
17751,2021-12-29 12:27:10.050000,murat.gider,898,,,,,,
17758,2021-12-29 14:27:19.637000,murat.gider,899,,,,,,
17761,2021-12-29 14:30:31.500000,murat.gider,900,,,,,,
17776,2021-12-30 12:46:57.747000,murat.gider,901,,,,,,
17778,2021-12-30 12:49:32.197000,murat.gider,902,,,,,,
17783,2021-12-30 15:26:58.070000,murat.gider,903,,,,,,
17785,2021-12-30 15:31:11.173000,murat.gider,904,,,,,,
17800,2021-12-31 12:23:35.407000,murat.gider,905,,,,,,
17802,2021-12-31 12:25:00.253000,murat.gider,906,,,,,,
17825,2022-01-04 08:27:20.543000,murat.gider,907,,,,,,
17828,2022-01-04 08:29:48.087000,murat.gider,908,,,,,,
17850,2022-01-04 12:11:15.617000,murat.gider,909,,,,,,
17852,2022-01-04 12:24:56.400000,murat.gider,910,,,,,,
17859,2022-01-05 08:10:10.143000,murat.gider,911,,,,,,
17861,2022-01-05 08:10:35.793000,murat.gider,912,,,,,,
17863,2022-01-05 08:12:26.980000,murat.gider,913,,,,,,
17872,2022-01-05 10:41:04.393000,murat.gider,914,,,,,,
17883,2022-01-05 14:14:15.060000,murat.gider,915,,,,,,
17886,2022-01-05 15:19:59.587000,murat.gider,916,,,,,,
17888,2022-01-05 15:37:10.153000,murat.gider,917,,,,,,
17890,2022-01-05 15:37:47.050000,murat.gider,918,,,,,,
17893,2022-01-05 16:24:54.253000,murat.gider,919,,,,,,
17895,2022-01-05 16:26:49.253000,murat.gider,920,,,,,,
17920,2022-01-06 14:10:41.477000,murat.gider,921,,,,,,
17925,2022-01-06 16:47:06.460000,murat.gider,922,,,,,,
17931,2022-01-07 08:15:42.507000,murat.gider,923,,,,,,
17933,2022-01-07 08:25:55.860000,murat.gider,924,,,,,,
17941,2022-01-07 09:12:52.360000,murat.gider,925,,,,,,
17943,2022-01-07 09:23:28.413000,murat.gider,926,,,,,,
17945,2022-01-07 09:24:41.003000,murat.gider,927,,,,,,
17948,2022-01-07 09:38:48.870000,murat.gider,928,,,,,,
17956,2022-01-07 14:08:12.647000,murat.gider,929,,,,,,
17959,2022-01-07 14:38:23.827000,murat.gider,930,,,,,,
17964,2022-01-07 16:10:55.450000,murat.gider,931,,,,,,
17969,2022-01-10 07:56:28.730000,murat.gider,932,,,,,,
17971,2022-01-10 07:58:33.900000,murat.gider,933,,,,,,
17973,2022-01-10 08:11:45.773000,murat.gider,934,,,,,,
17994,2022-01-10 14:13:29.753000,murat.gider,935,,,,,,
18005,2022-01-10 16:17:14.530000,murat.gider,936,,,,,,
18008,2022-01-10 16:30:11.683000,murat.gider,937,,,,,,
18010,2022-01-10 16:33:10.680000,murat.gider,938,,,,,,
18013,2022-01-10 17:21:00.673000,murat.gider,939,,,,,,
18020,2022-01-11 09:37:54.367000,murat.gider,940,,,,,,
18029,2022-01-11 14:28:43.383000,murat.gider,941,,,,,,
18031,2022-01-11 14:28:43.440000,murat.gider,942,,,,,,
18034,2022-01-11 14:30:12.700000,murat.gider,943,,,,,,
18036,2022-01-11 14:40:23.160000,murat.gider,944,,,,,,
18052,2022-01-12 09:46:45.980000,murat.gider,945,,,,,,
18055,2022-01-12 09:52:38.350000,murat.gider,946,,,,,,
18057,2022-01-12 09:59:17.280000,murat.gider,947,,,,,,
18059,2022-01-12 09:59:44.273000,murat.gider,948,,,,,,
18061,2022-01-12 10:00:54.273000,murat.gider,949,,,,,,
18066,2022-01-12 10:59:07.120000,murat.gider,950,,,,,,
18068,2022-01-12 10:59:33.177000,murat.gider,951,,,,,,
18090,2022-01-13 09:10:54.283000,murat.gider,952,,,,,,
18092,2022-01-13 09:15:29.003000,murat.gider,953,,,,,,
18095,2022-01-13 10:24:02.123000,murat.gider,954,,,,,,
18101,2022-01-13 14:12:01.117000,murat.gider,955,,,,,,
18110,2022-01-14 09:04:18.760000,murat.gider,956,,,,,,
18112,2022-01-14 09:09:15.250000,murat.gider,957,,,,,,
18121,2022-01-14 12:42:19.027000,murat.gider,958,,,,,,
18123,2022-01-14 12:45:44.030000,murat.gider,959,,,,,,
18138,2022-01-17 10:31:37.137000,murat.gider,960,,,,,,
18140,2022-01-17 10:46:32.690000,murat.gider,961,,,,,,
18142,2022-01-17 10:46:32.770000,murat.gider,962,,,,,,
18169,2022-01-18 11:01:16.230000,murat.gider,963,,,,,,
18171,2022-01-18 11:04:14.947000,murat.gider,964,,,,,,
18173,2022-01-18 11:13:20.190000,murat.gider,965,,,,,,
18175,2022-01-18 11:13:43.043000,murat.gider,966,,,,,,
18184,2022-01-18 12:17:25.970000,murat.gider,967,,,,,,
18188,2022-01-18 13:08:54.763000,murat.gider,968,,,,,,
18190,2022-01-18 13:12:36.510000,murat.gider,969,,,,,,
18206,2022-01-19 09:18:52.087000,murat.gider,970,,,,,,
18208,2022-01-19 09:21:17.713000,murat.gider,971,,,,,,
18212,2022-01-19 10:29:27.627000,murat.gider,972,,,,,,
18218,2022-01-19 12:14:54.660000,murat.gider,973,,,,,,
18228,2022-01-19 14:09:48.853000,murat.gider,974,,,,,,
18230,2022-01-19 14:40:47.617000,murat.gider,975,,,,,,
18232,2022-01-19 15:12:41.713000,murat.gider,976,,,,,,
18234,2022-01-19 15:15:41.953000,murat.gider,977,,,,,,
18236,2022-01-19 15:19:20.160000,murat.gider,978,,,,,,
18239,2022-01-19 15:35:32.330000,murat.gider,979,,,,,,
18243,2022-01-20 09:42:08.990000,murat.gider,980,,,,,,
18246,2022-01-20 10:56:08.737000,murat.gider,981,,,,,,
18248,2022-01-20 10:58:43.770000,murat.gider,982,,,,,,
18250,2022-01-20 11:43:24.047000,murat.gider,983,,,,,,
18261,2022-01-21 09:02:08.500000,murat.gider,984,,,,,,
18263,2022-01-21 09:05:11.383000,murat.gider,985,,,,,,
18265,2022-01-21 09:08:12.297000,murat.gider,986,,,,,,
18279,2022-01-21 14:43:31.607000,murat.gider,987,,,,,,
18321,2022-01-24 11:48:50.710000,murat.gider,988,,,,,,
18323,2022-01-24 12:16:23.917000,murat.gider,989,,,,,,
18325,2022-01-24 12:17:46.227000,murat.gider,990,,,,,,
18327,2022-01-24 12:45:29.470000,murat.gider,991,,,,,,
18343,2022-01-26 09:25:05.963000,murat.gider,992,,,,,,
18345,2022-01-26 09:28:02.693000,murat.gider,993,,,,,,
18347,2022-01-26 09:29:05.630000,murat.gider,994,,,,,,
18354,2022-01-26 11:31:25.680000,murat.gider,995,,,,,,
18358,2022-01-26 11:49:49.833000,murat.gider,996,,,,,,
18360,2022-01-26 12:24:51.377000,murat.gider,997,,,,,,
18373,2022-01-26 15:37:58.830000,murat.gider,998,,,,,,
18380,2022-01-26 17:40:52.933000,murat.gider,999,,,,,,
18383,2022-01-27 08:01:55.403000,murat.gider,1000,,,,,,
18385,2022-01-27 08:07:54.287000,murat.gider,1001,,,,,,
18391,2022-01-27 09:51:19.303000,murat.gider,1002,,,,,,
18393,2022-01-27 09:55:00.773000,murat.gider,1003,,,,,,
18395,2022-01-27 09:56:31.227000,murat.gider,1004,,,,,,
18398,2022-01-27 10:22:51.423000,murat.gider,1005,,,,,,
18419,2022-01-28 08:16:40.407000,murat.gider,1006,,,,,,
18421,2022-01-28 08:27:09.217000,murat.gider,1007,,,,,,
18427,2022-01-28 11:09:54.153000,murat.gider,1008,,,,,,
18444,2022-01-28 16:39:13.650000,murat.gider,1009,,,,,,
18446,2022-01-28 16:40:04.810000,murat.gider,1010,,,,,,
18455,2022-01-31 11:20:35.197000,murat.gider,1011,,,,,,
18459,2022-01-31 11:30:16.973000,murat.gider,1012,,,,,,
18470,2022-01-31 13:50:29.963000,murat.gider,1013,,,,,,
18472,2022-01-31 14:03:57.753000,murat.gider,1014,,,,,,
18478,2022-01-31 16:39:10.160000,murat.gider,1015,,,,,,
18481,2022-01-31 17:36:10.060000,murat.gider,1016,,,,,,
18486,2022-02-01 09:38:10.590000,murat.gider,1017,,,,,,
18488,2022-02-01 09:44:07.467000,murat.gider,1018,,,,,,
18493,2022-02-01 12:00:56.510000,murat.gider,1019,,,,,,
18511,2022-02-02 08:13:24.787000,murat.gider,1020,,,,,,
18514,2022-02-02 08:32:08.720000,murat.gider,1021,,,,,,
18520,2022-02-02 08:47:44.837000,murat.gider,1022,,,,,,
18524,2022-02-02 10:10:07.920000,murat.gider,1023,,,,,,
18537,2022-02-02 11:51:10.870000,murat.gider,1024,,,,,,
18539,2022-02-02 11:53:58.133000,murat.gider,1025,,,,,,
18542,2022-02-02 13:53:58.250000,murat.gider,1026,,,,,,
18548,2022-02-02 15:25:11.957000,murat.gider,1027,,,,,,
18552,2022-02-03 07:48:47.430000,murat.gider,1028,,,,,,
18554,2022-02-03 07:53:27.220000,murat.gider,1029,,,,,,
18556,2022-02-03 07:54:32.483000,murat.gider,1030,,,,,,
18563,2022-02-03 10:24:23.560000,murat.gider,1031,,,,,,
18571,2022-02-03 14:23:50.743000,murat.gider,1032,,,,,,
18573,2022-02-03 14:31:32.967000,murat.gider,1033,,,,,,
18575,2022-02-03 14:32:19.953000,murat.gider,1034,,,,,,
18578,2022-02-03 14:51:34.700000,murat.gider,1035,,,,,,
18581,2022-02-03 16:19:01.903000,murat.gider,1036,,,,,,
18584,2022-02-03 17:12:01.890000,murat.gider,1037,,,,,,
18592,2022-02-04 10:14:38.753000,murat.gider,1038,,,,,,
18597,2022-02-04 11:59:08.303000,murat.gider,1039,,,,,,
18599,2022-02-04 12:02:08.377000,murat.gider,1040,,,,,,
18612,2022-02-07 08:00:46.523000,murat.gider,1041,,,,,,
18614,2022-02-07 08:03:06.487000,murat.gider,1042,,,,,,
18640,2022-02-07 17:03:33.623000,murat.gider,1043,,,,,,
18642,2022-02-07 17:05:41.030000,murat.gider,1044,,,,,,
18655,2022-02-08 12:09:22.037000,murat.gider,1045,,,,,,
18657,2022-02-08 12:14:21.490000,murat.gider,1046,,,,,,
18661,2022-02-08 14:31:41.840000,murat.gider,1047,,,,,,
18682,2022-02-08 16:55:08.460000,murat.gider,1048,,,,,,
18689,2022-02-09 10:36:39.787000,murat.gider,1049,,,,,,
18691,2022-02-09 10:40:22.290000,murat.gider,1050,,,,,,
18727,2022-02-10 09:48:53.603000,murat.gider,1051,,,,,,
18729,2022-02-10 09:52:45.600000,murat.gider,1052,,,,,,
18731,2022-02-10 09:53:18.600000,murat.gider,1053,,,,,,
18733,2022-02-10 09:55:44.903000,murat.gider,1054,,,,,,
18735,2022-02-10 10:34:36.547000,murat.gider,1055,,,,,,
18755,2022-02-10 16:47:33.953000,murat.gider,1056,,,,,,
18775,2022-02-11 10:36:13.753000,murat.gider,1057,,,,,,
18779,2022-02-11 11:34:45.903000,murat.gider,1058,,,,,,
18781,2022-02-11 11:36:21.177000,murat.gider,1059,,,,,,
18789,2022-02-11 15:30:25.260000,murat.gider,1060,,,,,,
18791,2022-02-11 15:32:08.063000,murat.gider,1061,,,,,,
18797,2022-02-11 16:59:29.330000,murat.gider,1062,,,,,,
18800,2022-02-11 17:17:19.270000,murat.gider,1063,,,,,,
18827,2022-02-14 16:49:55.340000,murat.gider,1064,,,,,,
18832,2022-02-15 08:34:01.200000,murat.gider,1065,,,,,,
18834,2022-02-15 08:35:02.197000,murat.gider,1066,,,,,,
18838,2022-02-15 08:57:46.577000,murat.gider,1067,,,,,,
18840,2022-02-15 09:07:53.190000,murat.gider,1068,,,,,,
18842,2022-02-15 09:16:36.290000,murat.gider,1069,,,,,,
18846,2022-02-15 09:56:19.887000,murat.gider,1070,,,,,,
18880,2022-02-16 14:29:19.160000,murat.gider,1071,,,,,,
18882,2022-02-16 14:49:48.210000,murat.gider,1072,,,,,,
18884,2022-02-16 14:53:26.423000,murat.gider,1073,,,,,,
18894,2022-02-17 08:01:17.553000,murat.gider,1074,,,,,,
18896,2022-02-17 08:03:10.443000,murat.gider,1075,,,,,,
18898,2022-02-17 08:06:29.780000,murat.gider,1076,,,,,,
18912,2022-02-17 10:26:22.600000,murat.gider,1077,,,,,,
18942,2022-02-17 12:25:15.450000,murat.gider,1078,,,,,,
18944,2022-02-17 12:26:34.517000,murat.gider,1079,,,,,,
18961,2022-02-17 16:47:23.820000,murat.gider,1080,,,,,,
18968,2022-02-17 17:13:56.737000,murat.gider,1081,,,,,,
18984,2022-02-18 12:06:07.943000,murat.gider,1082,,,,,,
18987,2022-02-18 12:31:03.460000,murat.gider,1083,,,,,,
18990,2022-02-18 12:47:31.300000,murat.gider,1084,,,,,,
18998,2022-02-18 17:34:16.353000,murat.gider,1085,,,,,,
19000,2022-02-18 17:37:16.907000,murat.gider,1086,,,,,,
19002,2022-02-18 17:40:52.710000,murat.gider,1087,,,,,,
19045,2022-02-21 17:18:18.677000,murat.gider,1088,,,,,,
19047,2022-02-21 17:19:25.133000,murat.gider,1089,,,,,,
19049,2022-02-21 17:23:47.983000,murat.gider,1090,,,,,,
19063,2022-02-22 10:57:12.720000,murat.gider,1091,,,,,,
19065,2022-02-22 11:10:44.600000,murat.gider,1092,,,,,,
19067,2022-02-22 11:41:33.600000,murat.gider,1093,,,,,,
19081,2022-02-22 17:28:03.870000,murat.gider,1094,,,,,,
19083,2022-02-22 17:29:02.770000,murat.gider,1095,,,,,,
19085,2022-02-22 17:33:23.240000,murat.gider,1096,,,,,,
19091,2022-02-23 10:28:14.977000,murat.gider,1097,,,,,,
19093,2022-02-23 10:34:16.517000,murat.gider,1098,,,,,,
19113,2022-02-23 15:10:16.533000,murat.gider,1099,,,,,,
19121,2022-02-23 16:43:08.113000,murat.gider,1100,,,,,,
19123,2022-02-23 16:53:05.070000,murat.gider,1101,,,,,,
19134,2022-02-24 10:26:31.260000,murat.gider,1102,,,,,,
19136,2022-02-24 10:27:56.027000,murat.gider,1103,,,,,,
19186,2022-02-25 10:40:22.667000,murat.gider,1104,,,,,,
19188,2022-02-25 10:54:33.453000,murat.gider,1105,,,,,,
19200,2022-02-25 13:14:55.647000,murat.gider,1106,,,,,,
19202,2022-02-25 13:18:35.500000,murat.gider,1107,,,,,,
19204,2022-02-25 13:22:00.530000,murat.gider,1108,,,,,,
19212,2022-02-25 17:05:32.990000,murat.gider,1109,,,,,,
19218,2022-02-28 07:56:02.040000,murat.gider,1110,,,,,,
19220,2022-02-28 07:59:11.027000,murat.gider,1111,,,,,,
19243,2022-02-28 12:16:08.733000,murat.gider,1112,,,,,,
19257,2022-02-28 16:21:25.357000,murat.gider,1113,,,,,,
19259,2022-02-28 16:25:03.257000,murat.gider,1114,,,,,,
19282,2022-03-01 11:37:26.497000,murat.gider,1115,,,,,,
19285,2022-03-01 11:42:34.980000,murat.gider,1116,,,,,,
19287,2022-03-01 11:44:46.983000,murat.gider,1117,,,,,,
19289,2022-03-01 11:47:10.777000,murat.gider,1118,,,,,,
19305,2022-03-01 14:27:25.353000,murat.gider,1119,,,,,,
19327,2022-03-02 09:37:39.033000,murat.gider,1120,,,,,,
19329,2022-03-02 09:41:57.360000,murat.gider,1121,,,,,,
19356,2022-03-03 09:32:07.703000,murat.gider,1122,,,,,,
19359,2022-03-03 10:35:41.073000,murat.gider,1123,,,,,,
19361,2022-03-03 10:37:44.927000,murat.gider,1124,,,,,,
19367,2022-03-03 11:56:41.243000,murat.gider,1125,,,,,,
19387,2022-03-04 08:15:54.720000,murat.gider,1126,,,,,,
19389,2022-03-04 08:19:28.393000,murat.gider,1127,,,,,,
19422,2022-03-07 09:06:02.223000,murat.gider,1128,,,,,,
19424,2022-03-07 09:08:56.320000,murat.gider,1129,,,,,,
19428,2022-03-07 11:26:47.533000,murat.gider,1130,,,,,,
19453,2022-03-07 16:25:20.040000,murat.gider,1131,,,,,,
19458,2022-03-08 08:44:40.267000,murat.gider,1132,,,,,,
19462,2022-03-08 09:01:40.260000,murat.gider,1133,,,,,,
19464,2022-03-08 09:04:01.273000,murat.gider,1134,,,,,,
19469,2022-03-08 11:09:40.167000,murat.gider,1135,,,,,,
19474,2022-03-08 12:03:28,murat.gider,1136,,,,,,
19498,2022-03-08 16:34:56.390000,murat.gider,1137,,,,,,
19500,2022-03-08 16:37:45.813000,murat.gider,1138,,,,,,
19502,2022-03-08 16:55:14.533000,murat.gider,1139,,,,,,
19513,2022-03-09 12:04:08.050000,murat.gider,1140,,,,,,
19522,2022-03-09 14:01:49.083000,murat.gider,1141,,,,,,
19529,2022-03-09 14:26:46.583000,murat.gider,1142,,,,,,
19534,2022-03-09 15:09:08.637000,murat.gider,1143,,,,,,
19536,2022-03-09 15:49:22.560000,murat.gider,1144,,,,,,
19542,2022-03-10 08:10:17.573000,murat.gider,1145,,,,,,
19544,2022-03-10 08:15:09.583000,murat.gider,1146,,,,,,
19546,2022-03-10 08:23:12.563000,murat.gider,1147,,,,,,
19570,2022-03-14 08:51:27.373000,murat.gider,1148,,,,,,
19581,2022-03-14 11:41:42.947000,murat.gider,1149,,,,,,
19603,2022-03-15 09:58:14.197000,murat.gider,1150,,,,,,
19612,2022-03-15 11:05:02.140000,murat.gider,1151,,,,,,
19629,2022-03-15 17:16:22.490000,murat.gider,1152,,,,,,
19631,2022-03-15 17:26:53.670000,murat.gider,1153,,,,,,
19636,2022-03-16 08:08:07.683000,murat.gider,1154,,,,,,
19642,2022-03-16 09:03:44.797000,murat.gider,1155,,,,,,
19644,2022-03-16 09:05:04.950000,murat.gider,1156,,,,,,
19646,2022-03-16 09:06:16.977000,murat.gider,1157,,,,,,
19697,2022-03-17 08:11:25.073000,murat.gider,1158,,,,,,
19699,2022-03-17 08:12:51.250000,murat.gider,1159,,,,,,
19737,2022-03-17 16:36:43.883000,murat.gider,1160,,,,,,
19739,2022-03-17 16:39:28.647000,murat.gider,1161,,,,,,
19754,2022-03-18 10:02:21.180000,murat.gider,1162,,,,,,
19756,2022-03-18 10:03:48.230000,murat.gider,1163,,,,,,
19758,2022-03-18 10:13:53.570000,murat.gider,1164,,,,,,
19760,2022-03-18 10:23:56.413000,murat.gider,1165,,,,,,
19767,2022-03-18 14:25:32.357000,murat.gider,1166,,,,,,
19788,2022-03-21 09:56:20.330000,murat.gider,1167,,,,,,
19790,2022-03-21 10:28:23.770000,murat.gider,1168,,,,,,
19792,2022-03-21 10:33:27.213000,murat.gider,1169,,,,,,
19820,2022-03-22 07:59:17.533000,murat.gider,1170,,,,,,
19825,2022-03-22 09:09:19.470000,murat.gider,1171,,,,,,
19827,2022-03-22 09:12:39,murat.gider,1172,,,,,,
19852,2022-03-22 14:48:13.220000,murat.gider,1173,,,,,,
19893,2022-03-23 10:48:13.450000,murat.gider,1174,,,,,,
19896,2022-03-23 10:49:31.220000,murat.gider,1175,,,,,,
19931,2022-03-23 16:23:49.510000,murat.gider,1176,,,,,,
19933,2022-03-23 16:27:19.457000,murat.gider,1177,,,,,,
19935,2022-03-23 16:28:59.613000,murat.gider,1178,,,,,,
19940,2022-03-23 16:47:40.417000,murat.gider,1179,,,,,,
19942,2022-03-23 16:48:07.613000,murat.gider,1180,,,,,,
19983,2022-03-25 13:56:48.320000,murat.gider,1181,,,,,,
19992,2022-03-25 16:48:37.597000,murat.gider,1182,,,,,,
19994,2022-03-25 16:54:36.420000,murat.gider,1183,,,,,,
19996,2022-03-25 17:14:40.027000,murat.gider,1184,,,,,,
19998,2022-03-25 17:31:29.127000,murat.gider,1185,,,,,,
20000,2022-03-25 17:33:31.313000,murat.gider,1186,,,,,,
20002,2022-03-25 17:37:00.197000,murat.gider,1187,,,,,,
20018,2022-03-28 11:03:46.830000,murat.gider,1188,,,,,,
20020,2022-03-28 11:04:26.283000,murat.gider,1189,,,,,,
20022,2022-03-28 11:08:05.613000,murat.gider,1190,,,,,,
20041,2022-03-28 17:12:12.097000,murat.gider,1191,,,,,,
20097,2022-03-30 15:25:25.893000,murat.gider,1192,,,,,,
20099,2022-03-30 15:31:38.933000,murat.gider,1193,,,,,,
20108,2022-03-31 09:17:32.213000,murat.gider,1194,,,,,,
20118,2022-03-31 11:58:05.040000,murat.gider,1195,,,,,,
20120,2022-03-31 12:06:58.543000,murat.gider,1196,,,,,,
20131,2022-03-31 17:32:17.717000,murat.gider,1197,,,,,,
20141,2022-04-01 11:28:37.687000,murat.gider,1198,,,,,,
20143,2022-04-01 11:31:27.067000,murat.gider,1199,,,,,,
20154,2022-04-01 14:25:44.213000,murat.gider,1200,,,,,,
20170,2022-04-04 08:56:19.180000,murat.gider,1201,,,,,,
20172,2022-04-04 08:57:23.980000,murat.gider,1202,,,,,,
20188,2022-04-04 15:16:15.203000,murat.gider,1203,,,,,,
20190,2022-04-04 15:29:58.177000,murat.gider,1204,,,,,,
20192,2022-04-04 15:38:07.353000,murat.gider,1205,,,,,,
20211,2022-04-05 07:59:47.910000,murat.gider,1206,,,,,,
20213,2022-04-05 08:01:42.417000,murat.gider,1207,,,,,,
20233,2022-04-05 12:31:38.270000,murat.gider,1208,,,,,,
20236,2022-04-05 12:32:31.720000,murat.gider,1209,,,,,,
20251,2022-04-05 14:33:31.103000,murat.gider,1210,,,,,,
20262,2022-04-06 08:12:15.677000,murat.gider,1211,,,,,,
20264,2022-04-06 08:12:48.840000,murat.gider,1212,,,,,,
20266,2022-04-06 08:16:45.870000,murat.gider,1213,,,,,,
20272,2022-04-06 08:55:52.527000,murat.gider,1214,,,,,,
20279,2022-04-06 10:57:50.100000,murat.gider,1215,,,,,,
20281,2022-04-06 11:03:58.363000,murat.gider,1216,,,,,,
20289,2022-04-06 12:53:45.440000,murat.gider,1217,,,,,,
20291,2022-04-06 12:54:26.527000,murat.gider,1218,,,,,,
20293,2022-04-06 12:57:52.100000,murat.gider,1219,,,,,,
20295,2022-04-06 12:58:15.613000,murat.gider,1220,,,,,,
20310,2022-04-06 16:08:50.020000,murat.gider,1221,,,,,,
20312,2022-04-06 16:18:25.380000,murat.gider,1222,,,,,,
20321,2022-04-07 08:21:12.993000,murat.gider,1223,,,,,,
20323,2022-04-07 08:32:04.490000,murat.gider,1224,,,,,,
20325,2022-04-07 08:33:48.600000,murat.gider,1225,,,,,,
20337,2022-04-07 12:20:34.483000,murat.gider,1226,,,,,,
20340,2022-04-07 12:30:58.543000,murat.gider,1227,,,,,,
20357,2022-04-08 08:10:52.050000,murat.gider,1228,,,,,,
20359,2022-04-08 08:31:37.977000,murat.gider,1229,,,,,,
20361,2022-04-08 08:36:07.143000,murat.gider,1230,,,,,,
20379,2022-04-08 14:35:56.910000,murat.gider,1231,,,,,,
20381,2022-04-08 14:36:32.587000,murat.gider,1232,,,,,,
20383,2022-04-08 14:40:09.853000,murat.gider,1233,,,,,,
20413,2022-04-11 14:06:05.860000,murat.gider,1234,,,,,,
20415,2022-04-11 14:07:57.960000,murat.gider,1235,,,,,,
20426,2022-04-11 15:13:14.843000,murat.gider,1236,,,,,,
20441,2022-04-11 16:38:23.270000,murat.gider,1237,,,,,,
20444,2022-04-11 16:49:17.973000,murat.gider,1238,,,,,,
20452,2022-04-12 08:19:45.487000,murat.gider,1239,,,,,,
20454,2022-04-12 08:20:50.787000,murat.gider,1240,,,,,,
20456,2022-04-12 08:23:29.333000,murat.gider,1241,,,,,,
20459,2022-04-12 10:02:26.720000,murat.gider,1242,,,,,,
20495,2022-04-12 15:31:28.113000,murat.gider,1243,,,,,,
20497,2022-04-12 15:33:38.453000,murat.gider,1244,,,,,,
20513,2022-04-13 09:43:23.497000,murat.gider,1245,,,,,,
20515,2022-04-13 09:45:18.043000,murat.gider,1246,,,,,,
20517,2022-04-13 09:47:46.030000,murat.gider,1247,,,,,,
20534,2022-04-13 12:44:53.967000,murat.gider,1248,,,,,,
20544,2022-04-13 16:59:24.953000,murat.gider,1249,,,,,,
20546,2022-04-13 17:01:42.100000,murat.gider,1250,,,,,,
20560,2022-04-14 08:53:21.453000,murat.gider,1251,,,,,,
20601,2022-04-14 15:09:18.657000,murat.gider,1252,,,,,,
20603,2022-04-14 15:13:28.693000,murat.gider,1253,,,,,,
20627,2022-04-15 11:10:31.777000,murat.gider,1254,,,,,,
20642,2022-04-15 14:25:02.690000,murat.gider,1255,,,,,,
20645,2022-04-15 14:32:23.603000,murat.gider,1256,,,,,,
