Company,Location,GKod,kgid
01,CH001,A45.003,2030
01,CH001,A45.004,2031
01,CH001,A45.005,2032
01,CH001,A45.006,2033
01,CH001,A45.009,2034
01,CH001,A45.010,2035
01,CH001,A45.011,2036
01,CH001,A45.017,2037
01,CH001,A49 - ,2038
01,CH001,A49.001,2039
01,CH001,A91 -,2040
01,CH001,A91.001,2041
01,CH001,A91.002,2042
01,CH001,A91.003,2043
01,CH001,A91.004,2044
01,CH001,A91.005,2045
01,CH001,A91.006,2046
01,CH001,A93 -,2047
01,CH001,A93.001,2048
01,CH001,A93.002,2049
01,CH001,A93.003,2050
01,CH001,A93.004,2051
01,CH001,A93.005,2052
01,CH001,A93.006,2053
01,CH001,A94 -,2054
01,CH001,A94.002,2055
01,CH001,A94.005,2056
01,CH001,A94.007,2057
01,CH001,A94.008,2058
01,CH001,A94.009,2059
01,CH001,A95.001,2060
01,CH001,A95.002,2061
01,CH001,A95.003,2062
01,CH001,A95.004,2063
01,CH001,A95.005,2064
01,CH001,A95.006,2065
01,CH001,A95.009,2066
01,CH001,A95.010,2067
01,CH001,A95.011,2068
01,CH001,A95.017,2069
01,CH001,A95.019,2070
01,CH001,F01 -,2071
01,CH001,F01.001,2072
01,CH001,F01.002,2073
01,CH001,F01.003,2074
01,CH001,F01.004,2075
01,CH001,F01.005,2076
01,CH001,F01.006,2077
01,CH001,F01.007,2078
01,CH001,F01.008,2079
01,CH001,F01.009,2080
01,CH001,F01.010,2081
01,CH001,F01.011,2082
01,CH001,F01.020,2083
01,CH001,G01 -,2084
01,CH001,G01.001,2085
01,CH001,G01.002,2086
01,CH001,G01.003,2087
01,CH001,G01.004,2088
01,CH001,G01.005,2089
01,CH001,G01.006,2090
01,CH001,G02 - ,2091
01,CH001,G02.001,2092
01,CH001,G02.002,2093
01,CH001,G02.003,2094
01,CH001,G02.004,2095
01,CH001,G02.005,2096
01,CH001,G02.006,2097
01,CH001,G02.007,2098
01,CH001,G03 - ,2099
01,CH001,G03.001,2100
01,CH001,G03.002,2101
01,CH001,G03.003,2102
01,CH001,G03.004,2103
01,CH001,G03.005,2104
01,CH001,G03.006,2105
01,CH001,G04 -,2106
01,CH001,G04.002,2107
01,CH001,G04.003,2108
01,CH001,G04.004,2109
01,CH001,G04.005,2110
01,CH001,G04.006,2111
01,CH001,G04.007,2112
01,CH001,G04.008,2113
01,CH001,G04.009,2114
01,CH001,G04.010,2115
01,CH001,G04.011,2116
01,CH001,G05 -,2117
01,CH001,G05.001,2118
01,CH001,G05.002,2119
01,CH001,G05.003,2120
01,CH001,G05.004,2121
01,CH001,G05.005,2122
01,CH001,G05.006,2123
01,CH001,G05.007,2124
01,CH001,G05.009,2125
01,CH001,G05.010,2126
01,CH001,G05.011,2127
01,CH001,G05.012,2128
01,CH001,G05.013,2129
01,CH001,G05.014,2130
01,CH001,G05.015,2131
01,CH001,G05.016,2132
01,CH001,G05.017,2133
01,CH001,G05.019,2134
01,CH001,G06 -,2135
01,CH001,G06.001,2136
01,CH001,G08 -,2137
01,CH001,G08.001,2138
01,CH001,G08.002,2139
01,CH001,G08.003,2140
01,CH001,G08.006,2141
01,CH001,G08.007,2142
01,CH001,G09 -,2143
01,CH001,G09.001,2144
01,CH001,G09.002,2145
01,CH001,G09.003,2146
01,CH001,G09.004,2147
01,CH001,G09.005,2148
01,CH001,G09.006,2149
01,CH001,G10 - ,2150
01,CH001,G10.001,2151
01,CH001,G10.002,2152
01,CH001,G10.005,2153
01,CH001,G10.006,2154
01,CH001,G11 -,2155
01,CH001,G11.001,2156
01,CH001,G11.002,2157
01,CH001,G11.003,2158
01,CH001,G11.004,2159
01,CH001,K01 -,2160
01,CH001,K01.001,2161
01,CH001,K01.002,2162
01,CH001,K01.003,2163
01,CH001,K01.004,2164
01,CH001,K01.005,2165
01,CH001,K01.006,2166
01,CH001,K01.007,2167
01,CH001,K01.008,2168
01,CH001,K01.009,2169
01,CH001,K01.010,2170
01,CH001,K01.011,2171
01,CH001,K01.013,2172
01,CH001,K01.099,2173
01,CH001,P01 -,2174
01,CH001,P01.001,2175
01,CH001,R01 -,2176
01,CH001,R01.001,2177
01,CH001,R01.002,2178
01,CH001,R01.003,2179
01,CH001,R01.004,2180
01,CH001,R01.005,2181
01,CH001,R02 -,2182
01,CH001,R02.001,2183
01,CH001,R02.002,2184
01,CH001,R03 -,2185
01,CH001,R03.001,2186
01,CH001,R03.002,2187
01,CH001,R05 -,2188
01,CH001,R05.001,2189
01,CH001,R05.002,2190
01,CH001,R06 -,2191
01,CH001,R06.001,2192
01,CH001,R06.002,2193
01,CH001,R07 -,2194
01,CH001,R07.001,2195
01,CH001,R07.002,2196
01,CH001,R07.003,2197
01,CH001,R08,2198
01,CH001,R08.001,2199
01,CH001,S01 -,2200
01,CH001,S01.001,2201
01,CH001,S01.002,2202
01,CH001,S01.003,2203
01,CH001,S01.004,2204
01,CH001,S01.005,2205
01,CH001,S01.006,2206
01,CH001,S01.007,2207
01,CH001,S01.008,2208
01,CH001,S01.009,2209
01,CH001,S01.010,2210
01,CH001,S01.011,2211
01,CH001,S01.012,2212
01,CH001,S01.014,2213
01,CH001,S01.015,2214
01,CH001,S01.016,2215
01,CH001,S01.021,2216
01,CH001,S01.022,2217
01,CH001,S01.028,2218
01,CH001,U01 -,2219
01,CH001,U01.001,2220
01,CH001,U01.002,2221
01,CH001,U01.003,2222
01,CH001,U01.004,2223
01,CH001,U01.005,2224
01,CH001,U01.006,2225
01,CH001,U02 - ,2226
01,CH001,U02.004,2227
01,CH001,U02.005,2228
01,CH001,U02.006,2229
01,CH001,U03 - ,2230
01,CH001,U03.001,2231
01,CH001,U03.002,2232
01,CH001,U03.003,2233
01,CH001,U03.004,2234
01,CH001,U03.005,2235
01,CH001,U03.006,2236
01,CH001,U04 -,2237
01,CH001,U04.001,2238
01,CH001,U04.002,2239
01,CH001,U04.004,2240
01,CH001,U04.005,2241
01,CH001,U04.006,2242
01,CH001,U04.007,2243
01,CH001,U04.008,2244
01,CH001,U04.009,2245
01,CH001,U04.010,2246
01,CH001,U05 -,2247
01,CH001,U05.001,2248
01,CH001,U05.002,2249
01,CH001,U05.003,2250
01,CH001,U05.004,2251
01,CH001,U05.005,2252
01,CH001,U05.006,2253
01,CH001,U05.007,2254
01,CH001,U05.009,2255
01,CH001,U05.010,2256
01,CH001,U05.011,2257
01,CH001,U05.017,2258
01,CH001,U06 -,2259
01,CH001,U06.001,2260
01,CH001,U08 -,2261
01,CH001,U08.001,2262
01,CH001,U08.002,2263
01,CH001,U08.003,2264
01,CH001,U08.004,2265
01,CH001,U08.005,2266
01,CH001,U08.006,2267
01,CH001,U09 -,2268
01,CH001,U09.001,2269
01,CH001,U09.002,2270
01,CH001,U09.003,2271
01,CH001,U09.004,2272
01,CH001,U09.005,2273
01,CH001,U09.006,2274
01,CH001,U10 - ,2275
01,CH001,U10.001,2276
01,CH001,U10.002,2277
01,CH001,U10.005,2278
01,CH001,U10.006,2279
01,CH001,U12 -,2280
01,CH001,U12.001,2281
01,CH001,U12.002,2282
01,CH001,U12.003,2283
01,CH001,U12.009,2284
01,CH001,U13-,2285
01,CH001,U13.001,2286
01,CH001,U13.002,2287
01,CH001,U13.003,2288
01,CH001,U13.004,2289
01,CH001,U13.005,2290
01,CH001,U13.006,2291
01,CH001,U13.007,2292
01,CH001,U13.008,2293
01,CH001,U13.009,2294
01,CH001,U13.019,2295
01,CH002,A01 -,2296
01,CH002,A01.001,2297
01,CH002,A01.002,2298
01,CH002,A01.003,2299
01,CH002,A01.004,2300
01,CH002,A01.005,2301
01,CH002,A01.006,2302
01,CH002,A02 - ,2303
01,CH002,A02.001,2304
01,CH002,A02.002,2305
01,CH002,A02.003,2306
01,CH002,A02.004,2307
01,CH002,A02.005,2308
01,CH002,A02.006,2309
01,CH002,A03 - ,2310
01,CH002,A03.001,2311
01,CH002,A03.002,2312
01,CH002,A03.003,2313
01,CH002,A03.004,2314
01,CH002,A03.005,2315
01,CH002,A03.006,2316
01,CH002,A04 -,2317
01,CH002,A04.002,2318
01,CH002,A04.003,2319
01,CH002,A04.004,2320
01,CH002,A04.005,2321
01,CH002,A04.006,2322
01,CH002,A04.007,2323
01,CH002,A04.008,2324
01,CH002,A04.009,2325
01,CH002,A04.011,2326
01,CH002,A05 -,2327
01,CH002,A05.001,2328
01,CH002,A05.002,2329
01,CH002,A05.003,2330
01,CH002,A05.004,2331
01,CH002,A05.007,2332
01,CH002,A05.009,2333
01,CH002,A05.010,2334
01,CH002,A05.011,2335
01,CH002,A05.012,2336
01,CH002,A05.019,2337
01,CH002,A07 -,2338
01,CH002,A07.001,2339
01,CH002,A07.002,2340
01,CH002,A07.003,2341
01,CH002,A07.004,2342
01,CH002,A07.005,2343
01,CH002,A07.006,2344
01,CH002,A07.007,2345
01,CH002,A07.008,2346
01,CH002,A07.009,2347
01,CH002,A07.010,2348
01,CH002,A08 -,2349
01,CH002,A08.001,2350
01,CH002,A08.002,2351
01,CH002,A08.003,2352
01,CH002,A08.004,2353
01,CH002,A08.005,2354
01,CH002,A08.006,2355
01,CH002,A08.007,2356
01,CH002,A09 -,2357
01,CH002,A09.001,2358
01,CH002,A09.002,2359
01,CH002,A09.003,2360
01,CH002,A09.004,2361
01,CH002,A09.005,2362
01,CH002,A09.006,2363
01,CH002,A09.007,2364
01,CH002,A09.008,2365
01,CH002,A11 -,2366
01,CH002,A11.001,2367
01,CH002,A11.002,2368
01,CH002,A11.003,2369
01,CH002,A11.004,2370
01,CH002,A11.005,2371
01,CH002,A11.006,2372
01,CH002,A13 -,2373
01,CH002,A13.001,2374
01,CH002,A13.002,2375
01,CH002,A13.003,2376
01,CH002,A13.004,2377
01,CH002,A13.005,2378
01,CH002,A13.006,2379
01,CH002,A14 -,2380
01,CH002,A14.002,2381
01,CH002,A14.005,2382
01,CH002,A14.007,2383
01,CH002,A14.008,2384
01,CH002,A14.009,2385
01,CH002,A14.011,2386
01,CH002,A15.001,2387
01,CH002,A15.002,2388
01,CH002,A15.003,2389
01,CH002,A15.004,2390
01,CH002,A15.005,2391
01,CH002,A15.006,2392
01,CH002,A15.009,2393
01,CH002,A15.010,2394
01,CH002,A15.011,2395
01,CH002,A15.017,2396
01,CH002,A19 -,2397
01,CH002,A19-001,2398
01,CH002,A21 -,2399
01,CH002,A21.001,2400
01,CH002,A21.002,2401
01,CH002,A21.003,2402
01,CH002,A21.004,2403
01,CH002,A21.005,2404
01,CH002,A21.006,2405
01,CH002,A23 -,2406
01,CH002,A23.001,2407
01,CH002,A23.002,2408
01,CH002,A23.003,2409
01,CH002,A23.004,2410
01,CH002,A23.005,2411
01,CH002,A23.006,2412
01,CH002,A24 -,2413
01,CH002,A24.002,2414
01,CH002,A24.005,2415
01,CH002,A24.007,2416
01,CH002,A24.008,2417
01,CH002,A24.009,2418
01,CH002,A24.011,2419
01,CH002,A25.001,2420
01,CH002,A25.002,2421
01,CH002,A25.003,2422
01,CH002,A25.004,2423
01,CH002,A25.005,2424
01,CH002,A25.006,2425
01,CH002,A25.009,2426
01,CH002,A25.010,2427
01,CH002,A25.011,2428
01,CH002,A25.017,2429
01,CH002,A29 - ,2430
01,CH002,A29.001,2431
01,CH002,A31 -,2432
01,CH002,A31.001,2433
01,CH002,A31.002,2434
01,CH002,A31.003,2435
01,CH002,A31.004,2436
01,CH002,A31.005,2437
01,CH002,A31.006,2438
01,CH002,A33 -,2439
01,CH002,A33.001,2440
01,CH002,A33.002,2441
01,CH002,A33.003,2442
01,CH002,A33.004,2443
01,CH002,A33.005,2444
01,CH002,A33.006,2445
01,CH002,A34 -,2446
01,CH002,A34.001,2447
01,CH002,A34.002,2448
01,CH002,A34.005,2449
01,CH002,A34.007,2450
01,CH002,A34.008,2451
01,CH002,A34.009,2452
01,CH002,A34.011,2453
01,CH002,A35.001,2454
01,CH002,A35.002,2455
01,CH002,A35.003,2456
01,CH002,A35.004,2457
01,CH002,A35.005,2458
01,CH002,A35.006,2459
01,CH002,A35.009,2460
01,CH002,A35.010,2461
01,CH002,A35.011,2462
01,CH002,A35.017,2463
01,CH002,A39 - ,2464
01,CH002,A39.001,2465
01,CH002,A41 -,2466
01,CH002,A41.001,2467
01,CH002,A41.002,2468
01,CH002,A41.003,2469
01,CH002,A41.004,2470
01,CH002,A41.005,2471
01,CH002,A41.006,2472
01,CH002,A43 -,2473
01,CH002,A43.001,2474
01,CH002,A43.002,2475
01,CH002,A43.003,2476
01,CH002,A43.004,2477
01,CH002,A43.005,2478
01,CH002,A43.006,2479
01,CH002,A44 -,2480
01,CH002,A44.002,2481
01,CH002,A44.005,2482
01,CH002,A44.007,2483
01,CH002,A44.008,2484
01,CH002,A44.009,2485
01,CH002,A44.011,2486
01,CH002,A45.001,2487
01,CH002,A45.002,2488
01,CH002,A45.003,2489
01,CH002,A45.004,2490
01,CH002,A45.005,2491
01,CH002,A45.006,2492
01,CH002,A45.009,2493
01,CH002,A45.010,2494
01,CH002,A45.011,2495
01,CH002,A45.017,2496
01,CH002,A49 - ,2497
01,CH002,A49.001,2498
01,CH002,A91 -,2499
01,CH002,A91.001,2500
01,CH002,A91.002,2501
01,CH002,A91.003,2502
01,CH002,A91.004,2503
01,CH002,A91.005,2504
01,CH002,A91.006,2505
01,CH002,A93 -,2506
01,CH002,A93.001,2507
01,CH002,A93.002,2508
01,CH002,A93.003,2509
01,CH002,A93.004,2510
01,CH002,A93.005,2511
01,CH002,A93.006,2512
01,CH002,A94 -,2513
01,CH002,A94.002,2514
01,CH002,A94.005,2515
01,CH002,A94.007,2516
01,CH002,A94.008,2517
01,CH002,A94.009,2518
01,CH002,A95.001,2519
01,CH002,A95.002,2520
01,CH002,A95.003,2521
01,CH002,A95.004,2522
01,CH002,A95.005,2523
01,CH002,A95.006,2524
01,CH002,A95.009,2525
01,CH002,A95.010,2526
01,CH002,A95.011,2527
01,CH002,A95.017,2528
01,CH002,A95.019,2529
01,CH002,F01 -,2530
01,CH002,F01.001,2531
01,CH002,F01.002,2532
01,CH002,F01.003,2533
01,CH002,F01.004,2534
01,CH002,F01.005,2535
01,CH002,F01.006,2536
01,CH002,F01.007,2537
01,CH002,F01.008,2538
01,CH002,F01.009,2539
01,CH002,F01.010,2540
01,CH002,F01.011,2541
01,CH002,F01.020,2542
01,CH002,G01 -,2543
01,CH002,G01.001,2544
01,CH002,G01.002,2545
01,CH002,G01.003,2546
01,CH002,G01.004,2547
01,CH002,G01.005,2548
01,CH002,G01.006,2549
01,CH002,G02 - ,2550
01,CH002,G02.001,2551
01,CH002,G02.002,2552
01,CH002,G02.003,2553
01,CH002,G02.004,2554
01,CH002,G02.005,2555
01,CH002,G02.006,2556
01,CH002,G02.007,2557
01,CH002,G03 - ,2558
01,CH002,G03.001,2559
01,CH002,G03.002,2560
01,CH002,G03.003,2561
01,CH002,G03.004,2562
01,CH002,G03.005,2563
01,CH002,G03.006,2564
01,CH002,G04 -,2565
01,CH002,G04.002,2566
01,CH002,G04.003,2567
01,CH002,G04.004,2568
01,CH002,G04.005,2569
01,CH002,G04.006,2570
01,CH002,G04.007,2571
01,CH002,G04.008,2572
01,CH002,G04.009,2573
01,CH002,G04.010,2574
01,CH002,G04.011,2575
01,CH002,G05 -,2576
01,CH002,G05.001,2577
01,CH002,G05.002,2578
01,CH002,G05.003,2579
01,CH002,G05.004,2580
01,CH002,G05.005,2581
01,CH002,G05.006,2582
01,CH002,G05.007,2583
01,CH002,G05.009,2584
01,CH002,G05.010,2585
01,CH002,G05.011,2586
01,CH002,G05.012,2587
01,CH002,G05.013,2588
01,CH002,G05.014,2589
01,CH002,G05.015,2590
01,CH002,G05.016,2591
01,CH002,G05.017,2592
01,CH002,G05.019,2593
01,CH002,G06 -,2594
01,CH002,G06.001,2595
01,CH002,G08 -,2596
01,CH002,G08.001,2597
01,CH002,G08.002,2598
01,CH002,G08.003,2599
01,CH002,G08.006,2600
01,CH002,G08.007,2601
01,CH002,G09 -,2602
01,CH002,G09.001,2603
01,CH002,G09.002,2604
01,CH002,G09.003,2605
01,CH002,G09.004,2606
01,CH002,G09.005,2607
01,CH002,G09.006,2608
01,CH002,G10 - ,2609
01,CH002,G10.001,2610
01,CH002,G10.002,2611
01,CH002,G10.005,2612
01,CH002,G10.006,2613
01,CH002,G11 -,2614
01,CH002,G11.001,2615
01,CH002,G11.002,2616
01,CH002,G11.003,2617
01,CH002,G11.004,2618
01,CH002,K01 -,2619
01,CH002,K01.001,2620
01,CH002,K01.002,2621
01,CH002,K01.003,2622
01,CH002,K01.004,2623
01,CH002,K01.005,2624
01,CH002,K01.006,2625
01,CH002,K01.007,2626
01,CH002,K01.008,2627
01,CH002,K01.009,2628
01,CH002,K01.010,2629
01,CH002,K01.011,2630
01,CH002,K01.013,2631
01,CH002,K01.099,2632
01,CH002,P01 -,2633
01,CH002,P01.001,2634
01,CH002,R01 -,2635
01,CH002,R01.001,2636
01,CH002,R01.002,2637
01,CH002,R01.003,2638
01,CH002,R01.004,2639
01,CH002,R01.005,2640
01,CH002,R02 -,2641
01,CH002,R02.001,2642
01,CH002,R02.002,2643
01,CH002,R03 -,2644
01,CH002,R03.001,2645
01,CH002,R03.002,2646
01,CH002,R05 -,2647
01,CH002,R05.001,2648
01,CH002,R05.002,2649
01,CH002,R06 -,2650
01,CH002,R06.001,2651
01,CH002,R06.002,2652
01,CH002,R07 -,2653
01,CH002,R07.001,2654
01,CH002,R07.002,2655
01,CH002,R07.003,2656
01,CH002,R08,2657
01,CH002,R08.001,2658
01,CH002,S01 -,2659
01,CH002,S01.001,2660
01,CH002,S01.002,2661
01,CH002,S01.003,2662
01,CH002,S01.004,2663
01,CH002,S01.005,2664
01,CH002,S01.006,2665
01,CH002,S01.007,2666
01,CH002,S01.008,2667
01,CH002,S01.009,2668
01,CH002,S01.010,2669
01,CH002,S01.011,2670
01,CH002,S01.012,2671
01,CH002,S01.014,2672
01,CH002,S01.015,2673
01,CH002,S01.016,2674
01,CH002,S01.021,2675
01,CH002,S01.022,2676
01,CH002,S01.028,2677
01,CH002,U01 -,2678
01,CH002,U01.001,2679
01,CH002,U01.002,2680
01,CH002,U01.003,2681
01,CH002,U01.004,2682
01,CH002,U01.005,2683
01,CH002,U01.006,2684
01,CH002,U02 - ,2685
01,CH002,U02.004,2686
01,CH002,U02.005,2687
01,CH002,U02.006,2688
01,CH002,U03 - ,2689
01,CH002,U03.001,2690
01,CH002,U03.002,2691
01,CH002,U03.003,2692
01,CH002,U03.004,2693
01,CH002,U03.005,2694
01,CH002,U03.006,2695
01,CH002,U04 -,2696
01,CH002,U04.001,2697
01,CH002,U04.002,2698
01,CH002,U04.004,2699
01,CH002,U04.005,2700
01,CH002,U04.006,2701
01,CH002,U04.007,2702
01,CH002,U04.008,2703
01,CH002,U04.009,2704
01,CH002,U04.010,2705
01,CH002,U05 -,2706
01,CH002,U05.001,2707
01,CH002,U05.002,2708
01,CH002,U05.003,2709
01,CH002,U05.004,2710
01,CH002,U05.005,2711
01,CH002,U05.006,2712
01,CH002,U05.007,2713
01,CH002,U05.009,2714
01,CH002,U05.010,2715
01,CH002,U05.011,2716
01,CH002,U05.017,2717
01,CH002,U06 -,2718
01,CH002,U06.001,2719
01,CH002,U08 -,2720
01,CH002,U08.001,2721
01,CH002,U08.002,2722
01,CH002,U08.003,2723
01,CH002,U08.004,2724
01,CH002,U08.005,2725
01,CH002,U08.006,2726
01,CH002,U09 -,2727
01,CH002,U09.001,2728
01,CH002,U09.002,2729
01,CH002,U09.003,2730
01,CH002,U09.004,2731
01,CH002,U09.005,2732
01,CH002,U09.006,2733
01,CH002,U10 - ,2734
01,CH002,U10.001,2735
01,CH002,U10.002,2736
01,CH002,U10.005,2737
01,CH002,U10.006,2738
01,CH002,U12 -,2739
01,CH002,U12.001,2740
01,CH002,U12.002,2741
01,CH002,U12.003,2742
01,CH002,U12.009,2743
01,CH002,U13-,2744
01,CH002,U13.001,2745
01,CH002,U13.002,2746
01,CH002,U13.003,2747
01,CH002,U13.004,2748
01,CH002,U13.005,2749
01,CH002,U13.006,2750
01,CH002,U13.007,2751
01,CH002,U13.008,2752
01,CH002,U13.009,2753
01,CH002,U13.019,2754
01,CS001,A01 -,2755
01,CS001,A01.001,2756
01,CS001,A01.002,2757
01,CS001,A01.003,2758
01,CS001,A01.004,2759
01,CS001,A01.005,2760
01,CS001,A01.006,2761
01,CS001,A02 - ,2762
01,CS001,A02.001,2763
01,CS001,A02.002,2764
01,CS001,A02.003,2765
01,CS001,A02.004,2766
01,CS001,A02.005,2767
01,CS001,A02.006,2768
01,CS001,A03 - ,2769
01,CS001,A03.001,2770
01,CS001,A03.002,2771
01,CS001,A03.003,2772
01,CS001,A03.004,2773
01,CS001,A03.005,2774
01,CS001,A03.006,2775
01,CS001,A04 -,2776
01,CS001,A04.002,2777
01,CS001,A04.003,2778
01,CS001,A04.004,2779
01,CS001,A04.005,2780
01,CS001,A04.006,2781
01,CS001,A04.007,2782
01,CS001,A04.008,2783
01,CS001,A04.009,2784
01,CS001,A04.011,2785
01,CS001,A05 -,2786
01,CS001,A05.001,2787
01,CS001,A05.002,2788
01,CS001,A05.003,2789
01,CS001,A05.004,2790
01,CS001,A05.007,2791
01,CS001,A05.009,2792
01,CS001,A05.010,2793
01,CS001,A05.011,2794
01,CS001,A05.012,2795
01,CS001,A05.019,2796
01,CS001,A07 -,2797
01,CS001,A07.001,2798
01,CS001,A07.002,2799
01,CS001,A07.003,2800
01,CS001,A07.004,2801
01,CS001,A07.005,2802
01,CS001,A07.006,2803
01,CS001,A07.007,2804
01,CS001,A07.008,2805
01,CS001,A07.009,2806
01,CS001,A07.010,2807
01,CS001,A08 -,2808
01,CS001,A08.001,2809
01,CS001,A08.002,2810
01,CS001,A08.003,2811
01,CS001,A08.004,2812
01,CS001,A08.005,2813
01,CS001,A08.006,2814
01,CS001,A08.007,2815
01,CS001,A09 -,2816
01,CS001,A09.001,2817
01,CS001,A09.002,2818
01,CS001,A09.003,2819
01,CS001,A09.004,2820
01,CS001,A09.005,2821
01,CS001,A09.006,2822
01,CS001,A09.007,2823
01,CS001,A09.008,2824
01,CS001,A11 -,2825
01,CS001,A11.001,2826
01,CS001,A11.002,2827
01,CS001,A11.003,2828
01,CS001,A11.004,2829
01,CS001,A11.005,2830
01,CS001,A11.006,2831
01,CS001,A13 -,2832
01,CS001,A13.001,2833
01,CS001,A13.002,2834
01,CS001,A13.003,2835
01,CS001,A13.004,2836
01,CS001,A13.005,2837
01,CS001,A13.006,2838
01,CS001,A14 -,2839
01,CS001,A14.002,2840
01,CS001,A14.005,2841
01,CS001,A14.007,2842
01,CS001,A14.008,2843
01,CS001,A14.009,2844
01,CS001,A14.011,2845
01,CS001,A15.001,2846
01,CS001,A15.002,2847
01,CS001,A15.003,2848
01,CS001,A15.004,2849
01,CS001,A15.005,2850
01,CS001,A15.006,2851
01,CS001,A15.009,2852
01,CS001,A15.010,2853
01,CS001,A15.011,2854
01,CS001,A15.017,2855
01,CS001,A19 -,2856
01,CS001,A19-001,2857
01,CS001,A21 -,2858
01,CS001,A21.001,2859
01,CS001,A21.002,2860
01,CS001,A21.003,2861
01,CS001,A21.004,2862
01,CS001,A21.005,2863
01,CS001,A21.006,2864
01,CS001,A23 -,2865
01,CS001,A23.001,2866
01,CS001,A23.002,2867
01,CS001,A23.003,2868
01,CS001,A23.004,2869
01,CS001,A23.005,2870
01,CS001,A23.006,2871
01,CS001,A24 -,2872
01,CS001,A24.002,2873
01,CS001,A24.005,2874
01,CS001,A24.007,2875
01,CS001,A24.008,2876
01,CS001,A24.009,2877
01,CS001,A24.011,2878
01,CS001,A25.001,2879
01,CS001,A25.002,2880
01,CS001,A25.003,2881
01,CS001,A25.004,2882
01,CS001,A25.005,2883
01,CS001,A25.006,2884
01,CS001,A25.009,2885
01,CS001,A25.010,2886
01,CS001,A25.011,2887
01,CS001,A25.017,2888
01,CS001,A29 - ,2889
01,CS001,A29.001,2890
01,CS001,A31 -,2891
01,CS001,A31.001,2892
01,CS001,A31.002,2893
01,CS001,A31.003,2894
01,CS001,A31.004,2895
01,CS001,A31.005,2896
01,CS001,A31.006,2897
01,CS001,A33 -,2898
01,CS001,A33.001,2899
01,CS001,A33.002,2900
01,CS001,A33.003,2901
01,CS001,A33.004,2902
01,CS001,A33.005,2903
01,CS001,A33.006,2904
01,CS001,A34 -,2905
01,CS001,A34.001,2906
01,CS001,A34.002,2907
01,CS001,A34.005,2908
01,CS001,A34.007,2909
01,CS001,A34.008,2910
01,CS001,A34.009,2911
01,CS001,A34.011,2912
01,CS001,A35.001,2913
01,CS001,A35.002,2914
01,CS001,A35.003,2915
01,CS001,A35.004,2916
01,CS001,A35.005,2917
01,CS001,A35.006,2918
01,CS001,A35.009,2919
01,CS001,A35.010,2920
01,CS001,A35.011,2921
01,CS001,A35.017,2922
01,CS001,A39 - ,2923
01,CS001,A39.001,2924
01,CS001,A41 -,2925
01,CS001,A41.001,2926
01,CS001,A41.002,2927
01,CS001,A41.003,2928
01,CS001,A41.004,2929
01,CS001,A41.005,2930
01,CS001,A41.006,2931
01,CS001,A43 -,2932
01,CS001,A43.001,2933
01,CS001,A43.002,2934
01,CS001,A43.003,2935
01,CS001,A43.004,2936
01,CS001,A43.005,2937
01,CS001,A43.006,2938
01,CS001,A44 -,2939
01,CS001,A44.002,2940
01,CS001,A44.005,2941
01,CS001,A44.007,2942
01,CS001,A44.008,2943
01,CS001,A44.009,2944
01,CS001,A44.011,2945
01,CS001,A45.001,2946
01,CS001,A45.002,2947
01,CS001,A45.003,2948
01,CS001,A45.004,2949
01,CS001,A45.005,2950
01,CS001,A45.006,2951
01,CS001,A45.009,2952
01,CS001,A45.010,2953
01,CS001,A45.011,2954
01,CS001,A45.017,2955
01,CS001,A49 - ,2956
01,CS001,A49.001,2957
01,CS001,A91 -,2958
01,CS001,A91.001,2959
01,CS001,A91.002,2960
01,CS001,A91.003,2961
01,CS001,A91.004,2962
01,CS001,A91.005,2963
01,CS001,A91.006,2964
01,CS001,A93 -,2965
01,CS001,A93.001,2966
01,CS001,A93.002,2967
01,CS001,A93.003,2968
01,CS001,A93.004,2969
01,CS001,A93.005,2970
01,CS001,A93.006,2971
01,CS001,A94 -,2972
01,CS001,A94.002,2973
01,CS001,A94.005,2974
01,CS001,A94.007,2975
01,CS001,A94.008,2976
01,CS001,A94.009,2977
01,CS001,A95.001,2978
01,CS001,A95.002,2979
01,CS001,A95.003,2980
01,CS001,A95.004,2981
01,CS001,A95.005,2982
01,CS001,A95.006,2983
01,CS001,A95.009,2984
01,CS001,A95.010,2985
01,CS001,A95.011,2986
01,CS001,A95.017,2987
01,CS001,A95.019,2988
01,CS001,F01 -,2989
01,CS001,F01.001,2990
01,CS001,F01.002,2991
01,CS001,F01.003,2992
01,CS001,F01.004,2993
01,CS001,F01.005,2994
01,CS001,F01.006,2995
01,CS001,F01.007,2996
01,CS001,F01.008,2997
01,CS001,F01.009,2998
01,CS001,F01.010,2999
01,CS001,F01.011,3000
01,CS001,F01.020,3001
01,CS001,G01 -,3002
01,CS001,G01.001,3003
01,CS001,G01.002,3004
01,CS001,G01.003,3005
01,CS001,G01.004,3006
01,CS001,G01.005,3007
01,CS001,G01.006,3008
01,CS001,G02 - ,3009
01,CS001,G02.001,3010
01,CS001,G02.002,3011
01,CS001,G02.003,3012
01,CS001,G02.004,3013
01,CS001,G02.005,3014
01,CS001,G02.006,3015
01,CS001,G02.007,3016
01,CS001,G03 - ,3017
01,CS001,G03.001,3018
01,CS001,G03.002,3019
01,CS001,G03.003,3020
01,CS001,G03.004,3021
01,CS001,G03.005,3022
01,CS001,G03.006,3023
01,CS001,G04 -,3024
01,CS001,G04.002,3025
01,CS001,G04.003,3026
