MKod,SendServerName,SendCatalog,Title,SendKod,SendTitle,kgid,insUN,insDT,insApp,updUN,updDT,updApp
1921,KorgunDb,Antrepo20,206 Mavi Napa - Mavi Süet,,,1816,,,,,,
1922,KorgunDb,Antrepo20,248 Beyaz Napa - Açık Yeşil Süet,,,1817,,,,,,
1923,KorgunDb,Antrepo20,582 Civit Mavisi,,,1818,,,,,,
1924,KorgunDb,Antrepo20,Fusya Deri,,,1819,,,,,,
1925,KorgunDb,Antrepo20,Kahve Isco,,,1820,,,,,,
1926,KorgunDb,Antrepo20,383 Kahve Deri - Kahve Süet,,,1821,,,,,,
1927,KorgunDb,Antrepo20,Altın Rugan,,,1822,,,,,,
1928,KorgunDb,Antrepo20,Vişne Kırmızı Deri,,,1823,,,,,,
1929,KorgunDb,Antrepo20,Süt Beyazı,,,1824,,,,,,
1930,KorgunDb,Antrepo20,Onanj Deri,,,1825,,,,,,
1931,KorgunDb,Antrepo20,Ceviz Deri,,,1826,,,,,,
1932,KorgunDb,Antrepo20,Siyah Süet - Siyah Rugan,,,1827,,,,,,
1933,KorgunDb,Antrepo20,Bordo Kroko,,,1828,,,,,,
1934,KorgunDb,Antrepo20,Siyah Kumaş,,,1829,,,,,,
1935,KorgunDb,Antrepo20,Mavı Suet,,,1830,,,,,,
1936,KorgunDb,Antrepo20,Siyah Floter - Siyah Simli,,,1831,,,,,,
1937,KorgunDb,Antrepo20,Laci Floter - Laci Simli,,,1832,,,,,,
1938,KorgunDb,Antrepo20,Laci Simli,,,1833,,,,,,
1939,KorgunDb,Antrepo20,Kurşun Deri,,,1834,,,,,,
1940,KorgunDb,Antrepo20,Nude - Siyah Rugan,,,1835,,,,,,
1941,KorgunDb,Antrepo20,Oranj Deri,,,1836,,,,,,
1942,KorgunDb,Antrepo20,Renk -5446,,,1837,,,,,,
1943,KorgunDb,Antrepo20,Metalik Gri Deri,,,1838,,,,,,
1944,KorgunDb,Antrepo20,Siyah Simli,,,1839,,,,,,
1945,KorgunDb,Antrepo20,Siyah Analin - Syah Kroo,,,1840,,,,,,
1946,KorgunDb,Antrepo20,Çelik Simli Floter,,,1841,,,,,,
1947,KorgunDb,Antrepo20,131 Gri Deri,,,1842,,,,,,
1948,KorgunDb,Antrepo20,302 Pembe Deri,,,1843,,,,,,
1949,KorgunDb,Antrepo20,895 Bej Kalın Zımba - Bej Napa,,,1844,,,,,,
1950,KorgunDb,Antrepo20,654 Kahve Devekuşu,,,1845,,,,,,
1951,KorgunDb,Antrepo20,Açık Gri Deri,,,1846,,,,,,
1952,KorgunDb,Antrepo20,Metalik Gri,,,1847,,,,,,
1953,KorgunDb,Antrepo20,Siyah - Çelik,,,1848,,,,,,
1954,KorgunDb,Antrepo20,Çelik Simli,,,1849,,,,,,
1955,KorgunDb,Antrepo20,408 Siyah Antilop - A.Gri Rugan - Siyah Rugan,,,1850,,,,,,
1956,KorgunDb,Antrepo20,420 Siyah Açma - Siyah Bez,,,1851,,,,,,
1957,KorgunDb,Antrepo20,811 Beyaz Softi - Gri Bez - Beyaz Süet,,,1852,,,,,,
1958,KorgunDb,Antrepo20,926 Beyaz Keten - Beyaz Nata,,,1853,,,,,,
1959,KorgunDb,Antrepo20,Haki Süet,,,1854,,,,,,
1960,KorgunDb,Antrepo20,930 Beyaz Nata - Siyah Nata - Siyah Şerit,,,1855,,,,,,
1961,KorgunDb,Antrepo20,197 Mavi Deri - Beyaz Deri,,,1856,,,,,,
1962,KorgunDb,Antrepo20,297 Beyaz Napa - Kot Mavi Deri,,,1857,,,,,,
1963,KorgunDb,Antrepo20,702 Beyaz Deri,,,1858,,,,,,
1964,KorgunDb,Antrepo20,794 Beyaz Flap - Kırmızı Flap,,,1859,,,,,,
1965,KorgunDb,Antrepo20,574 Çivit Mavisi Süet,,,1860,,,,,,
1966,KorgunDb,Antrepo20,576 Yeşil Süet,,,1861,,,,,,
1967,KorgunDb,Antrepo20,Gümüş Lüx Tekstil,,,1862,,,,,,
1968,KorgunDb,Antrepo20,Mercan Deri,,,1863,,,,,,
1969,KorgunDb,Antrepo20,Renk_Adı,,,1864,,,,,,
1970,KorgunDb,Antrepo20,Bron,,,1865,,,,,,
1971,KorgunDb,Antrepo20,Kırımızı,,,1866,,,,,,
1972,KorgunDb,Antrepo20,Vizon Floter,,,1867,,,,,,
1973,KorgunDb,Antrepo20,Vizon Floter - Pudra Floter,,,1868,,,,,,
1974,KorgunDb,Antrepo20,Kum Floter,,,1869,,,,,,
1975,KorgunDb,Antrepo20,Bronz Deri,,,1870,,,,,,
1976,KorgunDb,Antrepo20,Platin Flap,,,1871,,,,,,
1977,KorgunDb,Antrepo20,Fusya,,,1872,,,,,,
1978,KorgunDb,Antrepo20,Mavi - Siyah,,,1873,,,,,,
1979,KorgunDb,Antrepo20,Krem Deri,,,1874,,,,,,
1980,KorgunDb,Antrepo20,265-420,,,1875,,,,,,
1981,KorgunDb,Antrepo20,21-77,,,1876,,,,,,
1982,KorgunDb,Antrepo20,375-179,,,1877,,,,,,
1983,KorgunDb,Antrepo20,428-379-77,,,1878,,,,,,
1984,KorgunDb,Antrepo20,165-79,,,1879,,,,,,
1985,KorgunDb,Antrepo20,61-69,,,1880,,,,,,
1986,KorgunDb,Antrepo20,264-375,,,1881,,,,,,
1987,KorgunDb,Antrepo20,410-77,,,1882,,,,,,
1988,KorgunDb,Antrepo20, BLACK BUFALO-BLACK DEER,,,1883,,,,,,
1989,KorgunDb,Antrepo20,BLACK CALİDO-BLACK DEER,,,1884,,,,,,
1990,KorgunDb,Antrepo20,BROWN BUFALO,,,1885,,,,,,
1991,KorgunDb,Antrepo20,421 SYH ALEX -01 SYH BUFALO-048SYH RODA-KHV BFL,,,1886,,,,,,
1992,KorgunDb,Antrepo20,421 SYH ALEX-01 SYH BFL-048 SYH RODA-KHV BFL,,,1887,,,,,,
1993,KorgunDb,Antrepo20,01,,,1888,,,,,,
1994,KorgunDb,Antrepo20,SAKS,,,1889,,,,,,
1995,KorgunDb,Antrepo20,1065,,,1890,,,,,,
1996,KorgunDb,Antrepo20,050,,,1891,,,,,,
1997,KorgunDb,Antrepo20,02-047,,,1892,,,,,,
1998,KorgunDb,Antrepo20,01-021-06,,,1893,,,,,,
1999,KorgunDb,Antrepo20,023-046,,,1894,,,,,,
2000,KorgunDb,Antrepo20,275-289,,,1895,,,,,,
2001,KorgunDb,Antrepo20,276-277,,,1896,,,,,,
2002,KorgunDb,Antrepo20,288-298-276,,,1897,,,,,,
2003,KorgunDb,Antrepo20,275-281,,,1898,,,,,,
2004,KorgunDb,Antrepo20,276-284-283,,,1899,,,,,,
2005,KorgunDb,Antrepo20,280-276,,,1900,,,,,,
2006,KorgunDb,Antrepo20,01-132-95,,,1901,,,,,,
2007,KorgunDb,Antrepo20,111-01-46,,,1902,,,,,,
2008,KorgunDb,Antrepo20,117-01-89,,,1903,,,,,,
2009,KorgunDb,Antrepo20,117-85-16,,,1904,,,,,,
2010,KorgunDb,Antrepo20,84-87-01,,,1905,,,,,,
2011,KorgunDb,Antrepo20,16-65,,,1906,,,,,,
2012,KorgunDb,Antrepo20,53-132-125,,,1907,,,,,,
2013,KorgunDb,Antrepo20,53-96,,,1908,,,,,,
2014,KorgunDb,Antrepo20,44-01-53,,,1909,,,,,,
2015,KorgunDb,Antrepo20,01-106,,,1910,,,,,,
2016,KorgunDb,Antrepo20,16-106,,,1911,,,,,,
2017,KorgunDb,Antrepo20,01-22,,,1912,,,,,,
2018,KorgunDb,Antrepo20,16-85,,,1913,,,,,,
2019,KorgunDb,Antrepo20,277,,,1914,,,,,,
2020,KorgunDb,Antrepo20,275-288,,,1915,,,,,,
2021,KorgunDb,Antrepo20,279-41,,,1916,,,,,,
2022,KorgunDb,Antrepo20,41-283-295,,,1917,,,,,,
2023,KorgunDb,Antrepo20,274-287,,,1918,,,,,,
2024,KorgunDb,Antrepo20,278-274,,,1919,,,,,,
2025,KorgunDb,Antrepo20,282-274,,,1920,,,,,,
2026,KorgunDb,Antrepo20,286-285-41,,,1921,,,,,,
2027,KorgunDb,Antrepo20,290-274,,,1922,,,,,,
2028,KorgunDb,Antrepo20,279-274,,,1923,,,,,,
2029,KorgunDb,Antrepo20,40-BUFALO,,,1924,,,,,,
2030,KorgunDb,Antrepo20,FUNDIK KIRMA,,,1925,,,,,,
2031,KorgunDb,Antrepo20,BLACK CROCODİL,,,1926,,,,,,
2032,KorgunDb,Antrepo20,NAVY BLUE AÇMA-BROWN DEER,,,1927,,,,,,
2033,KorgunDb,Antrepo20,BROWN AÇMA-BROWN SUEDE,,,1928,,,,,,
2034,KorgunDb,Antrepo20,NAVY BLUE DEER-NAVY BLUE ÖRGÜ,,,1929,,,,,,
2035,KorgunDb,Antrepo20,BLACK YUMUŞAK-BLACK CALİDO,,,1930,,,,,,
2036,KorgunDb,Antrepo20,DERİ 101,,,1931,,,,,,
2037,KorgunDb,Antrepo20,DEİ 101-G.SİYAH MALAK,,,1932,,,,,,
2038,KorgunDb,Antrepo20,DERİ 101 G.SİYAH MALAK,,,1933,,,,,,
2039,KorgunDb,Antrepo20,217-248,,,1934,,,,,,
2040,KorgunDb,Antrepo20,01-248,,,1935,,,,,,
2041,KorgunDb,Antrepo20,248-01,,,1936,,,,,,
2042,KorgunDb,Antrepo20,264-379,,,1937,,,,,,
2043,KorgunDb,Antrepo20,BLACK DEER-BLACK CROCO,,,1938,,,,,,
2044,KorgunDb,Antrepo20,TABA INCE KIRMA,,,1939,,,,,,
2045,KorgunDb,Antrepo20,SIYAH UFAK KIRMA,,,1940,,,,,,
2046,KorgunDb,Antrepo20,SİYAH BASKILI  L.V,,,1941,,,,,,
2047,KorgunDb,Antrepo20,TABAN KIRMA,,,1942,,,,,,
2048,KorgunDb,Antrepo20,TABA KIRMA,,,1943,,,,,,
2049,KorgunDb,Antrepo20,884 LACİVERT SANETTA,,,1944,,,,,,
2050,KorgunDb,Antrepo20,359 TABAN INCE KIRMA,,,1945,,,,,,
2051,KorgunDb,Antrepo20,SIYAH DERI-MAVI TABAN,,,1946,,,,,,
2052,KorgunDb,Antrepo20,SIYAH DERI-KIRMIZI TABAN,,,1947,,,,,,
2053,KorgunDb,Antrepo20,SIYAH DERI-SIYAH TABAN,,,1948,,,,,,
2054,KorgunDb,Antrepo20,336-165,,,1949,,,,,,
2055,KorgunDb,Antrepo20,336-165 (KAHVE-LACI),,,1950,,,,,,
2056,KorgunDb,Antrepo20,OKSİT,,,1951,,,,,,
2057,KorgunDb,Antrepo20,Kahve - Şirinkıl,,,1952,,,,,,
2058,KorgunDb,Antrepo20,286 Beyaz Analin,,,1953,,,,,,
2059,KorgunDb,Antrepo20,07-040,,,1954,,,,,,
2060,KorgunDb,Antrepo20,357 FINDIK NAPA,,,1955,,,,,,
2061,KorgunDb,Antrepo20,431 SIYAH DERI,,,1956,,,,,,
2062,KorgunDb,Antrepo20,531,,,1957,,,,,,
2063,KorgunDb,Antrepo20,SPİRO 1074 GREEN-3229209 YEŞİL,,,1958,,,,,,
2064,KorgunDb,Antrepo20,SPİRO 1079 BROWN-322207 KHV,,,1959,,,,,,
2065,KorgunDb,Antrepo20,SPİRO 1063 N.BLUE-322213 LACİ,,,1960,,,,,,
2066,KorgunDb,Antrepo20,COW CERVA MAT BROWN-83751 KHV.,,,1961,,,,,,
2067,KorgunDb,Antrepo20,068 SIYAH BASKILI L.V,,,1962,,,,,,
2068,KorgunDb,Antrepo20,B.BFL.KURK BLACK-78666 SYH-57466 SYH,,,1963,,,,,,
2069,KorgunDb,Antrepo20,B.BFL.KURK BROWN-78657 K.KHV.-57451 KHV.,,,1964,,,,,,
2070,KorgunDb,Antrepo20,İTALYAN WILLER BROWN-82951 KHV,,,1965,,,,,,
2071,KorgunDb,Antrepo20,B.BFL.KURK BLACK -78666 SYH.,,,1966,,,,,,
2072,KorgunDb,Antrepo20,KAPAMA 1204 BROWN-412257 KHV,,,1967,,,,,,
2073,KorgunDb,Antrepo20,B.BFL.KURK H.SHINE BLACK-85166 SYH.,,,1968,,,,,,
2074,KorgunDb,Antrepo20,KURK B. BFL.R.BROWN-78657 K.KHV.57451 KHV,,,1969,,,,,,
2075,KorgunDb,Antrepo20,039 BLACK KROKO-05 BLACK BUFALO,,,1970,,,,,,
2076,KorgunDb,Antrepo20,02 LACİ-070 LACİ,,,1971,,,,,,
2077,KorgunDb,Antrepo20,KAHVE ANALİN-KAHVE FLOTER,,,1972,,,,,,
2078,KorgunDb,Antrepo20,427 LACİ ANACONDA-295 LACİ GEYİK-426 LACİ KROKO,,,1973,,,,,,
2079,KorgunDb,Antrepo20,295 LACİ GEYİK-079 LACİ BUFALO,,,1974,,,,,,
2080,KorgunDb,Antrepo20,956-Siyah Baskılı,,,1975,,,,,,
2082,KorgunDb,Antrepo20,959-Laci Baskılı,,,1976,,,,,,
2083,KorgunDb,Antrepo20,327,,,1977,,,,,,
2084,KorgunDb,Antrepo20,426,,,1978,,,,,,
2085,KorgunDb,Antrepo20,886,,,1979,,,,,,
2086,KorgunDb,Antrepo20,997- Kahve Baskılı-Kahve Antik,,,1980,,,,,,
2087,KorgunDb,Antrepo20,264-276,,,1981,,,,,,
2088,KorgunDb,Antrepo20,265-216,,,1982,,,,,,
2089,KorgunDb,Antrepo20,Siyah Kroko-Siyah Bufalo,,,1983,,,,,,
2090,KorgunDb,Antrepo20,379-424,,,1984,,,,,,
2091,KorgunDb,Antrepo20,128-418,,,1985,,,,,,
2092,KorgunDb,Antrepo20,165-411-79,,,1986,,,,,,
2093,KorgunDb,Antrepo20,265-72-77,,,1987,,,,,,
2094,KorgunDb,Antrepo20,127-336,,,1988,,,,,,
2095,KorgunDb,Antrepo20,892-379,,,1989,,,,,,
2096,KorgunDb,Antrepo20,SİYAH GEYİK- SİYAH BUFALO,,,1990,,,,,,
2097,KorgunDb,Antrepo20,SİYAH DERİ-LACİ,,,1991,,,,,,
2098,KorgunDb,Antrepo20,SİYAH MALAK-SİYAH GEYİK,,,1992,,,,,,
2099,KorgunDb,Antrepo20,KAHVE SPİRO-KAHVE GEYİK,,,1993,,,,,,
2100,KorgunDb,Antrepo20,Siyah Kırışık Rugan,,,1994,,,,,,
2101,KorgunDb,Antrepo20,Bej Süet,,,1995,,,,,,
2102,KorgunDb,Antrepo20,Gri Süet,,,1996,,,,,,
2103,KorgunDb,Antrepo20,Pembe Süet,,,1997,,,,,,
2104,KorgunDb,Antrepo20,Laci - Turuncu,,,1998,,,,,,
2105,KorgunDb,Antrepo20,Laci Deri - Gümüş Deri,,,1999,,,,,,
2106,KorgunDb,Antrepo20,Mavi - Gümüş,,,2000,,,,,,
2107,KorgunDb,Antrepo20,Laci Deri - Gri Deri,,,2001,,,,,,
2108,KorgunDb,Antrepo20,Beyaz - Mavi,,,2002,,,,,,
2109,KorgunDb,Antrepo20,Gri - Turuncu,,,2003,,,,,,
2110,KorgunDb,Antrepo20,Mavi - Yeşil,,,2004,,,,,,
2111,KorgunDb,Antrepo20,Gri Süet - Kırmızı Süet,,,2005,,,,,,
2112,KorgunDb,Antrepo20,Fuşya Deri,,,2006,,,,,,
2113,KorgunDb,Antrepo20,Laci Deri - Kırmızı Deri,,,2007,,,,,,
2114,KorgunDb,Antrepo20,Renkli,,,2008,,,,,,
2115,KorgunDb,Antrepo20,004 Siyah Creyzi,,,2009,,,,,,
2116,KorgunDb,Antrepo20,284 Imparator Nubuk,,,2010,,,,,,
2117,KorgunDb,Antrepo20,043 Fındık Nubuk,,,2011,,,,,,
2118,KorgunDb,Antrepo20,083 Laci Nubuk - Beyaz Biye,,,2012,,,,,,
2119,KorgunDb,Antrepo20,222 Sarı Nubuk,,,2013,,,,,,
2120,KorgunDb,Antrepo20,192 Mavi Nubuk,,,2014,,,,,,
2121,KorgunDb,Antrepo20,933 Bej Nubuk - Somon Nubuk - Vizon Nubuk,,,2015,,,,,,
2122,KorgunDb,Antrepo20,Sabunlu Deri,,,2016,,,,,,
2123,KorgunDb,Antrepo20,Taba Çizgili Tempo,,,2017,,,,,,
2124,KorgunDb,Antrepo20,Taba Yılan,,,2018,,,,,,
2125,KorgunDb,Antrepo20,Taba Santo,,,2019,,,,,,
2126,KorgunDb,Antrepo20,Siyah - Taba,,,2020,,,,,,
2127,KorgunDb,Antrepo20,Fındık Sanetta,,,2021,,,,,,
2128,KorgunDb,Antrepo20,Gri Santo,,,2022,,,,,,
2129,KorgunDb,Antrepo20,Laci Santo,,,2023,,,,,,
2130,KorgunDb,Antrepo20,Ceviz Santo,,,2024,,,,,,
2131,KorgunDb,Antrepo20,Siyah Süet - Siyah Bufalo,,,2025,,,,,,
2132,KorgunDb,Antrepo20,Siyah Analin - Siyah Süet,,,2026,,,,,,
2133,KorgunDb,Antrepo20,Camel Deri,,,2027,,,,,,
2134,KorgunDb,Antrepo20,Bordo Santo,,,2028,,,,,,
2135,KorgunDb,Antrepo20,Siyah Napa Analin,,,2029,,,,,,
2136,KorgunDb,Antrepo20,Siyah Baby Bufalo,,,2030,,,,,,
2137,KorgunDb,Antrepo20,Oliv Deri,,,2031,,,,,,
2138,KorgunDb,Antrepo20,Taba Ancona,,,2032,,,,,,
2139,KorgunDb,Antrepo20,Imparator Nubuk,,,2033,,,,,,
2140,KorgunDb,Antrepo20,Mavi Süet,,,2034,,,,,,
2141,KorgunDb,Antrepo20,Taba Sinistra,,,2035,,,,,,
2142,KorgunDb,Antrepo20,Fındık Antik,,,2036,,,,,,
2143,KorgunDb,Antrepo20,Açık Kahve Antik,,,2037,,,,,,
2144,KorgunDb,Antrepo20,Vizon Santo,,,2038,,,,,,
2145,KorgunDb,Antrepo20,Haki Askeri Kamuflaj,,,2039,,,,,,
2146,KorgunDb,Antrepo20,Mavi Askeri Kamuflaj,,,2040,,,,,,
2147,KorgunDb,Antrepo20,Kahve Alkollü Deri,,,2041,,,,,,
2148,KorgunDb,Antrepo20,Atlantik Süet,,,2042,,,,,,
2149,KorgunDb,Antrepo20,Parlament Nubuk,,,2043,,,,,,
2150,KorgunDb,Antrepo20,Koyu Taba,,,2044,,,,,,
2151,KorgunDb,Antrepo20,Laci Yıkama,,,2045,,,,,,
2152,KorgunDb,Antrepo20,Taba Pull Up Deri,,,2046,,,,,,
2153,KorgunDb,Antrepo20,350 Kahve Analin Deri,,,2047,,,,,,
2154,KorgunDb,Antrepo20,Siyah Fiesta,,,2048,,,,,,
2155,KorgunDb,Antrepo20,Laci Fiesta Deri,,,2049,,,,,,
2156,KorgunDb,Antrepo20,Kahve Açma,,,2050,,,,,,
2157,KorgunDb,Antrepo20,Siyah Timsah Deri,,,2051,,,,,,
2158,KorgunDb,Antrepo20,Laci Spıro Deri,,,2052,,,,,,
2159,KorgunDb,Antrepo20,Siyah Wint Kroko,,,2053,,,,,,
2160,KorgunDb,Antrepo20,Siyah Yumuşak Açma Deri,,,2054,,,,,,
2161,KorgunDb,Antrepo20,Kahve Wint Kroko Deri,,,2055,,,,,,
2162,KorgunDb,Antrepo20,Fındık Deri,,,2056,,,,,,
2163,KorgunDb,Antrepo20,Vizon Süet - Kahve Süet,,,2057,,,,,,
2164,KorgunDb,Antrepo20,Bordo Süet - Siyah Süet,,,2058,,,,,,
2165,KorgunDb,Antrepo20,Laci Süet - Kahve Süet,,,2059,,,,,,
2166,KorgunDb,Antrepo20,Kestane,,,2060,,,,,,
2167,KorgunDb,Antrepo20,Siyah Alkollü Deri,,,2061,,,,,,
2168,KorgunDb,Antrepo20,Siyah Analin - Siyah Geyik,,,2062,,,,,,
2169,KorgunDb,Antrepo20,Siyah Bufalo - Siyah Geyik,,,2063,,,,,,
2170,KorgunDb,Antrepo20,Mavi Geyik,,,2064,,,,,,
2171,KorgunDb,Antrepo20,Siyah Kroko - Siyah Geyik,,,2065,,,,,,
2172,KorgunDb,Antrepo20,Kahve Bufalo - Kahve Geyik,,,2066,,,,,,
2173,KorgunDb,Antrepo20,15,,,2067,,,,,,
2174,KorgunDb,Antrepo20,Siyah Bufalo - Siyah Floter,,,2068,,,,,,
2175,KorgunDb,Antrepo20,Siyah Floter - Siyah Bufalo,,,2069,,,,,,
2176,KorgunDb,Antrepo20,Siyah Parma - Siyah Bufalo,,,2070,,,,,,
2177,KorgunDb,Antrepo20,Syah Shrinkıl,,,2071,,,,,,
2178,KorgunDb,Antrepo20,005 Siyah Suet,,,2072,,,,,,
2179,KorgunDb,Antrepo20,085 Laci Baskılı Deri,,,2073,,,,,,
2180,KorgunDb,Antrepo20,Koyu Laci Rodo,,,2074,,,,,,
2181,KorgunDb,Antrepo20,Karışk Renk,,,2075,,,,,,
2182,KorgunDb,Antrepo20,Gri Glase,,,2076,,,,,,
2183,KorgunDb,Antrepo20,Kahve Picasso,,,2077,,,,,,
2184,KorgunDb,Antrepo20,Siyah Analin - Siyah Rugan,,,2078,,,,,,
2185,KorgunDb,Antrepo20,Gri Bufalo,,,2079,,,,,,
2186,KorgunDb,Antrepo20,Siyah Süet - Siyah Deri,,,2080,,,,,,
2187,KorgunDb,Antrepo20,Kahve Süet - Kahve Rugan,,,2081,,,,,,
2188,KorgunDb,Antrepo20,Laci Süet - Laci Deri,,,2082,,,,,,
2189,KorgunDb,Antrepo20,Kızıl Kahve Spiro,,,2083,,,,,,
2190,KorgunDb,Antrepo20,Siyah Sawarowski,,,2084,,,,,,
2191,KorgunDb,Antrepo20,Lacivert Süet - Kum Süet,,,2085,,,,,,
2192,KorgunDb,Antrepo20,Kahve Yağlı Yarma,,,2086,,,,,,
2193,KorgunDb,Antrepo20,Siyah Napa - Siyah Rugan - Turuncu Süet,,,2087,,,,,,
2194,KorgunDb,Antrepo20,Hardal Antik - Ceviz Deri,,,2088,,,,,,
2195,KorgunDb,Antrepo20,Beyaz Nata - Siyah Dikişli,,,2089,,,,,,
2196,KorgunDb,Antrepo20,Kum Cansas,,,2090,,,,,,
2197,KorgunDb,Antrepo20,Kahve Floter Asist,,,2091,,,,,,
2198,KorgunDb,Antrepo20,909 Bordo Açma - Siyah Analin,,,2092,,,,,,
2199,KorgunDb,Antrepo20,286 Beyaz Napa,,,2093,,,,,,
2200,KorgunDb,Antrepo20,Sax Mavi Picasso,,,2094,,,,,,
2201,KorgunDb,Antrepo20,343 Kahve Deri - Kahve Süet - Kahve Sabunlu Deri,,,2095,,,,,,
2202,KorgunDb,Antrepo20,Kahve Zigana - Laci Deri,,,2096,,,,,,
2203,KorgunDb,Antrepo20,Siyah Antik - Siyah Kareli Rugan,,,2097,,,,,,
2204,KorgunDb,Antrepo20,Mavi Cansas,,,2098,,,,,,
2205,KorgunDb,Antrepo20,Laci Zımbalı - Füme Süet - Laci Nata,,,2099,,,,,,
2206,KorgunDb,Antrepo20,Beyaz Zımbalı - Beyaz Süet - Beyaz Nata,,,2100,,,,,,
2207,KorgunDb,Antrepo20,281 Hardal Zımbalı - Hardal Nata - Hardal Süet,,,2101,,,,,,
2208,KorgunDb,Antrepo20,946 Bej Zımbalı - Bej Nata - Bej Süet,,,2102,,,,,,
2209,KorgunDb,Antrepo20,075 Taba Napa,,,2103,,,,,,
2210,KorgunDb,Antrepo20,Taba Santa - Taba Impertex,,,2104,,,,,,
2211,KorgunDb,Antrepo20,Kahve Sand,,,2105,,,,,,
2212,KorgunDb,Antrepo20,Siyah Nata - Siyah Impertex,,,2106,,,,,,
2213,KorgunDb,Antrepo20,Siyah Sand,,,2107,,,,,,
2214,KorgunDb,Antrepo20,Siyah Nata - Siyah Süet,,,2108,,,,,,
2215,KorgunDb,Antrepo20,Kahve Orfoz - Taba Orfoz,,,2109,,,,,,
2216,KorgunDb,Antrepo20,Beyaz Deri - Beyaz Süet,,,2110,,,,,,
2217,KorgunDb,Antrepo20,Gri Volkan,,,2111,,,,,,
2218,KorgunDb,Antrepo20,Kahve Eskitme,,,2112,,,,,,
2219,KorgunDb,Antrepo20,Siyah Baby Bufalo Yakma,,,2113,,,,,,
2220,KorgunDb,Antrepo20,Laci Deri - Taba Deri,,,2114,,,,,,
2221,KorgunDb,Antrepo20,Siyah Nata - Yeşil Napa,,,2115,,,,,,
2222,KorgunDb,Antrepo20,Siyah Top Rugan,,,2116,,,,,,
2223,KorgunDb,Antrepo20,Kahve Santo - Bej Finisaj,,,2117,,,,,,
2224,KorgunDb,Antrepo20,Siyah Ancona,,,2118,,,,,,
2225,KorgunDb,Antrepo20,Tamarin Nero,,,2119,,,,,,
2226,KorgunDb,Antrepo20,101 Laci Antilop,,,2120,,,,,,
2227,KorgunDb,Antrepo20,544 Kahve Soft - Kahve Süet,,,2121,,,,,,
2228,KorgunDb,Antrepo20,Taba Malak,,,2122,,,,,,
2229,KorgunDb,Antrepo20,Siyah Süet - Siyah Analin,,,2123,,,,,,
2230,KorgunDb,Antrepo20,Gri Malak,,,2124,,,,,,
2231,KorgunDb,Antrepo20,073 Ceviz Antik,,,2125,,,,,,
2232,KorgunDb,Antrepo20,487 Siyah Elginos,,,2126,,,,,,
2233,KorgunDb,Antrepo20,317 Kahve Zigana - Kahve Biye,,,2127,,,,,,
2234,KorgunDb,Antrepo20,404 Siyah Nata - Siyah Impertex - Siyah Açma,,,2128,,,,,,
2235,KorgunDb,Antrepo20,559 Laci Bez - Kirli Beyaz Deri - Beyaz Rugan,,,2129,,,,,,
2236,KorgunDb,Antrepo20,426 Siyah Kırma,,,2130,,,,,,
2237,KorgunDb,Antrepo20,012 Siya Impertex - Gümüş Rugan,,,2131,,,,,,
2238,KorgunDb,Antrepo20,053 Vesta - Kahve Impertex - Bronz Rugan,,,2132,,,,,,
2239,KorgunDb,Antrepo20,353 Açık Kahve Nata,,,2133,,,,,,
2240,KorgunDb,Antrepo20,410 Siyah Bufalo,,,2134,,,,,,
2241,KorgunDb,Antrepo20,327 Kahve Kırma Asis,,,2135,,,,,,
2242,KorgunDb,Antrepo20,377 Kahve Nata - Kahve Rugan,,,2136,,,,,,
2243,KorgunDb,Antrepo20,504 Kahve Sanetta - Kahve Ruan,,,2137,,,,,,
2244,KorgunDb,Antrepo20,616 Siyah Antilop - Siyah Nata,,,2138,,,,,,
2245,KorgunDb,Antrepo20,628 Siyah Nata - Gri Nata - Siyah Rugan,,,2139,,,,,,
2246,KorgunDb,Antrepo20,329 Kahve Oxide,,,2140,,,,,,
2247,KorgunDb,Antrepo20,449 Siyah Nata - Siyah Rugan,,,2141,,,,,,
2248,KorgunDb,Antrepo20,439 Siyah Nata - Siyah Rugan,,,2142,,,,,,
2249,KorgunDb,Antrepo20,082 Laci Flap - Beyaz Biye,,,2143,,,,,,
2250,KorgunDb,Antrepo20,002 Siyah Flap,,,2144,,,,,,
2251,KorgunDb,Antrepo20,006 Siyah Baskılı Nubuk,,,2145,,,,,,
2252,KorgunDb,Antrepo20,010 Siyah Nubuk - Gri Deri,,,2146,,,,,,
2253,KorgunDb,Antrepo20,058 Taba Süet,,,2147,,,,,,
2254,KorgunDb,Antrepo20,181 Taba Bruciato,,,2148,,,,,,
2255,KorgunDb,Antrepo20,710 Kırmızı Süet,,,2149,,,,,,
2256,KorgunDb,Antrepo20,720 Füme Süet,,,2150,,,,,,
2257,KorgunDb,Antrepo20,865 Gri Eros,,,2151,,,,,,
2258,KorgunDb,Antrepo20,348 Kahve Antik - Kahve Süet,,,2152,,,,,,
2259,KorgunDb,Antrepo20,458 Siyah Antik - Siyah Süet,,,2153,,,,,,
2260,KorgunDb,Antrepo20,220 Kahve Santo,,,2154,,,,,,
2261,KorgunDb,Antrepo20,551 Turkuaz Dr - Mavi Bez - Beyaz Dr - Beyaz Rgn,,,2155,,,,,,
2262,KorgunDb,Antrepo20,790 Laci Antik,,,2156,,,,,,
2263,KorgunDb,Antrepo20,037 Kahve Vesta,,,2157,,,,,,
2264,KorgunDb,Antrepo20,516 Siyah Antik - Füme Impertex,,,2158,,,,,,
