Company,Location,CKod,kgid,mkgid,insUN,insDT,insApp,updUN,updDT,updApp
01,CS002,120.GE.017,7880,268,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.018,7881,269,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.019,7882,270,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.020,7883,271,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.021,7884,272,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.022,7885,273,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.023,7886,274,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.024,7887,275,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.025,7888,276,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.026,7889,277,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.027,7890,278,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.028,7891,279,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.029,7892,280,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.030,7893,281,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.031,7894,282,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.032,7895,283,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.033,7896,284,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.034,7897,285,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.035,7898,286,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.036,7899,287,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.037,7900,288,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.038,7901,289,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.039,7902,290,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.040,7903,291,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.041,7904,292,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.042,7905,293,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.043,7906,294,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.044,7907,295,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.045,7908,296,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.046,7909,297,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.047,7910,298,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.048,7911,299,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.049,7912,300,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.050,7913,301,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.051,7914,302,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.052,7915,303,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.GE.053,9679,2067,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.HU.001,7916,304,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.HU.002,7917,305,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IL.001,7918,306,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.001,7919,307,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.002,7920,308,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.003,7921,309,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.004,7922,310,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.005,7923,311,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.006,7924,312,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.007,7925,313,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.008,7926,314,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.009,7927,315,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.010,7928,316,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.011,7929,317,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.012,7930,318,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.013,7931,319,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.014,7932,320,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.015,7933,321,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.016,7934,322,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.017,7935,323,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.018,7936,324,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.019,7937,325,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.020,7938,326,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.021,9680,2068,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.022,7939,327,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.023,7940,328,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.024,7941,329,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.025,7942,330,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.026,7943,331,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.027,7944,332,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.028,7945,333,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.029,7946,334,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.030,7947,335,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.031,7948,336,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.032,7949,337,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.033,7950,338,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.034,7951,339,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.035,7952,340,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.036,7953,341,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.037,7954,342,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.038,7955,343,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.039,7956,344,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.040,7957,345,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.041,7958,346,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.042,7959,347,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.043,7960,348,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.044,7961,349,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.045,7962,350,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.046,9681,2069,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.047,7963,351,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.048,7964,352,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.049,7965,353,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.050,7966,354,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.051,7967,355,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.052,7968,356,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.053,7969,357,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.054,7970,358,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.055,7971,359,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.056,9682,2070,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.057,7972,360,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.058,7973,361,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.059,7974,362,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.060,7975,363,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.061,7976,364,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.062,7977,365,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.063,7978,366,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.064,7979,367,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.065,7980,368,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.066,7981,369,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.067,7982,370,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.068,7983,371,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.069,7984,372,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.070,7985,373,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.071,7986,374,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.072,7987,375,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.073,7988,376,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.074,7989,377,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.075,7990,378,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.076,7991,379,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.077,7992,380,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.078,7993,381,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.079,9683,2071,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.080,7994,382,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.081,7995,383,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.082,7996,384,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.083,7997,385,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.084,7998,386,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.085,7999,387,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.086,8000,388,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.087,8001,389,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.088,8002,390,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.090,8003,391,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.091,8004,392,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.092,8005,393,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.093,8006,394,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.094,8007,395,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.095,8008,396,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.096,8009,397,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.097,8010,398,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.098,8011,399,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.099,8012,400,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.100,8013,401,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.101,9684,2072,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.102,8014,402,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.103,8015,403,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.104,8016,404,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.105,8017,405,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.106,8018,406,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.107,8019,407,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.108,8020,408,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.109,8021,409,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.110,8022,410,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.111,8023,411,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.112,8024,412,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.113,8025,413,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.114,8026,414,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.115,8027,415,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.116,8028,416,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.117,8029,417,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.118,8030,418,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.119,8031,419,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.120,8032,420,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.121,8033,421,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.122,8034,422,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.123,8035,423,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.124,8036,424,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.125,8037,425,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.126,8038,426,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.127,8039,427,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.128,8040,428,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.129,8041,429,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.130,8042,430,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.131,8043,431,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.132,8044,432,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.133,8045,433,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.134,8046,434,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.135,8047,435,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.136,8048,436,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.137,8049,437,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.138,8050,438,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.139,8051,439,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.140,8052,440,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.141,8053,441,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.142,8054,442,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.143,8055,443,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.144,8056,444,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.145,8057,445,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.146,8058,446,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.147,8059,447,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.148,8060,448,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.149,8061,449,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.150,8062,450,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.151,8063,451,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.152,8064,452,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.153,8065,453,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.154,8066,454,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.155,8067,455,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.156,8068,456,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.157,8069,457,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.158,8070,458,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.159,8071,459,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.160,8072,460,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.161,8073,461,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.162,8074,462,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.163,8075,463,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.164,8076,464,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.165,8077,465,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.166,8078,466,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.167,8079,467,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.168,8080,468,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.169,8081,469,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.170,8082,470,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.171,8083,471,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.172,8084,472,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.173,8085,473,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.174,8086,474,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.175,8087,475,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.176,8088,476,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.177,8089,477,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.178,8090,478,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.179,8091,479,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.180,8092,480,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.181,8093,481,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.182,8094,482,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.183,8095,483,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.184,8096,484,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.185,8097,485,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.186,8098,486,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.187,9685,2073,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.188,9686,2074,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.189,9687,2075,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
01,CS002,120.IQ.190,9688,2076,dbo,2025-03-07 11:30:00.443000,,dbo,2025-03-07 11:30:00.850000,
