SKOD,RKOD,BedKod,Tip,Fiyat,ParaCinsi,FTarih,exCheck,insUN,insDT,UpdUN,UpdDT,kgid,mkgid,insApp,updApp
C06486269509,0,0,52,600.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.283000,Samet,2025-05-28 17:44:17.710000,47373,23042,KGShop,KGShop
C06486277502,0,0,51,600.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:11:49.647000,Samet,2025-05-28 17:43:43.613000,46691,23043,KGShop,KGShop
C06486277502,0,0,52,600.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.300000,Samet,2025-05-28 17:44:17.740000,47379,23043,KGShop,KGShop
C06599033587,0,0,51,600.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:11:49.653000,Samet,2025-05-28 17:43:43.113000,46692,23044,KGShop,KGShop
C06599033587,0,0,52,600.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.780000,Samet,2025-05-28 17:44:17.213000,47203,23044,KGShop,KGShop
C06599075838,0,0,51,600.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:11:49.657000,Samet,2025-05-28 17:43:43.233000,46693,23045,KGShop,KGShop
C06599075838,0,0,52,600.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.920000,Samet,2025-05-28 17:44:17.337000,47246,23045,KGShop,KGShop
C06599120578,0,0,51,600.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:11:49.660000,Samet,2025-05-28 17:43:43.330000,46694,23046,KGShop,KGShop
C06599120578,0,0,52,600.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.010000,Samet,2025-05-28 17:44:17.440000,47277,23046,KGShop,KGShop
C06599927538,0,0,51,600.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:11:49.670000,Samet,2025-05-28 17:43:44.003000,46695,23047,KGShop,KGShop
C06599927538,0,0,52,600.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.760000,Samet,2025-05-28 17:44:18.137000,47530,23047,KGShop,KGShop
C06607256509,0,0,51,600.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:11:49.677000,Samet,2025-05-28 17:43:43.580000,46696,23048,KGShop,KGShop
C06607256509,0,0,52,600.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.273000,Samet,2025-05-28 17:44:17.700000,47369,23048,KGShop,KGShop
C06620144504,0,0,51,600.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:11:49.680000,Samet,2025-05-28 17:43:43.360000,46697,23049,KGShop,KGShop
C06620144504,0,0,52,600.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.047000,Samet,2025-05-28 17:44:17.473000,47291,23049,KGShop,KGShop
C06620146504,0,0,51,600.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:11:49.683000,Samet,2025-05-28 17:43:43.367000,46698,23050,KGShop,KGShop
C06620146504,0,0,52,600.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.053000,Samet,2025-05-28 17:44:17.477000,47293,23050,KGShop,KGShop
C06960204409,0,0,51,600.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:11:49.690000,Samet,2025-05-28 17:43:43.490000,46699,23051,KGShop,KGShop
C06960204409,0,0,52,600.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.180000,Samet,2025-05-28 17:44:17.610000,47337,23051,KGShop,KGShop
C06966122609,0,0,51,600.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:11:49.693000,Samet,2025-05-28 17:43:43.337000,46700,23052,KGShop,KGShop
C06966122609,0,0,52,600.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.020000,Samet,2025-05-28 17:44:17.447000,47281,23052,KGShop,KGShop
CAT0111000101,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.770000,Samet,2025-05-28 17:43:42.973000,46701,23053,KGShop,KGShop
CAT0111000101,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.587000,Samet,2025-05-28 17:44:17.063000,47146,23053,KGShop,KGShop
CAT0111000103,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.783000,Samet,2025-05-28 17:43:42.973000,46702,23054,KGShop,KGShop
CAT0111000103,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.590000,Samet,2025-05-28 17:44:17.067000,47147,23054,KGShop,KGShop
CAT0111083401,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.790000,Samet,2025-05-28 17:43:43.993000,46703,23055,KGShop,KGShop
CAT0111083401,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.750000,Samet,2025-05-28 17:44:18.127000,47526,23055,KGShop,KGShop
CAT0111099401,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.793000,Samet,2025-05-28 17:43:44.020000,46704,23056,KGShop,KGShop
CAT0111099401,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.777000,Samet,2025-05-28 17:44:18.150000,47536,23056,KGShop,KGShop
CAT0111118401,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.797000,Samet,2025-05-28 17:43:43.323000,46705,23057,KGShop,KGShop
CAT0111118401,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.007000,Samet,2025-05-28 17:44:17.437000,47275,23057,KGShop,KGShop
CAT0111121101,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.800000,Samet,2025-05-28 17:43:43.333000,46706,23058,KGShop,KGShop
CAT0111121101,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.017000,Samet,2025-05-28 17:44:17.443000,47279,23058,KGShop,KGShop
CAT1111000101,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:42.967000,47046,23059,KGShop,KGShop
CAT1111000101,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.580000,Samet,2025-05-28 17:44:17.057000,47144,23059,KGShop,KGShop
CAT1111000103,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:42.970000,47047,23060,KGShop,KGShop
CAT1111000103,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.583000,Samet,2025-05-28 17:44:17.060000,47145,23060,KGShop,KGShop
CAT1111111303,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.297000,47048,23061,KGShop,KGShop
CAT1111111303,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.987000,Samet,2025-05-28 17:44:17.403000,47268,23061,KGShop,KGShop
CAT1111115401,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.317000,47049,23062,KGShop,KGShop
CAT1111115401,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.993000,Samet,2025-05-28 17:44:17.423000,47271,23062,KGShop,KGShop
CAT1111120801,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.330000,47050,23063,KGShop,KGShop
CAT1111120801,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.013000,Samet,2025-05-28 17:44:17.440000,47278,23063,KGShop,KGShop
CAT1111122202,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.333000,47051,23064,KGShop,KGShop
CAT1111122202,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.017000,Samet,2025-05-28 17:44:17.447000,47280,23064,KGShop,KGShop
CAT1111122601,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.340000,47052,23065,KGShop,KGShop
CAT1111122601,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.023000,Samet,2025-05-28 17:44:17.450000,47282,23065,KGShop,KGShop
deneme2,0,0,01,250.0000000000,TL,2024-10-01 00:00:00,*,CAHIT,2024-10-01 10:28:29.980000,CAHIT,2024-10-01 10:28:30.040000,46196,22879,KGShop,KGShop
E01054182440,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.420000,47053,23066,KGShop,KGShop
E01054182440,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.117000,Samet,2025-05-28 17:44:17.537000,47315,23066,KGShop,KGShop
E01080256003,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.573000,47054,23067,KGShop,KGShop
E01080256003,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.267000,Samet,2025-05-28 17:44:17.697000,47367,23067,KGShop,KGShop
E01082000503,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:42.910000,47055,23068,KGShop,KGShop
E01082000503,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.527000,Samet,2025-05-28 17:44:16.997000,47126,23068,KGShop,KGShop
E01142314485,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.680000,47056,23069,KGShop,KGShop
E01142314485,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.380000,Samet,2025-05-28 17:44:17.807000,47405,23069,KGShop,KGShop
E01175523567,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.823000,47057,23070,KGShop,KGShop
E01175523567,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.543000,Samet,2025-05-28 17:44:17.953000,47463,23070,KGShop,KGShop
E01175581567,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.880000,47058,23071,KGShop,KGShop
E01175581567,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.633000,Samet,2025-05-28 17:44:18.010000,47486,23071,KGShop,KGShop
E01175588204,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.883000,47059,23072,KGShop,KGShop
E01175588204,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.637000,Samet,2025-05-28 17:44:18.013000,47487,23072,KGShop,KGShop
E01175588304,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.883000,47060,23073,KGShop,KGShop
E01175588304,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.640000,Samet,2025-05-28 17:44:18.017000,47488,23073,KGShop,KGShop
E01175600667,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.893000,47061,23074,KGShop,KGShop
E01175600667,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.650000,Samet,2025-05-28 17:44:18.023000,47492,23074,KGShop,KGShop
E01185510303,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.810000,47062,23075,KGShop,KGShop
E01185510303,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.527000,Samet,2025-05-28 17:44:17.940000,47457,23075,KGShop,KGShop
E01185510403,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.813000,47063,23076,KGShop,KGShop
E01185510403,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.530000,Samet,2025-05-28 17:44:17.940000,47458,23076,KGShop,KGShop
E01347036703,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.117000,47064,23077,KGShop,KGShop
E01347036703,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.783000,Samet,2025-05-28 17:44:17.213000,47204,23077,KGShop,KGShop
E01396113503,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.300000,47065,23078,KGShop,KGShop
E01396113503,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.993000,Samet,2025-05-28 17:44:17.410000,47270,23078,KGShop,KGShop
E01398085303,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.240000,47066,23079,KGShop,KGShop
E01398085303,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.930000,Samet,2025-05-28 17:44:17.343000,47249,23079,KGShop,KGShop
E01398085503,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.240000,47067,23080,KGShop,KGShop
E01398085503,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.930000,Samet,2025-05-28 17:44:17.343000,47250,23080,KGShop,KGShop
E01398741701,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.950000,47068,23081,KGShop,KGShop
E01398741701,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.710000,Samet,2025-05-28 17:44:18.080000,47513,23081,KGShop,KGShop
E01401082243,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.237000,47069,23082,KGShop,KGShop
E01401082243,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.923000,Samet,2025-05-28 17:44:17.337000,47247,23082,KGShop,KGShop
E01442421502,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.757000,47070,23083,KGShop,KGShop
E01442421502,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.467000,Samet,2025-05-28 17:44:17.887000,47436,23083,KGShop,KGShop
E01556100343,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.267000,47071,23084,KGShop,KGShop
E01556100343,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.950000,Samet,2025-05-28 17:44:17.370000,47256,23084,KGShop,KGShop
E01556105602,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.283000,47072,23085,KGShop,KGShop
E01556105602,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.970000,Samet,2025-05-28 17:44:17.390000,47263,23085,KGShop,KGShop
E01556115543,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.320000,47073,23086,KGShop,KGShop
E01556115543,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22,Samet,2025-05-28 17:44:17.430000,47273,23086,KGShop,KGShop
E01585747603,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.960000,47074,23087,KGShop,KGShop
E01585747603,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.723000,Samet,2025-05-28 17:44:18.093000,47517,23087,KGShop,KGShop
E01585747703,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.960000,47075,23088,KGShop,KGShop
E01585747703,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.727000,Samet,2025-05-28 17:44:18.093000,47518,23088,KGShop,KGShop
E01589011701,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.013000,47076,23089,KGShop,KGShop
E01589011701,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.637000,Samet,2025-05-28 17:44:17.107000,47162,23089,KGShop,KGShop
E01589214311,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.500000,47077,23090,KGShop,KGShop
E01589214311,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.193000,Samet,2025-05-28 17:44:17.633000,47342,23090,KGShop,KGShop
E01589460241,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.803000,47078,23091,KGShop,KGShop
E01589460241,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.520000,Samet,2025-05-28 17:44:17.933000,47454,23091,KGShop,KGShop
E01728019243,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.047000,47079,23092,KGShop,KGShop
E01728019243,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.680000,Samet,2025-05-28 17:44:17.140000,47176,23092,KGShop,KGShop
E01759999902,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:44.020000,47080,23093,KGShop,KGShop
E01759999902,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.780000,Samet,2025-05-28 17:44:18.153000,47537,23093,KGShop,KGShop
E01863516203,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.820000,47081,23094,KGShop,KGShop
E01863516203,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.540000,Samet,2025-05-28 17:44:17.950000,47461,23094,KGShop,KGShop
E02054012640,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.027000,47082,23095,KGShop,KGShop
E02054012640,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:21.650000,Samet,2025-05-28 17:44:17.120000,47167,23095,KGShop,KGShop
E02439700603,0,0,51,3418.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:32:27.640000,Samet,2025-05-28 17:43:43.920000,47083,23096,KGShop,KGShop
E02439700603,0,0,52,3418.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.680000,Samet,2025-05-28 17:44:18.050000,47502,23096,KGShop,KGShop
HB AYAKKABI,0,0,51,789.0000000000,TL,2025-04-11 00:00:00,,harun,2025-04-11 12:11:27.053000,Samet,2025-05-28 17:43:44.080000,46222,22917,KGShop,KGShop
HB AYAKKABI,0,0,52,789.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.833000,Samet,2025-05-28 17:44:18.217000,47556,22917,KGShop,KGShop
HD0777002203,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.803000,Samet,2025-05-28 17:43:43.503000,46707,23097,KGShop,KGShop
HD0777002203,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.197000,Samet,2025-05-28 17:44:17.637000,47343,23097,KGShop,KGShop
HD0777002303,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.807000,Samet,2025-05-28 17:43:43.513000,46708,23098,KGShop,KGShop
HD0777002303,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.210000,Samet,2025-05-28 17:44:17.647000,47347,23098,KGShop,KGShop
HD0777002503,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.807000,Samet,2025-05-28 17:43:43.567000,46709,23099,KGShop,KGShop
HD0777002503,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.260000,Samet,2025-05-28 17:44:17.690000,47364,23099,KGShop,KGShop
HD0777002703,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.810000,Samet,2025-05-28 17:43:43.590000,46710,23100,KGShop,KGShop
HD0777002703,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.290000,Samet,2025-05-28 17:44:17.717000,47375,23100,KGShop,KGShop
HD0777002903,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.813000,Samet,2025-05-28 17:43:43.617000,46711,23101,KGShop,KGShop
HD0777002903,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.303000,Samet,2025-05-28 17:44:17.740000,47380,23101,KGShop,KGShop
HD0777003003,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.817000,Samet,2025-05-28 17:43:43.637000,46712,23102,KGShop,KGShop
HD0777003003,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.327000,Samet,2025-05-28 17:44:17.760000,47388,23102,KGShop,KGShop
HD0777003103,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.820000,Samet,2025-05-28 17:43:43.670000,46713,23103,KGShop,KGShop
HD0777003103,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.370000,Samet,2025-05-28 17:44:17.800000,47402,23103,KGShop,KGShop
HD0777003803,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.823000,Samet,2025-05-28 17:43:43.727000,46714,23104,KGShop,KGShop
HD0777003803,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.433000,Samet,2025-05-28 17:44:17.857000,47424,23104,KGShop,KGShop
HD0777003903,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.827000,Samet,2025-05-28 17:43:43.730000,46715,23105,KGShop,KGShop
HD0777003903,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.433000,Samet,2025-05-28 17:44:17.860000,47425,23105,KGShop,KGShop
HD0777004203,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.830000,Samet,2025-05-28 17:43:43.753000,46716,23106,KGShop,KGShop
HD0777004203,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.463000,Samet,2025-05-28 17:44:17.883000,47435,23106,KGShop,KGShop
HD0777004503,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.830000,Samet,2025-05-28 17:43:43.790000,46717,23107,KGShop,KGShop
HD0777004503,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.503000,Samet,2025-05-28 17:44:17.920000,47449,23107,KGShop,KGShop
HD0777005303,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.833000,Samet,2025-05-28 17:43:43.827000,46718,23108,KGShop,KGShop
HD0777005303,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.560000,Samet,2025-05-28 17:44:17.957000,47464,23108,KGShop,KGShop
HD0777005703,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.837000,Samet,2025-05-28 17:43:43.873000,46719,23109,KGShop,KGShop
HD0777005703,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.630000,Samet,2025-05-28 17:44:18.007000,47484,23109,KGShop,KGShop
HD0777005803,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.840000,Samet,2025-05-28 17:43:43.877000,46720,23110,KGShop,KGShop
HD0777005803,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.633000,Samet,2025-05-28 17:44:18.010000,47485,23110,KGShop,KGShop
HD0777009603,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.840000,Samet,2025-05-28 17:43:44.010000,46721,23111,KGShop,KGShop
HD0777009603,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.767000,Samet,2025-05-28 17:44:18.140000,47532,23111,KGShop,KGShop
HD0777009803,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.843000,Samet,2025-05-28 17:43:44.017000,46722,23112,KGShop,KGShop
HD0777009803,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.773000,Samet,2025-05-28 17:44:18.150000,47535,23112,KGShop,KGShop
HD0777032103,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.847000,Samet,2025-05-28 17:43:43.683000,46723,23113,KGShop,KGShop
HD0777032103,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.383000,Samet,2025-05-28 17:44:17.810000,47407,23113,KGShop,KGShop
HD0777032803,0,0,51,2473.0000000000,TL,2025-05-16 00:00:00,,harun,2025-05-16 23:14:21.847000,Samet,2025-05-28 17:43:43.707000,46724,23114,KGShop,KGShop
HD0777032803,0,0,52,2473.0000000000,TL,2025-05-28 00:00:00,*,Samet,2025-05-28 17:43:22.410000,Samet,2025-05-28 17:44:17.837000,47416,23114,KGShop,KGShop
