Ulke,Sehir,ilce,kgid,insUN,insDT,insApp,updUN,updDT,updApp
Türkiye,Kütahya,Emet,1137,,,,,,
Türkiye,Kütahya,Gediz,1138,,,,,,
Türkiye,Kütahya,Hisarcık,1139,,,,,,
Türkiye,Kütahya,Merkez,1140,,,,,,
Türkiye,Kütahya,Pazarlar,1141,,,,,,
Türkiye,Kütahya,Simav,1142,,,,,,
Türkiye,Kütahya,Şaphane,1143,,,,,,
Türkiye,Kütahya,Tavşanlı,1144,,,,,,
Türkiye,Kütahya,Tunçbilek,1145,,,,,,
Türkiye,Kütahya,Yoncalı,1146,,,,,,
Türkiye,Magosa,Yeni İskele,1147,,,,,,
Türkiye,Malatya,,1148,,,,,,
Türkiye,Malatya,Akçadağ,1149,,,,,,
Türkiye,Malatya,Arapgir,1150,,,,,,
Türkiye,Malatya,Arapkir,1151,,,,,,
Türkiye,Malatya,Arguvan,1152,,,,,,
Türkiye,Malatya,Battalgazi,1153,,,,,,
Türkiye,Malatya,Darende,1154,,,,,,
Türkiye,Malatya,Doğanşehir,1155,,,,,,
Türkiye,Malatya,Doğanyol,1156,,,,,,
Türkiye,Malatya,Hekimhan,1157,,,,,,
Türkiye,Malatya,Kale,1158,,,,,,
Türkiye,Malatya,Kuluncak,1159,,,,,,
Türkiye,Malatya,Merkez,1160,,,,,,
Türkiye,Malatya,Pötürge,1161,,,,,,
Türkiye,Malatya,Pütürge,1162,,,,,,
Türkiye,Malatya,Yazıhan,1163,,,,,,
Türkiye,Malatya,Yeşilyurt,1164,,,,,,
Türkiye,Manisa,,1165,,,,,,
Türkiye,Manisa,Ahmetli,1166,,,,,,
Türkiye,Manisa,Akhisar,1167,,,,,,
Türkiye,Manisa,Alaşehir,1168,,,,,,
Türkiye,Manisa,Demirci,1169,,,,,,
Türkiye,Manisa,Gölmarmara,1170,,,,,,
Türkiye,Manisa,Gördes,1171,,,,,,
Türkiye,Manisa,Gördeş,1172,,,,,,
Türkiye,Manisa,Kırkağaç,1173,,,,,,
Türkiye,Manisa,Köprübaşı,1174,,,,,,
Türkiye,Manisa,Kula,1175,,,,,,
Türkiye,Manisa,Merkez,1176,,,,,,
Türkiye,Manisa,Salihli,1177,,,,,,
Türkiye,Manisa,Sarıgöl,1178,,,,,,
Türkiye,Manisa,Saruhanlı,1179,,,,,,
Türkiye,Manisa,Selendi,1180,,,,,,
Türkiye,Manisa,Soma,1181,,,,,,
Türkiye,Manisa,Turgutlu,1182,,,,,,
Türkiye,Mardin,,1183,,,,,,
Türkiye,Mardin,Dargeçit,1184,,,,,,
Türkiye,Mardin,Dergeçit,1185,,,,,,
Türkiye,Mardin,Derik,1186,,,,,,
Türkiye,Mardin,Kızıltepe,1187,,,,,,
Türkiye,Mardin,Mazıdağı,1188,,,,,,
Türkiye,Mardin,Merkez,1189,,,,,,
Türkiye,Mardin,Midyat,1190,,,,,,
Türkiye,Mardin,Midyat(Estel),1191,,,,,,
Türkiye,Mardin,Nusaybin,1192,,,,,,
Türkiye,Mardin,Ömerli,1193,,,,,,
Türkiye,Mardin,Savur,1194,,,,,,
Türkiye,Mardin,Yenişehir,1195,,,,,,
Türkiye,Mardin,Yeşilli,1196,,,,,,
Türkiye,Mersin,,1197,,,,,,
Türkiye,Mersin,Akdeniz,1198,,,,,,
Türkiye,Mersin,Gülnar(Gülpınar),1199,,,,,,
Türkiye,Mersin,Mezitli,1200,,,,,,
Türkiye,Mersin,Toroslar,1201,,,,,,
Türkiye,Muğla,,1202,,,,,,
Türkiye,Muğla,Bodrum,1203,,,,,,
Türkiye,Muğla,Dalaman,1204,,,,,,
Türkiye,Muğla,Dalyan,1205,,,,,,
Türkiye,Muğla,Datça,1206,,,,,,
Türkiye,Muğla,Fethiye,1207,,,,,,
Türkiye,Muğla,Güllük,1208,,,,,,
Türkiye,Muğla,Kavaklıdere,1209,,,,,,
Türkiye,Muğla,Köyceğiz,1210,,,,,,
Türkiye,Muğla,Marmaris,1211,,,,,,
Türkiye,Muğla,Merkez,1212,,,,,,
Türkiye,Muğla,Milas,1213,,,,,,
Türkiye,Muğla,Ortaca,1214,,,,,,
Türkiye,Muğla,Sarıgerme,1215,,,,,,
Türkiye,Muğla,Torba,1216,,,,,,
Türkiye,Muğla,Ula,1217,,,,,,
Türkiye,Muğla,Yatağan,1218,,,,,,
Türkiye,Muş,,1219,,,,,,
Türkiye,Muş,Bulanık,1220,,,,,,
Türkiye,Muş,Hasköy,1221,,,,,,
Türkiye,Muş,Korkut,1222,,,,,,
Türkiye,Muş,Malazgirt,1223,,,,,,
Türkiye,Muş,Merkez,1224,,,,,,
Türkiye,Muş,Varto,1225,,,,,,
Türkiye,Nevşehir,,1226,,,,,,
Türkiye,Nevşehir,Acıgöl,1227,,,,,,
Türkiye,Nevşehir,Avanos,1228,,,,,,
Türkiye,Nevşehir,Derinkuyu,1229,,,,,,
Türkiye,Nevşehir,Göreme,1230,,,,,,
Türkiye,Nevşehir,Gülşehir,1231,,,,,,
Türkiye,Nevşehir,Hacıbektaş,1232,,,,,,
Türkiye,Nevşehir,Kapadokya,1233,,,,,,
Türkiye,Nevşehir,Kaymaklı,1234,,,,,,
Türkiye,Nevşehir,Kozaklı,1235,,,,,,
Türkiye,Nevşehir,Merkez,1236,,,,,,
Türkiye,Nevşehir,Mustafapaşa,1237,,,,,,
Türkiye,Nevşehir,Uçhisar,1238,,,,,,
Türkiye,Nevşehir,Ürgüp,1239,,,,,,
Türkiye,Nevşehir,Zelve,1240,,,,,,
Türkiye,Niğde,,1241,,,,,,
Türkiye,Niğde,Altunhisar,1242,,,,,,
Türkiye,Niğde,Bor,1243,,,,,,
Türkiye,Niğde,Çamardı,1244,,,,,,
Türkiye,Niğde,Çiftlik,1245,,,,,,
Türkiye,Niğde,Çiftlik(Özyurt),1246,,,,,,
Türkiye,Niğde,Merkez,1247,,,,,,
Türkiye,Niğde,Ulukışla,1248,,,,,,
Türkiye,Ordu,,1249,,,,,,
Türkiye,Ordu,Akkuş,1250,,,,,,
Türkiye,Ordu,Aybastı,1251,,,,,,
Türkiye,Ordu,Çamaş,1252,,,,,,
Türkiye,Ordu,Çatalpınar,1253,,,,,,
Türkiye,Ordu,Çaybaşı,1254,,,,,,
Türkiye,Ordu,Fatsa,1255,,,,,,
Türkiye,Ordu,Gölköy,1256,,,,,,
Türkiye,Ordu,Gölyalı,1257,,,,,,
Türkiye,Ordu,Gülyalı,1258,,,,,,
Türkiye,Ordu,Gürgentepe,1259,,,,,,
Türkiye,Ordu,İkizce,1260,,,,,,
Türkiye,Ordu,Kabadüz,1261,,,,,,
Türkiye,Ordu,Kabataş,1262,,,,,,
Türkiye,Ordu,Karadüz(Kabadüz),1263,,,,,,
Türkiye,Ordu,Korgan,1264,,,,,,
Türkiye,Ordu,Kumru,1265,,,,,,
Türkiye,Ordu,Merkez,1266,,,,,,
Türkiye,Ordu,Mesudiye,1267,,,,,,
Türkiye,Ordu,Perşembe,1268,,,,,,
Türkiye,Ordu,Ulubey,1269,,,,,,
Türkiye,Ordu,Ünye,1270,,,,,,
Türkiye,Osmaniye,,1271,,,,,,
Türkiye,Osmaniye,Bahçe,1272,,,,,,
Türkiye,Osmaniye,Düziçi,1273,,,,,,
Türkiye,Osmaniye,Hasanbeyli,1274,,,,,,
Türkiye,Osmaniye,Kadirli,1275,,,,,,
Türkiye,Osmaniye,Merkez,1276,,,,,,
Türkiye,Osmaniye,Sumbas,1277,,,,,,
Türkiye,Osmaniye,Toprakkale,1278,,,,,,
Türkiye,Rize,,1279,,,,,,
Türkiye,Rize,Alipaşa köyü,1280,,,,,,
Türkiye,Rize,Ardeşen,1281,,,,,,
Türkiye,Rize,Çamlıhemşin,1282,,,,,,
Türkiye,Rize,Çayeli,1283,,,,,,
Türkiye,Rize,Derepazarı,1284,,,,,,
Türkiye,Rize,Fındıklı,1285,,,,,,
Türkiye,Rize,Güneysu,1286,,,,,,
Türkiye,Rize,Hemşin,1287,,,,,,
Türkiye,Rize,İkizdere,1288,,,,,,
Türkiye,Rize,İyidere,1289,,,,,,
Türkiye,Rize,Kalkandere,1290,,,,,,
Türkiye,Rize,Merkez,1291,,,,,,
Türkiye,Rize,Pazar,1292,,,,,,
Türkiye,Sakarya,,1293,,,,,,
Türkiye,Sakarya,Adapazarı,1294,,,,,,
Türkiye,Sakarya,Akyazı,1295,,,,,,
Türkiye,Sakarya,Arifiye,1296,,,,,,
Türkiye,Sakarya,Derbent,1297,,,,,,
Türkiye,Sakarya,Dibektaş,1298,,,,,,
Türkiye,Sakarya,Dilekli,1299,,,,,,
Türkiye,Sakarya,Erdemli,1300,,,,,,
Türkiye,Sakarya,Erenler,1301,,,,,,
Türkiye,Sakarya,Ferizli,1302,,,,,,
Türkiye,Sakarya,Fevziye,1303,,,,,,
Türkiye,Sakarya,Geyve,1304,,,,,,
Türkiye,Sakarya,Güldibi,1305,,,,,,
Türkiye,Sakarya,Hacımercan,1306,,,,,,
Türkiye,Sakarya,Hendek,1307,,,,,,
Türkiye,Sakarya,İlmiye,1308,,,,,,
Türkiye,Sakarya,Karapürçek,1309,,,,,,
Türkiye,Sakarya,Karasu,1310,,,,,,
Türkiye,Sakarya,Kaynarca,1311,,,,,,
Türkiye,Sakarya,Kırkpınar,1312,,,,,,
Türkiye,Sakarya,Kocaali,1313,,,,,,
Türkiye,Sakarya,Mahmudiye,1314,,,,,,
Türkiye,Sakarya,Masukiye,1315,,,,,,
Türkiye,Sakarya,Memnuniye,1316,,,,,,
Türkiye,Sakarya,Pamukova,1317,,,,,,
Türkiye,Sakarya,Sapanca,1318,,,,,,
Türkiye,Sakarya,Serdivan,1319,,,,,,
Türkiye,Sakarya,Söğütlü,1320,,,,,,
Türkiye,Sakarya,Taraklı,1321,,,,,,
Türkiye,Sakarya,Uzunkum,1322,,,,,,
Türkiye,Sakarya,Yanıkköy,1323,,,,,,
Türkiye,Samsun,,1324,,,,,,
Türkiye,Samsun,19 Mayıs(Ballıca),1325,,,,,,
Türkiye,Samsun,Adliye,1326,,,,,,
Türkiye,Samsun,Alaçam,1327,,,,,,
Türkiye,Samsun,Asarcık,1328,,,,,,
Türkiye,Samsun,Atakum,1329,,,,,,
Türkiye,Samsun,Ayvacık,1330,,,,,,
Türkiye,Samsun,Bafra,1331,,,,,,
Türkiye,Samsun,Canik,1332,,,,,,
Türkiye,Samsun,Çarşamba,1333,,,,,,
Türkiye,Samsun,Havza,1334,,,,,,
Türkiye,Samsun,İlkadım,1335,,,,,,
Türkiye,Samsun,Kavak,1336,,,,,,
Türkiye,Samsun,Ladik,1337,,,,,,
Türkiye,Samsun,Merkez,1338,,,,,,
Türkiye,Samsun,Ondokuz Mayıs,1339,,,,,,
Türkiye,Samsun,Salıpazarı,1340,,,,,,
Türkiye,Samsun,Tekkeköy,1341,,,,,,
Türkiye,Samsun,Terme,1342,,,,,,
Türkiye,Samsun,Vezirköprü,1343,,,,,,
Türkiye,Samsun,Yakakent,1344,,,,,,
Türkiye,Siirt,,1345,,,,,,
Türkiye,Siirt,Aydınlar,1346,,,,,,
Türkiye,Siirt,Baykan,1347,,,,,,
Türkiye,Siirt,Eruh,1348,,,,,,
Türkiye,Siirt,Kurtalan,1349,,,,,,
Türkiye,Siirt,Merkez,1350,,,,,,
Türkiye,Siirt,Pervari,1351,,,,,,
Türkiye,Siirt,Şirvan,1352,,,,,,
Türkiye,Sinop,,1353,,,,,,
Türkiye,Sinop,Ayancık,1354,,,,,,
Türkiye,Sinop,Boyabat,1355,,,,,,
Türkiye,Sinop,Dikmen,1356,,,,,,
Türkiye,Sinop,Durağan,1357,,,,,,
Türkiye,Sinop,Erfelek,1358,,,,,,
Türkiye,Sinop,Gerze,1359,,,,,,
Türkiye,Sinop,Korucuk köyü,1360,,,,,,
Türkiye,Sinop,Merkez,1361,,,,,,
Türkiye,Sinop,Saraydüzü,1362,,,,,,
Türkiye,Sinop,Türkeli,1363,,,,,,
Türkiye,Sivas,,1364,,,,,,
Türkiye,Sivas,Akıncılar,1365,,,,,,
Türkiye,Sivas,Altınyayla,1366,,,,,,
Türkiye,Sivas,Divriği,1367,,,,,,
Türkiye,Sivas,Doğanşar,1368,,,,,,
Türkiye,Sivas,Gemerek,1369,,,,,,
Türkiye,Sivas,Gölova,1370,,,,,,
Türkiye,Sivas,Gürün,1371,,,,,,
Türkiye,Sivas,Hafik,1372,,,,,,
Türkiye,Sivas,İmranlı,1373,,,,,,
Türkiye,Sivas,Kangal,1374,,,,,,
Türkiye,Sivas,Koyulhisar,1375,,,,,,
Türkiye,Sivas,Merkez,1376,,,,,,
Türkiye,Sivas,Suşehri,1377,,,,,,
Türkiye,Sivas,Şarkışla,1378,,,,,,
Türkiye,Sivas,Ulaş,1379,,,,,,
Türkiye,Sivas,Yıldızeli,1380,,,,,,
Türkiye,Sivas,Zara,1381,,,,,,
Türkiye,Şanlıurfa,,1382,,,,,,
Türkiye,Şanlıurfa,Akçakale,1383,,,,,,
Türkiye,Şanlıurfa,Birecik,1384,,,,,,
Türkiye,Şanlıurfa,Bozova,1385,,,,,,
Türkiye,Şanlıurfa,Ceylanpınar,1386,,,,,,
Türkiye,Şanlıurfa,Halfeti,1387,,,,,,
Türkiye,Şanlıurfa,Harran,1388,,,,,,
Türkiye,Şanlıurfa,Hilvan,1389,,,,,,
Türkiye,Şanlıurfa,Merkez,1390,,,,,,
Türkiye,Şanlıurfa,Siverek,1391,,,,,,
Türkiye,Şanlıurfa,Suruç,1392,,,,,,
Türkiye,Şanlıurfa,Viranşehir,1393,,,,,,
Türkiye,Şırnak,,1394,,,,,,
Türkiye,Şırnak,Beytüşşebap,1395,,,,,,
Türkiye,Şırnak,Cizre,1396,,,,,,
Türkiye,Şırnak,Güçlükonak,1397,,,,,,
Türkiye,Şırnak,Habur,1398,,,,,,
Türkiye,Şırnak,İdil,1399,,,,,,
Türkiye,Şırnak,Merkez,1400,,,,,,
Türkiye,Şırnak,Silopi,1401,,,,,,
Türkiye,Şırnak,Uludere,1402,,,,,,
Türkiye,Tekirdağ,,1403,,,,,,
Türkiye,Tekirdağ,Çerkezköy,1404,,,,,,
Türkiye,Tekirdağ,Çorlu,1405,,,,,,
Türkiye,Tekirdağ,Hayrabolu,1406,,,,,,
Türkiye,Tekirdağ,Malkara,1407,,,,,,
Türkiye,Tekirdağ,Marmara Ereğlisi,1408,,,,,,
Türkiye,Tekirdağ,Merkez,1409,,,,,,
Türkiye,Tekirdağ,Muratlı,1410,,,,,,
Türkiye,Tekirdağ,Saray,1411,,,,,,
Türkiye,Tekirdağ,Şarköy,1412,,,,,,
Türkiye,Tokat,,1413,,,,,,
Türkiye,Tokat,Almus,1414,,,,,,
Türkiye,Tokat,Artova,1415,,,,,,
Türkiye,Tokat,Başçiftlik,1416,,,,,,
Türkiye,Tokat,Demirköprü,1417,,,,,,
Türkiye,Tokat,Erbaa,1418,,,,,,
Türkiye,Tokat,Merkez,1419,,,,,,
Türkiye,Tokat,Niksar,1420,,,,,,
Türkiye,Tokat,Pazar,1421,,,,,,
Türkiye,Tokat,Reşadiye,1422,,,,,,
Türkiye,Tokat,Sulusaray,1423,,,,,,
Türkiye,Tokat,Turhal,1424,,,,,,
Türkiye,Tokat,Yeşilyurt,1425,,,,,,
Türkiye,Tokat,Zile,1426,,,,,,
Türkiye,Trabzon,,1427,,,,,,
Türkiye,Trabzon,Akçaabat,1428,,,,,,
Türkiye,Trabzon,Araklı,1429,,,,,,
Türkiye,Trabzon,Arsin,1430,,,,,,
Türkiye,Trabzon,Beşikdözü,1431,,,,,,
Türkiye,Trabzon,Beşikdüzü,1432,,,,,,
Türkiye,Trabzon,Çarşıbaşı,1433,,,,,,
Türkiye,Trabzon,Çaykara,1434,,,,,,
Türkiye,Trabzon,Dernekpazarı,1435,,,,,,
Türkiye,Trabzon,Düzköy,1436,,,,,,
Türkiye,Trabzon,Hayrat,1437,,,,,,
Türkiye,Trabzon,Köprübaşı,1438,,,,,,
Türkiye,Trabzon,Maçka,1439,,,,,,
Türkiye,Trabzon,Merkez,1440,,,,,,
Türkiye,Trabzon,Of,1441,,,,,,
Türkiye,Trabzon,Sürmene,1442,,,,,,
Türkiye,Trabzon,Şalpazarı,1443,,,,,,
Türkiye,Trabzon,Tonya,1444,,,,,,
Türkiye,Trabzon,Vakfıkebir,1445,,,,,,
Türkiye,Trabzon,Yomra,1446,,,,,,
Türkiye,Tunceli,,1447,,,,,,
Türkiye,Tunceli,Çemişgezek,1448,,,,,,
Türkiye,Tunceli,Hozat,1449,,,,,,
Türkiye,Tunceli,Mazgirt,1450,,,,,,
Türkiye,Tunceli,Merkez,1451,,,,,,
Türkiye,Tunceli,Nazımiye,1452,,,,,,
Türkiye,Tunceli,Ovacık,1453,,,,,,
Türkiye,Tunceli,Pertek,1454,,,,,,
Türkiye,Tunceli,Pülümür,1455,,,,,,
Türkiye,Uşak,,1456,,,,,,
Türkiye,Uşak,Banaz,1457,,,,,,
Türkiye,Uşak,Eşme,1458,,,,,,
Türkiye,Uşak,Karahallı,1459,,,,,,
Türkiye,Uşak,Merkez,1460,,,,,,
Türkiye,Uşak,Sivaslı,1461,,,,,,
Türkiye,Uşak,Ulubey,1462,,,,,,
Türkiye,Van,,1463,,,,,,
Türkiye,Van,Bahçesaray,1464,,,,,,
Türkiye,Van,Başkale,1465,,,,,,
Türkiye,Van,Çaldıran,1466,,,,,,
Türkiye,Van,Çatak,1467,,,,,,
Türkiye,Van,Edremit,1468,,,,,,
Türkiye,Van,Edremit(Gümüşdere),1469,,,,,,
Türkiye,Van,Erciş,1470,,,,,,
Türkiye,Van,Gevaş,1471,,,,,,
Türkiye,Van,Gürpınar,1472,,,,,,
Türkiye,Van,Merkez,1473,,,,,,
Türkiye,Van,Muradiye,1474,,,,,,
Türkiye,Van,Özalp,1475,,,,,,
Türkiye,Van,Saray,1476,,,,,,
Türkiye,Yalova,,1477,,,,,,
Türkiye,Yalova,Altınova,1478,,,,,,
Türkiye,Yalova,Armutlu,1479,,,,,,
Türkiye,Yalova,Çınarcık,1480,,,,,,
Türkiye,Yalova,Çiftlikköy,1481,,,,,,
Türkiye,Yalova,Merkez,1482,,,,,,
Türkiye,Yalova,Termal,1483,,,,,,
Türkiye,Yozgat,,1484,,,,,,
Türkiye,Yozgat,Akdağmadeni,1485,,,,,,
Türkiye,Yozgat,Aydıncık,1486,,,,,,
Türkiye,Yozgat,Boğazlıyan,1487,,,,,,
Türkiye,Yozgat,Çamlık Milli Parkı,1488,,,,,,
Türkiye,Yozgat,Çandır,1489,,,,,,
Türkiye,Yozgat,Çayıralan,1490,,,,,,
Türkiye,Yozgat,Çekerek,1491,,,,,,
Türkiye,Yozgat,Kadışehri,1492,,,,,,
Türkiye,Yozgat,Merkez,1493,,,,,,
Türkiye,Yozgat,Saraykent,1494,,,,,,
Türkiye,Yozgat,Sarıkaya,1495,,,,,,
Türkiye,Yozgat,Sorgun,1496,,,,,,
Türkiye,Yozgat,Şefaatli,1497,,,,,,
Türkiye,Yozgat,Yenifakılı,1498,,,,,,
Türkiye,Yozgat,Yerköy,1499,,,,,,
Türkiye,Ystanbul,,1500,,,,,,
Türkiye,Zonguldak,,1501,,,,,,
Türkiye,Zonguldak,Alaplı,1502,,,,,,
Türkiye,Zonguldak,Çaycuma,1503,,,,,,
Türkiye,Zonguldak,Devrek,1504,,,,,,
Türkiye,Zonguldak,Ereğli,1505,,,,,,
Türkiye,Zonguldak,Gökçebey,1506,,,,,,
Türkiye,Zonguldak,Karabük,1507,,,,,,
Türkiye,Zonguldak,Merkez,1508,,,,,,
Türkiye,Zonguldak,Yedigöller,1509,,,,,,
Uganda,,,1510,,,,,,
Uganda,İstanbul,Avcılar,1511,,,,,,
Ukraine,,,1512,,,,,,
Ukraine,Denizli,,1513,,,,,,
Ukraine,Gaziantep,Şahinbey,1514,,,,,,
Ukraine,İstanbul,,1515,,,,,,
Ukraine,Kiev,,1516,,,,,,
Ukraine,Vinnytsia,,1517,,,,,,
United Kingdom,London,,1518,,,,,,
United Kingdom,Wolverhampton,,1519,,,,,,
US Virgin Islands,,,1520,,,,,,
Uzbekistan,,,1521,,,,,,
Uzbekistan,Addis Ababa,,1522,,,,,,
Uzbekistan,Adigeni,,1523,,,,,,
Uzbekistan,Balti,,1524,,,,,,
Uzbekistan,Bursa,,1525,,,,,,
Uzbekistan,Denizli,,1526,,,,,,
Uzbekistan,Edirne,,1527,,,,,,
Uzbekistan,İstanbul,,1528,,,,,,
Uzbekistan,İstanbul,TAŞKENT,1529,,,,,,
Uzbekistan,KahramanMaraş,,1530,,,,,,
Uzbekistan,Sakarya,,1531,,,,,,
Uzbekistan,Tashkent - Capital,,1532,,,,,,
Uzbekistan,ü,,1533,,,,,,
Vanuatu,,,1534,,,,,,
Venezuela,,,1535,,,,,,
Vietnam,,,1536,,,,,,
Yemen,,,1537,,,,,,
Yunanistan,,,1538,,,,,,
Zambia,,,1539,,,,,,
Zimbabve,,,1540,,,,,,
