ModelKod,Proses,Parcainx,BedKod1,BedKod2,kgid,mkgid,insUN,insDT,insApp,updUN,updDT,updApp
116439,25,4,162,162,11478,7763,,,,,,
116439,25,4,168,168,11479,7763,,,,,,
116439,25,4,206,206,11480,7763,,,,,,
116439,25,4,207,207,11481,7763,,,,,,
116443,25,1,155,155,11482,7785,,,,,,
116443,25,1,156,157,11483,7785,,,,,,
116443,25,1,157,157,11484,7785,,,,,,
116443,25,1,158,158,11485,7785,,,,,,
116443,25,1,159,159,11486,7785,,,,,,
116443,25,1,160,160,11487,7785,,,,,,
116443,25,1,161,161,11488,7785,,,,,,
116443,25,1,162,162,11489,7785,,,,,,
116443,25,1,168,168,11490,7785,,,,,,
116443,25,1,206,206,11491,7785,,,,,,
116443,25,1,207,207,11492,7785,,,,,,
116443,25,2,155,155,11493,7786,,,,,,
116443,25,2,156,156,11494,7786,,,,,,
116443,25,2,157,157,11495,7786,,,,,,
116443,25,2,158,158,11496,7786,,,,,,
116443,25,2,159,159,11497,7786,,,,,,
116443,25,2,160,160,11498,7786,,,,,,
116443,25,2,161,161,11499,7786,,,,,,
116443,25,2,162,162,11500,7786,,,,,,
116443,25,2,168,168,11501,7786,,,,,,
116443,25,2,206,206,11502,7786,,,,,,
116443,25,2,207,207,11503,7786,,,,,,
116443,25,3,155,155,11504,7787,,,,,,
116443,25,3,156,156,11505,7787,,,,,,
116443,25,3,157,157,11506,7787,,,,,,
116443,25,3,158,158,11507,7787,,,,,,
116443,25,3,159,159,11508,7787,,,,,,
116443,25,3,160,160,11509,7787,,,,,,
116443,25,3,161,161,11510,7787,,,,,,
116443,25,3,162,162,11511,7787,,,,,,
116443,25,3,168,168,11512,7787,,,,,,
116443,25,3,206,206,11513,7787,,,,,,
116443,25,3,207,207,11514,7787,,,,,,
116460,25,1,155,155,11515,7808,,,,,,
116460,25,1,156,156,11516,7808,,,,,,
116460,25,1,157,157,11517,7808,,,,,,
116460,25,1,158,158,11518,7808,,,,,,
116460,25,1,159,159,11519,7808,,,,,,
116460,25,1,160,160,11520,7808,,,,,,
116460,25,1,161,161,11521,7808,,,,,,
116460,25,1,162,162,11522,7808,,,,,,
116460,25,1,168,168,11523,7808,,,,,,
116460,25,1,206,206,11524,7808,,,,,,
116460,25,1,207,207,11525,7808,,,,,,
116460,25,3,155,155,11526,7809,,,,,,
116460,25,3,156,156,11527,7809,,,,,,
116460,25,3,157,157,11528,7809,,,,,,
116460,25,3,158,158,11529,7809,,,,,,
116460,25,3,159,159,11530,7809,,,,,,
116460,25,3,160,160,11531,7809,,,,,,
116460,25,3,161,161,11532,7809,,,,,,
116460,25,3,162,162,11533,7809,,,,,,
116460,25,3,168,168,11534,7809,,,,,,
116460,25,3,206,206,11535,7809,,,,,,
116460,25,3,207,207,11536,7809,,,,,,
116460,25,4,155,155,11537,7810,,,,,,
116460,25,4,156,156,11538,7810,,,,,,
116460,25,4,157,157,11539,7810,,,,,,
116460,25,4,158,158,11540,7810,,,,,,
116460,25,4,159,159,11541,7810,,,,,,
116460,25,4,160,160,11542,7810,,,,,,
116460,25,4,161,161,11543,7810,,,,,,
116460,25,4,162,162,11544,7810,,,,,,
116460,25,4,168,168,11545,7810,,,,,,
116460,25,4,206,206,11546,7810,,,,,,
116460,25,4,207,207,11547,7810,,,,,,
116463,25,2,155,155,11548,7832,,,,,,
116463,25,2,156,156,11549,7832,,,,,,
116463,25,2,157,157,11550,7832,,,,,,
116463,25,2,158,158,11551,7832,,,,,,
116463,25,2,159,159,11552,7832,,,,,,
116463,25,2,160,160,11553,7832,,,,,,
116463,25,2,161,161,11554,7832,,,,,,
116463,25,2,162,162,11555,7832,,,,,,
116463,25,2,168,168,11556,7832,,,,,,
116463,25,2,206,206,11557,7832,,,,,,
116463,25,2,207,207,11558,7832,,,,,,
116463,25,3,155,155,11559,7833,,,,,,
116463,25,3,156,156,11560,7833,,,,,,
116463,25,3,157,157,11561,7833,,,,,,
116463,25,3,158,158,11562,7833,,,,,,
116463,25,3,159,159,11563,7833,,,,,,
116463,25,3,160,160,11564,7833,,,,,,
116463,25,3,161,161,11565,7833,,,,,,
116463,25,3,162,162,11566,7833,,,,,,
116463,25,3,168,168,11567,7833,,,,,,
116463,25,3,206,206,11568,7833,,,,,,
116463,25,3,207,207,11569,7833,,,,,,
116482,25,1,155,155,11570,7855,,,,,,
116482,25,1,156,156,11571,7855,,,,,,
116482,25,1,157,157,11572,7855,,,,,,
116482,25,1,158,158,11573,7855,,,,,,
116482,25,1,159,159,11574,7855,,,,,,
116482,25,1,160,160,11575,7855,,,,,,
116482,25,1,161,161,11576,7855,,,,,,
116482,25,1,162,162,11577,7855,,,,,,
116482,25,1,168,168,11578,7855,,,,,,
116482,25,1,206,206,11579,7855,,,,,,
116482,25,1,207,207,11580,7855,,,,,,
116482,25,1,249,249,11581,7855,,,,,,
116482,25,2,155,155,11582,7856,,,,,,
116482,25,2,156,156,11583,7856,,,,,,
116482,25,2,157,157,11584,7856,,,,,,
116482,25,2,158,158,11585,7856,,,,,,
116482,25,2,159,159,11586,7856,,,,,,
116482,25,2,160,160,11587,7856,,,,,,
116482,25,2,161,161,11588,7856,,,,,,
116482,25,2,162,162,11589,7856,,,,,,
116482,25,2,168,168,11590,7856,,,,,,
116482,25,2,206,206,11591,7856,,,,,,
116482,25,2,207,207,11592,7856,,,,,,
116482,25,2,249,249,11593,7856,,,,,,
116482,25,3,155,155,11594,7857,,,,,,
116482,25,3,156,156,11595,7857,,,,,,
116482,25,3,157,157,11596,7857,,,,,,
116482,25,3,158,158,11597,7857,,,,,,
116482,25,3,159,159,11598,7857,,,,,,
116482,25,3,160,160,11599,7857,,,,,,
116482,25,3,161,161,11600,7857,,,,,,
116482,25,3,162,162,11601,7857,,,,,,
116482,25,3,168,168,11602,7857,,,,,,
116482,25,3,206,206,11603,7857,,,,,,
116482,25,3,207,207,11604,7857,,,,,,
116482,25,3,249,249,11605,7857,,,,,,
116483,25,1,155,155,11606,7879,,,,,,
116483,25,1,156,156,11607,7879,,,,,,
116483,25,1,157,157,11608,7879,,,,,,
116483,25,1,158,158,11609,7879,,,,,,
116483,25,1,159,159,11610,7879,,,,,,
116483,25,1,160,160,11611,7879,,,,,,
116483,25,1,161,161,11612,7879,,,,,,
116483,25,1,162,162,11613,7879,,,,,,
116483,25,1,168,168,11614,7879,,,,,,
116483,25,1,206,206,11615,7879,,,,,,
116483,25,1,207,207,11616,7879,,,,,,
116483,25,1,249,249,11617,7879,,,,,,
116483,25,2,155,155,11618,7880,,,,,,
116483,25,2,156,156,11619,7880,,,,,,
116483,25,2,157,157,11620,7880,,,,,,
116483,25,2,158,158,11621,7880,,,,,,
116483,25,2,159,159,11622,7880,,,,,,
116483,25,2,160,160,11623,7880,,,,,,
116483,25,2,161,161,11624,7880,,,,,,
116483,25,2,162,162,11625,7880,,,,,,
116483,25,2,168,168,11626,7880,,,,,,
116483,25,2,206,206,11627,7880,,,,,,
116483,25,2,207,207,11628,7880,,,,,,
116483,25,2,249,249,11629,7880,,,,,,
116483,25,3,155,155,11630,7881,,,,,,
116483,25,3,156,156,11631,7881,,,,,,
116483,25,3,157,157,11632,7881,,,,,,
116483,25,3,158,158,11633,7881,,,,,,
116483,25,3,159,159,11634,7881,,,,,,
116483,25,3,160,160,11635,7881,,,,,,
116483,25,3,161,161,11636,7881,,,,,,
116483,25,3,162,162,11637,7881,,,,,,
116483,25,3,168,168,11638,7881,,,,,,
116483,25,3,206,206,11639,7881,,,,,,
116483,25,3,207,207,11640,7881,,,,,,
116483,25,3,249,249,11641,7881,,,,,,
116485,25,1,155,155,11642,7900,,,,,,
116485,25,1,156,156,11643,7900,,,,,,
116485,25,1,157,157,11644,7900,,,,,,
116485,25,1,158,158,11645,7900,,,,,,
116485,25,1,159,159,11646,7900,,,,,,
116485,25,1,160,160,11647,7900,,,,,,
116485,25,1,161,161,11648,7900,,,,,,
116485,25,1,162,162,11649,7900,,,,,,
116485,25,1,168,168,11650,7900,,,,,,
116485,25,1,206,206,11651,7900,,,,,,
116485,25,1,207,207,11652,7900,,,,,,
116485,25,1,249,249,11653,7900,,,,,,
116485,25,2,155,155,11654,7901,,,,,,
116485,25,2,156,156,11655,7901,,,,,,
116485,25,2,157,157,11656,7901,,,,,,
116485,25,2,158,158,11657,7901,,,,,,
116485,25,2,159,159,11658,7901,,,,,,
116485,25,2,160,160,11659,7901,,,,,,
116485,25,2,161,161,11660,7901,,,,,,
116485,25,2,162,162,11661,7901,,,,,,
116485,25,2,168,168,11662,7901,,,,,,
116485,25,2,206,206,11663,7901,,,,,,
116485,25,2,207,207,11664,7901,,,,,,
116485,25,2,249,249,11665,7901,,,,,,
116485,25,3,155,155,11666,7902,,,,,,
116485,25,3,156,156,11667,7902,,,,,,
116485,25,3,157,157,11668,7902,,,,,,
116485,25,3,158,158,11669,7902,,,,,,
116485,25,3,159,159,11670,7902,,,,,,
116485,25,3,160,160,11671,7902,,,,,,
116485,25,3,161,161,11672,7902,,,,,,
116485,25,3,162,162,11673,7902,,,,,,
116485,25,3,168,168,11674,7902,,,,,,
116485,25,3,206,206,11675,7902,,,,,,
116485,25,3,207,207,11676,7902,,,,,,
116485,25,3,249,249,11677,7902,,,,,,
116502,25,2,155,155,11678,7923,,,,,,
116502,25,2,156,156,11679,7923,,,,,,
116502,25,2,157,157,11680,7923,,,,,,
116502,25,2,158,158,11681,7923,,,,,,
116502,25,2,159,159,11682,7923,,,,,,
116502,25,2,160,160,11683,7923,,,,,,
116502,25,2,161,161,11684,7923,,,,,,
116502,25,2,162,162,11685,7923,,,,,,
116502,25,2,168,168,11686,7923,,,,,,
116502,25,2,206,206,11687,7923,,,,,,
116502,25,2,207,207,11688,7923,,,,,,
116502,25,2,249,249,11689,7923,,,,,,
116502,25,3,155,155,11690,7924,,,,,,
116502,25,3,156,156,11691,7924,,,,,,
116502,25,3,157,157,11692,7924,,,,,,
116502,25,3,158,158,11693,7924,,,,,,
116502,25,3,159,159,11694,7924,,,,,,
116502,25,3,160,160,11695,7924,,,,,,
116502,25,3,161,161,11696,7924,,,,,,
116502,25,3,162,162,11697,7924,,,,,,
116502,25,3,168,168,11698,7924,,,,,,
116502,25,3,206,206,11699,7924,,,,,,
116502,25,3,207,207,11700,7924,,,,,,
116502,25,3,249,249,11701,7924,,,,,,
116502,25,9,155,155,11702,7925,,,,,,
116502,25,9,156,156,11703,7925,,,,,,
116502,25,9,157,157,11704,7925,,,,,,
116502,25,9,158,158,11705,7925,,,,,,
116502,25,9,159,159,11706,7925,,,,,,
116502,25,9,160,160,11707,7925,,,,,,
116502,25,9,161,161,11708,7925,,,,,,
116502,25,9,162,162,11709,7925,,,,,,
116502,25,9,168,168,11710,7925,,,,,,
116502,25,9,206,206,11711,7925,,,,,,
116502,25,9,207,207,11712,7925,,,,,,
116502,25,9,249,249,11713,7925,,,,,,
116505,25,1,155,155,11714,7949,,,,,,
116505,25,1,156,156,11715,7949,,,,,,
116505,25,1,157,157,11716,7949,,,,,,
116505,25,1,158,158,11717,7949,,,,,,
116505,25,1,159,159,11718,7949,,,,,,
116505,25,1,160,160,11719,7949,,,,,,
116505,25,1,161,161,11720,7949,,,,,,
116505,25,1,162,162,11721,7949,,,,,,
116505,25,1,168,168,11722,7949,,,,,,
116505,25,1,206,206,11723,7949,,,,,,
116505,25,1,207,207,11724,7949,,,,,,
116505,25,1,249,249,11725,7949,,,,,,
116505,25,2,155,155,11726,7950,,,,,,
116505,25,2,156,156,11727,7950,,,,,,
116505,25,2,157,157,11728,7950,,,,,,
116505,25,2,158,158,11729,7950,,,,,,
116505,25,2,159,159,11730,7950,,,,,,
116505,25,2,160,160,11731,7950,,,,,,
116505,25,2,161,161,11732,7950,,,,,,
116505,25,2,162,162,11733,7950,,,,,,
116505,25,2,168,168,11734,7950,,,,,,
116505,25,2,206,206,11735,7950,,,,,,
116505,25,2,207,207,11736,7950,,,,,,
116505,25,2,249,249,11737,7950,,,,,,
116505,25,3,155,155,11738,7951,,,,,,
116505,25,3,156,156,11739,7951,,,,,,
116505,25,3,157,157,11740,7951,,,,,,
116505,25,3,158,158,11741,7951,,,,,,
116505,25,3,159,159,11742,7951,,,,,,
116505,25,3,160,160,11743,7951,,,,,,
116505,25,3,161,161,11744,7951,,,,,,
116505,25,3,162,162,11745,7951,,,,,,
116505,25,3,168,168,11746,7951,,,,,,
116505,25,3,206,206,11747,7951,,,,,,
116505,25,3,207,207,11748,7951,,,,,,
116505,25,3,249,249,11749,7951,,,,,,
116512,25,1,155,155,11750,7970,,,,,,
116512,25,1,156,156,11751,7970,,,,,,
116512,25,1,157,157,11752,7970,,,,,,
116512,25,1,158,158,11753,7970,,,,,,
116512,25,1,159,159,11754,7970,,,,,,
116512,25,1,160,160,11755,7970,,,,,,
116512,25,1,161,161,11756,7970,,,,,,
116512,25,1,162,162,11757,7970,,,,,,
116512,25,1,168,168,11758,7970,,,,,,
116512,25,1,206,206,11759,7970,,,,,,
116512,25,1,207,207,11760,7970,,,,,,
116512,25,1,249,249,11761,7970,,,,,,
116512,25,1,314,314,11762,7970,,,,,,
116512,25,2,155,155,11763,7971,,,,,,
116512,25,2,156,156,11764,7971,,,,,,
116512,25,2,157,157,11765,7971,,,,,,
116512,25,2,158,158,11766,7971,,,,,,
116512,25,2,159,159,11767,7971,,,,,,
116512,25,2,160,160,11768,7971,,,,,,
116512,25,2,161,161,11769,7971,,,,,,
116512,25,2,162,162,11770,7971,,,,,,
116512,25,2,168,168,11771,7971,,,,,,
116512,25,2,206,206,11772,7971,,,,,,
116512,25,2,207,207,11773,7971,,,,,,
116512,25,2,249,249,11774,7971,,,,,,
116512,25,2,314,314,11775,7971,,,,,,
116512,25,3,155,155,11776,7972,,,,,,
116512,25,3,156,156,11777,7972,,,,,,
116512,25,3,157,157,11778,7972,,,,,,
116512,25,3,158,158,11779,7972,,,,,,
116512,25,3,159,159,11780,7972,,,,,,
116512,25,3,160,160,11781,7972,,,,,,
116512,25,3,161,161,11782,7972,,,,,,
116512,25,3,162,162,11783,7972,,,,,,
116512,25,3,168,168,11784,7972,,,,,,
116512,25,3,206,206,11785,7972,,,,,,
116512,25,3,207,207,11786,7972,,,,,,
116512,25,3,249,249,11787,7972,,,,,,
116512,25,3,314,314,11788,7972,,,,,,
116513,25,2,155,156,11789,7993,,,,,,
116513,25,2,156,156,11790,7993,,,,,,
116513,25,2,157,157,11791,7993,,,,,,
116513,25,2,158,158,11792,7993,,,,,,
116513,25,2,159,159,11793,7993,,,,,,
116513,25,2,160,160,11794,7993,,,,,,
116513,25,2,161,161,11795,7993,,,,,,
116513,25,2,162,161,11796,7993,,,,,,
116513,25,2,168,168,11797,7993,,,,,,
116513,25,2,206,168,11798,7993,,,,,,
116513,25,2,207,207,11799,7993,,,,,,
116513,25,2,249,249,11800,7993,,,,,,
116513,25,3,155,155,11801,7994,,,,,,
116513,25,3,156,156,11802,7994,,,,,,
116513,25,3,157,157,11803,7994,,,,,,
116513,25,3,158,158,11804,7994,,,,,,
116513,25,3,159,159,11805,7994,,,,,,
116513,25,3,160,160,11806,7994,,,,,,
116513,25,3,161,161,11807,7994,,,,,,
116513,25,3,162,162,11808,7994,,,,,,
116513,25,3,168,168,11809,7994,,,,,,
116513,25,3,206,206,11810,7994,,,,,,
116513,25,3,207,207,11811,7994,,,,,,
116513,25,3,249,249,11812,7994,,,,,,
116514,25,2,155,156,11813,8018,,,,,,
116514,25,2,156,156,11814,8018,,,,,,
116514,25,2,157,157,11815,8018,,,,,,
116514,25,2,158,158,11816,8018,,,,,,
116514,25,2,159,159,11817,8018,,,,,,
116514,25,2,160,160,11818,8018,,,,,,
116514,25,2,161,161,11819,8018,,,,,,
116514,25,2,162,161,11820,8018,,,,,,
116514,25,2,168,168,11821,8018,,,,,,
116514,25,2,206,168,11822,8018,,,,,,
116514,25,2,207,207,11823,8018,,,,,,
116514,25,2,249,249,11824,8018,,,,,,
116514,25,3,155,155,11825,8019,,,,,,
116514,25,3,156,156,11826,8019,,,,,,
116514,25,3,157,157,11827,8019,,,,,,
116514,25,3,158,158,11828,8019,,,,,,
116514,25,3,159,159,11829,8019,,,,,,
116514,25,3,160,160,11830,8019,,,,,,
116514,25,3,161,161,11831,8019,,,,,,
116514,25,3,162,162,11832,8019,,,,,,
116514,25,3,168,168,11833,8019,,,,,,
116514,25,3,206,206,11834,8019,,,,,,
116514,25,3,207,207,11835,8019,,,,,,
116514,25,3,249,249,11836,8019,,,,,,
116515,25,1,155,155,11837,8045,,,,,,
116515,25,1,156,156,11838,8045,,,,,,
116515,25,1,157,157,11839,8045,,,,,,
116515,25,1,158,158,11840,8045,,,,,,
116515,25,1,159,159,11841,8045,,,,,,
116515,25,1,160,160,11842,8045,,,,,,
116515,25,1,161,161,11843,8045,,,,,,
116515,25,1,162,162,11844,8045,,,,,,
116515,25,1,168,168,11845,8045,,,,,,
116515,25,1,206,206,11846,8045,,,,,,
116515,25,1,207,207,11847,8045,,,,,,
116515,25,1,249,249,11848,8045,,,,,,
116515,25,2,155,155,11849,8046,,,,,,
116515,25,2,156,156,11850,8046,,,,,,
116515,25,2,157,157,11851,8046,,,,,,
116515,25,2,158,158,11852,8046,,,,,,
116515,25,2,159,159,11853,8046,,,,,,
116515,25,2,160,160,11854,8046,,,,,,
116515,25,2,161,161,11855,8046,,,,,,
116515,25,2,162,162,11856,8046,,,,,,
116515,25,2,168,168,11857,8046,,,,,,
116515,25,2,206,206,11858,8046,,,,,,
116515,25,2,207,207,11859,8046,,,,,,
116515,25,2,249,249,11860,8046,,,,,,
116515,25,3,155,155,11861,8047,,,,,,
116515,25,3,156,156,11862,8047,,,,,,
116515,25,3,157,157,11863,8047,,,,,,
116515,25,3,158,158,11864,8047,,,,,,
116515,25,3,159,159,11865,8047,,,,,,
116515,25,3,160,160,11866,8047,,,,,,
116515,25,3,161,161,11867,8047,,,,,,
116515,25,3,162,162,11868,8047,,,,,,
116515,25,3,168,168,11869,8047,,,,,,
116515,25,3,206,206,11870,8047,,,,,,
116515,25,3,207,207,11871,8047,,,,,,
116515,25,3,249,249,11872,8047,,,,,,
116515-MAHMUT ABBASOV ,25,1,155,155,11873,8069,,,,,,
116515-MAHMUT ABBASOV ,25,1,156,156,11874,8069,,,,,,
116515-MAHMUT ABBASOV ,25,1,157,157,11875,8069,,,,,,
116515-MAHMUT ABBASOV ,25,1,158,158,11876,8069,,,,,,
116515-MAHMUT ABBASOV ,25,1,159,159,11877,8069,,,,,,
116515-MAHMUT ABBASOV ,25,1,160,160,11878,8069,,,,,,
116515-MAHMUT ABBASOV ,25,1,161,161,11879,8069,,,,,,
116515-MAHMUT ABBASOV ,25,1,162,162,11880,8069,,,,,,
116515-MAHMUT ABBASOV ,25,1,168,168,11881,8069,,,,,,
116515-MAHMUT ABBASOV ,25,1,206,206,11882,8069,,,,,,
116515-MAHMUT ABBASOV ,25,1,207,207,11883,8069,,,,,,
116515-MAHMUT ABBASOV ,25,1,249,249,11884,8069,,,,,,
116515-MAHMUT ABBASOV ,25,2,155,155,11885,8070,,,,,,
116515-MAHMUT ABBASOV ,25,2,156,156,11886,8070,,,,,,
116515-MAHMUT ABBASOV ,25,2,157,157,11887,8070,,,,,,
116515-MAHMUT ABBASOV ,25,2,158,158,11888,8070,,,,,,
116515-MAHMUT ABBASOV ,25,2,159,159,11889,8070,,,,,,
116515-MAHMUT ABBASOV ,25,2,160,160,11890,8070,,,,,,
116515-MAHMUT ABBASOV ,25,2,161,161,11891,8070,,,,,,
116515-MAHMUT ABBASOV ,25,2,162,162,11892,8070,,,,,,
116515-MAHMUT ABBASOV ,25,2,168,168,11893,8070,,,,,,
116515-MAHMUT ABBASOV ,25,2,206,206,11894,8070,,,,,,
116515-MAHMUT ABBASOV ,25,2,207,207,11895,8070,,,,,,
116515-MAHMUT ABBASOV ,25,2,249,249,11896,8070,,,,,,
116515-MAHMUT ABBASOV ,25,3,155,155,11897,8071,,,,,,
116515-MAHMUT ABBASOV ,25,3,156,156,11898,8071,,,,,,
116515-MAHMUT ABBASOV ,25,3,157,157,11899,8071,,,,,,
116515-MAHMUT ABBASOV ,25,3,158,158,11900,8071,,,,,,
116515-MAHMUT ABBASOV ,25,3,159,159,11901,8071,,,,,,
116515-MAHMUT ABBASOV ,25,3,160,160,11902,8071,,,,,,
116515-MAHMUT ABBASOV ,25,3,161,161,11903,8071,,,,,,
116515-MAHMUT ABBASOV ,25,3,162,162,11904,8071,,,,,,
116515-MAHMUT ABBASOV ,25,3,168,168,11905,8071,,,,,,
116515-MAHMUT ABBASOV ,25,3,206,206,11906,8071,,,,,,
116515-MAHMUT ABBASOV ,25,3,207,207,11907,8071,,,,,,
116515-MAHMUT ABBASOV ,25,3,249,249,11908,8071,,,,,,
116515-ŞİR MURAT ,25,1,155,155,11909,8093,,,,,,
116515-ŞİR MURAT ,25,1,156,156,11910,8093,,,,,,
116515-ŞİR MURAT ,25,1,157,157,11911,8093,,,,,,
116515-ŞİR MURAT ,25,1,158,158,11912,8093,,,,,,
116515-ŞİR MURAT ,25,1,159,159,11913,8093,,,,,,
116515-ŞİR MURAT ,25,1,160,160,11914,8093,,,,,,
116515-ŞİR MURAT ,25,1,161,161,11915,8093,,,,,,
116515-ŞİR MURAT ,25,1,162,162,11916,8093,,,,,,
116515-ŞİR MURAT ,25,1,168,168,11917,8093,,,,,,
116515-ŞİR MURAT ,25,1,206,206,11918,8093,,,,,,
116515-ŞİR MURAT ,25,1,207,207,11919,8093,,,,,,
116515-ŞİR MURAT ,25,1,249,249,11920,8093,,,,,,
116515-ŞİR MURAT ,25,2,155,155,11921,8094,,,,,,
116515-ŞİR MURAT ,25,2,156,156,11922,8094,,,,,,
116515-ŞİR MURAT ,25,2,157,157,11923,8094,,,,,,
116515-ŞİR MURAT ,25,2,158,158,11924,8094,,,,,,
116515-ŞİR MURAT ,25,2,159,159,11925,8094,,,,,,
116515-ŞİR MURAT ,25,2,160,160,11926,8094,,,,,,
116515-ŞİR MURAT ,25,2,161,161,11927,8094,,,,,,
116515-ŞİR MURAT ,25,2,162,162,11928,8094,,,,,,
116515-ŞİR MURAT ,25,2,168,168,11929,8094,,,,,,
116515-ŞİR MURAT ,25,2,206,206,11930,8094,,,,,,
116515-ŞİR MURAT ,25,2,207,207,11931,8094,,,,,,
116515-ŞİR MURAT ,25,2,249,249,11932,8094,,,,,,
116515-ŞİR MURAT ,25,3,155,155,11933,8095,,,,,,
116515-ŞİR MURAT ,25,3,156,156,11934,8095,,,,,,
116515-ŞİR MURAT ,25,3,157,157,11935,8095,,,,,,
116515-ŞİR MURAT ,25,3,158,158,11936,8095,,,,,,
116515-ŞİR MURAT ,25,3,159,159,11937,8095,,,,,,
116515-ŞİR MURAT ,25,3,160,160,11938,8095,,,,,,
116515-ŞİR MURAT ,25,3,161,161,11939,8095,,,,,,
116515-ŞİR MURAT ,25,3,162,162,11940,8095,,,,,,
116515-ŞİR MURAT ,25,3,168,168,11941,8095,,,,,,
116515-ŞİR MURAT ,25,3,206,206,11942,8095,,,,,,
116515-ŞİR MURAT ,25,3,207,207,11943,8095,,,,,,
116515-ŞİR MURAT ,25,3,249,249,11944,8095,,,,,,
116528,25,2,155,155,11945,8113,,,,,,
116528,25,2,156,157,11946,8113,,,,,,
116528,25,2,157,157,11947,8113,,,,,,
116528,25,2,158,159,11948,8113,,,,,,
116528,25,2,159,159,11949,8113,,,,,,
116528,25,2,160,160,11950,8113,,,,,,
116528,25,2,161,161,11951,8113,,,,,,
116528,25,2,162,161,11952,8113,,,,,,
116528,25,2,168,168,11953,8113,,,,,,
116528,25,2,206,206,11954,8113,,,,,,
116528,25,2,207,207,11955,8113,,,,,,
116528,25,3,155,155,11956,8114,,,,,,
116528,25,3,156,156,11957,8114,,,,,,
116528,25,3,157,157,11958,8114,,,,,,
116528,25,3,158,158,11959,8114,,,,,,
116528,25,3,159,159,11960,8114,,,,,,
116528,25,3,160,160,11961,8114,,,,,,
116528,25,3,161,161,11962,8114,,,,,,
116528,25,3,162,162,11963,8114,,,,,,
116528,25,3,168,168,11964,8114,,,,,,
116528,25,3,206,206,11965,8114,,,,,,
116528,25,3,207,207,11966,8114,,,,,,
116529,25,1,155,155,11967,8134,,,,,,
116529,25,1,156,156,11968,8134,,,,,,
116529,25,1,157,157,11969,8134,,,,,,
116529,25,1,158,158,11970,8134,,,,,,
116529,25,1,159,159,11971,8134,,,,,,
116529,25,1,160,160,11972,8134,,,,,,
116529,25,1,161,161,11973,8134,,,,,,
116529,25,1,162,162,11974,8134,,,,,,
116529,25,1,168,168,11975,8134,,,,,,
116529,25,1,206,206,11976,8134,,,,,,
116529,25,1,207,207,11977,8134,,,,,,
116529,25,2,155,155,11978,8135,,,,,,
116529,25,2,156,156,11979,8135,,,,,,
116529,25,2,157,157,11980,8135,,,,,,
116529,25,2,158,158,11981,8135,,,,,,
116529,25,2,159,159,11982,8135,,,,,,
116529,25,2,160,160,11983,8135,,,,,,
116529,25,2,161,161,11984,8135,,,,,,
116529,25,2,162,162,11985,8135,,,,,,
116529,25,2,168,168,11986,8135,,,,,,
116529,25,2,206,206,11987,8135,,,,,,
116529,25,2,207,207,11988,8135,,,,,,
116529,25,3,155,155,11989,8136,,,,,,
116529,25,3,156,156,11990,8136,,,,,,
116529,25,3,157,157,11991,8136,,,,,,
116529,25,3,158,158,11992,8136,,,,,,
116529,25,3,159,159,11993,8136,,,,,,
116529,25,3,160,160,11994,8136,,,,,,
116529,25,3,161,161,11995,8136,,,,,,
116529,25,3,162,162,11996,8136,,,,,,
116529,25,3,168,168,11997,8136,,,,,,
116529,25,3,206,206,11998,8136,,,,,,
116529,25,3,207,207,11999,8136,,,,,,
116530,25,1,155,155,12000,8159,,,,,,
116530,25,1,156,156,12001,8159,,,,,,
116530,25,1,157,157,12002,8159,,,,,,
116530,25,1,158,158,12003,8159,,,,,,
116530,25,1,159,159,12004,8159,,,,,,
116530,25,1,160,160,12005,8159,,,,,,
116530,25,1,161,161,12006,8159,,,,,,
116530,25,1,162,162,12007,8159,,,,,,
116530,25,1,168,168,12008,8159,,,,,,
116530,25,1,206,206,12009,8159,,,,,,
116530,25,1,207,207,12010,8159,,,,,,
116530,25,1,249,249,12011,8159,,,,,,
116530,25,1,314,314,12012,8159,,,,,,
116530,25,2,155,155,12013,8160,,,,,,
116530,25,2,156,156,12014,8160,,,,,,
116530,25,2,157,157,12015,8160,,,,,,
116530,25,2,158,158,12016,8160,,,,,,
116530,25,2,159,159,12017,8160,,,,,,
116530,25,2,160,160,12018,8160,,,,,,
116530,25,2,161,161,12019,8160,,,,,,
116530,25,2,162,162,12020,8160,,,,,,
116530,25,2,168,168,12021,8160,,,,,,
116530,25,2,206,206,12022,8160,,,,,,
116530,25,2,207,207,12023,8160,,,,,,
116530,25,2,249,249,12024,8160,,,,,,
116530,25,2,314,314,12025,8160,,,,,,
116530,25,3,155,155,12026,8161,,,,,,
116530,25,3,156,156,12027,8161,,,,,,
116530,25,3,157,157,12028,8161,,,,,,
116530,25,3,158,158,12029,8161,,,,,,
116530,25,3,159,159,12030,8161,,,,,,
116530,25,3,160,160,12031,8161,,,,,,
116530,25,3,161,161,12032,8161,,,,,,
116530,25,3,162,162,12033,8161,,,,,,
116530,25,3,168,168,12034,8161,,,,,,
116530,25,3,206,206,12035,8161,,,,,,
116530,25,3,207,207,12036,8161,,,,,,
116530,25,3,249,249,12037,8161,,,,,,
116530,25,3,314,314,12038,8161,,,,,,
116543,25,1,155,155,12039,8183,,,,,,
116543,25,1,156,156,12040,8183,,,,,,
116543,25,1,157,157,12041,8183,,,,,,
116543,25,1,158,158,12042,8183,,,,,,
116543,25,1,159,159,12043,8183,,,,,,
