Ulke,Sehir,kgid,insUN,insDT,insApp,updUN,updDT,updApp
Faroe Adaları,Eidi,1286,,,,,,
Faroe Adaları,Famjin,1287,,,,,,
Faroe Adaları,Fugloy,1288,,,,,,
Faroe Adaları,Funningur,1289,,,,,,
Faroe Adaları,Gotu Kommuna,1290,,,,,,
Faroe Adaları,Hov,1291,,,,,,
Faroe Adaları,Husar,1292,,,,,,
Faroe Adaları,Husavik,1293,,,,,,
Faroe Adaları,Hvalba,1294,,,,,,
Faroe Adaları,Hvannasund,1295,,,,,,
Faroe Adaları,Klaksvik,1296,,,,,,
Faroe Adaları,Kunoy,1297,,,,,,
Faroe Adaları,Kvivik,1298,,,,,,
Faroe Adaları,Leirvik,1299,,,,,,
Faroe Adaları,Midvagur,1300,,,,,,
Faroe Adaları,Nes,1301,,,,,,
Faroe Adaları,Porkeri,1302,,,,,,
Faroe Adaları,Runavik,1303,,,,,,
Faroe Adaları,Sandavagur,1304,,,,,,
Faroe Adaları,Sandur,1305,,,,,,
Faroe Adaları,Sjovar Kommuna,1306,,,,,,
Faroe Adaları,Skalavik,1307,,,,,,
Faroe Adaları,Skopun,1308,,,,,,
Faroe Adaları,Skuvoy,1309,,,,,,
Faroe Adaları,Sorvagur,1310,,,,,,
Faroe Adaları,Sumba,1311,,,,,,
Faroe Adaları,Sunda Kommuna,1312,,,,,,
Faroe Adaları,Svinoy,1313,,,,,,
Faroe Adaları,Torshavnar kommuna,1314,,,,,,
Faroe Adaları,Tvoroyri,1315,,,,,,
Faroe Adaları,Vagur,1316,,,,,,
Faroe Adaları,Vestmanna,1317,,,,,,
Faroe Adaları,Vidareidi,1318,,,,,,
Fiji Adaları,Kadavu,1319,,,,,,
Fiji Adaları,Labasa,1320,,,,,,
Fiji Adaları,Lautoka,1321,,,,,,
Fiji Adaları,Savusavu,1322,,,,,,
Fiji Adaları,Suva,1323,,,,,,
Fiji Adaları,Taveuni,1324,,,,,,
Fildişi Sahili,,1325,,,,,,
Fildişi Sahili,Abengourou,1326,,,,,,
Fildişi Sahili,Abidjan,1327,,,,,,
Fildişi Sahili,Aboisso,1328,,,,,,
Fildişi Sahili,Adzope,1329,,,,,,
Fildişi Sahili,Agboville,1330,,,,,,
Fildişi Sahili,anyama,1331,,,,,,
Fildişi Sahili,Biankouma,1332,,,,,,
Fildişi Sahili,Bingerville,1333,,,,,,
Fildişi Sahili,Bondoukou,1334,,,,,,
Fildişi Sahili,Bouafle,1335,,,,,,
Fildişi Sahili,Bouake,1336,,,,,,
Fildişi Sahili,Bouna,1337,,,,,,
Fildişi Sahili,Boundiali,1338,,,,,,
Fildişi Sahili,Dabou,1339,,,,,,
Fildişi Sahili,Daloa,1340,,,,,,
Fildişi Sahili,Danane,1341,,,,,,
Fildişi Sahili,Dimbokro,1342,,,,,,
Fildişi Sahili,Divo,1343,,,,,,
Fildişi Sahili,Ferkessedougou,1344,,,,,,
Fildişi Sahili,Gagnoa,1345,,,,,,
Fildişi Sahili,Grand Bassam,1346,,,,,,
Fildişi Sahili,Grand Lahou,1347,,,,,,
Fildişi Sahili,Jacqueville,1348,,,,,,
Fildişi Sahili,Katiola,1349,,,,,,
Fildişi Sahili,Kong,1350,,,,,,
Fildişi Sahili,Korhogo,1351,,,,,,
Fildişi Sahili,Kouto,1352,,,,,,
Fildişi Sahili,Man,1353,,,,,,
Fildişi Sahili,Marahoue,1354,,,,,,
Fildişi Sahili,Odienne,1355,,,,,,
Fildişi Sahili,San Pedro,1356,,,,,,
Fildişi Sahili,Sassandra,1357,,,,,,
Fildişi Sahili,Seguela,1358,,,,,,
Fildişi Sahili,Sinfra,1359,,,,,,
Fildişi Sahili,Tiagba,1360,,,,,,
Fildişi Sahili,Touba,1361,,,,,,
Fildişi Sahili,Yamoussoukro,1362,,,,,,
Filipinler,,1363,,,,,,
Filipinler,Abra,1364,,,,,,
Filipinler,Agusan Del Norte,1365,,,,,,
Filipinler,Aklan,1366,,,,,,
Filipinler,Albay,1367,,,,,,
Filipinler,Antique,1368,,,,,,
Filipinler,Apayao,1369,,,,,,
Filipinler,Aurora,1370,,,,,,
Filipinler,Bataan,1371,,,,,,
Filipinler,Batangas,1372,,,,,,
Filipinler,Benguet,1373,,,,,,
Filipinler,Biliran,1374,,,,,,
Filipinler,Bohol,1375,,,,,,
Filipinler,Bukid-Non,1376,,,,,,
Filipinler,Bulacan,1377,,,,,,
Filipinler,Cagayan,1378,,,,,,
Filipinler,Camarines Norte,1379,,,,,,
Filipinler,Camarines Sur,1380,,,,,,
Filipinler,Capiz,1381,,,,,,
Filipinler,Catanduandes,1382,,,,,,
Filipinler,Cavite,1383,,,,,,
Filipinler,Cebu,1384,,,,,,
Filipinler,Compostela Valley,1385,,,,,,
Filipinler,Cotabato,1386,,,,,,
Filipinler,Davao,1387,,,,,,
Filipinler,Davao Del Sur,1388,,,,,,
Filipinler,Davao Oriental,1389,,,,,,
Filipinler,Eastern,1390,,,,,,
Filipinler,Ifugao,1391,,,,,,
Filipinler,Ilocos Norte,1392,,,,,,
Filipinler,Ilocos Sur,1393,,,,,,
Filipinler,Isabela,1394,,,,,,
Filipinler,İloilo,1395,,,,,,
Filipinler,Kalinga,1396,,,,,,
Filipinler,Laguna,1397,,,,,,
Filipinler,Lanao Del Norte,1398,,,,,,
Filipinler,Lanao Del Sur,1399,,,,,,
Filipinler,Leyte,1400,,,,,,
Filipinler,Marin-Duque,1401,,,,,,
Filipinler,Masbate,1402,,,,,,
Filipinler,Misamis Oriental,1403,,,,,,
Filipinler,Misamis Ossidental,1404,,,,,,
Filipinler,Mt.Province,1405,,,,,,
Filipinler,Northern Samar,1406,,,,,,
Filipinler,Nueva Ecija,1407,,,,,,
Filipinler,Nueva Vızcaya,1408,,,,,,
Filipinler,Occidental Mindoro,1409,,,,,,
Filipinler,Oriental Mindoro,1410,,,,,,
Filipinler,Pampanga,1411,,,,,,
Filipinler,Pangasinan,1412,,,,,,
Filipinler,Quezon,1413,,,,,,
Filipinler,Quirino,1414,,,,,,
Filipinler,Rizal,1415,,,,,,
Filipinler,Romblon,1416,,,,,,
Filipinler,Samar,1417,,,,,,
Filipinler,Sarangani,1418,,,,,,
Filipinler,Sorsogon,1419,,,,,,
Filipinler,South Cotabato,1420,,,,,,
Filipinler,Sultan Kudarat,1421,,,,,,
Filipinler,Tarlac,1422,,,,,,
Filipinler,Zambales,1423,,,,,,
Filipinler,Zamboanga Del Norte,1424,,,,,,
Filipinler,Zamboanga Del Sur,1425,,,,,,
Filipinler,Zamboanga Sıbugay,1426,,,,,,
Filistin,,1427,,,,,,
Filistin,İstanbul,1428,,,,,,
Finlandiya,,1429,,,,,,
Finlandiya,aanekoski,1430,,,,,,
Finlandiya,ahtari,1431,,,,,,
Finlandiya,Akaa,1432,,,,,,
Finlandiya,Alajarvi,1433,,,,,,
Finlandiya,Alavus,1434,,,,,,
Finlandiya,Anjalankoski,1435,,,,,,
Finlandiya,Ekenas,1436,,,,,,
Finlandiya,Espoo,1437,,,,,,
Finlandiya,Forssa,1438,,,,,,
Finlandiya,Haapajarvi,1439,,,,,,
Finlandiya,Haapavesi,1440,,,,,,
Finlandiya,Hameenlinna,1441,,,,,,
Finlandiya,Hamina,1442,,,,,,
Finlandiya,Hanko,1443,,,,,,
Finlandiya,Harjavalta,1444,,,,,,
Finlandiya,Heinola,1445,,,,,,
Finlandiya,Helsinki,1446,,,,,,
Finlandiya,Huittinen,1447,,,,,,
Finlandiya,Hyvinkaa,1448,,,,,,
Finlandiya,Ikaalinen,1449,,,,,,
Finlandiya,Imatra,1450,,,,,,
Finlandiya,Jakobstad,1451,,,,,,
Finlandiya,Jamsa,1452,,,,,,
Finlandiya,Jamsankoski,1453,,,,,,
Finlandiya,Jarvenpaa,1454,,,,,,
Finlandiya,Joensuu,1455,,,,,,
Finlandiya,Joutseno,1456,,,,,,
Finlandiya,Juankoski,1457,,,,,,
Finlandiya,Jyvaskyla,1458,,,,,,
Finlandiya,Kaarina,1459,,,,,,
Finlandiya,Kajaani,1460,,,,,,
Finlandiya,Kankaanpaa,1461,,,,,,
Finlandiya,Kannus,1462,,,,,,
Finlandiya,Karis,1463,,,,,,
Finlandiya,Karkkila,1464,,,,,,
Finlandiya,Kaskinen,1465,,,,,,
Finlandiya,Kauhajoki,1466,,,,,,
Finlandiya,Kauhava,1467,,,,,,
Finlandiya,Kauniainen,1468,,,,,,
Finlandiya,Kemi,1469,,,,,,
Finlandiya,Kemijarvi,1470,,,,,,
Finlandiya,Kerava,1471,,,,,,
Finlandiya,Keuruu,1472,,,,,,
Finlandiya,Kitee,1473,,,,,,
Finlandiya,Kiuruvesi,1474,,,,,,
Finlandiya,Kokemaki,1475,,,,,,
Finlandiya,Kokkola,1476,,,,,,
Finlandiya,Kotka,1477,,,,,,
Finlandiya,Kouvola,1478,,,,,,
Finlandiya,Kristinestad,1479,,,,,,
Finlandiya,Kuhmo,1480,,,,,,
Finlandiya,Kuopio,1481,,,,,,
Finlandiya,Kurikka,1482,,,,,,
Finlandiya,Kuusamo,1483,,,,,,
Finlandiya,Kuusankoski,1484,,,,,,
Finlandiya,Lahti,1485,,,,,,
Finlandiya,Laitila,1486,,,,,,
Finlandiya,Lappeenranta,1487,,,,,,
Finlandiya,Lapua,1488,,,,,,
Finlandiya,Lieksa,1489,,,,,,
Finlandiya,Lohja,1490,,,,,,
Finlandiya,Loimaa,1491,,,,,,
Finlandiya,Loviisa,1492,,,,,,
Finlandiya,Mantta,1493,,,,,,
Finlandiya,Mariehamn,1494,,,,,,
Finlandiya,Mikkeli,1495,,,,,,
Finlandiya,Naantali,1496,,,,,,
Finlandiya,Narpes,1497,,,,,,
Finlandiya,Nilsia,1498,,,,,,
Finlandiya,Nivala,1499,,,,,,
Finlandiya,Nurmes,1500,,,,,,
Finlandiya,Nykarleby,1501,,,,,,
Finlandiya,Orimattila,1502,,,,,,
Finlandiya,Orivesi,1503,,,,,,
Finlandiya,Oulainen,1504,,,,,,
Finlandiya,Oulu,1505,,,,,,
Finlandiya,Outokumpu,1506,,,,,,
Finlandiya,Paimio,1507,,,,,,
Finlandiya,Pargas,1508,,,,,,
Finlandiya,Parkano,1509,,,,,,
Finlandiya,Pieksamaki,1510,,,,,,
Finlandiya,Piikkiö,1511,,,,,,
Finlandiya,Pori,1512,,,,,,
Finlandiya,Porvoo,1513,,,,,,
Finlandiya,Pudasjarvi,1514,,,,,,
Finlandiya,Pyhajarvi,1515,,,,,,
Finlandiya,Raahe,1516,,,,,,
Finlandiya,Raisio,1517,,,,,,
Finlandiya,Rauma,1518,,,,,,
Finlandiya,Riihimaki,1519,,,,,,
Finlandiya,Rovaniemi,1520,,,,,,
Finlandiya,Saarijarvi,1521,,,,,,
Finlandiya,Salo,1522,,,,,,
Finlandiya,Savonlinna,1523,,,,,,
Finlandiya,Seinajoki,1524,,,,,,
Finlandiya,Somero,1525,,,,,,
Finlandiya,Suonenjoki,1526,,,,,,
Finlandiya,Tampere,1527,,,,,,
Finlandiya,Tornio,1528,,,,,,
Finlandiya,Turku,1529,,,,,,
Finlandiya,Ulvila,1530,,,,,,
Finlandiya,Uusikaupunki,1531,,,,,,
Finlandiya,Vaasa,1532,,,,,,
Finlandiya,Valkeakoski,1533,,,,,,
Finlandiya,Vammala,1534,,,,,,
Finlandiya,Vantaa,1535,,,,,,
Finlandiya,Varkaus,1536,,,,,,
Finlandiya,Viitasaari,1537,,,,,,
Finlandiya,Virrat,1538,,,,,,
Finlandiya,Ylivieska,1539,,,,,,
Finlandiya,Ylöjarvi,1540,,,,,,
Fransa,,1541,,,,,,
Fransa,Aix-en-Provence,1542,,,,,,
Fransa,Ajaccio,1543,,,,,,
Fransa,Amiens,1544,,,,,,
Fransa,Angers,1545,,,,,,
Fransa,Annecy,1546,,,,,,
Fransa,Antibes,1547,,,,,,
Fransa,Antony,1548,,,,,,
Fransa,Argenteuil,1549,,,,,,
Fransa,Arles,1550,,,,,,
Fransa,Asnieres-sur-Seine,1551,,,,,,
Fransa,Aubervilliers,1552,,,,,,
Fransa,Aulnay-sous-Bois,1553,,,,,,
Fransa,Avignon,1554,,,,,,
Fransa,Beauvais,1555,,,,,,
Fransa,Belfort,1556,,,,,,
Fransa,Besançon,1557,,,,,,
Fransa,Beziers,1558,,,,,,
Fransa,Bordeaux,1559,,,,,,
Fransa,Boulogne-Billancourt,1560,,,,,,
Fransa,Bourges,1561,,,,,,
Fransa,Brest,1562,,,,,,
Fransa,Caen,1563,,,,,,
Fransa,Calais,1564,,,,,,
Fransa,Cannes,1565,,,,,,
Fransa,Cayenne,1566,,,,,,
Fransa,Cergy,1567,,,,,,
Fransa,Chalon-sur-Saône,1568,,,,,,
Fransa,Chambery,1569,,,,,,
Fransa,Champigny-sur-Marne,1570,,,,,,
Fransa,Charleville-Mezieres,1571,,,,,,
Fransa,Cholet,1572,,,,,,
Fransa,Clermont-Ferrand,1573,,,,,,
Fransa,Clichy,1574,,,,,,
Fransa,Colmar,1575,,,,,,
Fransa,Colombes,1576,,,,,,
Fransa,Courbevoie,1577,,,,,,
Fransa,Creteil,1578,,,,,,
Fransa,Dijon,1579,,,,,,
Fransa,Drancy,1580,,,,,,
Fransa,Dunkirk,1581,,,,,,
Fransa,evreux,1582,,,,,,
Fransa,Fontenay-sous-Bois,1583,,,,,,
Fransa,Fort-de-France,1584,,,,,,
Fransa,Grenoble,1585,,,,,,
Fransa,Hyeres,1586,,,,,,
Fransa,Issy-les-Moulineaux,1587,,,,,,
Fransa,Ivry-sur-Seine,1588,,,,,,
Fransa,La Rochelle,1589,,,,,,
Fransa,La Seyne-sur-Mer,1590,,,,,,
Fransa,Laval,1591,,,,,,
Fransa,Le Havre,1592,,,,,,
Fransa,Le Mans,1593,,,,,,
Fransa,Le Tampon,1594,,,,,,
Fransa,Les Abymes,1595,,,,,,
Fransa,Levallois-Perret,1596,,,,,,
Fransa,Lille,1597,,,,,,
Fransa,Limoges,1598,,,,,,
Fransa,Lorient,1599,,,,,,
Fransa,Lyon,1600,,,,,,
Fransa,Maisons-Alfort,1601,,,,,,
Fransa,Marseille,1602,,,,,,
Fransa,Merignac,1603,,,,,,
Fransa,Metz,1604,,,,,,
Fransa,Montauban,1605,,,,,,
Fransa,Montpellier,1606,,,,,,
Fransa,Montreuil,1607,,,,,,
Fransa,Mulhouse,1608,,,,,,
Fransa,Nancy,1609,,,,,,
Fransa,Nanterre,1610,,,,,,
Fransa,Nantes,1611,,,,,,
Fransa,Neuilly-sur-Seine,1612,,,,,,
Fransa,Nice,1613,,,,,,
Fransa,Nîmes,1614,,,,,,
Fransa,Niort,1615,,,,,,
Fransa,Noisy-le-Grand,1616,,,,,,
Fransa,Orleans,1617,,,,,,
Fransa,Paris,1618,,,,,,
Fransa,Pau,1619,,,,,,
Fransa,Perpignan,1620,,,,,,
Fransa,Pessac,1621,,,,,,
Fransa,Poitiers,1622,,,,,,
Fransa,Quimper,1623,,,,,,
Fransa,Reims,1624,,,,,,
Fransa,Rennes,1625,,,,,,
Fransa,Roubaix,1626,,,,,,
Fransa,Rouen,1627,,,,,,
Fransa,Rueil-Malmaison,1628,,,,,,
Fransa,Saint-Denis,1629,,,,,,
Fransa,Saint-etienne,1630,,,,,,
Fransa,Saint-Malo,1631,,,,,,
Fransa,Saint-Maur-des-Fosses,1632,,,,,,
Fransa,Saint-Nazaire,1633,,,,,,
Fransa,Saint-Paul,1634,,,,,,
Fransa,Saint-Pierre,1635,,,,,,
Fransa,Saint-Quentin,1636,,,,,,
Fransa,Sarcelles,1637,,,,,,
Fransa,Sartrouville,1638,,,,,,
Fransa,Strasbourg,1639,,,,,,
Fransa,Toulon,1640,,,,,,
Fransa,Toulouse,1641,,,,,,
Fransa,Tourcoing,1642,,,,,,
Fransa,Tours,1643,,,,,,
Fransa,Troyes,1644,,,,,,
Fransa,Valence,1645,,,,,,
Fransa,Vannes,1646,,,,,,
Fransa,Venissieux,1647,,,,,,
Fransa,Versailles,1648,,,,,,
Fransa,Villeneuve dAscq,1649,,,,,,
Fransa,Villeurbanne,1650,,,,,,
Fransa,Vitry-sur-Seine,1651,,,,,,
French Antilles,Dominica,1652,,,,,,
French Antilles,Grenada,1653,,,,,,
French Antilles,Hispaniola,1654,,,,,,
French Antilles,Saint Croix,1655,,,,,,
French Antilles,Saint Kitts,1656,,,,,,
French Antilles,Saint Lucia,1657,,,,,,
French Antilles,Saint Vincent,1658,,,,,,
French Antilles,The Grenadines,1659,,,,,,
French Antilles,Tobago,1660,,,,,,
French Guiana,,1661,,,,,,
French Guiana,Apatou,1662,,,,,,
French Guiana,Awala-Yalimapo,1663,,,,,,
French Guiana,Camopi,1664,,,,,,
French Guiana,Cayenne,1665,,,,,,
French Guiana,Grand-Santi,1666,,,,,,
French Guiana,Iracoubo,1667,,,,,,
French Guiana,Kourou,1668,,,,,,
French Guiana,Macouria,1669,,,,,,
French Guiana,Mana,1670,,,,,,
French Guiana,Maripasoula,1671,,,,,,
French Guiana,Matoury,1672,,,,,,
French Guiana,Montsinery-Tonnegrande,1673,,,,,,
French Guiana,Ouanary,1674,,,,,,
French Guiana,Papaïchton,1675,,,,,,
French Guiana,Regina,1676,,,,,,
French Guiana,Remire-Montjoly,1677,,,,,,
French Guiana,Roura,1678,,,,,,
French Guiana,Saint-elie,1679,,,,,,
French Guiana,Saint-Georges,1680,,,,,,
French Guiana,Saint-Laurent-du-Maroni,1681,,,,,,
French Guiana,Saül,1682,,,,,,
French Guiana,Sinnamary,1683,,,,,,
French Polynesia,Austral Islands,1684,,,,,,
French Polynesia,Bass Islands,1685,,,,,,
French Polynesia,Gambier Islands,1686,,,,,,
French Polynesia,Marquesas Islands,1687,,,,,,
French Polynesia,Society Islands,1688,,,,,,
French Polynesia,Tuamotu Archipelago,1689,,,,,,
Gabon Cumhuriyeti,,1690,,,,,,
Gabon Cumhuriyeti,İstanbul,1691,,,,,,
Gabon Cumhuriyeti,Koulamoutou,1692,,,,,,
Gabon Cumhuriyeti,Lambarene,1693,,,,,,
Gabon Cumhuriyeti,Libreville,1694,,,,,,
Gabon Cumhuriyeti,Makokou,1695,,,,,,
Gabon Cumhuriyeti,Masuku,1696,,,,,,
Gabon Cumhuriyeti,Moanda,1697,,,,,,
Gabon Cumhuriyeti,Mouila,1698,,,,,,
Gabon Cumhuriyeti,Oyem,1699,,,,,,
Gabon Cumhuriyeti,Port-Gentil,1700,,,,,,
Gabon Cumhuriyeti,Tchibanga,1701,,,,,,
Gambia,,1702,,,,,,
Gambia,Bakau,1703,,,,,,
Gambia,Banjul,1704,,,,,,
Gambia,Basse Santa Su,1705,,,,,,
Gambia,Brikama,1706,,,,,,
Gambia,Brufut,1707,,,,,,
Gambia,Farafenni,1708,,,,,,
Gambia,Georgetown,1709,,,,,,
Gambia,Gunjur,1710,,,,,,
Gambia,Mansa Konko,1711,,,,,,
Gambia,Nema Kunku,1712,,,,,,
Gambia,Serekunda,1713,,,,,,
Gambia,Sukuta,1714,,,,,,
Gana,,1715,,,,,,
Gana,Accra,1716,,,,,,
Gana,Adenta East,1717,,,,,,
Gana,Aflao,1718,,,,,,
Gana,Agogo,1719,,,,,,
Gana,Agona Swedru,1720,,,,,,
Gana,Akim Oda,1721,,,,,,
Gana,Anloga,1722,,,,,,
Gana,Asamankese,1723,,,,,,
Gana,Ashaiman,1724,,,,,,
Gana,Bawku,1725,,,,,,
Gana,Berekum,1726,,,,,,
Gana,Bolgatanga,1727,,,,,,
Gana,Cape Coast,1728,,,,,,
Gana,Dome,1729,,,,,,
Gana,Effiakuma,1730,,,,,,
Gana,Ejura,1731,,,,,,
Gana,Gbawe,1732,,,,,,
Gana,Ho,1733,,,,,,
Gana,Hohoe,1734,,,,,,
Gana,Kintampo,1735,,,,,,
Gana,Koforidua,1736,,,,,,
Gana,Konongo,1737,,,,,,
Gana,Kumasi,1738,,,,,,
Gana,Lashibi,1739,,,,,,
Gana,Madina,1740,,,,,,
Gana,Mampong,1741,,,,,,
Gana,Nkawkaw,1742,,,,,,
Gana,Nsawan,1743,,,,,,
Gana,Nungua,1744,,,,,,
Gana,Obuasi,1745,,,,,,
Gana,Oduponkpehe,1746,,,,,,
Gana,Prestea,1747,,,,,,
Gana,Savelugu,1748,,,,,,
Gana,Sekondi,1749,,,,,,
Gana,Suhum,1750,,,,,,
Gana,Sunyani,1751,,,,,,
Gana,Tafo,1752,,,,,,
Gana,Taifa,1753,,,,,,
Gana,Takoradi,1754,,,,,,
Gana,Tamale,1755,,,,,,
Gana,Tarkwa,1756,,,,,,
Gana,Techiman,1757,,,,,,
Gana,Tema,1758,,,,,,
Gana,Tema New Town,1759,,,,,,
Gana,Teshie,1760,,,,,,
Gana,Wa,1761,,,,,,
Gana,Wenchi,1762,,,,,,
Gana,Winneba,1763,,,,,,
Gana,Yendi,1764,,,,,,
Gine,,1765,,,,,,
Gine,Adana,1766,,,,,,
Gine,Antalya,1767,,,,,,
Gine,Conakry,1768,,,,,,
Gine,Gueckedou,1769,,,,,,
Gine,İstanbul,1770,,,,,,
Gine,Kankan,1771,,,,,,
Gine,Kindia,1772,,,,,,
Gine,Kissidougou,1773,,,,,,
Gine,Labe,1774,,,,,,
Gine,Mamou,1775,,,,,,
Gine,Nzerekore,1776,,,,,,
Greenland,Ittoqqortoormiit,1777,,,,,,
Greenland,Kangerlussuaq,1778,,,,,,
Greenland,Narsasuaq,1779,,,,,,
Greenland,Nord,1780,,,,,,
Greenland,Nuuk,1781,,,,,,
Greenland,Paamiut,1782,,,,,,
Greenland,Qaanaaq,1783,,,,,,
Greenland,Tasiilaq,1784,,,,,,
Grenada,Saint Andrew,1785,,,,,,
Grenada,Saint David,1786,,,,,,
Grenada,Saint George,1787,,,,,,
Grenada,Saint John,1788,,,,,,
Grenada,Saint Mark,1789,,,,,,
Grenada,Saint Patrick,1790,,,,,,
Guadeloupe,Basse-Terre,1791,,,,,,
Guadeloupe,Grande-Terre,1792,,,,,,
Guadeloupe,Le Goiser,1793,,,,,,
Guadeloupe,Le Moule,1794,,,,,,
Guadeloupe,Les Abymes,1795,,,,,,
Guadeloupe,Petit-Bourg,1796,,,,,,
Guadeloupe,Pointe-a-Pitre,1797,,,,,,
Guadeloupe,Sainte-Anne,1798,,,,,,
Guam,Dededo,1799,,,,,,
Guam,Hagatna,1800,,,,,,
Guatemala,Alta Verapaz,1801,,,,,,
Guatemala,Baja Verapaz,1802,,,,,,
Guatemala,Chimaltenango,1803,,,,,,
Guatemala,Chiquimula,1804,,,,,,
Guatemala,El Progreso,1805,,,,,,
Guatemala,El Quiche,1806,,,,,,
Guatemala,Escuintla,1807,,,,,,
Guatemala,Guatemala,1808,,,,,,
Guatemala,Huehuetenango,1809,,,,,,
Guatemala,Izabal,1810,,,,,,
Guatemala,Jalapa,1811,,,,,,
Guatemala,Jutiapa,1812,,,,,,
Guatemala,Peten,1813,,,,,,
Guatemala,Quetzaltenango,1814,,,,,,
Guatemala,Retalhuleu,1815,,,,,,
Guatemala,Sacatepequez,1816,,,,,,
Guatemala,San Marcos,1817,,,,,,
Guatemala,Santa Rosa,1818,,,,,,
Guatemala,Solola,1819,,,,,,
Guatemala,Suchitepequez,1820,,,,,,
Guatemala,Totonicapan,1821,,,,,,
Guatemala,Zacapa,1822,,,,,,
Guinea-Bissau,Bafata,1823,,,,,,
Guinea-Bissau,Bissau,1824,,,,,,
Guinea-Bissau,Bissorã,1825,,,,,,
Guinea-Bissau,Bolama,1826,,,,,,
Guinea-Bissau,Buba,1827,,,,,,
Guinea-Bissau,Bubaque,1828,,,,,,
Guinea-Bissau,Cacheu,1829,,,,,,
Guinea-Bissau,Canchungo,1830,,,,,,
Guinea-Bissau,Catio,1831,,,,,,
Guinea-Bissau,Farim,1832,,,,,,
Guinea-Bissau,Fulacunda,1833,,,,,,
Guinea-Bissau,Gabu,1834,,,,,,
Guinea-Bissau,Mansôa,1835,,,,,,
Guinea-Bissau,Quebo,1836,,,,,,
Guinea-Bissau,Quinhamel,1837,,,,,,
Guyana,Barima-Waini,1838,,,,,,
Guyana,Cuyuni-Mazaruni,1839,,,,,,
Guyana,Demerara-Mahaica,1840,,,,,,
Guyana,East Berbice-Corentyne,1841,,,,,,
Guyana,Essequibo Islands,1842,,,,,,
Guyana,Mahaica-Berbice,1843,,,,,,
Guyana,Pomeroon-Supenaam,1844,,,,,,
Guyana,Potaro-Siparuni,1845,,,,,,
Guyana,Upper Demerara-Berbice,1846,,,,,,
Guyana,Upper Takutu-Upper Essequibo,1847,,,,,,
Güney Afrika Cumhuriyeti,,1848,,,,,,
Güney Afrika Cumhuriyeti,Bambari,1849,,,,,,
Güney Afrika Cumhuriyeti,Bangassou,1850,,,,,,
Güney Afrika Cumhuriyeti,Bangui,1851,,,,,,
Güney Afrika Cumhuriyeti,Berberati,1852,,,,,,
Güney Afrika Cumhuriyeti,Bimbo,1853,,,,,,
Güney Afrika Cumhuriyeti,Bossangoa,1854,,,,,,
Güney Afrika Cumhuriyeti,Bouar,1855,,,,,,
Güney Afrika Cumhuriyeti,Bria,1856,,,,,,
Güney Afrika Cumhuriyeti,Carnot,1857,,,,,,
Güney Afrika Cumhuriyeti,Nola,1858,,,,,,
Gürcistan,,1859,,,,,,
Gürcistan,Adigeni,1860,,,,,,
Gürcistan,Akhalkalaki,1861,,,,,,
Gürcistan,Akhaltsikhe,1862,,,,,,
Gürcistan,Akhmeta,1863,,,,,,
Gürcistan,Ambrolauri,1864,,,,,,
Gürcistan,Batumi,1865,,,,,,
Gürcistan,Bediani,1866,,,,,,
Gürcistan,Bolnisi,1867,,,,,,
Gürcistan,Borjomi,1868,,,,,,
Gürcistan,Chanchati,1869,,,,,,
Gürcistan,Chiatura,1870,,,,,,
Gürcistan,Dedophlis Tskaro,1871,,,,,,
Gürcistan,Dusheti,1872,,,,,,
Gürcistan,Gagra,1873,,,,,,
Gürcistan,Gali,1874,,,,,,
Gürcistan,Gardabani,1875,,,,,,
Gürcistan,Gori,1876,,,,,,
Gürcistan,Gudauta,1877,,,,,,
Gürcistan,Gulripsh,1878,,,,,,
Gürcistan,İstanbul,1879,,,,,,
Gürcistan,Java,1880,,,,,,
Gürcistan,Jvari,1881,,,,,,
Gürcistan,Kaspi,1882,,,,,,
Gürcistan,Kazreti,1883,,,,,,
Gürcistan,Khashuri,1884,,,,,,
Gürcistan,Khoni,1885,,,,,,
Gürcistan,Kobuleti,1886,,,,,,
Gürcistan,Kutaisi,1887,,,,,,
Gürcistan,Kvareli,1888,,,,,,
Gürcistan,Lagodekhi,1889,,,,,,
Gürcistan,Marneuli,1890,,,,,,
Gürcistan,Mtskheta,1891,,,,,,
Gürcistan,New Athos,1892,,,,,,
Gürcistan,Ninotsminda,1893,,,,,,
Gürcistan,Ochamchire,1894,,,,,,
Gürcistan,Oni,1895,,,,,,
Gürcistan,Ozurgeti,1896,,,,,,
Gürcistan,Pasanauri,1897,,,,,,
Gürcistan,Pitsunda,1898,,,,,,
Gürcistan,Poti,1899,,,,,,
Gürcistan,Rustavi,1900,,,,,,
Gürcistan,Sachkhere,1901,,,,,,
Gürcistan,Sagarejo,1902,,,,,,
Gürcistan,Samtredia,1903,,,,,,
Gürcistan,Senaki,1904,,,,,,
Gürcistan,Shuakhevi,1905,,,,,,
Gürcistan,Sukhumi,1906,,,,,,
Gürcistan,Supsa,1907,,,,,,
Gürcistan,Tbilisi,1908,,,,,,
Gürcistan,Telavi,1909,,,,,,
Gürcistan,Tetritsq aro,1910,,,,,,
Gürcistan,Tianeti,1911,,,,,,
Gürcistan,Tq ibuli,1912,,,,,,
Gürcistan,Tq varcheli,1913,,,,,,
Gürcistan,Tsalka,1914,,,,,,
Gürcistan,Tskhaltubo,1915,,,,,,
