Cekinx,Harinx,HarTip,BordroNo,Tarih,istut,muhkod,cmb,cmb_Kod,Banka,Sube,GiderMuhKod,ProGiderKod,MuhFisNo,KarsiMuhKod,MM,KarsiMM,GiderMM,GiderTip,GiderParaCinsi,insUN,insDT,updUN,updDT,OzKod1,OzKod2,locked,Resim,Resim2,Aciklama,OzKod3,OzKod4,OzKod5,LastUpdate,LastCalculate,NeedCalculate,iptal,kgid,mkgid,insApp,updApp
333,175,BO,0000000016,2020-08-31 00:00:00,,103.01.030,B,50401471-5025,ZER,2406,,,4717,102.01.030,,,,,,emine.kuscu,2020-09-16 12:16:58.777000,emine.kuscu,2020-09-16 12:17:20.107000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,175,333,,
334,198,BO,0000000021,2020-11-30 00:00:00,,103.01.010,B,0001467,ISB,1278,,,5740,102.01.010,,,,,,emine.kuscu,2020-11-30 10:03:50.380000,emine.kuscu,2020-11-30 10:03:50.380000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,198,334,,
335,221,BO,0000000025,2020-12-31 00:00:00,,103.01.010,B,0001467,ISB,1278,,,7303,102.01.010,,,,,,emine.kuscu,2021-01-05 07:08:40.380000,emine.kuscu,2021-01-05 07:08:40.380000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,221,335,,
336,222,BO,0000000025,2020-12-31 00:00:00,,103.01.010,B,0001467,ISB,1278,,,7303,102.01.010,,,,,,emine.kuscu,2021-01-05 07:08:40.383000,emine.kuscu,2021-01-05 07:08:40.383000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,222,336,,
337,220,BO,0000000025,2020-12-31 00:00:00,,103.01.010,B,0001467,ISB,1278,,,7303,102.01.010,,,,,,emine.kuscu,2021-01-05 07:08:40.380000,emine.kuscu,2021-01-05 07:08:40.380000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,220,337,,
341,214,BO,0000000025,2020-12-31 00:00:00,,103.01.010,B,0001467,ISB,1278,,,7303,102.01.010,,,,,,emine.kuscu,2021-01-05 07:08:40.367000,emine.kuscu,2021-01-05 07:08:47.490000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,214,341,,
342,208,BO,0000000024,2021-12-31 00:00:00,,103.01.030,B,50401471-5025,ZER,2406,,,7283,102.01.030,,,,,,emine.kuscu,2021-01-04 08:21:58.180000,emine.kuscu,2021-01-04 08:22:00.830000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,208,342,,
343,204,BO,0000000022,2020-11-30 00:00:00,,103.01.030,B,50401471-5025,ZER,2406,,,5742,102.01.030,,,,,,emine.kuscu,2020-11-30 10:26:44.217000,emine.kuscu,2020-11-30 10:26:46.983000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,204,343,,
344,193,BO,0000000018,2020-11-02 00:00:00,,103.01.010,B,0001467,ISB,1278,,,5498,102.01.010,,,,,,emine.kuscu,2020-11-06 15:34:28.720000,emine.kuscu,2020-11-06 15:34:28.720000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,193,344,,
345,223,BO,0000000026,2021-01-04 00:00:00,,103.01.010,B,0001467,ISB,1278,,,7304,102.01.010,,,,,,emine.kuscu,2021-01-05 07:09:10.607000,emine.kuscu,2021-01-05 07:09:13.707000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,223,345,,
346,215,BO,0000000025,2020-12-31 00:00:00,,103.01.010,B,0001467,ISB,1278,,,7303,102.01.010,,,,,,emine.kuscu,2021-01-05 07:08:40.373000,emine.kuscu,2021-01-05 07:08:40.373000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,215,346,,
347,199,BO,0000000021,2020-11-30 00:00:00,,103.01.010,B,0001467,ISB,1278,,,5740,102.01.010,,,,,,emine.kuscu,2020-11-30 10:03:50.380000,emine.kuscu,2020-11-30 10:03:50.380000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,199,347,,
348,216,BO,0000000025,2020-12-31 00:00:00,,103.01.010,B,0001467,ISB,1278,,,7303,102.01.010,,,,,,emine.kuscu,2021-01-05 07:08:40.377000,emine.kuscu,2021-01-05 07:08:40.377000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,216,348,,
349,194,BO,0000000019,2020-11-02 00:00:00,,103.01.040,B,314303 ,DNB,2210,,,5499,102.01.040,,,,,,emine.kuscu,2020-11-06 15:36:20.213000,emine.kuscu,2020-11-06 15:36:41.850000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,194,349,,
350,217,BO,0000000025,2020-12-31 00:00:00,,103.01.010,B,0001467,ISB,1278,,,7303,102.01.010,,,,,,emine.kuscu,2021-01-05 07:08:40.377000,emine.kuscu,2021-01-05 07:08:40.377000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,217,350,,
351,200,BO,0000000021,2020-11-30 00:00:00,,103.01.010,B,0001467,ISB,1278,,,5740,102.01.010,,,,,,emine.kuscu,2020-11-30 10:03:50.383000,emine.kuscu,2020-11-30 10:03:50.383000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,200,351,,
352,201,BO,0000000021,2020-11-30 00:00:00,,103.01.010,B,0001467,ISB,1278,,,5740,102.01.010,,,,,,emine.kuscu,2020-11-30 10:03:50.383000,emine.kuscu,2020-11-30 10:03:50.383000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,201,352,,
353,218,BO,0000000025,2020-12-31 00:00:00,,103.01.010,B,0001467,ISB,1278,,,7303,102.01.010,,,,,,emine.kuscu,2021-01-05 07:08:40.380000,emine.kuscu,2021-01-05 07:08:40.380000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,218,353,,
354,205,BO,0000000022,2020-11-30 00:00:00,,103.01.030,B,50401471-5025,ZER,2406,,,5742,102.01.030,,,,,,emine.kuscu,2020-11-30 10:26:44.217000,emine.kuscu,2020-11-30 10:26:44.217000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,205,354,,
355,202,BO,0000000021,2020-11-30 00:00:00,,103.01.010,B,0001467,ISB,1278,,,5740,102.01.010,,,,,,emine.kuscu,2020-11-30 10:03:50.383000,emine.kuscu,2020-11-30 10:03:50.383000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,202,355,,
356,224,BO,0000000027,2020-12-31 00:00:00,,103.01.040,B,314303 ,DNB,2210,,,7305,102.01.040,,,,,,emine.kuscu,2021-01-05 07:10:17.673000,emine.kuscu,2021-01-05 07:10:19.447000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,224,356,,
357,209,BO,0000000024,2021-12-31 00:00:00,,103.01.030,B,50401471-5025,ZER,2406,,,7283,102.01.030,,,,,,emine.kuscu,2021-01-04 08:21:58.190000,emine.kuscu,2021-01-04 08:21:58.190000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,209,357,,
358,210,BO,0000000024,2021-12-31 00:00:00,,103.01.030,B,50401471-5025,ZER,2406,,,7283,102.01.030,,,,,,emine.kuscu,2021-01-04 08:21:58.193000,emine.kuscu,2021-01-04 08:21:58.193000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,210,358,,
359,195,BO,0000000020,2020-11-06 00:00:00,,103.01.010,B,0001467,ISB,1278,,,5500,102.01.010,,,,,,emine.kuscu,2020-11-06 15:37:42.447000,emine.kuscu,2020-11-06 15:37:54.443000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,195,359,,
360,203,BO,0000000021,2020-11-30 00:00:00,,103.01.010,B,0001467,ISB,1278,,,5740,102.01.010,,,,,,emine.kuscu,2020-11-30 10:03:50.387000,emine.kuscu,2020-11-30 10:03:50.387000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,203,360,,
361,155,BO,0000000013,2020-03-01 00:00:00,,103.01.030,B,50401471-5025,ZER,2406,,,1807,102.01.030,,,,,,emine.kuscu,2020-07-22 12:24:44.707000,melek.atli,2020-07-23 15:48:05.960000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,155,361,,
366,206,BO,0000000023,2020-11-30 00:00:00,,103.01.040,B,314303 ,DNB,2210,,,6072,102.01.040,,,,,,emine.kuscu,2020-12-14 10:59:21.317000,emine.kuscu,2020-12-14 10:59:25.017000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,206,366,,
376,188,1,0000000003,2020-09-22 00:00:00,,101.01.001,B,9098688,GAR,0373,,,4815,101.02.002,,,,,,emine.kuscu,2020-09-23 08:40:09.520000,Orbital,2020-12-14 16:12:30.890000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,188,376,,
376,207,B,0000000003,2020-10-02 00:00:00,,101.02.002,B,9098688,GAR,0373,,,6073,102.02.001,,,,,,Orbital,2020-12-14 16:14:47.303000,Orbital,2020-12-14 16:15:17.333000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,207,376,,
390,211,BO,0000000024,2021-12-31 00:00:00,,103.01.030,B,50401471-5025,ZER,2406,,,7283,102.01.030,,,,,,emine.kuscu,2021-01-04 08:21:58.193000,emine.kuscu,2021-01-04 08:21:58.193000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,211,390,,
391,225,BO,0000000027,2020-12-31 00:00:00,,103.01.040,B,314303 ,DNB,2210,,,7305,102.01.040,,,,,,emine.kuscu,2021-01-05 07:10:17.673000,emine.kuscu,2021-01-05 07:10:17.673000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,225,391,,
394,226,0,0000000003,2023-12-01 00:00:00,,101.01.001,C,120.01.001,,,,,,120.01.001,,,,,,harun,2023-12-01 16:09:53.317000,harun,2023-12-01 16:10:03.057000,01,,,,,,,,,1900-01-01 00:00:00,2023-12-01 16:10:03.033000,0,False,226,394,,
395,196,0,0000000002,2020-11-27 00:00:00,,101.01.001,C,320.01.038,,,,,5736,320.01.038,,,,,,emine.kuscu,2020-11-30 07:25:01.750000,emine.kuscu,2020-11-30 07:25:19.217000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,196,395,,
396,212,BO,0000000024,2021-12-31 00:00:00,,103.01.030,B,50401471-5025,ZER,2406,,,7283,102.01.030,,,,,,emine.kuscu,2021-01-04 08:21:58.193000,emine.kuscu,2021-01-04 08:21:58.193000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,212,396,,
401,213,BO,0000000024,2021-12-31 00:00:00,,103.01.030,B,50401471-5025,ZER,2406,,,7283,102.01.030,,,,,,emine.kuscu,2021-01-04 08:21:58.197000,emine.kuscu,2021-01-04 08:21:58.197000,01,,,,,,,,,1900-01-01 00:00:00,2022-02-14 00:47:45.443000,0,,213,401,,
445,243,0,0000000007,2024-03-11 00:00:00,,101.01.001,C,1111,,,,,,120.01.00,,,,,,gulsah,2024-03-11 22:52:55.563000,gulsah,2024-03-11 22:52:55.780000,G,R,,,,,,,,2024-03-11 22:52:55.613000,2024-03-11 22:52:55.710000,0,False,243,445,KGShop,KGShop
450,259,0,0000000017,2024-05-15 00:00:00,,101.01.001,C,TESTX,,,,,,,,,,,,gulsah,2024-05-15 00:28:17.080000,gulsah,2024-05-15 00:28:17.273000,01,,,,,,,,,1900-01-01 00:00:00,2024-05-15 00:28:17.170000,0,False,259,450,KGShop,KGShop
453,245,0,0000000008,2024-03-12 00:00:00,,101.01.001,C,120.01.006,,,,,,120.01.006,,,,,,k,2024-03-12 10:54:21.067000,k,2024-03-12 10:54:21.997000,111,,,,,,,,,2024-03-12 10:54:21.120000,2024-03-12 10:54:21.423000,0,False,245,453,KGShop,KGShop
454,282,1,0000000012,2024-10-10 00:00:00,,101.01.001,B,0043305,AKB,0785,,,,101.02.050,,,,,,Samet,2024-10-10 20:38:42.973000,Samet,2024-10-10 20:38:44.050000,01,,,,,,,,,1900-01-01 00:00:00,2024-10-10 20:38:43.337000,0,False,282,454,KGShop,KGShop
457,261,0,0000000019,2024-05-15 00:00:00,,101.01.001,C,120.01.006,,,,,,120.01.006,,,,,,k,2024-05-15 23:47:52.400000,k,2024-05-15 23:47:53.100000,01,,,,,,,,,1900-01-01 00:00:00,2024-05-15 23:47:53.007000,0,False,261,457,KGShop,KGShop
460,227,1,0000000004,2023-12-18 00:00:00,,121.01.001,B,0043305,AKB,0785,,,,121.02.050,,,,,,harun,2023-12-18 12:14:49.240000,harun,2023-12-18 12:14:49.383000,01,,,,,,,,,1900-01-01 00:00:00,2023-12-18 12:14:49.340000,0,False,227,460,,
460,229,B,0000000004,2023-12-18 00:00:00,,121.02.050,B,0043305,AKB,0785,,,,102.01.050,,,,,,harun,2023-12-18 12:15:39.670000,harun,2023-12-18 12:15:39.770000,01,,,,,,,,,1900-01-01 00:00:00,2023-12-18 12:15:39.757000,0,False,229,460,,
461,228,1,0000000004,2023-12-18 00:00:00,,121.01.001,B,0043305,AKB,0785,,,,121.02.050,,,,,,harun,2023-12-18 12:14:49.247000,harun,2023-12-18 12:14:49.393000,01,,,,,,,,,1900-01-01 00:00:00,2023-12-18 12:14:49.387000,0,False,228,461,,
463,230,0,0000000004,2024-02-18 00:00:00,,101.01.001,C,120.01.001,,,,,,120.01.001,,,,,,gulsah,2024-02-18 01:55:18.517000,gulsah,2024-02-18 01:55:18.647000,01,,,,,,,,,1900-01-01 00:00:00,2024-02-18 01:55:18.590000,0,False,230,463,KGShop,KGShop
464,231,1,0000000005,2024-02-18 00:00:00,,101.01.001,B,DD,DNM,DD,,,,,,,,,,gulsah,2024-02-18 01:57:12.693000,gulsah,2024-02-18 01:57:12.740000,1,,,,,,,,,1900-01-01 00:00:00,2024-02-18 01:57:12.727000,0,False,231,464,KGShop,KGShop
464,232,3,0000000001,2024-02-18 00:00:00,,101.01.001,C,1111,DNM,DD,,,,,,,,,,gulsah,2024-02-18 01:59:30.157000,gulsah,2024-02-18 01:59:30.217000,1,,,,,,,,,1900-01-01 00:00:00,2024-02-18 01:59:30.200000,0,False,232,464,KGShop,KGShop
464,281,1,0000000012,2024-10-10 00:00:00,,101.01.001,B,0043305,AKB,0785,,,,101.02.050,,,,,,Samet,2024-10-10 20:38:42.957000,Samet,2024-10-10 20:38:44.080000,1,,,,,,,,,1900-01-01 00:00:00,2024-10-10 20:38:44.053000,0,False,281,464,KGShop,KGShop
465,233,2,0000000001,2024-02-18 00:00:00,,101.01.001,B,DD,DNM,DD,,,,,,,,,,gulsah,2024-02-18 02:17:39.090000,gulsah,2024-02-18 02:17:39.213000,1,,,,,,,,,1900-01-01 00:00:00,2024-02-18 02:17:39.150000,0,False,233,465,KGShop,KGShop
465,234,3,0000000002,2024-02-18 00:00:00,,101.01.001,C,1111,DNM,DD,,,,,,,,,,gulsah,2024-02-18 02:17:52.867000,gulsah,2024-02-18 02:17:52.910000,1,,,,,,,,,1900-01-01 00:00:00,2024-02-18 02:17:52.900000,0,False,234,465,KGShop,KGShop
465,235,0,0000000005,2024-02-18 00:00:00,,101.01.001,C,1111,,,,,,,,,,,,gulsah,2024-02-18 02:18:13.170000,gulsah,2024-02-18 02:18:13.223000,1,,,,,,,,,1900-01-01 00:00:00,2024-02-18 02:18:13.210000,0,False,235,465,KGShop,KGShop
465,236,MP,0000000001,2024-02-18 00:00:00,,101.01.001,C,1111,,,,,,,,,,,,gulsah,2024-02-18 02:18:32.860000,gulsah,2024-02-18 02:18:32.917000,1,,,,,,,,,1900-01-01 00:00:00,2024-02-18 02:18:32.907000,0,False,236,465,KGShop,KGShop
469,237,0,0000000006,2024-02-20 00:00:00,,121.01.001,C,120.01.010,,,,,,120.01.010,,,,,,k,2024-02-20 18:05:49.077000,k,2024-02-20 18:05:49.303000,G,,,,,,,,,1900-01-01 00:00:00,2024-02-20 18:05:49.243000,0,False,237,469,KGShop,KGShop
470,239,1,0000000006,2024-02-21 00:00:00,,101.01.001,B,0043305,AKB,0785,,,,101.02.050,,,,,,k,2024-02-21 22:57:44.207000,k,2024-02-21 22:57:44.730000,AA,,,,,,,,,1900-01-01 00:00:00,2024-02-21 22:57:44.710000,0,False,239,470,KGShop,KGShop
471,241,1,0000000007,2024-03-11 00:00:00,,101.01.001,B,DD,DNM,DD,,,,,,,,,,mert,2024-03-11 22:37:14.990000,mert,2024-03-11 22:37:15.227000,1,,,,,,,,,1900-01-01 00:00:00,2024-03-11 22:37:15.147000,0,False,241,471,KGShop,KGShop
471,242,3,0000000003,2024-03-11 00:00:00,,101.01.001,B,DD,DNM,DD,,,,,,,,,,gulsah,2024-03-11 22:40:32.710000,gulsah,2024-03-11 22:40:33.360000,1,,,,,,,,,1900-01-01 00:00:00,2024-03-11 22:40:32.800000,0,False,242,471,KGShop,KGShop
471,244,0,0000000008,2024-03-12 00:00:00,,101.01.001,C,120.01.006,,,,,,120.01.006,,,,,,k,2024-03-12 10:54:21.040000,k,2024-03-12 10:54:22.020000,1,,,,,,,,,2024-03-12 10:54:21.150000,2024-03-12 10:54:22,0,False,244,471,KGShop,KGShop
472,246,0,0000000009,2024-03-12 00:00:00,,101.01.001,C,120.01.003,,,,,,120.01.003,,,,,,Guray,2024-03-12 13:23:32.037000,Guray,2024-03-12 13:23:32.310000,01,,,,,,,,,1900-01-01 00:00:00,2024-03-12 13:23:32.217000,0,False,246,472,KGShop,KGShop
472,247,3,0000000004,2024-03-15 00:00:00,,101.01.001,C,120.01.003,,,,,,120.01.003,,,,,,Guray,2024-03-12 13:24:20.500000,Guray,2024-03-12 13:24:20.610000,01,,,,,,,,,1900-01-01 00:00:00,2024-03-12 13:24:20.590000,0,False,247,472,KGShop,KGShop
472,248,1,0000000008,2024-03-18 00:00:00,,101.01.001,B,101880-1,AND,9480,,,,,,,,,,Guray,2024-03-12 13:25:29.200000,Guray,2024-03-12 13:25:29.340000,01,,,,,,,,,1900-01-01 00:00:00,2024-03-12 13:25:29.320000,0,False,248,472,KGShop,KGShop
472,249,3,0000000005,2024-03-19 00:00:00,,101.01.001,B,101880-1,AND,9480,,,,,,,,,,Guray,2024-03-12 13:52:40.920000,Guray,2024-03-12 13:52:41.023000,01,,,,,,,,,1900-01-01 00:00:00,2024-03-12 13:52:40.990000,0,False,249,472,KGShop,KGShop
476,258,0,0000000016,2024-05-14 00:00:00,,101.01.001,C,320.02.056,,,,,,,,,,,,gulsah,2024-05-14 23:54:23.310000,gulsah,2024-05-14 23:54:23.890000,1,,,,,,,,,1900-01-01 00:00:00,2024-05-14 23:54:23.410000,0,False,258,476,KGShop,KGShop
478,250,0,0000000010,2024-05-07 00:00:00,,101.01.001,C,120.01.003,,,,,,120.01.003,,,,,,gulsah,2024-05-07 01:39:07.440000,dbo,2024-05-07 01:42:19.377000,1,,,,,,,,,2024-05-07 01:42:19.023000,2024-05-07 01:42:19.350000,0,False,250,478,KGShop,KGEntegrator
479,251,0,0000000011,2024-05-08 00:00:00,,101.01.001,C,120.01.008,,,,,,120.01.008,,,,,,k,2024-05-08 10:53:03.150000,dbo,2024-05-08 10:54:12.967000,111,,,,,,,,,2024-05-08 10:54:09.560000,2024-05-08 10:54:12.637000,0,False,251,479,KGShop,KGEntegrator
480,252,0,0000000012,2024-05-08 00:00:00,,101.01.001,C,1111,,,,,,120.01.00,,,,,,k,2024-05-08 16:13:53.590000,dbo,2024-05-08 16:26:15.590000,01,,,,,,,,,2024-05-08 16:26:12.100000,2024-05-08 16:26:15.563000,0,False,252,480,KGShop,KGEntegrator
481,253,0,0000000013,2024-05-08 00:00:00,,101.01.001,C,120.01.016,,,,,,120.01.016,,,,,,k,2024-05-08 16:44:30.940000,k,2024-05-08 16:44:31.163000,01,,,,,,,,,1900-01-01 00:00:00,2024-05-08 16:44:31.143000,0,False,253,481,KGShop,KGShop
482,262,0,0000000020,2024-05-15 00:00:00,,101.01.001,C,120.01.014,,,,,,320.01.004,,,,,,k,2024-05-15 23:57:03.770000,k,2024-05-15 23:57:04.510000,G,,,,,,,,,1900-01-01 00:00:00,2024-05-15 23:57:04.117000,0,False,262,482,KGShop,KGShop
483,254,0,0000000014,2024-05-08 00:00:00,,101.01.001,C,120.01.011,,,,,,120.01.011,,,,,,k,2024-05-08 18:02:47.860000,k,2024-05-08 18:02:49.473000,111,,,,,,,,,1900-01-01 00:00:00,2024-05-08 18:02:49.410000,0,False,254,483,KGShop,KGShop
484,255,0,0000000015,2024-05-09 00:00:00,,101.01.001,C,TESTCARI,,,,,,100.01.001,,,,,,k,2024-05-09 14:49:50.350000,dbo,2024-05-09 17:16:38.770000,a,,,,,,,,,2024-05-09 17:16:33.357000,2024-05-09 17:16:38.733000,0,False,255,484,KGShop,KGEntegrator
485,257,1,0000000009,2024-05-09 00:00:00,,101.01.001,B,314303-366,DNB,2210,,,,,,,,,,k,2024-05-09 18:04:25.207000,k,2024-05-09 18:04:25.517000,1,,,,,,,,,1900-01-01 00:00:00,2024-05-09 18:04:25.420000,0,False,257,485,KGShop,KGShop
486,280,1,0000000012,2024-10-10 00:00:00,,101.01.001,B,0043305,AKB,0785,,,,101.02.050,,,,,,Samet,2024-10-10 20:38:42.937000,Samet,2024-10-10 20:38:44.103000,a,,,,,,,,,1900-01-01 00:00:00,2024-10-10 20:38:44.083000,0,False,280,486,KGShop,KGShop
486,287,B,0000000006,2025-02-27 00:00:00,,101.02.050,B,0043305,AKB,0785,,,,102.01.050,,,,,,Samet,2025-02-27 22:36:41.860000,Samet,2025-02-27 22:36:42.050000,a,,,,,,,,,1900-01-01 00:00:00,2025-02-27 22:36:41.967000,0,False,287,486,KGShop_ERKAN,KGShop_ERKAN
487,288,0,0000000025,2025-04-09 00:00:00,,101.01.001,C,11122,,,,,,100.01.003,,,,,,Samet,2025-04-09 02:55:35.453000,Samet,2025-04-09 02:55:36.787000,1,,,,,,,,,1900-01-01 00:00:00,2025-04-09 02:55:35.813000,0,False,288,487,KGShop,KGShop
488,260,0,0000000018,2024-05-15 00:00:00,,121.01.001,C,TESTCARI,,,,,,,,,,,,gulsah,2024-05-15 00:35:16.457000,gulsah,2024-05-15 00:35:16.513000,1,,,,,,,,,1900-01-01 00:00:00,2024-05-15 00:35:16.503000,0,False,260,488,KGShop,KGShop
490,263,0,0000000021,2024-06-04 00:00:00,,100.01.002,C,120.01.007,,,,,,120.01.007,,,,,,harun,2024-06-04 11:44:58.377000,harun,2024-06-04 11:44:58.540000,01,,,,,,,,,1900-01-01 00:00:00,2024-06-04 11:44:58.473000,0,False,263,490,KGShop,KGShop
492,264,0,0000000022,2024-07-05 00:00:00,,121.01.001,C,11122,,,,,,,,,,,,harun,2024-07-05 11:08:20.683000,harun,2024-07-05 11:08:20.883000,1,,,,,,,,,1900-01-01 00:00:00,2024-07-05 11:08:20.793000,0,False,264,492,KGShop,KGShop
493,265,1,0000000010,2024-07-05 00:00:00,,121.01.001,B,0043305,AKB,0785,,,,121.02.050,,,,,,harun,2024-07-05 11:09:02.373000,harun,2024-07-05 11:09:02.503000,1,,,,,,,,,1900-01-01 00:00:00,2024-07-05 11:09:02.470000,0,False,265,493,KGShop,KGShop
494,266,1,0000000010,2024-07-05 00:00:00,,121.01.001,B,0043305,AKB,0785,,,,121.02.050,,,,,,harun,2024-07-05 11:09:02.383000,harun,2024-07-05 11:09:02.530000,1,,,,,,,,,1900-01-01 00:00:00,2024-07-05 11:09:02.510000,0,False,266,494,KGShop,KGShop
494,267,B,0000000005,2024-07-05 00:00:00,,121.02.050,B,0043305,AKB,0785,,,,102.01.050,,,,,,harun,2024-07-05 11:09:30.427000,harun,2024-07-05 11:09:30.543000,1,,,,,,,,,1900-01-01 00:00:00,2024-07-05 11:09:30.513000,0,False,267,494,KGShop,KGShop
495,268,1,0000000011,2024-08-08 00:00:00,,121.01.001,B,ABC,ABC,ABC,,,,,,,,,,harun,2024-08-08 14:22:41.370000,harun,2024-08-08 14:22:41.603000,1,,,,,,,,,1900-01-01 00:00:00,2024-08-08 14:22:41.487000,0,False,268,495,KGShop,KGShop
495,269,MP,0000000002,2024-08-08 00:00:00,,321.04.001,C,a,ABC,ABC,,,,,,,,,,harun,2024-08-08 14:23:11.040000,harun,2024-08-08 14:23:11.123000,1,,,,,,,,,1900-01-01 00:00:00,2024-08-08 14:23:11.107000,0,False,269,495,KGShop,KGShop
496,270,0,0000000023,2024-08-09 00:00:00,,,C,120.01.011,,,,,,120.01.011,,,,,,Samet,2024-08-09 16:18:59.643000,dbo,2024-08-12 12:15:05.480000,a,,,,,,,,,2024-08-12 12:14:57.620000,2024-08-12 12:15:05.420000,0,False,270,496,KGShop,KGEntegrator
498,286,T,0000000001,2025-02-17 00:00:00,,100.01.002,K,K001,Vakıfbank,Emlakkent /Çorl,,,,100.01.001,,,,,,OZKAN,2025-02-17 17:18:03.867000,OZKAN,2025-02-17 17:18:04.200000,1,,,,,,,,,1900-01-01 00:00:00,2025-02-17 17:18:03.963000,0,False,286,498,KGShop,KGShop
499,284,1,0000000014,2024-12-25 00:00:00,,121.01.001,B,cc,CCC,ccc,,,,,,,,,,OZKAN,2024-12-25 12:01:44.840000,OZKAN,2024-12-25 12:01:44.913000,1,,,,,,,,,1900-01-01 00:00:00,2024-12-25 12:01:44.893000,0,False,284,499,KGShop,KGShop
500,285,0,0000000024,2025-02-05 00:00:00,,121.01.001,C,120.01.012,,,,,,120.01.012,,,,,,Samet,2025-02-05 01:47:49.223000,Samet,2025-02-05 01:47:49.457000,AA,,,,,,,,,1900-01-01 00:00:00,2025-02-05 01:47:49.403000,0,False,285,500,KGShop,KGShop
