SipNo,AvTip,Coninx,Odinx,Fisinx,EvrakNo,Tutar,ParaCinsi,Vade,Tanim,PortfoyNo,kgid,insUN,insDT,insApp,updUN,updDT,updApp
12352,k,23323,0,29132,3804,2000.0000000000,US,,,,759,,,,,,
12355,k,23151,0,28839,3792,520.0000000000,US,,,,760,,,,,,
12359,k,23188,0,28902,3793,700.0000000000,US,,,,761,,,,,,
12369,k,23385,0,29248,3808,1500.0000000000,US,,,,762,,,,,,
12402,k,23225,0,28950,3797,200.0000000000,US,,,,763,,,,,,
12406,k,23227,0,28952,3798,32.0000000000,US,,,,764,,,,,,
12408,k,23228,0,28953,3799,322.0000000000,US,,,,765,,,,,,
12415,k,23234,0,28966,3800,2120.0000000000,US,,,,766,,,,,,
12442,k,23300,0,29105,3803,1200.0000000000,US,,,,767,,,,,,
12458,k,23381,0,29244,3807,4510.0000000000,US,,,,768,,,,,,
12490,k,23520,0,29494,3828,6147.4500000000,US,,,,769,,,,,,
12491,k,23416,0,29294,3809,920.0000000000,US,,,,770,,,,,,
12502,k,23434,0,29328,3811,590.0000000000,US,,,,771,,,,,,
12504,k,23445,0,29364,3814,7500.0000000000,US,,,,772,,,,,,
12504,k,23446,0,29365,3815,275.0000000000,US,,,,773,,,,,,
12505,k,23435,0,29329,3812,150.0000000000,US,,,,774,,,,,,
12506,k,23444,0,29363,3813,10.0000000000,US,,,,775,,,,,,
12506,k,23472,0,29402,3819,1000.0000000000,US,,,,776,,,,,,
12513,k,23447,0,29366,3816,879.0000000000,US,,,,777,,,,,,
12513,k,23448,0,29367,3817,21.0000000000,US,,,,778,,,,,,
12530,k,24028,0,30344,3885,500.0000000000,US,,,,779,,,,,,
12531,k,23875,0,30069,3860,500.0000000000,US,,,,780,,,,,,
12544,k,23490,0,29426,3821,90.0000000000,US,,,,781,,,,,,
12551,k,23495,0,29434,3822,2500.0000000000,US,,,,782,,,,,,
12555,k,23506,0,29454,3824,200.0000000000,US,,,,783,,,,,,
12563,k,23514,0,29478,3827,1700.0000000000,US,,,,784,,,,,,
12569,k,23512,0,29476,3825,350.0000000000,US,,,,785,,,,,,
12576,k,23513,0,29477,3826,114.0000000000,US,,,,786,,,,,,
12589,k,23523,0,29499,3830,1000.0000000000,US,,,,787,,,,,,
12589,k,23546,0,29530,3832,1000.0000000000,US,,,,788,,,,,,
12599,k,23522,0,29498,3829,149.0000000000,US,,,,789,,,,,,
12605,k,23545,0,29529,3831,100.0000000000,US,,,,790,,,,,,
12606,k,23549,0,29533,3834,7600.0000000000,US,,,,791,,,,,,
12614,k,23550,0,29537,3835,500.0000000000,US,,,,792,,,,,,
12635,k,23577,0,29586,3836,1000.0000000000,US,,,,793,,,,,,
12651,k,23595,0,29616,3837,340.0000000000,US,,,,794,,,,,,
12653,k,23624,0,29648,3838,790.0000000000,US,,,,795,,,,,,
12657,k,23626,0,29650,3839,230.0000000000,US,,,,796,,,,,,
12666,k,23669,0,29732,3842,2000.0000000000,US,,,,797,,,,,,
12667,k,23668,0,29731,3841,3000.0000000000,US,,,,798,,,,,,
12668,k,23662,0,29720,3840,0E-10,US,,,,799,,,,,,
12668,k,23663,0,29721,3841,7150.0000000000,US,,,,800,,,,,,
12675,k,23670,0,29733,3843,1500.0000000000,US,,,,801,,,,,,
12676,k,23671,0,29734,3844,200.0000000000,US,,,,802,,,,,,
12701,k,23730,0,29820,3848,800.0000000000,US,,,,803,,,,,,
12743,k,23761,0,29865,3849,100.0000000000,US,,,,804,,,,,,
12743,k,23796,0,29933,3851,570.0000000000,US,,,,805,,,,,,
12755,k,23784,0,29915,3850,1000.0000000000,US,,,,806,,,,,,
12767,k,23813,0,29957,3852,2000.0000000000,US,,,,807,,,,,,
12777,k,23818,0,29967,3853,1000.0000000000,US,,,,808,,,,,,
12779,k,23819,0,29968,3853,2520.0000000000,US,,,,809,,,,,,
12787,k,23822,0,29971,3855,4000.0000000000,US,,,,810,,,,,,
12800,k,23845,0,30001,3857,90.0000000000,US,,,,811,,,,,,
12800,k,23919,0,30120,3866,1700.0000000000,US,,,,812,,,,,,
12805,k,23867,0,30053,3858,1700.0000000000,US,,,,813,,,,,,
12807,k,23920,0,30121,3867,300.0000000000,US,,,,814,,,,,,
12809,k,23876,0,30070,3861,4000.0000000000,US,,,,815,,,,,,
12816,k,23878,0,30074,3862,300.0000000000,US,,,,816,,,,,,
12826,k,23911,0,30112,3863,170.0000000000,US,,,,817,,,,,,
12827,k,23917,0,30118,3864,250.0000000000,US,,,,818,,,,,,
12828,k,23918,0,30119,3865,28.0000000000,US,,,,819,,,,,,
12835,k,23921,0,30122,3868,1250.0000000000,US,,,,820,,,,,,
12838,k,23922,0,30123,3869,500.0000000000,US,,,,821,,,,,,
12840,k,23923,0,30124,3870,500.0000000000,US,,,,822,,,,,,
12843,k,23924,0,30125,3871,520.0000000000,US,,,,823,,,,,,
12844,k,23925,0,30126,3872,824.0000000000,US,,,,824,,,,,,
12852,k,23950,0,30225,3880,5000.0000000000,US,,,,825,,,,,,
12870,k,23956,0,30234,3882,200.0000000000,US,,,,826,,,,,,
12891,k,24080,0,30403,3894,5000.0000000000,US,,,,827,,,,,,
12891,k,24116,0,30442,3895,10000.0000000000,US,,,,828,,,,,,
12913,k,24030,0,30349,3886,1000.0000000000,US,,,,829,,,,,,
12914,k,24031,0,30350,3887,3000.0000000000,US,,,,830,,,,,,
12925,k,24027,0,30343,3884,1860.0000000000,US,,,,831,,,,,,
12942,k,24035,0,30354,3890,500.0000000000,US,,,,832,,,,,,
12943,k,24032,0,30351,3888,0E-10,US,,,,833,,,,,,
12943,k,24033,0,30352,3889,3505.0000000000,US,,,,834,,,,,,
12953,k,24036,0,30355,3891,300.0000000000,US,,,,835,,,,,,
12962,k,24073,0,30392,3893,300.0000000000,US,,,,836,,,,,,
12989,k,24133,0,30470,3897,200.0000000000,US,,,,837,,,,,,
12994,k,24132,0,30469,3896,1000.0000000000,US,,,,838,,,,,,
13004,k,24142,0,30502,3898,370.0000000000,US,,,,839,,,,,,
13005,k,24143,0,30503,3899,712.0000000000,US,,,,840,,,,,,
13006,k,24144,0,30504,3900,325.0000000000,US,,,,841,,,,,,
13019,k,24156,0,30516,3902,900.0000000000,US,,,,842,,,,,,
13021,k,24155,0,30515,3901,300.0000000000,US,,,,843,,,,,,
13031,k,24163,0,30528,3903,1152.0000000000,US,,,,844,,,,,,
13037,k,24176,0,30554,3904,1218.0000000000,US,,,,845,,,,,,
13038,k,24177,0,30555,3905,612.0000000000,US,,,,846,,,,,,
13040,k,24179,0,30557,3906,500.0000000000,US,,,,847,,,,,,
13050,k,24184,0,30563,3909,1800.0000000000,US,,,,848,,,,,,
13054,k,24183,0,30562,3908,1072.0000000000,US,,,,849,,,,,,
13055,k,24187,0,30568,3910,1800.0000000000,US,,,,850,,,,,,
13065,k,24200,0,30585,3911,2000.0000000000,US,,,,851,,,,,,
14571,k,27963,0,37418,4123,2000.0000000000,US,,kapora,,852,,,,,,
15476,k,27744,0,36988,4106,500.0000000000,US,,Avans,,853,,,,,,
15716,k,27723,0,36930,4103,500.0000000000,EU,,,,854,,,,,,
15741,k,27748,0,36992,4107,1000.0000000000,US,,kapora,,855,,,,,,
15755,k,27763,0,37017,4108,903.0000000000,US,,kapora,,856,,,,,,
15765,k,27769,0,37030,4110,4500.0000000000,US,,kapora,,857,,,,,,
15769,k,27770,0,37031,4111,100.0000000000,US,,kapora,,858,,,,,,
15848,k,27868,0,37240,4116,1742.0000000000,US,,kapora,,859,,,,,,
15860,k,27869,0,37241,4117,6320.0000000000,US,,kapora ,,860,,,,,,
15882,k,27901,0,37310,4119,500.0000000000,US,,kapora,,861,,,,,,
15914,k,27964,0,37419,4124,500.0000000000,US,,kapora,,862,,,,,,
15932,k,28000,0,37477,4127,1100.0000000000,US,,kapora,,863,,,,,,
15957,k,28001,0,37478,4128,110.0000000000,US,,kapora,,864,,,,,,
16031,k,28088,0,37640,4133,526.0000000000,US,,kapora,,865,,,,,,
16253,k,28468,0,38412,4156,228.0000000000,US,,,,866,,,,,,
19480,k,31934,0,44623,EIR2023000000009,232.0000000000,TL,,,,867,UMUT,2023-11-29 15:26:19.393000,,,,
22501,a,32956,4,45647,virml68,10000.0000000000,TL,,,,869,gulsah,2024-02-10 21:51:23.327000,KGShop,,,
22501,k,32955,4,45646,EIR2023000000011,4000.0000000000,TL,,,,868,gulsah,2024-02-10 21:50:18.067000,KGShop,,,
22536,b,2787,0,2787,,,,,,,872,Guray,2024-03-15 12:05:50.930000,KGShop,,,
22536,c,474,0,474,,,,,,,871,Guray,2024-03-15 12:04:28.847000,KGShop,,,
22536,k,33013,0,45703,EIR2023000000032,2500.0000000000,TL,,,,870,Guray,2024-03-15 12:02:24.907000,KGShop,,,
