SKod,Modul,MKod,kgid,insUN,insDT,insApp,updUN,updDT,updApp
119921,B,157,21760,,,,,,
119921,B,158,21761,,,,,,
119921,B,159,21762,,,,,,
119921,B,160,21763,,,,,,
119921,B,161,21764,,,,,,
119921,B,162,21765,,,,,,
119921,B,168,21766,,,,,,
119921,B,206,21767,,,,,,
119921,B,207,21768,,,,,,
119922,B,155,21769,,,,,,
119922,B,156,21770,,,,,,
119922,B,157,21771,,,,,,
119922,B,158,21772,,,,,,
119922,B,159,21773,,,,,,
119922,B,160,21774,,,,,,
119922,B,161,21775,,,,,,
119922,B,162,21776,,,,,,
119922,B,168,21777,,,,,,
119922,B,206,21778,,,,,,
119922,B,207,21779,,,,,,
119923,B,155,21780,,,,,,
119923,B,156,21781,,,,,,
119923,B,157,21782,,,,,,
119923,B,158,21783,,,,,,
119923,B,159,21784,,,,,,
119923,B,160,21785,,,,,,
119923,B,161,21786,,,,,,
119923,B,162,21787,,,,,,
119923,B,168,21788,,,,,,
119923,B,206,21789,,,,,,
119923,B,207,21790,,,,,,
119924,B,155,21791,,,,,,
119924,B,156,21792,,,,,,
119924,B,157,21793,,,,,,
119924,B,158,21794,,,,,,
119924,B,159,21795,,,,,,
119924,B,160,21796,,,,,,
119924,B,161,21797,,,,,,
119924,B,162,21798,,,,,,
119924,B,168,21799,,,,,,
119924,B,206,21800,,,,,,
119924,B,207,21801,,,,,,
119925,B,155,21802,,,,,,
119925,B,156,21803,,,,,,
119925,B,157,21804,,,,,,
119925,B,158,21805,,,,,,
119925,B,159,21806,,,,,,
119925,B,160,21807,,,,,,
119925,B,161,21808,,,,,,
119925,B,162,21809,,,,,,
119925,B,168,21810,,,,,,
119925,B,206,21811,,,,,,
119925,B,207,21812,,,,,,
119926,B,155,21813,,,,,,
119926,B,156,21814,,,,,,
119926,B,157,21815,,,,,,
119926,B,158,21816,,,,,,
119926,B,159,21817,,,,,,
119926,B,160,21818,,,,,,
119926,B,161,21819,,,,,,
119926,B,162,21820,,,,,,
119926,B,168,21821,,,,,,
119926,B,206,21822,,,,,,
119926,B,207,21823,,,,,,
119927,B,155,21824,,,,,,
119927,B,156,21825,,,,,,
119927,B,157,21826,,,,,,
119927,B,158,21827,,,,,,
119927,B,159,21828,,,,,,
119927,B,160,21829,,,,,,
119927,B,161,21830,,,,,,
119927,B,162,21831,,,,,,
119927,B,168,21832,,,,,,
119927,B,206,21833,,,,,,
119927,B,207,21834,,,,,,
119928,B,155,21835,,,,,,
119928,B,156,21836,,,,,,
119928,B,157,21837,,,,,,
119928,B,158,21838,,,,,,
119928,B,159,21839,,,,,,
119928,B,160,21840,,,,,,
119928,B,161,21841,,,,,,
119928,B,162,21842,,,,,,
119928,B,168,21843,,,,,,
119928,B,206,21844,,,,,,
119928,B,207,21845,,,,,,
119929,B,155,21846,,,,,,
119929,B,156,21847,,,,,,
119929,B,157,21848,,,,,,
119929,B,158,21849,,,,,,
119929,B,159,21850,,,,,,
119929,B,160,21851,,,,,,
119929,B,161,21852,,,,,,
119929,B,162,21853,,,,,,
119929,B,168,21854,,,,,,
119929,B,206,21855,,,,,,
119929,B,207,21856,,,,,,
119930,B,155,21857,,,,,,
119930,B,156,21858,,,,,,
119930,B,157,21859,,,,,,
119930,B,158,21860,,,,,,
119930,B,159,21861,,,,,,
119930,B,160,21862,,,,,,
119930,B,161,21863,,,,,,
119930,B,162,21864,,,,,,
119930,B,168,21865,,,,,,
119930,B,206,21866,,,,,,
119930,B,207,21867,,,,,,
119931,B,155,21868,,,,,,
119931,B,156,21869,,,,,,
119931,B,157,21870,,,,,,
119931,B,158,21871,,,,,,
119931,B,159,21872,,,,,,
119931,B,160,21873,,,,,,
119931,B,161,21874,,,,,,
119931,B,162,21875,,,,,,
119931,B,168,21876,,,,,,
119931,B,206,21877,,,,,,
119931,B,207,21878,,,,,,
119932,B,155,21879,,,,,,
119932,B,156,21880,,,,,,
119932,B,157,21881,,,,,,
119932,B,158,21882,,,,,,
119932,B,159,21883,,,,,,
119932,B,160,21884,,,,,,
119932,B,161,21885,,,,,,
119932,B,162,21886,,,,,,
119932,B,168,21887,,,,,,
119932,B,206,21888,,,,,,
119932,B,207,21889,,,,,,
119933,B,155,21890,,,,,,
119933,B,156,21891,,,,,,
119933,B,157,21892,,,,,,
119933,B,158,21893,,,,,,
119933,B,159,21894,,,,,,
119933,B,160,21895,,,,,,
119933,B,161,21896,,,,,,
119933,B,162,21897,,,,,,
119933,B,168,21898,,,,,,
119933,B,206,21899,,,,,,
119933,B,207,21900,,,,,,
119934,B,155,21901,,,,,,
119934,B,156,21902,,,,,,
119934,B,157,21903,,,,,,
119934,B,158,21904,,,,,,
119934,B,159,21905,,,,,,
119934,B,160,21906,,,,,,
119934,B,161,21907,,,,,,
119934,B,162,21908,,,,,,
119934,B,168,21909,,,,,,
119934,B,206,21910,,,,,,
119934,B,207,21911,,,,,,
119935,B,155,21912,,,,,,
119935,B,156,21913,,,,,,
119935,B,157,21914,,,,,,
119935,B,158,21915,,,,,,
119935,B,159,21916,,,,,,
119935,B,160,21917,,,,,,
119935,B,161,21918,,,,,,
119935,B,162,21919,,,,,,
119935,B,168,21920,,,,,,
119935,B,206,21921,,,,,,
119935,B,207,21922,,,,,,
119936,B,155,21923,,,,,,
119936,B,156,21924,,,,,,
119936,B,157,21925,,,,,,
119936,B,158,21926,,,,,,
119936,B,159,21927,,,,,,
119936,B,160,21928,,,,,,
119936,B,161,21929,,,,,,
119936,B,162,21930,,,,,,
119936,B,168,21931,,,,,,
119936,B,206,21932,,,,,,
119936,B,207,21933,,,,,,
119937,B,155,21934,,,,,,
119937,B,156,21935,,,,,,
119937,B,157,21936,,,,,,
119937,B,158,21937,,,,,,
119937,B,159,21938,,,,,,
119937,B,160,21939,,,,,,
119937,B,161,21940,,,,,,
119937,B,162,21941,,,,,,
119937,B,168,21942,,,,,,
119937,B,206,21943,,,,,,
119937,B,207,21944,,,,,,
119938,B,155,21945,,,,,,
119938,B,156,21946,,,,,,
119938,B,157,21947,,,,,,
119938,B,158,21948,,,,,,
119938,B,159,21949,,,,,,
119938,B,160,21950,,,,,,
119938,B,161,21951,,,,,,
119938,B,162,21952,,,,,,
119938,B,168,21953,,,,,,
119938,B,206,21954,,,,,,
119938,B,207,21955,,,,,,
119941,B,155,21956,,,,,,
119941,B,156,21957,,,,,,
119941,B,157,21958,,,,,,
119941,B,158,21959,,,,,,
119941,B,159,21960,,,,,,
119941,B,160,21961,,,,,,
119941,B,161,21962,,,,,,
119941,B,162,21963,,,,,,
119941,B,168,21964,,,,,,
119941,B,206,21965,,,,,,
119941,B,207,21966,,,,,,
119942,B,155,21967,,,,,,
119942,B,156,21968,,,,,,
119942,B,157,21969,,,,,,
119942,B,158,21970,,,,,,
119942,B,159,21971,,,,,,
119942,B,160,21972,,,,,,
119942,B,161,21973,,,,,,
119942,B,162,21974,,,,,,
119942,B,168,21975,,,,,,
119942,B,206,21976,,,,,,
119942,B,207,21977,,,,,,
119943,B,155,21978,,,,,,
119943,B,156,21979,,,,,,
119943,B,157,21980,,,,,,
119943,B,158,21981,,,,,,
119943,B,159,21982,,,,,,
119943,B,160,21983,,,,,,
119943,B,161,21984,,,,,,
119943,B,162,21985,,,,,,
119943,B,168,21986,,,,,,
119943,B,206,21987,,,,,,
119943,B,207,21988,,,,,,
119944,B,155,21989,,,,,,
119944,B,156,21990,,,,,,
119944,B,157,21991,,,,,,
119944,B,158,21992,,,,,,
119944,B,159,21993,,,,,,
119944,B,160,21994,,,,,,
119944,B,161,21995,,,,,,
119944,B,162,21996,,,,,,
119944,B,168,21997,,,,,,
119944,B,206,21998,,,,,,
119944,B,207,21999,,,,,,
119963,B,155,22000,,,,,,
119963,B,156,22001,,,,,,
119963,B,157,22002,,,,,,
119963,B,158,22003,,,,,,
119963,B,159,22004,,,,,,
119963,B,160,22005,,,,,,
119963,B,161,22006,,,,,,
119963,B,162,22007,,,,,,
119963,B,168,22008,,,,,,
119963,B,206,22009,,,,,,
119963,B,207,22010,,,,,,
119964,B,155,22011,,,,,,
119964,B,156,22012,,,,,,
119964,B,157,22013,,,,,,
119964,B,158,22014,,,,,,
119964,B,159,22015,,,,,,
119964,B,160,22016,,,,,,
119964,B,161,22017,,,,,,
119964,B,162,22018,,,,,,
119964,B,168,22019,,,,,,
119964,B,206,22020,,,,,,
119964,B,207,22021,,,,,,
119965,B,155,22022,,,,,,
119965,B,156,22023,,,,,,
119965,B,157,22024,,,,,,
119965,B,158,22025,,,,,,
119965,B,159,22026,,,,,,
119965,B,160,22027,,,,,,
119965,B,161,22028,,,,,,
119965,B,162,22029,,,,,,
119965,B,168,22030,,,,,,
119965,B,206,22031,,,,,,
119965,B,207,22032,,,,,,
119966,B,155,22033,,,,,,
119966,B,156,22034,,,,,,
119966,B,157,22035,,,,,,
119966,B,158,22036,,,,,,
119966,B,159,22037,,,,,,
119966,B,160,22038,,,,,,
119966,B,161,22039,,,,,,
119966,B,162,22040,,,,,,
119966,B,168,22041,,,,,,
119966,B,206,22042,,,,,,
119966,B,207,22043,,,,,,
119967,B,155,22044,,,,,,
119967,B,156,22045,,,,,,
119967,B,157,22046,,,,,,
119967,B,158,22047,,,,,,
119967,B,159,22048,,,,,,
119967,B,160,22049,,,,,,
119967,B,161,22050,,,,,,
119967,B,162,22051,,,,,,
119967,B,168,22052,,,,,,
119967,B,206,22053,,,,,,
119967,B,207,22054,,,,,,
119968,B,155,22055,,,,,,
119968,B,156,22056,,,,,,
119968,B,157,22057,,,,,,
119968,B,158,22058,,,,,,
119968,B,159,22059,,,,,,
119968,B,160,22060,,,,,,
119968,B,161,22061,,,,,,
119968,B,162,22062,,,,,,
119968,B,168,22063,,,,,,
119968,B,206,22064,,,,,,
119968,B,207,22065,,,,,,
119969,B,155,22066,,,,,,
119969,B,156,22067,,,,,,
119969,B,157,22068,,,,,,
119969,B,158,22069,,,,,,
119969,B,159,22070,,,,,,
119969,B,160,22071,,,,,,
119969,B,161,22072,,,,,,
119969,B,162,22073,,,,,,
119969,B,168,22074,,,,,,
119969,B,206,22075,,,,,,
119969,B,207,22076,,,,,,
119970,B,155,22077,,,,,,
119970,B,156,22078,,,,,,
119970,B,157,22079,,,,,,
119970,B,158,22080,,,,,,
119970,B,159,22081,,,,,,
119970,B,160,22082,,,,,,
119970,B,161,22083,,,,,,
119970,B,162,22084,,,,,,
119970,B,168,22085,,,,,,
119970,B,206,22086,,,,,,
119970,B,207,22087,,,,,,
119971,B,155,22088,,,,,,
119971,B,156,22089,,,,,,
119971,B,157,22090,,,,,,
119971,B,158,22091,,,,,,
119971,B,159,22092,,,,,,
119971,B,160,22093,,,,,,
119971,B,161,22094,,,,,,
119971,B,162,22095,,,,,,
119971,B,168,22096,,,,,,
119971,B,206,22097,,,,,,
119971,B,207,22098,,,,,,
119972,B,155,22099,,,,,,
119972,B,156,22100,,,,,,
119972,B,157,22101,,,,,,
119972,B,158,22102,,,,,,
119972,B,159,22103,,,,,,
119972,B,160,22104,,,,,,
119972,B,161,22105,,,,,,
119972,B,162,22106,,,,,,
119972,B,168,22107,,,,,,
119972,B,206,22108,,,,,,
119972,B,207,22109,,,,,,
119973,B,155,22110,,,,,,
119973,B,156,22111,,,,,,
119973,B,157,22112,,,,,,
119973,B,158,22113,,,,,,
119973,B,159,22114,,,,,,
119973,B,160,22115,,,,,,
119973,B,161,22116,,,,,,
119973,B,162,22117,,,,,,
119973,B,168,22118,,,,,,
119973,B,206,22119,,,,,,
119973,B,207,22120,,,,,,
119974,B,155,22121,,,,,,
119974,B,156,22122,,,,,,
119974,B,157,22123,,,,,,
119974,B,158,22124,,,,,,
119974,B,159,22125,,,,,,
119974,B,160,22126,,,,,,
119974,B,161,22127,,,,,,
119974,B,162,22128,,,,,,
119974,B,168,22129,,,,,,
119974,B,206,22130,,,,,,
119974,B,207,22131,,,,,,
119975,B,155,22132,,,,,,
119975,B,156,22133,,,,,,
119975,B,157,22134,,,,,,
119975,B,158,22135,,,,,,
119975,B,159,22136,,,,,,
119975,B,160,22137,,,,,,
119975,B,161,22138,,,,,,
119975,B,162,22139,,,,,,
119975,B,168,22140,,,,,,
119975,B,206,22141,,,,,,
119975,B,207,22142,,,,,,
119976,B,155,22143,,,,,,
119976,B,156,22144,,,,,,
119976,B,157,22145,,,,,,
119976,B,158,22146,,,,,,
119976,B,159,22147,,,,,,
119976,B,160,22148,,,,,,
119976,B,161,22149,,,,,,
119976,B,162,22150,,,,,,
119976,B,168,22151,,,,,,
119976,B,206,22152,,,,,,
119976,B,207,22153,,,,,,
119977,B,155,22154,,,,,,
119977,B,156,22155,,,,,,
119977,B,157,22156,,,,,,
119977,B,158,22157,,,,,,
119977,B,159,22158,,,,,,
119977,B,160,22159,,,,,,
119977,B,161,22160,,,,,,
119977,B,162,22161,,,,,,
119977,B,168,22162,,,,,,
119977,B,206,22163,,,,,,
119977,B,207,22164,,,,,,
119978,B,155,22165,,,,,,
119978,B,156,22166,,,,,,
119978,B,157,22167,,,,,,
119978,B,158,22168,,,,,,
119978,B,159,22169,,,,,,
119978,B,160,22170,,,,,,
119978,B,161,22171,,,,,,
119978,B,162,22172,,,,,,
119978,B,168,22173,,,,,,
119978,B,206,22174,,,,,,
119978,B,207,22175,,,,,,
119979,B,155,22176,,,,,,
119979,B,156,22177,,,,,,
119979,B,157,22178,,,,,,
119979,B,158,22179,,,,,,
119979,B,159,22180,,,,,,
119979,B,160,22181,,,,,,
119979,B,161,22182,,,,,,
119979,B,162,22183,,,,,,
119979,B,168,22184,,,,,,
119979,B,206,22185,,,,,,
119979,B,207,22186,,,,,,
119980,B,155,22187,,,,,,
119980,B,156,22188,,,,,,
119980,B,157,22189,,,,,,
119980,B,158,22190,,,,,,
119980,B,159,22191,,,,,,
119980,B,160,22192,,,,,,
119980,B,161,22193,,,,,,
119980,B,162,22194,,,,,,
119980,B,168,22195,,,,,,
119980,B,206,22196,,,,,,
119980,B,207,22197,,,,,,
119981,B,155,22198,,,,,,
119981,B,156,22199,,,,,,
119981,B,157,22200,,,,,,
119981,B,158,22201,,,,,,
119981,B,159,22202,,,,,,
119981,B,160,22203,,,,,,
119981,B,161,22204,,,,,,
119981,B,162,22205,,,,,,
119981,B,168,22206,,,,,,
119981,B,206,22207,,,,,,
119981,B,207,22208,,,,,,
119982,B,155,22209,,,,,,
119982,B,156,22210,,,,,,
119982,B,157,22211,,,,,,
119982,B,158,22212,,,,,,
119982,B,159,22213,,,,,,
119982,B,160,22214,,,,,,
119982,B,161,22215,,,,,,
119982,B,162,22216,,,,,,
119982,B,168,22217,,,,,,
119982,B,206,22218,,,,,,
119982,B,207,22219,,,,,,
119983,B,155,22220,,,,,,
119983,B,156,22221,,,,,,
119983,B,157,22222,,,,,,
119983,B,158,22223,,,,,,
119983,B,159,22224,,,,,,
119983,B,160,22225,,,,,,
119983,B,161,22226,,,,,,
119983,B,162,22227,,,,,,
119983,B,168,22228,,,,,,
119983,B,206,22229,,,,,,
119983,B,207,22230,,,,,,
119984,B,155,22231,,,,,,
119984,B,156,22232,,,,,,
119984,B,157,22233,,,,,,
119984,B,158,22234,,,,,,
119984,B,159,22235,,,,,,
119984,B,160,22236,,,,,,
119984,B,161,22237,,,,,,
119984,B,162,22238,,,,,,
119984,B,168,22239,,,,,,
119984,B,206,22240,,,,,,
119984,B,207,22241,,,,,,
119985,B,155,22242,,,,,,
119985,B,156,22243,,,,,,
119985,B,157,22244,,,,,,
119985,B,158,22245,,,,,,
119985,B,159,22246,,,,,,
119985,B,160,22247,,,,,,
119985,B,161,22248,,,,,,
119985,B,162,22249,,,,,,
119985,B,168,22250,,,,,,
119985,B,206,22251,,,,,,
119985,B,207,22252,,,,,,
119986,B,155,22253,,,,,,
119986,B,156,22254,,,,,,
119986,B,157,22255,,,,,,
119986,B,158,22256,,,,,,
119986,B,159,22257,,,,,,
119986,B,160,22258,,,,,,
119986,B,161,22259,,,,,,
119986,B,162,22260,,,,,,
119986,B,168,22261,,,,,,
119986,B,206,22262,,,,,,
119986,B,207,22263,,,,,,
119987,B,155,22264,,,,,,
119987,B,156,22265,,,,,,
119987,B,157,22266,,,,,,
119987,B,158,22267,,,,,,
119987,B,159,22268,,,,,,
119987,B,160,22269,,,,,,
119987,B,161,22270,,,,,,
119987,B,162,22271,,,,,,
119987,B,168,22272,,,,,,
119987,B,206,22273,,,,,,
119987,B,207,22274,,,,,,
119988,B,155,22275,,,,,,
119988,B,156,22276,,,,,,
119988,B,157,22277,,,,,,
119988,B,158,22278,,,,,,
119988,B,159,22279,,,,,,
119988,B,160,22280,,,,,,
119988,B,161,22281,,,,,,
119988,B,162,22282,,,,,,
119988,B,168,22283,,,,,,
119988,B,206,22284,,,,,,
119988,B,207,22285,,,,,,
119989,B,155,22286,,,,,,
119989,B,156,22287,,,,,,
119989,B,157,22288,,,,,,
119989,B,158,22289,,,,,,
119989,B,159,22290,,,,,,
119989,B,160,22291,,,,,,
119989,B,161,22292,,,,,,
119989,B,162,22293,,,,,,
119989,B,168,22294,,,,,,
119989,B,206,22295,,,,,,
119989,B,207,22296,,,,,,
119990,B,155,22297,,,,,,
119990,B,156,22298,,,,,,
119990,B,157,22299,,,,,,
119990,B,158,22300,,,,,,
119990,B,159,22301,,,,,,
119990,B,160,22302,,,,,,
119990,B,161,22303,,,,,,
119990,B,162,22304,,,,,,
119990,B,168,22305,,,,,,
119990,B,206,22306,,,,,,
119990,B,207,22307,,,,,,
119991,B,155,22308,,,,,,
119991,B,156,22309,,,,,,
119991,B,157,22310,,,,,,
119991,B,158,22311,,,,,,
119991,B,159,22312,,,,,,
119991,B,160,22313,,,,,,
119991,B,161,22314,,,,,,
119991,B,162,22315,,,,,,
119991,B,168,22316,,,,,,
119991,B,206,22317,,,,,,
119991,B,207,22318,,,,,,
119992,B,155,22319,,,,,,
119992,B,156,22320,,,,,,
119992,B,157,22321,,,,,,
119992,B,158,22322,,,,,,
119992,B,159,22323,,,,,,
119992,B,160,22324,,,,,,
119992,B,161,22325,,,,,,
119992,B,162,22326,,,,,,
119992,B,168,22327,,,,,,
119992,B,206,22328,,,,,,
119992,B,207,22329,,,,,,
119993,B,155,22330,,,,,,
119993,B,156,22331,,,,,,
119993,B,157,22332,,,,,,
119993,B,158,22333,,,,,,
119993,B,159,22334,,,,,,
119993,B,160,22335,,,,,,
119993,B,161,22336,,,,,,
119993,B,162,22337,,,,,,
119993,B,168,22338,,,,,,
119993,B,206,22339,,,,,,
119993,B,207,22340,,,,,,
119994,B,155,22341,,,,,,
119994,B,156,22342,,,,,,
119994,B,157,22343,,,,,,
119994,B,158,22344,,,,,,
119994,B,159,22345,,,,,,
119994,B,160,22346,,,,,,
119994,B,161,22347,,,,,,
119994,B,162,22348,,,,,,
119994,B,168,22349,,,,,,
119994,B,206,22350,,,,,,
119994,B,207,22351,,,,,,
119995,B,155,22352,,,,,,
119995,B,156,22353,,,,,,
119995,B,157,22354,,,,,,
119995,B,158,22355,,,,,,
119995,B,159,22356,,,,,,
119995,B,160,22357,,,,,,
119995,B,161,22358,,,,,,
119995,B,162,22359,,,,,,
119995,B,168,22360,,,,,,
119995,B,206,22361,,,,,,
119995,B,207,22362,,,,,,
119996,B,155,22363,,,,,,
119996,B,156,22364,,,,,,
119996,B,157,22365,,,,,,
119996,B,158,22366,,,,,,
119996,B,159,22367,,,,,,
119996,B,160,22368,,,,,,
119996,B,161,22369,,,,,,
119996,B,162,22370,,,,,,
119996,B,168,22371,,,,,,
119996,B,206,22372,,,,,,
119996,B,207,22373,,,,,,
119997,B,155,22374,,,,,,
119997,B,156,22375,,,,,,
119997,B,157,22376,,,,,,
119997,B,158,22377,,,,,,
119997,B,159,22378,,,,,,
119997,B,160,22379,,,,,,
119997,B,161,22380,,,,,,
119997,B,162,22381,,,,,,
119997,B,168,22382,,,,,,
119997,B,206,22383,,,,,,
119997,B,207,22384,,,,,,
119998,B,155,22385,,,,,,
119998,B,156,22386,,,,,,
119998,B,157,22387,,,,,,
119998,B,158,22388,,,,,,
119998,B,159,22389,,,,,,
119998,B,160,22390,,,,,,
119998,B,161,22391,,,,,,
119998,B,162,22392,,,,,,
119998,B,168,22393,,,,,,
119998,B,206,22394,,,,,,
119998,B,207,22395,,,,,,
119999,B,155,22396,,,,,,
119999,B,156,22397,,,,,,
119999,B,157,22398,,,,,,
119999,B,158,22399,,,,,,
119999,B,159,22400,,,,,,
119999,B,160,22401,,,,,,
119999,B,161,22402,,,,,,
119999,B,162,22403,,,,,,
119999,B,168,22404,,,,,,
119999,B,206,22405,,,,,,
119999,B,207,22406,,,,,,
120000,B,155,22407,,,,,,
120000,B,156,22408,,,,,,
120000,B,157,22409,,,,,,
120000,B,158,22410,,,,,,
120000,B,159,22411,,,,,,
120000,B,160,22412,,,,,,
120000,B,161,22413,,,,,,
120000,B,162,22414,,,,,,
120000,B,168,22415,,,,,,
120000,B,206,22416,,,,,,
120000,B,207,22417,,,,,,
120001,B,155,22418,,,,,,
120001,B,156,22419,,,,,,
120001,B,157,22420,,,,,,
120001,B,158,22421,,,,,,
120001,B,159,22422,,,,,,
120001,B,160,22423,,,,,,
120001,B,161,22424,,,,,,
120001,B,162,22425,,,,,,
120001,B,168,22426,,,,,,
120001,B,206,22427,,,,,,
120001,B,207,22428,,,,,,
120002,B,155,22429,,,,,,
120002,B,156,22430,,,,,,
120002,B,157,22431,,,,,,
120002,B,158,22432,,,,,,
120002,B,159,22433,,,,,,
120002,B,160,22434,,,,,,
120002,B,161,22435,,,,,,
120002,B,162,22436,,,,,,
120002,B,168,22437,,,,,,
120002,B,206,22438,,,,,,
120002,B,207,22439,,,,,,
120003,B,155,22440,,,,,,
120003,B,156,22441,,,,,,
120003,B,157,22442,,,,,,
120003,B,158,22443,,,,,,
120003,B,159,22444,,,,,,
120003,B,160,22445,,,,,,
120003,B,161,22446,,,,,,
120003,B,162,22447,,,,,,
120003,B,168,22448,,,,,,
120003,B,206,22449,,,,,,
120003,B,207,22450,,,,,,
120004,B,155,22451,,,,,,
120004,B,156,22452,,,,,,
120004,B,157,22453,,,,,,
120004,B,158,22454,,,,,,
120004,B,159,22455,,,,,,
120004,B,160,22456,,,,,,
120004,B,161,22457,,,,,,
120004,B,162,22458,,,,,,
120004,B,168,22459,,,,,,
120004,B,206,22460,,,,,,
120004,B,207,22461,,,,,,
120005,B,155,22462,,,,,,
120005,B,156,22463,,,,,,
120005,B,157,22464,,,,,,
120005,B,158,22465,,,,,,
120005,B,159,22466,,,,,,
120005,B,160,22467,,,,,,
120005,B,161,22468,,,,,,
120005,B,162,22469,,,,,,
120005,B,168,22470,,,,,,
120005,B,206,22471,,,,,,
120005,B,207,22472,,,,,,
120006,B,155,22473,,,,,,
120006,B,156,22474,,,,,,
120006,B,157,22475,,,,,,
120006,B,158,22476,,,,,,
120006,B,159,22477,,,,,,
120006,B,160,22478,,,,,,
120006,B,161,22479,,,,,,
120006,B,162,22480,,,,,,
120006,B,168,22481,,,,,,
120006,B,206,22482,,,,,,
120006,B,207,22483,,,,,,
120007,B,155,22484,,,,,,
120007,B,156,22485,,,,,,
120007,B,157,22486,,,,,,
120007,B,158,22487,,,,,,
120007,B,159,22488,,,,,,
120007,B,160,22489,,,,,,
120007,B,161,22490,,,,,,
120007,B,162,22491,,,,,,
120007,B,168,22492,,,,,,
120007,B,206,22493,,,,,,
120007,B,207,22494,,,,,,
120008,B,155,22495,,,,,,
120008,B,156,22496,,,,,,
120008,B,157,22497,,,,,,
120008,B,158,22498,,,,,,
120008,B,159,22499,,,,,,
120008,B,160,22500,,,,,,
120008,B,161,22501,,,,,,
120008,B,162,22502,,,,,,
120008,B,168,22503,,,,,,
120008,B,206,22504,,,,,,
120008,B,207,22505,,,,,,
120009,B,155,22506,,,,,,
120009,B,156,22507,,,,,,
120009,B,157,22508,,,,,,
120009,B,158,22509,,,,,,
120009,B,159,22510,,,,,,
120009,B,160,22511,,,,,,
120009,B,161,22512,,,,,,
120009,B,162,22513,,,,,,
120009,B,168,22514,,,,,,
120009,B,206,22515,,,,,,
120009,B,207,22516,,,,,,
120010,B,155,22517,,,,,,
120010,B,156,22518,,,,,,
120010,B,157,22519,,,,,,
120010,B,158,22520,,,,,,
120010,B,159,22521,,,,,,
120010,B,160,22522,,,,,,
120010,B,161,22523,,,,,,
120010,B,162,22524,,,,,,
120010,B,168,22525,,,,,,
120010,B,206,22526,,,,,,
120010,B,207,22527,,,,,,
120011,B,155,22528,,,,,,
120011,B,156,22529,,,,,,
120011,B,157,22530,,,,,,
120011,B,158,22531,,,,,,
120011,B,159,22532,,,,,,
120011,B,160,22533,,,,,,
120011,B,161,22534,,,,,,
120011,B,162,22535,,,,,,
120011,B,168,22536,,,,,,
120011,B,206,22537,,,,,,
120011,B,207,22538,,,,,,
120012,B,155,22539,,,,,,
120012,B,156,22540,,,,,,
120012,B,157,22541,,,,,,
120012,B,158,22542,,,,,,
120012,B,159,22543,,,,,,
120012,B,160,22544,,,,,,
120012,B,161,22545,,,,,,
120012,B,162,22546,,,,,,
120012,B,168,22547,,,,,,
120012,B,206,22548,,,,,,
120012,B,207,22549,,,,,,
120013,B,155,22550,,,,,,
120013,B,156,22551,,,,,,
120013,B,157,22552,,,,,,
120013,B,158,22553,,,,,,
120013,B,159,22554,,,,,,
120013,B,160,22555,,,,,,
120013,B,161,22556,,,,,,
120013,B,162,22557,,,,,,
120013,B,168,22558,,,,,,
120013,B,206,22559,,,,,,
120013,B,207,22560,,,,,,
120014,B,155,22561,,,,,,
120014,B,156,22562,,,,,,
120014,B,157,22563,,,,,,
120014,B,158,22564,,,,,,
120014,B,159,22565,,,,,,
120014,B,160,22566,,,,,,
120014,B,161,22567,,,,,,
120014,B,162,22568,,,,,,
120014,B,168,22569,,,,,,
120014,B,206,22570,,,,,,
120014,B,207,22571,,,,,,
120015,B,155,22572,,,,,,
120015,B,156,22573,,,,,,
120015,B,157,22574,,,,,,
120015,B,158,22575,,,,,,
120015,B,159,22576,,,,,,
120015,B,160,22577,,,,,,
120015,B,161,22578,,,,,,
120015,B,162,22579,,,,,,
120015,B,168,22580,,,,,,
120015,B,206,22581,,,,,,
120015,B,207,22582,,,,,,
120016,B,155,22583,,,,,,
120016,B,156,22584,,,,,,
120016,B,157,22585,,,,,,
120016,B,158,22586,,,,,,
120016,B,159,22587,,,,,,
120016,B,160,22588,,,,,,
120016,B,161,22589,,,,,,
120016,B,162,22590,,,,,,
120016,B,168,22591,,,,,,
120016,B,206,22592,,,,,,
120016,B,207,22593,,,,,,
120017,B,155,22594,,,,,,
120017,B,156,22595,,,,,,
120017,B,157,22596,,,,,,
120017,B,158,22597,,,,,,
120017,B,159,22598,,,,,,
120017,B,160,22599,,,,,,
120017,B,161,22600,,,,,,
120017,B,162,22601,,,,,,
120017,B,168,22602,,,,,,
120017,B,206,22603,,,,,,
120017,B,207,22604,,,,,,
120018,B,155,22605,,,,,,
120018,B,156,22606,,,,,,
120018,B,157,22607,,,,,,
120018,B,158,22608,,,,,,
120018,B,159,22609,,,,,,
120018,B,160,22610,,,,,,
120018,B,161,22611,,,,,,
120018,B,162,22612,,,,,,
120018,B,168,22613,,,,,,
120018,B,206,22614,,,,,,
120018,B,207,22615,,,,,,
120019,B,155,22616,,,,,,
120019,B,156,22617,,,,,,
120019,B,157,22618,,,,,,
120019,B,158,22619,,,,,,
120019,B,159,22620,,,,,,
120019,B,160,22621,,,,,,
120019,B,161,22622,,,,,,
120019,B,162,22623,,,,,,
120019,B,168,22624,,,,,,
120019,B,206,22625,,,,,,
120019,B,207,22626,,,,,,
120020,B,155,22627,,,,,,
120020,B,156,22628,,,,,,
120020,B,157,22629,,,,,,
120020,B,158,22630,,,,,,
120020,B,159,22631,,,,,,
