Tarih,DOV_KOD,DOV_BazKOD,carpan,kgid,insUN,insDT,insApp,updUN,updDT,updApp
2022-06-30,IF,US,1.050452,8897,,,,,,
2022-06-30,RB,EU,0.018523,8898,,,,,,
2022-06-30,RB,IF,0.018535,8899,,,,,,
2022-06-30,RB,TL,0.325140,8900,,,,,,
2022-06-30,RB,US,0.019471,8901,,,,,,
2022-06-30,TL,EU,0.056968,8902,,,,,,
2022-06-30,TL,IF,0.057007,8903,,,,,,
2022-06-30,TL,RB,3.075598,8904,,,,,,
2022-06-30,TL,US,0.059883,8905,,,,,,
2022-06-30,US,EU,0.951321,8906,,,,,,
2022-06-30,US,IF,0.951971,8907,,,,,,
2022-06-30,US,RB,51.359722,8908,,,,,,
2022-06-30,US,TL,16.699100,8909,,,,,,
2022-07-01,EU,IF,0.995429,8910,,,,,,
2022-07-01,EU,RB,54.541294,8911,,,,,,
2022-07-01,EU,TL,17.401400,8912,,,,,,
2022-07-01,EU,US,1.042537,8913,,,,,,
2022-07-01,IF,EU,1.004592,8914,,,,,,
2022-07-01,IF,RB,54.791725,8915,,,,,,
2022-07-01,IF,TL,17.481300,8916,,,,,,
2022-07-01,IF,US,1.047324,8917,,,,,,
2022-07-01,RB,EU,0.018335,8918,,,,,,
2022-07-01,RB,IF,0.018251,8919,,,,,,
2022-07-01,RB,TL,0.319050,8920,,,,,,
2022-07-01,RB,US,0.019115,8921,,,,,,
2022-07-01,TL,EU,0.057467,8922,,,,,,
2022-07-01,TL,IF,0.057204,8923,,,,,,
2022-07-01,TL,RB,3.134305,8924,,,,,,
2022-07-01,TL,US,0.059911,8925,,,,,,
2022-07-01,US,EU,0.959199,8926,,,,,,
2022-07-01,US,IF,0.954815,8927,,,,,,
2022-07-01,US,RB,52.315938,8928,,,,,,
2022-07-01,US,TL,16.691400,8929,,,,,,
2022-07-02,EU,IF,0.999720,8930,,,,,,
2022-07-02,EU,RB,56.034450,8931,,,,,,
2022-07-02,EU,TL,17.501800,8932,,,,,,
2022-07-02,EU,US,1.045158,8933,,,,,,
2022-07-02,IF,EU,1.000280,8934,,,,,,
2022-07-02,IF,RB,56.050138,8935,,,,,,
2022-07-02,IF,TL,17.506700,8936,,,,,,
2022-07-02,IF,US,1.045451,8937,,,,,,
2022-07-02,RB,EU,0.017846,8938,,,,,,
2022-07-02,RB,IF,0.017841,8939,,,,,,
2022-07-02,RB,TL,0.312340,8940,,,,,,
2022-07-02,RB,US,0.018652,8941,,,,,,
2022-07-02,TL,EU,0.057137,8942,,,,,,
2022-07-02,TL,IF,0.057121,8943,,,,,,
2022-07-02,TL,RB,3.201639,8944,,,,,,
2022-07-02,TL,US,0.059717,8945,,,,,,
2022-07-02,US,EU,0.956793,8946,,,,,,
2022-07-02,US,IF,0.956525,8947,,,,,,
2022-07-02,US,RB,53.613370,8948,,,,,,
2022-07-02,US,TL,16.745600,8949,,,,,,
2022-07-03,EU,IF,0.999720,8950,,,,,,
2022-07-03,EU,RB,56.034450,8951,,,,,,
2022-07-03,EU,TL,17.501800,8952,,,,,,
2022-07-03,EU,US,1.045158,8953,,,,,,
2022-07-03,IF,EU,1.000280,8954,,,,,,
2022-07-03,IF,RB,56.050138,8955,,,,,,
2022-07-03,IF,TL,17.506700,8956,,,,,,
2022-07-03,IF,US,1.045451,8957,,,,,,
2022-07-03,RB,EU,0.017846,8958,,,,,,
2022-07-03,RB,IF,0.017841,8959,,,,,,
2022-07-03,RB,TL,0.312340,8960,,,,,,
2022-07-03,RB,US,0.018652,8961,,,,,,
2022-07-03,TL,EU,0.057137,8962,,,,,,
2022-07-03,TL,IF,0.057121,8963,,,,,,
2022-07-03,TL,RB,3.201639,8964,,,,,,
2022-07-03,TL,US,0.059717,8965,,,,,,
2022-07-03,US,EU,0.956793,8966,,,,,,
2022-07-03,US,IF,0.956525,8967,,,,,,
2022-07-03,US,RB,53.613370,8968,,,,,,
2022-07-03,US,TL,16.745600,8969,,,,,,
2022-07-04,EU,IF,0.999720,8970,,,,,,
2022-07-04,EU,RB,56.034450,8971,,,,,,
2022-07-04,EU,TL,17.501800,8972,,,,,,
2022-07-04,EU,US,1.045158,8973,,,,,,
2022-07-04,IF,EU,1.000280,8974,,,,,,
2022-07-04,IF,RB,56.050138,8975,,,,,,
2022-07-04,IF,TL,17.506700,8976,,,,,,
2022-07-04,IF,US,1.045451,8977,,,,,,
2022-07-04,RB,EU,0.017846,8978,,,,,,
2022-07-04,RB,IF,0.017841,8979,,,,,,
2022-07-04,RB,TL,0.312340,8980,,,,,,
2022-07-04,RB,US,0.018652,8981,,,,,,
2022-07-04,TL,EU,0.057137,8982,,,,,,
2022-07-04,TL,IF,0.057121,8983,,,,,,
2022-07-04,TL,RB,3.201639,8984,,,,,,
2022-07-04,TL,US,0.059717,8985,,,,,,
2022-07-04,US,EU,0.956793,8986,,,,,,
2022-07-04,US,IF,0.956525,8987,,,,,,
2022-07-04,US,RB,53.613370,8988,,,,,,
2022-07-04,US,TL,16.745600,8989,,,,,,
2022-07-05,EU,IF,0.999533,8990,,,,,,
2022-07-05,EU,RB,56.953209,8991,,,,,,
2022-07-05,EU,TL,17.563800,8992,,,,,,
2022-07-05,EU,US,1.043992,8993,,,,,,
2022-07-05,IF,EU,1.000467,8994,,,,,,
2022-07-05,IF,RB,56.979798,8995,,,,,,
2022-07-05,IF,TL,17.572000,8996,,,,,,
2022-07-05,IF,US,1.044479,8997,,,,,,
2022-07-05,RB,EU,0.017558,8998,,,,,,
2022-07-05,RB,IF,0.017550,8999,,,,,,
2022-07-05,RB,TL,0.308390,9000,,,,,,
2022-07-05,RB,US,0.018331,9001,,,,,,
2022-07-05,TL,EU,0.056935,9002,,,,,,
2022-07-05,TL,IF,0.056909,9003,,,,,,
2022-07-05,TL,RB,3.242647,9004,,,,,,
2022-07-05,TL,US,0.059440,9005,,,,,,
2022-07-05,US,EU,0.957862,9006,,,,,,
2022-07-05,US,IF,0.957415,9007,,,,,,
2022-07-05,US,RB,54.553325,9008,,,,,,
2022-07-05,US,TL,16.823700,9009,,,,,,
2022-07-06,EU,IF,0.993383,9010,,,,,,
2022-07-06,EU,RB,59.769241,9011,,,,,,
2022-07-06,EU,TL,17.535100,9012,,,,,,
2022-07-06,EU,US,1.033458,9013,,,,,,
2022-07-06,IF,EU,1.006661,9014,,,,,,
2022-07-06,IF,RB,60.167360,9015,,,,,,
2022-07-06,IF,TL,17.651900,9016,,,,,,
2022-07-06,IF,US,1.040342,9017,,,,,,
2022-07-06,RB,EU,0.016731,9018,,,,,,
2022-07-06,RB,IF,0.016620,9019,,,,,,
2022-07-06,RB,TL,0.293380,9020,,,,,,
2022-07-06,RB,US,0.017291,9021,,,,,,
2022-07-06,TL,EU,0.057028,9022,,,,,,
2022-07-06,TL,IF,0.056651,9023,,,,,,
2022-07-06,TL,RB,3.408549,9024,,,,,,
2022-07-06,TL,US,0.058937,9025,,,,,,
2022-07-06,US,EU,0.967625,9026,,,,,,
2022-07-06,US,IF,0.961222,9027,,,,,,
2022-07-06,US,RB,57.834208,9028,,,,,,
2022-07-06,US,TL,16.967400,9029,,,,,,
2022-07-07,EU,IF,0.989882,9030,,,,,,
2022-07-07,EU,RB,65.515830,9031,,,,,,
2022-07-07,EU,TL,17.610000,9032,,,,,,
2022-07-07,EU,US,1.023076,9033,,,,,,
2022-07-07,IF,EU,1.010221,9034,,,,,,
2022-07-07,IF,RB,66.185498,9035,,,,,,
2022-07-07,IF,TL,17.790000,9036,,,,,,
2022-07-07,IF,US,1.033533,9037,,,,,,
2022-07-07,RB,EU,0.015263,9038,,,,,,
2022-07-07,RB,IF,0.015109,9039,,,,,,
2022-07-07,RB,TL,0.268790,9040,,,,,,
2022-07-07,RB,US,0.015616,9041,,,,,,
2022-07-07,TL,EU,0.056786,9042,,,,,,
2022-07-07,TL,IF,0.056211,9043,,,,,,
2022-07-07,TL,RB,3.720377,9044,,,,,,
2022-07-07,TL,US,0.058096,9045,,,,,,
2022-07-07,US,EU,0.977445,9046,,,,,,
2022-07-07,US,IF,0.967555,9047,,,,,,
2022-07-07,US,RB,64.038097,9048,,,,,,
2022-07-07,US,TL,17.212800,9049,,,,,,
2022-07-08,EU,IF,0.988506,9050,,,,,,
2022-07-08,EU,RB,63.945813,9051,,,,,,
2022-07-08,EU,TL,17.630500,9052,,,,,,
2022-07-08,EU,US,1.019623,9053,,,,,,
2022-07-08,IF,EU,1.011628,9054,,,,,,
2022-07-08,IF,RB,64.689348,9055,,,,,,
2022-07-08,IF,TL,17.835500,9056,,,,,,
2022-07-08,IF,US,1.031478,9057,,,,,,
2022-07-08,RB,EU,0.015638,9058,,,,,,
2022-07-08,RB,IF,0.015458,9059,,,,,,
2022-07-08,RB,TL,0.275710,9060,,,,,,
2022-07-08,RB,US,0.015945,9061,,,,,,
2022-07-08,TL,EU,0.056720,9062,,,,,,
2022-07-08,TL,IF,0.056068,9063,,,,,,
2022-07-08,TL,RB,3.626999,9064,,,,,,
2022-07-08,TL,US,0.057833,9065,,,,,,
2022-07-08,US,EU,0.980755,9066,,,,,,
2022-07-08,US,IF,0.969482,9067,,,,,,
2022-07-08,US,RB,62.715172,9068,,,,,,
2022-07-08,US,TL,17.291200,9069,,,,,,
2022-07-09,EU,IF,0.988506,9070,,,,,,
2022-07-09,EU,RB,63.948132,9071,,,,,,
2022-07-09,EU,TL,17.630500,9072,,,,,,
2022-07-09,EU,US,1.019623,9073,,,,,,
2022-07-09,IF,EU,1.011628,9074,,,,,,
2022-07-09,IF,RB,64.691694,9075,,,,,,
2022-07-09,IF,TL,17.835500,9076,,,,,,
2022-07-09,IF,US,1.031478,9077,,,,,,
2022-07-09,RB,EU,0.015638,9078,,,,,,
2022-07-09,RB,IF,0.015458,9079,,,,,,
2022-07-09,RB,TL,0.275700,9080,,,,,,
2022-07-09,RB,US,0.015945,9081,,,,,,
2022-07-09,TL,EU,0.056720,9082,,,,,,
2022-07-09,TL,IF,0.056068,9083,,,,,,
2022-07-09,TL,RB,3.627131,9084,,,,,,
2022-07-09,TL,US,0.057833,9085,,,,,,
2022-07-09,US,EU,0.980755,9086,,,,,,
2022-07-09,US,IF,0.969482,9087,,,,,,
2022-07-09,US,RB,62.717446,9088,,,,,,
2022-07-09,US,TL,17.291200,9089,,,,,,
2022-07-10,EU,IF,0.988506,9090,,,,,,
2022-07-10,EU,RB,63.948132,9091,,,,,,
2022-07-10,EU,TL,17.630500,9092,,,,,,
2022-07-10,EU,US,1.019623,9093,,,,,,
2022-07-10,IF,EU,1.011628,9094,,,,,,
2022-07-10,IF,RB,64.691694,9095,,,,,,
2022-07-10,IF,TL,17.835500,9096,,,,,,
2022-07-10,IF,US,1.031478,9097,,,,,,
2022-07-10,RB,EU,0.015638,9098,,,,,,
2022-07-10,RB,IF,0.015458,9099,,,,,,
2022-07-10,RB,TL,0.275700,9100,,,,,,
2022-07-10,RB,US,0.015945,9101,,,,,,
2022-07-10,TL,EU,0.056720,9102,,,,,,
2022-07-10,TL,IF,0.056068,9103,,,,,,
2022-07-10,TL,RB,3.627131,9104,,,,,,
2022-07-10,TL,US,0.057833,9105,,,,,,
2022-07-10,US,EU,0.980755,9106,,,,,,
2022-07-10,US,IF,0.969482,9107,,,,,,
2022-07-10,US,RB,62.717446,9108,,,,,,
2022-07-10,US,TL,17.291200,9109,,,,,,
2022-07-11,EU,IF,0.988506,9110,,,,,,
2022-07-11,EU,RB,63.948132,9111,,,,,,
2022-07-11,EU,TL,17.630500,9112,,,,,,
2022-07-11,EU,US,1.019623,9113,,,,,,
2022-07-11,IF,EU,1.011628,9114,,,,,,
2022-07-11,IF,RB,64.691694,9115,,,,,,
2022-07-11,IF,TL,17.835500,9116,,,,,,
2022-07-11,IF,US,1.031478,9117,,,,,,
2022-07-11,RB,EU,0.015638,9118,,,,,,
2022-07-11,RB,IF,0.015458,9119,,,,,,
2022-07-11,RB,TL,0.275700,9120,,,,,,
2022-07-11,RB,US,0.015945,9121,,,,,,
2022-07-11,TL,EU,0.056720,9122,,,,,,
2022-07-11,TL,IF,0.056068,9123,,,,,,
2022-07-11,TL,RB,3.627131,9124,,,,,,
2022-07-11,TL,US,0.057833,9125,,,,,,
2022-07-11,US,EU,0.980755,9126,,,,,,
2022-07-11,US,IF,0.969482,9127,,,,,,
2022-07-11,US,RB,62.717446,9128,,,,,,
2022-07-11,US,TL,17.291200,9129,,,,,,
2022-07-12,EU,IF,0.988506,9130,,,,,,
2022-07-12,EU,RB,63.948132,9131,,,,,,
2022-07-12,EU,TL,17.630500,9132,,,,,,
2022-07-12,EU,US,1.019623,9133,,,,,,
2022-07-12,IF,EU,1.011628,9134,,,,,,
2022-07-12,IF,RB,64.691694,9135,,,,,,
2022-07-12,IF,TL,17.835500,9136,,,,,,
2022-07-12,IF,US,1.031478,9137,,,,,,
2022-07-12,RB,EU,0.015638,9138,,,,,,
2022-07-12,RB,IF,0.015458,9139,,,,,,
2022-07-12,RB,TL,0.275700,9140,,,,,,
2022-07-12,RB,US,0.015945,9141,,,,,,
2022-07-12,TL,EU,0.056720,9142,,,,,,
2022-07-12,TL,IF,0.056068,9143,,,,,,
2022-07-12,TL,RB,3.627131,9144,,,,,,
2022-07-12,TL,US,0.057833,9145,,,,,,
2022-07-12,US,EU,0.980755,9146,,,,,,
2022-07-12,US,IF,0.969482,9147,,,,,,
2022-07-12,US,RB,62.717446,9148,,,,,,
2022-07-12,US,TL,17.291200,9149,,,,,,
2022-07-13,EU,IF,0.988506,9150,,,,,,
2022-07-13,EU,RB,63.948132,9151,,,,,,
2022-07-13,EU,TL,17.630500,9152,,,,,,
2022-07-13,EU,US,1.019623,9153,,,,,,
2022-07-13,IF,EU,1.011628,9154,,,,,,
2022-07-13,IF,RB,64.691694,9155,,,,,,
2022-07-13,IF,TL,17.835500,9156,,,,,,
2022-07-13,IF,US,1.031478,9157,,,,,,
2022-07-13,RB,EU,0.015638,9158,,,,,,
2022-07-13,RB,IF,0.015458,9159,,,,,,
2022-07-13,RB,TL,0.275700,9160,,,,,,
2022-07-13,RB,US,0.015945,9161,,,,,,
2022-07-13,TL,EU,0.056720,9162,,,,,,
2022-07-13,TL,IF,0.056068,9163,,,,,,
2022-07-13,TL,RB,3.627131,9164,,,,,,
2022-07-13,TL,US,0.057833,9165,,,,,,
2022-07-13,US,EU,0.980755,9166,,,,,,
2022-07-13,US,IF,0.969482,9167,,,,,,
2022-07-13,US,RB,62.717446,9168,,,,,,
2022-07-13,US,TL,17.291200,9169,,,,,,
2022-07-14,EU,IF,0.988506,9170,,,,,,
2022-07-14,EU,RB,63.948132,9171,,,,,,
2022-07-14,EU,TL,17.630500,9172,,,,,,
2022-07-14,EU,US,1.008033,9173,,,,,,
2022-07-14,IF,EU,1.011628,9174,,,,,,
2022-07-14,IF,RB,64.691694,9175,,,,,,
2022-07-14,IF,TL,17.835500,9176,,,,,,
2022-07-14,IF,US,1.019754,9177,,,,,,
2022-07-14,RB,EU,0.015638,9178,,,,,,
2022-07-14,RB,IF,0.015458,9179,,,,,,
2022-07-14,RB,TL,0.275700,9180,,,,,,
2022-07-14,RB,US,0.015763,9181,,,,,,
2022-07-14,TL,EU,0.056720,9182,,,,,,
2022-07-14,TL,IF,0.056068,9183,,,,,,
2022-07-14,TL,RB,3.627131,9184,,,,,,
2022-07-14,TL,US,0.057176,9185,,,,,,
2022-07-14,US,EU,0.992031,9186,,,,,,
2022-07-14,US,IF,0.980629,9187,,,,,,
2022-07-14,US,RB,63.438520,9188,,,,,,
2022-07-14,US,TL,17.490000,9189,,,,,,
2022-07-15,EU,IF,0.988506,9190,,,,,,
2022-07-15,EU,RB,63.948132,9191,,,,,,
2022-07-15,EU,TL,17.630500,9192,,,,,,
2022-07-15,EU,US,1.008033,9193,,,,,,
2022-07-15,IF,EU,1.011628,9194,,,,,,
2022-07-15,IF,RB,64.691694,9195,,,,,,
2022-07-15,IF,TL,17.835500,9196,,,,,,
2022-07-15,IF,US,1.019754,9197,,,,,,
2022-07-15,RB,EU,0.015638,9198,,,,,,
2022-07-15,RB,IF,0.015458,9199,,,,,,
2022-07-15,RB,TL,0.275700,9200,,,,,,
2022-07-15,RB,US,0.015763,9201,,,,,,
2022-07-15,TL,EU,0.056720,9202,,,,,,
2022-07-15,TL,IF,0.056068,9203,,,,,,
2022-07-15,TL,RB,3.627131,9204,,,,,,
2022-07-15,TL,US,0.057176,9205,,,,,,
2022-07-15,US,EU,0.992031,9206,,,,,,
2022-07-15,US,IF,0.980629,9207,,,,,,
2022-07-15,US,RB,63.438520,9208,,,,,,
2022-07-15,US,TL,17.490000,9209,,,,,,
2022-07-16,EU,IF,0.988506,9210,,,,,,
2022-07-16,EU,RB,63.948132,9211,,,,,,
2022-07-16,EU,TL,17.630500,9212,,,,,,
2022-07-16,EU,US,1.008033,9213,,,,,,
2022-07-16,IF,EU,1.011628,9214,,,,,,
2022-07-16,IF,RB,64.691694,9215,,,,,,
2022-07-16,IF,TL,17.835500,9216,,,,,,
2022-07-16,IF,US,1.019754,9217,,,,,,
2022-07-16,RB,EU,0.015638,9218,,,,,,
2022-07-16,RB,IF,0.015458,9219,,,,,,
2022-07-16,RB,TL,0.275700,9220,,,,,,
2022-07-16,RB,US,0.015763,9221,,,,,,
2022-07-16,TL,EU,0.056720,9222,,,,,,
2022-07-16,TL,IF,0.056068,9223,,,,,,
2022-07-16,TL,RB,3.627131,9224,,,,,,
2022-07-16,TL,US,0.057176,9225,,,,,,
2022-07-16,US,EU,0.992031,9226,,,,,,
2022-07-16,US,IF,0.980629,9227,,,,,,
2022-07-16,US,RB,63.438520,9228,,,,,,
2022-07-16,US,TL,17.490000,9229,,,,,,
2022-07-17,EU,IF,0.988506,9230,,,,,,
2022-07-17,EU,RB,63.948132,9231,,,,,,
2022-07-17,EU,TL,17.630500,9232,,,,,,
2022-07-17,EU,US,1.019623,9233,,,,,,
2022-07-17,IF,EU,1.011628,9234,,,,,,
2022-07-17,IF,RB,64.691694,9235,,,,,,
2022-07-17,IF,TL,17.835500,9236,,,,,,
2022-07-17,IF,US,1.031478,9237,,,,,,
2022-07-17,RB,EU,0.015638,9238,,,,,,
2022-07-17,RB,IF,0.015458,9239,,,,,,
2022-07-17,RB,TL,0.275700,9240,,,,,,
2022-07-17,RB,US,0.015945,9241,,,,,,
2022-07-17,TL,EU,0.056720,9242,,,,,,
2022-07-17,TL,IF,0.056068,9243,,,,,,
2022-07-17,TL,RB,3.627131,9244,,,,,,
2022-07-17,TL,US,0.057833,9245,,,,,,
2022-07-17,US,EU,0.980755,9246,,,,,,
2022-07-17,US,IF,0.969482,9247,,,,,,
2022-07-17,US,RB,62.717446,9248,,,,,,
2022-07-17,US,TL,17.291200,9249,,,,,,
2022-07-18,EU,IF,0.983792,9250,,,,,,
2022-07-18,EU,RB,58.064858,9251,,,,,,
2022-07-18,EU,TL,17.529200,9252,,,,,,
2022-07-18,EU,US,1.002264,9253,,,,,,
2022-07-18,IF,EU,1.016475,9254,,,,,,
2022-07-18,IF,RB,59.021498,9255,,,,,,
2022-07-18,IF,TL,17.818000,9256,,,,,,
2022-07-18,IF,US,1.018777,9257,,,,,,
2022-07-18,RB,EU,0.017222,9258,,,,,,
2022-07-18,RB,IF,0.016943,9259,,,,,,
2022-07-18,RB,TL,0.301890,9260,,,,,,
2022-07-18,RB,US,0.017261,9261,,,,,,
2022-07-18,TL,EU,0.057048,9262,,,,,,
2022-07-18,TL,IF,0.056123,9263,,,,,,
2022-07-18,TL,RB,3.312465,9264,,,,,,
2022-07-18,TL,US,0.057177,9265,,,,,,
2022-07-18,US,EU,0.997741,9266,,,,,,
2022-07-18,US,IF,0.981569,9267,,,,,,
2022-07-18,US,RB,57.933684,9268,,,,,,
2022-07-18,US,TL,17.489600,9269,,,,,,
2022-07-19,EU,IF,0.987047,9270,,,,,,
2022-07-19,EU,RB,57.082824,9271,,,,,,
2022-07-19,EU,TL,17.740200,9272,,,,,,
2022-07-19,EU,US,1.014015,9273,,,,,,
2022-07-19,IF,EU,1.013123,9274,,,,,,
2022-07-19,IF,RB,57.831907,9275,,,,,,
2022-07-19,IF,TL,17.973000,9276,,,,,,
2022-07-19,IF,US,1.027322,9277,,,,,,
2022-07-19,RB,EU,0.017518,9278,,,,,,
2022-07-19,RB,IF,0.017291,9279,,,,,,
2022-07-19,RB,TL,0.310780,9280,,,,,,
2022-07-19,RB,US,0.017764,9281,,,,,,
2022-07-19,TL,EU,0.056369,9282,,,,,,
2022-07-19,TL,IF,0.055639,9283,,,,,,
2022-07-19,TL,RB,3.217710,9284,,,,,,
2022-07-19,TL,US,0.057159,9285,,,,,,
2022-07-19,US,EU,0.986178,9286,,,,,,
2022-07-19,US,IF,0.973405,9287,,,,,,
2022-07-19,US,RB,56.293841,9288,,,,,,
2022-07-19,US,TL,17.495000,9289,,,,,,
2022-07-20,EU,IF,0.990583,9290,,,,,,
2022-07-20,EU,RB,56.550976,9291,,,,,,
2022-07-20,EU,TL,17.988300,9292,,,,,,
2022-07-20,EU,US,1.023569,9293,,,,,,
2022-07-20,IF,EU,1.009506,9294,,,,,,
2022-07-20,IF,RB,57.088560,9295,,,,,,
2022-07-20,IF,TL,18.159300,9296,,,,,,
2022-07-20,IF,US,1.033299,9297,,,,,,
2022-07-20,RB,EU,0.017683,9298,,,,,,
2022-07-20,RB,IF,0.017517,9299,,,,,,
2022-07-20,RB,TL,0.318090,9300,,,,,,
2022-07-20,RB,US,0.018100,9301,,,,,,
2022-07-20,TL,EU,0.055592,9302,,,,,,
2022-07-20,TL,IF,0.055068,9303,,,,,,
2022-07-20,TL,RB,3.143764,9304,,,,,,
2022-07-20,TL,US,0.056902,9305,,,,,,
2022-07-20,US,EU,0.976974,9306,,,,,,
2022-07-20,US,IF,0.967774,9307,,,,,,
2022-07-20,US,RB,55.248829,9308,,,,,,
2022-07-20,US,TL,17.574100,9309,,,,,,
2022-07-21,EU,IF,0.988960,9310,,,,,,
2022-07-21,EU,RB,55.977655,9311,,,,,,
2022-07-21,EU,TL,17.987300,9312,,,,,,
2022-07-21,EU,US,1.022459,9313,,,,,,
2022-07-21,IF,EU,1.011163,9314,,,,,,
2022-07-21,IF,RB,56.602558,9315,,,,,,
2022-07-21,IF,TL,18.188100,9316,,,,,,
2022-07-21,IF,US,1.033873,9317,,,,,,
2022-07-21,RB,EU,0.017864,9318,,,,,,
2022-07-21,RB,IF,0.017667,9319,,,,,,
2022-07-21,RB,TL,0.321330,9320,,,,,,
2022-07-21,RB,US,0.018265,9321,,,,,,
2022-07-21,TL,EU,0.055595,9322,,,,,,
2022-07-21,TL,IF,0.054981,9323,,,,,,
2022-07-21,TL,RB,3.112065,9324,,,,,,
2022-07-21,TL,US,0.056843,9325,,,,,,
2022-07-21,US,EU,0.978035,9326,,,,,,
2022-07-21,US,IF,0.967237,9327,,,,,,
2022-07-21,US,RB,54.748078,9328,,,,,,
2022-07-21,US,TL,17.592200,9329,,,,,,
2022-07-22,EU,IF,0.988977,9330,,,,,,
2022-07-22,EU,RB,57.119645,9331,,,,,,
2022-07-22,EU,TL,17.998400,9332,,,,,,
2022-07-22,EU,US,1.008314,9333,,,,,,
2022-07-22,IF,EU,1.011145,9334,,,,,,
2022-07-22,IF,RB,57.756268,9335,,,,,,
2022-07-22,IF,TL,18.199000,9336,,,,,,
2022-07-22,IF,US,1.019552,9337,,,,,,
2022-07-22,RB,EU,0.017507,9338,,,,,,
2022-07-22,RB,IF,0.017314,9339,,,,,,
2022-07-22,RB,TL,0.315100,9340,,,,,,
2022-07-22,RB,US,0.017653,9341,,,,,,
2022-07-22,TL,EU,0.055560,9342,,,,,,
2022-07-22,TL,IF,0.054948,9343,,,,,,
2022-07-22,TL,RB,3.173596,9344,,,,,,
2022-07-22,TL,US,0.056022,9345,,,,,,
2022-07-22,US,EU,0.991755,9346,,,,,,
2022-07-22,US,IF,0.980823,9347,,,,,,
2022-07-22,US,RB,56.648683,9348,,,,,,
2022-07-22,US,TL,17.850000,9349,,,,,,
2022-07-23,AL,EU,0.997628,9350,,,,,,
2022-07-23,AL,IF,0.978472,9351,,,,,,
2022-07-23,AL,RB,58.068721,9352,,,,,,
2022-07-23,AL,TL,17.998400,9353,,,,,,
2022-07-23,AL,US,1.013994,9354,,,,,,
2022-07-23,EU,AL,1.002378,9355,,,,,,
2022-07-23,EU,IF,0.980799,9356,,,,,,
2022-07-23,EU,RB,58.206808,9357,,,,,,
2022-07-23,EU,TL,18.041200,9358,,,,,,
2022-07-23,EU,US,1.016812,9359,,,,,,
2022-07-23,IF,AL,1.022002,9360,,,,,,
2022-07-23,IF,EU,1.019577,9361,,,,,,
2022-07-23,IF,RB,59.346346,9362,,,,,,
2022-07-23,IF,TL,18.394400,9363,,,,,,
2022-07-23,IF,US,1.036719,9364,,,,,,
2022-07-23,RB,AL,0.017221,9365,,,,,,
2022-07-23,RB,EU,0.017180,9366,,,,,,
2022-07-23,RB,IF,0.016850,9367,,,,,,
2022-07-23,RB,TL,0.309950,9368,,,,,,
2022-07-23,RB,US,0.017469,9369,,,,,,
2022-07-23,TL,AL,0.055560,9370,,,,,,
2022-07-23,TL,EU,0.055429,9371,,,,,,
2022-07-23,TL,IF,0.054364,9372,,,,,,
2022-07-23,TL,RB,3.226327,9373,,,,,,
2022-07-23,TL,US,0.056338,9374,,,,,,
2022-07-23,US,AL,0.986199,9375,,,,,,
2022-07-23,US,EU,0.983466,9376,,,,,,
2022-07-23,US,IF,0.964582,9377,,,,,,
2022-07-23,US,RB,57.244394,9378,,,,,,
2022-07-23,US,TL,17.742900,9379,,,,,,
2022-07-24,AL,EU,0.997628,9380,,,,,,
2022-07-24,AL,IF,0.978472,9381,,,,,,
2022-07-24,AL,RB,58.068721,9382,,,,,,
2022-07-24,AL,TL,17.998400,9383,,,,,,
2022-07-24,AL,US,1.013994,9384,,,,,,
2022-07-24,EU,AL,1.002378,9385,,,,,,
2022-07-24,EU,IF,0.980799,9386,,,,,,
2022-07-24,EU,RB,58.206808,9387,,,,,,
2022-07-24,EU,TL,18.041200,9388,,,,,,
2022-07-24,EU,US,1.016812,9389,,,,,,
2022-07-24,IF,AL,1.022002,9390,,,,,,
2022-07-24,IF,EU,1.019577,9391,,,,,,
2022-07-24,IF,RB,59.346346,9392,,,,,,
2022-07-24,IF,TL,18.394400,9393,,,,,,
2022-07-24,IF,US,1.036719,9394,,,,,,
2022-07-24,RB,AL,0.017221,9395,,,,,,
2022-07-24,RB,EU,0.017180,9396,,,,,,
2022-07-24,RB,IF,0.016850,9397,,,,,,
2022-07-24,RB,TL,0.309950,9398,,,,,,
2022-07-24,RB,US,0.017469,9399,,,,,,
2022-07-24,TL,AL,0.055560,9400,,,,,,
2022-07-24,TL,EU,0.055429,9401,,,,,,
2022-07-24,TL,IF,0.054364,9402,,,,,,
2022-07-24,TL,RB,3.226327,9403,,,,,,
2022-07-24,TL,US,0.056338,9404,,,,,,
2022-07-24,US,AL,0.986199,9405,,,,,,
2022-07-24,US,EU,0.983466,9406,,,,,,
2022-07-24,US,IF,0.964582,9407,,,,,,
2022-07-24,US,RB,57.244394,9408,,,,,,
2022-07-24,US,TL,17.742900,9409,,,,,,
2022-07-25,EU,IF,0.980799,9410,,,,,,
2022-07-25,EU,RB,58.206808,9411,,,,,,
2022-07-25,EU,TL,18.041200,9412,,,,,,
2022-07-25,EU,US,1.016812,9413,,,,,,
2022-07-25,IF,EU,1.019577,9414,,,,,,
2022-07-25,IF,RB,59.346346,9415,,,,,,
2022-07-25,IF,TL,18.394400,9416,,,,,,
2022-07-25,IF,US,1.036719,9417,,,,,,
2022-07-25,RB,EU,0.017180,9418,,,,,,
2022-07-25,RB,IF,0.016850,9419,,,,,,
2022-07-25,RB,TL,0.309950,9420,,,,,,
