minx,cariKod,CariKod_Tanim,CariUnvan,BelgeNo,FSeri,FaturaNo,FatTar,SipNo,Fatura_Miktari,Birim,ParaCinsi,FatHarinx,kgid,insUN,insDT,insApp,updUN,updDT,updApp
2,320.01.027,Gül Metal,Gül Metal Aks.San.Ve Tic.Ltd.Şti.,400,IKE,2020000000304,2020-02-22 09:40:50,,200.0,ADET,TL,760,292,,,,,,
2,320.01.027,Gül Metal,Gül Metal Aks.San.Ve Tic.Ltd.Şti.,400,IKE,2020000000304,2020-02-22 09:40:50,,14.0,ADET,TL,761,293,,,,,,
2,320.01.027,Gül Metal,Gül Metal Aks.San.Ve Tic.Ltd.Şti.,400,IKE,2020000000304,2020-02-22 09:40:50,,84.0,ADET,TL,762,294,,,,,,
2,320.01.027,Gül Metal,Gül Metal Aks.San.Ve Tic.Ltd.Şti.,414,IKE,2020000000339,2020-02-27 16:11:04,,60.0,ADET,TL,784,295,,,,,,
2,320.01.027,Gül Metal,Gül Metal Aks.San.Ve Tic.Ltd.Şti.,414,IKE,2020000000339,2020-02-27 16:11:04,,1.0,ADET,TL,785,296,,,,,,
2,320.01.027,Gül Metal,Gül Metal Aks.San.Ve Tic.Ltd.Şti.,515,IKE,2020000000394,2020-03-05 15:03:41,,300.0,ADET,TL,1485,297,,,,,,
2,320.01.027,Gül Metal,Gül Metal Aks.San.Ve Tic.Ltd.Şti.,681,IKE,2020000000510,2020-03-20 15:03:41,,46.0,ADET,TL,1258,298,,,,,,
2,320.01.027,Gül Metal,Gül Metal Aks.San.Ve Tic.Ltd.Şti.,3946,IKE,2020000001401,2020-12-07 08:49:48,1604,6.0,ADET,TL,8253,299,,,,,,
2,320.01.027,Gül Metal,Gül Metal Aks.San.Ve Tic.Ltd.Şti.,3946,IKE,2020000001401,2020-12-07 08:49:48,1604,70.0,ADET,TL,8254,300,,,,,,
2,320.01.030,İleri Ambalaj,İleri Ambalaj Ofis Malz.Teks.San.Ve Tic.Ltd.Şti.,431,ILR,2020000001977,2020-02-26 17:12:55,,324.0,ADET,TL,806,301,,,,,,
2,320.01.030,İleri Ambalaj,İleri Ambalaj Ofis Malz.Teks.San.Ve Tic.Ltd.Şti.,836,ILR,2020000005607,2020-06-30 15:40:02,,96.0,ADET,TL,1548,302,,,,,,
2,320.01.030,İleri Ambalaj,İleri Ambalaj Ofis Malz.Teks.San.Ve Tic.Ltd.Şti.,836,ILR,2020000005607,2020-06-30 15:40:02,,96.0,ADET,TL,1549,303,,,,,,
2,320.01.030,İleri Ambalaj,İleri Ambalaj Ofis Malz.Teks.San.Ve Tic.Ltd.Şti.,3273,ILR,2020000009893,2020-10-24 10:43:30,,192.0,ADET,TL,4589,304,,,,,,
2,320.01.030,İleri Ambalaj,İleri Ambalaj Ofis Malz.Teks.San.Ve Tic.Ltd.Şti.,5100,ILR,2020000011342,2020-12-04 15:54:28,1693,192.0,ADET,TL,9867,305,,,,,,
2,320.01.031,İstanbul Oluklu Mukavva,İstanbul Oluklu Mukavva San. Ve Tic.Aş.,3515,IST,2020000002265,2020-10-27 08:44:07,,350.0,ADET,TL,6562,306,,,,,,
2,320.01.031,İstanbul Oluklu Mukavva,İstanbul Oluklu Mukavva San. Ve Tic.Aş.,3686,IST,2020000002398,2020-11-13 00:48:22,1361,56.0,ADET,TL,7410,307,,,,,,
2,320.01.031,İstanbul Oluklu Mukavva,İstanbul Oluklu Mukavva San. Ve Tic.Aş.,3686,IST,2020000002398,2020-11-13 00:48:22,1361,300.0,ADET,TL,7411,308,,,,,,
2,320.01.032,Karaca Deri,Karaca Deri San.Ve Tic.Ltd.Şti.,3839,KRC,2020000000392,2020-11-20 13:56:29,1608,5414.0,DESI,TL,7942,309,,,,,,
2,320.01.034,Karizma Tekstil,Karizma Tekstil Ayakkabı Malz. San. Tic.Aş.,421,KRZ,2020000001069,2020-02-28 16:35:20,,2.0,METRE,TL,795,310,,,,,,
2,320.01.034,Karizma Tekstil,Karizma Tekstil Ayakkabı Malz. San. Tic.Aş.,3613,KRZ,2020000004926,2020-11-09 14:30:40,,386.0,METRE,TL,6991,311,,,,,,
2,320.01.034,Karizma Tekstil,Karizma Tekstil Ayakkabı Malz. San. Tic.Aş.,3614,KRZ,2020000004972,2020-11-11 14:40:03,,50.0,METRE,TL,6994,312,,,,,,
2,320.01.034,Karizma Tekstil,Karizma Tekstil Ayakkabı Malz. San. Tic.Aş.,3842,KRZ,2020000005271,2020-11-27 14:10:49,1480,10.0,METRE,TL,7945,313,,,,,,
2,320.01.034,Karizma Tekstil,Karizma Tekstil Ayakkabı Malz. San. Tic.Aş.,3842,KRZ,2020000005271,2020-11-27 14:10:49,1480,50.0,METRE,TL,7946,314,,,,,,
2,320.01.035,Kazım Süren Deri,Kazım Süren Deri İml.San.Tic.Ltd.Şti.,760,KSD,2020000000295,2020-06-05 11:46:43,,168.0,DESI,TL,1384,315,,,,,,
2,320.01.035,Kazım Süren Deri,Kazım Süren Deri İml.San.Tic.Ltd.Şti.,3187,KSD,2020000000550,2020-09-25 09:21:58,,1467.0,DESI,TL,4190,316,,,,,,
2,320.01.037,Kord İplik,Kord Endüstiriyel İp Ve İplik Sanayi Ve Tic.Aş.,3694,KRD,2020000002495,2020-11-18 01:06:55,1445,9.0,PAKET,TL,7423,317,,,,,,
2,320.01.037,Kord İplik,Kord Endüstiriyel İp Ve İplik Sanayi Ve Tic.Aş.,5204,KRD,2020000002730,2020-12-14 15:40:55,1772,10.0,PAKET,TL,10264,318,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,838,OYN,2020000001758,2020-06-30 15:50:17,,3.0,KOLI,TL,1551,319,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,838,OYN,2020000001758,2020-06-30 15:50:17,,3.0,KOLI,TL,1552,320,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,838,OYN,2020000001758,2020-06-30 15:50:17,,2.0,KOLI,TL,1553,321,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,838,OYN,2020000001758,2020-06-30 15:50:17,,1.0,KOLI,TL,1554,322,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,838,OYN,2020000001758,2020-06-30 15:50:17,,1.0,ADET,TL,1555,323,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,838,OYN,2020000001758,2020-06-30 15:50:17,,1.0,KOLI,TL,1556,324,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,838,OYN,2020000001758,2020-06-30 15:50:17,,10.0,ADET,TL,1557,325,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,840,OYN,2020000001789,2020-07-02 16:01:00,,1.0,ADET,TL,1559,326,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,842,OYN,2020000001756,2020-06-30 16:05:34,,1.0,KOLI,TL,1561,327,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,3233,OYN,2020000003180,2020-10-08 12:20:00,,2.0,KOLI,TL,4276,328,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,3235,OYN,2020000003112,2020-10-05 13:54:08,,1.0,ADET,TL,4278,329,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,3235,OYN,2020000003112,2020-10-05 13:54:08,,2.0,KOLI,TL,4279,330,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,3236,OYN,2020000003086,2020-10-02 13:57:07,,10.0,ADET,TL,4280,331,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,3236,OYN,2020000003086,2020-10-02 13:57:07,,1.0,KOLI,TL,4281,332,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,3690,OYN,2020000003764,2020-11-11 00:57:47,1418,1.0,KOLI,TL,7415,333,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,3691,OYN,2020000003787,2020-11-12 00:59:27,1380,5.0,ADET,TL,7416,334,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,3692,OYN,2020000003761,2020-11-11 01:01:26,1380,1.0,ADET,TL,7417,335,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,3693,OYN,2020000003733,2020-11-09 01:05:57,1380,1.0,ADET,TL,7418,336,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,3693,OYN,2020000003733,2020-11-09 01:05:57,1380,2.0,KOLI,TL,7419,337,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,3693,OYN,2020000003733,2020-11-09 01:05:57,1380,1.0,KOLI,TL,7420,338,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,3693,OYN,2020000003733,2020-11-09 01:05:57,1380,1.0,KOLI,TL,7421,339,,,,,,
2,320.01.038,Oynurden Kimya,Oynurden Kimya San.Tic.Aş.,3693,OYN,2020000003733,2020-11-09 01:05:57,1380,10.0,ADET,TL,7422,340,,,,,,
2,320.01.039,Özen İplik,Özen İplik San.Ve Tic.A.Ş.,959,OZ1,2020000003479,2020-08-17 13:39:27,,3.03,KG,TL,1756,341,,,,,,
2,320.01.039,Özen İplik,Özen İplik San.Ve Tic.A.Ş.,3944,OZ1,2020000006025,2020-12-08 08:39:26,1613,20.0,ADET,TL,8251,342,,,,,,
2,320.01.040,Özer Örme,Özer Örme Tekstil San.Ve Tic.Ltd.Şti.,3110,OZR,2020000001101,2020-09-17 11:40:23,,20.5,METRE,TL,4015,343,,,,,,
2,320.01.040,Özer Örme,Özer Örme Tekstil San.Ve Tic.Ltd.Şti.,3274,OZR,2020000001212,2020-10-05 10:46:35,,102.0,METRE,TL,4590,344,,,,,,
2,320.01.042,Poltab Taban,Poltab Ayakkabı Taban San. Ve Tic.Ltd.Şti.,3184,PLT,2020000001883,2020-09-25 08:41:37,,225.0,CIFT,TL,4187,345,,,,,,
2,320.01.042,Poltab Taban,Poltab Ayakkabı Taban San. Ve Tic.Ltd.Şti.,3185,PLT,2020000001829,2020-09-25 09:08:31,,260.0,CIFT,TL,4188,346,,,,,,
2,320.01.042,Poltab Taban,Poltab Ayakkabı Taban San. Ve Tic.Ltd.Şti.,3844,PLT,2020000002499,2020-11-26 14:21:21,1422,135.0,CIFT,TL,7948,347,,,,,,
2,320.01.044,Sesa Ambalaj,Sesa Ambalaj Ofset Matbaa Ve Mak.San.Tic.Ltd.Şti.,422,SSA,2020000000039,2020-02-28 16:38:15,,3058.0,ADET,TL,796,348,,,,,,
2,320.01.044,Sesa Ambalaj,Sesa Ambalaj Ofset Matbaa Ve Mak.San.Tic.Ltd.Şti.,690,SSA,2020000000068,2020-04-22 16:38:15,,5050.0,ADET,TL,1269,349,,,,,,
2,320.01.044,Sesa Ambalaj,Sesa Ambalaj Ofset Matbaa Ve Mak.San.Tic.Ltd.Şti.,950,SSA,2020000000130,2020-08-11 11:07:31,,5250.0,ADET,TL,1746,350,,,,,,
2,320.01.044,Sesa Ambalaj,Sesa Ambalaj Ofset Matbaa Ve Mak.San.Tic.Ltd.Şti.,3667,SSA,2020000000203,2020-10-30 11:07:31,,9955.0,ADET,TL,7319,351,,,,,,
2,320.01.045,Teknik Altın Düğme,Teknik Altın Düğme Ve Aks.San.Dış Tic.Ltd.Şti.,401,TAD,2020000000141,2020-02-26 10:09:00,,1200.0,ADET,TL,763,352,,,,,,
2,320.01.045,Teknik Altın Düğme,Teknik Altın Düğme Ve Aks.San.Dış Tic.Ltd.Şti.,402,TAD,2020000000135,2020-02-25 10:11:41,,1100.0,ADET,TL,764,353,,,,,,
2,320.01.045,Teknik Altın Düğme,Teknik Altın Düğme Ve Aks.San.Dış Tic.Ltd.Şti.,947,TAD,2020000000345,2020-08-12 10:56:07,,644.0,ADET,TL,1742,354,,,,,,
2,320.01.045,Teknik Altın Düğme,Teknik Altın Düğme Ve Aks.San.Dış Tic.Ltd.Şti.,3702,TAD,2020000000508,2020-11-18 14:43:08,1444,955.0,ADET,TL,7442,355,,,,,,
2,320.01.045,Teknik Altın Düğme,Teknik Altın Düğme Ve Aks.San.Dış Tic.Ltd.Şti.,3702,TAD,2020000000508,2020-11-18 14:43:08,1444,5000.0,ADET,TL,7443,356,,,,,,
2,320.01.045,Teknik Altın Düğme,Teknik Altın Düğme Ve Aks.San.Dış Tic.Ltd.Şti.,3888,TAD,2020000000553,2020-12-03 11:42:13,1605,585.0,ADET,TL,8069,357,,,,,,
2,320.01.045,Teknik Altın Düğme,Teknik Altın Düğme Ve Aks.San.Dış Tic.Ltd.Şti.,5047,TAD,2020000000591,2020-12-17 10:39:31,1660,1250.0,ADET,TL,9559,358,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,410,ZYT,2020000004806,2020-02-25 15:33:52,,255.0,CIFT,TL,779,359,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,411,ZYT,2020000005155,2020-02-28 15:33:52,,750.0,CIFT,TL,781,360,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,413,ZYT,2020000005241,2020-02-29 16:04:47,,130.0,CIFT,TL,783,361,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,788,ZYT,2020000007715,2020-05-05 11:51:00,,185.0,CIFT,TL,1437,362,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,788,ZYT,2020000007715,2020-05-05 11:51:00,,800.0,CIFT,TL,1438,363,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,788,ZYT,2020000007715,2020-05-05 11:51:00,,130.0,CIFT,TL,1439,364,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,788,ZYT,2020000007715,2020-05-05 11:51:00,,160.0,CIFT,TL,1440,365,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,788,ZYT,2020000007715,2020-05-05 11:51:00,,45.0,CIFT,TL,1441,366,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,831,ZYT,2020000011242,2020-07-09 15:13:43,,190.0,CIFT,TL,1541,367,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,922,ZYT,2020000013222,2020-07-28 15:13:43,,10.0,CIFT,TL,1690,368,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,3259,ZYT,2020000021239,2020-10-14 16:11:35,,300.0,CIFT,TL,4318,369,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,3259,ZYT,2020000021239,2020-10-14 16:11:35,,260.0,CIFT,TL,4319,370,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,3516,ZYT,2020000022860,2020-10-30 08:51:57,,235.0,CIFT,TL,6563,371,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,3516,ZYT,2020000022860,2020-10-30 08:51:57,,230.0,CIFT,TL,6564,372,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,3516,ZYT,2020000022860,2020-10-30 08:51:57,,310.0,CIFT,TL,6565,373,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,3767,ZYT,2020000023182,2020-11-03 12:08:01,,75.0,CIFT,TL,7650,374,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,3767,ZYT,2020000023182,2020-11-03 12:08:01,,65.0,CIFT,TL,7651,375,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,3768,ZYT,2020000023288,2020-11-04 12:11:30,,2.0,CIFT,TL,7652,376,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,3768,ZYT,2020000023288,2020-11-04 12:11:30,,2.0,CIFT,TL,7653,377,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,3889,ZYT,2020000026394,2020-12-03 11:45:02,1516,185.0,CIFT,TL,8070,378,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,5051,ZYT,2020000027629,2020-12-15 10:57:40,1601,30.0,CIFT,TL,9563,379,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,5146,ZYT,2020000026954,2020-12-09 16:04:28,1601,142.0,CIFT,TL,9968,380,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,5146,ZYT,2020000026954,2020-12-09 16:04:28,1601,300.0,CIFT,TL,9969,381,,,,,,
2,320.01.049,Ziylan Taban,Ziylan Taban San.Tic.A.Ş.,5169,ZYT,2020000029052,2020-12-28 14:17:32,1610,250.0,CIFT,TL,10064,382,,,,,,
2,320.01.050,3Gen Taban,3Gen Taban Ve Ayakkabı Yan San.Ve Tic.Aş.,832,UGN,2020000001822,2020-07-09 15:19:12,,215.0,CIFT,TL,1542,383,,,,,,
2,320.01.050,3Gen Taban,3Gen Taban Ve Ayakkabı Yan San.Ve Tic.Aş.,3104,UGN,2020000003256,2020-09-23 11:25:12,,135.0,CIFT,TL,4006,384,,,,,,
2,320.01.050,3Gen Taban,3Gen Taban Ve Ayakkabı Yan San.Ve Tic.Aş.,3105,UGN,2020000003257,2020-09-23 11:25:12,,30.0,CIFT,TL,4007,385,,,,,,
2,320.01.052,Ahm Aksesuar,Ahm Ayakkabı Ve Hazır Giyim Metal Aks.San.Tic.Ltd.Şti.,3704,GIB,2020000000099,2020-11-25 15:12:43,1507,100.0,ADET,TL,7446,386,,,,,,
2,320.01.052,Ahm Aksesuar,Ahm Ayakkabı Ve Hazır Giyim Metal Aks.San.Tic.Ltd.Şti.,3704,GIB,2020000000099,2020-11-25 15:12:43,1507,1000.0,ADET,TL,7447,387,,,,,,
2,320.01.052,Ahm Aksesuar,Ahm Ayakkabı Ve Hazır Giyim Metal Aks.San.Tic.Ltd.Şti.,3704,GIB,2020000000099,2020-11-25 15:12:43,1507,2000.0,ADET,TL,7448,388,,,,,,
2,320.01.052,Ahm Aksesuar,Ahm Ayakkabı Ve Hazır Giyim Metal Aks.San.Tic.Ltd.Şti.,5044,GIB,2020000000111,2020-12-17 10:26:24,1654,2000.0,ADET,TL,9554,389,,,,,,
2,320.01.052,Ahm Aksesuar,Ahm Ayakkabı Ve Hazır Giyim Metal Aks.San.Tic.Ltd.Şti.,5044,GIB,2020000000111,2020-12-17 10:26:24,1654,2700.0,ADET,TL,9555,390,,,,,,
2,320.01.063,Çuvalsan Çuval,Çuvalsan Çuval Ve Plastik Ambalaj San.Tic.Ltd.Şti.,3354,CYS,2020000001407,2020-10-27 15:13:29,,50.0,ADET,TL,5565,391,,,,,,
2,320.01.063,Çuvalsan Çuval,Çuvalsan Çuval Ve Plastik Ambalaj San.Tic.Ltd.Şti.,3354,CYS,2020000001407,2020-10-27 15:13:29,1323,200.0,ADET,TL,5564,392,,,,,,
2,320.01.063,Çuvalsan Çuval,Çuvalsan Çuval Ve Plastik Ambalaj San.Tic.Ltd.Şti.,3703,CVS,2020000001496,2020-11-12 15:10:07,1433,5.0,KG,TL,7444,393,,,,,,
2,320.01.063,Çuvalsan Çuval,Çuvalsan Çuval Ve Plastik Ambalaj San.Tic.Ltd.Şti.,3703,CVS,2020000001496,2020-11-12 15:10:07,1433,150.0,ADET,TL,7445,394,,,,,,
2,320.01.063,Çuvalsan Çuval,Çuvalsan Çuval Ve Plastik Ambalaj San.Tic.Ltd.Şti.,3897,CVS,2020000001596,2020-12-02 12:11:40,1589,125.0,ADET,TL,8087,395,,,,,,
2,320.01.063,Çuvalsan Çuval,Çuvalsan Çuval Ve Plastik Ambalaj San.Tic.Ltd.Şti.,3899,CVS,2020000001617,2020-12-07 13:18:02,1589,50.0,KG,TL,8089,396,,,,,,
2,320.01.064,Doğapak Tekstil,Doğapak Tekstil San.Ve Tic.Ltd.Şti.,430,DGP,2020000000035,2020-02-28 17:05:07,,305.0,ADET,TL,805,397,,,,,,
2,320.01.064,Doğapak Tekstil,Doğapak Tekstil San.Ve Tic.Ltd.Şti.,569,DGP,2020000000048,2020-03-10 13:25:08,,308.0,ADET,TL,1048,398,,,,,,
2,320.01.066,Durak Tekstil,Durak Tekstil San.Ve Tic.Aş.,429,DRS,2020000002158,2020-02-24 17:03:23,,12.0,ADET,TL,804,399,,,,,,
2,320.01.066,Durak Tekstil,Durak Tekstil San.Ve Tic.Aş.,3447,DRS,2020000009499,2020-11-06 15:57:51,1382,30.0,ADET,TL,6200,400,,,,,,
2,320.01.066,Durak Tekstil,Durak Tekstil San.Ve Tic.Aş.,3943,DRS,2020000010481,2020-12-03 08:28:14,1612,50.0,ADET,TL,8250,401,,,,,,
2,320.01.072,Elit Taban,Elit Ayakkabı Taban San.Dış Tic.Ltd.Şti.,5045,,,2020-12-18 10:34:12,1681,1100.0,CIFT,TL,9556,402,,,,,,
2,320.01.072,Elit Taban,Elit Ayakkabı Taban San.Dış Tic.Ltd.Şti.,5046,,,2020-12-17 10:36:53,1681,340.0,CIFT,TL,9557,403,,,,,,
2,320.01.072,Elit Taban,Elit Ayakkabı Taban San.Dış Tic.Ltd.Şti.,5046,,,2020-12-17 10:36:53,1681,1000.0,CIFT,TL,9558,404,,,,,,
2,320.01.072,Elit Taban,Elit Ayakkabı Taban San.Dış Tic.Ltd.Şti.,5371,,,2020-12-25 10:50:08,1351,900.0,CIFT,TL,10977,405,,,,,,
2,320.01.072,Elit Taban,Elit Ayakkabı Taban San.Dış Tic.Ltd.Şti.,5371,,,2020-12-25 10:50:08,1704,200.0,CIFT,TL,10978,406,,,,,,
2,320.01.072,Elit Taban,Elit Ayakkabı Taban San.Dış Tic.Ltd.Şti.,5372,,,2021-01-12 10:54:42,1783,1050.0,CIFT,TL,10979,407,,,,,,
2,320.01.077,Huzur Deri,Huzur Ayakkabı Ve Deri Ürünleri San.Ve Tic.Ltd.Şti.,423,HZR,2020000000100,2020-02-24 16:41:19,,40.0,ADET,TL,797,408,,,,,,
2,320.01.080,İnanlar Deri,İnanlar Deri Ve Ayak.Malz.San.Tic.Ltd.Şti.,3853,,,2020-11-09 15:50:01,1379,20.0,KG,TL,7968,409,,,,,,
2,320.01.080,İnanlar Deri,İnanlar Deri Ve Ayak.Malz.San.Tic.Ltd.Şti.,5058,,,2020-12-15 15:20:58,1699,50.0,METRE,TL,9615,410,,,,,,
2,320.01.080,İnanlar Deri,İnanlar Deri Ve Ayak.Malz.San.Tic.Ltd.Şti.,5059,,,2020-12-10 15:21:45,1699,20.0,BOBIN,TL,9616,411,,,,,,
2,320.01.080,İnanlar Deri,İnanlar Deri Ve Ayak.Malz.San.Tic.Ltd.Şti.,5060,,,2020-12-11 15:22:52,1699,2000.0,ADET,TL,9617,412,,,,,,
2,320.01.081,İnter Fermuar,İnter Fermuar Ayak.Yan.Malz.San.Ve Tic.Ltd.Şti.,444,GIB,2020000000017,2020-02-24 16:10:05,,100.0,ADET,TL,828,413,,,,,,
2,320.01.092,Milano Ambalaj-MLN,Milano Ambalaj Deri Ayk.İml.A.Ş.,3669,,,2020-11-23 13:45:26,1409,70.0,ADET,TL,7321,414,,,,,,
2,320.01.096,Nur Bağ,Nur Bağ Dok.Ayak.Malz.San.Ve Tic.Ltd.Şti.,5022,NRB,2020000003878,2020-12-03 11:02:39,1664,25.0,METRE,TL,9476,415,,,,,,
2,320.01.103,Saip Ticaret,Saip Dış Tic.Ve Paz.Ltd.Şti.,3901,EFA,2020000003780,2020-12-07 13:58:18,1647,20.0,PAKET,TL,8092,416,,,,,,
2,320.01.103,Saip Ticaret,Saip Dış Tic.Ve Paz.Ltd.Şti.,5165,EFA,2020000004139,2020-12-30 14:01:05,1712,200.0,ADET,TL,10050,417,,,,,,
2,320.01.105,Sepiciler Deri,Sepiciler Çaybaşı Deri San.Tic.A.Ş.,3612,SPC,2020000000489,2020-10-22 14:27:03,,68118.0,DESI,TL,6990,418,,,,,,
2,320.01.105,Sepiciler Deri,Sepiciler Çaybaşı Deri San.Tic.A.Ş.,3841,SPC,2020000000515,2020-11-10 14:07:23,1607,39033.0,DESI,TL,7944,419,,,,,,
2,320.01.110,Ulusbant Kırtasiye,Ulusbant Kağıt Kırt.Ürün.San.Tic.Ltd.Şti.,445,ULB,2020000000890,2020-02-25 16:12:54,,64.0,ADET,TL,829,420,,,,,,
2,320.01.118,Bayrak Ebt Taban,Bayrak Ebt Taban San.ve Tic.Aş.,3269,BAY,2020000001526,2020-10-06 09:40:18,,155.0,CIFT,TL,4404,421,,,,,,
2,320.01.118,Bayrak Ebt Taban,Bayrak Ebt Taban San.ve Tic.Aş.,3900,BAY,2020000001769,2020-11-26 13:52:28,1415,135.0,CIFT,TL,8090,422,,,,,,
2,320.01.118,Bayrak Ebt Taban,Bayrak Ebt Taban San.ve Tic.Aş.,3900,BAY,2020000001769,2020-11-26 13:52:28,1447,465.0,CIFT,TL,8091,423,,,,,,
2,320.01.118,Bayrak Ebt Taban,Bayrak Ebt Taban San.ve Tic.Aş.,3945,BAY,2020000001810,2020-12-02 08:45:55,1447,835.0,CIFT,TL,8252,424,,,,,,
2,320.01.129,Gürden Toka,Gürden Toka Tekstil San.ve Tic.Ltd.Şti.,512,A,133658,2020-03-06 14:57:02,,980.0,ADET,TL,951,425,,,,,,
2,320.01.133,Neva İthalat,Neva İthalat ve İhracat San.Tic.Aş.,427,PG5,2020000000222,2020-02-20 16:58:27,,5.0,KG,TL,802,426,,,,,,
2,320.01.135,Derin Group,Derin Group-Emrah Bolat,432,GIB,2020000000013,2020-02-27 17:16:53,,300.0,ADET,TL,807,427,,,,,,
2,320.01.136,Yurtseven Yaldız,Yurtseven Yaldız-Orhan Yurtseven,438,A,67922,2020-02-25 08:30:12,,1.0,ADET,TL,822,428,,,,,,
2,320.01.137,Tatar Matbaa-Ömer Cihan Tatar,Tatar Matbaa-Ömer Cihan Tatar,439,A,19485,2020-02-25 08:35:06,,4000.0,ADET,TL,823,429,,,,,,
2,320.01.137,Tatar Matbaa-Ömer Cihan Tatar,Tatar Matbaa-Ömer Cihan Tatar,575,A,19490,2020-03-02 13:46:08,,8000.0,ADET,TL,1055,430,,,,,,
2,320.01.137,Tatar Matbaa-Ömer Cihan Tatar,Tatar Matbaa-Ömer Cihan Tatar,789,A,19508,2020-04-07 13:46:08,,1000.0,ADET,TL,1446,431,,,,,,
2,320.01.137,Tatar Matbaa-Ömer Cihan Tatar,Tatar Matbaa-Ömer Cihan Tatar,789,A,19508,2020-04-07 13:46:08,,1000.0,ADET,TL,1447,432,,,,,,
2,320.01.137,Tatar Matbaa-Ömer Cihan Tatar,Tatar Matbaa-Ömer Cihan Tatar,789,A,19508,2020-04-07 13:46:08,,1000.0,ADET,TL,1448,433,,,,,,
2,320.01.137,Tatar Matbaa-Ömer Cihan Tatar,Tatar Matbaa-Ömer Cihan Tatar,789,A,19508,2020-04-07 13:46:08,,1000.0,ADET,TL,1449,434,,,,,,
2,320.01.137,Tatar Matbaa-Ömer Cihan Tatar,Tatar Matbaa-Ömer Cihan Tatar,3770,GIB,2020000000064,2020-11-26 12:16:49,,1.0,ADET,TL,7655,435,,,,,,
