inx,CompName,CompType,Deger
73,xcb_StokKalan,TcxCheckBox,
73,xcb_BagliSiparisler,TcxCheckBox,
73,E_sOzKod1,TcxTextEdit,
73,E_sOzKod2,TcxTextEdit,
73,E_sOzKod3,TcxTextEdit,
73,E_sOzKod4,TcxTextEdit,
73,E_sOzKod5,TcxTextEdit,
73,E_sSevkSekil,TcxTextEdit,
73,E_SevkNum,TcxTextEdit,
73,E_sCloseTitle,TcxTextEdit,
73,rg_SipUrKonum,TcxRadioGroup,0
73,xcb_ShowPicture,TcxCheckBox,
73,E_SipOzDur_2,TcxTextEdit,
73,xcb_BagSipCari,TcxCheckBox,
73,es_SipNo_1,TcxTextEdit,
73,es_SipNo_2,TcxTextEdit,
73,es_SipNo_3,TcxTextEdit,
73,es_BelgeNo,TcxTextEdit,
73,E_OdSekil,TcxTextEdit,
73,e_AdresAdi,TcxTextEdit,
73,e_AdresAdi2,TcxTextEdit,
73,cb_OnayKademe,TcxComboBox,-1
73,rg_SipBagOp,TcxRadioGroup,2
73,E_sOzKod6,TcxTextEdit,
73,E_sOzKod7,TcxTextEdit,
73,E_sOzKod8,TcxTextEdit,
73,E_sOzKod9,TcxTextEdit,
73,E_sOzKod10,TcxTextEdit,
73,rg_LockCheck,TcxRadioGroup,0
73,rgUretimSekil,TcxRadioGroup,0
73,rg_SipPrintOp,TcxRadioGroup,0
73,E_cSehir,TcxTextEdit,
73,E_cUlke,TcxTextEdit,
73,ce_RiskLimit_1,TcxTextEdit,
73,ce_RiskLimit_2,TcxTextEdit,
73,ce_Riski_1,TcxTextEdit,
73,ce_Riski_2,TcxTextEdit,
73,ce_KrediLimit_1,TcxTextEdit,
73,ce_KrediLimit_2,TcxTextEdit,
73,ce_Kredisi_1,TcxTextEdit,
73,ce_Kredisi_2,TcxTextEdit,
73,E_AlFiyTip,TcxTextEdit,
73,E_SatFiyTip,TcxTextEdit,
73,E_cilce,TcxTextEdit,
73,E_cOzKod1_1,TcxTextEdit,
73,E_cOzKod2_1,TcxTextEdit,
73,E_cOzKod3_1,TcxTextEdit,
73,E_cOzKod4_1,TcxTextEdit,
73,E_cOzKod5_1,TcxTextEdit,
73,E_cOzKod1_2,TcxTextEdit,
73,E_cOzKod2_2,TcxTextEdit,
73,E_cOzKod3_2,TcxTextEdit,
73,E_cOzKod4_2,TcxTextEdit,
73,E_cOzKod5_2,TcxTextEdit,
73,E_cOzKod6_1,TcxTextEdit,
73,E_cOzKod6_2,TcxTextEdit,
73,E_cOzKod7_1,TcxTextEdit,
73,E_cOzKod7_2,TcxTextEdit,
73,E_cOzKod8_1,TcxTextEdit,
73,E_cOzKod8_2,TcxTextEdit,
73,E_cOzKod9_1,TcxTextEdit,
73,E_cOzKod9_2,TcxTextEdit,
73,E_cOzKod10_1,TcxTextEdit,
73,E_cOzKod10_2,TcxTextEdit,
73,rg_YurticDis,TcxRadioGroup,0
73,rg_CariPasif,TcxRadioGroup,0
73,rg_CariKaraliste,TcxRadioGroup,0
73,xcb_cAlFiyat_Tip,TcxCheckBox,
73,xcb_cSatFiyat_Tip,TcxCheckBox,
73,cxTextEdit1,TcxTextEdit,
73,clb_SevkDurum,TCheckListBox,"0,1,2,3"
73,es_SevkNo_1,TcxTextEdit,
73,es_SevkNo_2,TcxTextEdit,
73,es_SevkBelgeNo,TcxTextEdit,
73,es_Gonderilecek1,TcxTextEdit,
73,es_Gonderilecek2,TcxTextEdit,
73,xcb_SevkEmirliOnly,TcxCheckBox,
73,xcb_UrBekleyen,TcxCheckBox,
73,rgx_ProsesDetType,TcxRadioGroup,0
73,RGX_RapKriter,TcxRadioGroup,0
73,xcbx_RnkMev,TcxCheckBox,
73,xcbx_BedMev,TcxCheckBox,
73,E_CKod,TcxTextEdit,
73,DateTimePicker1,TDateTimePicker,0
73,DateTimePicker2,TDateTimePicker,0
73,cbx_Klp_KodList,TcxComboBox,-1
73,cb_KlpLocation,TcxComboBox,2
73,xcb_Script,TcxCheckBox,*
73,CBX_Script,TcxComboBox,-1
74,CB_SipTip,TcxComboBox,0
74,CLB_Location,TCheckListBox,"0,1"
74,clb_SumFieldList,TCheckListBox,"0,7,8,9,10,11,14"
74,CB_ParaC,TcxComboBox,3
74,cbCevir,TcxCheckBox,*
74,cb_ParaC2,TcxComboBox,2
74,E_CKod1,TcxTextEdit,S-001
74,E_CKod2,TcxTextEdit,s-261
74,dtp_SipTime_1,TDateTimePicker,0
74,dtp_SipTime_2,TDateTimePicker,0
74,dtp_SendTime_1,TDateTimePicker,0
74,dtp_SendTime_2,TDateTimePicker,0
74,cbStokMevcuduOlanlar,TcxCheckBox,
74,CBKapa,TcxCheckBox,*
74,xrg_sipKapa,TcxRadioGroup,0
74,cbBagSipVisible,TcxCheckBox,
74,cbPazKalanToplam,TcxCheckBox,
74,E_SKod1,TcxTextEdit,
74,E_SKod2,TcxTextEdit,
74,cbGrupKod,TcxCheckBox,
74,cbStokTip,TcxCheckBox,
74,cbBEDKod,TcxCheckBox,
74,cbRKod,TcxCheckBox,
74,cbCinsKod,TcxCheckBox,
74,cbReyon,TcxCheckBox,
74,e_rkod,TcxTextEdit,
74,cbUreticiKodu,TcxCheckBox,
74,cbUMarka,TcxCheckBox,
74,CB_StokSekli,TcxComboBox,0
74,E_GrupKod,TcxTextEdit,
74,E_StokTip,TcxTextEdit,
74,E_UreticiKodu,TcxTextEdit,
74,E_Renk,TcxTextEdit,
74,E_CinsKod,TcxTextEdit,
74,E_Reyon,TcxTextEdit,
74,E_UMarka,TcxTextEdit,
74,E_BEDKod,TcxTextEdit,
74,cbOzKod1,TcxCheckBox,
74,cbOzKod2,TcxCheckBox,
74,cbOzKod3,TcxCheckBox,
74,cbOzKod4,TcxCheckBox,
74,cbOzKod5,TcxCheckBox,
74,cbOzKod6,TcxCheckBox,
74,cbOzKod7,TcxCheckBox,
74,cbOzKod8,TcxCheckBox,
74,cbOzKod9,TcxCheckBox,
74,cbOzKod10,TcxCheckBox,
74,E_OzKod1,TcxTextEdit,
74,E_OzKod2,TcxTextEdit,
74,E_OzKod3,TcxTextEdit,
74,E_OzKod4,TcxTextEdit,
74,E_OzKod5,TcxTextEdit,
74,E_OzKod6,TcxTextEdit,
74,E_OzKod7,TcxTextEdit,
74,E_OzKod8,TcxTextEdit,
74,E_OzKod9,TcxTextEdit,
74,E_OzKod10,TcxTextEdit,
74,cbOzKod11,TcxCheckBox,
74,cbOzKod12,TcxCheckBox,
74,cbOzKod13,TcxCheckBox,
74,cbOzKod14,TcxCheckBox,
74,cbOzKod15,TcxCheckBox,
74,cbOzKod16,TcxCheckBox,
74,cbOzKod17,TcxCheckBox,
74,cbOzKod18,TcxCheckBox,
74,cbOzKod19,TcxCheckBox,
74,cbOzKod20,TcxCheckBox,
74,E_OzKod11,TcxTextEdit,
74,E_OzKod12,TcxTextEdit,
74,E_OzKod13,TcxTextEdit,
74,E_OzKod14,TcxTextEdit,
74,E_OzKod15,TcxTextEdit,
74,E_OzKod16,TcxTextEdit,
74,E_OzKod17,TcxTextEdit,
74,E_OzKod18,TcxTextEdit,
74,E_OzKod19,TcxTextEdit,
74,E_OzKod20,TcxTextEdit,
74,E_Lot1,TcxTextEdit,
74,E_Lot2,TcxTextEdit,
74,xcb_renkiptalWrite,TcxCheckBox,
74,RG_STAktif,TcxRadioGroup,0
74,E_BSKod,TcxTextEdit,
74,rg_miktar,TcxRadioGroup,0
74,rg_Model,TcxRadioGroup,2
74,RG_OzKodBag,TcxRadioGroup,0
74,xcb_OzKodShow,TcxCheckBox,
74,xcb_Fiyat_Tip,TcxCheckBox,
74,CoBFiyat_Tip,TcxComboBox,1
74,xcb_FiyatTipCevir,TcxCheckBox,
74,xcb_SatFiyat_Tip,TcxCheckBox,
74,CoBSatFiyat_Tip,TcxComboBox,1
74,xcb_SatFiyatTipCevir,TcxCheckBox,
74,CB_ParaC3,TcxComboBox,-1
74,CB_ParaC4,TcxComboBox,2
74,CB_ParaC5,TcxComboBox,2
74,xcb_BaglisizSip,TcxCheckBox,
74,rg_SipCreated,TcxRadioGroup,0
74,cbx_Mevcut,TcxCheckBox,
74,E_SipAlan_1,TcxTextEdit,
74,E_SipAlan_2,TcxTextEdit,
74,E_Yet1_1,TcxTextEdit,
74,E_Yet1_2,TcxTextEdit,
74,E_Yet2_1,TcxTextEdit,
74,E_Yet2_2,TcxTextEdit,
74,E_Satici1,TcxTextEdit,
74,E_Satici2,TcxTextEdit,
74,cbSipOzDur_1,TcxCheckBox,
74,E_SipOzDur_1,TcxTextEdit,
74,cbSipOzDur_2,TcxCheckBox,
74,cbx_Asorti_Dag,TcxCheckBox,
74,cbx_AsoricMik,TcxCheckBox,
74,cbx_SipMik,TcxCheckBox,
74,e_AsortiBas,TcxTextEdit,
74,e_AsortiBit,TcxTextEdit,
74,xcb_NoAsorti,TcxCheckBox,
74,rg_ConvertBirim,TcxRadioGroup,0
74,rg_NetKalan,TcxRadioGroup,0
74,rg_TutarHesTip,TcxRadioGroup,0
74,CB_MDPLocation,TcxComboBox,2
74,cbx_ResimGoster,TcxCheckBox,
74,xcb_StokKalan,TcxCheckBox,
74,xcb_BagliSiparisler,TcxCheckBox,
74,E_sOzKod1,TcxTextEdit,
74,E_sOzKod2,TcxTextEdit,
74,E_sOzKod3,TcxTextEdit,
74,E_sOzKod4,TcxTextEdit,
74,E_sOzKod5,TcxTextEdit,
74,E_sSevkSekil,TcxTextEdit,
74,E_SevkNum,TcxTextEdit,
74,E_sCloseTitle,TcxTextEdit,
74,rg_SipUrKonum,TcxRadioGroup,0
74,xcb_ShowPicture,TcxCheckBox,
74,E_SipOzDur_2,TcxTextEdit,
74,xcb_BagSipCari,TcxCheckBox,
74,es_SipNo_1,TcxTextEdit,
74,es_SipNo_2,TcxTextEdit,
74,es_SipNo_3,TcxTextEdit,
74,es_BelgeNo,TcxTextEdit,
74,E_OdSekil,TcxTextEdit,
74,e_AdresAdi,TcxTextEdit,
74,e_AdresAdi2,TcxTextEdit,
74,cb_OnayKademe,TcxComboBox,-1
74,rg_SipBagOp,TcxRadioGroup,2
74,E_sOzKod6,TcxTextEdit,
74,E_sOzKod7,TcxTextEdit,
74,E_sOzKod8,TcxTextEdit,
74,E_sOzKod9,TcxTextEdit,
74,E_sOzKod10,TcxTextEdit,
74,rg_LockCheck,TcxRadioGroup,0
74,rgUretimSekil,TcxRadioGroup,0
74,rg_SipPrintOp,TcxRadioGroup,0
74,E_cSehir,TcxTextEdit,
74,E_cUlke,TcxTextEdit,
74,ce_RiskLimit_1,TcxTextEdit,
74,ce_RiskLimit_2,TcxTextEdit,
74,ce_Riski_1,TcxTextEdit,
74,ce_Riski_2,TcxTextEdit,
74,ce_KrediLimit_1,TcxTextEdit,
74,ce_KrediLimit_2,TcxTextEdit,
74,ce_Kredisi_1,TcxTextEdit,
74,ce_Kredisi_2,TcxTextEdit,
74,E_AlFiyTip,TcxTextEdit,
74,E_SatFiyTip,TcxTextEdit,
74,E_cilce,TcxTextEdit,
74,E_cOzKod1_1,TcxTextEdit,
74,E_cOzKod2_1,TcxTextEdit,
74,E_cOzKod3_1,TcxTextEdit,
74,E_cOzKod4_1,TcxTextEdit,
74,E_cOzKod5_1,TcxTextEdit,
74,E_cOzKod1_2,TcxTextEdit,
74,E_cOzKod2_2,TcxTextEdit,
74,E_cOzKod3_2,TcxTextEdit,
74,E_cOzKod4_2,TcxTextEdit,
74,E_cOzKod5_2,TcxTextEdit,
74,E_cOzKod6_1,TcxTextEdit,
74,E_cOzKod6_2,TcxTextEdit,
74,E_cOzKod7_1,TcxTextEdit,
74,E_cOzKod7_2,TcxTextEdit,
74,E_cOzKod8_1,TcxTextEdit,
74,E_cOzKod8_2,TcxTextEdit,
74,E_cOzKod9_1,TcxTextEdit,
74,E_cOzKod9_2,TcxTextEdit,
74,E_cOzKod10_1,TcxTextEdit,
74,E_cOzKod10_2,TcxTextEdit,
74,rg_YurticDis,TcxRadioGroup,0
74,rg_CariPasif,TcxRadioGroup,0
74,rg_CariKaraliste,TcxRadioGroup,0
74,xcb_cAlFiyat_Tip,TcxCheckBox,
74,xcb_cSatFiyat_Tip,TcxCheckBox,
74,cxTextEdit1,TcxTextEdit,
74,clb_SevkDurum,TCheckListBox,"0,1,2,3"
74,es_SevkNo_1,TcxTextEdit,
74,es_SevkNo_2,TcxTextEdit,
74,es_SevkBelgeNo,TcxTextEdit,
74,es_Gonderilecek1,TcxTextEdit,
74,es_Gonderilecek2,TcxTextEdit,
74,xcb_SevkEmirliOnly,TcxCheckBox,
74,xcb_UrBekleyen,TcxCheckBox,
74,rgx_ProsesDetType,TcxRadioGroup,0
74,RGX_RapKriter,TcxRadioGroup,0
74,xcbx_RnkMev,TcxCheckBox,
74,xcbx_BedMev,TcxCheckBox,
74,E_CKod,TcxTextEdit,
74,DateTimePicker1,TDateTimePicker,0
74,DateTimePicker2,TDateTimePicker,0
74,cbx_Klp_KodList,TcxComboBox,-1
74,cb_KlpLocation,TcxComboBox,2
74,xcb_Script,TcxCheckBox,*
74,CBX_Script,TcxComboBox,0
84,E_SipBelgeNo_2,TcxTextEdit,
84,E_SipBelgeNoX,TcxTextEdit,
84,E_SipAlan_1,TcxTextEdit,
84,E_SipAlan_2,TcxTextEdit,
84,E_SipYet1_1,TcxTextEdit,
84,E_SipYet1_2,TcxTextEdit,
84,E_SipYet2_1,TcxTextEdit,
84,E_SipYet2_2,TcxTextEdit,
84,E_SipOdSekil,TcxTextEdit,
84,E_SipOzKod1,TcxTextEdit,
84,E_SipOzKod2,TcxTextEdit,
84,E_SipSevkSekil,TcxTextEdit,
84,E_SipSevkNum,TcxTextEdit,
84,CoB_xSipOnayKademe,TcxComboBox,-1
84,rg_SipDetay,TcxRadioGroup,0
84,rg_SatSipDetay,TcxRadioGroup,0
84,e_SevkSevkNo_1,TcxTextEdit,
84,e_SevkSevkNo_2,TcxTextEdit,
84,e_SevkBelgeNo_1,TcxTextEdit,
84,e_SevkBelgeNo_2,TcxTextEdit,
84,rg_alFiy,TcxRadioGroup,7
84,CBFiyat_Tip,TcxComboBox,0
84,CBSatFiyat_Tip,TcxComboBox,0
84,e_KKriter1,TcxTextEdit,
84,cbKriter1,TcxComboBox,-1
84,e_KKriter2,TcxTextEdit,
84,cbKriter2,TcxComboBox,-1
84,e_KKriter3,TcxTextEdit,
84,cbKriter3,TcxComboBox,-1
84,e_KKriter4,TcxTextEdit,
84,cbKriter4,TcxComboBox,-1
84,e_KKriter5,TcxTextEdit,
84,cbKriter5,TcxComboBox,-1
84,e_KKriter6,TcxTextEdit,
84,cbKriter6,TcxComboBox,-1
84,e_KKriter7,TcxTextEdit,
84,cbKriter7,TcxComboBox,-1
84,e_KKriter8,TcxTextEdit,
84,cbKriter8,TcxComboBox,-1
84,e_KKriterFark1,TcxTextEdit,
84,e_KKriterFark2,TcxTextEdit,
84,e_KKriterFark3,TcxTextEdit,
84,e_KKriterFark4,TcxTextEdit,
84,e_KKriterFark5,TcxTextEdit,
84,e_KKriterFark6,TcxTextEdit,
84,e_KKriterFark7,TcxTextEdit,
84,e_KKriterFark8,TcxTextEdit,
84,e_KKriter1Std,TcxTextEdit,
84,e_KKriter2Std,TcxTextEdit,
84,e_KKriter3Std,TcxTextEdit,
84,e_KKriter4Std,TcxTextEdit,
84,e_KKriter5Std,TcxTextEdit,
84,e_KKriter6Std,TcxTextEdit,
84,e_KKriter7Std,TcxTextEdit,
84,e_KKriter8Std,TcxTextEdit,
84,e_KKriter1Tanim,TcxTextEdit,
84,e_KKriter2Tanim,TcxTextEdit,
84,e_KKriter3Tanim,TcxTextEdit,
84,e_KKriter4Tanim,TcxTextEdit,
84,e_KKriter5Tanim,TcxTextEdit,
84,e_KKriter6Tanim,TcxTextEdit,
84,e_KKriter7Tanim,TcxTextEdit,
84,e_KKriter8Tanim,TcxTextEdit,
84,e_SKGrupKod,TcxTextEdit,
84,e_SKGrupTanim,TcxTextEdit,
84,xcbx_RnkMev,TcxCheckBox,
84,xcbx_BedMev,TcxCheckBox,
84,xcb_Script,TcxCheckBox,*
84,CBX_Script,TcxComboBox,0
85,rg_KurCevrim,TcxRadioGroup,0
85,CoBParaC,TcxComboBox,3
85,xcb_ParaC2,TcxCheckBox,
85,CoBParaC2,TcxComboBox,2
85,E_CKod1,TcxTextEdit,GML-001
85,dtp_Tar_2,TDateTimePicker,0
85,dtp_Tar_1T,TDateTimePicker,0
85,dtp_Tar_2T,TDateTimePicker,0
85,E_CKod2,TcxTextEdit,GML244
85,E_Kasa_1,TcxTextEdit,
85,E_Kasa_2,TcxTextEdit,
85,dtp_KasaTar_2,TDateTimePicker,0
85,dtp_KasaTar_1T,TDateTimePicker,0
85,dtp_KasaTar_2T,TDateTimePicker,0
85,clb_FisTipR,TCheckListBox,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
85,dtp_KurCevrim,TDateTimePicker,0
85,rg_AB_Dr,TcxRadioGroup,0
85,E_NormalCari,TcxCheckBox,*
85,E_FasonCari,TcxCheckBox,*
85,E_LokasyonCari,TcxCheckBox,*
85,xcb_AlBorVisible,TcxCheckBox,*
85,xcb_Hareket,TcxCheckBox,
85,xcb_Hareket2,TcxCheckBox,
85,xcb_GunlukRapor,TcxCheckBox,
85,xcb_DevirGoster,TcxCheckBox,
85,xcb_PazSipKal,TcxCheckBox,
85,xcb_SatSipKal,TcxCheckBox,
85,xcb_NotHareket,TcxCheckBox,
85,CoBLocation,TcxComboBox,1
85,cbl_xLocation,TCheckListBox,GM002
85,cb_iptal,TcxCheckBox,
85,rg_iptal,TcxRadioGroup,0
85,rg_CariPasif,TcxRadioGroup,0
85,rg_KaraListe,TcxRadioGroup,2
85,cb_CekTahsil,TcxCheckBox,
85,cb_SenetTahsil,TcxCheckBox,
85,rg_eFatura,TcxRadioGroup,2
85,cb_ProjeGruplu,TcxCheckBox,
85,e_iOzKod1_1,TcxTextEdit,
85,e_iOzKod1_2,TcxTextEdit,
85,e_iOzKod2_2,TcxTextEdit,
85,e_iOzKod2_1,TcxTextEdit,
85,e_iOzKod3_1,TcxTextEdit,
85,e_iOzKod3_2,TcxTextEdit,
85,e_iOzKod4_2,TcxTextEdit,
85,e_iOzKod4_1,TcxTextEdit,
85,e_iOzKod5_1,TcxTextEdit,
85,e_iOzKod5_2,TcxTextEdit,
85,E_OzKod1_1,TcxTextEdit,
85,E_OzKod1_2,TcxTextEdit,
85,E_OzKod2_1,TcxTextEdit,
85,E_OzKod2_2,TcxTextEdit,
85,E_OzKod3_1,TcxTextEdit,
85,E_OzKod3_2,TcxTextEdit,
85,E_OzKod4_1,TcxTextEdit,
85,E_OzKod4_2,TcxTextEdit,
85,E_OzKod5_1,TcxTextEdit,
85,E_OzKod5_2,TcxTextEdit,
85,E_CSehir,TcxTextEdit,
85,E_CUlke,TcxTextEdit,
85,E_Lokasyon1,TcxTextEdit,
85,E_Lokasyon2,TcxTextEdit,
85,e_OdemeSekil,TcxTextEdit,
85,E_OzKod6_1,TcxTextEdit,
85,E_OzKod7_1,TcxTextEdit,
85,E_OzKod8_1,TcxTextEdit,
85,E_OzKod9_1,TcxTextEdit,
85,E_OzKod10_1,TcxTextEdit,
85,E_OzKod6_2,TcxTextEdit,
85,E_OzKod7_2,TcxTextEdit,
85,E_OzKod8_2,TcxTextEdit,
85,E_OzKod9_2,TcxTextEdit,
85,E_OzKod10_2,TcxTextEdit,
85,e_Proje_M_1,TcxTextEdit,
85,e_Proje_M_2,TcxTextEdit,
85,e_Proje_D_1,TcxTextEdit,
85,e_Proje_D_2,TcxTextEdit,
79,CoBFatTur,TcxComboBox,0
79,CoBFatTip,TcxComboBox,0
79,cbl_xLocation,TCheckListBox,"AS011,AT001"
79,clb_SumFieldList,TCheckListBox,0
79,E_CKod1,TcxTextEdit,S-001
79,E_CKod2,TcxTextEdit,S-261
79,dtp_FatTime_1,TDateTimePicker,0
79,dtp_FatTime_2,TDateTimePicker,0
79,dtp_irsaliyeTar_1,TDateTimePicker,0
79,dtp_irsaliyeTime_1,TDateTimePicker,0
79,dtp_irsaliyeTime_2,TDateTimePicker,0
79,CoBParaC,TcxComboBox,3
79,xcb_ParaC2,TcxCheckBox,*
79,CoBParaC2,TcxComboBox,2
79,xcb_Maliyet,TcxCheckBox,
79,E_Lot1,TcxTextEdit,
79,E_Lot2,TcxTextEdit,
79,cbOzKod1,TcxCheckBox,
79,cbOzKod2,TcxCheckBox,
79,cbOzKod3,TcxCheckBox,
79,cbOzKod4,TcxCheckBox,
79,cbOzKod5,TcxCheckBox,
79,cbOzKod6,TcxCheckBox,
79,cbOzKod7,TcxCheckBox,
79,cbOzKod8,TcxCheckBox,
79,cbOzKod9,TcxCheckBox,
79,cbOzKod10,TcxCheckBox,
79,E_OzKod1,TcxTextEdit,
79,E_OzKod2,TcxTextEdit,
79,E_OzKod3,TcxTextEdit,
79,E_OzKod4,TcxTextEdit,
79,E_OzKod5,TcxTextEdit,
79,E_OzKod6,TcxTextEdit,
79,E_OzKod7,TcxTextEdit,
79,E_OzKod8,TcxTextEdit,
79,E_OzKod9,TcxTextEdit,
79,E_OzKod10,TcxTextEdit,
79,E_SKod1,TcxTextEdit,
79,E_SKod2,TcxTextEdit,
79,cbGrupKod,TcxCheckBox,
79,cbStokTip,TcxCheckBox,
79,cbBEDGrp,TcxCheckBox,
79,cbRKod,TcxCheckBox,
79,cbCinsKod,TcxCheckBox,
79,cbReyon,TcxCheckBox,
79,e_rkod,TcxTextEdit,
79,cbUreticiKodu,TcxCheckBox,
79,cbUMarka,TcxCheckBox,
79,CoB_xStokSekli,TcxComboBox,0
79,E_GrupKod,TcxTextEdit,
79,E_StokTip,TcxTextEdit,
79,E_UreticiKodu,TcxTextEdit,
79,E_Renk,TcxTextEdit,
79,E_CinsKod,TcxTextEdit,
79,E_Reyon,TcxTextEdit,
79,E_UMarka,TcxTextEdit,
79,E_BEDGrp,TcxTextEdit,
79,cbOzKod11,TcxCheckBox,
79,cbOzKod12,TcxCheckBox,
79,cbOzKod13,TcxCheckBox,
79,cbOzKod14,TcxCheckBox,
79,cbOzKod15,TcxCheckBox,
79,cbOzKod16,TcxCheckBox,
79,cbOzKod17,TcxCheckBox,
79,cbOzKod18,TcxCheckBox,
79,cbOzKod19,TcxCheckBox,
79,cbOzKod20,TcxCheckBox,
79,E_OzKod11,TcxTextEdit,
79,E_OzKod12,TcxTextEdit,
79,E_OzKod13,TcxTextEdit,
79,E_OzKod14,TcxTextEdit,
79,E_OzKod15,TcxTextEdit,
79,E_OzKod16,TcxTextEdit,
79,E_OzKod17,TcxTextEdit,
79,E_OzKod18,TcxTextEdit,
79,E_OzKod19,TcxTextEdit,
79,E_OzKod20,TcxTextEdit,
79,xcb_Resim,TcxCheckBox,
79,xcb_ShowPicture,TcxCheckBox,
79,RG_STAktif,TcxRadioGroup,0
79,RG_OzKodBag,TcxRadioGroup,0
79,xcb_OzKodShow,TcxCheckBox,
79,xcb_Fiyat_Tip,TcxCheckBox,
79,CoBFiyat_Tip,TcxComboBox,1
79,xcb_FiyatTipCevir,TcxCheckBox,
79,xcb_SatFiyat_Tip,TcxCheckBox,
79,CoBSatFiyat_Tip,TcxComboBox,1
79,xcb_SatFiyatTipCevir,TcxCheckBox,
79,CB_ParaC3,TcxComboBox,-1
79,E_HKod_1,TcxTextEdit,
79,E_HKod_2,TcxTextEdit,
79,E_HOzkod1,TcxTextEdit,
79,E_HOzkod2,TcxTextEdit,
79,E_HOzkod3,TcxTextEdit,
79,E_HOzkod4,TcxTextEdit,
79,E_HOzkod5,TcxTextEdit,
79,E_FaturaNo_1,TcxTextEdit,
79,E_FaturaNo_2,TcxTextEdit,
79,E_irsaliyeNo_1,TcxTextEdit,
79,E_irsaliyeNo_2,TcxTextEdit,
79,E_fOzKod1,TcxTextEdit,
79,E_fOzKod2,TcxTextEdit,
79,E_fOzKod3,TcxTextEdit,
79,E_fOzKod4,TcxTextEdit,
79,E_fOzKod5,TcxTextEdit,
79,e_AdresAdi,TcxTextEdit,
79,e_OzTip,TcxTextEdit,
79,e_Satici,TcxTextEdit,
79,e_Plaka,TcxTextEdit,
79,rg_KFatura,TcxRadioGroup,0
79,rg_iskonto,TcxRadioGroup,0
79,rg_KDVCheck,TcxRadioGroup,0
79,rg_Tevkifat,TcxRadioGroup,0
79,rg_OTVCheck,TcxRadioGroup,0
79,rg_iFatura,TcxRadioGroup,1
79,rg_HizmetStok,TcxRadioGroup,0
79,rg_HizmetD,TcxRadioGroup,0
79,rg_Dahiliirs,TcxRadioGroup,0
79,rg_DahiliUyari,TcxRadioGroup,0
79,xcb_Fob,TcxCheckBox,
79,xcb_FaturaCount,TcxCheckBox,
79,xcb_FiyatFarki,TcxCheckBox,
79,rg_Fiyat,TcxRadioGroup,0
79,rg_Muhasebeles,TcxRadioGroup,0
79,E_sOzKod1,TcxTextEdit,
79,E_sOzKod2,TcxTextEdit,
79,E_sOzKod3,TcxTextEdit,
79,xcb_GrupBirimsiz,TcxCheckBox,
79,cbx_Asorti_Dag,TcxCheckBox,
79,cbx_AsoricMik,TcxCheckBox,
79,e_AsortiBas,TcxTextEdit,
79,e_AsortiBit,TcxTextEdit,
79,rg_ihrac,TcxRadioGroup,0
79,xcb_Asortisiz,TcxCheckBox,
79,rg_Gizli,TcxRadioGroup,2
79,e_CreaterApp,TcxTextEdit,
79,rg_EFatDurum,TcxRadioGroup,0
79,e_BelgeNo,TcxTextEdit,
79,e_BelgeNo2,TcxTextEdit,
79,E_cSehir1,TcxTextEdit,
79,E_RiskLimit_1,TcxTextEdit,
79,E_RiskLimit_2,TcxTextEdit,
79,E_Riski_1,TcxTextEdit,
79,E_Riski_2,TcxTextEdit,
79,E_KrediLimit_1,TcxTextEdit,
79,E_KrediLimit_2,TcxTextEdit,
79,E_Kredisi_1,TcxTextEdit,
79,E_Kredisi_2,TcxTextEdit,
79,E_cUlke,TcxComboBox,-1
79,E_cSehir,TcxComboBox,-1
79,E_cilce,TcxComboBox,-1
79,E_COzKod1,TcxTextEdit,
79,E_COzKod2,TcxTextEdit,
79,E_cOzKod3,TcxTextEdit,
79,E_cOzKod4,TcxTextEdit,
79,E_cOzKod5,TcxTextEdit,
79,E_cOzKod6,TcxTextEdit,
79,E_cOzKod7,TcxTextEdit,
79,E_cOzKod8,TcxTextEdit,
79,E_cOzKod9,TcxTextEdit,
79,E_cOzKod10,TcxTextEdit,
79,rg_YurticDis,TcxRadioGroup,0
79,rg_Aktiflik,TcxRadioGroup,0
79,rg_EFaturaC,TcxRadioGroup,2
79,xcb_AlternatifCode,TcxCheckBox,
79,E_SipNo_1,TcxTextEdit,
79,E_SipNo_2,TcxTextEdit,
79,E_SipBelgeNo_1,TcxTextEdit,
79,E_SipBelgeNo_2,TcxTextEdit,
79,E_SipBelgeNoX,TcxTextEdit,
79,E_SipAlan_1,TcxTextEdit,
79,E_SipAlan_2,TcxTextEdit,
79,E_SipYet1_1,TcxTextEdit,
79,E_SipYet1_2,TcxTextEdit,
79,E_SipYet2_1,TcxTextEdit,
79,E_SipYet2_2,TcxTextEdit,
79,E_SipOdSekil,TcxTextEdit,
79,E_SipOzKod1,TcxTextEdit,
79,E_SipOzKod2,TcxTextEdit,
79,E_SipSevkSekil,TcxTextEdit,
79,E_SipSevkNum,TcxTextEdit,
79,CoB_xSipOnayKademe,TcxComboBox,-1
79,rg_SipDetay,TcxRadioGroup,0
85,E_RiskLimit_1,TcxTextEdit,
85,E_RiskLimit_2,TcxTextEdit,
85,E_Riski_1,TcxTextEdit,
85,E_Riski_2,TcxTextEdit,
85,E_KrediLimit_1,TcxTextEdit,
85,E_KrediLimit_2,TcxTextEdit,
85,E_Kredisi_1,TcxTextEdit,
85,E_Kredisi_2,TcxTextEdit,
