Koli_KOD,Beden_No,Koli_ADET
1061,1,0.0
1061,2,0.0
1061,3,0.0
1061,4,0.0
1061,5,0.0
1061,6,0.0
1061,7,3.0
1061,8,2.0
1061,9,0.0
1061,10,0.0
1061,11,0.0
1061,12,0.0
1061,13,0.0
1061,34,0.0
1062,1,0.0
1062,2,0.0
1062,3,0.0
1062,4,0.0
1062,5,0.0
1062,6,0.0
1062,7,3.0
1062,8,0.0
1062,9,5.0
1062,10,0.0
1062,11,0.0
1062,12,2.0
1062,13,2.0
1062,34,0.0
1063,1,0.0
1063,2,0.0
1063,3,0.0
1063,4,0.0
1063,5,0.0
1063,6,0.0
1063,7,5.0
1063,8,0.0
1063,9,0.0
1063,10,0.0
1063,11,2.0
1063,12,0.0
1063,13,0.0
1063,34,0.0
1064,1,0.0
1064,2,0.0
1064,3,0.0
1064,4,0.0
1064,5,0.0
1064,6,0.0
1064,7,2.0
1064,8,3.0
1064,9,3.0
1064,10,0.0
1064,11,3.0
1064,12,1.0
1064,13,0.0
1064,34,0.0
1065,1,0.0
1065,2,0.0
1065,3,0.0
1065,4,0.0
1065,5,0.0
1065,6,0.0
1065,7,2.0
1065,8,2.0
1065,9,0.0
1065,10,0.0
1065,11,0.0
1065,12,1.0
1065,13,0.0
1065,34,0.0
1066,1,0.0
1066,2,0.0
1066,3,0.0
1066,4,0.0
1066,5,0.0
1066,6,0.0
1066,7,1.0
1066,8,4.0
1066,9,4.0
1066,10,3.0
1066,11,0.0
1066,12,0.0
1066,13,0.0
1066,34,0.0
1067,1,0.0
1067,2,0.0
1067,3,0.0
1067,4,0.0
1067,5,0.0
1067,6,0.0
1067,7,2.0
1067,8,3.0
1067,9,3.0
1067,10,0.0
1067,11,3.0
1067,12,3.0
1067,13,1.0
1067,34,0.0
1068,1,0.0
1068,2,0.0
1068,3,0.0
1068,4,0.0
1068,5,0.0
1068,6,0.0
1068,7,2.0
1068,8,0.0
1068,9,3.0
1068,10,0.0
1068,11,3.0
1068,12,0.0
1068,13,1.0
1068,34,0.0
1069,1,0.0
1069,2,0.0
1069,3,0.0
1069,4,0.0
1069,5,0.0
1069,6,0.0
1069,7,0.0
1069,8,3.0
1069,9,0.0
1069,10,0.0
1069,11,0.0
1069,12,3.0
1069,13,0.0
1069,34,0.0
1070,1,0.0
1070,2,0.0
1070,3,0.0
1070,4,0.0
1070,5,0.0
1070,6,0.0
1070,7,0.0
1070,8,0.0
1070,9,5.0
1070,10,0.0
1070,11,0.0
1070,12,0.0
1070,13,2.0
1070,34,0.0
1071,1,0.0
1071,2,0.0
1071,3,0.0
1071,4,0.0
1071,5,0.0
1071,6,0.0
1071,7,0.0
1071,8,0.0
1071,9,0.0
1071,10,6.0
1071,11,4.0
1071,12,0.0
1071,13,0.0
1071,34,0.0
1072,1,0.0
1072,2,0.0
1072,3,0.0
1072,4,0.0
1072,5,0.0
1072,6,1.0
1072,7,2.0
1072,8,2.0
1072,9,2.0
1072,10,2.0
1072,11,2.0
1072,12,2.0
1072,13,0.0
1072,34,0.0
1073,1,0.0
1073,2,0.0
1073,3,0.0
1073,4,0.0
1073,5,0.0
1073,6,0.0
1073,7,4.0
1073,8,2.0
1073,9,4.0
1073,10,0.0
1073,11,0.0
1073,12,0.0
1073,13,0.0
1073,34,0.0
1074,1,0.0
1074,2,0.0
1074,3,0.0
1074,4,0.0
1074,5,0.0
1074,6,0.0
1074,7,0.0
1074,8,3.0
1074,9,2.0
1074,10,0.0
1074,11,1.0
1074,12,0.0
1074,13,0.0
1074,34,0.0
1075,1,0.0
1075,2,0.0
1075,3,0.0
1075,4,0.0
1075,5,0.0
1075,6,0.0
1075,7,3.0
1075,8,0.0
1075,9,0.0
1075,10,4.0
1075,11,0.0
1075,12,0.0
1075,13,0.0
1075,34,0.0
1076,1,0.0
1076,2,0.0
1076,3,0.0
1076,4,0.0
1076,5,0.0
1076,6,0.0
1076,7,2.0
1076,8,1.0
1076,9,4.0
1076,10,0.0
1076,11,0.0
1076,12,0.0
1076,13,0.0
1076,34,0.0
1077,1,0.0
1077,2,0.0
1077,3,0.0
1077,4,0.0
1077,5,0.0
1077,6,0.0
1077,7,3.0
1077,8,3.0
1077,9,6.0
1077,10,0.0
1077,11,0.0
1077,12,0.0
1077,13,0.0
1077,34,0.0
1078,1,0.0
1078,2,0.0
1078,3,0.0
1078,4,0.0
1078,5,0.0
1078,6,0.0
1078,7,0.0
1078,8,0.0
1078,9,0.0
1078,10,5.0
1078,11,2.0
1078,12,0.0
1078,13,0.0
1078,34,0.0
1079,1,0.0
1079,2,0.0
1079,3,0.0
1079,4,0.0
1079,5,0.0
1079,6,0.0
1079,7,5.0
1079,8,0.0
1079,9,0.0
1079,10,0.0
1079,11,7.0
1079,12,0.0
1079,13,0.0
1079,34,0.0
1080,1,0.0
1080,2,0.0
1080,3,0.0
1080,4,0.0
1080,5,0.0
1080,6,0.0
1080,7,0.0
1080,8,8.0
1080,9,0.0
1080,10,2.0
1080,11,0.0
1080,12,0.0
1080,13,0.0
1080,34,0.0
1081,1,0.0
1081,2,0.0
1081,3,0.0
1081,4,0.0
1081,5,0.0
1081,6,0.0
1081,7,0.0
1081,8,5.0
1081,9,7.0
1081,10,0.0
1081,11,0.0
1081,12,0.0
1081,13,0.0
1081,34,0.0
1082,1,0.0
1082,2,0.0
1082,3,0.0
1082,4,0.0
1082,5,0.0
1082,6,0.0
1082,7,2.0
1082,8,0.0
1082,9,0.0
1082,10,4.0
1082,11,2.0
1082,12,0.0
1082,13,0.0
1082,34,0.0
1083,1,0.0
1083,2,0.0
1083,3,0.0
1083,4,0.0
1083,5,0.0
1083,6,0.0
1083,7,0.0
1083,8,2.0
1083,9,3.0
1083,10,2.0
1083,11,0.0
1083,12,0.0
1083,13,0.0
1083,34,0.0
1084,1,0.0
1084,2,0.0
1084,3,0.0
1084,4,0.0
1084,5,0.0
1084,6,0.0
1084,7,2.0
1084,8,3.0
1084,9,0.0
1084,10,2.0
1084,11,0.0
1084,12,0.0
1084,13,0.0
1084,34,0.0
1085,1,0.0
1085,2,0.0
1085,3,0.0
1085,4,0.0
1085,5,0.0
1085,6,0.0
1085,7,2.0
1085,8,3.0
1085,9,0.0
1085,10,4.0
1085,11,0.0
1085,12,0.0
1085,13,0.0
1085,34,0.0
1086,1,0.0
1086,2,0.0
1086,3,0.0
1086,4,0.0
1086,5,0.0
1086,6,0.0
1086,7,0.0
1086,8,4.0
1086,9,2.0
1086,10,3.0
1086,11,0.0
1086,12,0.0
1086,13,0.0
1086,34,0.0
1087,1,0.0
1087,2,0.0
1087,3,0.0
1087,4,0.0
1087,5,0.0
1087,6,0.0
1087,7,6.0
1087,8,0.0
1087,9,0.0
1087,10,0.0
1087,11,4.0
1087,12,0.0
1087,13,0.0
1087,34,0.0
1088,1,0.0
1088,2,0.0
1088,3,0.0
1088,4,0.0
1088,5,0.0
1088,6,0.0
1088,7,0.0
1088,8,2.0
1088,9,0.0
1088,10,0.0
1088,11,1.0
1088,12,0.0
1088,13,0.0
1088,34,0.0
1089,1,0.0
1089,2,0.0
1089,3,0.0
1089,4,0.0
1089,5,0.0
1089,6,0.0
1089,7,2.0
1089,8,3.0
1089,9,2.0
1089,10,5.0
1089,11,0.0
1089,12,0.0
1089,13,0.0
1089,34,0.0
1090,1,0.0
1090,2,0.0
1090,3,0.0
1090,4,0.0
1090,5,0.0
1090,6,0.0
1090,7,0.0
1090,8,0.0
1090,9,0.0
1090,10,0.0
1090,11,4.0
1090,12,0.0
1090,13,0.0
1090,34,0.0
1091,1,0.0
1091,2,0.0
1091,3,0.0
1091,4,0.0
1091,5,0.0
1091,6,0.0
1091,7,3.0
1091,8,3.0
1091,9,3.0
1091,10,0.0
1091,11,2.0
1091,12,0.0
1091,13,0.0
1091,34,0.0
1092,1,0.0
1092,2,0.0
1092,3,0.0
1092,4,0.0
1092,5,0.0
1092,6,0.0
1092,7,3.0
1092,8,3.0
1092,9,3.0
1092,10,0.0
1092,11,3.0
1092,12,0.0
1092,13,0.0
1092,34,0.0
1093,1,0.0
1093,2,0.0
1093,3,0.0
1093,4,0.0
1093,5,0.0
1093,6,0.0
1093,7,2.0
1093,8,1.0
1093,9,1.0
1093,10,0.0
1093,11,1.0
1093,12,0.0
1093,13,0.0
1093,34,0.0
1094,1,0.0
1094,2,0.0
1094,3,0.0
1094,4,0.0
1094,5,0.0
1094,6,0.0
1094,7,1.0
1094,8,0.0
1094,9,1.0
1094,10,2.0
1094,11,1.0
1094,12,1.0
1094,13,0.0
1094,34,0.0
1095,1,0.0
1095,2,0.0
1095,3,0.0
1095,4,0.0
1095,5,0.0
1095,6,0.0
1095,7,4.0
1095,8,3.0
1095,9,4.0
1095,10,1.0
1095,11,0.0
1095,12,0.0
1095,13,0.0
1095,34,0.0
1096,1,0.0
1096,2,0.0
1096,3,0.0
1096,4,0.0
1096,5,0.0
1096,6,0.0
1096,7,0.0
1096,8,4.0
1096,9,0.0
1096,10,2.0
1096,11,2.0
1096,12,0.0
1096,13,0.0
1096,34,0.0
1097,1,0.0
1097,2,0.0
1097,3,0.0
1097,4,0.0
1097,5,0.0
1097,6,0.0
1097,7,0.0
1097,8,4.0
1097,9,2.0
1097,10,2.0
1097,11,2.0
1097,12,0.0
1097,13,0.0
1097,34,0.0
1098,1,0.0
1098,2,0.0
1098,3,0.0
1098,4,0.0
1098,5,0.0
1098,6,0.0
1098,7,58.0
1098,8,114.0
1098,9,142.0
1098,10,143.0
1098,11,108.0
1098,12,43.0
1098,13,3.0
1098,34,0.0
1099,1,0.0
1099,2,0.0
1099,3,0.0
1099,4,0.0
1099,5,0.0
1099,6,0.0
1099,7,11.0
1099,8,0.0
1099,9,0.0
1099,10,0.0
1099,11,0.0
1099,12,0.0
1099,13,0.0
1099,34,0.0
1100,1,0.0
1100,2,0.0
1100,3,0.0
1100,4,0.0
1100,5,0.0
1100,6,0.0
1100,7,0.0
1100,8,3.0
1100,9,3.0
1100,10,3.0
1100,11,2.0
1100,12,0.0
1100,13,0.0
1100,34,0.0
1101,1,0.0
1101,2,0.0
1101,3,0.0
1101,4,0.0
1101,5,0.0
1101,6,0.0
1101,7,4.0
1101,8,0.0
1101,9,2.0
1101,10,2.0
1101,11,2.0
1101,12,0.0
1101,13,0.0
1101,34,0.0
1102,1,0.0
1102,2,0.0
1102,3,0.0
1102,4,0.0
1102,5,0.0
1102,6,0.0
1102,7,2.0
1102,8,5.0
1102,9,5.0
1102,10,0.0
1102,11,0.0
1102,12,0.0
1102,13,0.0
1102,34,0.0
1103,1,0.0
1103,2,0.0
1103,3,0.0
1103,4,0.0
1103,5,0.0
1103,6,0.0
1103,7,0.0
1103,8,0.0
1103,9,0.0
1103,10,4.0
1103,11,4.0
1103,12,3.0
1103,13,0.0
1103,34,0.0
1104,1,0.0
1104,2,0.0
1104,3,0.0
1104,4,0.0
1104,5,0.0
1104,6,0.0
1104,7,5.0
1104,8,3.0
1104,9,3.0
1104,10,0.0
1104,11,3.0
1104,12,0.0
1104,13,0.0
1104,34,0.0
1105,1,0.0
1105,2,0.0
1105,3,0.0
1105,4,0.0
1105,5,0.0
1105,6,0.0
1105,7,5.0
1105,8,3.0
1105,9,3.0
1105,10,0.0
1105,11,1.0
1105,12,0.0
1105,13,0.0
1105,34,0.0
1106,1,0.0
1106,2,0.0
1106,3,0.0
1106,4,0.0
1106,5,0.0
1106,6,3.0
1106,7,0.0
1106,8,0.0
1106,9,0.0
1106,10,0.0
1106,11,0.0
1106,12,0.0
1106,13,0.0
1106,34,0.0
1107,1,0.0
1107,2,0.0
1107,3,0.0
1107,4,0.0
1107,5,0.0
1107,6,2.0
1107,7,0.0
1107,8,8.0
1107,9,0.0
1107,10,0.0
1107,11,0.0
1107,12,0.0
1107,13,0.0
1107,34,0.0
1108,1,0.0
1108,2,0.0
1108,3,0.0
1108,4,0.0
1108,5,0.0
1108,6,0.0
1108,7,0.0
1108,8,0.0
1108,9,8.0
1108,10,4.0
1108,11,0.0
1108,12,0.0
1108,13,0.0
1108,34,0.0
1109,1,0.0
1109,2,0.0
1109,3,0.0
1109,4,0.0
1109,5,0.0
1109,6,0.0
1109,7,3.0
1109,8,0.0
1109,9,0.0
1109,10,0.0
1109,11,0.0
1109,12,3.0
1109,13,0.0
1109,34,0.0
1110,1,0.0
1110,2,0.0
1110,3,0.0
1110,4,0.0
1110,5,0.0
1110,6,0.0
1110,7,4.0
1110,8,3.0
1110,9,4.0
1110,10,0.0
1110,11,0.0
1110,12,0.0
1110,13,0.0
1110,34,0.0
1111,1,0.0
1111,2,0.0
1111,3,0.0
1111,4,0.0
1111,5,0.0
1111,6,0.0
1111,7,3.0
1111,8,0.0
1111,9,3.0
1111,10,3.0
1111,11,0.0
1111,12,0.0
1111,13,0.0
1111,34,0.0
1112,1,0.0
1112,2,0.0
1112,3,0.0
1112,4,0.0
1112,5,0.0
1112,6,0.0
1112,7,0.0
1112,8,2.0
1112,9,0.0
1112,10,0.0
1112,11,3.0
1112,12,0.0
1112,13,0.0
1112,34,0.0
1113,1,0.0
1113,2,0.0
1113,3,0.0
1113,4,0.0
1113,5,0.0
1113,6,0.0
1113,7,0.0
1113,8,3.0
1113,9,5.0
1113,10,3.0
1113,11,0.0
1113,12,0.0
1113,13,0.0
1113,34,0.0
1114,1,0.0
1114,2,0.0
1114,3,0.0
1114,4,0.0
1114,5,0.0
1114,6,0.0
1114,7,0.0
1114,8,4.0
1114,9,2.0
1114,10,2.0
1114,11,0.0
1114,12,0.0
1114,13,0.0
1114,34,0.0
1115,1,0.0
1115,2,0.0
1115,3,0.0
1115,4,0.0
1115,5,0.0
1115,6,0.0
1115,7,0.0
1115,8,1.0
1115,9,1.0
1115,10,0.0
1115,11,0.0
1115,12,0.0
1115,13,0.0
1115,34,0.0
1116,1,0.0
1116,2,0.0
1116,3,0.0
1116,4,0.0
1116,5,0.0
1116,6,0.0
1116,7,24.0
1116,8,48.0
1116,9,48.0
1116,10,48.0
1116,11,24.0
1116,12,0.0
1116,13,0.0
1116,34,0.0
1117,1,0.0
1117,2,0.0
1117,3,0.0
1117,4,0.0
1117,5,0.0
1117,6,0.0
1117,7,0.0
1117,8,140.0
1117,9,60.0
1117,10,80.0
1117,11,50.0
1117,12,0.0
1117,13,10.0
1117,34,0.0
1118,1,0.0
1118,2,0.0
1118,3,0.0
1118,4,0.0
1118,5,0.0
1118,6,0.0
1118,7,20.0
1118,8,50.0
1118,9,90.0
1118,10,90.0
1118,11,50.0
1118,12,20.0
1118,13,15.0
1118,34,0.0
1119,1,0.0
1119,2,0.0
1119,3,0.0
1119,4,0.0
1119,5,0.0
1119,6,0.0
1119,7,0.0
1119,8,1.0
1119,9,2.0
1119,10,1.0
1119,11,2.0
1119,12,0.0
1119,13,0.0
1119,34,0.0
1120,1,0.0
1120,2,0.0
1120,3,0.0
1120,4,0.0
1120,5,0.0
1120,6,0.0
1120,7,0.0
1120,8,2.0
1120,9,4.0
1120,10,6.0
1120,11,0.0
1120,12,0.0
1120,13,0.0
1120,34,0.0
1121,1,0.0
1121,2,0.0
1121,3,0.0
1121,4,0.0
1121,5,0.0
1121,6,0.0
1121,7,1.0
1121,8,1.0
1121,9,2.0
1121,10,1.0
1121,11,0.0
1121,12,1.0
1121,13,0.0
1121,34,0.0
1122,1,0.0
1122,2,0.0
1122,3,0.0
1122,4,0.0
1122,5,0.0
1122,6,0.0
1122,7,1.0
1122,8,2.0
1122,9,1.0
1122,10,1.0
1122,11,0.0
1122,12,1.0
1122,13,0.0
1122,34,0.0
1123,1,0.0
1123,2,0.0
1123,3,0.0
1123,4,0.0
1123,5,0.0
1123,6,0.0
1123,7,1.0
1123,8,2.0
1123,9,0.0
1123,10,2.0
1123,11,0.0
1123,12,1.0
1123,13,0.0
1123,34,0.0
1124,1,0.0
1124,2,0.0
1124,3,0.0
1124,4,0.0
1124,5,0.0
1124,6,0.0
1124,7,1.0
1124,8,2.0
1124,9,0.0
1124,10,1.0
1124,11,1.0
1124,12,1.0
1124,13,0.0
1124,34,0.0
1125,1,0.0
1125,2,0.0
1125,3,0.0
1125,4,0.0
1125,5,0.0
1125,6,0.0
1125,7,0.0
1125,8,3.0
1125,9,4.0
1125,10,1.0
1125,11,0.0
1125,12,0.0
1125,13,0.0
1125,34,0.0
1126,1,0.0
1126,2,0.0
1126,3,0.0
1126,4,0.0
1126,5,0.0
1126,6,0.0
1126,7,0.0
1126,8,3.0
1126,9,4.0
1126,10,0.0
1126,11,0.0
1126,12,1.0
1126,13,0.0
1126,34,0.0
1127,1,0.0
1127,2,0.0
1127,3,0.0
1127,4,0.0
1127,5,0.0
1127,6,0.0
1127,7,0.0
1127,8,0.0
1127,9,6.0
1127,10,0.0
1127,11,0.0
1127,12,2.0
1127,13,0.0
1127,34,0.0
1128,1,0.0
1128,2,0.0
1128,3,0.0
1128,4,0.0
1128,5,0.0
1128,6,0.0
1128,7,1.0
1128,8,2.0
1128,9,2.0
1128,10,2.0
1128,11,0.0
1128,12,1.0
1128,13,0.0
1128,34,0.0
1129,1,0.0
1129,2,0.0
1129,3,0.0
1129,4,0.0
1129,5,0.0
1129,6,0.0
1129,7,3.0
1129,8,3.0
1129,9,5.0
1129,10,0.0
1129,11,0.0
1129,12,0.0
1129,13,0.0
1129,34,0.0
1130,1,0.0
1130,2,0.0
1130,3,0.0
1130,4,0.0
1130,5,0.0
1130,6,0.0
1130,7,0.0
1130,8,0.0
1130,9,0.0
1130,10,2.0
1130,11,3.0
1130,12,0.0
1130,13,0.0
1130,34,0.0
1131,1,0.0
1131,2,0.0
1131,3,0.0
1131,4,0.0
1131,5,0.0
1131,6,0.0
1131,7,0.0
1131,8,1.0
1131,9,3.0
1131,10,1.0
1131,11,0.0
1131,12,0.0
1131,13,0.0
1131,34,0.0
1132,1,0.0
1132,2,0.0
1132,3,0.0
1132,4,0.0
1132,5,0.0
1132,6,0.0
1132,7,3.0
1132,8,2.0
1132,9,4.0
1132,10,2.0
1132,11,1.0
1132,12,0.0
1132,13,0.0
1132,34,0.0
1133,1,0.0
1133,2,0.0
1133,3,0.0
1133,4,0.0
1133,5,0.0
1133,6,0.0
1133,7,0.0
1133,8,2.0
1133,9,4.0
1133,10,0.0
1133,11,1.0
1133,12,0.0
1133,13,0.0
1133,34,0.0
1134,1,0.0
1134,2,0.0
1134,3,0.0
1134,4,0.0
1134,5,0.0
1134,6,3.0
1134,7,3.0
1134,8,3.0
1134,9,0.0
1134,10,3.0
1134,11,0.0
1134,12,0.0
1134,13,0.0
1134,34,0.0
1135,1,0.0
1135,2,0.0
1135,3,0.0
1135,4,0.0
1135,5,0.0
1135,6,0.0
1135,7,2.0
1135,8,5.0
1135,9,0.0
1135,10,0.0
1135,11,0.0
1135,12,0.0
1135,13,0.0
1135,34,0.0
1136,1,0.0
1136,2,0.0
1136,3,0.0
1136,4,0.0
1136,5,0.0
1136,6,0.0
1136,7,0.0
1136,8,0.0
1136,9,6.0
1136,10,5.0
1136,11,0.0
1136,12,0.0
1136,13,0.0
1136,34,0.0
1137,1,0.0
1137,2,0.0
1137,3,0.0
1137,4,0.0
1137,5,0.0
1137,6,0.0
1137,7,1.0
1137,8,1.0
1137,9,3.0
1137,10,0.0
1137,11,0.0
1137,12,0.0
1137,13,0.0
1137,34,0.0
1138,1,0.0
1138,2,0.0
1138,3,0.0
1138,4,0.0
1138,5,0.0
1138,6,0.0
1138,7,5.0
1138,8,6.0
1138,9,0.0
1138,10,0.0
1138,11,0.0
1138,12,0.0
1138,13,0.0
1138,34,0.0
1139,1,0.0
1139,2,0.0
1139,3,0.0
1139,4,0.0
1139,5,0.0
1139,6,0.0
1139,7,0.0
1139,8,0.0
1139,9,6.0
1139,10,3.0
1139,11,0.0
1139,12,0.0
1139,13,0.0
1139,34,0.0
1140,1,0.0
1140,2,0.0
1140,3,0.0
1140,4,0.0
1140,5,0.0
1140,6,0.0
1140,7,1.0
1140,8,4.0
1140,9,3.0
1140,10,1.0
1140,11,2.0
1140,12,0.0
1140,13,0.0
1140,34,0.0
1141,1,0.0
1141,2,0.0
1141,3,0.0
1141,4,0.0
1141,5,0.0
1141,6,0.0
1141,7,2.0
1141,8,0.0
1141,9,0.0
1141,10,2.0
1141,11,0.0
1141,12,0.0
1141,13,0.0
1141,34,0.0
1142,1,0.0
1142,2,0.0
1142,3,0.0
1142,4,0.0
1142,5,0.0
1142,6,0.0
1142,7,2.0
1142,8,2.0
1142,9,1.0
1142,10,1.0
1142,11,1.0
1142,12,0.0
1142,13,0.0
1142,34,0.0
1143,1,0.0
1143,2,0.0
1143,3,0.0
1143,4,0.0
1143,5,0.0
1143,6,0.0
1143,7,0.0
1143,8,3.0
1143,9,7.0
1143,10,0.0
1143,11,0.0
1143,12,0.0
1143,13,0.0
1143,34,0.0
1144,1,0.0
1144,2,0.0
1144,3,0.0
1144,4,0.0
1144,5,0.0
1144,6,0.0
1144,7,0.0
1144,8,4.0
1144,9,4.0
1144,10,2.0
1144,11,0.0
1144,12,0.0
1144,13,0.0
1144,34,0.0
1145,1,0.0
1145,2,0.0
1145,3,0.0
1145,4,0.0
1145,5,0.0
1145,6,0.0
1145,7,1.0
1145,8,0.0
1145,9,0.0
1145,10,0.0
1145,11,3.0
1145,12,0.0
1145,13,0.0
1145,34,0.0
1146,1,0.0
1146,2,0.0
1146,3,0.0
1146,4,0.0
1146,5,0.0
1146,6,0.0
1146,7,3.0
1146,8,1.0
1146,9,1.0
1146,10,2.0
1146,11,2.0
1146,12,0.0
1146,13,0.0
1146,34,0.0
1147,1,0.0
1147,2,0.0
1147,3,0.0
1147,4,0.0
1147,5,0.0
1147,6,0.0
1147,7,3.0
1147,8,3.0
1147,9,3.0
1147,10,1.0
1147,11,1.0
1147,12,0.0
1147,13,0.0
1147,34,0.0
1148,1,0.0
1148,2,0.0
1148,3,0.0
1148,4,0.0
1148,5,0.0
1148,6,0.0
1148,7,3.0
1148,8,3.0
1148,9,4.0
1148,10,1.0
1148,11,1.0
1148,12,0.0
1148,13,0.0
1148,34,0.0
1149,1,0.0
1149,2,0.0
1149,3,0.0
1149,4,0.0
1149,5,0.0
1149,6,0.0
1149,7,2.0
1149,8,3.0
1149,9,2.0
1149,10,4.0
1149,11,0.0
1149,12,0.0
1149,13,0.0
1149,34,0.0
1150,1,0.0
1150,2,0.0
1150,3,0.0
1150,4,0.0
1150,5,0.0
1150,6,0.0
1150,7,6.0
1150,8,7.0
1150,9,0.0
1150,10,0.0
1150,11,2.0
1150,12,0.0
1150,13,0.0
1150,34,0.0
1151,1,0.0
1151,2,0.0
1151,3,0.0
1151,4,0.0
1151,5,0.0
1151,6,0.0
1151,7,6.0
1151,8,4.0
1151,9,0.0
1151,10,0.0
1151,11,2.0
1151,12,0.0
1151,13,0.0
1151,34,0.0
1152,1,0.0
1152,2,0.0
1152,3,0.0
1152,4,0.0
1152,5,0.0
1152,6,0.0
1152,7,1.0
1152,8,3.0
1152,9,4.0
1152,10,2.0
1152,11,1.0
1152,12,0.0
1152,13,0.0
1152,34,0.0
1153,1,0.0
1153,2,0.0
1153,3,0.0
1153,4,0.0
1153,5,0.0
1153,6,0.0
1153,7,4.0
1153,8,5.0
1153,9,3.0
1153,10,0.0
1153,11,0.0
1153,12,0.0
1153,13,0.0
1153,34,0.0
1154,1,0.0
1154,2,0.0
1154,3,0.0
1154,4,0.0
1154,5,0.0
1154,6,0.0
1154,7,6.0
1154,8,6.0
1154,9,6.0
1154,10,0.0
1154,11,0.0
1154,12,0.0
1154,13,0.0
1154,34,0.0
1155,1,0.0
1155,2,0.0
1155,3,0.0
1155,4,0.0
1155,5,0.0
1155,6,0.0
1155,7,3.0
1155,8,3.0
1155,9,1.0
1155,10,0.0
1155,11,0.0
1155,12,0.0
1155,13,0.0
1155,34,0.0
1156,1,0.0
1156,2,0.0
1156,3,0.0
1156,4,0.0
1156,5,0.0
1156,6,0.0
1156,7,0.0
1156,8,1.0
1156,9,2.0
1156,10,0.0
1156,11,2.0
1156,12,2.0
1156,13,0.0
1156,34,0.0
1157,1,0.0
1157,2,0.0
1157,3,0.0
1157,4,0.0
1157,5,0.0
1157,6,0.0
1157,7,0.0
1157,8,1.0
1157,9,2.0
1157,10,0.0
1157,11,2.0
1157,12,3.0
1157,13,0.0
1157,34,0.0
1158,1,0.0
1158,2,0.0
1158,3,0.0
1158,4,0.0
1158,5,0.0
1158,6,0.0
1158,7,0.0
1158,8,1.0
1158,9,2.0
1158,10,4.0
1158,11,2.0
1158,12,1.0
1158,13,0.0
1158,34,0.0
1159,1,0.0
1159,2,0.0
1159,3,0.0
1159,4,0.0
1159,5,0.0
1159,6,0.0
1159,7,0.0
1159,8,4.0
1159,9,4.0
1159,10,0.0
1159,11,2.0
1159,12,0.0
1159,13,0.0
1159,34,0.0
1160,1,0.0
1160,2,0.0
1160,3,0.0
1160,4,0.0
1160,5,0.0
1160,6,0.0
1160,7,0.0
1160,8,5.0
1160,9,5.0
1160,10,0.0
1160,11,2.0
1160,12,0.0
1160,13,0.0
1160,34,0.0
1161,1,0.0
1161,2,0.0
1161,3,0.0
1161,4,0.0
1161,5,0.0
1161,6,0.0
1161,7,0.0
1161,8,0.0
1161,9,2.0
1161,10,0.0
1161,11,3.0
1161,12,0.0
1161,13,0.0
1161,34,0.0
1162,1,0.0
1162,2,0.0
1162,3,0.0
1162,4,0.0
1162,5,0.0
1162,6,0.0
1162,7,0.0
1162,8,0.0
1162,9,2.0
1162,10,4.0
1162,11,1.0
1162,12,0.0
1162,13,0.0
1162,34,0.0
1163,1,0.0
1163,2,0.0
1163,3,0.0
1163,4,0.0
1163,5,0.0
1163,6,0.0
1163,7,6.0
1163,8,0.0
1163,9,0.0
1163,10,0.0
1163,11,4.0
1163,12,2.0
1163,13,0.0
1163,34,0.0
1164,1,0.0
1164,2,0.0
1164,3,0.0
1164,4,0.0
1164,5,0.0
1164,6,0.0
1164,7,0.0
1164,8,4.0
1164,9,5.0
1164,10,0.0
1164,11,0.0
1164,12,0.0
1164,13,0.0
1164,34,0.0
1165,1,0.0
1165,2,0.0
1165,3,0.0
1165,4,0.0
1165,5,0.0
1165,6,0.0
1165,7,1.0
1165,8,2.0
1165,9,1.0
1165,10,2.0
1165,11,1.0
1165,12,0.0
1165,13,0.0
1165,34,0.0
1166,1,0.0
1166,2,0.0
1166,3,0.0
1166,4,0.0
1166,5,0.0
1166,6,0.0
1166,7,1.0
1166,8,4.0
1166,9,0.0
1166,10,2.0
1166,11,1.0
1166,12,0.0
1166,13,0.0
1166,34,0.0
1167,1,0.0
1167,2,0.0
1167,3,0.0
1167,4,0.0
1167,5,0.0
1167,6,0.0
1167,7,0.0
1167,8,5.0
1167,9,2.0
1167,10,2.0
1167,11,2.0
1167,12,0.0
1167,13,0.0
1167,34,0.0
1168,1,0.0
1168,2,0.0
1168,3,0.0
1168,4,0.0
1168,5,0.0
1168,6,0.0
1168,7,0.0
1168,8,2.0
1168,9,2.0
1168,10,3.0
1168,11,2.0
1168,12,1.0
1168,13,0.0
1168,34,0.0
1169,1,0.0
1169,2,0.0
1169,3,0.0
1169,4,0.0
1169,5,0.0
1169,6,0.0
1169,7,0.0
1169,8,4.0
1169,9,1.0
1169,10,1.0
1169,11,0.0
1169,12,0.0
1169,13,0.0
1169,34,0.0
1170,1,0.0
1170,2,0.0
1170,3,0.0
1170,4,0.0
1170,5,0.0
1170,6,0.0
1170,7,1.0
1170,8,0.0
1170,9,4.0
1170,10,2.0
1170,11,1.0
1170,12,0.0
1170,13,0.0
1170,34,0.0
1171,1,0.0
1171,2,0.0
1171,3,0.0
1171,4,0.0
1171,5,0.0
1171,6,0.0
1171,7,1.0
1171,8,4.0
1171,9,0.0
1171,10,0.0
1171,11,5.0
1171,12,0.0
1171,13,0.0
