SipNo,SipHarinx,Konum,SKOD,Tanim,Miktar,Birim,ParaCinsi,Fiyat,iskonto,iskontoTut,KDVORAN,Durum,TerminTarihi,LotNo,OTVOran,SipharinxB,locked,SipPicture,Proje_D_Id,OzKod1,OzKod2,OzKod3,BagTeklifHarinx
7188,17582,F,046 105,,16.0,CIFT,US,55.0,0.00,0.0,0.00,*,,017582,,,,,,,,,
7188,17583,F,001 6897,ARKADARKADAKİ VALTİNO AKSESSUAR OLMAYACAK. ,8.0,CIFT,US,59.0,0.00,0.0,0.00,*,,017583,,,,,,,,,
7188,17584,F,001 6829,6897 KALİTEDE KULLANILAN TABAN KULLANIACAK. TABAN RENGİ SAYA RENGİNE UYGUN BİR RENK OLSUN.,8.0,CIFT,US,61.0,0.00,0.0,0.00,*,,017584,,,,,,,,,
7188,17585,F,046 103,,8.0,CIFT,US,52.0,0.00,0.0,0.00,*,,017585,,,,,,,,,
7188,17586,F,005 6233,,8.0,CIFT,US,33.0,0.00,0.0,0.00,*,,017586,,,,,,,,,
7188,17587,F,005 6160,,8.0,CIFT,US,33.0,0.00,0.0,0.00,*,,017587,,,,,,,,,
7188,17588,F,030 1788,SİYAH RENKTE NUDE İÇ ASTAR VE MOSTURA  OLSUN,16.0,CIFT,US,51.0,0.00,0.0,0.00,*,,017588,,,,,,,,,
7188,17589,F,057 5000,,10.0,CIFT,US,28.0,0.00,0.0,0.00,*,,017589,,,,,,,,,
7188,17590,F,030 1823,İÇ ASTAR VE MOSTURA  NUDE OLSUN,8.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017590,,,,,,,,,
7189,17618,F,085 E-5036,,8.0,CIFT,US,27.0,0.00,0.0,0.00,*,,017618,,,,,,,,,
7189,17619,F,076 71,,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,017619,,,,,,,,,
7189,17620,F,081 7099,,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,017620,,,,,,,,,
7190,17621,F,023 8132,İÇ ASTAR NUDE,8.0,CIFT,US,42.0,0.00,0.0,0.00,*,,017621,,,,,,,,,
7190,17622,F,023 8123,İÇ ASTAR NUDE,8.0,CIFT,US,42.0,0.00,0.0,0.00,*,,017622,,,,,,,,,
7190,17623,F,124 R-03,,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,017623,,,,,,,,,
7190,17624,F,105 500-1,,8.0,CIFT,US,35.0,0.00,0.0,0.00,*,,017624,,,,,,,,,
7190,17625,F,023 8151,,8.0,CIFT,US,33.0,0.00,0.0,0.00,*,,017625,,,,,,,,,
7190,17626,F,020 1632,,16.0,CIFT,US,32.0,0.00,0.0,0.00,*,,017626,,,,,,,,,
7190,17627,F,076 88,VARDOLA GÜMÜŞ,8.0,CIFT,US,29.0,0.00,0.0,0.00,*,,017627,,,,,,,,,
7190,17628,F,005 6023,TAŞSIZ OLACAK- FİYAT FARKI 3,8.0,CIFT,US,27.0,0.00,0.0,0.00,*,,017628,,,,,,,,,
7190,17629,F,005 6024,TAŞSIZ OLACAK- FİYAT FARKI 3,8.0,CIFT,US,27.0,0.00,0.0,0.00,*,,017629,,,,,,,,,
7196,17635,F,004 SC015,,6.0,CIFT,US,46.0,0.00,0.0,0.00,*,,016619,,16619,,,,,,,
7197,17636,F,013 8050,,6.0,CIFT,US,40.0,0.00,0.0,0.00,*,,016620,,16620,,,,,,,
7198,17637,F,052 7877,,6.0,CIFT,US,43.0,0.00,0.0,0.00,*,,016628,,16628,,,,,,,
7199,17638,F,065 02-700,,6.0,CIFT,US,39.0,0.00,0.0,0.00,*,,016621,,16621,,,,,,,
7200,17639,F,067 1181,Garni parçaları açık Taba Tüylü Leopar olacak.,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,016618,,16618,,,,,,,
7201,17640,F,071 1314,,16.0,CIFT,US,27.0,0.00,0.0,0.00,*,,016617,,16617,,,,,,,
7202,17641,F,098 6852,,6.0,CIFT,US,39.0,0.00,0.0,0.00,*,,016622,,16622,,,,,,,
7203,17642,F,001 6768,,8.0,CIFT,US,52.0,0.00,0.0,0.00,*,,017580,,17580,,,,,,,
7203,17643,F,001 6817,,8.0,CIFT,US,,0.00,0.0,0.00,*,,017581,,17581,,,,,,,
7203,17644,F,001 6897,ARKADARKADAKİ VALTİNO AKSESSUAR OLMAYACAK. ,8.0,CIFT,US,55.0,0.00,0.0,0.00,*,,017583,,17583,,,,,,,
7203,17645,F,001 6829,6897 KALİTEDE KULLANILAN TABAN KULLANIACAK. TABAN RENGİ SAYA RENGİNE UYGUN BİR RENK OLSUN.,8.0,CIFT,US,56.0,0.00,0.0,0.00,*,,017584,,17584,,,,,,,
7204,17646,F,005 6233,,8.0,CIFT,US,25.0,0.00,0.0,0.00,*,,017586,,17586,,,,,,,
7204,17647,F,005 6160,,8.0,CIFT,US,29.0,0.00,0.0,0.00,*,,017587,,17587,,,,,,,
7205,17648,F,030 1788,SİYAH RENKTE NUDE İÇ ASTAR VE MOSTURA  OLSUN,16.0,CIFT,US,44.0,0.00,0.0,0.00,*,,017588,,17588,,,,,,,
7205,17649,F,030 1823,İÇ ASTAR VE MOSTURA  NUDE OLSUN,8.0,CIFT,US,35.0,0.00,0.0,0.00,*,,017590,,17590,,,,,,,
7206,17650,F,046 103,,8.0,CIFT,US,46.0,0.00,0.0,0.00,*,,017585,,17585,,,,,,,
7206,17651,F,046 105,,16.0,CIFT,US,50.0,0.00,0.0,0.00,*,,017582,,17582,,,,,,,
7207,17652,F,057 5000,,10.0,CIFT,US,26.0,0.00,0.0,0.00,*,,017589,,17589,,,,,,,
7208,17653,F,043 323,,10.0,CIFT,US,24.0,0.00,0.0,0.00,*,,017406,,17406,,,,,,,
7209,17654,F,052 7883,,10.0,CIFT,US,37.0,0.00,0.0,0.00,*,,017402,,17402,,,,,,,
7209,17655,F,052 7523,,10.0,CIFT,US,43.0,0.00,0.0,0.00,*,,017403,,17403,,,,,,,
7209,17656,F,052 7641,,10.0,CIFT,US,43.0,0.00,0.0,0.00,*,,017404,,17404,,,,,,,
7209,17657,F,052 7820,,10.0,CIFT,US,38.0,0.00,0.0,0.00,*,,017405,,17405,,,,,,,
7210,17658,F,104 0375,,20.0,CIFT,US,32.0,0.00,0.0,0.00,*,,017400,,17400,,,,,,,
7210,17659,F,104 0717,,10.0,CIFT,US,32.0,0.00,0.0,0.00,*,,017401,,17401,,,,,,,
7211,17660,F,067 1170,İÇ ASTAR VE MOSTURA NUDE OLACAK,16.0,CIFT,US,32.0,0.00,0.0,0.00,*,,017660,,,,,,,,,
7212,17661,F,089 905,,12.0,CIFT,US,39.0,0.00,0.0,0.00,*,,017591,,17591,,,,,,,
7212,17662,F,089 909,,6.0,CIFT,US,39.0,0.00,0.0,0.00,*,,017592,,17592,,,,,,,
7213,17663,F,012 GM 931,,8.0,CIFT,US,50.0,0.00,0.0,0.00,*,,017663,,,,,,,,,
7213,17664,F,047 1807,,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,017664,,,,,,,,,
7213,17665,F,005 6264,,8.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017665,,,,,,,,,
7213,17666,F,005 6160,,8.0,CIFT,US,33.0,0.00,0.0,0.00,*,,017666,,,,,,,,,
7214,17667,F,020 1527,,8.0,CIFT,US,34.0,0.00,0.0,0.00,*,,017576,,17576,,,,,,,
7214,17668,F,020 1527,,8.0,CIFT,US,34.0,0.00,0.0,0.00,*,,017577,,17577,,,,,,,
7214,17669,F,020 1590,,8.0,CIFT,US,26.0,0.00,0.0,0.00,*,,017579,,17579,,,,,,,
7215,17670,F,097 208,,6.0,CIFT,US,32.0,0.00,0.0,0.00,*,,017574,,17574,,,,,,,
7215,17671,F,097 218,,6.0,CIFT,US,32.0,0.00,0.0,0.00,*,,017575,,17575,,,,,,,
7216,17672,F,120 070,Bu siparişte 891 renkte 37 asortide yer alan 2 çiftten 1'i komfirme olacak. ,17.0,CIFT,US,24.0,0.00,0.0,0.00,*,,017578,,17578,,,,,,,
7217,17673,F,076 71,,8.0,CIFT,US,27.0,0.00,0.0,0.00,*,,017619,,17619,,,,,,,
7218,17674,F,081 7099,,8.0,CIFT,US,26.0,0.00,0.0,0.00,*,,017620,,17620,,,,,,,
7219,17675,F,085 E-5036,,8.0,CIFT,US,24.0,0.00,0.0,0.00,*,,017618,,17618,,,,,,,
7220,17676,F,121 2111,,6.0,CIFT,US,39.0,0.00,0.0,0.00,*,,017676,,,,,,,,,
7220,17677,F,057 H0171,,8.0,CIFT,US,31.0,0.00,0.0,0.00,*,,017677,,,,,,,,,
7220,17678,F,057 500,,16.0,CIFT,US,26.0,0.00,0.0,0.00,*,,017678,,,,,,,,,
7221,17679,F,057 H0171,,8.0,CIFT,US,27.0,0.00,0.0,0.00,*,,017677,,17677,,,,,,,
7221,17680,F,057 500,,16.0,CIFT,US,22.0,0.00,0.0,0.00,*,,017678,,17678,,,,,,,
7222,17681,F,121 2111,,6.0,CIFT,US,32.0,0.00,0.0,0.00,*,,017676,,17676,,,,,,,
7223,17683,F,057 H0171,,16.0,CIFT,US,31.0,0.00,0.0,0.00,*,,017309,,17309,,,,,,,
7225,17688,F,005 6023,TAŞSIZ OLACAK- FİYAT FARKI 3,8.0,CIFT,US,26.0,0.00,0.0,0.00,*,,017628,,17628,,,,,,,
7225,17689,F,005 6024,TAŞSIZ OLACAK- FİYAT FARKI 3,8.0,CIFT,US,26.0,0.00,0.0,0.00,*,,017629,,17629,,,,,,,
7226,17690,F,020 1632,,16.0,CIFT,US,27.0,0.00,0.0,0.00,*,,017626,,17626,,,,,,,
7227,17691,F,023 8132,İÇ ASTAR NUDE,8.0,CIFT,US,38.0,0.00,0.0,0.00,*,,017621,,17621,,,,,,,
7227,17692,F,023 8123,İÇ ASTAR NUDE,8.0,CIFT,US,38.0,0.00,0.0,0.00,*,,017622,,17622,,,,,,,
7227,17693,F,023 8151,,8.0,CIFT,US,28.0,0.00,0.0,0.00,*,,017625,,17625,,,,,,,
7228,17694,F,076 88,VARDOLA GÜMÜŞ,8.0,CIFT,US,26.0,0.00,0.0,0.00,*,,017627,,17627,,,,,,,
7229,17695,F,105 500-1,,8.0,CIFT,US,31.0,0.00,0.0,0.00,*,,017624,,17624,,,,,,,
7230,17696,F,124 R-03,,8.0,CIFT,US,26.0,0.00,0.0,0.00,*,,017623,,17623,,,,,,,
7233,17699,F,046 104,,14.0,CIFT,US,52.0,0.00,0.0,0.00,*,,017699,,,,,,,,,
7233,17700,F,046 103,,8.0,CIFT,US,52.0,0.00,0.0,0.00,*,,017700,,,,,,,,,
7234,17701,F,027 7948-Y,,8.0,CIFT,US,45.0,0.00,0.0,0.00,*,,017701,,,,,,,,,
7234,17702,F,081 7015,,8.0,CIFT,US,31.0,0.00,0.0,0.00,*,,017702,,,,,,,,,
7234,17703,F,005 6263,,8.0,CIFT,US,42.0,0.00,0.0,0.00,*,,017703,,,,,,,,,
7234,17704,F,030 1712,AKSESUAR TAŞLI OLACAK. TAŞ AKSESUAR ÖRNEĞİ SİZE GÖNDERİLECEK.,8.0,CIFT,US,41.0,0.00,0.0,0.00,*,,017704,,,,,,,,,
7234,17705,F,030 1741,TAŞSIZ OLACAK-İÇ ASTAR VE MOSTURA NUDE OLACAK-TABAN SİYAH,8.0,CIFT,US,42.0,0.00,0.0,0.00,*,,017705,,,,,,,,,
7234,17706,F,030 1710,,8.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017706,,,,,,,,,
7234,17707,F,001 6868,,8.0,CIFT,US,49.0,0.00,0.0,0.00,*,,017707,,,,,,,,,
7234,17708,F,001 6829,,8.0,CIFT,US,59.0,0.00,0.0,0.00,*,,017708,,,,,,,,,
7234,17709,F,063 6014,,8.0,CIFT,US,28.0,0.00,0.0,0.00,*,,017709,,,,,,,,,
7234,17710,,041 1306,ATKI 3 CM. DAHA UZUN OLSUN.,8.0,CIFT,US,43.0,0.00,0.0,0.00,,,017710,,,,,,taban  yok iptal,,,
7234,17711,F,076 71,,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,017711,,,,,,,,,
7234,17712,F,076 70,,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,017712,,,,,,,,,
7234,17713,F,005 6264,,8.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017713,,,,,,,,,
7234,17714,F,067 1190,,16.0,CIFT,US,38.0,0.00,0.0,0.00,*,,017714,,,,,,,,,
7234,17715,F,001 6865,,8.0,CIFT,US,58.0,0.00,0.0,0.00,*,,017715,,,,,,,,,
7234,17716,F,026 309,EVA TABAN OLACAK,16.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017716,,,,,,,,,
7234,17717,F,049 622,,8.0,CIFT,US,32.0,0.00,0.0,0.00,*,,017717,,,,,,,,,
7234,17718,F,001 6789,,8.0,CIFT,US,52.0,0.00,0.0,0.00,*,,017718,,,,,,,,,
7235,17719,F,057 1853,,16.0,CIFT,US,30.0,0.00,0.0,0.00,*,,017719,,,,,,,,,
7235,17720,F,030 1710,,16.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017720,,,,,,,,,
7235,17721,F,024 22-825,,8.0,CIFT,US,45.0,0.00,0.0,0.00,*,,017721,,,,,,,,,
7235,17722,F,057 1801-1,,16.0,CIFT,US,30.0,0.00,0.0,0.00,*,,017722,,,,,,,,,
7235,17723,F,039 28416-2,,16.0,CIFT,US,34.0,0.00,0.0,0.00,*,,017723,,,,,,,,,
7235,17724,F,056 636,,16.0,CIFT,US,39.0,0.00,0.0,0.00,*,,017724,,,,,,,,,
7235,17725,F,004 SC019,,16.0,CIFT,US,45.0,0.00,0.0,0.00,*,,017725,,,,,,,,,
7235,17726,F,004 SC002,,16.0,CIFT,US,46.0,0.00,0.0,0.00,*,,017726,,,,,,,,,
7235,17732,F,086 0566,,16.0,CIFT,US,32.0,0.00,0.0,0.00,*,,017732,,,,,,,,,
7235,17733,F,081 5156,,16.0,CIFT,US,32.0,0.00,0.0,0.00,*,,017733,,,,,,,,,
7235,17734,F,081 7015,,16.0,CIFT,US,32.0,0.00,0.0,0.00,*,,017734,,,,,,,,,
7235,17735,F,046 104,,16.0,CIFT,US,52.0,0.00,0.0,0.00,*,,017735,,,,,,,,,
7235,17736,F,059 0189,,16.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017736,,,,,,,,,
7235,17737,F,063 6014,,16.0,CIFT,US,29.0,0.00,0.0,0.00,*,,017737,,,,,,,,,
7235,17738,F,004 SC030,,16.0,CIFT,US,47.0,0.00,0.0,0.00,*,,017738,,,,,,,,,
7235,17739,F,026 245,,16.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017739,,,,,,,,,
7235,17740,F,001 6868,,8.0,CIFT,US,50.0,0.00,0.0,0.00,*,,017740,,,,,,,,,
7235,17741,F,001 6845,,16.0,CIFT,US,59.0,0.00,0.0,0.00,*,,017741,,,,,,,,,
7235,17742,F,049 622,,32.0,CIFT,US,32.0,0.00,0.0,0.00,*,,017742,,,,,,,,,
7235,17744,F,027 7948-Y,,16.0,CIFT,US,46.0,0.00,0.0,0.00,*,,017744,,,,,,,,,
7235,17745,F,041 1316,,16.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017745,,,,,,,,,
7235,17746,F,005 6160,,16.0,CIFT,US,33.0,0.00,0.0,0.00,*,,017746,,,,,,,,,
7235,17747,F,005 6233,,16.0,CIFT,US,32.0,0.00,0.0,0.00,*,,017747,,,,,,,,,
7235,17748,F,072 15303,,16.0,CIFT,US,38.0,0.00,0.0,0.00,*,,017748,,,,,,,,,
7235,17749,F,023 8146,,16.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017749,,,,,,,,,
7235,17750,F,068 34-65,ASTARSIZ OLACAK.,16.0,CIFT,US,25.0,0.00,0.0,0.00,*,,017750,,,,,,,,,
7235,17751,F,001 6825,TABAN BEYAZ- TABAN AKSESUARI GÜMÜŞ,8.0,CIFT,US,56.0,0.00,0.0,0.00,*,,017751,,,,,,,,,
7235,17752,F,052 7904,AKSESUAR 7639 KALİTEDE KULLANDIĞINIZ TOKA OLACAK,16.0,CIFT,US,39.0,0.00,0.0,0.00,*,,017752,,,,,,,,,
7236,17727,F,005 6126,Modelle Aynı Olacak.,8.0,CIFT,US,31.0,0.00,0.0,0.00,*,,010121,,10121,,,,,,,
7236,17728,F,005 6234,Modelle Aynı Olacak.,8.0,CIFT,US,29.0,0.00,0.0,0.00,*,,010122,,10122,,,,,,,
7237,17729,F,043 341,Modelle Aynı Olacak.,8.0,CIFT,US,29.0,0.00,0.0,0.00,*,,010124,,10124,,,,,,,
7237,17730,F,043 316,Modelle Aynı Olacak.,8.0,CIFT,US,24.0,0.00,0.0,0.00,*,,010125,,10125,,,,,,,
7238,17731,F,065 522-700,Modelle Aynı Olacak.,5.0,CIFT,US,39.0,0.00,0.0,0.00,*,,010123,,10123,,,,,,,
7239,17743,F,067 1170,İÇ ASTAR VE MOSTURA NUDE OLACAK,16.0,CIFT,US,32.0,0.00,0.0,0.00,*,,017660,,17660,,,,,,,
7240,17753,F,079 1015,,24.0,CIFT,US,33.0,0.00,0.0,0.00,*,,017753,,,,,,,,,
7240,17754,F,047 1812,,16.0,CIFT,US,30.0,0.00,0.0,0.00,*,,017754,,,,,,,,,
7240,17755,F,047 1810,,8.0,CIFT,US,31.0,0.00,0.0,0.00,*,,017755,,,,,,,,,
7241,17756,F,001 6868,,8.0,CIFT,US,52.0,0.00,0.0,0.00,*,,017756,,,,,,,,,
7241,17757,F,003 2759,,8.0,CIFT,US,29.0,0.00,0.0,0.00,*,,017757,,,,,,,,,
7243,17760,F,001 6789,,16.0,CIFT,US,49.0,0.00,0.0,0.00,*,,017760,,,,,,,,,
7243,17761,F,041 1316,,8.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017761,,,,,,,,,
7243,17762,F,041 1316,,6.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017762,,,,,,,,,
7243,17763,F,041 1316,,8.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017763,,,,,,,,,
7243,17764,F,041 1316,,6.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017764,,,,,,,,,
7244,17765,F,043 317,,8.0,CIFT,US,30.0,0.00,0.0,0.00,*,,017765,,,,,,,,,
7244,17766,F,081 7015,,8.0,CIFT,US,32.0,0.00,0.0,0.00,*,,017766,,,,,,,,,
7244,17767,F,101 1808,,6.0,CIFT,US,45.0,0.00,0.0,0.00,*,,017767,,,,,,,,,
7244,17768,F,013 ZC-7699,,6.0,CIFT,US,43.0,0.00,0.0,0.00,*,,017768,,,,,,,,,
7244,17769,F,004 SC039,,12.0,CIFT,US,47.0,0.00,0.0,0.00,*,,017769,,,,,,,,,
7244,17770,F,101 1810,,6.0,CIFT,US,44.0,0.00,0.0,0.00,*,,017770,,,,,,,,,
7245,17771,F,057 500,,8.0,CIFT,US,26.0,0.00,0.0,0.00,*,,017771,,,,,,,,,
7245,17772,F,052 7883,,6.0,CIFT,US,42.0,0.00,0.0,0.00,*,,017772,,,,,,,,,
7246,17773,F,057 500,,8.0,CIFT,US,26.0,0.00,0.0,0.00,*,,017773,,,,,,,,,
7246,17774,F,057 H0171,,8.0,CIFT,US,31.0,0.00,0.0,0.00,*,,017774,,,,,,,,,
7246,17775,F,104 0344,,7.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017775,,,,,,,,,
7246,17776,F,104 0382,,6.0,CIFT,US,37.0,0.00,0.0,0.00,*,,017776,,,,,,,,,
7247,17777,F,001 6889,BEJ TABAN- AKSESUAR ALTIN -AKSESUARLAR KOMPLE ALTIN,8.0,CIFT,US,52.0,0.00,0.0,0.00,*,,017301,,17301,,,,,,,
7247,17778,F,001 6889,TABAN BEYAZ-AKSESUAR ALTIN- AKSESUARLAR KOMPLE ALTIN,8.0,CIFT,US,52.0,0.00,0.0,0.00,*,,017302,,17302,,,,,,,
7248,17779,F,043 367,,8.0,CIFT,US,26.0,0.00,0.0,0.00,*,,017303,,17303,,,,,,,
7248,17780,F,043 316,,8.0,CIFT,US,24.0,0.00,0.0,0.00,*,,017306,,17306,,,,,,,
7249,17781,F,072 1030,TABAN BİSKÜVİ,16.0,CIFT,US,30.0,0.00,0.0,0.00,*,,017304,,17304,,,,,,,
7250,17782,F,001 6825,,8.0,CIFT,US,56.0,0.00,0.0,0.00,*,,017782,,,,,,,,,
7250,18015,F,098 8470,,6.0,CIFT,US,45.0,0.00,0.0,0.00,*,,018015,,,,,,,,,
7251,17783,F,001 6825,TABAN BEJ-AKSESUAR ALTIN,8.0,CIFT,US,51.0,0.00,0.0,0.00,*,,017363,,17363,,,,,,,
7252,17784,F,020 1524,,8.0,CIFT,US,28.0,0.00,0.0,0.00,*,,017362,,17362,,,,,,,
7253,17785,F,059 0333,SAYA KOMPLE DÜZ SÜYAH RUGAN OLACAK. KIYLIKLARDA SİYAH RUGAN OLACAK.,6.0,CIFT,US,33.0,0.00,0.0,0.00,*,,017361,,17361,,,,,,,
7254,17786,F,005 6264,,8.0,CIFT,US,35.0,0.00,0.0,0.00,*,,017665,,17665,,,,,,,
7254,17787,F,005 6160,,8.0,CIFT,US,29.0,0.00,0.0,0.00,*,,017666,,17666,,,,,,,
7255,17788,F,012 GM 931,,8.0,CIFT,US,45.0,0.00,0.0,0.00,*,,017663,,17663,,,,,,,
7256,17789,F,047 1807,,8.0,CIFT,US,25.0,0.00,0.0,0.00,*,,017664,,17664,,,,,,,
7257,17790,F,001 6868,,8.0,CIFT,US,45.0,0.00,0.0,0.00,*,,017707,,17707,,,,,,,
7257,17791,F,001 6829,,8.0,CIFT,US,56.0,0.00,0.0,0.00,*,,017708,,17708,,,,,,,
7257,17792,F,001 6865,,8.0,CIFT,US,54.0,0.00,0.0,0.00,*,,017715,,17715,,,,,,,
7257,17793,F,001 6789,,8.0,CIFT,US,47.0,0.00,0.0,0.00,*,,017718,,17718,,,,,,,
7258,17794,F,005 6264,,8.0,CIFT,US,35.0,0.00,0.0,0.00,*,,017713,,17713,,,,,,,
7258,17795,F,005 6263,,8.0,CIFT,US,36.0,0.00,0.0,0.00,*,,017703,,17703,,,,,,,
7259,17796,F,026 309,EVA TABAN OLACAK,16.0,CIFT,US,37.0,0.00,0.0,0.00,*,,017716,,17716,,,,,,,
7260,17797,F,027 7948-Y,,8.0,CIFT,US,42.0,0.00,0.0,0.00,*,,017701,,17701,,,,,,,
7261,17798,F,030 1712,AKSESUAR TAŞLI OLACAK. TAŞ AKSESUAR ÖRNEĞİ SİZE GÖNDERİLECEK.,8.0,CIFT,US,37.0,0.00,0.0,0.00,*,,017704,,17704,,,,,,,
7261,17799,F,030 1741,TAŞSIZ OLACAK-İÇ ASTAR VE MOSTURA NUDE OLACAK-TABAN SİYAH,8.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017705,,17705,,,,,,,
7261,17800,F,030 1710,,8.0,CIFT,US,34.0,0.00,0.0,0.00,*,,017706,,17706,,,,,,,
7263,17802,F,049 622,,8.0,CIFT,US,26.0,0.00,0.0,0.00,*,,017717,,17717,,,,,,,
7264,17803,F,063 6014,,8.0,CIFT,US,24.0,0.00,0.0,0.00,*,,017709,,17709,,,,,,,
7265,17804,F,067 1190,,16.0,CIFT,US,32.0,0.00,0.0,0.00,*,,017714,,17714,,,,,,,
7266,17805,F,076 71,,8.0,CIFT,US,27.0,0.00,0.0,0.00,*,,017711,,17711,,,,,,,
7266,17806,F,076 70,,8.0,CIFT,US,27.0,0.00,0.0,0.00,*,,017712,,17712,,,,,,,
7267,17807,F,081 7015,,8.0,CIFT,US,27.0,0.00,0.0,0.00,*,,017702,,17702,,,,,,,
7268,17808,F,001 6868,,8.0,CIFT,US,45.0,0.00,0.0,0.00,*,,017740,,17740,,,,,,,
7268,17809,F,001 6845,,16.0,CIFT,US,54.0,0.00,0.0,0.00,*,,017741,,17741,,,,,,,
7268,17810,F,001 6825,TABAN BEYAZ- TABAN AKSESUARI GÜMÜŞ,8.0,CIFT,US,51.0,0.00,0.0,0.00,*,,017751,,17751,,,,,,,
7269,17811,F,004 SC030,,16.0,CIFT,US,42.0,0.00,0.0,0.00,*,,017738,,17738,,,,,,,
7269,17812,F,004 SC019,,16.0,CIFT,US,39.0,0.00,0.0,0.00,*,,017725,,17725,,,,,,,
7269,17813,F,004 SC002,,16.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017726,,17726,,,,,,,
7270,17814,F,005 6160,,16.0,CIFT,US,29.0,0.00,0.0,0.00,*,,017746,,17746,,,,,,,
7270,17815,F,005 6233,,16.0,CIFT,US,25.0,0.00,0.0,0.00,*,,017747,,17747,,,,,,,
7271,17816,F,023 8146,,16.0,CIFT,US,34.0,0.00,0.0,0.00,*,,017749,,17749,,,,,,,
7272,17817,F,024 22-825,,8.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017721,,17721,,,,,,,
7273,17818,F,026 245,,16.0,CIFT,US,35.0,0.00,0.0,0.00,*,,017739,,17739,,,,,,,
7274,17819,F,027 7948-Y,,16.0,CIFT,US,42.0,0.00,0.0,0.00,*,,017744,,17744,,,,,,,
7275,17820,F,030 1710,,16.0,CIFT,US,34.0,0.00,0.0,0.00,*,,017720,,17720,,,,,,,
7276,17821,F,039 28416-2,,16.0,CIFT,US,29.0,0.00,0.0,0.00,*,,017723,,17723,,,,,,,
7277,17822,F,041 1316,,16.0,CIFT,US,35.0,0.00,0.0,0.00,*,,017745,,17745,,,,,,,
7278,17823,F,046 104,,16.0,CIFT,US,46.0,0.00,0.0,0.00,*,,017735,,17735,,,,,,,
7279,17824,F,049 622,,32.0,CIFT,US,26.0,0.00,0.0,0.00,*,,017742,,17742,,,,,,,
7280,17825,F,052 7904,AKSESUAR 7639 KALİTEDE KULLANDIĞINIZ TOKA OLACAK,16.0,CIFT,US,34.0,0.00,0.0,0.00,*,,017752,,17752,,,,,,,
7281,17826,F,056 636,,16.0,CIFT,US,35.0,0.00,0.0,0.00,*,,017724,,17724,,,,,,,
7282,17827,F,057 1853,,16.0,CIFT,US,26.0,0.00,0.0,0.00,*,,017719,,17719,,,,,,,
7282,17828,F,057 1801-1,,16.0,CIFT,US,27.0,0.00,0.0,0.00,*,,017722,,17722,,,,,,,
7283,17829,F,059 0189,,16.0,CIFT,US,33.0,0.00,0.0,0.00,*,,017736,,17736,,,,,,,
7284,17830,F,063 6014,,16.0,CIFT,US,24.0,0.00,0.0,0.00,*,,017737,,17737,,,,,,,
7285,17831,F,068 34-65,ASTARSIZ OLACAK.,16.0,CIFT,US,21.0,0.00,0.0,0.00,*,,017750,,17750,,,,,,,
7286,17832,F,072 15303,,16.0,CIFT,US,32.0,0.00,0.0,0.00,*,,017748,,17748,,,,,,,
7287,17833,F,081 5156,,16.0,CIFT,US,27.0,0.00,0.0,0.00,*,,017733,,17733,,,,,,,
7287,17834,F,081 7015,,16.0,CIFT,US,27.0,0.00,0.0,0.00,*,,017734,,17734,,,,,,,
7288,17835,F,086 0566,,16.0,CIFT,US,28.0,0.00,0.0,0.00,*,,017732,,17732,,,,,,,
7289,17836,F,001 6789,,16.0,CIFT,US,47.0,0.00,0.0,0.00,*,,017760,,17760,,,,,,,
7290,17837,F,041 1316,,8.0,CIFT,US,35.0,0.00,0.0,0.00,*,,017761,,17761,,,,,,,
7290,17838,F,041 1316,,6.0,CIFT,US,35.0,0.00,0.0,0.00,*,,017762,,17762,,,,,,,
7290,17839,F,041 1316,,8.0,CIFT,US,35.0,0.00,0.0,0.00,*,,017763,,17763,,,,,,,
7290,17840,F,041 1316,,6.0,CIFT,US,35.0,0.00,0.0,0.00,*,,017764,,17764,,,,,,,
7291,17841,F,004 SC039,,12.0,CIFT,US,40.0,0.00,0.0,0.00,*,,017769,,17769,,,,,,,
