SKOD,RKOD,BedKod,Tip,Fiyat,ParaCinsi,FTarih,exCheck,insUN,insDT,UpdUN,UpdDT
046 162,0,0,S04,52.0,US,2025-05-30 16:31:16.513000,,,,,
046 162,0,0,S05,45.0,US,2025-05-30 16:31:16.513000,,,,,
046 163,0,0,S02,38.0,US,2025-05-30 16:39:23.337000,,,,,
046 163,0,0,S04,63.0,US,2025-05-30 00:00:00,,,,Suat,2025-05-30 16:58:30.117000
046 163,0,0,S05,57.0,US,2025-05-30 00:00:00,*,,,Suat,2025-05-30 17:03:00.737000
046 164,0,0,S02,38.0,US,2025-05-30 16:37:09.150000,*,,,,
046 164,0,0,S04,52.0,US,2025-05-30 16:37:09.150000,,,,,
046 164,0,0,S05,45.0,US,2025-05-30 16:37:09.150000,,,,,
046 165,0,0,S02,38.0,US,2025-05-30 16:35:58.153000,*,,,,
046 165,0,0,S04,52.0,US,2025-05-30 16:35:58.153000,,,,,
046 165,0,0,S05,45.0,US,2025-05-30 16:35:58.153000,,,,,
046 166,0,0,S02,38.0,US,2025-05-30 16:32:03.670000,*,,,,
046 166,0,0,S04,52.0,US,2025-05-30 16:32:03.670000,,,,,
046 166,0,0,S05,45.0,US,2025-05-30 16:32:03.670000,,,,,
046 167,0,0,S02,38.0,US,2025-05-30 16:38:55.737000,*,,,,
046 167,0,0,S04,52.0,US,2025-05-30 16:38:55.737000,,,,,
046 167,0,0,S05,45.0,US,2025-05-30 16:38:55.737000,,,,,
046 168,0,0,S02,38.0,US,2025-05-30 16:33:56.307000,*,,,,
046 168,0,0,S04,52.0,US,2025-05-30 16:33:56.307000,,,,,
046 168,0,0,S05,45.0,US,2025-05-30 16:33:56.307000,,,,,
046 169,0,0,S02,38.0,US,2025-05-30 16:30:07.690000,*,,,,
046 169,0,0,S04,52.0,US,2025-05-30 16:30:07.690000,,,,,
046 169,0,0,S05,45.0,US,2025-05-30 16:30:07.690000,,,,,
046 170,0,0,S02,38.0,US,2025-05-30 16:27:48.917000,*,,,,
046 170,0,0,S04,52.0,US,2025-05-30 16:27:48.917000,,,,,
046 170,0,0,S05,45.0,US,2025-05-30 16:27:48.917000,,,,,
046 171,0,0,S02,38.0,US,2025-05-30 16:42:56.873000,*,,,,
046 171,0,0,S04,52.0,US,2025-05-30 16:42:56.873000,,,,,
046 171,0,0,S05,45.0,US,2025-05-30 16:42:56.873000,,,,,
047   1800,0,0,S02,32.0,US,2025-01-08 20:21:29.990000,*,,,,
047  1801 ,0,0,S02,32.0,US,2025-01-14 14:13:56.150000,*,,,,
047  1807,0,0,S02,32.0,US,2025-01-08 20:24:49.393000,*,,,,
047 1800,0,0,S02,32.0,US,2024-11-05 00:00:00,*,,,,
047 1801,0,0,S02,32.0,US,2024-11-05 00:00:00,*,,,,
047 1802,0,0,S02,32.0,US,2024-11-05 00:00:00,*,,,,
047 1803,0,0,S02,26.0,US,2024-11-05 00:00:00,*,,,,
047 1804,0,0,S02,30.0,US,2024-11-05 00:00:00,*,,,,
047 1805,0,0,S02,31.0,US,2024-11-05 00:00:00,*,,,,
047 1806,0,0,S02,30.0,US,2024-11-05 00:00:00,*,,,,
047- 1806,0,0,S02,30.0,US,2025-02-18 00:00:00,*,,,,
047 1807,0,0,S02,32.0,US,2024-11-05 00:00:00,*,,,,
047 1808,0,0,S02,31.0,US,2024-11-05 00:00:00,*,,,,
047 1809,0,0,S02,32.0,US,2024-12-07 00:00:00,*,,,İra,2024-12-07 12:25:33.183000
047 1810,0,0,S02,31.0,US,2024-12-07 00:00:00,*,,,İra,2024-12-07 12:33:13.693000
047 1811,0,0,S02,31.0,US,2024-12-07 12:40:57.547000,*,,,,
047 1812,0,0,S02,30.0,US,2024-12-07 00:00:00,*,,,ONUR,2024-12-07 14:26:43.787000
047 1813,0,0,S02,32.0,US,2024-12-07 00:00:00,*,,,ONUR,2024-12-07 14:32:01.357000
047 1814,0,0,S02,31.0,US,2024-12-07 00:00:00,*,,,ONUR,2024-12-07 14:39:13.583000
047 1815,0,0,S02,33.0,US,2025-01-11 00:00:00,*,,,Suat,2025-01-11 13:53:02.980000
047 1816,0,0,S02,33.0,US,2025-01-11 00:00:00,*,,,,
047 1817,0,0,S02,33.0,US,2025-01-11 00:00:00,*,,,,
047 1818,0,0,S02,31.0,US,2025-01-11 00:00:00,*,,,,
047 1819,0,0,S02,29.0,US,2025-01-11 00:00:00,*,,,,
047 1820,0,0,S02,30.0,US,2025-01-11 00:00:00,*,,,,
047 1821,0,0,S02,30.0,US,2025-01-11 00:00:00,*,,,,
047 1822,0,0,FS0,33.0,US,2025-03-06 00:00:00,*,,,,
047 1822,0,0,S02,32.0,US,2025-03-06 00:00:00,,,,ONUR,2025-03-06 09:59:12.080000
047 1823,0,0,FS0,34.0,US,2025-03-06 00:00:00,*,,,,
047 1823,0,0,S02,33.0,US,2025-03-06 00:00:00,,,,,
047 1824,0,0,FS0,34.0,US,2025-03-06 00:00:00,*,,,,
047 1824,0,0,S02,33.0,US,2025-03-05 16:18:07.920000,,,,ONUR,2025-03-06 10:09:15.680000
047 1825,0,0,FS0,34.0,US,2025-03-06 00:00:00,*,,,,
047 1825,0,0,S02,33.0,US,2025-03-05 00:00:00,,,,ONUR,2025-03-06 09:51:36.520000
047 1826,0,0,FS0,35.0,US,2025-03-06 00:00:00,*,,,,
047 1826,0,0,S02,34.0,US,2025-03-05 00:00:00,,,,ONUR,2025-03-06 10:03:14.430000
047 1827,0,0,FS0,31.0,US,2025-03-06 00:00:00,*,,,ONUR,2025-03-06 10:26:48.430000
047 1827,0,0,S02,30.0,US,2025-03-06 00:00:00,,,,ONUR,2025-03-06 10:26:48.427000
047-1805,0,0,S02,31.0,US,2025-02-06 00:00:00,*,,,Suat,2025-02-06 19:38:36.770000
048 3002,0,0,S02,30.0,US,2024-11-07 00:00:00,*,,,,
048 5042,0,0,S02,35.0,US,2024-12-03 00:00:00,*,,,ONUR,2024-12-03 20:38:25.273000
049 0049,0,0,S02,38.0,US,2024-12-05 00:00:00,*,,,İra,2024-12-05 20:43:28.977000
049 1040,0,0,S02,35.0,US,2025-04-07 00:00:00,*,,,,
049 600,0,0,S02,34.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 12:52:34.897000
049 601,0,0,S02,34.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 12:47:29.973000
049 602,0,0,S02,34.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 12:55:47.733000
049 603,0,0,S02,35.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 12:54:01.287000
049 604,0,0,S02,35.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 12:46:20.410000
049 605,0,0,S02,33.0,US,2024-11-13 15:15:20.610000,*,,,,
049 606,0,0,S02,33.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 15:14:16.610000
049 607,0,0,S02,36.0,US,2024-11-13 12:17:12.760000,*,,,ONUR,2024-11-13 13:01:25.037000
049 608,0,0,S02,37.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 13:02:00.400000
049 610,0,0,S02,37.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 13:02:27.963000
049 611,0,0,S02,38.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 12:49:59.433000
049 612,0,0,S02,39.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 13:02:52.760000
049 613,0,0,S02,40.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 13:03:05.297000
049 614,0,0,S02,39.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 13:03:26.183000
049 615,0,0,S02,34.0,US,2024-11-13 00:00:00,*,,,,
049 616,0,0,S02,32.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 14:58:07.480000
049 617,0,0,FS0,35.0,US,2025-02-28 00:00:00,*,,,,
049 617,0,0,S02,34.0,US,2024-11-13 14:53:12.203000,,,,ONUR,2025-02-28 13:34:57.343000
049 618,0,0,S02,33.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 13:03:39.593000
049 619,0,0,S02,36.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 12:44:02.853000
049 620,0,0,S02,35.0,US,2025-01-15 00:00:00,*,,,Suat,2025-01-15 13:39:44.643000
049 621,0,0,S02,37.0,US,2025-01-15 00:00:00,*,,,Suat,2025-01-15 13:41:49.537000
049 622,0,0,S02,33.0,US,2025-02-08 00:00:00,*,,,ONUR,2025-02-08 11:45:53.083000
049 623,0,0,S02,35.0,US,2025-02-17 00:00:00,*,,,ONUR,2025-02-17 19:43:24.860000
049 624,0,0,S02,34.0,US,2025-02-11 00:00:00,*,,,,
049 625,0,0,S02,35.0,US,2025-02-28 00:00:00,*,,,ONUR,2025-02-28 18:33:04.833000
049 626,0,0,S02,33.0,US,2025-02-28 13:42:36.977000,*,,,,
049 627,0,0,S02,37.0,US,2025-02-28 00:00:00,*,,,ONUR,2025-02-28 18:34:35.293000
049 628,0,0,FS0,36.0,US,2025-02-28 00:00:00,*,,,,
049 628,0,0,S02,35.0,US,2025-02-28 18:56:40.240000,,,,ONUR,2025-02-28 18:58:28.897000
049 629,0,0,S02,38.0,US,2025-02-28 00:00:00,*,,,ONUR,2025-02-28 18:35:04.570000
049 630,0,0,S02,40.0,US,2025-02-28 00:00:00,*,,,ONUR,2025-02-28 18:36:02.057000
049 631,0,0,S02,40.0,US,2025-02-28 00:00:00,*,,,ONUR,2025-02-28 18:36:29.977000
049 632,0,0,S02,39.0,US,2025-02-28 00:00:00,*,,,ONUR,2025-02-28 18:37:08.093000
049 633,0,0,S02,35.0,US,2025-04-07 00:00:00,*,,,,
049 634,0,0,S02,37.0,US,2025-04-07 00:00:00,*,,,,
049 635,0,0,S02,37.0,US,2025-04-07 00:00:00,*,,,,
049 754,0,0,S02,39.0,US,2025-05-16 00:00:00,*,,,,
049 810,0,0,S02,32.0,US,2025-04-07 00:00:00,*,,,ONUR,2025-04-07 19:33:14.680000
050 100,0,0,S02,28.0,US,2024-11-12 00:00:00,*,,,,
050 101,0,0,S02,28.0,US,2024-11-12 00:00:00,*,,,ONUR,2024-11-12 11:32:42.740000
050 102,0,0,S02,29.0,US,2024-11-12 00:00:00,*,,,ONUR,2024-11-12 11:31:09.323000
050 104,0,0,S02,28.0,US,2024-11-12 11:33:19,*,,,,
050 105,0,0,S02,28.0,US,2024-12-18 14:30:35.520000,*,,,,
050 120,0,0,S02,37.0,US,2024-12-23 11:14:51.273000,*,,,,
050 81,0,0,S02,37.0,US,2024-12-18 00:00:00,*,,,,
051 25000,0,0,S02,30.0,US,2025-03-05 00:00:00,*,,,ONUR,2025-03-05 09:23:28.420000
051 25001,0,0,S02,32.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 16:35:15.513000
051 25011,0,0,S02,30.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 16:38:37.267000
051 25027,0,0,S02,28.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 16:46:27.340000
051 25030,0,0,S02,26.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 16:41:44.957000
051 25031,0,0,S02,30.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 16:47:51.977000
051 25033,0,0,S02,26.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 16:32:09.743000
051 25068,0,0,S02,31.0,US,2024-11-13 00:00:00,*,,,ONUR,2024-11-13 16:43:51.700000
051 25111,0,0,S02,32.0,US,2025-02-27 00:00:00,*,,,ONUR,2025-02-27 15:05:22.837000
051 25200,0,0,S02,54.0,US,2025-02-26 00:00:00,*,,,Suat,2025-02-26 16:36:14.110000
051 25201,0,0,S02,55.0,US,2025-02-26 00:00:00,*,,,Suat,2025-02-26 16:46:07.863000
051 25202,0,0,S02,52.0,US,2025-02-26 00:00:00,*,,,Suat,2025-02-26 16:52:00.333000
051 25203,0,0,S02,52.0,US,2025-02-26 00:00:00,*,,,Suat,2025-02-26 16:49:50.757000
051 25204,0,0,S02,53.0,US,2025-02-26 00:00:00,*,,,Suat,2025-02-26 16:53:48.037000
051 25205,0,0,S02,53.0,US,2025-02-26 16:54:38.730000,*,,,,
052 1040,0,0,S02,50.0,US,2025-05-07 00:00:00,*,,,,
052 5656,0,0,S02,49.0,US,2025-01-22 00:00:00,*,,,Suat,2025-01-22 16:23:22.077000
052 6456,0,0,S02,50.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 11:50:37.453000
052 6597,0,0,S02,50.0,US,2024-11-14 17:37:17.003000,*,,,,
052 6602,0,0,S02,49.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 11:46:56.470000
052 6622,0,0,S02,51.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 16:47:37.970000
052 6623,0,0,S02,51.0,US,2024-11-14 16:48:23.767000,*,,,,
052 6679,0,0,S02,49.0,US,2024-11-15 09:06:42.817000,*,,,,
052 6698,0,0,S02,49.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 09:05:07.763000
052 6699,0,0,S02,49.0,US,2024-11-15 09:05:43.593000,*,,,,
052 6750,0,0,S02,50.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 11:56:49.547000
052 6751,0,0,S02,50.0,US,2024-11-15 11:57:22.777000,*,,,,
052 6756,0,0,S02,50.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 12:09:52.360000
052 6759,0,0,S02,48.0,US,2025-04-12 00:00:00,*,,,,
052 7036,0,0,S02,52.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 09:15:23.257000
052 7037,0,0,S02,52.0,US,2024-11-15 09:15:54.023000,*,,,,
052 7041,0,0,S02,52.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 09:27:35.683000
052 7050,0,0,S02,52.0,US,2024-11-15 09:28:18.730000,*,,,,
052 7069,0,0,S02,51.0,US,2024-11-18 20:05:15.200000,*,,,,
052 7074,0,0,S02,52.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 09:34:48.107000
052 7075,0,0,S02,52.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 09:43:42.753000
052 7077,0,0,S02,52.0,US,2024-11-15 09:44:50.437000,*,,,,
052 7078,0,0,S02,52.0,US,2024-11-15 09:50:06.690000,*,,,,
052 7100,0,0,S02,53.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 20:09:34.823000
052 7106,0,0,S02,52.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 11:43:20.277000
052 7126,0,0,S02,52.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 20:07:40.710000
052 7207,0,0,S02,51.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 19:21:18.203000
052 7255,0,0,S02,52.0,US,2024-11-14 17:25:38.600000,*,,,,
052 7256,0,0,S02,52.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 17:24:37.567000
052 7258,0,0,S02,52.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 19:33:42.850000
052 7259,0,0,S02,49.0,US,2024-11-19 00:00:00,*,,,ONUR,2024-11-19 10:21:22.383000
052 7266,0,0,S02,49.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 19:43:32.743000
052 7275,0,0,S02,60.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 09:17:47.407000
052 7288,0,0,S02,50.0,US,2024-11-18 19:46:43.100000,*,,,,
052 7289,0,0,S02,50.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 19:45:39.120000
052 7291,0,0,S02,50.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 19:38:03.510000
052 7295,0,0,S02,53.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 09:08:31.240000
052 7296,0,0,S02,53.0,US,2024-11-15 09:09:02.480000,*,,,,
052 7324,0,0,S02,52.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 11:52:59.600000
052 7327,0,0,S02,50.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 20:13:05.433000
052 7331,0,0,S02,53.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 11:51:46.317000
052 7332,0,0,S02,52.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 19:11:54.347000
052 7337,0,0,S02,51.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 19:13:34.887000
052 7347,0,0,S02,51.0,US,2024-11-14 00:00:00,*,,,,
052 7348,0,0,S02,51.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 17:20:10.097000
052 7519,0,0,S02,50.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 12:05:40.067000
052 7520,0,0,S02,50.0,US,2024-11-15 12:06:25.927000,*,,,,
052 7523,0,0,S02,50.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 12:33:10.637000
052 7527,0,0,S02,49.0,US,2024-11-18 19:57:33.047000,*,,,,
052 7531,0,0,S02,47.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 09:36:29.487000
052 7532,0,0,S02,49.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 19:15:45.330000
052 7533,0,0,S02,49.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 09:37:42.987000
052 7534,0,0,S02,50.0,US,2024-11-15 12:00:29.203000,*,,,,
052 7535,0,0,S02,51.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 12:03:36.130000
052 7536,0,0,S02,51.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 19:30:41.650000
052 7538,0,0,S02,50.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 17:36:17.420000
052 7539,0,0,S02,50.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 19:35:20.323000
052 7540,0,0,S02,49.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 19:36:28.650000
052 7541,0,0,S02,49.0,US,2024-11-14 19:37:08.060000,*,,,,
052 7544,0,0,S02,50.0,US,2024-11-15 12:12:22.380000,*,,,,
052 7546,0,0,S02,52.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 19:51:42.303000
052 7548,0,0,S02,51.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 19:50:21.070000
052 7549,0,0,S02,50.0,US,2024-11-14 16:55:52.603000,*,,,,
052 7550,0,0,S02,50.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 16:52:20.580000
052 7557,0,0,S02,41.0,US,2025-02-07 13:56:06.470000,*,,,,
052 7566,0,0,S02,48.0,US,2024-11-14 19:41:08.387000,*,,,,
052 7568,0,0,S02,49.0,US,2025-02-03 00:00:00,*,,,Suat,2025-02-03 11:21:59.777000
052 7575,0,0,S02,48.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 19:20:29.520000
052 7576,0,0,S02,46.0,US,2025-03-14 00:00:00,*,,,,
052 7577,0,0,S02,47.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 12:21:59.377000
052 7578,0,0,S02,47.0,US,2024-11-15 12:22:50.357000,*,,,,
052 7582,0,0,S02,57.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 19:22:41.150000
052 7583,0,0,S02,50.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 19:24:25.223000
052 7586,0,0,S02,54.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 12:08:42.650000
052 7588,0,0,S02,48.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 19:53:27.317000
052 7595,0,0,S02,51.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 20:02:34.957000
052 7597,0,0,S02,50.0,US,2024-11-15 09:31:45.883000,*,,,,
052 7598,0,0,S02,47.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 09:39:08.307000
052 7599,0,0,S02,47.0,US,2024-11-15 09:40:42.633000,*,,,,
052 7602,0,0,S02,50.0,US,2024-11-15 00:00:00,*,,,,
052 7609,0,0,S02,47.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 20:11:18.360000
052 7614,0,0,S02,50.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 09:30:48.547000
052 7616,0,0,S02,50.0,US,2024-11-15 11:44:08.507000,*,,,,
052 7618,0,0,S02,49.0,US,2024-11-14 17:05:58.417000,*,,,,
052 7620,0,0,S02,49.0,US,2024-11-14 17:09:36.307000,*,,,,
052 7627,0,0,S02,48.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 18:46:12.783000
052 7628,0,0,S02,48.0,US,2024-11-14 18:46:49.050000,*,,,,
052 7634,0,0,S02,47.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 19:28:32.013000
052 7638,0,0,S02,41.0,US,2025-02-07 13:57:12.240000,*,,,,
052 7639,0,0,S02,41.0,US,2025-02-07 00:00:00,*,,,Suat,2025-02-07 13:37:07.933000
052 7641,0,0,S02,50.0,US,2024-11-15 12:26:33.867000,*,,,,
052 7647,0,0,S02,48.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 19:40:25.143000
052 7652,0,0,S02,49.0,US,2024-11-14 19:17:34.500000,*,,,,
052 7659,0,0,S02,49.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 17:04:47.517000
052 7660,0,0,S02,49.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 19:32:11.550000
052 7666,0,0,S02,49.0,US,2024-11-27 12:01:33.287000,*,,,,
052 7667,0,0,S02,51.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 10:21:33.887000
052 7672,0,0,S02,50.0,US,2024-11-15 12:14:32.237000,*,,,,
052 7674,0,0,S02,50.0,US,2024-11-15 12:16:12.057000,*,,,,
052 7678,0,0,S02,49.0,US,2024-11-15 11:48:20.513000,*,,,,
052 7679,0,0,S02,49.0,US,2024-11-15 11:49:11.017000,*,,,,
052 7681,0,0,S02,49.0,US,2024-11-27 10:03:03.693000,*,,,,
052 7682,0,0,S02,48.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 11:13:11.507000
052 7683,0,0,S02,49.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 19:30:23.747000
052 7686,0,0,S02,42.0,US,2024-12-05 00:00:00,*,,,İra,2024-12-05 12:08:04.657000
052 7687,0,0,S02,46.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 11:18:15.273000
052 7689,0,0,S02,43.0,US,2025-01-17 00:00:00,*,,,Suat,2025-01-17 09:39:25.593000
052 7692,0,0,S02,50.0,US,2024-11-15 12:11:09.960000,*,,,,
052 7695,0,0,S02,50.0,US,2024-11-18 19:25:24.413000,*,,,,
052 7696,0,0,S02,50.0,US,2024-11-18 19:27:20.820000,*,,,,
052 7698,0,0,S02,47.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 11:45:38.957000
052 7701,0,0,S02,49.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 12:00:24.653000
052 7705,0,0,S02,49.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 19:24:58.827000
052 7707,0,0,S02,50.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 19:26:33.167000
052 7709,0,0,S02,46.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 11:35:32.477000
052 7711,0,0,S02,45.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 11:37:42.513000
052 7716,0,0,S02,50.0,US,2024-11-14 16:42:10.380000,*,,,,
052 7717,0,0,S02,50.0,US,2024-11-14 00:00:00,*,,,,
052 7718,0,0,S02,50.0,US,2024-11-14 16:44:09.393000,*,,,,
052 7720,0,0,S02,49.0,US,2024-11-18 19:59:33.190000,*,,,,
052 7727,0,0,S02,53.0,US,2025-01-13 00:00:00,*,,,ONUR,2025-01-13 17:25:45.770000
052 7729,0,0,S02,49.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 12:28:23.800000
052 7730,0,0,S02,49.0,US,2024-11-15 12:29:54.800000,*,,,,
052 7731,0,0,S02,47.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 11:27:20.093000
052 7734,0,0,S02,48.0,US,2025-02-03 00:00:00,*,,,Suat,2025-02-03 11:01:08.540000
052 7735,0,0,S02,50.0,US,2024-11-27 09:57:50.803000,*,,,,
052 7744,0,0,S02,53.0,US,2024-11-18 00:00:00,*,,,ONUR,2024-11-18 19:35:58.547000
052 7746,0,0,S02,47.0,US,2024-11-14 00:00:00,*,,,ONUR,2024-11-14 19:32:32.957000
052 7747,0,0,S02,50.0,US,2024-11-15 00:00:00,*,,,ONUR,2024-11-15 09:12:19.970000
052 7748,0,0,S02,50.0,US,2024-11-15 09:12:58.947000,*,,,,
052 7752,0,0,S02,51.0,US,2024-11-27 10:28:16.567000,*,,,,
052 7753,0,0,S02,48.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 10:30:54.863000
052 7757,0,0,S02,55.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 10:33:00.850000
052 7759,0,0,S02,49.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 10:01:45.567000
052 7762,0,0,S02,49.0,US,2024-11-27 10:04:46.530000,*,,,,
052 7767,0,0,S02,51.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 10:24:41.517000
052 7768,0,0,S02,51.0,US,2024-11-27 10:25:51.123000,*,,,,
052 7770,0,0,S02,46.0,US,2024-11-27 11:55:30.917000,*,,,,
052 7773,0,0,S02,46.0,US,2024-12-23 00:00:00,*,,,,
052 7775,0,0,S02,46.0,US,2024-11-27 11:57:35.720000,*,,,,
052 7777,0,0,S02,49.0,US,2024-12-05 00:00:00,*,,,İra,2024-12-05 12:40:19.050000
052 7780,0,0,S02,46.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 11:54:10.583000
052 7781,0,0,S02,49.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 11:16:05.187000
052 7782,0,0,S02,48.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 10:07:16.840000
052 7786,0,0,S02,46.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 11:00:08.780000
052 7787,0,0,S02,46.0,US,2024-11-27 11:02:47.027000,*,,,,
052 7788,0,0,S02,46.0,US,2024-11-27 11:04:34.040000,*,,,,
052 7790,0,0,S02,49.0,US,2024-11-27 11:51:06.453000,*,,,,
052 7791,0,0,S02,49.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 11:49:37.907000
052 7792,0,0,S02,47.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 10:49:19.903000
052 7793,0,0,S02,47.0,US,2024-11-27 10:50:33.023000,*,,,,
052 7796,0,0,S02,48.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 10:57:21.323000
052 7797,0,0,S02,49.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 10:53:59.300000
052 7800,0,0,S02,48.0,US,2024-12-05 00:00:00,*,,,İra,2024-12-05 11:53:21.120000
052 7803,0,0,S02,50.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 11:25:10.237000
052 7805,0,0,S02,49.0,US,2024-11-27 00:00:00,*,,,ONUR,2024-11-27 11:22:18.193000
052 7808,0,0,S02,49.0,US,2024-12-05 11:21:44.463000,*,,,,
052 7810,0,0,S02,46.0,US,2024-11-27 11:19:35.493000,*,,,,
