FisNo,Bolum,FisTip,FisTar,BelgeNo,Kasa,Location,CariKod,OzKod1,OzKod2,MuhKod,MuhFisNo,iptal,MM,insUN,insDT,updUN,updDT,locked,CreaterApp,OzKod3,OzKod4,OzKod5,LastUpdate,LastCalculate,MakbuzSerino,MakbuzNo,NeedCalculate,NoBaBs
6627,K,GG,2024-09-20 22:45:38,,K001,L001,,,,,0,,,ONUR,2025-02-23 22:46:30.087000,ONUR,2025-02-23 22:46:30.087000,,,,,,2025-03-16 14:48:29.627000,2025-03-16 14:48:33.973000,,,0,
6628,K,GG,2024-07-16 22:46:44,,K001,L001,,,,,0,,,ONUR,2025-02-23 22:49:39.637000,ONUR,2025-04-02 11:07:39.497000,,,,,,2025-04-02 11:07:39.513000,2025-04-02 11:07:39.977000,,,0,
6630,K,GG,2024-08-01 22:56:19,,K001,L001,,,,,0,,,ONUR,2025-02-23 22:56:45.763000,ONUR,2025-02-23 22:56:45.763000,,,,,,2025-02-23 22:56:45.773000,2025-02-23 22:56:45.947000,,,0,
6631,K,GG,2024-09-20 22:57:28,,K001,L001,,,,,0,,,ONUR,2025-02-23 22:57:58.030000,ONUR,2025-02-23 22:57:58.030000,,,,,,2025-03-16 14:48:29.627000,2025-03-16 14:48:33.980000,,,0,
6632,K,GG,2024-09-26 22:58:45,,K001,L001,,,,,0,,,ONUR,2025-02-23 22:59:34.427000,ONUR,2025-02-23 22:59:34.427000,,,,,,2025-02-23 22:59:34.443000,2025-02-23 22:59:34.593000,,,0,
6633,K,NT,2025-02-24 16:38:05,,K001,L001,,,,,0,,,ONUR,2025-02-24 16:38:56.180000,ONUR,2025-02-24 16:41:05.750000,,,,,,2025-02-24 16:41:05.767000,2025-02-24 16:41:06.257000,,,0,
6634,K,NT,2025-02-24 16:40:15,,K001,L001,,,,,0,,,ONUR,2025-02-24 16:40:37.223000,ONUR,2025-02-24 16:40:37.223000,,,,,,2025-02-24 16:40:37.307000,2025-02-24 16:40:37.797000,,,0,
6635,K,NT,2025-02-24 16:41:27,,K001,L001,,,,,0,,,ONUR,2025-02-24 16:42:02.830000,ONUR,2025-02-24 16:42:02.830000,,,,,,2025-02-24 16:42:02.903000,2025-02-24 16:42:03.397000,,,0,
6636,K,NT,2025-02-25 12:37:44,,K001,L001,,,,,0,,,İra,2025-02-25 12:37:52.270000,İra,2025-02-25 12:37:52.270000,,,,,,2025-02-25 12:37:52.337000,2025-03-19 15:10:10.823000,,,0,
6637,K,NT,2025-02-25 15:13:08,,K001,L001,,,,,0,,,ONUR,2025-02-25 15:13:35.117000,ONUR,2025-02-25 15:13:35.117000,,,,,,2025-02-25 15:13:35.140000,2025-02-25 15:13:35.360000,,,0,
6638,K,NT,2025-02-25 15:14:28,,K001,L001,,,,,0,,,ONUR,2025-02-25 15:14:35.843000,ONUR,2025-02-25 15:14:35.843000,,,,,,2025-02-25 15:14:35.870000,2025-02-25 15:14:36.070000,,,0,
6639,K,NT,2025-02-24 15:19:03,,K001,L001,,,,,0,,,ONUR,2025-02-25 15:19:11.033000,ONUR,2025-02-25 15:19:11.033000,,,,,,2025-02-25 15:19:11.057000,2025-02-25 15:19:11.240000,,,0,
6640,K,NT,2025-02-24 15:27:30,,K001,L001,,,,,0,,,ONUR,2025-02-25 15:28:05.580000,ONUR,2025-02-25 15:28:40.023000,,,,,,2025-02-25 15:28:40.033000,2025-02-25 15:28:40.447000,,,0,
6641,K,NT,2025-02-25 18:06:16,,K001,L001,,,,,0,,,ONUR,2025-02-25 18:07:41.863000,ONUR,2025-02-25 18:07:41.863000,,,,,,2025-02-25 18:07:41.880000,2025-02-25 18:07:42.060000,,,0,
6642,K,NT,2025-02-25 18:08:45,,K001,L001,,,,,0,,,ONUR,2025-02-25 18:08:35.587000,ONUR,2025-02-25 18:08:35.587000,,,,,,2025-02-25 18:08:35.607000,2025-02-25 18:08:35.817000,,,0,
6643,K,NT,2025-02-25 20:33:19,,K001,L001,,,,,0,,,ONUR,2025-02-25 20:33:37.900000,ONUR,2025-02-25 20:33:37.900000,,,,,,2025-02-25 20:33:37.970000,2025-02-25 20:33:38.517000,,,0,
6644,K,NT,2025-02-25 11:47:47,,K001,L001,,,,,0,,,ONUR,2025-02-26 11:51:08.183000,ONUR,2025-02-26 11:51:08.183000,,,,,,2025-02-26 11:51:08.213000,2025-02-26 11:51:08.460000,,,0,
6645,K,NT,2025-02-26 11:52:49,,K001,L001,,,,,0,,,ONUR,2025-02-26 11:52:47.470000,ONUR,2025-02-26 11:52:47.470000,,,,,,2025-02-26 11:52:47.490000,2025-02-26 11:52:47.677000,,,0,
6646,K,NT,2025-02-26 11:53:48,,K001,L001,,,,,0,,,ONUR,2025-02-26 11:53:57.973000,ONUR,2025-02-26 11:53:57.973000,,,,,,2025-02-26 11:53:57.997000,2025-02-26 11:53:58.207000,,,0,
6647,K,NT,2025-02-26 16:31:16,,K001,L001,,,,,0,,,ONUR,2025-02-26 16:31:48.227000,ONUR,2025-02-26 16:31:48.227000,,,,,,2025-02-26 16:31:48.240000,2025-02-26 16:31:48.417000,,,0,
6648,K,NT,2025-02-26 16:32:56,,K001,L001,,,,,0,,,ONUR,2025-02-26 16:32:53.597000,ONUR,2025-02-26 16:32:53.597000,,,,,,2025-02-26 16:32:53.610000,2025-02-26 16:32:53.787000,,,0,
6649,K,NT,2025-02-26 17:07:28,,K001,L001,,,,,0,,,İra,2025-02-26 17:07:36.127000,İra,2025-02-26 17:07:36.127000,,,,,,2025-02-26 17:07:36.183000,2025-03-19 09:02:12.637000,,,0,
6650,K,NT,2025-02-21 09:57:41,,K001,L001,,,,,0,,,ONUR,2025-02-27 09:58:02.600000,ONUR,2025-02-27 09:58:02.600000,,,,,,2025-03-23 21:08:00.660000,2025-03-23 21:08:05.457000,,,0,
6651,K,NT,2025-02-27 16:07:19,,K001,L001,,,,,0,,,İra,2025-02-27 16:08:37.213000,İra,2025-02-27 16:08:37.213000,,,,,,2025-03-02 19:21:40.180000,2025-04-23 11:31:27.060000,,,0,
6652,K,NT,2025-02-27 17:54:34,,K001,L001,,,,,0,,,İra,2025-02-27 17:55:05.393000,İra,2025-02-27 17:55:05.397000,,,,,,2025-03-02 19:21:40.180000,2025-04-15 15:42:24.397000,,,0,
6653,K,NT,2025-02-27 18:27:49,,K001,L001,,,,,0,,,İra,2025-02-27 18:36:22.960000,İra,2025-02-27 18:36:22.960000,,,,,,2025-03-02 19:21:40.180000,2025-03-02 19:21:42.683000,,,0,
6654,K,NT,2025-02-28 10:55:29,,K001,L001,,,,,0,,,İra,2025-02-28 10:55:47.760000,İra,2025-02-28 10:58:51.067000,,,,,,2025-02-28 10:58:51.077000,2025-05-08 11:51:52.500000,,,0,
6655,K,NT,2025-02-28 10:55:58,,K001,L001,,,,,0,,,İra,2025-02-28 10:56:08.010000,İra,2025-02-28 10:56:08.010000,,,,,,2025-02-28 10:56:08.057000,2025-04-15 14:28:51.620000,,,0,
6656,K,NT,2025-02-17 16:02:05,,K001,L001,,,,,0,,,İra,2025-02-28 16:02:14.100000,ONUR,2025-03-18 14:00:34.103000,,,,,,2025-03-18 14:00:34.110000,2025-04-14 15:11:30.977000,,,0,
6657,K,NT,2025-02-28 17:17:06,,K001,L001,,,,,0,,,ONUR,2025-02-28 17:17:27.443000,ONUR,2025-02-28 17:17:27.443000,,,,,,2025-02-28 17:17:27.463000,2025-02-28 17:17:27.630000,,,0,
6658,K,NT,2025-02-28 17:18:20,,K001,L001,,,,,0,,,ONUR,2025-02-28 17:19:17.083000,ONUR,2025-02-28 17:19:17.083000,,,,,,2025-02-28 17:19:17.097000,2025-02-28 17:19:17.287000,,,0,
6659,K,NO,2025-02-28 17:20:51,,K001,L001,,,,,0,,,ONUR,2025-02-28 17:21:11.563000,ONUR,2025-02-28 17:21:11.563000,,,,,,2025-02-28 17:21:11.577000,2025-02-28 17:21:11.757000,,,0,
6660,K,NT,2025-02-28 18:29:58,,K001,L001,,,,,0,,,ONUR,2025-02-28 18:30:52.520000,ONUR,2025-02-28 18:30:52.520000,,,,,,2025-02-28 18:30:52.530000,2025-02-28 18:30:52.703000,,,0,
6661,K,NT,2025-02-28 19:37:03,,K001,L001,,,,,0,,,ONUR,2025-02-28 19:38:50.947000,ONUR,2025-02-28 19:39:54.480000,,,,,,2025-02-28 19:39:54.483000,2025-02-28 19:39:54.597000,,,0,
6662,K,NT,2025-03-01 11:38:03,,K001,L001,,,,,0,,,İra,2025-03-01 11:40:25.600000,İra,2025-03-01 11:40:25.600000,,,,,,2025-03-16 14:40:24.757000,2025-05-10 12:43:56.020000,,,0,
6663,K,NT,2025-03-01 13:00:53,,K001,L001,,,,,0,,,ONUR,2025-03-01 13:00:51.290000,ONUR,2025-03-01 13:00:51.290000,,,,,,2025-03-16 14:40:24.757000,2025-03-16 14:40:26.687000,,,0,
6665,K,NO,2025-02-28 17:25:46,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:26:39.713000,ONUR,2025-03-02 17:26:39.713000,,,,,,2025-03-02 17:26:39.727000,2025-03-02 17:26:39.897000,,,0,
6666,K,NO,2025-02-28 17:26:50,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:27:19.187000,ONUR,2025-03-02 17:27:19.187000,,,,,,2025-03-02 17:27:19.197000,2025-03-02 17:27:19.360000,,,0,
6667,K,NO,2025-02-28 17:27:52,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:28:06.030000,ONUR,2025-03-02 17:28:06.030000,,,,,,2025-03-02 17:28:06.043000,2025-03-02 17:28:06.200000,,,0,
6668,K,NO,2025-02-28 17:28:24,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:28:39.417000,ONUR,2025-03-02 17:28:39.417000,,,,,,2025-03-02 17:28:39.430000,2025-03-02 17:28:39.617000,,,0,
6669,K,NO,2025-02-28 17:32:36,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:32:56.480000,ONUR,2025-03-02 17:32:56.480000,,,,,,2025-03-02 17:32:56.493000,2025-03-02 17:32:56.653000,,,0,
6670,K,NO,2025-02-28 17:33:49,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:34:09.317000,ONUR,2025-03-02 17:34:09.317000,,,,,,2025-03-02 17:34:09.330000,2025-03-02 17:34:09.483000,,,0,
6671,K,NO,2025-02-28 17:34:29,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:34:46.213000,ONUR,2025-03-02 17:34:46.213000,,,,,,2025-03-02 17:34:46.223000,2025-03-02 17:34:46.380000,,,0,
6672,K,NO,2025-02-28 17:35:07,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:35:24.287000,ONUR,2025-03-02 17:35:24.287000,,,,,,2025-03-02 17:35:24.300000,2025-03-02 17:35:24.473000,,,0,
6673,K,NO,2025-02-28 17:35:51,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:36:09.510000,ONUR,2025-03-02 17:36:09.510000,,,,,,2025-03-02 17:36:09.520000,2025-03-02 17:36:09.677000,,,0,
6674,K,NO,2025-02-28 17:36:29,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:36:50.680000,ONUR,2025-03-02 17:36:50.680000,,,,,,2025-03-02 17:36:50.690000,2025-03-02 17:36:50.843000,,,0,
6675,K,NO,2025-02-28 17:37:23,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:37:39.590000,ONUR,2025-03-02 17:37:39.590000,,,,,,2025-03-02 17:37:39.603000,2025-03-02 17:37:39.757000,,,0,
6676,K,NO,2025-02-28 17:37:56,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:38:15.360000,ONUR,2025-03-02 17:38:15.360000,,,,,,2025-03-02 17:38:15.370000,2025-03-02 17:38:15.543000,,,0,
6677,K,NO,2025-02-28 17:39:15,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:39:38.250000,ONUR,2025-03-02 17:39:38.250000,,,,,,2025-03-02 17:39:38.260000,2025-03-02 17:39:38.420000,,,0,
6678,K,NO,2025-02-28 17:39:54,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:41:39.920000,ONUR,2025-03-02 17:41:39.920000,,,,,,2025-03-02 17:41:39.930000,2025-03-02 17:41:40.117000,,,0,
6679,K,NO,2025-02-28 17:42:09,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:42:22.657000,ONUR,2025-03-02 17:42:22.657000,,,,,,2025-03-02 17:42:22.667000,2025-03-02 17:42:22.827000,,,0,
6680,K,NO,2025-02-28 17:42:35,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:42:56.257000,ONUR,2025-03-02 17:42:56.257000,,,,,,2025-03-02 17:42:56.267000,2025-03-02 17:42:56.423000,,,0,
6681,K,NO,2025-02-28 17:43:12,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:43:27.360000,ONUR,2025-03-02 17:43:27.360000,,,,,,2025-03-02 17:43:27.373000,2025-03-02 17:43:27.533000,,,0,
6682,K,NO,2025-02-28 17:44:31,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:44:47.123000,ONUR,2025-03-02 17:44:47.123000,,,,,,2025-03-02 17:44:47.137000,2025-03-02 17:44:47.303000,,,0,
6683,K,NO,2025-02-28 17:45:09,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:45:30.373000,ONUR,2025-03-02 17:45:30.373000,,,,,,2025-03-02 17:45:30.383000,2025-03-02 17:45:30.540000,,,0,
6684,K,NO,2025-02-28 17:45:46,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:46:09.063000,ONUR,2025-03-02 17:46:09.063000,,,,,,2025-03-02 17:46:09.073000,2025-03-02 17:46:09.243000,,,0,
6685,K,NO,2025-02-28 17:46:47,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:46:59.173000,ONUR,2025-03-02 17:46:59.173000,,,,,,2025-03-02 17:46:59.187000,2025-03-02 17:46:59.340000,,,0,
6686,K,NO,2025-02-28 17:47:19,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:47:30.767000,ONUR,2025-03-02 17:47:30.767000,,,,,,2025-03-02 17:47:30.780000,2025-03-02 17:47:30.937000,,,0,
6687,K,NO,2025-02-28 17:48:00,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:48:10.823000,ONUR,2025-03-02 17:48:10.823000,,,,,,2025-03-02 17:48:10.833000,2025-03-02 17:48:10.997000,,,0,
6688,K,NO,2025-02-28 17:48:29,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:48:40.437000,ONUR,2025-03-02 17:48:40.437000,,,,,,2025-03-02 17:48:40.450000,2025-03-02 17:48:40.617000,,,0,
6689,K,NO,2025-02-28 17:49:14,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:49:26.710000,ONUR,2025-03-02 17:49:26.710000,,,,,,2025-03-02 17:49:26.720000,2025-03-02 17:49:26.883000,,,0,
6690,K,NO,2025-02-28 17:49:45,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:50:03.737000,ONUR,2025-03-02 17:50:03.737000,,,,,,2025-03-02 17:50:03.750000,2025-03-02 17:50:03.940000,,,0,
6691,K,NO,2025-02-28 17:50:25,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:50:50.733000,ONUR,2025-03-02 17:50:50.733000,,,,,,2025-03-02 17:50:50.747000,2025-03-02 17:50:50.907000,,,0,
6692,K,NO,2025-02-28 17:51:08,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:51:19.473000,ONUR,2025-03-02 17:51:19.473000,,,,,,2025-03-02 17:51:19.487000,2025-03-02 17:51:19.640000,,,0,
6693,K,NO,2025-02-28 17:51:39,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:51:50.887000,ONUR,2025-03-02 17:51:50.887000,,,,,,2025-03-02 17:51:50.900000,2025-03-02 17:51:51.073000,,,0,
6694,K,NO,2025-02-28 17:52:23,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:52:56.923000,ONUR,2025-03-02 17:53:02.480000,,,,,,2025-03-02 17:53:02.480000,2025-03-02 17:53:02.603000,,,0,
6695,K,NO,2025-02-28 17:53:23,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:53:37.253000,ONUR,2025-03-02 17:53:37.253000,,,,,,2025-03-02 17:53:37.267000,2025-03-02 17:53:37.440000,,,0,
6696,K,NO,2025-02-28 17:54:21,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:54:41.310000,ONUR,2025-03-02 17:54:51.430000,,,,,,2025-03-02 17:54:51.430000,2025-03-02 17:54:51.547000,,,0,
6697,K,NO,2025-02-28 17:55:10,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:55:24.903000,ONUR,2025-03-02 17:55:24.903000,,,,,,2025-03-02 17:55:24.913000,2025-03-02 17:55:25.077000,,,0,
6698,K,NO,2025-02-28 17:55:49,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:56:07.067000,ONUR,2025-03-02 17:56:07.067000,,,,,,2025-03-02 17:56:07.077000,2025-03-02 17:56:07.250000,,,0,
6699,K,NO,2025-02-28 13:56:33,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:56:50.770000,ONUR,2025-03-02 17:56:50.770000,,,,,,2025-03-02 17:56:50.783000,2025-03-02 17:56:50.943000,,,0,
6700,K,NO,2025-02-28 17:57:15,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:57:27.447000,ONUR,2025-03-02 17:57:27.447000,,,,,,2025-03-02 17:57:27.460000,2025-03-02 17:57:27.630000,,,0,
6701,K,NO,2025-02-28 17:57:42,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:58:00.340000,ONUR,2025-03-02 17:58:00.340000,,,,,,2025-03-02 17:58:00.350000,2025-03-02 17:58:00.527000,,,0,
6702,K,NO,2025-02-28 17:58:17,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:58:30.453000,ONUR,2025-03-02 17:58:30.453000,,,,,,2025-03-02 17:58:30.467000,2025-03-02 17:58:30.653000,,,0,
6703,K,NO,2025-02-28 17:59:18,,K001,L001,,,,,0,,,ONUR,2025-03-02 17:59:33.990000,ONUR,2025-03-02 17:59:33.990000,,,,,,2025-03-02 17:59:34.003000,2025-03-02 17:59:34.170000,,,0,
6704,K,NO,2025-02-28 17:59:50,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:00:05.473000,ONUR,2025-03-02 18:00:05.473000,,,,,,2025-03-02 18:00:05.487000,2025-03-02 18:00:05.650000,,,0,
6705,K,NO,2025-02-28 18:00:48,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:01:07.230000,ONUR,2025-03-02 18:01:07.230000,,,,,,2025-03-02 18:01:07.240000,2025-03-02 18:01:07.407000,,,0,
6706,K,NO,2025-02-28 18:01:25,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:01:38.440000,ONUR,2025-03-02 18:01:38.440000,,,,,,2025-03-02 18:01:38.450000,2025-03-02 18:01:38.630000,,,0,
6707,K,NO,2025-02-28 18:02:07,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:02:25.093000,ONUR,2025-03-02 18:02:25.093000,,,,,,2025-03-02 18:02:25.107000,2025-03-02 18:02:25.277000,,,0,
6708,K,NO,2025-02-28 18:02:51,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:03:10.317000,ONUR,2025-03-02 18:03:10.317000,,,,,,2025-03-02 18:03:10.330000,2025-03-02 18:03:10.490000,,,0,
6709,K,NO,2025-02-28 18:03:25,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:03:41.880000,ONUR,2025-03-02 18:03:41.880000,,,,,,2025-03-02 18:03:41.893000,2025-03-02 18:03:42.070000,,,0,
6710,K,NO,2025-02-28 18:03:56,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:04:13.430000,ONUR,2025-03-02 18:04:13.433000,,,,,,2025-03-02 18:04:13.443000,2025-03-02 18:04:13.627000,,,0,
6711,K,NO,2025-02-28 18:04:37,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:04:49.317000,ONUR,2025-03-02 18:04:49.317000,,,,,,2025-03-02 18:04:49.327000,2025-03-02 18:04:49.527000,,,0,
6712,K,NO,2025-02-28 18:05:09,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:05:26.557000,ONUR,2025-03-02 18:05:26.557000,,,,,,2025-03-02 18:05:26.570000,2025-03-02 18:05:26.740000,,,0,
6713,K,NO,2025-02-28 18:05:41,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:05:52.623000,ONUR,2025-03-02 18:05:59.227000,,,,,,2025-03-02 18:05:59.230000,2025-03-02 18:05:59.343000,,,0,
6714,K,NO,2025-02-28 18:06:25,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:06:42.190000,ONUR,2025-03-02 18:06:42.190000,,,,,,2025-03-02 18:06:42.203000,2025-03-02 18:06:42.363000,,,0,
6715,K,NO,2025-02-28 18:07:15,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:07:29.580000,ONUR,2025-03-02 18:07:29.580000,,,,,,2025-03-02 18:07:29.590000,2025-03-02 18:07:29.750000,,,0,
6716,K,NO,2025-02-28 18:08:07,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:08:20.997000,ONUR,2025-03-02 18:08:20.997000,,,,,,2025-03-02 18:08:21.007000,2025-03-02 18:08:21.170000,,,0,
6717,K,NO,2025-02-28 18:08:38,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:08:50.990000,ONUR,2025-03-02 18:08:50.990000,,,,,,2025-03-02 18:08:51,2025-03-02 18:08:51.173000,,,0,
6718,K,NO,2025-02-28 18:09:15,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:09:30.027000,ONUR,2025-03-02 18:09:30.027000,,,,,,2025-03-02 18:09:30.040000,2025-03-02 18:09:30.200000,,,0,
6719,K,NO,2025-02-28 18:09:44,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:09:55.560000,ONUR,2025-03-02 18:09:55.560000,,,,,,2025-03-02 18:09:55.573000,2025-03-02 18:09:55.740000,,,0,
6720,K,NO,2025-02-28 18:10:17,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:10:35.783000,ONUR,2025-03-02 18:10:35.783000,,,,,,2025-03-02 18:10:35.797000,2025-03-02 18:10:35.987000,,,0,
6721,K,NO,2025-03-01 18:12:06,,K001,L001,,,,,0,,,ONUR,2025-03-02 18:12:45.790000,ONUR,2025-03-02 18:12:45.790000,,,,,,2025-03-16 14:40:24.757000,2025-03-16 14:40:26.690000,,,0,
6722,K,GG,2025-01-17 19:28:26,,K001,L001,,,,,0,,,ONUR,2025-03-02 19:29:25.213000,ONUR,2025-03-02 19:29:25.213000,,,,,,2025-03-16 14:42:46.870000,2025-03-16 14:42:50.373000,,,0,
6723,K,GG,2025-01-23 19:32:15,,K001,L001,,,,,0,,,ONUR,2025-03-02 19:32:40.797000,ONUR,2025-03-02 19:32:40.797000,,,,,,2025-03-02 19:32:40.810000,2025-03-02 19:32:40.970000,,,0,
6724,K,NO,2025-02-21 19:42:30,,K001,L001,,,,,0,,,ONUR,2025-03-02 19:43:14.627000,ONUR,2025-03-02 19:43:14.627000,,,,,,2025-03-23 21:08:00.660000,2025-03-23 21:08:05.463000,,,0,
6725,K,NT,2025-03-03 14:24:25,,K001,L001,,,,,0,,,İra,2025-03-03 14:24:39.590000,İra,2025-03-03 14:24:39.590000,,,,,,2025-03-03 14:24:39.677000,2025-05-07 11:04:31.370000,,,0,
7725,K,NT,2025-03-03 17:49:05,,K001,L001,,,,,0,,,ONUR,2025-03-03 17:49:21.200000,ONUR,2025-03-03 17:49:21.200000,,,,,,2025-03-03 17:49:21.227000,2025-03-03 17:49:21.447000,,,0,
7726,K,NT,2025-03-03 17:52:05,,K001,L001,,,,,0,,,ONUR,2025-03-03 17:52:08.583000,ONUR,2025-03-03 17:52:08.583000,,,,,,2025-03-03 17:52:08.600000,2025-03-03 17:52:08.800000,,,0,
7727,K,NT,2025-03-03 17:54:35,,K001,L001,,,,,0,,,ONUR,2025-03-03 17:54:31.233000,ONUR,2025-03-03 17:54:31.233000,,,,,,2025-03-03 17:54:31.250000,2025-03-03 17:54:31.457000,,,0,
7728,K,NT,2025-03-04 11:17:43,,K001,L001,,,,,0,,,İra,2025-03-04 11:18:37.280000,İra,2025-03-04 11:18:37.280000,,,,,,2025-03-04 11:18:37.360000,2025-05-19 11:54:32.900000,,,0,
7729,K,NT,2025-03-04 12:32:58,,K001,L001,,,,,0,,,İra,2025-03-04 12:33:28.813000,İra,2025-03-04 12:33:28.813000,,,,,,2025-03-04 12:33:28.893000,2025-03-04 12:33:29.413000,,,0,
7730,K,NT,2025-03-04 14:25:50,,K001,L001,,,,,0,,,İra,2025-03-04 14:26:35.253000,İra,2025-03-04 15:02:21.813000,,,,,,2025-03-04 15:02:21.830000,2025-03-28 11:10:24.963000,,,0,
7731,K,NT,2025-03-04 15:24:51,,K001,L001,,,,,0,,,İra,2025-03-04 15:25:02.117000,İra,2025-03-04 15:25:02.117000,,,,,,2025-03-04 15:25:02.177000,2025-03-26 08:40:13.817000,,,0,
7732,K,NT,2025-03-04 16:02:40,,K001,L001,,,,,0,,,ONUR,2025-03-04 16:02:52.717000,ONUR,2025-03-04 16:02:52.717000,,,,,,2025-03-04 16:02:52.743000,2025-04-25 19:24:52.053000,,,0,
7733,K,NT,2025-03-04 16:25:35,,K001,L001,,,,,0,,,İra,2025-03-04 16:25:59.090000,İra,2025-03-04 16:25:59.090000,,,,,,2025-03-04 16:25:59.167000,2025-03-04 16:25:59.717000,,,0,
7734,K,NT,2025-03-04 16:30:03,,K001,L001,,,,,0,,,İra,2025-03-04 16:30:41.573000,İra,2025-03-04 16:30:41.573000,,,,,,2025-03-04 16:30:41.643000,2025-03-04 16:30:42.423000,,,0,
7735,K,NT,2025-03-04 16:54:23,,K001,L001,,,,,0,,,İra,2025-03-04 16:55:14.093000,İra,2025-03-04 16:56:14.380000,,,,,,2025-03-04 16:56:14.397000,2025-05-19 11:54:32.937000,,,0,
7736,K,NT,2025-03-04 19:28:38,,K001,L001,,,,,0,,,ONUR,2025-03-04 19:28:46.663000,ONUR,2025-03-04 19:28:46.663000,,,,,,2025-03-04 19:28:46.737000,2025-05-28 15:32:42.890000,,,0,
7737,K,NT,2025-03-05 13:56:58,,K001,L001,,,,,0,,,İra,2025-03-05 13:57:30.393000,İra,2025-03-05 13:57:30.393000,,,,,,2025-03-05 13:57:30.470000,2025-03-05 13:57:30.963000,,,0,
7738,K,NT,2025-03-05 16:43:21,,K001,L001,,,,,0,,,İra,2025-03-05 16:43:30.567000,İra,2025-03-05 16:43:30.567000,,,,,,2025-03-05 16:43:30.633000,2025-05-23 12:22:46.983000,,,0,
7739,K,NT,2025-03-05 16:45:22,,K001,L001,,,,,0,,,İra,2025-03-05 16:45:30.850000,İra,2025-03-05 16:46:15.023000,,,,,,2025-03-05 16:46:15.037000,2025-05-21 11:21:06.557000,,,0,
7741,K,NT,2025-03-05 18:58:30,,K001,L001,,,,,0,,,ONUR,2025-03-05 18:58:38.313000,ONUR,2025-03-06 17:44:38.507000,,,,,,2025-03-06 17:44:38.527000,2025-03-06 17:44:38.933000,,,0,
7742,K,NT,2025-03-04 19:02:11,,K001,L001,,,,,0,,,ONUR,2025-03-05 19:05:06.750000,ONUR,2025-03-05 19:05:06.750000,,,,,,2025-03-05 19:05:06.770000,2025-03-05 19:05:07.003000,,,0,
7743,K,NT,2025-03-05 19:48:57,,K001,L001,,,,,0,,,İra,2025-03-05 19:49:08.220000,İra,2025-03-05 19:49:08.220000,,,,,,2025-03-05 19:49:08.283000,2025-04-07 16:20:11.620000,,,0,
7744,K,NT,2025-03-05 19:50:16,,K001,L001,,,,,0,,,İra,2025-03-05 19:50:33.817000,İra,2025-03-05 19:50:33.817000,,,,,,2025-03-05 19:50:33.943000,2025-03-27 11:15:11.760000,,,0,
