Bolum,FisTur,FisTip,HareketNo,EvrakNo,EvrakNo2,DeleteUN,DeleteDT,EvrakNo3,FisTar
S_BF,,0,109650,RAYMOL HATALM12,,RAYMOOL,2024-06-23 14:38:45.720000,,2024-06-23 13:11:49
HBB,0,,109659,109659,,RAYMOOL,2024-06-23 18:06:59.770000,,2024-06-23 16:05:21
S_BF,,0,109659,RAYMOL HATALM12,,RAYMOOL,2024-06-23 18:06:59.753000,,2024-06-23 16:05:21
F,i,dsa,927501,,,MUHAMMED,2024-06-24 13:19:34.230000,,2024-06-23 16:59:18.267000
Si,N,S,49365,,,ÖMER,2024-11-02 18:05:40.547000,,2024-06-24 09:48:43
HBB,0,,109673,109673,,ONLINEOPERATOR,2024-06-24 10:02:25.550000,,2024-06-24 09:49:29
S_BF,,0,109673,ZENNE VF5106,,ONLINEOPERATOR,2024-06-24 10:02:25.520000,,2024-06-24 09:49:29
F,i,dsa,927582,,,NADIR,2024-06-24 11:11:49.383000,,2024-06-24 11:11:08.350000
Si,N,S,49366,CEMAL N3803,,ÖMER,2024-11-02 18:05:51.107000,,2024-06-24 11:59:28
Si,N,S,49370,CEMAL N4024,,ÖMER,2024-11-02 18:06:17.637000,,2024-06-24 12:18:26
F,i,fal,927625,,,DOGANCAN,2024-06-24 13:56:47.920000,,2024-06-24 12:24:54
Si,N,S,49378,NADYA N3941,,ÖMER,2024-11-02 18:06:24.370000,,2024-06-24 13:05:30
F,i,dsa,927713,,,KLAS,2024-06-24 13:43:00.637000,,2024-06-24 13:42:11
HBB,0,,109686,109686,,TAMASA,2024-06-24 13:57:05.953000,,2024-06-24 13:56:06
S_BF,,0,109686,TAMAŞ0,,TAMASA,2024-06-24 13:57:05.937000,,2024-06-24 13:56:06
Si,N,S,49383,NATALİ N3925,,ÖMER,2024-11-02 18:06:32.260000,,2024-06-24 14:57:30
F,i,dsa,927756,,,DOGANCAN,2024-06-24 16:00:45.943000,,2024-06-24 15:59:19.797000
Si,N,S,49384,N2770 JEMİLE,,ÖMER,2024-11-02 18:06:39.893000,,2024-06-24 16:11:35
Si,N,S,49385,,,ÖMER,2024-11-02 18:06:47.260000,,2024-06-24 17:30:05
CF,K,NO,705678,HK,,BERRIN,2024-06-24 18:29:10.830000,,2024-06-24 18:26:45
CF,K,NO,705679,SEDATTR,,BERRIN,2024-06-24 18:29:02.857000,,2024-06-24 18:28:18
PSF,0,,1584252,,BÜLET KURT BİLİGNDE,BERRIN,2024-06-25 14:17:18.927000,,2024-06-24 19:46:36
SK,,,0,865 M A2185,,DOGANCAN,2024-06-25 12:20:52.290000,,2024-06-25 00:00:00
SK,,,0,865 M A2186,,DOGANCAN,2024-06-25 12:21:22.077000,,2024-06-25 00:00:00
F,i,dsa,927978,,,MUHAMMED,2024-06-26 14:06:11.380000,,2024-06-25 09:37:10.540000
Si,N,S,49386,CEMAL,,ÖMER,2024-11-02 18:06:54.037000,,2024-06-25 09:52:36
F,f,fal,927986,C2C AKTAR 0065,,DOGANCAN,2024-06-25 10:09:07.657000,,2024-06-25 10:04:46
Si,N,S,49387,CEMİLE,,ÖMER,2024-11-02 18:07:00.400000,,2024-06-25 10:05:40
HBB,0,,109718,109718,,ONLINEOPERATOR,2024-06-25 10:31:41.583000,,2024-06-25 10:06:47
S_BF,,0,109718,ZENNE VF5138,,ONLINEOPERATOR,2024-06-25 10:31:41.567000,,2024-06-25 10:06:47
F,i,fal,927987,2,,DOGANCAN,2024-06-25 10:09:52.110000,,2024-06-25 10:09:03
F,i,dsa,927994,,,EMİR,2024-06-25 10:32:39.060000,,2024-06-25 10:32:11.333000
Si,N,S,49388,ALİ AKGÜN N4052,,ÖMER,2024-11-02 18:07:11.240000,,2024-06-25 11:27:27
Si,N,S,49389,CEMAL,,ÖMER,2024-11-02 18:07:18.947000,,2024-06-25 12:11:49
F,i,dsa,928152,,,KLAS,2024-06-25 17:17:57.243000,,2024-06-25 17:17:29
Si,N,S,49394,,,ÖMER,2024-11-02 18:07:58.483000,,2024-06-25 18:35:21
Si,N,S,49395,,,ÖMER,2024-11-02 18:08:05.397000,,2024-06-25 18:45:47
CF,K,KT,705704,TOPTAN,,BERRIN,2024-06-25 21:35:52.847000,,2024-06-25 21:23:24
CF,K,NO,705710,PERS,,BERRIN,2024-06-25 21:50:28.373000,,2024-06-25 21:42:40
Si,N,S,49396,n3748 CEMİLE ,,ÖMER,2024-11-02 18:08:12.897000,,2024-06-26 09:14:09
HBB,0,,112751,112751,,ONLINEOPERATOR,2024-06-26 10:26:48.180000,,2024-06-26 10:25:20
S_BF,,0,112751,ZENNE VF5169,,ONLINEOPERATOR,2024-06-26 10:26:48.083000,,2024-06-26 10:25:20
HBB,0,,112764,112764,,ONLINEOPERATOR,2024-06-26 14:01:06.290000,,2024-06-26 10:26:45
S_BF,,0,112764,ZENNE VF5169,,ONLINEOPERATOR,2024-06-26 14:01:06.210000,,2024-06-26 10:26:45
CF,K,NO,705715,,,laleli,2024-06-26 10:40:02.667000,,2024-06-26 10:35:30
Si,N,S,49398,NADEJDA,,ÖMER,2024-11-02 18:08:20.990000,,2024-06-26 12:49:24
Si,N,S,49400,n4010 jemile ,,ÖMER,2024-11-02 18:08:27.300000,,2024-06-26 13:25:51
HBB,0,,112774,112774,,ONLINEOPERATOR,2024-06-26 17:08:55.317000,,2024-06-26 14:01:06
S_BF,,0,112774,ZENNE VF5177,,ONLINEOPERATOR,2024-06-26 17:08:55.230000,,2024-06-26 14:01:06
Si,N,S,49402,N4017 CEMAL ,,ÖMER,2024-11-02 18:08:34.997000,,2024-06-26 14:11:13
Si,N,S,49403,N3951 BÜLENT ,,ÖMER,2024-11-02 18:08:42.137000,,2024-06-26 14:13:46
Si,N,S,49404,,,ÖMER,2024-11-02 18:08:57.790000,,2024-06-26 14:52:52
Si,N,S,49405,,,ÖMER,2024-11-02 18:09:02.900000,,2024-06-26 15:04:46
Si,N,S,49406,N3875 - CEMAL ,,ÖMER,2024-11-02 18:09:09.450000,,2024-06-26 15:16:00
Si,N,S,49407,NADEJDA,,ÖMER,2024-11-02 18:09:15.967000,,2024-06-26 15:31:08
Si,N,S,49408,,,ÖMER,2024-11-02 18:09:21.610000,,2024-06-26 16:21:56
HBB,0,,112785,112785,,RAYMOOL,2024-06-26 18:14:12.690000,,2024-06-26 17:37:50
S_BF,,0,112785,RAYMOL HATALM12,,RAYMOOL,2024-06-26 18:14:12.673000,,2024-06-26 17:37:50
SF,,1,23609,SIFIRLAMC,,DOGANCAN,2024-06-26 17:51:42.063000,,2024-06-26 17:49:25
HBB,0,,112792,112792,,RAYMOOL,2024-06-26 23:07:21.587000,,2024-06-26 18:14:12
S_BF,,0,112792,RAYMOL HATALM12,,RAYMOOL,2024-06-26 23:07:21.573000,,2024-06-26 18:14:12
Si,N,S,49410,CEMAL,,ÖMER,2024-11-02 18:09:28.617000,,2024-06-26 18:21:48
F,i,dsa,931574,,,NADIR,2024-06-27 12:05:09.180000,,2024-06-27 12:04:46.617000
Si,N,S,49412,CEMAL,,ÖMER,2024-11-02 18:09:39.730000,,2024-06-27 12:06:12
Si,N,S,49414,AYLİN,,ÖMER,2024-11-02 18:09:54.880000,,2024-06-27 12:40:51
F,i,dsa,931601,,,NADIR,2024-06-27 13:19:42.837000,,2024-06-27 13:19:15.510000
F,i,dsa,931842,,,MUHAMMED,2024-06-27 22:11:09.987000,,2024-06-27 22:05:06
BF,2,1,24908,D904,,BERRIN,2024-06-28 17:36:14.220000,,2024-06-28 00:00:00
F,i,dsa,931893,,,MUHAMMED,2024-07-01 12:07:31.473000,,2024-06-28 11:30:15
SF,,2,23626,ZBTEKLEMEM93,,DOGANCAN,2024-06-28 14:12:37.410000,,2024-06-28 12:32:54
SF,,1,23627,ZYT TRANSFER279,,DOGANCAN,2024-06-28 14:12:29.473000,,2024-06-28 12:33:33
F,i,dsa,931917,,,NADIR,2024-06-28 12:52:08.890000,,2024-06-28 12:51:36.273000
HBB,0,,112866,112866,,ONLINEOPERATOR,2024-06-28 13:54:33.907000,,2024-06-28 13:51:51
S_BF,,0,112866,ZENNE VF5241,,ONLINEOPERATOR,2024-06-28 13:54:33.897000,,2024-06-28 13:51:51
HBB,0,,112872,112872,,ONLINEOPERATOR,2024-06-28 15:49:29.780000,,2024-06-28 13:54:32
S_BF,,0,112872,ZENNE VF5241,,ONLINEOPERATOR,2024-06-28 15:49:29.770000,,2024-06-28 13:54:32
Si,N,S,49419,,,ÖMER,2024-11-02 18:10:01.900000,,2024-06-28 14:08:25
Si,N,S,49420,N4057 NADEJDA ,,ÖMER,2024-11-02 18:10:11.920000,,2024-06-28 14:09:44
F,i,dsa,931967,,,MUHAMMED,2024-06-28 14:59:46.547000,,2024-06-28 14:57:53.133000
Si,N,S,49421,N4015 AYKERİM,,ÖMER,2024-11-02 18:10:19.850000,,2024-06-28 15:22:22
Si,N,S,49430,N4060 MEHMET YIKAR,,ÖMER,2024-11-02 18:10:27.237000,,2024-06-28 18:00:06
HBB,0,,112897,112897,,RAYMOOL,2024-06-28 23:01:15.613000,,2024-06-28 22:30:28
S_BF,,0,112897,RAYMOL HATALM12,,RAYMOOL,2024-06-28 23:01:15.597000,,2024-06-28 22:30:28
Si,N,S,49431,n3748 cemile,,ÖMER,2024-11-02 18:10:38.440000,,2024-06-29 08:46:40
HBB,0,,112901,112901,,ONLINEOPERATOR,2024-06-29 09:51:02.917000,,2024-06-29 09:49:51
S_BF,,0,112901,ZENNE VF5268,,ONLINEOPERATOR,2024-06-29 09:51:02.900000,,2024-06-29 09:49:51
HBB,0,,112908,112908,,ONLINEOPERATOR,2024-06-29 12:23:58.747000,,2024-06-29 09:50:59
S_BF,,0,112908,ZENNE VF5268,,ONLINEOPERATOR,2024-06-29 12:23:58.700000,,2024-06-29 09:50:59
PSF,0,,1588674,,,SEMRA,2024-07-19 14:15:02.017000,,2024-06-29 10:43:21
Si,N,S,49433,NADEJDA,,ÖMER,2024-11-02 18:10:46.507000,,2024-06-29 11:58:05
HBB,0,,112909,112909,,ONLINEOPERATOR,2024-06-29 12:37:33.737000,,2024-06-29 12:23:55
S_BF,,0,112909,ZENNE VF5274,,ONLINEOPERATOR,2024-06-29 12:37:33.723000,,2024-06-29 12:23:55
HBB,0,,112911,112911,,ONLINEOPERATOR,2024-06-29 12:57:00.413000,,2024-06-29 12:37:30
S_BF,,0,112911,ZENNE VF5274,,ONLINEOPERATOR,2024-06-29 12:57:00.387000,,2024-06-29 12:37:30
HBB,0,,112912,112912,,ONLINEOPERATOR,2024-06-29 13:26:22.717000,,2024-06-29 13:24:25
S_BF,,0,112912,ZENNE VF5275,,ONLINEOPERATOR,2024-06-29 13:26:22.700000,,2024-06-29 13:24:25
HBB,0,,112922,112922,,RAYMOOL,2024-06-29 14:55:02.280000,,2024-06-29 14:45:01
S_BF,,0,112922,RAYMOL HATALM12,,RAYMOOL,2024-06-29 14:55:02.260000,,2024-06-29 14:45:01
HBB,0,,112923,112923,,RAYMOOL,2024-06-29 14:56:52.020000,,2024-06-29 14:55:02
S_BF,,0,112923,RAYMOL HATALM12,,RAYMOOL,2024-06-29 14:56:52.007000,,2024-06-29 14:55:02
HBB,0,,112924,112924,,RAYMOOL,2024-06-29 14:57:59.503000,,2024-06-29 14:56:52
S_BF,,0,112924,RAYMOL HATALM12,,RAYMOOL,2024-06-29 14:57:59.467000,,2024-06-29 14:56:52
HBB,0,,112925,112925,,RAYMOOL,2024-06-29 14:59:23.920000,,2024-06-29 14:57:59
S_BF,,0,112925,RAYMOL HATALM12,,RAYMOOL,2024-06-29 14:59:23.913000,,2024-06-29 14:57:59
HBB,0,,112926,112926,,RAYMOOL,2024-06-29 15:03:24.993000,,2024-06-29 14:59:23
S_BF,,0,112926,RAYMOL HATALM12,,RAYMOOL,2024-06-29 15:03:24.980000,,2024-06-29 14:59:23
HBB,0,,112927,112927,,RAYMOOL,2024-06-29 15:04:18.570000,,2024-06-29 15:03:25
S_BF,,0,112927,RAYMOL HATALM12,,RAYMOOL,2024-06-29 15:04:18.567000,,2024-06-29 15:03:25
HBB,0,,112928,112928,,RAYMOOL,2024-06-29 15:05:15.427000,,2024-06-29 15:04:18
S_BF,,0,112928,RAYMOL HATALM12,,RAYMOOL,2024-06-29 15:05:15.413000,,2024-06-29 15:04:18
HBB,0,,112929,112929,,RAYMOOL,2024-06-29 15:05:50.467000,,2024-06-29 15:05:15
S_BF,,0,112929,RAYMOL HATALM12,,RAYMOOL,2024-06-29 15:05:50.450000,,2024-06-29 15:05:15
HBB,0,,112930,112930,,RAYMOOL,2024-06-29 15:26:48.287000,,2024-06-29 15:05:50
S_BF,,0,112930,RAYMOL HATALM12,,RAYMOOL,2024-06-29 15:26:48.250000,,2024-06-29 15:05:50
HBB,0,,112934,112934,,RAYMOOL,2024-06-29 15:27:54.470000,,2024-06-29 15:26:48
S_BF,,0,112934,RAYMOL HATALM12,,RAYMOOL,2024-06-29 15:27:54.463000,,2024-06-29 15:26:48
HBB,0,,112935,112935,,RAYMOOL,2024-06-29 15:38:38.597000,,2024-06-29 15:27:54
S_BF,,0,112935,RAYMOL HATALM12,,RAYMOOL,2024-06-29 15:38:38.587000,,2024-06-29 15:27:54
HBB,0,,112936,112936,,RAYMOOL,2024-06-29 15:46:39.237000,,2024-06-29 15:39:13
S_BF,,0,112936,RAYMOL HATALM12,,RAYMOOL,2024-06-29 15:46:39.213000,,2024-06-29 15:39:13
HBB,0,,112937,112937,,RAYMOOL,2024-06-29 19:45:28.723000,,2024-06-29 15:46:39
S_BF,,0,112937,RAYMOL HATALM12,,RAYMOOL,2024-06-29 19:45:28.717000,,2024-06-29 15:46:39
HBB,0,,112944,112944,,NADIR,2024-06-29 16:23:23.807000,,2024-06-29 15:49:02
S_BF,,0,112944,ZENNE VF5284,,NADIR,2024-06-29 16:23:23.770000,,2024-06-29 15:49:02
F,i,dsa,932369,,,DOGANCAN,2024-06-29 17:18:20.913000,,2024-06-29 17:08:34.610000
HBB,0,,112959,112959,,RAYMOOL,2024-06-29 21:06:33.420000,,2024-06-29 19:45:28
S_BF,,0,112959,RAYMOL HATALM12,,RAYMOOL,2024-06-29 21:06:33.413000,,2024-06-29 19:45:28
SF,,1,23646,SSIFIRLAME,,ESENEY,2024-07-01 09:15:40.530000,,2024-07-01 09:12:03
SF,,1,23647,SSIFIRLAME,,ESENEY,2024-07-01 09:17:30.783000,,2024-07-01 09:15:40
SF,,1,23648,SSIFIRLAME,,ESENEY,2024-07-01 09:19:27.327000,,2024-07-01 09:17:30
Si,N,S,49435,N3748 JEMİLE,,ÖMER,2024-11-02 18:11:09.310000,,2024-07-01 09:46:24
Si,N,S,49436,,,ÖMER,2024-11-02 18:11:15.453000,,2024-07-01 09:50:29
F,i,dal,932653,,,MUHAMMED,2024-07-16 13:08:34.437000,,2024-07-01 11:59:25
F,i,dsa,932654,,,MUHAMMED,2024-07-16 13:08:04.133000,,2024-07-01 11:59:25
F,i,dsa,932711,,,AIDAANA,2024-07-01 12:13:05.390000,,2024-07-01 12:06:26
Si,N,S,49439,NADİA,,ÖMER,2024-11-02 18:11:23.290000,,2024-07-01 12:33:46
Si,N,S,49440,N3672 NATALİ,,ÖMER,2024-11-02 18:11:30.180000,,2024-07-01 14:46:13
F,i,dal,932770,RESMİ,,NADIR,2024-07-01 17:54:17.257000,,2024-07-01 15:18:01
F,i,dsa,932769,RESMİ,,NADIR,2024-07-01 17:54:35.833000,,2024-07-01 15:18:01
F,i,dsa,932823,,,MUHAMMED,2024-07-01 15:31:21.437000,,2024-07-01 15:30:14.463000
F,i,dsa,932844,,,NADIR,2024-07-01 16:00:18.580000,,2024-07-01 15:59:30.130000
F,i,fal,932863,5,,DOGANCAN,2024-07-01 16:41:04.450000,,2024-07-01 16:38:45
F,i,dsa,932912,,,DOGANCAN,2024-07-01 17:55:51.197000,,2024-07-01 17:52:36
HBB,0,,113039,113039,,RAYMOOL,2024-07-01 19:55:08.833000,,2024-07-01 18:33:22
S_BF,,0,113039,RAYMOL HATALM12,,RAYMOOL,2024-07-01 19:55:08.827000,,2024-07-01 18:33:22
HBB,0,,113062,113062,,ONLINEOPERATOR,2024-07-02 11:02:44.683000,,2024-07-02 09:25:11
S_BF,,0,113062,ZENNE VF5353,,ONLINEOPERATOR,2024-07-02 11:02:44.663000,,2024-07-02 09:25:11
HBB,0,,113075,113075,,ONLINEOPERATOR,2024-07-02 11:37:37.510000,,2024-07-02 11:02:42
S_BF,,0,113075,ZENNE VF5358,,ONLINEOPERATOR,2024-07-02 11:37:37.487000,,2024-07-02 11:02:42
HBB,0,,113079,113079,,ONLINEOPERATOR,2024-07-02 13:57:57.150000,,2024-07-02 11:37:35
S_BF,,0,113079,ZENNE VF5360,,ONLINEOPERATOR,2024-07-02 13:57:57.140000,,2024-07-02 11:37:35
F,i,dsa,933066,,,DOGANCAN,2024-07-02 12:02:39.250000,,2024-07-02 12:02:11.277000
Si,N,S,49442,CEMİLE,,ÖMER,2024-11-02 18:11:36.443000,,2024-07-02 12:51:42
F,i,dsa,933154,,,DOGANCAN,2024-07-02 14:57:56.317000,,2024-07-02 14:57:28.390000
Si,N,S,49444,,,ÖMER,2024-11-02 18:11:43.787000,,2024-07-02 17:23:52
Si,N,S,49445,n3973 NATALİ,,ÖMER,2024-11-02 18:12:10.983000,,2024-07-02 17:30:41
Si,N,S,49446,CEMİLE,,ÖMER,2024-11-02 18:12:19.197000,,2024-07-02 17:36:50
F,i,dal,933333,,,MUHAMMED,2024-07-16 13:06:52.690000,,2024-07-02 22:52:03
F,i,dsa,933334,,,MUHAMMED,2024-07-16 13:06:37.160000,,2024-07-02 22:52:03
HBB,0,,113123,113123,,ONLINEOPERATOR,2024-07-03 13:41:49.250000,,2024-07-03 09:34:37
S_BF,,0,113123,ZENNE VF5395,,ONLINEOPERATOR,2024-07-03 13:41:49.230000,,2024-07-03 09:34:37
F,i,fal,933388,5,,DOGANCAN,2024-07-03 11:24:56.487000,,2024-07-03 11:22:01
F,f,fal,933389,C2C AKTAR GELECEK,,DOGANCAN,2024-07-03 11:27:03.407000,,2024-07-03 11:24:42
F,i,fal,933390,5,,DOGANCAN,2024-07-03 11:28:10.100000,,2024-07-03 11:26:52
Si,N,S,49447,N3925 NATALİ,,ÖMER,2024-11-02 18:12:26.840000,,2024-07-03 12:00:28
Si,N,S,49448,JEMİLE,,ÖMER,2024-11-02 18:12:34.827000,,2024-07-03 12:34:30
HBB,0,,113143,113143,,ONLINEOPERATOR,2024-07-03 13:52:38.960000,,2024-07-03 13:41:48
S_BF,,0,113143,ZENNE VF5409,,ONLINEOPERATOR,2024-07-03 13:52:38.943000,,2024-07-03 13:41:48
HBB,0,,113144,113144,,ONLINEOPERATOR,2024-07-03 14:14:48.660000,,2024-07-03 13:52:36
S_BF,,0,113144,ZENNE VF5409,,ONLINEOPERATOR,2024-07-03 14:14:48.643000,,2024-07-03 13:52:36
HBB,0,,113153,113153,,ONLINEOPERATOR,2024-07-03 16:47:18.227000,,2024-07-03 14:14:46
S_BF,,0,113153,ZENNE VF5411,,ONLINEOPERATOR,2024-07-03 16:47:18.217000,,2024-07-03 14:14:46
HBB,0,,113154,113154,,ONLINEOPERATOR,2024-07-03 16:48:51.873000,,2024-07-03 16:47:18
S_BF,,0,113154,ZENNE VF5415,,ONLINEOPERATOR,2024-07-03 16:48:51.840000,,2024-07-03 16:47:18
Si,N,S,49449,NADİA,,ÖMER,2024-11-02 18:12:40.900000,,2024-07-03 18:13:17
Si,N,S,49450,CEMAL,,ÖMER,2024-11-02 18:12:49.810000,,2024-07-03 18:14:30
CF,C,AD,705955,FIRMA ,,BERRIN,2024-07-04 11:47:28.960000,,2024-07-03 19:10:41
CK,,,0,9000,,OGUZHAN,2024-07-04 18:30:47.547000,,2024-07-04 00:00:00
CK,,,0,9001,,OGUZHAN,2024-07-04 18:30:42.210000,,2024-07-04 00:00:00
CK,,,0,9002,,OGUZHAN,2024-07-04 18:30:32.267000,,2024-07-04 00:00:00
HBB,0,,113187,113187,,ONLINEOPERATOR,2024-07-04 11:11:57.700000,,2024-07-04 11:06:49
S_BF,,0,113187,ZENNE VF5445,,ONLINEOPERATOR,2024-07-04 11:11:57.677000,,2024-07-04 11:06:49
F,i,dsa,933762,,,MUHAMMED,2024-07-05 19:43:58.787000,,2024-07-04 12:25:58.730000
SF,,1,23675,SSIFIRLAME,,ESENEY,2024-07-04 13:36:21.043000,,2024-07-04 13:34:29
SF,,1,23676,SSIFIRLAME,,ESENEY,2024-07-04 13:38:31.570000,,2024-07-04 13:36:21
Si,N,S,49452,JEMİLE,,ÖMER,2024-11-02 18:12:56.340000,,2024-07-04 15:11:04
HBB,0,,113224,113224,,RAYMOOL,2024-07-04 17:00:14.883000,,2024-07-04 16:52:33
S_BF,,0,113224,RAYMOL HATALM12,,RAYMOOL,2024-07-04 17:00:14.850000,,2024-07-04 16:52:33
HBB,0,,113225,113225,,RAYMOOL,2024-07-04 17:07:29.850000,,2024-07-04 17:00:14
S_BF,,0,113225,RAYMOL HATALM12,,RAYMOOL,2024-07-04 17:07:29.847000,,2024-07-04 17:00:14
F,i,dsa,933897,,,ZBURNU,2024-07-04 17:11:47.050000,,2024-07-04 17:05:25
F,i,dsa,933905,,,DOGANCAN,2024-07-04 17:19:09.117000,,2024-07-04 17:18:44.850000
Si,N,S,49453,,,MUHAMMED,2024-07-04 17:37:54.763000,,2024-07-04 17:29:26
Si,N,S,49454,,,ÖMER,2024-11-02 18:13:04.457000,,2024-07-04 17:49:02
HBB,0,,113237,113237,,ONLINEOPERATOR,2024-07-04 17:53:20.717000,,2024-07-04 17:51:40
S_BF,,0,113237,ZENNE VF5478,,ONLINEOPERATOR,2024-07-04 17:53:20.700000,,2024-07-04 17:51:40
F,i,dsa,933951,,,NADIR,2024-07-04 18:13:27.150000,,2024-07-04 18:07:16
Si,N,S,49455,,,ONL,2024-11-01 21:51:09.670000,,2024-07-04 18:35:02
Si,N,S,49456,,,ÖMER,2024-11-02 18:13:10.923000,,2024-07-04 18:59:18
Si,N,S,49457,,,ÖMER,2024-11-02 18:13:18.123000,,2024-07-04 19:15:35
Si,N,S,49458,,,ÖMER,2024-11-02 18:13:29.280000,,2024-07-04 19:23:14
Si,N,S,49459,,,ÖMER,2024-11-02 18:13:36.990000,,2024-07-04 19:26:18
Si,N,S,49460,,,ONL,2024-11-01 21:51:47.750000,,2024-07-04 19:32:38
Si,N,S,49461,,,ÖMER,2024-11-02 18:13:43.557000,,2024-07-04 20:01:27
Si,N,S,49463,,,ÖMER,2024-11-02 18:13:50.597000,,2024-07-04 20:07:26
F,i,dal,934000,,,MUHAMMED,2024-07-04 20:33:22.667000,,2024-07-04 20:16:02
F,i,dsa,933999,,,MUHAMMED,2024-07-04 20:33:50.860000,,2024-07-04 20:16:02
Si,N,S,49464,,,ÖMER,2024-11-02 18:14:02.947000,,2024-07-04 20:23:17
Si,N,S,49465,,,ONL,2024-11-01 21:51:41.730000,,2024-07-04 20:58:18
Si,N,S,49466,,,ONL,2024-11-03 13:53:17.030000,,2024-07-04 21:09:25
Si,N,S,49467,,,ONL,2024-11-03 13:53:01.320000,,2024-07-04 21:17:12
Si,N,S,49468,,,ÖMER,2024-11-02 18:14:47.630000,,2024-07-04 21:25:26
Si,N,S,49469,,,ÖMER,2024-11-02 18:14:56.833000,,2024-07-04 21:31:13
Si,N,S,49470,,,ÖMER,2024-11-02 18:15:04.763000,,2024-07-04 21:35:06
Si,N,S,49471,,,ONL,2024-11-01 21:37:51.157000,,2024-07-04 21:38:41
BF,2,0,25038,TOPTAN647,,BERRIN,2024-07-05 17:43:36.217000,,2024-07-05 00:00:00
BF,2,0,25039,TOPTAN647,,BERRIN,2024-07-05 17:44:30.253000,,2024-07-05 00:00:00
HBB,0,,113259,113259,,ONLINEOPERATOR,2024-07-05 12:27:33.680000,,2024-07-05 09:14:29
S_BF,,0,113259,ZENNE VF5497,,ONLINEOPERATOR,2024-07-05 12:27:33.647000,,2024-07-05 09:14:29
Si,N,S,49473,N3748 JEMİLE ,,ÖMER,2024-11-02 18:15:11.740000,,2024-07-05 09:17:52
CF,C,AD,706063,PAYU,,BERRIN,2024-07-06 11:44:01.517000,,2024-07-05 11:42:56
HBB,0,,113271,113271,,ONLINEOPERATOR,2024-07-05 12:32:01.710000,,2024-07-05 12:27:33
S_BF,,0,113271,ZENNE VF5509,,ONLINEOPERATOR,2024-07-05 12:32:01.697000,,2024-07-05 12:27:33
HBB,0,,113272,113272,,ONLINEOPERATOR,2024-07-05 12:44:36.943000,,2024-07-05 12:32:01
S_BF,,0,113272,ZENNE VF5509,,ONLINEOPERATOR,2024-07-05 12:44:36.933000,,2024-07-05 12:32:01
CF,K,NO,706055,,,AKKALAMALL,2024-07-05 18:56:09.287000,,2024-07-05 18:55:32
CF,K,NO,706056,,,AKKALAMALL,2024-07-05 19:29:00.670000,,2024-07-05 18:56:09
HBB,0,,113304,113304,,ONLINEOPERATOR,2024-07-06 09:07:59.947000,,2024-07-06 08:59:24
S_BF,,0,113304,ZENNE VF5530,,ONLINEOPERATOR,2024-07-06 09:07:59.937000,,2024-07-06 08:59:24
HBB,0,,113305,113305,,ONLINEOPERATOR,2024-07-06 09:10:05.607000,,2024-07-06 09:07:58
S_BF,,0,113305,ZENNE VF5530,,ONLINEOPERATOR,2024-07-06 09:10:05.563000,,2024-07-06 09:07:58
HBB,0,,113306,113306,,ONLINEOPERATOR,2024-07-06 09:42:35.637000,,2024-07-06 09:10:04
S_BF,,0,113306,ZENNE VF5530,,ONLINEOPERATOR,2024-07-06 09:42:35.630000,,2024-07-06 09:10:04
Si,N,S,49477,n3748 JEMİLE,,ÖMER,2024-11-02 18:15:19.750000,,2024-07-06 09:23:11
HBB,0,,113310,113310,,ONLINEOPERATOR,2024-07-06 11:45:49.027000,,2024-07-06 09:42:34
S_BF,,0,113310,ZENNE VF5532,,ONLINEOPERATOR,2024-07-06 11:45:49.017000,,2024-07-06 09:42:34
Si,N,S,49478,N3672 NATALİ ,,ÖMER,2024-11-02 18:15:27.307000,,2024-07-06 10:22:09
F,i,dsa,934392,,,DOGANCAN,2024-07-08 15:05:56.650000,,2024-07-06 10:33:09
PSF,0,,1591247,,,SEMRA,2024-07-06 16:50:43.777000,,2024-07-06 10:47:06
Si,N,S,49479,N3874 AYLİN,,ÖMER,2024-11-02 18:15:33.910000,,2024-07-06 11:19:00
Si,N,S,49480,N4024 CEMAL ,,ÖMER,2024-11-02 18:15:40.957000,,2024-07-06 11:23:06
HBB,0,,113319,113319,,ONLINEOPERATOR,2024-07-06 11:47:45.530000,,2024-07-06 11:45:47
S_BF,,0,113319,ZENNE VF5540,,ONLINEOPERATOR,2024-07-06 11:47:45.520000,,2024-07-06 11:45:47
HBB,0,,113320,113320,,ONLINEOPERATOR,2024-07-06 12:02:00.527000,,2024-07-06 11:47:44
S_BF,,0,113320,ZENNE VF5540,,ONLINEOPERATOR,2024-07-06 12:02:00.513000,,2024-07-06 11:47:44
HBB,0,,113321,113321,,ONLINEOPERATOR,2024-07-06 12:08:27.857000,,2024-07-06 12:01:59
S_BF,,0,113321,ZENNE VF5540,,ONLINEOPERATOR,2024-07-06 12:08:27.833000,,2024-07-06 12:01:59
HBB,0,,113322,113322,,ONLINEOPERATOR,2024-07-06 12:13:08.223000,,2024-07-06 12:08:26
S_BF,,0,113322,ZENNE VF5540,,ONLINEOPERATOR,2024-07-06 12:13:08.217000,,2024-07-06 12:08:26
HBB,0,,113323,113323,,ONLINEOPERATOR,2024-07-06 12:17:37.583000,,2024-07-06 12:13:07
S_BF,,0,113323,ZENNE VF5540,,ONLINEOPERATOR,2024-07-06 12:17:37.573000,,2024-07-06 12:13:07
