inx,SatNo,Odinx,Puan,ParaCinsi,Taksit,GBT,SKT,MKod,Active,PERKOD,Tarih,SendCode,STATUS
3457,1057817,1121525,1.6,US, ,2021-05-01 15:48:04,2099-01-01 00:00:00,KS0030000001088,*,E01,2021-05-01 15:48:22.840000,a3918e05-7a8a-4d36-a3a9-99100c128e41,0
3458,1057818,1121526,0.52,US, ,2021-05-01 15:49:47,2099-01-01 00:00:00,KS0030000001089,*,E01,2021-05-01 15:49:58.373000,733b05a8-2e95-4195-915d-7f5964dae05a,0
3459,1057822,1121530,2.68,US, ,2021-05-01 16:13:06,2099-01-01 00:00:00,KS0030000001090,*,E01,2021-05-01 16:13:22.067000,bd4a8164-a594-4b91-9256-db14b231b49f,0
3460,1057823,1121531,1.6,US, ,2021-05-01 16:15:44,2099-01-01 00:00:00,KS0030000001091,*,E01,2021-05-01 16:16:05.907000,a60c47e4-cd24-4a0d-b1ad-1340ea6f8252,0
3461,1057824,1121532,1.08,US, ,2021-05-01 16:19:06,2099-01-01 00:00:00,KS0040000000459,*,FAMILYMOOL,2021-05-01 16:19:27.230000,dbd74328-7f1b-4d54-b5fc-0034ae219f10,0
3462,1057826,1121534,0.92,US, ,2021-05-01 16:22:14,2099-01-01 00:00:00,KS0030000000031,*,FAMILYMOOL,2021-05-01 16:22:32.960000,88915033-605d-440c-a7e9-16b660df903d,0
3463,1057827,1121535,0.88,US, ,2021-05-01 16:25:40,2099-01-01 00:00:00,KS0040000000460,*,FAMILYMOOL,2021-05-01 16:25:52.503000,a86c1a6c-65fd-473d-9f12-5bbed4fd8ccb,0
3464,1057828,1121536,2.6,US, ,2021-05-01 16:38:24,2099-01-01 00:00:00,KS0040000000461,*,FAMILYMOOL,2021-05-01 16:38:45.243000,6e0c5838-e8b8-47cd-ac84-65d0c8eced9f,0
3465,1057829,1121537,0.44,US, ,2021-05-01 16:42:06,2099-01-01 00:00:00,KS0040000000462,*,FAMILYMOOL,2021-05-01 16:42:19.287000,60ff442b-29f8-400d-af07-64ed3da02428,0
3466,1057832,1121540,0.88,US, ,2021-05-01 16:53:19,2099-01-01 00:00:00,KS0040000000463,*,FAMILYMOOL,2021-05-01 16:53:30.550000,4d410715-e68c-48f9-9ee4-0072404f40ba,0
3467,1057833,1121541,2.44,US, ,2021-05-01 16:53:52,2099-01-01 00:00:00,KS0030000001093,*,E01,2021-05-01 16:54:04.640000,908aca21-d888-4063-bed8-78a7c3d25dad,0
3468,1057835,1121543,1.2,US, ,2021-05-01 16:55:43,2099-01-01 00:00:00,KS0030000001094,*,E01,2021-05-01 16:55:55.233000,1ea198ef-d5c3-4d56-b246-eada41e036af,0
3469,1057836,1121544,1.08,US, ,2021-05-01 16:59:29,2099-01-01 00:00:00,KS0030000001095,*,E01,2021-05-01 16:59:41.620000,66fa07a8-14c3-4d3c-816d-af95ab39bf87,0
3470,1057837,1121545,2.28,US, ,2021-05-01 17:01:59,2099-01-01 00:00:00,KS0040000000464,*,FAMILYMOOL,2021-05-01 17:02:17.773000,c6b5331d-8d60-4056-94dd-88bcccf51591,0
3471,1057838,1121546,2.16,US, ,2021-05-01 17:02:17,2099-01-01 00:00:00,KS0030000000513,*,E01,2021-05-01 17:02:28.273000,c0d160a7-1957-48af-ae22-682e365aa2ba,0
3472,1057842,1121550,3.12,US, ,2021-05-01 17:24:41,2099-01-01 00:00:00,KS0030000001096,*,E01,2021-05-01 17:24:49.143000,fcc044d1-1c03-4fa0-9506-91e6c445601d,0
3473,1057847,1121556,1.6,US, ,2021-05-01 17:45:44,2099-01-01 00:00:00,KS0030000001102,*,E01,2021-05-01 17:46:00.280000,9d570868-1a20-46a9-a074-b1f03a824599,0
3474,1057855,1121564,0.44,US, ,2021-05-01 17:52:55,2099-01-01 00:00:00,KS0030000001105,*,E01,2021-05-01 17:53:10.550000,05a314bd-1835-45b2-a4d0-32edc7187c30,0
3475,1057856,1121565,0.88,US, ,2021-05-01 17:54:28,2099-01-01 00:00:00,KS0030000001106,*,E01,2021-05-01 17:54:48.390000,b3def6ac-b867-43ad-bb54-89d9c970aedf,0
3476,1057863,1121571,0.6,US, ,2021-05-01 18:03:28,2099-01-01 00:00:00,KS0040000000465,*,FAMILYMOOL,2021-05-01 18:03:45.987000,e2505b8e-a5d5-4ba7-bbae-879e8444e406,0
3477,1057868,1121577,0.88,US, ,2021-05-01 18:10:56,2099-01-01 00:00:00,KS0040000000466,*,FAMILYMOOL,2021-05-01 18:11:29.847000,21714691-6d5d-4777-a881-b9994dfd048e,0
3478,1057871,1121581,1.216,US, ,2021-05-01 18:16:41,2099-01-01 00:00:00,KS0030000001108,*,E01,2021-05-01 18:16:49.947000,1ca7d065-e238-4ade-952e-9fa82870dabf,0
3479,1057872,1121582,1.376,US, ,2021-05-01 19:40:53,2099-01-01 00:00:00,KS0030000001109,*,E01,2021-05-01 19:41:06.280000,9dafd953-48fa-42a4-9d42-5f8e41846bc0,0
3480,1057881,1121591,1.08,US, ,2021-05-01 20:44:47,2099-01-01 00:00:00,KS0030000001111,*,E01,2021-05-01 20:44:57.857000,8cbe932a-cc77-437a-8f3c-d1d1d01a3ac0,0
3481,1057883,1121593,2.16,US, ,2021-05-01 20:52:04,2099-01-01 00:00:00,KS0030000001112,*,E01,2021-05-01 20:52:17.223000,da63ab3c-d588-4ca1-8e9f-19cd377faf4f,0
3482,1057885,1121595,2.96,US, ,2021-05-01 21:01:18,2099-01-01 00:00:00,KS0030000001113,*,E01,2021-05-01 21:02:57.370000,bfd6aad5-0038-4a1a-b2bc-88491b649082,0
3483,1057887,1121597,2.16,US, ,2021-05-01 21:08:32,2099-01-01 00:00:00,KS0030000001114,*,E01,2021-05-01 21:09:08.203000,90dfa2de-1983-4ebb-88a9-512c4728ae87,0
3484,1057888,1121598,2.28,US, ,2021-05-01 21:12:51,2099-01-01 00:00:00,KS0030000000826,*,E01,2021-05-01 21:13:05.683000,f8bf91df-4de1-42f3-91c9-fd9566bfd2f8,0
3485,1057889,1121599,1.36,US, ,2021-05-01 21:13:10,2099-01-01 00:00:00,KS0040000000467,*,FAMILYMOOL,2021-05-01 21:13:29.823000,77898a6a-135b-4abf-92ea-25c2164ffcfd,0
3486,1057892,1121602,0.44,US, ,2021-05-01 21:18:02,2099-01-01 00:00:00,KS0030000001115,*,E01,2021-05-01 21:18:29.503000,c166c329-b695-40a3-b9cb-73337b604857,0
3487,1057893,1121603,2.6,US, ,2021-05-01 21:20:49,2099-01-01 00:00:00,KS0050000000089,*,RAYMOOL,2021-05-01 21:21:43.373000,71297ff5-9ec1-403b-9de6-477ed3813021,0
3488,1057899,1121610,1.28,US, ,2021-05-01 21:33:09,2099-01-01 00:00:00,KS0040000000468,*,FAMILYMOOL,2021-05-01 21:33:23.400000,0f355859-d0cd-475a-9dfb-7172afe6390b,0
3489,1057900,1121611,1.52,US, ,2021-05-01 21:35:18,2099-01-01 00:00:00,KS0030000001116,*,E01,2021-05-01 21:35:31.117000,d0ed615f-62d0-48c1-8fa7-3649899c52c6,0
3490,1057901,1121612,2.48,US, ,2021-05-01 21:36:41,2099-01-01 00:00:00,KS0030000001117,*,E01,2021-05-01 21:36:53.740000,f21356b5-18c8-4352-b5f2-1fa861325643,0
3491,1057902,1121613,0.88,US, ,2021-05-01 21:38:13,2099-01-01 00:00:00,KS0040000000469,*,FAMILYMOOL,2021-05-01 21:38:28.613000,4d9c97ea-1c42-48eb-b053-ddd29cae084b,0
3492,1057905,1121616,2.44,US, ,2021-05-01 21:55:48,2099-01-01 00:00:00,KS0030000001119,*,E01,2021-05-01 21:56:03.423000,bd0c206f-2fe2-4f2f-b6f1-ea270b4d4e27,0
3493,1057909,1121621,3.04,US, ,2021-05-01 21:59:22,2099-01-01 00:00:00,KS0030000001118,*,E01,2021-05-01 21:59:37.717000,82651db1-d81b-4f1d-b0a8-2e8a4557fafb,0
3494,1057911,1121623,0.88,US, ,2021-05-01 22:04:22,2099-01-01 00:00:00,KS0030000001120,*,E01,2021-05-01 22:04:33.490000,de999ae6-9681-4d08-b7a9-5abfcf3dd9f0,0
3495,1057912,1121624,1.72,US, ,2021-05-01 22:07:46,2099-01-01 00:00:00,KS0030000001121,*,E01,2021-05-01 22:07:58.750000,b184602a-a9d6-44fd-b2da-03eac5352c02,0
3496,1057913,1121625,0.76,US, ,2021-05-01 22:09:48,2099-01-01 00:00:00,KS0030000001122,*,E01,2021-05-01 22:10:01.373000,41d58a87-742d-40e5-aa77-0da267c97f19,0
3497,1057914,1121626,1.44,US, ,2021-05-01 22:13:34,2099-01-01 00:00:00,KS0030000001124,*,E01,2021-05-01 22:13:50.383000,ecebb891-3a4b-4750-9f6a-4324d5d109f3,0
3498,1057915,1121627,0.64,US, ,2021-05-01 22:14:03,2099-01-01 00:00:00,KS0030000001123,*,E01,2021-05-01 22:14:13.477000,b802f6dc-e00c-43b2-af88-d922b7331951,0
3499,1057916,1121628,0.88,US, ,2021-05-01 22:18:17,2099-01-01 00:00:00,KS0030000001125,*,E01,2021-05-01 22:18:29.667000,b32a3f6f-000d-4d49-8cee-25583ae6df14,0
3500,1057917,1121629,0.96,US, ,2021-05-01 22:20:19,2099-01-01 00:00:00,KS0030000001126,*,E01,2021-05-01 22:20:45.540000,8ec10754-994d-4d20-8fe8-457285c55256,0
3501,1057924,1121636,2.688,US, ,2021-05-01 22:33:02,2099-01-01 00:00:00,KS0030000001125,*,E01,2021-05-01 22:33:33.760000,6bfa5f94-f22b-43c2-87e1-2b7c12b97678,0
3502,1057927,1121639,2.84,US, ,2021-05-01 22:40:24,2099-01-01 00:00:00,KS0030000001127,*,E01,2021-05-01 22:40:48.950000,77b97f11-d87f-4cc6-9226-511c41caa234,0
3503,1057929,1121641,2.56,US, ,2021-05-01 22:42:35,2099-01-01 00:00:00,KS0030000001128,*,E01,2021-05-01 22:44:45.320000,0c5e33cd-454b-4826-acad-b6ca51648018,0
3504,1057930,1121642,4.52,US, ,2021-05-01 22:46:01,2099-01-01 00:00:00,KS0030000001129,*,E01,2021-05-01 22:46:17.850000,ab49bd8e-bf09-4884-bdca-e018e5f6169a,0
3505,1057931,1121643,1.6,US, ,2021-05-01 22:46:26,2099-01-01 00:00:00,KS0040000000471,*,FAMILYMOOL,2021-05-01 22:46:48.003000,2f9771fd-0942-451e-a301-4f044b52de07,0
3506,1057932,1121644,0.64,US, ,2021-05-01 22:49:40,2099-01-01 00:00:00,KS0030000001129,*,E01,2021-05-01 22:49:50.720000,185e6c94-f926-45cb-a02c-420edad9d40d,0
3507,1057933,1121645,2.36,US, ,2021-05-01 22:51:39,2099-01-01 00:00:00,KS0040000000472,*,FAMILYMOOL,2021-05-01 22:52:09.747000,0fc11d17-e249-4bd6-a69e-895587a5fe13,0
3508,1057936,1121648,1.4,US, ,2021-05-01 23:03:15,2099-01-01 00:00:00,KS0030000001130,*,E01,2021-05-01 23:03:28.963000,8b243f97-ff45-4571-ae77-d4f88fda6b65,0
3509,1057938,1121650,2.56,US, ,2021-05-01 23:08:21,2099-01-01 00:00:00,KS0030000001132,*,E01,2021-05-01 23:08:36.380000,a2cd0b55-8228-468c-948b-050e78713883,0
3510,1057939,1121651,0.96,US, ,2021-05-01 23:05:11,2099-01-01 00:00:00,KS0030000001131,*,E01,2021-05-01 23:09:02.830000,b872a014-6d7f-4ccf-8b40-6edc757afdc4,0
3511,1057945,1121658,2.68,US, ,2021-05-01 23:48:56,2099-01-01 00:00:00,KS0030000001133,*,E01,2021-05-01 23:49:13.560000,401cdcf1-e56b-4a8a-bc03-d17ad6464f6e,0
3512,1057948,1121661,1.08,US, ,2021-05-01 23:58:27,2099-01-01 00:00:00,KS0040000000473,*,FAMILYMOOL,2021-05-01 23:58:46.380000,a909d0ad-bf27-4463-95eb-599b7ead9ab5,0
3513,1057949,1121662,1.216,US, ,2021-05-01 23:59:09,2099-01-01 00:00:00,KS0030000001134,*,E01,2021-05-01 23:59:18.737000,302afcf6-74b1-48a9-87ef-69f28960e8f4,0
3514,1057950,1121663,1.08,US, ,2021-05-01 23:59:43,2099-01-01 00:00:00,KS0040000000369,*,FAMILYMOOL,2021-05-02 00:01:10.017000,ba1e5511-13a0-4eae-a570-8479500427e1,0
3515,1057953,1121665,1.4,US, ,2021-05-02 00:10:29,2099-01-01 00:00:00,KS0030000001135,*,E01,2021-05-02 00:10:47.680000,0b98e468-42b4-412a-af84-da9e29669e32,0
3516,1057956,1121668,1.6,US, ,2021-05-02 00:19:40,2099-01-01 00:00:00,KS0030000001136,*,E01,2021-05-02 00:19:55.627000,7c6de7da-b58e-47f8-82de-599cb3cc0268,0
3517,1057958,1121670,2.36,US, ,2021-05-02 00:23:45,2099-01-01 00:00:00,KS0030000001137,*,E01,2021-05-02 00:23:56.717000,9b0876ce-b49f-4dcc-997d-965fa46776a8,0
3518,1057959,1121671,2.16,US, ,2021-05-02 00:27:07,2099-01-01 00:00:00,KS0030000001139,*,E01,2021-05-02 00:27:18.777000,2c09f7d3-0de9-4689-b5b0-d278d04f784e,0
3519,1057963,1121675,1.48,US, ,2021-05-02 01:02:21,2099-01-01 00:00:00,KS0030000001141,*,E01,2021-05-02 01:02:33.017000,7ba72c17-eb30-40bd-8cf7-d17b5b4e834f,0
3520,1057974,1121686,0.68,US, ,2021-05-02 12:26:57,2099-01-01 00:00:00,KS0040000000474,*,FAMILYMOOL,2021-05-02 12:27:09.453000,4883de01-dad8-4d3b-a495-02740b105012,0
3521,1057980,1121692,1.6,US, ,2021-05-02 13:55:07,2099-01-01 00:00:00,KS0030000001143,*,E01,2021-05-02 13:55:17.527000,e25509ff-3732-487b-8038-5a2682cc5855,0
3522,1057989,1121702,2.36,US, ,2021-05-02 14:10:11,2099-01-01 00:00:00,KS0040000000475,*,FAMILYMOOL,2021-05-02 14:10:27.450000,8079dc19-324e-4b5a-8b4a-e0dac3495d36,0
3523,1057992,1121705,0.96,US, ,2021-05-02 14:39:59,2099-01-01 00:00:00,KS0040000000476,*,FAMILYMOOL,2021-05-02 14:40:12.790000,3115318a-ff05-4324-b058-17749902789a,0
3524,1057995,1121708,0.88,US, ,2021-05-02 14:52:57,2099-01-01 00:00:00,KS0030000001144,*,E01,2021-05-02 14:53:40.283000,25eb673d-3d1d-449c-93a0-328d795f8139,0
3525,1057996,1121709,2.16,US, ,2021-05-02 14:55:17,2099-01-01 00:00:00,KS0030000001145,*,E01,2021-05-02 14:55:33.160000,1d3b2971-b1c3-4661-9981-3a5361aba6d6,0
3526,1057999,1121712,3.76,US, ,2021-05-02 15:10:55,2099-01-01 00:00:00,KS0040000000477,*,FAMILYMOOL,2021-05-02 15:11:14.690000,29332ca7-7afc-4ce2-99e5-cfddee09bf18,0
3527,1058000,1121713,2.44,US, ,2021-05-02 15:13:38,2099-01-01 00:00:00,KS0030000001147,*,E01,2021-05-02 15:13:49.750000,6c6a264e-1b1c-4efc-b325-00359637ecac,0
3528,1058004,1121717,1.08,US, ,2021-05-02 16:04:35,2099-01-01 00:00:00,KS0030000001148,*,E01,2021-05-02 16:04:53.710000,fd82e2fb-37e2-40a8-a2a9-f5626227c76a,0
3529,1058008,1121721,0.8,US, ,2021-05-02 16:28:59,2099-01-01 00:00:00,KS0030000001149,*,E01,2021-05-02 16:29:08.953000,69361014-3ac5-49ff-a7d8-237f50884d1d,0
3530,1058009,1121722,6.56,US, ,2021-05-02 16:34:01,2099-01-01 00:00:00,KS0030000001150,*,E01,2021-05-02 16:34:30.493000,e1c1427e-5318-4a66-b2cd-8f63b1fe4da5,0
3531,1058012,1121725,1.2,US, ,2021-05-02 16:44:24,2099-01-01 00:00:00,KS0040000000478,*,FAMILYMOOL,2021-05-02 16:45:16.400000,0ec180f1-1bfa-4398-ab11-07bf71f5f168,0
3532,1058020,1121734,1.88,US, ,2021-05-02 17:09:27,2099-01-01 00:00:00,KS0040000000479,*,FAMILYMOOL,2021-05-02 17:09:44.650000,41070c82-eab7-450f-a0da-fa92a1bba476,0
3533,1058021,1121735,1.08,US, ,2021-05-02 17:15:16,2099-01-01 00:00:00,KS0040000000480,*,FAMILYMOOL,2021-05-02 17:15:31.033000,8b8e1f5c-f729-4c8a-8235-8782399d5f9b,0
3534,1058022,1121736,1.96,US, ,2021-05-02 17:25:28,2099-01-01 00:00:00,KS0040000000481,*,FAMILYMOOL,2021-05-02 17:25:41.820000,b5e0864d-3ab5-4aef-81c8-98e2f50ae484,0
3535,1058023,1121737,1.36,US, ,2021-05-02 17:26:51,2099-01-01 00:00:00,KS0030000001151,*,E01,2021-05-02 17:27:07.863000,21620834-cb57-4029-9378-15b6cb0756e0,0
3536,1058024,1121738,1.28,US, ,2021-05-02 17:29:05,2099-01-01 00:00:00,KS0030000001152,*,E01,2021-05-02 17:29:20.507000,353b4434-2819-40f4-866e-961da2009a68,0
3537,1058025,1121739,0.76,US, ,2021-05-02 17:32:05,2099-01-01 00:00:00,KS0040000000483,*,FAMILYMOOL,2021-05-02 17:32:14.563000,f20a4955-4611-4d26-acd7-e6fa3e26cfa0,0
3538,1058026,1121740,1.48,US, ,2021-05-02 17:36:37,2099-01-01 00:00:00,KS0030000001153,*,E01,2021-05-02 17:36:55.533000,2200090d-3da9-42e3-9938-d8630110342f,0
3539,1058034,1121748,0.44,US, ,2021-05-02 17:57:36,2099-01-01 00:00:00,KS0040000000484,*,FAMILYMOOL,2021-05-02 17:57:48.770000,bca06b11-2568-42c0-bad8-452739686876,0
3540,1058035,1121749,0.96,US, ,2021-05-02 18:00:31,2099-01-01 00:00:00,KS0030000001154,*,E01,2021-05-02 18:00:43.210000,98fea116-b5b4-47ae-b56d-091622dc51ff,0
3541,1058043,1121757,2.28,US, ,2021-05-02 20:10:19,2099-01-01 00:00:00,KS0030000001156,*,E01,2021-05-02 20:10:36.380000,ffaf8a76-22b9-426e-83ab-a147c64fe60d,0
3542,1058045,1121759,1.4,US, ,2021-05-02 20:19:19,2099-01-01 00:00:00,KS0030000001157,*,E01,2021-05-02 20:19:56.980000,1a572a04-1595-428b-a307-81b812bd5705,0
3543,1058046,1121760,1.6,US, ,2021-05-02 20:21:12,2099-01-01 00:00:00,KS0030000001158,*,E01,2021-05-02 20:21:26.570000,62f53a33-4d4c-4cc0-8b90-483aa224c062,0
3544,1058047,1121761,1.68,US, ,2021-05-02 20:26:52,2099-01-01 00:00:00,KS0030000000410,*,E01,2021-05-02 20:27:09.723000,c539a562-758b-4c5e-b1c5-dbf9449b85eb,0
3545,1058048,1121762,3.24,US, ,2021-05-02 20:44:02,2099-01-01 00:00:00,KS0030000001159,*,E01,2021-05-02 20:45:33.097000,8551581c-45ac-477a-988c-26af17c41011,0
3546,1058051,1121765,0.64,US, ,2021-05-02 20:57:42,2099-01-01 00:00:00,KS0030000001160,*,E01,2021-05-02 20:58:03.027000,d4d8939c-26db-4890-b166-3d598903b432,0
3547,1058054,1121768,0.6,US, ,2021-05-02 21:28:10,2099-01-01 00:00:00,KS0030000000032,*,FAMILYMOOL,2021-05-02 21:28:38.593000,c5dcd629-4025-44de-a501-b105d20d43f9,0
3548,1058055,1121769,0.44,US, ,2021-05-02 21:38:01,2099-01-01 00:00:00,KS0030000001161,*,E01,2021-05-02 21:38:12.710000,41404d0e-8a7d-406c-8e37-8d253ef748c9,0
3549,1058056,1121770,1.28,US, ,2021-05-02 21:40:59,2099-01-01 00:00:00,KS0030000000027,*,RAYMOOL,2021-05-02 21:41:24.377000,54c5083d-99af-4bf3-a27d-51113ed93464,0
3550,1058057,1121771,1.4,US, ,2021-05-02 21:43:21,2099-01-01 00:00:00,KS0030000001162,*,E01,2021-05-02 21:43:38.003000,9a874863-002d-4590-b260-11f6ef754cde,0
3551,1058059,1121773,0.88,US, ,2021-05-02 21:48:40,2099-01-01 00:00:00,KS0030000001163,*,E01,2021-05-02 21:48:54.713000,cfff097b-eb24-4662-a73a-1717a8e8d33b,0
3552,1058060,1121774,0.96,US, ,2021-05-02 21:49:52,2099-01-01 00:00:00,KS0030000000573,*,E01,2021-05-02 21:50:01.557000,f1c63358-f1c4-4886-be5d-3e9f92cd48d1,0
3553,1058061,1121775,2.16,US, ,2021-05-02 21:51:35,2099-01-01 00:00:00,KS0030000001164,*,E01,2021-05-02 21:52:08.650000,fdcde3df-c9d0-4d47-89ef-6f8c427d44f9,0
3554,1058062,1121776,5.72,US, ,2021-05-02 21:57:10,2099-01-01 00:00:00,KS0030000001165,*,E01,2021-05-02 21:57:46.260000,cd73d9e8-45bf-459e-9930-1f4f652b6d2a,0
3555,1058065,1121780,7.328,US, ,2021-05-02 22:22:15,2099-01-01 00:00:00,KS0030000001167,*,E01,2021-05-02 22:22:40.807000,ec2f043d-7163-48ec-9177-a0996e15ad34,0
3556,1058070,1121785,4.44,US, ,2021-05-02 22:31:06,2099-01-01 00:00:00,KS0040000000485,*,FAMILYMOOL,2021-05-02 22:32:57.717000,f6ca46c6-79d7-4d70-be7b-d1439e20dc18,0
3557,1058073,1121788,1.28,US, ,2021-05-02 22:55:33,2099-01-01 00:00:00,KS0030000001168,*,E01,2021-05-02 22:55:47.940000,0ff732f0-ebb3-4a74-bdff-ea44a14aca4b,0
3558,1058078,1121793,0.44,US, ,2021-05-02 23:02:47,2099-01-01 00:00:00,KS0040000000486,*,FAMILYMOOL,2021-05-02 23:03:02.250000,abd0cd1b-76ad-449d-acff-aaa09e367ca8,0
3559,1058080,1121795,1.4,US, ,2021-05-02 23:10:28,2099-01-01 00:00:00,KS0030000001169,*,E01,2021-05-02 23:10:40.910000,6dfed873-122e-411f-8523-2a37d25e6f7e,0
3560,1058081,1121796,1.08,US, ,2021-05-02 23:16:08,2099-01-01 00:00:00,KS0030000001170,*,E01,2021-05-02 23:16:27.733000,ff6c3f18-7803-4268-add1-9c4cc3cd4c8b,0
3561,1058082,1121797,0.76,US, ,2021-05-02 23:25:39,2099-01-01 00:00:00,KS0030000001171,*,E01,2021-05-02 23:25:53.403000,4d175d1a-4a7d-4317-9d07-30265af273bd,0
3562,1058083,1121798,0.88,US, ,2021-05-02 23:27:30,2099-01-01 00:00:00,KS0030000001172,*,E01,2021-05-02 23:27:41.860000,80c0137d-2a7b-477e-be8e-c4372a18686d,0
3563,1058086,1121801,0.52,US, ,2021-05-02 23:35:44,2099-01-01 00:00:00,KS0030000001173,*,E01,2021-05-02 23:35:56.380000,aaf4821e-8e21-41b7-9b87-4a64312541c0,0
3564,1058088,1121803,0.76,US, ,2021-05-02 23:47:02,2099-01-01 00:00:00,KS0030000001174,*,E01,2021-05-02 23:47:16.100000,9722b0fb-aa03-4fb5-ae2c-f0a91ef8beef,0
3565,1058092,1121807,0.88,US, ,2021-05-02 23:58:03,2099-01-01 00:00:00,KS0040000000488,*,FAMILYMOOL,2021-05-02 23:58:22.297000,43d184ea-5590-4850-a77f-dacdbf219cb8,0
3566,1058094,1121809,6.4,US, ,2021-05-03 00:08:10,2099-01-01 00:00:00,KS0030000001175,*,E01,2021-05-03 00:08:25.263000,0475600d-6562-49c8-aaf2-2066e644bb44,0
3567,1058096,1121811,0.44,US, ,2021-05-03 00:11:28,2099-01-01 00:00:00,KS0040000000489,*,FAMILYMOOL,2021-05-03 00:13:17.057000,833b1b8c-178f-4109-82bc-489fa2328bf5,0
3568,1058098,1121813,1.08,US, ,2021-05-03 00:33:07,2099-01-01 00:00:00,KS0040000000490,*,FAMILYMOOL,2021-05-03 00:33:22.750000,c29c8456-4c4e-4b76-ab21-59e0115a709b,0
3569,1058099,1121814,0.448,US, ,2021-05-03 00:59:32,2099-01-01 00:00:00,KS0030000001176,*,E01,2021-05-03 00:59:43.587000,068e74fa-66b8-4866-9c98-319f92a74a2c,0
3570,1058100,1121815,1.728,US, ,2021-05-03 01:01:56,2099-01-01 00:00:00,KS0030000001177,*,E01,2021-05-03 01:02:09.150000,eecde1a8-e31e-4114-8249-9ba00d5e900c,0
3571,1058102,1121817,0.896,US, ,2021-05-03 01:15:02,2099-01-01 00:00:00,KS0030000001179,*,E01,2021-05-03 01:15:31.500000,3c4bebca-013d-479d-9ba4-5a46b5e76137,0
3572,1058129,1121845,2.16,US, ,2021-05-03 13:43:40,2099-01-01 00:00:00,KS0040000000491,*,FAMILYMOOL,2021-05-03 13:43:56.300000,8cc9da2f-b674-4cc9-a5e8-0229573615c8,0
3573,1058130,1121846,1.6,US, ,2021-05-03 13:46:12,2099-01-01 00:00:00,KS0040000000492,*,FAMILYMOOL,2021-05-03 13:46:31.513000,4b4aa5d1-e231-4e78-88db-716b1fa3b05c,0
3574,1058169,1121886,3.76,US, ,2021-05-03 14:41:39,2099-01-01 00:00:00,KS0030000001181,*,E01,2021-05-03 14:41:57.070000,a00ba1cc-85d4-4df0-b65f-3b6970da27f4,0
3575,1058173,1121890,0.76,US, ,2021-05-03 14:59:33,2099-01-01 00:00:00,KS0040000000493,*,FAMILYMOOL,2021-05-03 14:59:48.370000,af494f50-07e6-4fef-a235-3ba12e390a06,0
3576,1058183,1121900,0.8,US, ,2021-05-03 15:23:06,2099-01-01 00:00:00,KS0030000001182,*,E01,2021-05-03 15:23:19.560000,a89172e1-6bd6-4416-bfb1-2acea582a8b7,0
3577,1058185,1121902,0.52,US, ,2021-05-03 15:25:37,2099-01-01 00:00:00,KS0040000000494,*,FAMILYMOOL,2021-05-03 15:25:49.650000,e52c9328-f456-4565-aa39-89e5254cce16,0
3578,1058189,1121906,0.96,US, ,2021-05-03 15:27:37,2099-01-01 00:00:00,KS0030000001183,*,E01,2021-05-03 15:27:48.650000,19b22e23-f29e-4716-9be4-3b8ef2f2d350,0
3579,1058191,1121908,1.6,US, ,2021-05-03 15:32:55,2099-01-01 00:00:00,KS0030000001184,*,E01,2021-05-03 15:33:11.623000,dc8530a5-14f8-4206-bd04-8e7f6ca582b5,0
3580,1058199,1121916,0.08,US, ,2021-05-03 16:00:17,2099-01-01 00:00:00,KS0030000000218,*,RAYMOOL,2021-05-03 16:00:33.593000,cdb6d0d4-24c2-4b17-b047-a071846f4fb8,0
3581,1058200,1121917,1.24,US, ,2021-05-03 16:02:20,2099-01-01 00:00:00,KS0030000000027,*,RAYMOOL,2021-05-03 16:02:39.873000,375b6866-9ac2-482f-98a1-05925f2abf75,0
3582,1058209,1121926,1.72,US, ,2021-05-03 16:31:42,2099-01-01 00:00:00,KS0030000000633,*,E01,2021-05-03 16:32:12.860000,d3e186d1-ce42-4590-b0b9-dfd7821a4bb9,0
3583,1058211,1121928,1.08,US, ,2021-05-03 16:32:30,2099-01-01 00:00:00,KS0030000001185,*,E01,2021-05-03 16:32:48.827000,7576f145-709f-4cf8-b731-a027e8dca02d,0
3584,1058215,1121932,0.7,US, ,2021-05-03 16:53:31,2099-01-01 00:00:00,KS0030000000024,*,RAYMOOL,2021-05-03 16:53:48.513000,1f860709-bef2-4a18-bfe9-a5ea1cfaca82,0
3585,1058219,1121937,1.72,US, ,2021-05-03 17:14:54,2099-01-01 00:00:00,KS0030000000345,*,FAMILYMOOL,2021-05-03 17:15:15.100000,0434d4f1-a2ee-4df2-9f3c-61e5c09994f0,0
3586,1058222,1121940,1.08,US, ,2021-05-03 17:22:44,2099-01-01 00:00:00,KS0040000000495,*,FAMILYMOOL,2021-05-03 17:22:58.310000,ef992742-4c1c-415f-9b32-348387b965f2,0
3587,1058223,1121941,2.36,US, ,2021-05-03 17:29:30,2099-01-01 00:00:00,KS0030000001186,*,E01,2021-05-03 17:29:55.080000,0ebfb10a-53a0-4d3a-a9f9-ca2fdab9414f,0
3588,1058224,1121942,1.12,US, ,2021-05-03 17:36:05,2099-01-01 00:00:00,KS0030000000251,*,E01,2021-05-03 17:36:18.967000,d7e7fb60-5014-4eba-b79d-119287482faa,0
