SipNo,SipHarinx,Konum,SKOD,Tanim,Miktar,Birim,ParaCinsi,Fiyat,iskonto,iskontoTut,KDVORAN,Durum,TerminTarihi,LotNo,OTVOran,SipharinxB,locked,SipPicture,Proje_D_Id,OzKod1,OzKod2,OzKod3,BagTeklifHarinx,kgid,insUN,insDT,insApp,updUN,updDT,updApp
1587,18745,SF,LNRCNKLCZ1990,,1.0000000000,Çift,EU,18.3636363600,,0E-10,10.0000000000,*,,,,,,,,,,,,18745,,,,,,
1587,18746,SF,LNRCNKLCZ1201,,1.0000000000,Çift,EU,13.3000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18746,,,,,,
1587,18747,SF,LNRCNKM3500,,1.0000000000,Çift,EU,10.5545454500,,0E-10,10.0000000000,*,,,,,,,,,,,,18747,,,,,,
1587,18748,SF,LNRCNDPF140,,1.0000000000,Çift,EU,12.1909090900,,0E-10,10.0000000000,*,,,,,,,,,,,,18748,,,,,,
1587,18749,SF,LNRCNKM255,,1.0000000000,Çift,EU,10.4727272700,,0E-10,10.0000000000,*,,,,,,,,,,,,18749,,,,,,
1587,18750,SF,LNRCNKZZ1403,,1.0000000000,Çift,EU,13.3363636400,,0E-10,10.0000000000,*,,,,,,,,,,,,18750,,,,,,
1587,18751,SF,LNRCNKERT1455,,1.0000000000,Çift,EU,19.3909090900,,0E-10,10.0000000000,*,,,,,,,,,,,,18751,,,,,,
1587,18752,SF,LNRCNDPF159,,1.0000000000,Çift,EU,12.1909090900,,0E-10,10.0000000000,*,,,,,,,,,,,,18752,,,,,,
1587,18753,SF,LNRCNKB480,,1.0000000000,Çift,EU,16.2000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18753,,,,,,
1587,18754,SF,RCNWLG072,,1.0000000000,Çift,EU,11.2090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18754,,,,,,
1587,18755,SF,LNRCNKM299,,3.0000000000,Çift,EU,13.0090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18755,,,,,,
1587,18756,SF,LNRCNKVT8511,,1.0000000000,Çift,EU,20.0454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18756,,,,,,
1587,18757,SF,LNRCNKVT8511,,1.0000000000,Çift,EU,20.0454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18757,,,,,,
1587,18758,SF,LNRCNKPSJ333,,1.0000000000,Çift,EU,14.6454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18758,,,,,,
1587,18759,SF,LNRCNKVT5001,,1.0000000000,Çift,EU,16.3636363600,,0E-10,10.0000000000,*,,,,,,,,,,,,18759,,,,,,
1587,18760,SF,LNRCNKM360,,2.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18760,,,,,,
1587,18761,SF,LNRCNKM360,,2.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18761,,,,,,
1587,18762,SF,RCNJLX20,,1.0000000000,Çift,EU,11.7000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18762,,,,,,
1587,18763,SF,RCN716,,1.0000000000,Çift,EU,16.3636363600,,0E-10,10.0000000000,*,,,,,,,,,,,,18763,,,,,,
1587,18764,SF,LNRCNDPF156,,1.0000000000,Çift,EU,12.1909090900,,0E-10,10.0000000000,*,,,,,,,,,,,,18764,,,,,,
1587,18765,SF,LNRCNDPF156,,1.0000000000,Çift,EU,12.1909090900,,0E-10,10.0000000000,*,,,,,,,,,,,,18765,,,,,,
1587,18766,SF,LNRCNKPRF3000,,1.0000000000,Çift,EU,18.4090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18766,,,,,,
1587,18767,SF,LNRCNACT93,,1.0000000000,Çift,EU,12.3545454500,,0E-10,10.0000000000,*,,,,,,,,,,,,18767,,,,,,
1587,18768,SF,LNRCNKM299,,2.0000000000,Çift,EU,13.0090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18768,,,,,,
1587,18769,SF,LNRCNACT10,,1.0000000000,Çift,EU,11.9454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18769,,,,,,
1587,18770,SF,LNRCNKETL506,,2.0000000000,Çift,EU,17.5090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18770,,,,,,
1587,18771,SF,LNRCNKCS816S,,1.0000000000,Çift,EU,18.9000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18771,,,,,,
1587,18772,SF,LNRCNKVT8511,,2.0000000000,Çift,EU,20.0454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18772,,,,,,
1587,18773,SF,LNRCNKM360,,3.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18773,,,,,,
1587,18774,SF,LNRCNKSTR745,,1.0000000000,Çift,EU,19.8000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18774,,,,,,
1587,18775,SF,LNRCNKM299,,2.0000000000,Çift,EU,13.0090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18775,,,,,,
1587,18776,SF,LNRCNACT10,,3.0000000000,Çift,EU,11.9454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18776,,,,,,
1587,18777,SF,LNRCNT836,,1.0000000000,Çift,EU,21.1090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18777,,,,,,
1587,18778,SF,LNRCNKPRF5000,,1.0000000000,Çift,EU,16.7727272700,,0E-10,10.0000000000,*,,,,,,,,,,,,18778,,,,,,
1587,18779,SF,LNRCNKM360,,3.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18779,,,,,,
1587,18780,SF,LNRCNKLCZ1990,,1.0000000000,Çift,EU,16.5272727300,,0E-10,10.0000000000,*,,,,,,,,,,,,18780,,,,,,
1587,18781,SF,LNRCNKLCZ1990,,1.0000000000,Çift,EU,18.3636363600,,0E-10,10.0000000000,*,,,,,,,,,,,,18781,,,,,,
1587,18782,SF,LNRCNTWG285,,1.0000000000,Çift,EU,13.3363636400,,0E-10,10.0000000000,*,,,,,,,,,,,,18782,,,,,,
1587,18783,SF,LNRCNKM360,,12.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18783,,,,,,
1587,18784,SF,LNRCNACT10,,2.0000000000,Çift,EU,11.9454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18784,,,,,,
1587,18785,SF,LNRCNKM360,,2.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18785,,,,,,
1587,18786,SF,LNRCNACT10,,1.0000000000,Çift,EU,11.9454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18786,,,,,,
1587,18787,SF,LNRCNKM360,,1.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18787,,,,,,
1587,18788,SF,LNRCNKLME875,,1.0000000000,Çift,EU,16.9363636400,,0E-10,10.0000000000,*,,,,,,,,,,,,18788,,,,,,
1587,18789,SF,LNRCNKM360,,6.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18789,,,,,,
1587,18790,SF,LNRCNKM299,,2.0000000000,Çift,EU,13.0090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18790,,,,,,
1587,18791,SF,LNRCNKVT8511,,1.0000000000,Çift,EU,20.0454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18791,,,,,,
1587,18792,SF,LNRCNACT10,,1.0000000000,Çift,EU,11.9454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18792,,,,,,
1587,18793,SF,LNRCNKETL506,,1.0000000000,Çift,EU,17.5090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18793,,,,,,
1587,18794,SF,LNRCNKM299,,1.0000000000,Çift,EU,13.0090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18794,,,,,,
1587,18795,SF,LNRCNKVT8503,,1.0000000000,Çift,EU,15.3454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18795,,,,,,
1587,18796,SF,LNRCNKM360,,2.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18796,,,,,,
1587,18797,SF,LNRCNKCS816S,,1.0000000000,Çift,EU,18.9000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18797,,,,,,
1587,18798,SF,LNRCN219,,1.0000000000,Çift,EU,11.7818181800,,0E-10,10.0000000000,*,,,,,,,,,,,,18798,,,,,,
1587,18799,SF,LNRCNDPF152,,1.0000000000,Çift,EU,12.1909090900,,0E-10,10.0000000000,*,,,,,,,,,,,,18799,,,,,,
1587,18800,SF,LNRCNKM360,,6.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18800,,,,,,
1587,18801,SF,LNRCN562,,1.0000000000,Çift,EU,18.1636363600,,0E-10,10.0000000000,*,,,,,,,,,,,,18801,,,,,,
1587,18802,SF,LNRCNALM123,,2.0000000000,Çift,EU,13.3363636400,,0E-10,10.0000000000,*,,,,,,,,,,,,18802,,,,,,
1587,18803,SF,LNRCNDPF159,,1.0000000000,Çift,EU,12.1909090900,,0E-10,10.0000000000,*,,,,,,,,,,,,18803,,,,,,
1587,18804,SF,LNRCNKPSJ333,,1.0000000000,Çift,EU,14.6454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18804,,,,,,
1588,18805,SF,LNRCNDPF152,,1.0000000000,Çift,EU,12.1909090900,,0E-10,10.0000000000,*,,,,,,,,,,,,18805,,,,,,
1588,18806,SF,LNRCNKM299,,1.0000000000,Çift,EU,13.0090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18806,,,,,,
1588,18807,SF,LNRCNKLME711,,1.0000000000,Çift,EU,15.6272727300,,0E-10,10.0000000000,*,,,,,,,,,,,,18807,,,,,,
1588,18808,SF,LNRCNACT10,,2.0000000000,Çift,EU,11.9454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18808,,,,,,
1588,18809,SF,LNRCNKCS783,,1.0000000000,Çift,EU,10.2272727300,,0E-10,10.0000000000,*,,,,,,,,,,,,18809,,,,,,
1588,18810,SF,LNRCNACT10,,1.0000000000,Çift,EU,11.9454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18810,,,,,,
1588,18811,SF,LNRCNTWG285,,1.0000000000,Çift,EU,13.3000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18811,,,,,,
1588,18812,SF,LNRCNKCS892Y,,1.0000000000,Çift,EU,18.6545454500,,0E-10,10.0000000000,*,,,,,,,,,,,,18812,,,,,,
1588,18813,SF,RCN716,,1.0000000000,Çift,EU,14.5454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18813,,,,,,
1588,18814,SF,LNRCNPT70,,1.0000000000,Çift,EU,13.0090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18814,,,,,,
1588,18815,SF,LNRCNKM299,,1.0000000000,Çift,EU,13.0090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18815,,,,,,
1588,18816,SF,LNRCNKLME875,,1.0000000000,Çift,EU,16.9363636400,,0E-10,10.0000000000,*,,,,,,,,,,,,18816,,,,,,
1588,18817,SF,LNRCNKCS815Y,,2.0000000000,Çift,EU,18.9000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18817,,,,,,
1588,18818,SF,LNRCNKLCZ690,,1.0000000000,Çift,EU,25.4454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18818,,,,,,
1588,18819,SF,LNRCNKM299,,1.0000000000,Çift,EU,13.0090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18819,,,,,,
1588,18820,SF,LNRCNKM299,,2.0000000000,Çift,EU,13.0090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18820,,,,,,
1588,18821,SF,LNRCNKSTR777,,1.0000000000,Çift,EU,21.2727272700,,0E-10,10.0000000000,*,,,,,,,,,,,,18821,,,,,,
1588,18822,SF,LNRCNKKSP01,,1.0000000000,Çift,EU,17.5090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18822,,,,,,
1588,18823,SF,LNRCNKERT1470,,1.0000000000,Çift,EU,20.3727272700,,0E-10,10.0000000000,*,,,,,,,,,,,,18823,,,,,,
1588,18824,SF,LNRCNXSPX6,,1.0000000000,Çift,EU,14.3272727300,,0E-10,10.0000000000,*,,,,,,,,,,,,18824,,,,,,
1588,18825,SF,LNRCNKLCZ1201,,1.0000000000,Çift,EU,13.3000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18825,,,,,,
1588,18826,SF,LNRCNKVT5001,,1.0000000000,Çift,EU,16.3636363600,,0E-10,10.0000000000,*,,,,,,,,,,,,18826,,,,,,
1588,18827,SF,LNRCNKM299,,2.0000000000,Çift,EU,13.0090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18827,,,,,,
1588,18828,SF,LNRCNKCS815Y,,1.0000000000,Çift,EU,18.9000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18828,,,,,,
1588,18829,SF,LNRCNKM360,,1.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18829,,,,,,
1588,18830,SF,LNRCNKM360,,3.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18830,,,,,,
1588,18831,SF,LNRCNKPSJ333,,1.0000000000,Çift,EU,14.6454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18831,,,,,,
1588,18832,SF,LNRCNKLME875,,1.0000000000,Çift,EU,16.9363636400,,0E-10,10.0000000000,*,,,,,,,,,,,,18832,,,,,,
1588,18833,SF,LNRCNKM360,,8.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18833,,,,,,
1588,18834,SF,LNRCNKM360,,2.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18834,,,,,,
1588,18835,SF,LNRCNKM360,,5.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18835,,,,,,
1588,18836,SF,LNRCNKM360,,3.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18836,,,,,,
1588,18837,SF,LNRCNKM360,,1.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18837,,,,,,
1588,18838,SF,LNRCNXSPX6,,1.0000000000,Çift,EU,14.3272727300,,0E-10,10.0000000000,*,,,,,,,,,,,,18838,,,,,,
1589,18839,,LNRCNKPSJ333,,64.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18839,,,,,,
1589,18840,,LNRCNKPSJ333,,160.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18840,,,,,,
1589,18841,,LNRCNKPSJ333,,64.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18841,,,,,,
1589,18842,,LNRCNKPSJ333,,64.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18842,,,,,,
1589,18843,F,LNRCNKPSJ333,,96.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18843,,,,MUAZ,2024-10-13 12:40:15.613000,KGShop
1589,18844,F,LNRCNKPSJ333,,64.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18844,,,,MUAZ,2024-10-13 12:40:15.600000,KGShop
1590,18845,,LNRCNKCS815Y,,8.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18845,,,,,,
1590,18846,,LNRCNKCS815Y,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18846,,,,,,
1590,18847,,LNRCNKCS815Y,,24.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18847,,,,,,
1590,18848,,LNRCNKCS815Y,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18848,,,,,,
1590,18849,,LNRCNKCS815Y,,8.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18849,,,,,,
1590,18850,F,LNRCNKCS815Y,,120.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18850,,,,,,
1590,18851,F,LNRCNKCS815Y,,280.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18851,,,,,,
1590,18852,F,LNRCNKCS815Y,,320.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18852,,,,,,
1590,18853,F,LNRCNKCS815Y,,240.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18853,,,,,,
1590,18854,F,LNRCNKCS815Y,,120.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18854,,,,,,
1590,18855,F,LNRCNKCS816S,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18855,,,,,,
1590,18856,F,LNRCNKCS816S,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18856,,,,,,
1590,18857,F,LNRCNKCS816S,,48.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18857,,,,,,
1590,18858,F,LNRCNKCS816S,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18858,,,,,,
1590,18859,F,LNRCNKCS816S,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18859,,,,,,
1590,18860,,LNRCNKCS816S,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18860,,,,,,
1590,18861,,LNRCNKCS816S,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18861,,,,,,
1590,18862,,LNRCNKCS816S,,48.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18862,,,,,,
1590,18863,,LNRCNKCS816S,,32.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18863,,,,,,
1590,18864,,LNRCNKCS816S,,16.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18864,,,,,,
1591,18865,F,RCNJLX20,,240.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18865,,,,,,
1591,18866,F,RCNJLX20,,480.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18866,,,,,,
1591,18867,F,RCNJLX20,,680.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18867,,,,,,
1591,18868,F,RCNJLX20,,520.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18868,,,,,,
1591,18869,F,RCNJLX20,,280.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18869,,,,,,
1592,18870,,LNRCNKM299,,400.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,,,,,,,,,,,,,18870,,,,,,
1593,18871,F,LNRCNKD801,,1.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,18871,,,,,,
1593,18872,F,RCNJLX20,,1.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,18872,,,,,,
1594,18873,F,LNRCNKQN5189,,1.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,18873,,,,,,
1595,18874,F,LNRCNKCS1000,,1.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,18874,,,,,,
1595,18875,F,LNRCNKCD109,,1.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,18875,,,,,,
1595,18876,F,LNRCNKYST82,,1.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,18876,,,,,,
1595,18877,F,LNRCNKD801,,1.0000000000,Çift,TL,0E-10,0E-10,0E-10,10.0000000000,*,,,,,,,,,,,,18877,,,,,,
1596,18878,SF,LNRCNKPRF6000,,1.0000000000,Çift,EU,18.2454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18878,,,,,,
1596,18879,SF,RCNJLX20,,1.0000000000,Çift,EU,11.7000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18879,,,,,,
1596,18880,SF,LNRCNKETL505,,1.0000000000,Çift,EU,17.5090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18880,,,,,,
1596,18881,SF,LNRCNKPRF5000,,1.0000000000,Çift,EU,16.7727272700,,0E-10,10.0000000000,*,,,,,,,,,,,,18881,,,,,,
1596,18882,SF,LNRCNKM360,,1.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18882,,,,,,
1596,18883,SF,RCN716,,1.0000000000,Çift,EU,14.5454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18883,,,,,,
1596,18884,SF,LNRCNKRNS355,,2.0000000000,Çift,EU,8.7545454550,,0E-10,10.0000000000,*,,,,,,,,,,,,18884,,,,,,
1596,18885,SF,LNRCNACT10,,1.0000000000,Çift,EU,11.9454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18885,,,,,,
1596,18886,SF,LNRCNKM255,,1.0000000000,Çift,EU,10.4727272700,,0E-10,10.0000000000,*,,,,,,,,,,,,18886,,,,,,
1596,18887,SF,LNRCNKCS892Y,,1.0000000000,Çift,EU,18.6545454500,,0E-10,10.0000000000,*,,,,,,,,,,,,18887,,,,,,
1596,18888,SF,LNRCNKM299,,1.0000000000,Çift,EU,13.0090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18888,,,,,,
1596,18889,SF,LNRCNKSTR745,,1.0000000000,Çift,EU,19.8000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18889,,,,,,
1596,18890,SF,LNRCNKETL501,,1.0000000000,Çift,EU,20.8636363600,,0E-10,10.0000000000,*,,,,,,,,,,,,18890,,,,,,
1596,18891,SF,LNRCNKLCZ1912,,1.0000000000,Çift,EU,18.3636363600,,0E-10,10.0000000000,*,,,,,,,,,,,,18891,,,,,,
1596,18892,SF,LNRCNKD801,,1.0000000000,Çift,EU,7.1181818180,,0E-10,10.0000000000,*,,,,,,,,,,,,18892,,,,,,
1596,18893,SF,LNRCN383,,1.0000000000,Çift,EU,15.5636363600,,0E-10,10.0000000000,*,,,,,,,,,,,,18893,,,,,,
1596,18894,SF,LNRCNKCS816S,,1.0000000000,Çift,EU,18.9000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18894,,,,,,
1596,18895,SF,LNRCNDPF159,,1.0000000000,Çift,EU,12.1909090900,,0E-10,10.0000000000,*,,,,,,,,,,,,18895,,,,,,
1596,18896,SF,LNRCNKPRF6000,,1.0000000000,Çift,EU,18.2454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18896,,,,,,
1596,18897,SF,LNRCNXSPX6,,1.0000000000,Çift,EU,14.3272727300,,0E-10,10.0000000000,*,,,,,,,,,,,,18897,,,,,,
1596,18898,SF,LNRCNXSPX5,,1.0000000000,Çift,EU,13.4545454500,,0E-10,10.0000000000,*,,,,,,,,,,,,18898,,,,,,
1596,18899,SF,RCN716,,1.0000000000,Çift,EU,14.5454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18899,,,,,,
1596,18900,SF,LNRCNKVT8511,,1.0000000000,Çift,EU,20.0454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18900,,,,,,
1596,18901,SF,LNRCNKSTR745,,1.0000000000,Çift,EU,19.8000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18901,,,,,,
1596,18902,SF,LNRCNDPF140,,1.0000000000,Çift,EU,12.1909090900,,0E-10,10.0000000000,*,,,,,,,,,,,,18902,,,,,,
1596,18903,SF,LNRCNACT56,,1.0000000000,Çift,EU,12.1090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18903,,,,,,
1596,18904,SF,LNRCNES22,,1.0000000000,Çift,EU,10.7181818200,,0E-10,10.0000000000,*,,,,,,,,,,,,18904,,,,,,
1596,18905,SF,LNRCNACT10,,1.0000000000,Çift,EU,11.9454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18905,,,,,,
1596,18906,SF,RCNWLG072,,1.0000000000,Çift,EU,11.2090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18906,,,,,,
1596,18907,SF,RCN1DRG1057,,1.0000000000,Çift,EU,9.0909090910,,0E-10,10.0000000000,*,,,,,,,,,,,,18907,,,,,,
1596,18908,SF,LNRCN464,,1.0000000000,Çift,EU,10.2545454500,,0E-10,10.0000000000,*,,,,,,,,,,,,18908,,,,,,
1596,18909,SF,LNRCNKM255,,1.0000000000,Çift,EU,10.4727272700,,0E-10,10.0000000000,*,,,,,,,,,,,,18909,,,,,,
1596,18910,SF,LNRCNKB475,,1.0000000000,Çift,EU,15.8727272700,,0E-10,10.0000000000,*,,,,,,,,,,,,18910,,,,,,
1596,18911,SF,LNRCNKCS816S,,1.0000000000,Çift,EU,18.9000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18911,,,,,,
1596,18912,SF,LNRCNKLME875,,1.0000000000,Çift,EU,16.9363636400,,0E-10,10.0000000000,*,,,,,,,,,,,,18912,,,,,,
1596,18913,SF,LNRCNKLCZ910,,1.0000000000,Çift,EU,11.2090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18913,,,,,,
1596,18914,SF,LNRCNKM299,,1.0000000000,Çift,EU,13.0090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18914,,,,,,
1596,18915,SF,LNRCNKM360,,3.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18915,,,,,,
1596,18916,SF,LNRCNKCS815Y,,2.0000000000,Çift,EU,18.9000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18916,,,,,,
1596,18917,SF,LNRCNXSPX6,,1.0000000000,Çift,EU,14.3272727300,,0E-10,10.0000000000,*,,,,,,,,,,,,18917,,,,,,
1596,18918,SF,RCNWLG072,,1.0000000000,Çift,EU,11.2090909100,,0E-10,10.0000000000,*,,,,,,,,,,,,18918,,,,,,
1596,18919,SF,LNRCNXSPX6,,1.0000000000,Çift,EU,14.3272727300,,0E-10,10.0000000000,*,,,,,,,,,,,,18919,,,,,,
1596,18920,SF,LNRCNACT10,,1.0000000000,Çift,EU,11.9454545500,,0E-10,10.0000000000,*,,,,,,,,,,,,18920,,,,,,
1596,18921,SF,LNRCNKSTR515,,1.0000000000,Çift,EU,15.9545454500,,0E-10,10.0000000000,*,,,,,,,,,,,,18921,,,,,,
1596,18922,SF,LNRCNKRNS3801,,1.0000000000,Çift,EU,7.2000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18922,,,,,,
1596,18923,SF,LNRCNKRNS3801,,1.0000000000,Çift,EU,7.2000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18923,,,,,,
1596,18924,SF,LNRCNKM360,,1.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18924,,,,,,
1596,18925,SF,LNRCNKM360,,4.0000000000,Çift,EU,13.5000000000,,0E-10,10.0000000000,*,,,,,,,,,,,,18925,,,,,,
