SipNo,SipTip,SipTur,SipTar,BelgeNo,CariKod,UrGirTar,SevkTar,TeslimTar,iptalTar,iskontoOr,iskontoTut,iParacinsi,AvansVeren,AvansAlan,SipAlan,Yet1,Yet2,TesYerSevk,Notlar,Location,Durum,OdSekil,OzKod1,OzKod2,SevkSekil,SevkNum,ACode,OnayKademe,Onay1,OnayTar1,Onay2,OnayTar2,Onay3,OnayTar3,Onay4,OnayTar4,Onay5,OnayTar5,KDVCheck,FiyTaksit,insUN,insDT,updUN,updDT,AdresAdi,DahiliNo,locked,OzKod3,OzKod4,OzKod5,Satici,CloseTitle,CreaterApp,AdresAdi2,NettenSatis,OzKod6,OzKod7,OzKod8,OzKod9,OzKod10,LastUpdate,LastCalculate,NeedCalculate,kgid,insApp,updApp
1295,A,N,2024-07-08 14:49:17,,RCN00021,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-07-08 00:00:00,,2024-07-08 00:00:00,,2024-07-08 00:00:00,,2024-07-08 00:00:00,,2024-07-08 00:00:00,,,Rumeysa,2024-07-08 14:50:52.563000,MUAZ,2024-07-19 16:29:17.900000,<Default>,,,,,,,,,,,,,,,,2024-07-08 14:50:52.580000,2024-07-08 14:50:52.690000,0,1295,,
1298,S,N,2024-07-08 16:03:30,,P 0002,,,,,0E-10,0E-10,,,,Mürüvvet,,,,,LN001,*,,,,,,0,0,,2024-07-08 00:00:00,,2024-07-08 00:00:00,,2024-07-08 00:00:00,,2024-07-08 00:00:00,,2024-07-08 00:00:00,,0,Mürüvvet,2024-07-08 16:03:55.297000,Mürüvvet,2024-07-08 16:04:03.497000,<Default>,,,,,,,,,,,,,,,,2024-07-08 16:03:55.310000,2024-07-08 16:03:55.407000,0,1298,,
1300,A,N,2024-07-09 11:26:24,,RCN00026,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-07-09 00:00:00,,2024-07-09 00:00:00,,2024-07-09 00:00:00,,2024-07-09 00:00:00,,2024-07-09 00:00:00,,,Rumeysa,2024-07-09 11:29:39.953000,Furkan,2024-07-24 08:52:06.240000,<Default>,,,,,,,,,,,,,,,,2024-07-09 11:29:40.153000,2024-07-09 11:29:40.603000,0,1300,,KGShop
1301,S,N,2024-07-09 13:59:20,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,663006,1271705,,,0,0,,2024-07-09 00:00:00,,2024-07-09 00:00:00,,2024-07-09 00:00:00,,2024-07-09 00:00:00,,2024-07-09 00:00:00,,0,Zeki,2024-07-09 14:08:54.833000,Lindon,2024-07-09 15:52:44.277000,<Default>,,,,,,,,,,,,,,,,2024-07-09 14:09:09.707000,2024-07-09 14:09:09.770000,0,1301,,
1302,A,N,2024-07-09 15:19:11,,RCN00030,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-07-09 00:00:00,,2024-07-09 00:00:00,,2024-07-09 00:00:00,,2024-07-09 00:00:00,,2024-07-09 00:00:00,,,Rumeysa,2024-07-09 15:21:56.963000,Furkan,2024-07-24 08:52:22.373000,<Default>,,,,,,,,,,,,,,,,2024-07-09 15:28:28.663000,2024-07-09 15:28:28.777000,0,1302,,KGShop
1304,A,N,2024-07-09 17:58:45,,RCN00016,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-07-10 00:00:00,,2024-07-10 00:00:00,,2024-07-10 00:00:00,,2024-07-10 00:00:00,,2024-07-10 00:00:00,,,Rumeysa,2024-07-09 18:14:32.813000,Furkan,2024-07-24 08:52:57.310000,<Default>,,,,,,,,,,,,,,,,2024-07-10 10:59:32.250000,2024-07-10 10:59:32.783000,0,1304,,KGShop
1305,S,N,2024-07-10 11:36:52,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,663230,1272455,,,0,0,,2024-07-10 00:00:00,,2024-07-10 00:00:00,,2024-07-10 00:00:00,,2024-07-10 00:00:00,,2024-07-10 00:00:00,,0,Zeki,2024-07-10 11:37:15.550000,Lindon,2024-07-10 13:13:10.267000,<Default>,,,,,,,,,,,,,,,,2024-07-10 11:37:15.610000,2024-07-10 11:37:15.790000,0,1305,,
1308,A,N,2024-07-11 10:31:14,,RCN00015,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-07-11 00:00:00,,2024-07-11 00:00:00,,2024-07-11 00:00:00,,2024-07-11 00:00:00,,2024-07-11 00:00:00,,,Rumeysa,2024-07-11 10:34:26.860000,MUAZ,2024-07-11 14:59:34.853000,<Default>,,,,,,,,,,,,,,,,2024-07-11 10:35:23.067000,2024-07-11 10:35:23.180000,0,1308,,
1309,A,N,2024-07-11 13:44:19,,RCN00021,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-07-11 00:00:00,,2024-07-11 00:00:00,,2024-07-11 00:00:00,,2024-07-11 00:00:00,,2024-07-11 00:00:00,,,Rumeysa,2024-07-11 13:46:25.833000,Furkan,2024-07-24 08:53:26.020000,<Default>,,,,,,,,,,,,,,,,2024-07-11 13:46:26.013000,2024-07-11 13:46:26.320000,0,1309,,KGShop
1310,A,N,2024-07-11 17:12:06,,RCN00035,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-07-11 00:00:00,,2024-07-11 00:00:00,,2024-07-11 00:00:00,,2024-07-11 00:00:00,,2024-07-11 00:00:00,,,Rumeysa,2024-07-11 17:13:45.157000,MUAZ,2024-08-28 14:07:31.737000,<Default>,,,,,,,,,,,,,,,,2024-07-11 17:20:57.410000,2024-07-11 17:20:57.487000,0,1310,,KGShop
1311,S,N,2024-07-12 08:58:15,,K 0015,,,,,0E-10,0E-10,,,,Mürüvvet,,,,,LN001,*,,,,,,0,0,,2024-07-12 00:00:00,,2024-07-12 00:00:00,,2024-07-12 00:00:00,,2024-07-12 00:00:00,,2024-07-12 00:00:00,,0,Mürüvvet,2024-07-12 09:02:55.173000,Mürüvvet,2024-07-12 09:03:18.083000,<Default>,,,,,,,,,,,,,,,,2024-07-12 09:02:55.310000,2024-07-12 09:02:55.557000,0,1311,,
1312,A,N,2024-07-12 12:29:28,,RCN00036,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-07-12 00:00:00,,2024-07-12 00:00:00,,2024-07-12 00:00:00,,2024-07-12 00:00:00,,2024-07-12 00:00:00,,,Rumeysa,2024-07-12 12:36:08.623000,Furkan,2024-07-24 08:54:26.183000,<Default>,,,,,,,,,,,,,,,,2024-07-12 13:10:09.760000,2024-07-12 13:10:09.887000,0,1312,,KGShop
1313,S,N,2024-07-12 15:08:40,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,663475,1274195,,,0,0,,2024-07-12 00:00:00,,2024-07-12 00:00:00,,2024-07-12 00:00:00,,2024-07-12 00:00:00,,2024-07-12 00:00:00,,0,Zeki,2024-07-12 15:09:57.883000,Lindon,2024-07-12 17:01:39.850000,<Default>,,,,,,,,,,,,,,,,2024-07-12 15:09:58.150000,2024-07-12 15:09:58.543000,0,1313,,
1314,S,N,2024-07-13 10:24:12,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,663475,1275179,,,0,0,,2024-07-13 00:00:00,,2024-07-13 00:00:00,,2024-07-13 00:00:00,,2024-07-13 00:00:00,,2024-07-13 00:00:00,,0,Zeki,2024-07-13 10:24:42.157000,Lindon,2024-07-13 13:49:21.247000,<Default>,,,,,,,,,,,,,,,,2024-07-13 10:24:42.250000,2024-07-13 10:24:42.477000,0,1314,,
1315,S,N,2024-07-13 14:37:15,,K 0015,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN001,*,,,,,,0,0,,2024-07-13 00:00:00,,2024-07-13 00:00:00,,2024-07-13 00:00:00,,2024-07-13 00:00:00,,2024-07-13 00:00:00,,0,Rumeysa,2024-07-13 14:38:27.300000,Rumeysa,2024-07-13 14:39:19.687000,<Default>,,,,,,,,,,,,,,,,2024-07-13 14:39:11.280000,2024-07-13 14:39:11.450000,0,1315,,
1316,S,N,2024-07-15 11:34:53,,P 0023,,,,,0E-10,0E-10,,,,Mürüvvet,,,,,LN001,*,,,,,,0,0,,2024-07-15 00:00:00,,2024-07-15 00:00:00,,2024-07-15 00:00:00,,2024-07-15 00:00:00,,2024-07-15 00:00:00,,0,Mürüvvet,2024-07-15 11:36:09.120000,Mürüvvet,2024-07-15 11:36:20.813000,<Default>,,,,,,,,,,,,,,,,2024-07-15 11:36:09.210000,2024-07-15 11:36:09.447000,0,1316,,
1317,S,N,2024-07-15 15:21:13,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,663720,1275632,,,0,0,,2024-07-15 00:00:00,,2024-07-15 00:00:00,,2024-07-15 00:00:00,,2024-07-15 00:00:00,,2024-07-15 00:00:00,,0,Zeki,2024-07-15 15:21:40.050000,Lindon,2024-07-15 18:35:43.607000,<Default>,,,,,,,,,,,,,,,,2024-07-15 15:21:40.260000,2024-07-15 15:21:40.570000,0,1317,,
1318,S,N,2024-07-15 15:23:21,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,663720,1276632,,,0,0,,2024-07-15 00:00:00,,2024-07-15 00:00:00,,2024-07-15 00:00:00,,2024-07-15 00:00:00,,2024-07-15 00:00:00,,0,Zeki,2024-07-15 15:23:41.913000,Lindon,2024-07-16 16:05:42.850000,<Default>,,,,,,,,,,,,,,,,2024-07-15 15:23:41.930000,2024-07-15 15:23:42.013000,0,1318,,
1320,S,N,2024-07-16 14:07:53,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,663940,1277404,,,0,0,,2024-07-16 00:00:00,,2024-07-16 00:00:00,,2024-07-16 00:00:00,,2024-07-16 00:00:00,,2024-07-16 00:00:00,,0,Zeki,2024-07-16 14:08:15.020000,Lindon,2024-07-16 16:06:41.950000,<Default>,,,,,,,,,,,,,,,,2024-07-16 14:08:24.857000,2024-07-16 14:08:25.193000,0,1320,,
1321,A,N,2024-07-16 17:53:00,,RCN00004,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN015,,,,,,,0,0,,2024-07-16 00:00:00,,2024-07-16 00:00:00,,2024-07-16 00:00:00,,2024-07-16 00:00:00,,2024-07-16 00:00:00,,,Rumeysa,2024-07-16 18:03:07.457000,Furkan,2024-07-24 08:54:48.440000,<Default>,,,,,,,,,,,,,,,,2024-07-16 18:03:07.700000,2024-07-16 18:03:08.187000,0,1321,,KGShop
1322,A,N,2024-07-17 10:38:32,,RCN00037,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-07-17 00:00:00,,2024-07-17 00:00:00,,2024-07-17 00:00:00,,2024-07-17 00:00:00,,2024-07-17 00:00:00,,,Rumeysa,2024-07-17 10:41:42.137000,Furkan,2024-07-24 08:55:11.053000,<Default>,,,,,,,,,,,,,,,,2024-07-17 10:50:13.493000,2024-07-17 10:50:13.640000,0,1322,,KGShop
1323,S,N,2024-07-17 12:30:05,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,663940,1277977,,,0,0,,2024-07-17 00:00:00,,2024-07-17 00:00:00,,2024-07-17 00:00:00,,2024-07-17 00:00:00,,2024-07-17 00:00:00,,0,Zeki,2024-07-17 12:31:17.153000,Lindon,2024-07-17 17:37:40.870000,<Default>,,,,,,,,,,,,,,,,2024-07-17 12:32:18.373000,2024-07-17 12:32:18.423000,0,1323,,
1325,S,N,2024-07-18 10:21:03,,K 0015,,,,,0E-10,0E-10,,,,Mürüvvet,,,,,LN001,*,,,,,,0,0,,2024-07-18 00:00:00,,2024-07-18 00:00:00,,2024-07-18 00:00:00,,2024-07-18 00:00:00,,2024-07-18 00:00:00,,0,Mürüvvet,2024-07-18 10:22:32.967000,Mürüvvet,2024-07-18 10:22:43.527000,<Default>,,,,,,,,,,,,,,,,2024-07-18 10:22:33.037000,2024-07-18 10:22:33.887000,0,1325,,
1326,S,N,2024-07-18 12:11:02,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,664149,1278974,,,0,0,,2024-07-18 00:00:00,,2024-07-18 00:00:00,,2024-07-18 00:00:00,,2024-07-18 00:00:00,,2024-07-18 00:00:00,,0,Zeki,2024-07-18 12:11:19.930000,Lindon,2024-07-18 13:02:58.470000,<Default>,,,,,,,,,,,,,,,,2024-07-18 12:11:29.947000,2024-07-18 12:11:30.007000,0,1326,,
1327,S,N,2024-07-19 14:46:52,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,664149,1279654,,,0,0,,2024-07-19 00:00:00,,2024-07-19 00:00:00,,2024-07-19 00:00:00,,2024-07-19 00:00:00,,2024-07-19 00:00:00,,0,Zeki,2024-07-19 14:47:46.810000,Lindon,2024-07-19 17:13:50.663000,<Default>,,,,,,,,,,,,,,,,2024-07-19 14:47:46.890000,2024-07-19 14:47:47.020000,0,1327,,
1329,S,N,2024-07-20 09:36:55,,P 0016,,,,,0E-10,0E-10,,,,Mürüvvet,,,,,LN001,*,,,,,,0,0,,2024-07-20 00:00:00,,2024-07-20 00:00:00,,2024-07-20 00:00:00,,2024-07-20 00:00:00,,2024-07-20 00:00:00,,0,Mürüvvet,2024-07-20 09:37:46.913000,Mürüvvet,2024-07-20 09:38:04.580000,<Default>,,,,,,,,,,,,,,,,2024-07-20 09:37:47.003000,2024-07-20 09:37:47.237000,0,1329,,
1330,S,N,2024-07-20 09:38:46,,P 0007,,,,,0E-10,0E-10,,,,Mürüvvet,,,,,LN001,*,,,,,,0,0,,2024-07-20 00:00:00,,2024-07-20 00:00:00,,2024-07-20 00:00:00,,2024-07-20 00:00:00,,2024-07-20 00:00:00,,0,Mürüvvet,2024-07-20 09:39:19.230000,Mürüvvet,2024-07-20 09:39:26.073000,<Default>,,,,,,,,,,,,,,,,2024-07-20 09:39:19.237000,2024-07-20 09:39:19.330000,0,1330,,
1331,S,N,2024-07-20 13:23:00,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,664372,1280547,,,0,0,,2024-07-20 00:00:00,,2024-07-20 00:00:00,,2024-07-20 00:00:00,,2024-07-20 00:00:00,,2024-07-20 00:00:00,,0,Zeki,2024-07-20 13:23:18.013000,Lindon,2024-07-20 14:28:44.673000,<Default>,,,,,,,,,,,,,,,,2024-07-20 13:23:18.147000,2024-07-20 13:23:18.313000,0,1331,,
1332,S,N,2024-07-22 11:17:41,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,664372,1281140,,,0,0,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,0,Zeki,2024-07-22 11:18:09.170000,Lindon,2024-07-22 14:37:29.983000,<Default>,,,,,,,,,,,,,,,,2024-07-22 11:18:09.317000,2024-07-22 11:18:09.587000,0,1332,,
1334,A,N,2024-07-22 11:57:07,,RCN00038,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,,Rumeysa,2024-07-22 11:58:58.003000,Furkan,2024-07-24 08:55:31.880000,<Default>,,,,,,,,,,,,,,,,2024-07-22 12:04:31.137000,2024-07-22 12:04:31.213000,0,1334,,KGShop
1335,A,N,2024-07-22 12:05:15,,RCN00039,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,,Rumeysa,2024-07-22 12:06:32.530000,Furkan,2024-07-24 08:55:54.297000,<Default>,,,,,,,,,,,,,,,,2024-07-22 12:10:19.253000,2024-07-22 12:10:19.353000,0,1335,,KGShop
1337,S,N,2024-07-22 17:27:31,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,664613,1281956,,,0,0,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,0,Zeki,2024-07-22 17:29:02.123000,Zeki,2024-07-22 17:30:09.580000,<Default>,,,,,,,,,,,,,,,,2024-07-22 17:29:02.307000,2024-07-22 17:29:02.557000,0,1337,,
1338,S,N,2024-07-22 17:48:32,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,664372,1281140,,,0,0,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,2024-07-22 00:00:00,,0,Zeki,2024-07-22 17:49:20.327000,Zeki,2024-07-22 17:49:41.170000,<Default>,,,,,,,,,,,,,,,,2024-07-22 17:49:20.430000,2024-07-22 17:49:20.567000,0,1338,,
1339,A,N,2024-07-23 11:46:05,,RCN00039,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-07-23 00:00:00,,2024-07-23 00:00:00,,2024-07-23 00:00:00,,2024-07-23 00:00:00,,2024-07-23 00:00:00,,,Rumeysa,2024-07-23 11:51:13.807000,Furkan,2024-07-24 08:56:12.257000,<Default>,,,,,,,,,,,,,,,,2024-07-23 11:54:10.067000,2024-07-23 11:54:10.303000,0,1339,,KGShop
1340,S,N,2024-07-23 12:17:52,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,664613,1282890,,,0,0,,2024-07-23 00:00:00,,2024-07-23 00:00:00,,2024-07-23 00:00:00,,2024-07-23 00:00:00,,2024-07-23 00:00:00,,0,Zeki,2024-07-23 12:19:51.180000,Lindon,2024-07-23 14:27:29.627000,<Default>,,,,,,,,,,,,,,,,2024-07-23 12:19:51.210000,2024-07-23 12:19:51.340000,0,1340,,
1341,S,N,2024-07-24 08:53:38,,P 0009,,,,,0E-10,0E-10,,,,Mürüvvet,,,,,LN001,*,,,,,,0,0,,2024-07-24 00:00:00,,2024-07-24 00:00:00,,2024-07-24 00:00:00,,2024-07-24 00:00:00,,2024-07-24 00:00:00,,0,Mürüvvet,2024-07-24 08:54:42.490000,Mürüvvet,2024-07-24 08:55:00.680000,<Default>,,,,,,,,,,,,,,,,2024-07-24 08:54:42.590000,2024-07-24 08:54:42.763000,0,1341,KGShop,KGShop
1342,S,N,2024-07-24 08:55:36,,P 0007,,,,,0E-10,0E-10,,,,Mürüvvet,,,,,LN001,*,,,,,,0,0,,2024-07-24 00:00:00,,2024-07-24 00:00:00,,2024-07-24 00:00:00,,2024-07-24 00:00:00,,2024-07-24 00:00:00,,0,Mürüvvet,2024-07-24 08:56:45.107000,Mürüvvet,2024-07-24 08:57:00.760000,<Default>,,,,,,,,,,,,,,,,2024-07-24 08:56:45.117000,2024-07-24 08:56:45.203000,0,1342,KGShop,KGShop
1343,S,N,2024-07-24 14:04:18,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,664853,1283548,,,0,0,,2024-07-24 00:00:00,,2024-07-24 00:00:00,,2024-07-24 00:00:00,,2024-07-24 00:00:00,,2024-07-24 00:00:00,,0,Zeki,2024-07-24 14:05:03.667000,Zeki,2024-07-24 18:39:51.297000,<Default>,,,,,,,,,,,,,,,,2024-07-24 14:05:03.690000,2024-07-24 14:05:03.803000,0,1343,KGShop,KGShop
1345,S,N,2024-07-25 14:06:15,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,664853,1284600,,,0,0,,2024-07-25 00:00:00,,2024-07-25 00:00:00,,2024-07-25 00:00:00,,2024-07-25 00:00:00,,2024-07-25 00:00:00,,0,Zeki,2024-07-25 14:06:44.303000,Zeki,2024-07-25 17:25:40.500000,<Default>,,,,,,,,,,,,,,,,2024-07-25 14:06:44.333000,2024-07-25 14:06:44.477000,0,1345,KGShop,KGShop
1349,S,N,2024-07-26 14:07:54,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,665096,1285377,,,0,0,,2024-07-26 00:00:00,,2024-07-26 00:00:00,,2024-07-26 00:00:00,,2024-07-26 00:00:00,,2024-07-26 00:00:00,,0,Zeki,2024-07-26 14:08:03.237000,Zeki,2024-07-26 15:35:29.630000,<Default>,,,,,,,,,,,,,,,,2024-07-26 15:35:15.980000,2024-07-26 15:35:16.183000,0,1349,KGShop,KGShop
1350,A,N,2024-07-27 09:47:28,,RCN00041,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-07-27 00:00:00,,2024-07-27 00:00:00,,2024-07-27 00:00:00,,2024-07-27 00:00:00,,2024-07-27 00:00:00,,,Rumeysa,2024-07-27 09:50:24.350000,MUAZ,2024-08-05 15:20:07.970000,<Default>,,,,,,,,,,,,,,,,2024-07-27 09:52:44.963000,2024-07-27 09:52:45.083000,0,1350,KGShop,KGShop
1353,S,N,2024-07-27 11:45:22,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,665096,1286239,,,0,0,,2024-07-27 00:00:00,,2024-07-27 00:00:00,,2024-07-27 00:00:00,,2024-07-27 00:00:00,,2024-07-27 00:00:00,,0,Zeki,2024-07-27 11:45:40.287000,Lindon,2024-07-27 14:36:48.137000,<Default>,,,,,,,,,,,,,,,,2024-07-27 11:45:40.303000,2024-07-27 11:45:40.403000,0,1353,KGShop,KG-Sevkiyat
1355,S,N,2024-07-29 10:18:56,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,665096,1286683,,,0,0,,2024-07-29 00:00:00,,2024-07-29 00:00:00,,2024-07-29 00:00:00,,2024-07-29 00:00:00,,2024-07-29 00:00:00,,0,Zeki,2024-07-29 10:19:25.560000,Lindon,2024-07-29 11:49:23.167000,<Default>,,,,,,,,,,,,,,,,2024-07-29 10:19:43.507000,2024-07-29 10:19:43.580000,0,1355,KGShop,KG-Sevkiyat
1356,S,N,2024-07-29 10:19:57,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,665339,1286684,,,0,0,,2024-07-29 00:00:00,,2024-07-29 00:00:00,,2024-07-29 00:00:00,,2024-07-29 00:00:00,,2024-07-29 00:00:00,,0,Zeki,2024-07-29 10:21:56.697000,Lindon,2024-07-29 11:49:02.790000,<Default>,,,,,,,,,,,,,,,,2024-07-29 10:24:30.777000,2024-07-29 10:24:30.890000,0,1356,KGShop,KG-Sevkiyat
1357,S,N,2024-07-29 11:09:33,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,665339,1287897,,,0,0,,2024-07-29 00:00:00,,2024-07-29 00:00:00,,2024-07-29 00:00:00,,2024-07-29 00:00:00,,2024-07-29 00:00:00,,0,Zeki,2024-07-29 11:11:00.777000,Lindon,2024-07-29 11:48:06.970000,<Default>,,,,,,,,,,,,,,,,2024-07-29 11:11:00.893000,2024-07-29 11:11:01.060000,0,1357,KGShop,KG-Sevkiyat
1358,S,N,2024-07-29 11:21:32,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,664853,1284600,,,0,0,,2024-07-29 00:00:00,,2024-07-29 00:00:00,,2024-07-29 00:00:00,,2024-07-29 00:00:00,,2024-07-29 00:00:00,,0,Zeki,2024-07-29 11:24:50.040000,Zeki,2024-07-29 11:24:58.483000,<Default>,,,,,,,,,,,,,,,,2024-07-29 11:24:50.083000,2024-07-29 11:24:50.210000,0,1358,KGShop,KGShop
1359,S,N,2024-07-30 11:02:28,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,665561,1288762,,,0,0,,2024-07-30 00:00:00,,2024-07-30 00:00:00,,2024-07-30 00:00:00,,2024-07-30 00:00:00,,2024-07-30 00:00:00,,0,Zeki,2024-07-30 11:03:16.583000,Lindon,2024-07-30 13:37:40.917000,<Default>,,,,,,,,,,,,,,,,2024-07-30 11:03:30.583000,2024-07-30 11:03:30.653000,0,1359,KGShop,KG-Sevkiyat
1360,S,N,2024-07-30 11:03:59,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,665339,1288756,,,0,0,,2024-07-30 00:00:00,,2024-07-30 00:00:00,,2024-07-30 00:00:00,,2024-07-30 00:00:00,,2024-07-30 00:00:00,,0,Zeki,2024-07-30 11:04:25.070000,Lindon,2024-07-30 13:36:54.930000,<Default>,,,,,,,,,,,,,,,,2024-07-30 11:04:53.937000,2024-07-30 11:04:54.050000,0,1360,KGShop,KG-Sevkiyat
1362,S,N,2024-07-30 18:51:24,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,665561,1289287,,,0,0,,2024-07-31 00:00:00,,2024-07-31 00:00:00,,2024-07-31 00:00:00,,2024-07-31 00:00:00,,2024-07-31 00:00:00,,0,Zeki,2024-07-31 10:03:45.830000,Lindon,2024-07-31 13:51:12.863000,<Default>,,,,,,,,,,,,,,,,2024-07-31 10:04:31.620000,2024-07-31 10:04:31.707000,0,1362,KGShop,KG-Sevkiyat
1363,A,N,2024-08-01 13:01:53,,RCN00021,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-08-01 00:00:00,,2024-08-01 00:00:00,,2024-08-01 00:00:00,,2024-08-01 00:00:00,,2024-08-01 00:00:00,,,Rumeysa,2024-08-01 13:02:54.220000,MUAZ,2024-08-12 14:57:23.563000,<Default>,,,,,,,,,,,,,,,,2024-08-01 13:17:04.460000,2024-08-01 13:17:04.590000,0,1363,KGShop,KGShop
1366,S,N,2024-08-01 14:46:52,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,665789,1290346,,,0,0,,2024-08-01 00:00:00,,2024-08-01 00:00:00,,2024-08-01 00:00:00,,2024-08-01 00:00:00,,2024-08-01 00:00:00,,0,Zeki,2024-08-01 14:47:03.840000,Lindon,2024-08-01 15:21:06.340000,<Default>,,,,,,,,,,,,,,,,2024-08-01 14:47:30.787000,2024-08-01 14:47:30.880000,0,1366,KGShop,KG-Sevkiyat
1369,S,N,2024-08-02 15:47:59,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,665789,1291192,,,0,0,,2024-08-02 00:00:00,,2024-08-02 00:00:00,,2024-08-02 00:00:00,,2024-08-02 00:00:00,,2024-08-02 00:00:00,,0,Zeki,2024-08-02 15:48:22.553000,Lindon,2024-08-02 17:08:28.810000,<Default>,,,,,,,,,,,,,,,,2024-08-02 15:48:22.747000,2024-08-02 15:48:23.093000,0,1369,KGShop,KG-Sevkiyat
1370,S,N,2024-08-02 16:57:26,,P 0007,,,,,0E-10,0E-10,,,,Mürüvvet,,,,,LN001,*,,,,,,0,0,,2024-08-02 00:00:00,,2024-08-02 00:00:00,,2024-08-02 00:00:00,,2024-08-02 00:00:00,,2024-08-02 00:00:00,,0,Mürüvvet,2024-08-02 16:57:57.353000,Mürüvvet,2024-08-02 16:58:05.393000,<Default>,,,,,,,,,,,,,,,,2024-08-02 16:57:57.380000,2024-08-02 16:57:57.493000,0,1370,KGShop,KGShop
1371,S,N,2024-08-02 17:12:52,,P 0023,,,,,0E-10,0E-10,,,,Mürüvvet,,,,,LN001,*,,,,,,0,0,,2024-08-02 00:00:00,,2024-08-02 00:00:00,,2024-08-02 00:00:00,,2024-08-02 00:00:00,,2024-08-02 00:00:00,,0,Mürüvvet,2024-08-02 17:14:06.567000,Mürüvvet,2024-08-02 17:14:50.380000,<Default>,,,,,,,,,,,,,,,,2024-08-02 17:14:06.580000,2024-08-02 17:14:06.683000,0,1371,KGShop,KGShop
