AreaCode,CityCode,AreaDescriptionTr,AreaDescriptionEN,LinkedArea,kgid,insUN,insDT,insApp,updUN,updDT,updApp
110,8,ŞAVŞAT,SAVSAT,0,2996,,,,,,
111,8,YUSUFELİ,YUSUFELI,0,2997,,,,,,
113,9,MERKEZ,MERKEZ,0,2998,,,,,,
115,9,BAĞARASI,BAGARASI,128,2999,,,,,,
116,9,BOZDOĞAN,BOZDOGAN,0,3000,,,,,,
117,9,ÇİNE,CINE,0,3001,,,,,,
118,9,BUHARKENT,BUHARKENT,0,3002,,,,,,
119,9,GERMENCİK,GERMENCIK,0,3003,,,,,,
120,9,KUŞADASI,KUSADASI,0,3004,,,,,,
121,9,KUYUCAK,KUYUCAK,0,3005,,,,,,
122,9,İNCİRLİOVA,INCIRLIOVA,0,3006,,,,,,
123,9,KARACASU,KARACASU,0,3007,,,,,,
124,9,KOÇARLI,KOCARLI,0,3008,,,,,,
125,9,KÖŞK,KOSK,0,3009,,,,,,
126,9,NAZİLLİ,NAZILLI,0,3010,,,,,,
127,9,ORTAKLAR,ORTAKLAR,119,3011,,,,,,
128,9,SÖKE,SOKE,0,3012,,,,,,
129,9,SULTANHİSAR,SULTANHISAR,0,3013,,,,,,
130,9,UMURLU,UMURLU,113,3014,,,,,,
131,9,YENİPAZAR,YENIPAZAR,0,3015,,,,,,
132,9,ALTINKUM (YENİHİSAR),ALTINKUM (YENIHISAR),4024,3016,,,,,,
133,9,HORSUNLU,HORSUNLU,121,3017,,,,,,
134,9,KARPUZLU,KARPUZLU,0,3018,,,,,,
135,9,PAMUKÖREN,PAMUKOREN,121,3019,,,,,,
136,10,MERKEZ,MERKEZ,0,3020,,,,,,
138,10,ALTINOLUK,ALTINOLUK,147,3021,,,,,,
139,10,ALTINOVA,ALTINOVA,140,3022,,,,,,
140,10,AYVALIK,AYVALIK,0,3023,,,,,,
141,10,BALYA,BALYA,0,3024,,,,,,
142,10,BANDIRMA,BANDIRMA,0,3025,,,,,,
143,10,BİGADİÇ,BIGADIC,0,3026,,,,,,
144,10,BURHANİYE,BURHANIYE,0,3027,,,,,,
145,10,DURSUNBEY,DURSUNBEY,0,3028,,,,,,
146,10,EDİNCİK,EDINCIK,142,3029,,,,,,
2998,42,İÇERİÇUMRA,ICERICUMRA,572,3030,,,,,,
2999,42,KARKIN,KARKIN,572,3031,,,,,,
3000,42,OKÇU,OKCU,572,3032,,,,,,
3001,42,TÜRKMENCAMİLİ,TURKMENCAMILI,572,3033,,,,,,
3002,42,YENİSU,YENISU,572,3034,,,,,,
3003,42,ÇİFTLİKÖZÜ,CIFTLIKOZU,592,3035,,,,,,
3004,42,ÇAMLIK,CAMLIK,589,3036,,,,,,
3005,42,GENCEK,GENCEK,589,3037,,,,,,
3006,42,PINARBAŞI,PINARBASI,589,3038,,,,,,
3007,42,YUKARIKAYALAR,YUKARIKAYALAR,589,3039,,,,,,
3008,42,AYASLAR,AYASLAR,574,3040,,,,,,
3009,42,BAŞKÖY,BASKOY,574,3041,,,,,,
3010,42,ÇINAROBA,CINAROBA,574,3042,,,,,,
3011,42,DEŞTİĞİN,DESTIGIN,574,3043,,,,,,
3012,42,KARAAĞA,KARAAGA,574,3044,,,,,,
3013,42,KOÇAŞ,KOCAS,574,3045,,,,,,
3014,42,KONAKKALE,KONAKKALE,574,3046,,,,,,
3015,42,YENİCE,YENICE,574,3047,,,,,,
3016,42,DEMİRCİ,DEMIRCI,593,3048,,,,,,
3018,42,AZİZİYE,AZIZIYE,575,3049,,,,,,
3019,42,BELKAYA,BELKAYA,575,3050,,,,,,
3020,42,ÇAYHAN,CAYHAN,575,3051,,,,,,
3021,42,KUTÖREN,KUTOREN,575,3052,,,,,,
3022,42,SAZGEÇİT,SAZGECIT,575,3053,,,,,,
3023,42,ZENGEN,ZENGEN,575,3054,,,,,,
3024,42,ALANÖZÜ,ALANOZU,594,3055,,,,,,
3025,42,AYDOĞMUŞ,AYDOGMUS,594,3056,,,,,,
3026,42,BADEMLİ,BADEMLI,576,3057,,,,,,
3027,42,BOLAT,BOLAT,576,3058,,,,,,
3028,42,BAĞBAŞI,BAGBASI,576,3059,,,,,,
3029,42,DEDEMLİ,DEDEMLI,576,3060,,,,,,
3030,42,GÜYNÜKKIŞLA,GUYNUKKISLA,576,3061,,,,,,
3031,42,KORUALAN,KORUALAN,576,3062,,,,,,
3032,42,YALINÇEVRE,YALINCEVRE,576,3063,,,,,,
3033,42,BURUNSUZ,BURUNSUZ,577,3064,,,,,,
3034,42,ÇAMLICA,CAMLICA,577,3065,,,,,,
3036,42,GÖÇERİ,GOCERI,577,3066,,,,,,
3037,42,İLMEN,ILMEN,577,3067,,,,,,
3038,42,İMRENLER,IMRENLER,577,3068,,,,,,
3039,42,KIRELİ,KIRELI,577,3069,,,,,,
3040,42,KÖŞK,KOSK,577,3070,,,,,,
3041,42,MUTLU,MUTLU,577,3071,,,,,,
3042,42,SELKİ,SELKI,577,3072,,,,,,
3043,42,ARGITHANI,ARGITHANI,578,3073,,,,,,
3044,42,AŞAĞIÇİĞİL,ASAGICIGIL,578,3074,,,,,,
3045,42,BALKI,BALKI,578,3075,,,,,,
3046,42,BEYKONAK,BEYKONAK,578,3076,,,,,,
3047,42,ÇAVUŞÇUGÖL,CAVUSCUGOL,578,3077,,,,,,
3048,42,GÖKÇEYURT,GOKCEYURT,578,3078,,,,,,
3049,42,YUKARIÇİĞİL,YUKARICIGIL,578,3079,,,,,,
3050,42,ATLANTI,ATLANTI,580,3080,,,,,,
3051,42,BAŞKUYU,BASKUYU,580,3081,,,,,,
3052,42,KOLUKISA,KOLUKISA,580,3082,,,,,,
3053,42,OSMANCIK,OSMANCIK,580,3083,,,,,,
3054,42,İSLİK,ISLIK,581,3084,,,,,,
3055,42,KAYALI,KAYALI,581,3085,,,,,,
3056,42,HOTAMIŞ,HOTAMIS,581,3086,,,,,,
3057,42,YEŞİLYURT,YESILYURT,581,3087,,,,,,
3058,42,CELEP,CELEP,582,3088,,,,,,
3059,42,KARACADAĞ,KARACADAG,582,3089,,,,,,
3060,42,KIRKPINAR,KIRKPINAR,582,3090,,,,,,
3061,42,KOZANLI,KOZANLI,582,3091,,,,,,
3062,42,TAVŞANCALI,TAVSANCALI,582,3092,,,,,,
3063,42,TUZYAKA,TUZYAKA,582,3093,,,,,,
3064,42,ZİNCİRLİKUYU,ZINCIRLIKUYU,582,3094,,,,,,
3065,42,BAŞHÜYÜK,BASHUYUK,583,3095,,,,,,
3066,42,ÇEŞMELİSEBİL,CESMELISEBIL,583,3096,,,,,,
3067,42,GÖZLÜ,GOZLU,583,3097,,,,,,
3068,42,KADIOĞLU,KADIOGLU,583,3098,,,,,,
3069,42,KURŞUNLU,KURSUNLU,583,3099,,,,,,
3070,42,AKÇALAR,AKCALAR,584,3100,,,,,,
3071,42,BOSTANDERE,BOSTANDERE,584,3101,,,,,,
3072,42,GEVREKLİ,GEVREKLI,584,3102,,,,,,
3073,42,KESECİK,KESECIK,584,3103,,,,,,
3074,42,KETENLİ,KETENLI,584,3104,,,,,,
3075,42,ORTAKARAÖREN,ORTAKARAOREN,584,3105,,,,,,
3076,42,TARAŞÇI,TARASCI,584,3106,,,,,,
3077,42,AFŞAR,AFSAR,585,3107,,,,,,
3078,42,BALCILAR,BALCILAR,585,3108,,,,,,
3079,42,BOLAY,BOLAY,585,3109,,,,,,
3080,42,ÇETMİ,CETMI,585,3110,,,,,,
3081,42,ILICAPINAR,ILICAPINAR,585,3111,,,,,,
3082,42,KOÇYAZI,KOCYAZI,586,3112,,,,,,
3083,42,KUZÖREN,KUZOREN,586,3113,,,,,,
3084,42,LADİK,LADIK,583,3114,,,,,,
3085,42,PİRİBEYLİ,PIRIBEYLI,586,3115,,,,,,
3086,42,SARAY,SARAY,586,3116,,,,,,
3087,42,SÜLÜKLÜ,SULUKLU,586,3117,,,,,,
3088,42,TURGUT,TURGUT,586,3118,,,,,,
3089,43,ERENLER,ERENLER,598,3119,,,,,,
3090,43,KIZILCAÖREN,KIZILCAOREN,598,3120,,,,,,
3091,43,SEYİTÖMER,SEYITOMER,598,3121,,,,,,
3092,43,ÜÇLER,UCLER,598,3122,,,,,,
3093,43,ÇAYIRBAŞI,CAYIRBASI,599,3123,,,,,,
3094,43,ZAFERTEPEÇALKÖY,ZAFERTEPECALKOY,599,3124,,,,,,
3095,43,HACIKEBİR,HACIKEBIR,610,3125,,,,,,
3096,43,ÇUKURCA,CUKURCA,601,3126,,,,,,
3097,43,AYDINCIK,AYDINCIK,602,3127,,,,,,
3098,43,ÇERTE,CERTE,602,3128,,,,,,
3099,43,EĞRİGÖZ,EGRIGOZ,602,3129,,,,,,
3100,43,GÜNLÜCE,GUNLUCE,602,3130,,,,,,
3101,43,ÖRENCİK,ORENCIK,602,3131,,,,,,
3102,43,YENİCE,YENICE,602,3132,,,,,,
3103,43,AKÇAALAN,AKCAALAN,603,3133,,,,,,
3104,43,ALTINKENT,ALTINKENT,603,3134,,,,,,
3105,43,CEBRAİL,CEBRAIL,603,3135,,,,,,
3106,43,ERDOĞMUŞ,ERDOGMUS,603,3136,,,,,,
3107,43,ESKİGEDİZ,ESKIGEDIZ,603,3137,,,,,,
3108,43,FIRDAN,FIRDAN,603,3138,,,,,,
3109,43,GÖKLER,GOKLER,603,3139,,,,,,
3110,43,GÜMELE,GUMELE,603,3140,,,,,,
3111,43,GÜRLEK,GURLEK,603,3141,,,,,,
3112,43,KAYAKÖY,KAYAKOY,603,3142,,,,,,
3113,43,ÜZÜMLÜ,UZUMLU,603,3143,,,,,,
3114,43,YENİKENT,YENIKENT,603,3144,,,,,,
3115,43,YEŞİLÇAY,YESILCAY,603,3145,,,,,,
3116,43,YUNUSLAR,YUNUSLAR,603,3146,,,,,,
3117,43,DEREKÖY,DEREKOY,606,3147,,,,,,
3118,43,HASANLAR,HASANLAR,606,3148,,,,,,
3119,43,KARBASAN,KARBASAN,606,3149,,,,,,
3120,43,ŞEYHLER,SEYHLER,606,3150,,,,,,
3121,43,SOFULAR,SOFULAR,611,3151,,,,,,
3122,43,YAKUPLAR,YAKUPLAR,611,3152,,,,,,
3123,43,AKDAĞ,AKDAG,607,3153,,,,,,
3124,43,BAHTILLI,BAHTILLI,607,3154,,,,,,
3125,43,BEYCE,BEYCE,607,3155,,,,,,
3126,43,ÇAYSİMAV,CAYSIMAV,607,3156,,,,,,
148,10,ERDEK,ERDEK,0,3157,,,,,,
149,10,GÖNEN,GONEN,0,3158,,,,,,
150,10,HAVRAN,HAVRAN,0,3159,,,,,,
151,10,İVRİNDİ,IVRINDI,0,3160,,,,,,
152,10,KEPSUT,KEPSUT,0,3161,,,,,,
153,10,MANYAS,MANYAS,0,3162,,,,,,
154,10,MARMARA,MARMARA,0,3163,,,,,,
155,10,SARIKÖY,SARIKOY,149,3164,,,,,,
156,10,SAVAŞTEPE,SAVASTEPE,0,3165,,,,,,
157,10,SINDIRGI,SINDIRGI,0,3166,,,,,,
158,10,SUSURLUK,SUSURLUK,0,3167,,,,,,
159,10,TATLISU,TATLISU,148,3168,,,,,,
160,10,TURKELİ (AVŞA),TURKELI (AVSA),136,3169,,,,,,
161,10,GÖMEÇ,GOMEC,0,3170,,,,,,
162,11,MERKEZ,MERKEZ,0,3171,,,,,,
163,11,BOZÜYÜK,BOZUYUK,0,3172,,,,,,
164,11,GÖLPAZARI,GOLPAZARI,0,3173,,,,,,
165,11,OSMANELİ,OSMANELI,0,3174,,,,,,
166,11,PAZARYERİ,PAZARYERI,0,3175,,,,,,
167,11,SÖĞÜT,SOGUT,0,3176,,,,,,
168,11,YENİPAZAR,YENIPAZAR,0,3177,,,,,,
169,11,İNHİSAR,INHISAR,0,3178,,,,,,
170,12,MERKEZ,MERKEZ,0,3179,,,,,,
171,12,GENÇ,GENC,0,3180,,,,,,
172,12,KARLIOVA,KARLIOVA,0,3181,,,,,,
173,12,KIĞI,KIGI,0,3182,,,,,,
174,12,SOLHAN,SOLHAN,0,3183,,,,,,
175,12,YAYLADERE,YAYLADERE,0,3184,,,,,,
176,12,ADAKLI,ADAKLI,0,3185,,,,,,
177,12,YEDİSU,YEDISU,0,3186,,,,,,
178,13,MERKEZ,MERKEZ,0,3187,,,,,,
179,13,ADİLCEVAZ,ADILCEVAZ,0,3188,,,,,,
180,13,AHLAT,AHLAT,0,3189,,,,,,
181,13,GÜROYMAK (ÇUKUR),GUROYMAK (CUKUR),0,3190,,,,,,
182,13,HİZAN,HIZAN,0,3191,,,,,,
183,13,MUTKİ,MUTKI,0,3192,,,,,,
184,13,TATVAN,TATVAN,0,3193,,,,,,
185,14,MERKEZ,MERKEZ,0,3194,,,,,,
186,14,GEREDE,GEREDE,0,3195,,,,,,
187,14,GÖYNÜK,GOYNUK,0,3196,,,,,,
188,14,KIBRISCIK,KIBRISCIK,0,3197,,,,,,
189,14,MENGEN,MENGEN,0,3198,,,,,,
190,14,MUDURNU,MUDURNU,0,3199,,,,,,
191,14,SEBEN,SEBEN,0,3200,,,,,,
192,14,YENİÇAĞA,YENICAGA,0,3201,,,,,,
193,14,DÖRTDİVAN,DORTDIVAN,0,3202,,,,,,
194,14,KARACASU,KARACASU,185,3203,,,,,,
195,15,MERKEZ,MERKEZ,0,3204,,,,,,
196,15,AĞLASUN,AGLASUN,0,3205,,,,,,
197,15,BUCAK,BUCAK,0,3206,,,,,,
198,15,ÇAVDIR,CAVDIR,0,3207,,,,,,
199,15,DİRMİL (ALTINYAYLA),DIRMIL (ALTINYAYLA),0,3208,,,,,,
200,15,GÖLHİSAR,GOLHISAR,0,3209,,,,,,
201,15,KARAMANLI,KARAMANLI,0,3210,,,,,,
202,15,TEFENNİ,TEFENNI,0,3211,,,,,,
203,15,YEŞİLOVA,YESILOVA,0,3212,,,,,,
204,15,KEMER,KEMER,0,3213,,,,,,
205,15,ÇELTİKÇİ,CELTIKCI,0,3214,,,,,,
207,16,BÜYÜKORHAN,BUYUKORHAN,0,3215,,,,,,
208,16,GEMLİK,GEMLIK,0,3216,,,,,,
209,16,GÜRSU,GURSU,0,3217,,,,,,
210,16,HARMANCIK,HARMANCIK,0,3218,,,,,,
211,16,İNEGÖL,INEGOL,0,3219,,,,,,
212,16,İZNİK,IZNIK,0,3220,,,,,,
213,16,KARACABEY,KARACABEY,0,3221,,,,,,
214,16,KELES,KELES,0,3222,,,,,,
215,16,KESTEL,KESTEL,0,3223,,,,,,
217,16,KURŞUNLU/GEMLİK,KURSUNLU/GEMLIK,208,3224,,,,,,
218,16,MUDANYA,MUDANYA,0,3225,,,,,,
219,16,MUSTAFAKEMALPAŞA,MUSTAFAKEMALPASA,0,3226,,,,,,
220,16,ORHANELİ,ORHANELI,0,3227,,,,,,
221,16,ORHANGAZİ,ORHANGAZI,0,3228,,,,,,
222,16,YENİŞEHİR,YENISEHIR,0,3229,,,,,,
223,17,MERKEZ,MERKEZ,0,3230,,,,,,
224,17,AYVACIK,AYVACIK,0,3231,,,,,,
225,17,BAYRAMİÇ,BAYRAMIC,0,3232,,,,,,
226,17,BİGA,BIGA,0,3233,,,,,,
227,17,BOLAYIR,BOLAYIR,232,3234,,,,,,
228,17,BOZCAADA,BOZCAADA,0,3235,,,,,,
229,17,ÇAN,CAN,0,3236,,,,,,
230,17,ECEABAT,ECEABAT,0,3237,,,,,,
231,17,EZİNE,EZINE,0,3238,,,,,,
232,17,GELİBOLU,GELIBOLU,0,3239,,,,,,
233,17,GÖKÇEADA (İMROZ),GOKCEADA (IMROZ),0,3240,,,,,,
234,17,KARABİGA,KARABIGA,226,3241,,,,,,
235,17,KÜÇÜKKUYU,KUCUKKUYU,224,3242,,,,,,
236,17,LAPSEKİ,LAPSEKI,0,3243,,,,,,
237,17,YENİCE,YENICE,0,3244,,,,,,
238,18,MERKEZ,MERKEZ,0,3245,,,,,,
239,18,ÇERKEŞ,CERKES,0,3246,,,,,,
241,18,ILGAZ,ILGAZ,0,3247,,,,,,
242,18,KORGUN,KORGUN,0,3248,,,,,,
243,18,KIZILIRMAK,KIZILIRMAK,0,3249,,,,,,
244,18,KURŞUNLU,KURSUNLU,0,3250,,,,,,
245,18,ATKARACALAR,ATKARACALAR,0,3251,,,,,,
246,18,ORTA,ORTA,0,3252,,,,,,
247,18,ŞABANÖZÜ,SABANOZU,0,3253,,,,,,
248,18,YAPRAKLI,YAPRAKLI,0,3254,,,,,,
249,18,BAYRAMÖREN,BAYRAMOREN,0,3255,,,,,,
250,19,MERKEZ,MERKEZ,0,3256,,,,,,
251,19,ALACA,ALACA,0,3257,,,,,,
252,19,BAYAT,BAYAT,0,3258,,,,,,
253,19,İSKİLİP,ISKILIP,0,3259,,,,,,
254,19,KARGI,KARGI,0,3260,,,,,,
255,19,MECİTÖZÜ,MECITOZU,0,3261,,,,,,
256,19,ORTAKÖY,ORTAKOY,0,3262,,,,,,
257,19,OSMANCIK,OSMANCIK,0,3263,,,,,,
258,19,SUNGURLU,SUNGURLU,0,3264,,,,,,
259,19,BOĞAZKALE,BOGAZKALE,0,3265,,,,,,
260,19,UĞURLUDAĞ,UGURLUDAG,0,3266,,,,,,
261,19,DODURGA,DODURGA,0,3267,,,,,,
262,19,OĞUZLAR (KARAÖREN),OGUZLAR (KARAOREN),0,3268,,,,,,
263,19,LAÇİN,LACIN,0,3269,,,,,,
264,20,MERKEZ,MERKEZ,0,3270,,,,,,
265,20,ACIPAYAM,ACIPAYAM,0,3271,,,,,,
266,20,AKKÖY,AKKOY,0,3272,,,,,,
267,20,BABADAĞ,BABADAG,0,3273,,,,,,
268,20,BAKLAN,BAKLAN,0,3274,,,,,,
269,20,BEKİLLİ,BEKILLI,0,3275,,,,,,
270,20,BEYAĞAÇ,BEYAGAC,0,3276,,,,,,
271,20,BOZKURT,BOZKURT,0,3277,,,,,,
272,20,BULDAN,BULDAN,0,3278,,,,,,
273,20,ÇAL,CAL,0,3279,,,,,,
274,20,ÇAMELİ,CAMELI,0,3280,,,,,,
275,20,ÇARDAK,CARDAK,0,3281,,,,,,
276,20,ÇİVRİL,CIVRIL,0,3282,,,,,,
277,20,GÜNEY,GUNEY,0,3283,,,,,,
278,20,HONAZ,HONAZ,0,3284,,,,,,
279,20,KALE,KALE,0,3285,,,,,,
280,20,SARAYKÖY,SARAYKOY,0,3286,,,,,,
281,20,SERİNHİSAR,SERINHISAR,0,3287,,,,,,
282,20,TAVAS,TAVAS,0,3288,,,,,,
283,21,MERKEZ,MERKEZ,0,3289,,,,,,
284,21,BİSMİL,BISMIL,0,3290,,,,,,
285,21,HAZRO,HAZRO,0,3291,,,,,,
286,21,ÇERMİK,CERMIK,0,3292,,,,,,
287,21,SİLVAN,SILVAN,0,3293,,,,,,
288,21,LİCE,LICE,0,3294,,,,,,
290,21,HANİ,HANI,0,3295,,,,,,
291,21,DİCLE,DICLE,0,3296,,,,,,
292,21,ÇÜNGÜŞ,CUNGUS,0,3297,,,,,,
293,21,KULP,KULP,0,3298,,,,,,
294,21,ERGANİ,ERGANI,0,3299,,,,,,
295,21,EĞİL,EGIL,0,3300,,,,,,
296,21,KOCAKÖY,KOCAKOY,0,3301,,,,,,
297,22,MERKEZ,MERKEZ,0,3302,,,,,,
298,22,ENEZ,ENEZ,0,3303,,,,,,
299,22,HAVSA,HAVSA,0,3304,,,,,,
300,22,İPSALA,IPSALA,0,3305,,,,,,
301,22,KAPIKULE,KAPIKULE,300,3306,,,,,,
302,22,KEŞAN,KESAN,0,3307,,,,,,
303,22,LALAPAŞA,LALAPASA,0,3308,,,,,,
304,22,MERİÇ,MERIC,0,3309,,,,,,
305,22,SÜLEOĞLU,SULEOGLU,0,3310,,,,,,
306,22,UZUNKÖPRÜ,UZUNKOPRU,0,3311,,,,,,
307,23,MERKEZ,MERKEZ,0,3312,,,,,,
308,23,AĞIN,AGIN,0,3313,,,,,,
309,23,BASKİL,BASKIL,0,3314,,,,,,
310,23,KARAKOÇAN,KARAKOCAN,0,3315,,,,,,
311,23,KEBAN,KEBAN,0,3316,,,,,,
312,23,MADEN,MADEN,0,3317,,,,,,
313,23,PALU,PALU,0,3318,,,,,,
314,23,SİVRİCE,SIVRICE,0,3319,,,,,,
315,23,KOVANCILAR,KOVANCILAR,0,3320,,,,,,
316,23,ARICAK,ARICAK,0,3321,,,,,,
317,23,ALACAKAYA,ALACAKAYA,0,3322,,,,,,
318,24,MERKEZ,MERKEZ,0,3323,,,,,,
319,24,ÇAYIRLI,CAYIRLI,0,3324,,,,,,
320,24,İLİÇ,ILIC,0,3325,,,,,,
321,24,KEMAH,KEMAH,0,3326,,,,,,
322,24,KEMALİYE,KEMALIYE,0,3327,,,,,,
323,24,REFAHİYE,REFAHIYE,0,3328,,,,,,
324,24,TERCAN,TERCAN,0,3329,,,,,,
326,24,OTLUKBELİ,OTLUKBELI,0,3330,,,,,,
327,24,ÜZÜMLÜ,UZUMLU,0,3331,,,,,,
328,25,MERKEZ,MERKEZ,0,3332,,,,,,
329,25,DUMLU,DUMLU,328,3333,,,,,,
330,25,ILICA,ILICA,0,3334,,,,,,
331,25,AŞKALE,ASKALE,0,3335,,,,,,
333,25,ÇAT,CAT,0,3336,,,,,,
334,25,HINIS,HINIS,0,3337,,,,,,
335,25,HORASAN,HORASAN,0,3338,,,,,,
336,25,İSPİR,ISPIR,0,3339,,,,,,
337,25,KARAYAZI,KARAYAZI,0,3340,,,,,,
338,25,NARMAN,NARMAN,0,3341,,,,,,
339,25,OLTU,OLTU,0,3342,,,,,,
340,25,OLUR,OLUR,0,3343,,,,,,
341,25,PASİNLER,PASINLER,0,3344,,,,,,
342,25,ŞENKAYA,SENKAYA,0,3345,,,,,,
343,25,TEKMAN,TEKMAN,0,3346,,,,,,
344,25,TORTUM,TORTUM,0,3347,,,,,,
346,25,UZUNDERE,UZUNDERE,0,3348,,,,,,
347,25,KÖPRÜKÖY,KOPRUKOY,0,3349,,,,,,
348,25,PAZARYOLU,PAZARYOLU,0,3350,,,,,,
349,26,MERKEZ,MERKEZ,0,3351,,,,,,
350,26,ALPU,ALPU,0,3352,,,,,,
351,26,BEYLİKAHIR(B.OVA),BEYLIKAHIR(B.OVA),0,3353,,,,,,
352,26,ÇİFTELER,CIFTELER,0,3354,,,,,,
353,26,İNÖNÜ,INONU,0,3355,,,,,,
354,26,MAHMUDİYE,MAHMUDIYE,0,3356,,,,,,
355,26,MİHALİÇCIK,MIHALICCIK,0,3357,,,,,,
356,26,SARICAKAYA,SARICAKAYA,0,3358,,,,,,
357,26,SEYİTGAZİ,SEYITGAZI,0,3359,,,,,,
358,26,SİVRİHİSAR,SIVRIHISAR,0,3360,,,,,,
359,26,GÜNYÜZÜ,GUNYUZU,0,3361,,,,,,
360,26,HAN,HAN,0,3362,,,,,,
361,26,MİHALGAZİ,MIHALGAZI,0,3363,,,,,,
363,27,ARABAN,ARABAN,0,3364,,,,,,
364,27,BARAK,BARAK,4042,3365,,,,,,
365,27,ISLAHİYE,ISLAHIYE,0,3366,,,,,,
366,27,NİZİP,NIZIP,0,3367,,,,,,
367,27,OĞUZELİ,OGUZELI,0,3368,,,,,,
368,27,YAVUZELİ,YAVUZELI,0,3369,,,,,,
369,27,NURDAĞI,NURDAGI,0,3370,,,,,,
370,28,MERKEZ,MERKEZ,0,3371,,,,,,
371,28,ALUCRA,ALUCRA,0,3372,,,,,,
372,28,BULANCAK,BULANCAK,0,3373,,,,,,
373,28,DERELİ,DERELI,0,3374,,,,,,
374,28,ESPİYE,ESPIYE,0,3375,,,,,,
375,28,EYNESİL,EYNESIL,0,3376,,,,,,
376,28,GÖRELE,GORELE,0,3377,,,,,,
377,28,KEŞAP,KESAP,0,3378,,,,,,
378,28,ŞEBİNKARAHİSAR,SEBINKARAHISAR,0,3379,,,,,,
379,28,TİREBOLU,TIREBOLU,0,3380,,,,,,
380,28,PİRAZİZ,PIRAZIZ,0,3381,,,,,,
381,28,YAĞLIDERE,YAGLIDERE,0,3382,,,,,,
382,28,ÇAMOLUK,CAMOLUK,0,3383,,,,,,
383,28,ÇANAKÇI,CANAKCI,0,3384,,,,,,
384,28,DOĞANKENT,DOGANKENT,0,3385,,,,,,
385,28,GÜCE,GUCE,0,3386,,,,,,
386,29,MERKEZ,MERKEZ,0,3387,,,,,,
387,29,KELKİT,KELKIT,0,3388,,,,,,
388,29,ŞİRAN,SIRAN,0,3389,,,,,,
389,29,TORUL,TORUL,0,3390,,,,,,
390,29,KÖSE,KOSE,0,3391,,,,,,
391,29,KÜRTÜN,KURTUN,0,3392,,,,,,
392,30,MERKEZ,MERKEZ,0,3393,,,,,,
393,30,ÇUKURCA,CUKURCA,0,3394,,,,,,
394,30,ŞEMDİNLİ,SEMDINLI,0,3395,,,,,,
395,30,YÜKSEKOVA,YUKSEKOVA,0,3396,,,,,,
396,31,ANTAKYA,ANTAKYA,5763,3397,,,,,,
397,31,İSKENDERUN,ISKENDERUN,0,3398,,,,,,
398,31,KIRIKHAN,KIRIKHAN,0,3399,,,,,,
399,31,REYHANLI,REYHANLI,0,3400,,,,,,
400,31,YAYLADAĞI,YAYLADAGI,0,3401,,,,,,
401,31,DÖRTYOL,DORTYOL,0,3402,,,,,,
402,31,HASSA,HASSA,0,3403,,,,,,
403,31,ALTINÖZÜ,ALTINOZU,0,3404,,,,,,
404,31,SAMANDAĞ,SAMANDAG,0,3405,,,,,,
405,31,PAYAS,PAYAS,401,3406,,,,,,
406,31,ERZİN,ERZIN,0,3407,,,,,,
407,31,BELEN,BELEN,0,3408,,,,,,
408,31,KUMLU,KUMLU,0,3409,,,,,,
409,32,MERKEZ,MERKEZ,0,3410,,,,,,
410,32,ATABEY,ATABEY,0,3411,,,,,,
411,32,EĞİRDİR,EGIRDIR,0,3412,,,,,,
412,32,GELENDOST,GELENDOST,0,3413,,,,,,
413,32,GÖNEN,GONEN,0,3414,,,,,,
414,32,KEÇİBORLU,KECIBORLU,0,3415,,,,,,
415,32,SENİRKENT,SENIRKENT,0,3416,,,,,,
416,32,SÜTÇÜLER,SUTCULER,0,3417,,,,,,
417,32,ŞARKİKARAAĞAÇ,SARKIKARAAGAC,0,3418,,,,,,
418,32,ULUBORLU,ULUBORLU,0,3419,,,,,,
419,32,YALVAÇ,YALVAC,0,3420,,,,,,
420,32,AKSU,AKSU,0,3421,,,,,,
421,32,YENİŞARBADEMLİ,YENISARBADEMLI,0,3422,,,,,,
422,33,AKDENİZ,AKDENIZ,422,3423,,,,,,
423,33,YENİŞEHİR,YENISEHIR,0,3424,,,,,,
424,33,TOROSLAR,TOROSLAR,422,3425,,,,,,
425,33,ANAMUR,ANAMUR,0,3426,,,,,,
426,33,AYDINCIK,AYDINCIK,0,3427,,,,,,
427,33,BOZYAZI,BOZYAZI,0,3428,,,,,,
428,33,ÇAMLIYAYLA,CAMLIYAYLA,0,3429,,,,,,
429,33,ERDEMLİ,ERDEMLI,0,3430,,,,,,
430,33,GÜLNAR,GULNAR,0,3431,,,,,,
431,33,MUT,MUT,0,3432,,,,,,
432,33,SİLİFKE,SILIFKE,0,3433,,,,,,
433,33,TARSUS,TARSUS,0,3434,,,,,,
434,34,AVCILAR,AVCILAR,0,3435,,,,,,
435,34,BAKIRKÖY,BAKIRKOY,0,3436,,,,,,
437,34,BAĞCILAR,BAGCILAR,0,3437,,,,,,
438,34,BAHÇELİEVLER,BAHCELIEVLER,0,3438,,,,,,
439,34,BEŞİKTAŞ,BESIKTAS,0,3439,,,,,,
440,34,BEYOĞLU,BEYOGLU,0,3440,,,,,,
441,34,BÜYÜKÇEKMECE,BUYUKCEKMECE,0,3441,,,,,,
442,34,ÇATALCA,CATALCA,0,3442,,,,,,
443,34,ESENLER,ESENLER,0,3443,,,,,,
444,34,EYÜP,EYUP,0,3444,,,,,,
445,34,EMİNÖNÜ,EMINONU,446,3445,,,,,,
