SevkNo,SevkHarinx,SipLocation,SipHarinx,fatno,fatharinx,skod,miktar,Birim,kgid,insUN,insDT,insApp,updUN,updDT,updApp
1057,17878,LN001,17630,18337,105866,LNRCNKM360,3.0000000000,Çift,17878,,,,,,
1057,17879,LN001,17631,18337,105865,LNRCNKM360,2.0000000000,Çift,17879,,,,,,
1057,17880,LN001,17632,18337,105864,LNRCNKERT1455,2.0000000000,Çift,17880,,,,,,
1057,17881,LN001,17633,18337,105863,LNRCNKM360,2.0000000000,Çift,17881,,,,,,
1057,17882,LN001,17634,18337,105862,LNRCNKM255,1.0000000000,Çift,17882,,,,,,
1057,17883,LN001,17635,18337,105861,LNRCNACT10,1.0000000000,Çift,17883,,,,,,
1057,17884,LN001,17636,18337,105860,LNRCNXSPX6,1.0000000000,Çift,17884,,,,,,
1057,17885,LN001,17637,18337,105859,LNRCNT836,1.0000000000,Çift,17885,,,,,,
1057,17886,LN001,17638,18337,105858,LNRCNKM255,2.0000000000,Çift,17886,,,,,,
1057,17887,LN001,17639,18337,105857,RCNJLX20,1.0000000000,Çift,17887,,,,,,
1057,17888,LN001,17640,18337,105856,LNRCNKKSP01,1.0000000000,Çift,17888,,,,,,
1067,17913,LN001,17714,18372,106202,LNRCNKTDY202,1.0000000000,Çift,17913,,,,,,
1067,17914,LN001,17715,18372,106201,LNRCNKRNS046,1.0000000000,Çift,17914,,,,,,
1067,17915,LN001,17716,18372,106200,LNRCNKCS815Y,1.0000000000,Çift,17915,,,,,,
1067,17916,LN001,17717,18372,106199,LNRCNTWG285,1.0000000000,Çift,17916,,,,,,
1067,17917,LN001,17718,18372,106198,LNRCN383,1.0000000000,Çift,17917,,,,,,
1067,17918,LN001,17719,18372,106197,LNRCNKLCZ270,1.0000000000,Çift,17918,,,,,,
1067,17919,LN001,17720,18372,106196,LNRCNDPF140,1.0000000000,Çift,17919,,,,,,
1067,17920,LN001,17721,18372,106195,LNRCNACT10,1.0000000000,Çift,17920,,,,,,
1067,17921,LN001,17722,18372,106194,LNRCNKCS815Y,1.0000000000,Çift,17921,,,,,,
1067,17922,LN001,17723,18372,106193,LNRCNKPRF5000,1.0000000000,Çift,17922,,,,,,
1067,17923,LN001,17724,18372,106192,RCNWLG072,1.0000000000,Çift,17923,,,,,,
1067,17924,LN001,17725,18372,106191,LNRCNXSPX6,1.0000000000,Çift,17924,,,,,,
1067,17925,LN001,17726,18372,106190,LNRCNKM255,1.0000000000,Çift,17925,,,,,,
1067,17926,LN001,17727,18372,106189,LNRCNKKSP01,1.0000000000,Çift,17926,,,,,,
1067,17927,LN001,17728,18372,106188,LNRCNKM299,1.0000000000,Çift,17927,,,,,,
1067,17928,LN001,17729,18372,106187,LNRCNKM360,2.0000000000,Çift,17928,,,,,,
1067,17929,LN001,17730,18372,106186,LNRCNKETL506,1.0000000000,Çift,17929,,,,,,
1067,17930,LN001,17731,18372,106185,LNRCNKM360,3.0000000000,Çift,17930,,,,,,
1067,17931,LN001,17732,18372,106184,LNRCNKETL501,1.0000000000,Çift,17931,,,,,,
1067,17932,LN001,17733,18372,106183,RCN716,1.0000000000,Çift,17932,,,,,,
1067,17933,LN001,17734,18372,106182,LNRCNKCD5000,1.0000000000,Çift,17933,,,,,,
1067,17934,LN001,17735,18372,106181,LNRCNKD801,1.0000000000,Çift,17934,,,,,,
1067,17935,LN001,17736,18372,106180,LNRCNKPRF6000,1.0000000000,Çift,17935,,,,,,
1067,17936,LN001,17737,18372,106179,LNRCNKD801,1.0000000000,Çift,17936,,,,,,
1067,17937,LN001,17738,18372,106178,LNRCNKPRF5000,1.0000000000,Çift,17937,,,,,,
1067,17938,LN001,17739,18372,106177,LNRCNXSPX6,1.0000000000,Çift,17938,,,,,,
1067,17939,LN001,17740,18372,106176,LNRCNDPF156,1.0000000000,Çift,17939,,,,,,
1067,17940,LN001,17741,18372,106175,LNRCNKVT8511,1.0000000000,Çift,17940,,,,,,
1067,17941,LN001,17742,18372,106174,LNRCNG8060,1.0000000000,Çift,17941,,,,,,
1067,17942,LN001,17743,18372,106173,LNRCNG8060,1.0000000000,Çift,17942,,,,,,
1067,17943,LN001,17744,18372,106172,LNRCNDPF159,1.0000000000,Çift,17943,,,,,,
1067,17944,LN001,17745,18372,106171,LNRCNKM360,6.0000000000,Çift,17944,,,,,,
1067,17945,LN001,17746,18372,106170,LNRCNKM360,1.0000000000,Çift,17945,,,,,,
1067,17946,LN001,17747,18372,106169,LNRCNACT10,1.0000000000,Çift,17946,,,,,,
1067,17947,LN001,17748,18372,106168,LNRCNKPRF6000,1.0000000000,Çift,17947,,,,,,
1067,17948,LN001,17749,18372,106167,LNRCNKM360,1.0000000000,Çift,17948,,,,,,
1067,17949,LN001,17750,18372,106166,RCNJLX20,1.0000000000,Çift,17949,,,,,,
1067,17950,LN001,17751,18372,106165,LNRCNT2021,1.0000000000,Çift,17950,,,,,,
1067,17951,LN001,17752,18372,106164,LNRCNKRNS3801,1.0000000000,Çift,17951,,,,,,
1067,17952,LN001,17753,18372,106163,LNRCNKRNS046,1.0000000000,Çift,17952,,,,,,
1067,17953,LN001,17754,18372,106162,LNRCNKSTR745,1.0000000000,Çift,17953,,,,,,
1067,17954,LN001,17755,18372,106161,LNRCNKPRF5000,1.0000000000,Çift,17954,,,,,,
1067,17955,LN001,17756,18372,106160,LNRCNKSTR515,1.0000000000,Çift,17955,,,,,,
1067,17956,LN001,17757,18372,106159,LNRCNDPF140,1.0000000000,Çift,17956,,,,,,
1067,17957,LN001,17758,18372,106158,LNRCNXSPX6,1.0000000000,Çift,17957,,,,,,
1067,17958,LN001,17759,18372,106157,LNRCN383,1.0000000000,Çift,17958,,,,,,
1067,17959,LN001,17760,18372,106156,LNRCNKM255,1.0000000000,Çift,17959,,,,,,
1067,17960,LN001,17761,18372,106155,LNRCNKFM1912,1.0000000000,Çift,17960,,,,,,
1067,17961,LN001,17762,18372,106154,LNRCNKM360,2.0000000000,Çift,17961,,,,,,
1067,17962,LN001,17763,18372,106153,LNRCNALM123,1.0000000000,Çift,17962,,,,,,
1067,17963,LN001,17764,18372,106152,LNRCNKPRF6000,1.0000000000,Çift,17963,,,,,,
1067,17964,LN001,17765,18372,106151,LNRCNKVT8511,1.0000000000,Çift,17964,,,,,,
1067,17965,LN001,17766,18372,106150,LNRCNKCS816S,1.0000000000,Çift,17965,,,,,,
1067,17966,LN001,17767,18372,106149,LNRCNKM299,2.0000000000,Çift,17966,,,,,,
1067,17967,LN001,17768,18372,106148,LNRCNKM310,1.0000000000,Çift,17967,,,,,,
1067,17968,LN001,17769,18372,106147,LNRCNKD801,2.0000000000,Çift,17968,,,,,,
1067,17969,LN001,17770,18372,106146,LNRCNAVS802,1.0000000000,Çift,17969,,,,,,
1067,17970,LN001,17771,18372,106145,LNRCNKM255,2.0000000000,Çift,17970,,,,,,
1067,17971,LN001,17772,18372,106144,LNRCNKM255,2.0000000000,Çift,17971,,,,,,
1067,17972,LN001,17773,18372,106143,LNRCNKM299,1.0000000000,Çift,17972,,,,,,
1067,17973,LN001,17774,18372,106142,LNRCNT836,1.0000000000,Çift,17973,,,,,,
1067,17974,LN001,17775,18372,106141,LNRCNKM255,3.0000000000,Çift,17974,,,,,,
1067,17975,LN001,17776,18372,106140,LNRCNES22,1.0000000000,Çift,17975,,,,,,
1067,17976,LN001,17777,18372,106139,LNRCNKKSP01,1.0000000000,Çift,17976,,,,,,
1067,17977,LN001,17778,18372,106138,LNRCNKKSP01,1.0000000000,Çift,17977,,,,,,
1067,17978,LN001,17779,18372,106137,LNRCNKVT5001,1.0000000000,Çift,17978,,,,,,
1067,17979,LN001,17780,18372,106136,LNRCNKM299,1.0000000000,Çift,17979,,,,,,
1067,17980,LN001,17781,18372,106135,LNRCNKVT5001,1.0000000000,Çift,17980,,,,,,
1067,17981,LN001,17782,18372,106134,LNRCNDPF159,1.0000000000,Çift,17981,,,,,,
1067,17982,LN001,17783,18372,106133,LNRCNR189,1.0000000000,Çift,17982,,,,,,
1067,17983,LN001,17784,18372,106132,LNRCNR705,1.0000000000,Çift,17983,,,,,,
1067,17984,LN001,17785,18372,106131,LNRCNKM299,2.0000000000,Çift,17984,,,,,,
1067,17985,LN001,17786,18372,106130,LNRCNACT10,3.0000000000,Çift,17985,,,,,,
1067,17986,LN001,17787,18372,106129,LNRCNKM255,1.0000000000,Çift,17986,,,,,,
1067,17987,LN001,17788,18372,106128,LNRCNKM255,1.0000000000,Çift,17987,,,,,,
1067,17988,LN001,17789,18372,106127,LNRCNKM360,7.0000000000,Çift,17988,,,,,,
1067,17989,LN001,17790,18372,106126,LNRCNDPF159,1.0000000000,Çift,17989,,,,,,
1067,17990,LN001,17791,18372,106125,LNRCNACT10,1.0000000000,Çift,17990,,,,,,
1067,17991,LN001,17792,18372,106124,LNRCNDPF159,2.0000000000,Çift,17991,,,,,,
1067,17992,LN001,17793,18372,106123,LNRCNKLME875,1.0000000000,Çift,17992,,,,,,
1067,17993,LN001,17794,18372,106122,RCN716,2.0000000000,Çift,17993,,,,,,
1067,17994,LN001,17795,18372,106121,LNRCNKM255,1.0000000000,Çift,17994,,,,,,
1067,17995,LN001,17796,18372,106120,LNRCNKSTR745,1.0000000000,Çift,17995,,,,,,
1067,17996,LN001,17797,18372,106119,RCN406,1.0000000000,Çift,17996,,,,,,
1067,17997,LN001,17798,18372,106118,LNRCND102,1.0000000000,Çift,17997,,,,,,
1067,17998,LN001,17799,18372,106117,LNRCNKLME875,1.0000000000,Çift,17998,,,,,,
1067,17999,LN001,17800,18372,106116,LNRCNDPF146,1.0000000000,Çift,17999,,,,,,
1067,18000,LN001,17801,18372,106115,LNRCNACT10,1.0000000000,Çift,18000,,,,,,
1067,18001,LN001,17802,18372,106114,RCNJLX20,1.0000000000,Çift,18001,,,,,,
1067,18002,LN001,17803,18372,106113,LNRCNPT70,1.0000000000,Çift,18002,,,,,,
1067,18003,LN001,17804,18372,106112,LNRCNKM360,4.0000000000,Çift,18003,,,,,,
1067,18004,LN001,17805,18372,106111,LNRCNKM360,2.0000000000,Çift,18004,,,,,,
1067,18005,LN001,17806,18372,106110,LNRCNACT10,1.0000000000,Çift,18005,,,,,,
1067,18006,LN001,17807,18372,106109,LNRCNKCS815Y,1.0000000000,Çift,18006,,,,,,
1067,18007,LN001,17808,18372,106108,LNRCNACT10,1.0000000000,Çift,18007,,,,,,
1067,18008,LN001,17809,18372,106107,LNRCNKLCZ920,1.0000000000,Çift,18008,,,,,,
1067,18009,LN001,17810,18372,106106,LNRCNACT10,1.0000000000,Çift,18009,,,,,,
1067,18010,LN001,17811,18372,106105,RCN716,1.0000000000,Çift,18010,,,,,,
1067,18011,LN001,17812,18372,106104,LNRCNKM360,4.0000000000,Çift,18011,,,,,,
1067,18012,LN001,17813,18372,106103,LNRCNXSPX6,1.0000000000,Çift,18012,,,,,,
1067,18013,LN001,17814,18372,106102,RCNJLX20,1.0000000000,Çift,18013,,,,,,
1067,18014,LN001,17815,18372,106101,LNRCNDPF159,1.0000000000,Çift,18014,,,,,,
1067,18015,LN001,17816,18372,106100,RCNWLG072,1.0000000000,Çift,18015,,,,,,
1067,18016,LN001,17817,18372,106099,LNRCNKCD5000,1.0000000000,Çift,18016,,,,,,
1067,18017,LN001,17818,18372,106098,LNRCNKM360,3.0000000000,Çift,18017,,,,,,
1067,18018,LN001,17819,18372,106097,LNRCNACT10,1.0000000000,Çift,18018,,,,,,
1067,18019,LN001,17820,18372,106096,LNRCNKM299,2.0000000000,Çift,18019,,,,,,
1067,18020,LN001,17821,18372,106095,LNRCNKYN202,1.0000000000,Çift,18020,,,,,,
1067,18021,LN001,17822,18372,106094,LNRCNKZZ1401,1.0000000000,Çift,18021,,,,,,
1067,18022,LN001,17823,18372,106093,LNRCNKM360,1.0000000000,Çift,18022,,,,,,
1067,18023,LN001,17824,18372,106092,LNRCN369,1.0000000000,Çift,18023,,,,,,
1067,18024,LN001,17825,18372,106091,LNRCNKKSP01,1.0000000000,Çift,18024,,,,,,
1067,18025,LN001,17826,18372,106090,LNRCNDPF158,1.0000000000,Çift,18025,,,,,,
1069,18031,LN001,17827,18394,106418,LNRCNKM299,1.0000000000,Çift,18031,,,,,,
1070,18032,LN001,17828,18393,106417,LNRCNKM299,1.0000000000,Çift,18032,,,,,,
1070,18033,LN001,17829,18393,106416,LNRCNKLME875,1.0000000000,Çift,18033,,,,,,
1070,18034,LN001,17830,18393,106415,LNRCNKLME711,1.0000000000,Çift,18034,,,,,,
1070,18035,LN001,17831,18393,106414,LNRCNKLME885,1.0000000000,Çift,18035,,,,,,
1070,18036,LN001,17832,18393,106413,LNRCNKM360,1.0000000000,Çift,18036,,,,,,
1070,18037,LN001,17833,18393,106412,LNRCNKRNS3801,1.0000000000,Çift,18037,,,,,,
1070,18038,LN001,17834,18393,106411,LNRCNDPF156,1.0000000000,Çift,18038,,,,,,
1070,18039,LN001,17835,18393,106410,RCNJLX20,1.0000000000,Çift,18039,,,,,,
1070,18040,LN001,17836,18393,106409,RCN716,1.0000000000,Çift,18040,,,,,,
1070,18041,LN001,17837,18393,106408,LNRCNACT34,1.0000000000,Çift,18041,,,,,,
1070,18042,LN001,17838,18393,106407,LNRCNTWG285,1.0000000000,Çift,18042,,,,,,
1070,18043,LN001,17839,18393,106406,LNRCNTWG285,2.0000000000,Çift,18043,,,,,,
1070,18044,LN001,17840,18393,106405,LNRCNKCS815Y,1.0000000000,Çift,18044,,,,,,
1070,18045,LN001,17841,18393,106404,LNRCNKM255,2.0000000000,Çift,18045,,,,,,
1070,18046,LN001,17842,18393,106403,LNRCNKM360,1.0000000000,Çift,18046,,,,,,
1070,18047,LN001,17843,18393,106402,LNRCNKFM202,1.0000000000,Çift,18047,,,,,,
1070,18048,LN001,17844,18393,106401,LNRCNKZZ803,1.0000000000,Çift,18048,,,,,,
1070,18049,LN001,17845,18393,106400,LNRCNKM299,1.0000000000,Çift,18049,,,,,,
1070,18050,LN001,17846,18393,106399,RCN716,1.0000000000,Çift,18050,,,,,,
1070,18051,LN001,17847,18393,106398,LNRCNACT34,1.0000000000,Çift,18051,,,,,,
1070,18052,LN001,17848,18393,106397,LNRCNKD801,1.0000000000,Çift,18052,,,,,,
1070,18053,LN001,17849,18393,106396,LNRCNKM310,1.0000000000,Çift,18053,,,,,,
1070,18054,LN001,17850,18393,106395,LNRCNKFM1907,1.0000000000,Çift,18054,,,,,,
1070,18055,LN001,17851,18393,106394,LNRCNALM123,1.0000000000,Çift,18055,,,,,,
1070,18056,LN001,17852,18393,106393,LNRCN206,1.0000000000,Çift,18056,,,,,,
1070,18057,LN001,17853,18393,106392,LNRCNKLCZ1540,1.0000000000,Çift,18057,,,,,,
1070,18058,LN001,17854,18393,106391,LNRCNDPF153,1.0000000000,Çift,18058,,,,,,
1070,18059,LN001,17855,18393,106390,LNRCNKPRF5000,1.0000000000,Çift,18059,,,,,,
1070,18060,LN001,17856,18393,106389,LNRCNKPRF6000,1.0000000000,Çift,18060,,,,,,
1070,18061,LN001,17857,18393,106388,LNRCNKVT8511,1.0000000000,Çift,18061,,,,,,
1070,18062,LN001,17858,18393,106387,LNRCNT836,1.0000000000,Çift,18062,,,,,,
1070,18063,LN001,17859,18393,106386,LNRCNKM255,1.0000000000,Çift,18063,,,,,,
1070,18064,LN001,17860,18393,106385,LNRCNDPF140,1.0000000000,Çift,18064,,,,,,
1070,18065,LN001,17861,18393,106384,LNRCNKM299,1.0000000000,Çift,18065,,,,,,
1070,18066,LN001,17862,18393,106383,LNRCNKLCZ910,1.0000000000,Çift,18066,,,,,,
1070,18067,LN001,17863,18393,106382,LNRCNKB480,1.0000000000,Çift,18067,,,,,,
1070,18068,LN001,17864,18393,106381,LNRCNKM255,1.0000000000,Çift,18068,,,,,,
1070,18069,LN001,17865,18393,106380,LNRCNDPF140,1.0000000000,Çift,18069,,,,,,
1070,18070,LN001,17866,18393,106379,LNRCNKM255,1.0000000000,Çift,18070,,,,,,
1070,18071,LN001,17867,18393,106378,LNRCNKETL506,1.0000000000,Çift,18071,,,,,,
1070,18072,LN001,17868,18393,106377,LNRCNKM360,1.0000000000,Çift,18072,,,,,,
1070,18073,LN001,17869,18393,106376,LNRCNKD801,1.0000000000,Çift,18073,,,,,,
1070,18074,LN001,17870,18393,106375,LNRCNXSPX6,1.0000000000,Çift,18074,,,,,,
1070,18075,LN001,17871,18393,106374,LNRCNKLCZ1990,1.0000000000,Çift,18075,,,,,,
1070,18076,LN001,17872,18393,106373,LNRCNKCS815Y,1.0000000000,Çift,18076,,,,,,
1070,18077,LN001,17873,18393,106372,LNRCNKHC102,1.0000000000,Çift,18077,,,,,,
1070,18078,LN001,17874,18393,106371,LNRCNXSPX6,1.0000000000,Çift,18078,,,,,,
1070,18079,LN001,17875,18393,106370,LNRCNXSPX6,1.0000000000,Çift,18079,,,,,,
1070,18080,LN001,17876,18393,106369,LNRCNKSTR745,1.0000000000,Çift,18080,,,,,,
1070,18081,LN001,17877,18393,106368,LNRCNKD801,1.0000000000,Çift,18081,,,,,,
1070,18082,LN001,17878,18393,106367,LNRCNKM360,2.0000000000,Çift,18082,,,,,,
1070,18083,LN001,17879,18393,106366,LNRCNKM360,1.0000000000,Çift,18083,,,,,,
1070,18084,LN001,17880,18393,106365,LNRCNKCS816S,1.0000000000,Çift,18084,,,,,,
1070,18085,LN001,17881,18393,106364,LNRCNKCS816S,1.0000000000,Çift,18085,,,,,,
1070,18086,LN001,17882,18393,106363,LNRCNKCS816S,2.0000000000,Çift,18086,,,,,,
1070,18087,LN001,17883,18393,106362,LNRCNKCS816S,1.0000000000,Çift,18087,,,,,,
1070,18088,LN001,17884,18393,106361,LNRCNACT94,1.0000000000,Çift,18088,,,,,,
1070,18089,LN001,17885,18393,106360,LNRCNKM360,5.0000000000,Çift,18089,,,,,,
1070,18090,LN001,17886,18393,106359,LNRCNKM299,1.0000000000,Çift,18090,,,,,,
1070,18091,LN001,17887,18393,106358,RCNJLX20,1.0000000000,Çift,18091,,,,,,
1070,18092,LN001,17888,18393,106357,LNRCNKYST88,1.0000000000,Çift,18092,,,,,,
1070,18093,LN001,17889,18393,106356,LNRCNKSTR745,2.0000000000,Çift,18093,,,,,,
1070,18094,LN001,17890,18393,106355,LNRCNKM299,1.0000000000,Çift,18094,,,,,,
1070,18095,LN001,17891,18393,106354,LNRCNKETL506,1.0000000000,Çift,18095,,,,,,
1070,18096,LN001,17892,18393,106353,LNRCNKB475,1.0000000000,Çift,18096,,,,,,
1070,18097,LN001,17893,18393,106352,RCNJLX20,2.0000000000,Çift,18097,,,,,,
1070,18098,LN001,17894,18393,106351,RCN152,1.0000000000,Çift,18098,,,,,,
1070,18099,LN001,17895,18393,106350,LNRCNKCS9000,1.0000000000,Çift,18099,,,,,,
1070,18100,LN001,17896,18393,106349,LNRCNKM255,1.0000000000,Çift,18100,,,,,,
1070,18101,LN001,17897,18393,106348,LNRCNKD801,1.0000000000,Çift,18101,,,,,,
1070,18102,LN001,17898,18393,106347,LNRCNDPF159,1.0000000000,Çift,18102,,,,,,
1070,18103,LN001,17899,18393,106346,LNRCNKD801,1.0000000000,Çift,18103,,,,,,
1070,18104,LN001,17900,18393,106345,LNRCNKM299,1.0000000000,Çift,18104,,,,,,
1070,18105,LN001,17901,18393,106344,LNRCNKM360,4.0000000000,Çift,18105,,,,,,
1070,18106,LN001,17902,18393,106343,LNRCNKSM503,1.0000000000,Çift,18106,,,,,,
1070,18107,LN001,17903,18393,106342,LNRCNKPRF5000,1.0000000000,Çift,18107,,,,,,
1070,18108,LN001,17904,18393,106341,LNRCNACT10,1.0000000000,Çift,18108,,,,,,
1070,18109,LN001,17905,18393,106340,LNRCNKERT1455,1.0000000000,Çift,18109,,,,,,
1070,18110,LN001,17906,18393,106339,RCN716,1.0000000000,Çift,18110,,,,,,
1070,18111,LN001,17907,18393,106338,LNRCNKVT8511,1.0000000000,Çift,18111,,,,,,
1070,18112,LN001,17908,18393,106337,LNRCNKPRF5000,3.0000000000,Çift,18112,,,,,,
1070,18113,LN001,17909,18393,106336,LNRCNKCS815Y,1.0000000000,Çift,18113,,,,,,
1070,18114,LN001,17910,18393,106335,LNRCNKVT8511,1.0000000000,Çift,18114,,,,,,
1070,18115,LN001,17911,18393,106334,RCNJLX20,1.0000000000,Çift,18115,,,,,,
1070,18116,LN001,17912,18393,106333,LNRCNKERT1455,1.0000000000,Çift,18116,,,,,,
1070,18117,LN001,17913,18393,106332,LNRCNACT10,1.0000000000,Çift,18117,,,,,,
1070,18118,LN001,17914,18393,106331,LNRCNKPRF5000,2.0000000000,Çift,18118,,,,,,
1070,18119,LN001,17915,18393,106330,LNRCNKM255,2.0000000000,Çift,18119,,,,,,
1070,18120,LN001,17916,18393,106329,LNRCNKM299,5.0000000000,Çift,18120,,,,,,
1070,18121,LN001,17917,18393,106328,LNRCNKSTR745,1.0000000000,Çift,18121,,,,,,
1070,18122,LN001,17918,18393,106327,LNRCNACT10,1.0000000000,Çift,18122,,,,,,
1070,18123,LN001,17919,18393,106326,LNRCNKM360,3.0000000000,Çift,18123,,,,,,
1070,18124,LN001,17920,18393,106325,RCNJLX20,1.0000000000,Çift,18124,,,,,,
1070,18125,LN001,17921,18393,106324,LNRCNACT10,2.0000000000,Çift,18125,,,,,,
1070,18126,LN001,17922,18393,106323,LNRCNACT10,1.0000000000,Çift,18126,,,,,,
1070,18127,LN001,17923,18393,106322,LNRCNKSTR745,1.0000000000,Çift,18127,,,,,,
1070,18128,LN001,17924,18393,106321,LNRCNKLCZ690,2.0000000000,Çift,18128,,,,,,
1070,18129,LN001,17925,18393,106320,LNRCNDPF159,1.0000000000,Çift,18129,,,,,,
1070,18130,LN001,17926,18393,106319,LNRCNKLME885,1.0000000000,Çift,18130,,,,,,
1070,18131,LN001,17927,18393,106318,LNRCNKD801,1.0000000000,Çift,18131,,,,,,
1070,18132,LN001,17928,18393,106317,LNRCNKM360,5.0000000000,Çift,18132,,,,,,
1070,18133,LN001,17929,18393,106316,LNRCNACT93,1.0000000000,Çift,18133,,,,,,
1070,18134,LN001,17930,18393,106315,LNRCNKM299,2.0000000000,Çift,18134,,,,,,
1070,18135,LN001,17931,18393,106314,LNRCNKCS815Y,3.0000000000,Çift,18135,,,,,,
1070,18136,LN001,17932,18393,106313,LNRCNKCS815Y,3.0000000000,Çift,18136,,,,,,
1070,18137,LN001,17933,18393,106312,LNRCN350,1.0000000000,Çift,18137,,,,,,
1070,18138,LN001,17934,18393,106311,LNRCNKM360,5.0000000000,Çift,18138,,,,,,
1070,18139,LN001,17935,18393,106310,LNRCNDPF146,1.0000000000,Çift,18139,,,,,,
1070,18140,LN001,17936,18393,106309,LNRCNKPRF5000,1.0000000000,Çift,18140,,,,,,
1070,18141,LN001,17937,18393,106308,RCNJLX20,1.0000000000,Çift,18141,,,,,,
1070,18142,LN001,17938,18393,106307,LNRCNKM3500,1.0000000000,Çift,18142,,,,,,
1070,18143,LN001,17939,18393,106306,LNRCNKM3500,1.0000000000,Çift,18143,,,,,,
1070,18144,LN001,17940,18393,106305,LNRCNKM255,1.0000000000,Çift,18144,,,,,,
1070,18145,LN001,17941,18393,106304,LNRCNACT10,1.0000000000,Çift,18145,,,,,,
1070,18146,LN001,17942,18393,106303,LNRCNT836,1.0000000000,Çift,18146,,,,,,
1070,18147,LN001,17943,18393,106302,LNRCNKM299,2.0000000000,Çift,18147,,,,,,
1070,18148,LN001,17944,18393,106301,LNRCNKZZ1401,1.0000000000,Çift,18148,,,,,,
1070,18149,LN001,17945,18393,106300,LNRCNKM255,1.0000000000,Çift,18149,,,,,,
1070,18150,LN001,17946,18393,106299,LNRCNKM360,1.0000000000,Çift,18150,,,,,,
1070,18151,LN001,17947,18393,106298,LNRCNKM360,3.0000000000,Çift,18151,,,,,,
1070,18152,LN001,17948,18393,106297,LNRCN726,1.0000000000,Çift,18152,,,,,,
1070,18153,LN001,17949,18393,106296,LNRCNACT10,6.0000000000,Çift,18153,,,,,,
1070,18154,LN001,17950,18393,106295,LNRCNACT10,2.0000000000,Çift,18154,,,,,,
1070,18155,LN001,17951,18393,106294,LNRCNXSPX6,1.0000000000,Çift,18155,,,,,,
1070,18156,LN001,17952,18393,106293,LNRCNKM360,2.0000000000,Çift,18156,,,,,,
1070,18157,LN001,17953,18393,106292,RCNWLG072,1.0000000000,Çift,18157,,,,,,
1070,18158,LN001,17954,18393,106291,LNRCNKSTR746,1.0000000000,Çift,18158,,,,,,
1070,18159,LN001,17955,18393,106290,RCNGLS2262,1.0000000000,Çift,18159,,,,,,
1071,18160,LN001,17956,18371,106089,LNRCNXSPX6,1.0000000000,Çift,18160,,,,,,
1071,18161,LN001,17957,18371,106088,LNRCNKVT5001,1.0000000000,Çift,18161,,,,,,
1071,18162,LN001,17958,18371,106087,LNRCNKCS815Y,1.0000000000,Çift,18162,,,,,,
1071,18163,LN001,17959,18371,106086,LNRCNKM360,1.0000000000,Çift,18163,,,,,,
1071,18164,LN001,17960,18371,106085,LNRCN206,1.0000000000,Çift,18164,,,,,,
1071,18165,LN001,17961,18371,106084,RCN716,1.0000000000,Çift,18165,,,,,,
1071,18166,LN001,17962,18371,106083,LNRCNT836,1.0000000000,Çift,18166,,,,,,
1071,18167,LN001,17963,18371,106082,LNRCNKETL509,1.0000000000,Çift,18167,,,,,,
1071,18168,LN001,17964,18371,106081,LNRCNKCS815Y,1.0000000000,Çift,18168,,,,,,
1071,18169,LN001,17965,18371,106080,LNRCNKCS815Y,1.0000000000,Çift,18169,,,,,,
1071,18170,LN001,17966,18371,106079,LNRCNKLCZ280,1.0000000000,Çift,18170,,,,,,
1071,18171,LN001,17967,18371,106078,LNRCNKCD5200,1.0000000000,Çift,18171,,,,,,
1071,18172,LN001,17968,18371,106077,LNRCNKM360,1.0000000000,Çift,18172,,,,,,
1071,18173,LN001,17969,18371,106076,LNRCNKHC100,1.0000000000,Çift,18173,,,,,,
1071,18174,LN001,17970,18371,106075,LNRCNKM360,2.0000000000,Çift,18174,,,,,,
1071,18175,LN001,17971,18371,106074,LNRCNKM299,1.0000000000,Çift,18175,,,,,,
1071,18176,LN001,17972,18371,106073,LNRCNKLCZ1540,1.0000000000,Çift,18176,,,,,,
1071,18177,LN001,17973,18371,106072,LNRCNTWG720,1.0000000000,Çift,18177,,,,,,
1071,18178,LN001,17974,18371,106071,LNRCNKLME885,1.0000000000,Çift,18178,,,,,,
1071,18179,LN001,17975,18371,106070,LNRCNKVT8511,1.0000000000,Çift,18179,,,,,,
1071,18180,LN001,17976,18371,106069,LNRCNKYST100,1.0000000000,Çift,18180,,,,,,
1071,18181,LN001,17977,18371,106068,LNRCNDPF159,1.0000000000,Çift,18181,,,,,,
1071,18182,LN001,17978,18371,106067,LNRCNKM299,1.0000000000,Çift,18182,,,,,,
1071,18183,LN001,17979,18371,106066,LNRCNKM360,1.0000000000,Çift,18183,,,,,,
1071,18184,LN001,17980,18371,106065,LNRCN808,1.0000000000,Çift,18184,,,,,,
1071,18185,LN001,17981,18371,106064,LNRCNKCS816S,1.0000000000,Çift,18185,,,,,,
1071,18186,LN001,17982,18371,106063,LNRCNKM255,1.0000000000,Çift,18186,,,,,,
1071,18187,LN001,17983,18371,106062,LNRCNKM255,1.0000000000,Çift,18187,,,,,,
1071,18188,LN001,17984,18371,106061,LNRCNKM310,1.0000000000,Çift,18188,,,,,,
1071,18189,LN001,17985,18371,106060,LNRCNKM299,1.0000000000,Çift,18189,,,,,,
1071,18190,LN001,17986,18371,106059,LNRCNKM299,1.0000000000,Çift,18190,,,,,,
1071,18191,LN001,17987,18371,106058,LNRCNDPF146,2.0000000000,Çift,18191,,,,,,
1071,18192,LN001,17988,18371,106057,LNRCNKM255,1.0000000000,Çift,18192,,,,,,
