SipNo,SipHarinx,Konum,SKOD,Tanim,Miktar,Birim,ParaCinsi,Fiyat,iskonto,iskontoTut,KDVORAN,Durum,TerminTarihi,LotNo,OTVOran,locked,SipharinxB,SipPicture,Proje_D_Id,OzKod1,OzKod2,OzKod3,BagTeklifHarinx
43338,104473,,723 M A8125,,1.000000,CIFT,US,31.500000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104474,,723 M A101,,8.000000,CIFT,US,29.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104475,,723 M A120,,7.000000,CIFT,US,45.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104476,,723 SM A2030,,11.000000,CIFT,US,50.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104477,,726 M A2715,,1.000000,CIFT,US,25.900000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104478,,726 M A2716,,3.000000,CIFT,US,25.900000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104479,,726 M A2541,,3.000000,CIFT,US,40.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104480,,741 M A2012,,3.000000,CIFT,US,22.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104481,,741 M A2012-10,,3.000000,CIFT,US,22.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104482,,741 M A352,,5.000000,CIFT,US,22.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104483,,757 Z A2031,,18.000000,CIFT,US,34.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104484,,757 SZ A8805,,9.000000,CIFT,US,41.300000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104485,,757 SZ A5111,,9.000000,CIFT,US,74.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104486,,757 SZ A5112,,9.000000,CIFT,US,51.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104487,,757 SZ A7275,,18.000000,CIFT,US,46.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104488,,757 SZ A5100,,9.000000,CIFT,US,46.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104489,,757 SZ A8750,,9.000000,CIFT,US,35.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104490,,662 M A04,,9.000000,CIFT,US,22.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104491,,662 MB A04,,2.000000,CIFT,US,22.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104492,,662 M AECCO,,5.000000,CIFT,US,32.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104493,,662 MB AECCO,,0.000000,CIFT,US,32.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104494,,662 M AECC1,,4.000000,CIFT,US,22.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104495,,662 MB AECCO1,,0.000000,CIFT,US,32.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104496,,662 M A1002,,5.000000,CIFT,US,23.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104497,,662 M A6,,2.000000,CIFT,US,32.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104498,,662 M A7,,4.000000,CIFT,US,32.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104499,,662 G A1002,,16.000000,CIFT,US,23.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104500,,662 M A118KT,,4.000000,CIFT,US,26.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104501,,815 M A1301,,7.000000,CIFT,US,18.900000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104502,,815 MB A1301,,0.000000,CIFT,US,19.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104503,,815 M A1302,,3.000000,CIFT,US,18.900000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104504,,815 MB A1302,,3.000000,CIFT,US,21.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104505,,822 M A78,,6.000000,CIFT,US,35.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104506,,822 M A79,,10.000000,CIFT,US,35.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104507,,822 MB A78,,0.000000,CIFT,US,37.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104508,,822 MB A79,,4.000000,CIFT,US,37.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104509,,822 M A050,,18.000000,CIFT,US,30.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104510,,822 G A78,,3.000000,CIFT,US,35.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104511,,822 G A79,,6.000000,CIFT,US,35.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43338,104512,,822 G A22,,9.000000,CIFT,US,35.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104634,,408 KM A123,,214.000000,CIFT,US,48.300000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104635,,758 SF A900,,216.000000,CIFT,US,22.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104636,,758 DB A900,,214.000000,CIFT,US,21.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104637,,758 SG A1000 ,,216.000000,CIFT,US,26.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104638,,758 SM A1000 ,,216.000000,CIFT,US,28.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104639,,891 I A500,,306.000000,CIFT,US,8.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104640,,891 B A500,,314.000000,CIFT,US,8.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104641,,891 P A500,,315.000000,CIFT,US,8.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104642,,891 F A500,,212.000000,CIFT,US,8.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104643,,891 I A503,,208.000000,CIFT,US,7.700000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104644,,891 B A503,,207.000000,CIFT,US,7.700000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104645,,891 B A505,,207.000000,CIFT,US,7.700000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104646,,891 I A505,,207.000000,CIFT,US,7.700000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104647,,931 B A001,,305.000000,CIFT,US,9.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104648,,931 P A001,,302.000000,CIFT,US,9.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104649,,931 F A001,,314.000000,CIFT,US,9.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104650,,931 B A002,,201.000000,CIFT,US,7.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104651,,931 P A002,,208.000000,CIFT,US,10.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104652,,931 F A002,,207.000000,CIFT,US,7.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104653,,868 B A1006,,614.000000,CIFT,US,6.300000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104654,,868 P A1006,,621.000000,CIFT,US,6.300000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104655,,868 F A1006,,618.000000,CIFT,US,6.300000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104656,,868 P A051C,,106.000000,CIFT,US,9.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104657,,868 F A051C,,108.000000,CIFT,US,9.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104658,,006 B A900,,202.000000,CIFT,US,18.200000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104659,,006 P A900,,204.000000,CIFT,US,18.200000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104660,,006 F A900,,201.000000,CIFT,US,18.200000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104661,,006 B A800,,202.000000,CIFT,US,18.200000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104662,,006 P A800,,205.000000,CIFT,US,18.200000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104663,,006 F A800,,203.000000,CIFT,US,18.200000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104664,,006 SP A1002,,210.000000,CIFT,US,25.900000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104665,,006 SF A1002,,212.000000,CIFT,US,25.900000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104666,,006 SB A1001,,210.000000,CIFT,US,22.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104667,,006 SP A1001,,210.000000,CIFT,US,25.900000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104668,,006 SF A1001,,212.000000,CIFT,US,25.900000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104669,,006 SB A1004,,206.000000,CIFT,US,22.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104670,,006 SP A1004,,202.000000,CIFT,US,15.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104671,,006 SF A1003,,203.000000,CIFT,US,15.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104672,,837 P A01,,100.000000,CIFT,US,8.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104673,,837 F A01,,101.000000,CIFT,US,8.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104674,,837 P A02,,101.000000,CIFT,US,8.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104675,,837 F A02,,100.000000,CIFT,US,8.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104676,,837 I A03,,202.000000,CIFT,US,15.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104677,,837 B A03,,203.000000,CIFT,US,15.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104678,,837 P A03,,201.000000,CIFT,US,15.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104679,,837 F A03,,200.000000,CIFT,US,15.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104680,,769 KB A120,,103.000000,CIFT,US,24.500000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104681,,769 KP A120,,100.000000,CIFT,US,26.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104682,,769 KF A120,,102.000000,CIFT,US,29.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104683,,769 KB A125,,104.000000,CIFT,US,24.500000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104684,,769 KP A125,,104.000000,CIFT,US,26.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104685,,769 KF A125,,100.000000,CIFT,US,29.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104686,,903 SZ A17389,,108.000000,CIFT,US,67.900000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104687,,903 YZ A21586,,108.000000,CIFT,US,77.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104688,,938 KM A50,,108.000000,CIFT,US,58.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104689,,938 SM A50,,216.000000,CIFT,US,48.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104690,,938 KG A50,,108.000000,CIFT,US,58.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104691,,938 SG A50,,216.000000,CIFT,US,48.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104692,,943 SM A926,,200.000000,CIFT,US,24.500000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104693,,943 SM A927,,200.000000,CIFT,US,24.500000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104694,,933 Z A100,,309.000000,CIFT,US,7.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104695,,933 Z A101,,311.000000,CIFT,US,7.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104696,,933 Z A102,,415.000000,CIFT,US,7.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104697,,851 M A5137,,200.000000,CIFT,US,15.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104698,,851 M A5141,,203.000000,CIFT,US,15.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104699,,930 Z AFS4,,407.000000,CIFT,US,9.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104700,,930 M AFS4,,306.000000,CIFT,US,9.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104701,,819 M A106,,206.000000,CIFT,US,16.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104702,,819 M A108,,204.000000,CIFT,US,16.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104703,,819 M A109,,210.000000,CIFT,US,21.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104704,,910 M A2301,,208.000000,CIFT,US,39.200000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104705,,910 MB A2301,,203.000000,CIFT,US,59.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104706,,901 SZ A202,,215.000000,CIFT,US,30.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104707,,901 SZ A204,,216.000000,CIFT,US,30.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104708,,869 Z A1000,,210.000000,CIFT,US,13.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104709,,869 M A1000 ,,203.000000,CIFT,US,9.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104710,,932 M A725,,201.000000,CIFT,US,23.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104711,,932 M A301,,213.000000,CIFT,US,34.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104712,,889 Z A790,,106.000000,CIFT,US,30.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104713,,889 Z A892,,102.000000,CIFT,US,30.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104714,,889 Z A787,,105.000000,CIFT,US,30.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104715,,889 Z A5014,,102.000000,CIFT,US,30.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104716,,881 Z A1026,,203.000000,CIFT,US,16.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104717,,881 Z A1029,,206.000000,CIFT,US,16.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104718,,881 Z A1030,,203.000000,CIFT,US,16.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104719,,923 M A42FST,,201.000000,CIFT,US,14.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104720,,923 Z A41FST,,209.000000,CIFT,US,8.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104721,,923 M A41FST,,201.000000,CIFT,US,8.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104722,,923 MB A41FST,,200.000000,CIFT,US,9.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104723,,403 M A02,,209.000000,CIFT,US,37.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104724,,403 M A319,,16.000000,CIFT,US,58.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104725,,783 M A20,,201.000000,CIFT,US,12.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104726,,783 M A101,,100.000000,CIFT,US,12.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104727,,783 M A44DUZ,,102.000000,CIFT,US,12.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104728,,783 M A61,,204.000000,CIFT,US,18.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104729,,867 M A075JUR,,102.000000,CIFT,US,32.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104730,,867 M A75,,102.000000,CIFT,US,23.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104731,,867 M A076DUZ,,101.000000,CIFT,US,32.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104732,,867 M A94,,200.000000,CIFT,US,22.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104733,,867 M A077,,203.000000,CIFT,US,22.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104734,,867 M A86,,107.000000,CIFT,US,34.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104735,,867 M A091DUZ,,100.000000,CIFT,US,22.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104736,,864 Z A101,,206.000000,CIFT,US,18.200000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104737,,864 Z A1005,,202.000000,CIFT,US,18.200000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104738,,863 Z A115,,210.000000,CIFT,US,24.500000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104739,,863 Z A2055-1,,101.000000,CIFT,US,24.500000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104740,,863 Z A2025-1,,102.000000,CIFT,US,24.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104741,,863 Z A241,,200.000000,CIFT,US,20.300000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104742,,863 SZ A356,,214.000000,CIFT,US,28.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104743,,863 KZ A2053,,110.000000,CIFT,US,35.700000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104744,,001 Z AELISPOLY,,428.000000,CIFT,US,2.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104745,,001 M AFASTSTEP,,204.000000,CIFT,US,4.200000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104746,,792 Z A300,,206.000000,CIFT,US,17.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104747,,792 Z A400,,202.000000,CIFT,US,16.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104748,,792 Z A321,,103.000000,CIFT,US,14.700000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104749,,792 Z A04,,105.000000,CIFT,US,15.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104750,,792 Z A6011,,208.000000,CIFT,US,15.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104751,,629 Z A501-1001,,412.000000,CIFT,US,14.700000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104752,,879 M A203,,204.000000,CIFT,US,19.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104753,,879 M A204,,210.000000,CIFT,US,19.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104754,,770 P A916,,100.000000,CIFT,US,18.200000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104755,,770 F A916,,101.000000,CIFT,US,18.200000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104756,,770 G A916,,101.000000,CIFT,US,30.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104757,,770 P A917,,100.000000,CIFT,US,18.200000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104758,,770 F A917,,100.000000,CIFT,US,18.200000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104759,,628 G ADAXFAST,,215.000000,CIFT,US,20.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104760,,628 M ADAXFAST,,219.000000,CIFT,US,20.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104761,,628 MB ADAXFAST,,204.000000,CIFT,US,22.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104762,,628 M A01,,304.000000,CIFT,US,23.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104763,,628 M A02,,102.000000,CIFT,US,16.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104764,,628 M A1003,,204.000000,CIFT,US,23.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104765,,359 Z A023,,205.000000,CIFT,US,15.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104766,,359 Z A211,,202.000000,CIFT,US,15.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104767,,359 Z A490,,206.000000,CIFT,US,15.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104768,,359 Z A481,,204.000000,CIFT,US,15.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104769,,095 M A4051-1,,211.000000,CIFT,US,20.300000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104770,,095 M A2008-1-1,,205.000000,CIFT,US,20.300000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104771,,095 SM A5000,,200.000000,CIFT,US,23.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104772,,095 SM A123-1,,201.000000,CIFT,US,24.500000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104773,,095 SM A5025,,208.000000,CIFT,US,34.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104774,,257 Z A045,,202.000000,CIFT,US,18.200000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104775,,257 Z A046,,305.000000,CIFT,US,18.200000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104776,,257 SZ A620,,216.000000,CIFT,US,51.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104777,,723 M A709,,108.000000,CIFT,US,29.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104778,,723 M A2021-1,,206.000000,CIFT,US,33.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104779,,723 MB A2021-1,,205.000000,CIFT,US,51.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104780,,723 M A8125,,100.000000,CIFT,US,31.500000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104781,,723 M A101,,206.000000,CIFT,US,29.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104782,,723 M A120,,204.000000,CIFT,US,31.500000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104783,,723 SM A2030,,209.000000,CIFT,US,33.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104784,,723 SMB A2030,,210.000000,CIFT,US,50.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104785,,726 M A2715,,101.000000,CIFT,US,25.900000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104786,,726 M A2716,,102.000000,CIFT,US,25.900000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104787,,726 M A2541,,204.000000,CIFT,US,40.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104788,,741 M A2012,,201.000000,CIFT,US,22.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104789,,741 M A2012-10,,201.000000,CIFT,US,15.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104790,,741 M A352,,104.000000,CIFT,US,22.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104791,,757 Z A2031,,220.000000,CIFT,US,23.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104792,,757 SZ A8805,,108.000000,CIFT,US,41.300000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104793,,757 SZ A5111,,104.000000,CIFT,US,74.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104794,,757 SZ A5112,,108.000000,CIFT,US,51.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104795,,757 SZ A7275,,216.000000,CIFT,US,46.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104796,,757 SZ A5100,,108.000000,CIFT,US,46.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104797,,757 SZ A8750,,108.000000,CIFT,US,35.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104798,,662 M A04,,209.000000,CIFT,US,22.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104799,,662 MB A04,,203.000000,CIFT,US,22.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104800,,662 M AECCO,,203.000000,CIFT,US,32.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104801,,662 MB AECCO,,201.000000,CIFT,US,32.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104802,,662 M AECC1,,204.000000,CIFT,US,22.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104803,,662 MB AECCO1,,200.000000,CIFT,US,22.400000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104804,,662 M A1002,,204.000000,CIFT,US,23.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104805,,662 M A6,,102.000000,CIFT,US,32.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104806,,662 M A7,,104.000000,CIFT,US,32.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104807,,662 G A1002,,313.000000,CIFT,US,23.100000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104808,,662 M A118KT,,100.000000,CIFT,US,26.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104809,,815 M A1301,,205.000000,CIFT,US,18.900000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104810,,815 MB A1301,,201.000000,CIFT,US,19.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104811,,815 M A1302,,201.000000,CIFT,US,18.900000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104812,,815 MB A1302,,203.000000,CIFT,US,21.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104813,,822 M A78,,204.000000,CIFT,US,35.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104814,,822 MB A78,,200.000000,CIFT,US,37.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104815,,822 M A79,,208.000000,CIFT,US,35.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104816,,822 MB A79,,204.000000,CIFT,US,37.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104817,,822 M A050,,214.000000,CIFT,US,30.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104818,,822 G A78,,105.000000,CIFT,US,35.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104819,,822 G A79,,107.000000,CIFT,US,35.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104820,,822 G A22,,110.000000,CIFT,US,35.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104821,,877 B A105P,,615.000000,CIFT,US,5.600000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104822,,877 P A105P,,626.000000,CIFT,US,6.300000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104823,,877 F A105P,,619.000000,CIFT,US,6.300000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104824,,877 X A125P,,211.000000,CIFT,US,6.300000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104825,,865 M A5010,,209.000000,CIFT,US,9.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104826,,865 M A5026,,517.000000,CIFT,US,10.500000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104827,,865 M A5031,,506.000000,CIFT,US,18.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104828,,865 M A5028,,403.000000,CIFT,US,18.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104829,,865 Z A5010,,204.000000,CIFT,US,9.800000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104830,,865 Z A5029,,212.000000,CIFT,US,14.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104831,,865 Z A5030,,404.000000,CIFT,US,13.000000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104832,,858 M A400,,200.000000,CIFT,US,10.500000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104833,,858 M A405,,100.000000,CIFT,US,10.500000,0.00,0.000000,0.00,,,,,,,,,,,,
43387,104834,,858 M A410,,200.000000,CIFT,US,10.500000,0.00,0.000000,0.00,,,,,,,,,,,,
