FisNo,FisTar,Location,CM,CMKod,BelgeNo,Durum,OzKod1,OzKod2,OzKod3,OzKod4,OzKod5,Onay1,OnayTar1,insUN,insDT,updUN,updDT
5368,2022-03-06 21:52:40.780000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:52:40.780000,sa,2022-03-06 21:52:40.780000
5369,2022-03-06 21:52:41.997000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:52:41.997000,sa,2022-03-06 21:52:41.997000
5370,2022-03-06 21:52:43.230000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:52:43.230000,sa,2022-03-06 21:52:43.230000
5371,2022-03-06 21:52:43.650000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:52:43.650000,sa,2022-03-06 21:52:43.650000
5372,2022-03-06 21:52:44.947000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:52:44.947000,sa,2022-03-06 21:52:44.947000
5373,2022-03-06 21:52:46.230000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:52:46.230000,sa,2022-03-06 21:52:46.230000
5374,2022-03-06 21:52:48.547000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:52:48.547000,sa,2022-03-06 21:52:48.547000
5375,2022-03-06 21:52:49.857000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:52:49.857000,sa,2022-03-06 21:52:49.857000
5376,2022-03-06 21:52:51.117000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:52:51.117000,sa,2022-03-06 21:52:51.117000
5377,2022-03-06 21:52:52.583000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:52:52.583000,sa,2022-03-06 21:52:52.583000
5378,2022-03-06 21:52:53.940000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:52:53.940000,sa,2022-03-06 21:52:53.940000
5379,2022-03-06 21:52:54.300000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:52:54.300000,sa,2022-03-06 21:52:54.300000
5380,2022-03-06 21:52:55.653000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:52:55.653000,sa,2022-03-06 21:52:55.653000
5381,2022-03-06 21:52:56.897000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:52:56.897000,sa,2022-03-06 21:52:56.897000
5382,2022-03-06 21:52:58.297000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:52:58.297000,sa,2022-03-06 21:52:58.297000
5383,2022-03-06 21:52:59.580000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:52:59.580000,sa,2022-03-06 21:52:59.580000
5384,2022-03-06 21:53:00.997000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:00.997000,sa,2022-03-06 21:53:00.997000
5385,2022-03-06 21:53:02.440000,KS013,M,KS0130000000016,,,,,,,,,,sa,2022-03-06 21:53:02.440000,sa,2022-03-06 21:53:02.440000
5386,2022-03-06 21:53:03.910000,KS013,M,KS0130000000017,,,,,,,,,,sa,2022-03-06 21:53:03.910000,sa,2022-03-06 21:53:03.910000
5387,2022-03-06 21:53:05.453000,KS012,M,KS0120000000007,,,,,,,,,,sa,2022-03-06 21:53:05.453000,sa,2022-03-06 21:53:05.453000
5388,2022-03-06 21:53:06.830000,KS012,M,KS0120000000008,,,,,,,,,,sa,2022-03-06 21:53:06.830000,sa,2022-03-06 21:53:06.830000
5389,2022-03-06 21:53:08.220000,KS012,M,KS0120000000009,,,,,,,,,,sa,2022-03-06 21:53:08.220000,sa,2022-03-06 21:53:08.220000
5390,2022-03-06 21:53:08.547000,KS012,M,KS0120000000009,,,,,,,,,,sa,2022-03-06 21:53:08.547000,sa,2022-03-06 21:53:08.547000
5391,2022-03-06 21:53:09.973000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:09.973000,sa,2022-03-06 21:53:09.973000
5392,2022-03-06 21:53:11.247000,KS013,M,KS0130000000018,,,,,,,,,,sa,2022-03-06 21:53:11.247000,sa,2022-03-06 21:53:11.247000
5393,2022-03-06 21:53:12.527000,KS012,M,KS0120000000010,,,,,,,,,,sa,2022-03-06 21:53:12.527000,sa,2022-03-06 21:53:12.527000
5394,2022-03-06 21:53:13.880000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:13.880000,sa,2022-03-06 21:53:13.880000
5395,2022-03-06 21:53:14.290000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:14.290000,sa,2022-03-06 21:53:14.290000
5396,2022-03-06 21:53:15.587000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:15.587000,sa,2022-03-06 21:53:15.587000
5397,2022-03-06 21:53:15.953000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:15.953000,sa,2022-03-06 21:53:15.953000
5398,2022-03-06 21:53:17.350000,KS013,M,KS0130000000019,,,,,,,,,,sa,2022-03-06 21:53:17.350000,sa,2022-03-06 21:53:17.350000
5399,2022-03-06 21:53:18.700000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:18.700000,sa,2022-03-06 21:53:18.700000
5400,2022-03-06 21:53:19.983000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:19.983000,sa,2022-03-06 21:53:19.983000
5401,2022-03-06 21:53:21.350000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:21.350000,sa,2022-03-06 21:53:21.350000
5402,2022-03-06 21:53:21.690000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:21.690000,sa,2022-03-06 21:53:21.690000
5403,2022-03-06 21:53:22.040000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:22.040000,sa,2022-03-06 21:53:22.040000
5404,2022-03-06 21:53:23.340000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:23.340000,sa,2022-03-06 21:53:23.340000
5405,2022-03-06 21:53:24.693000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:24.693000,sa,2022-03-06 21:53:24.693000
5406,2022-03-06 21:53:25.960000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:25.960000,sa,2022-03-06 21:53:25.960000
5407,2022-03-06 21:53:27.490000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:27.490000,sa,2022-03-06 21:53:27.490000
5408,2022-03-06 21:53:28.803000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:28.803000,sa,2022-03-06 21:53:28.803000
5409,2022-03-06 21:53:30.143000,KS012,M,KS0120000000011,,,,,,,,,,sa,2022-03-06 21:53:30.143000,sa,2022-03-06 21:53:30.143000
5410,2022-03-06 21:53:31.590000,KS013,M,KS0130000000020,,,,,,,,,,sa,2022-03-06 21:53:31.590000,sa,2022-03-06 21:53:31.590000
5411,2022-03-06 21:53:31.987000,KS013,M,KS0130000000020,,,,,,,,,,sa,2022-03-06 21:53:31.987000,sa,2022-03-06 21:53:31.987000
5412,2022-03-06 21:53:33.340000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:33.340000,sa,2022-03-06 21:53:33.340000
5413,2022-03-06 21:53:34.650000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:34.650000,sa,2022-03-06 21:53:34.650000
5414,2022-03-06 21:53:36.053000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:36.053000,sa,2022-03-06 21:53:36.053000
5415,2022-03-06 21:53:37.483000,KS013,M,KS0130000000021,,,,,,,,,,sa,2022-03-06 21:53:37.483000,sa,2022-03-06 21:53:37.483000
5416,2022-03-06 21:53:38.817000,KS013,M,KS0130000000022,,,,,,,,,,sa,2022-03-06 21:53:38.817000,sa,2022-03-06 21:53:38.817000
5417,2022-03-06 21:53:39.200000,KS013,M,KS0130000000022,,,,,,,,,,sa,2022-03-06 21:53:39.200000,sa,2022-03-06 21:53:39.200000
5418,2022-03-06 21:53:40.563000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:40.563000,sa,2022-03-06 21:53:40.563000
5419,2022-03-06 21:53:40.930000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:40.930000,sa,2022-03-06 21:53:40.930000
5420,2022-03-06 21:53:42.137000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:42.137000,sa,2022-03-06 21:53:42.137000
5421,2022-03-06 21:53:42.527000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:42.527000,sa,2022-03-06 21:53:42.527000
5422,2022-03-06 21:53:44.060000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:44.060000,sa,2022-03-06 21:53:44.060000
5423,2022-03-06 21:53:45.287000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:45.287000,sa,2022-03-06 21:53:45.287000
5424,2022-03-06 21:53:46.493000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:46.493000,sa,2022-03-06 21:53:46.493000
5425,2022-03-06 21:53:46.897000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:46.897000,sa,2022-03-06 21:53:46.897000
5426,2022-03-06 21:53:47.307000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:47.307000,sa,2022-03-06 21:53:47.307000
5427,2022-03-06 21:53:48.877000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:48.877000,sa,2022-03-06 21:53:48.877000
5428,2022-03-06 21:53:49.250000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:49.250000,sa,2022-03-06 21:53:49.250000
5429,2022-03-06 21:53:50.850000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:50.850000,sa,2022-03-06 21:53:50.850000
5430,2022-03-06 21:53:52.417000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:52.417000,sa,2022-03-06 21:53:52.417000
5431,2022-03-06 21:53:52.857000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:52.857000,sa,2022-03-06 21:53:52.857000
5432,2022-03-06 21:53:54.223000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:54.223000,sa,2022-03-06 21:53:54.223000
5433,2022-03-06 21:53:54.597000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:53:54.597000,sa,2022-03-06 21:53:54.597000
5434,2022-03-06 21:53:55.917000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:55.917000,sa,2022-03-06 21:53:55.917000
5435,2022-03-06 21:53:56.337000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:56.337000,sa,2022-03-06 21:53:56.337000
5436,2022-03-06 21:53:57.663000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:57.663000,sa,2022-03-06 21:53:57.663000
5437,2022-03-06 21:53:59.063000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:59.063000,sa,2022-03-06 21:53:59.063000
5438,2022-03-06 21:53:59.380000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:53:59.380000,sa,2022-03-06 21:53:59.380000
5439,2022-03-06 21:54:01.283000,KS013,M,KS0130000000023,,,,,,,,,,sa,2022-03-06 21:54:01.283000,sa,2022-03-06 21:54:01.283000
5440,2022-03-06 21:54:02.710000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:54:02.710000,sa,2022-03-06 21:54:02.710000
5441,2022-03-06 21:54:04.127000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:54:04.127000,sa,2022-03-06 21:54:04.127000
5442,2022-03-06 21:54:05.740000,KS013,M,KS0130000000024,,,,,,,,,,sa,2022-03-06 21:54:05.740000,sa,2022-03-06 21:54:05.740000
5443,2022-03-06 21:54:07.267000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:54:07.267000,sa,2022-03-06 21:54:07.267000
5444,2022-03-06 21:54:08.887000,KS013,M,KS0130000000025,,,,,,,,,,sa,2022-03-06 21:54:08.887000,sa,2022-03-06 21:54:08.887000
5445,2022-03-06 21:54:10.387000,KS013,M,KS0130000000026,,,,,,,,,,sa,2022-03-06 21:54:10.387000,sa,2022-03-06 21:54:10.387000
5446,2022-03-06 21:54:11.870000,KS012,M,KS0120000000012,,,,,,,,,,sa,2022-03-06 21:54:11.870000,sa,2022-03-06 21:54:11.870000
5447,2022-03-06 21:54:12.370000,KS012,M,KS0120000000012,,,,,,,,,,sa,2022-03-06 21:54:12.370000,sa,2022-03-06 21:54:12.370000
5448,2022-03-06 21:54:12.913000,KS012,M,KS0120000000012,,,,,,,,,,sa,2022-03-06 21:54:12.913000,sa,2022-03-06 21:54:12.913000
5449,2022-03-06 21:54:14.690000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:54:14.690000,sa,2022-03-06 21:54:14.690000
5450,2022-03-06 21:54:16.310000,KS013,M,KS0130000000027,,,,,,,,,,sa,2022-03-06 21:54:16.310000,sa,2022-03-06 21:54:16.310000
5451,2022-03-06 21:54:16.800000,KS013,M,KS0130000000027,,,,,,,,,,sa,2022-03-06 21:54:16.800000,sa,2022-03-06 21:54:16.800000
5452,2022-03-06 21:54:17.270000,KS013,M,KS0130000000027,,,,,,,,,,sa,2022-03-06 21:54:17.270000,sa,2022-03-06 21:54:17.270000
5453,2022-03-06 21:54:19.697000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:54:19.697000,sa,2022-03-06 21:54:19.697000
5454,2022-03-06 21:54:20.197000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:54:20.197000,sa,2022-03-06 21:54:20.197000
5455,2022-03-06 21:54:21.770000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:54:21.770000,sa,2022-03-06 21:54:21.770000
5456,2022-03-06 21:54:23.353000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:54:23.353000,sa,2022-03-06 21:54:23.353000
5457,2022-03-06 21:54:24.930000,KS013,M,KS0130000000028,,,,,,,,,,sa,2022-03-06 21:54:24.930000,sa,2022-03-06 21:54:24.930000
5458,2022-03-06 21:54:26.443000,KS013,M,KS0130000000029,,,,,,,,,,sa,2022-03-06 21:54:26.443000,sa,2022-03-06 21:54:26.443000
5459,2022-03-06 21:54:28.073000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:54:28.073000,sa,2022-03-06 21:54:28.073000
5460,2022-03-06 21:54:28.563000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:54:28.563000,sa,2022-03-06 21:54:28.563000
5461,2022-03-06 21:54:30.293000,KS013,M,KS0130000000030,,,,,,,,,,sa,2022-03-06 21:54:30.293000,sa,2022-03-06 21:54:30.293000
5462,2022-03-06 21:54:31.923000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:54:31.923000,sa,2022-03-06 21:54:31.923000
5463,2022-03-06 21:54:33.547000,KS013,M,KS0130000000031,,,,,,,,,,sa,2022-03-06 21:54:33.547000,sa,2022-03-06 21:54:33.547000
5464,2022-03-06 21:54:34.030000,KS013,M,KS0130000000031,,,,,,,,,,sa,2022-03-06 21:54:34.030000,sa,2022-03-06 21:54:34.030000
5465,2022-03-06 21:54:36.583000,KS012,M,KS0120000000013,,,,,,,,,,sa,2022-03-06 21:54:36.583000,sa,2022-03-06 21:54:36.583000
5466,2022-03-06 21:54:40.047000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:54:40.063000,sa,2022-03-06 21:54:40.063000
5467,2022-03-06 21:54:43.667000,KS012,M,KS0120000000014,,,,,,,,,,sa,2022-03-06 21:54:43.667000,sa,2022-03-06 21:54:43.667000
5468,2022-03-06 21:54:45.977000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:54:45.977000,sa,2022-03-06 21:54:45.977000
5469,2022-03-06 21:54:46.410000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:54:46.410000,sa,2022-03-06 21:54:46.410000
5470,2022-03-06 21:54:48.420000,KS012,M,KS0120000000015,,,,,,,,,,sa,2022-03-06 21:54:48.420000,sa,2022-03-06 21:54:48.420000
5471,2022-03-06 21:54:50.203000,KS012,M,KS0120000000016,,,,,,,,,,sa,2022-03-06 21:54:50.203000,sa,2022-03-06 21:54:50.220000
5472,2022-03-06 21:54:52.220000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:54:52.220000,sa,2022-03-06 21:54:52.220000
5473,2022-03-06 21:54:53.990000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:54:53.990000,sa,2022-03-06 21:54:53.990000
5474,2022-03-06 21:54:55.720000,KS012,M,KS0120000000017,,,,,,,,,,sa,2022-03-06 21:54:55.720000,sa,2022-03-06 21:54:55.720000
5475,2022-03-06 21:54:57.523000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:54:57.523000,sa,2022-03-06 21:54:57.523000
5476,2022-03-06 21:54:58.017000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:54:58.017000,sa,2022-03-06 21:54:58.017000
5477,2022-03-06 21:54:59.900000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:54:59.900000,sa,2022-03-06 21:54:59.900000
5478,2022-03-06 21:55:01.857000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:01.857000,sa,2022-03-06 21:55:01.857000
5479,2022-03-06 21:55:03.720000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:03.720000,sa,2022-03-06 21:55:03.720000
5480,2022-03-06 21:55:05.450000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:05.450000,sa,2022-03-06 21:55:05.450000
5481,2022-03-06 21:55:07.153000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:07.153000,sa,2022-03-06 21:55:07.153000
5482,2022-03-06 21:55:07.700000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:07.700000,sa,2022-03-06 21:55:07.700000
5483,2022-03-06 21:55:09.490000,KS013,M,KS0130000000032,,,,,,,,,,sa,2022-03-06 21:55:09.490000,sa,2022-03-06 21:55:09.490000
5484,2022-03-06 21:55:10,KS013,M,KS0130000000032,,,,,,,,,,sa,2022-03-06 21:55:10,sa,2022-03-06 21:55:10
5485,2022-03-06 21:55:10.567000,KS013,M,KS0130000000032,,,,,,,,,,sa,2022-03-06 21:55:10.567000,sa,2022-03-06 21:55:10.567000
5486,2022-03-06 21:55:11.007000,KS013,M,KS0130000000032,,,,,,,,,,sa,2022-03-06 21:55:11.007000,sa,2022-03-06 21:55:11.007000
5487,2022-03-06 21:55:11.507000,KS013,M,KS0130000000032,,,,,,,,,,sa,2022-03-06 21:55:11.507000,sa,2022-03-06 21:55:11.507000
5488,2022-03-06 21:55:13.210000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:13.210000,sa,2022-03-06 21:55:13.210000
5489,2022-03-06 21:55:14.877000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:14.877000,sa,2022-03-06 21:55:14.877000
5490,2022-03-06 21:55:16.450000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:16.450000,sa,2022-03-06 21:55:16.450000
5491,2022-03-06 21:55:17.943000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:55:17.943000,sa,2022-03-06 21:55:17.943000
5492,2022-03-06 21:55:19.393000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:19.393000,sa,2022-03-06 21:55:19.393000
5493,2022-03-06 21:55:20.777000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:55:20.777000,sa,2022-03-06 21:55:20.777000
5494,2022-03-06 21:55:22.220000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:55:22.220000,sa,2022-03-06 21:55:22.220000
5495,2022-03-06 21:55:22.707000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:55:22.707000,sa,2022-03-06 21:55:22.707000
5496,2022-03-06 21:55:23.730000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:55:23.730000,sa,2022-03-06 21:55:23.730000
5497,2022-03-06 21:55:25.737000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:55:25.737000,sa,2022-03-06 21:55:25.737000
5498,2022-03-06 21:55:27.693000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:27.693000,sa,2022-03-06 21:55:27.693000
5499,2022-03-06 21:55:29.760000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:55:29.760000,sa,2022-03-06 21:55:29.760000
5500,2022-03-06 21:55:31.363000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:31.363000,sa,2022-03-06 21:55:31.363000
5501,2022-03-06 21:55:33.013000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:33.013000,sa,2022-03-06 21:55:33.013000
5502,2022-03-06 21:55:34.670000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:55:34.670000,sa,2022-03-06 21:55:34.670000
5503,2022-03-06 21:55:36.340000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:36.340000,sa,2022-03-06 21:55:36.357000
5504,2022-03-06 21:55:38.003000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:55:38.003000,sa,2022-03-06 21:55:38.003000
5505,2022-03-06 21:55:38.490000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:55:38.490000,sa,2022-03-06 21:55:38.490000
5506,2022-03-06 21:55:40.263000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:40.263000,sa,2022-03-06 21:55:40.263000
5507,2022-03-06 21:55:41.853000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:41.853000,sa,2022-03-06 21:55:41.853000
5508,2022-03-06 21:55:43.500000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:43.500000,sa,2022-03-06 21:55:43.500000
5509,2022-03-06 21:55:45.100000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:55:45.100000,sa,2022-03-06 21:55:45.100000
5510,2022-03-06 21:55:46.687000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:46.687000,sa,2022-03-06 21:55:46.697000
5511,2022-03-06 21:55:48.313000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:48.313000,sa,2022-03-06 21:55:48.313000
5512,2022-03-06 21:55:50.940000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:55:50.953000,sa,2022-03-06 21:55:50.953000
5513,2022-03-06 21:55:52.657000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:55:52.670000,sa,2022-03-06 21:55:52.670000
5514,2022-03-06 21:55:53.493000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:55:53.493000,sa,2022-03-06 21:55:53.493000
5515,2022-03-06 21:55:55.163000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:55:55.163000,sa,2022-03-06 21:55:55.163000
5516,2022-03-06 21:55:56.747000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:55:56.747000,sa,2022-03-06 21:55:56.747000
5517,2022-03-06 21:55:58.247000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:58.247000,sa,2022-03-06 21:55:58.247000
5518,2022-03-06 21:55:59.790000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:55:59.790000,sa,2022-03-06 21:55:59.790000
5519,2022-03-06 21:56:00.260000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:00.260000,sa,2022-03-06 21:56:00.260000
5520,2022-03-06 21:56:01.740000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:56:01.740000,sa,2022-03-06 21:56:01.740000
5521,2022-03-06 21:56:03.310000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:56:03.327000,sa,2022-03-06 21:56:03.327000
5522,2022-03-06 21:56:04.873000,KS012,M,KS0120000000018,,,,,,,,,,sa,2022-03-06 21:56:04.873000,sa,2022-03-06 21:56:04.873000
5523,2022-03-06 21:56:06.320000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:06.320000,sa,2022-03-06 21:56:06.320000
5524,2022-03-06 21:56:07.847000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:56:07.847000,sa,2022-03-06 21:56:07.847000
5525,2022-03-06 21:56:09.297000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:09.297000,sa,2022-03-06 21:56:09.297000
5526,2022-03-06 21:56:09.843000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:09.843000,sa,2022-03-06 21:56:09.843000
5527,2022-03-06 21:56:11.593000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:11.607000,sa,2022-03-06 21:56:11.607000
5528,2022-03-06 21:56:12.963000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:56:12.963000,sa,2022-03-06 21:56:12.963000
5529,2022-03-06 21:56:14.420000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:56:14.420000,sa,2022-03-06 21:56:14.420000
5530,2022-03-06 21:56:15.963000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:15.963000,sa,2022-03-06 21:56:15.963000
5531,2022-03-06 21:56:17.547000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:17.547000,sa,2022-03-06 21:56:17.547000
5532,2022-03-06 21:56:19.110000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:56:19.110000,sa,2022-03-06 21:56:19.110000
5533,2022-03-06 21:56:20.577000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:56:20.577000,sa,2022-03-06 21:56:20.577000
5534,2022-03-06 21:56:21.060000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:56:21.060000,sa,2022-03-06 21:56:21.060000
5535,2022-03-06 21:56:22.643000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:22.643000,sa,2022-03-06 21:56:22.643000
5536,2022-03-06 21:56:24.267000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:24.267000,sa,2022-03-06 21:56:24.267000
5537,2022-03-06 21:56:25.953000,KS012,M,KS0120000000019,,,,,,,,,,sa,2022-03-06 21:56:25.953000,sa,2022-03-06 21:56:25.953000
5538,2022-03-06 21:56:27.390000,KS012,M,KS0120000000020,,,,,,,,,,sa,2022-03-06 21:56:27.390000,sa,2022-03-06 21:56:27.390000
5539,2022-03-06 21:56:28.900000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:28.900000,sa,2022-03-06 21:56:28.900000
5540,2022-03-06 21:56:30.410000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:30.410000,sa,2022-03-06 21:56:30.410000
