FisNo,Bolum,FisTip,FisTar,BelgeNo,Kasa,Location,CariKod,OzKod1,OzKod2,MuhKod,MuhFisNo,iptal,MM,insUN,insDT,updUN,updDT,locked,CreaterApp,OzKod3,OzKod4,OzKod5,LastUpdate,LastCalculate,MakbuzSerino,MakbuzNo,NoBaBs,NeedCalculate
684890,C,BD,2023-01-08 12:28:42,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-09 12:29:55.713000,BERRIN,2023-01-09 12:29:55.713000,,,,,,2023-01-09 12:29:55.743000,2023-01-09 12:29:56.150000,,,,0
684891,C,BD,2023-01-07 12:29:59,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-09 12:30:20.757000,BERRIN,2023-01-09 12:30:20.757000,,,,,,2023-01-09 12:30:20.783000,2023-01-09 12:30:21.177000,,,,0
684892,C,BD,2023-01-06 12:30:25,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-09 12:31:02.673000,BERRIN,2023-01-09 12:31:02.673000,,,,,,2023-01-09 12:31:02.703000,2023-01-09 12:31:03.020000,,,,0
684893,C,BD,2023-01-07 15:55:03,PERS BNK,,KS006,,,,,0,,,laleli,2023-01-09 12:50:12.397000,laleli,2023-01-09 13:19:08.527000,,,,,,2023-01-09 13:19:08.527000,2023-01-09 13:19:10.470000,,,,0
684894,C,BD,2023-01-07 11:35:53,EK MESAİ,,KS006,,,,,0,,,laleli,2023-01-09 13:36:06.970000,laleli,2023-01-09 13:59:42.820000,,,,,,2023-01-09 13:59:43.180000,2023-01-09 13:59:43.980000,,,,0
684895,K,KT,2023-01-09 13:45:02,NAKIT,Z01,KM01,,,,,0,,,ZBURNU,2023-01-09 13:45:35.280000,ZBURNU,2023-01-09 13:45:35.280000,,,,,,2023-01-09 13:45:35.333000,2023-01-09 13:45:36.113000,,,,0
684896,K,NO,2023-01-08 13:52:07,EMANET,KS01,KS001,,,,,0,,,BERRIN,2023-01-09 13:52:45.970000,BERRIN,2023-01-09 13:52:54.860000,,,,,,2023-01-09 13:52:54.860000,2023-01-09 13:52:55.107000,,,,0
684897,K,NT,2023-01-08 13:59:08,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-09 13:59:37.307000,BERRIN,2023-01-09 13:59:37.307000,,,,,,2023-01-09 13:59:37.370000,2023-01-09 13:59:37.753000,,,,0
684898,K,KT,2023-01-08 13:59:44,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-09 13:59:58.357000,BERRIN,2023-01-09 13:59:58.357000,,,,,,2023-01-09 13:59:58.387000,2023-01-09 13:59:58.767000,,,,0
684899,C,AD,2023-01-07 11:21:54,EK MESAİ,,KS006,,,,,0,,,laleli,2023-01-09 14:00:11.943000,laleli,2023-01-09 14:08:18.987000,,,,,,2023-01-09 14:08:19.870000,2023-01-09 14:08:21.143000,,,,0
684900,C,AD,2023-01-09 14:12:17,TOPTANKK,,KS001,,,,,0,,,BERRIN,2023-01-09 14:12:47.923000,BERRIN,2023-01-09 14:12:47.923000,,,,,,2023-01-09 14:12:47.953000,2023-01-09 14:12:48.313000,,,,0
684901,K,KT,2023-01-09 15:02:19,NAKIT,R01,KS005,,,,,0,,,RAYMOOL,2023-01-09 15:03:39.057000,RAYMOOL,2023-01-09 15:03:39.057000,,,,,,2023-01-09 15:03:40.870000,2023-01-09 15:03:41.980000,,,,0
684902,K,KT,2023-01-09 14:47:24,GIDER,E01,KS003,,,,,0,,,ERBIL,2023-01-09 15:07:01.693000,ERBIL,2023-01-09 15:07:01.697000,,,,,,2023-01-09 15:07:01.737000,2023-01-09 15:07:02.303000,,,,0
684903,C,BD,2023-01-07 20:08:21,İŞBNK BES,,KS006,,,,,0,,,laleli,2023-01-09 15:32:33.170000,laleli,2023-01-09 15:36:14.370000,,,,,,2023-01-09 15:36:17.083000,2023-01-09 15:36:18.120000,,,,0
684904,K,KT,2023-01-09 15:43:49,NAKIT,H01,KS007,,,,,0,,,NUR,2023-01-09 15:44:34.013000,KLAS,2023-01-09 22:33:43.227000,,,,,,2023-01-09 22:33:44.470000,2023-01-09 22:33:45.777000,,,,0
684905,K,KT,2023-01-09 12:19:42,GİDER,V01,KS002,,,,,0,,,LIN,2023-01-09 16:36:26.637000,AIDAANA,2023-01-10 00:55:46.320000,,,,,,2023-01-10 00:55:46.333000,2023-01-10 00:55:46.910000,,,,0
684906,K,KT,2023-01-09 16:40:10,NAKİT,V01,KS002,,,,,0,,,LIN,2023-01-09 16:45:31.573000,LIN,2023-01-09 23:49:09.960000,,,,,,2023-01-09 23:49:11.150000,2023-01-09 23:49:11.913000,,,,0
684907,K,GG,2023-01-09 16:55:26,,V01,KS002,,,,,0,,,BERRIN,2023-01-09 16:55:37.820000,BERRIN,2023-01-09 16:55:44.607000,,,,,,2023-01-09 16:55:44.607000,2023-01-09 16:55:44.900000,,,,0
684908,K,BY,2023-01-09 17:25:02,,KS01,KS001,,,,,0,,,BERRIN,2023-01-09 17:25:37.777000,BERRIN,2023-01-10 12:15:56.547000,,,,,,2023-01-10 12:15:58.860000,2023-01-10 12:15:59.270000,,,,0
684909,K,KT,2023-01-09 17:28:22,GIDER,D01,KM03,,,,,0,,,SEMRA,2023-01-09 17:29:55.227000,SEMRA,2023-01-09 17:29:55.227000,,,,,,2023-01-09 17:29:55.303000,2023-01-09 17:29:55.807000,,,,0
684910,K,KT,2023-01-09 17:56:06,GIDER,Z01,KM01,,,,,0,,,ZBURNU,2023-01-09 17:57:14.977000,ZBURNU,2023-01-09 17:57:14.977000,,,,,,2023-01-09 17:57:15.017000,2023-01-09 17:57:15.447000,,,,0
684911,K,KT,2023-01-09 18:10:29,NAKIT,E01,KS003,,,,,0,,,ERBIL,2023-01-09 18:11:26.187000,ERBIL,2023-01-09 18:11:26.187000,,,,,,2023-01-09 18:11:26.237000,2023-01-09 18:11:26.753000,,,,0
684912,K,NT,2023-01-09 18:00:19,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-09 18:13:09.160000,BERRIN,2023-01-10 12:14:11.480000,,,,,,2023-01-10 12:14:11.957000,2023-01-10 12:14:12.940000,,,,0
684913,K,KT,2023-01-09 18:24:40,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-09 18:25:34.677000,BERRIN,2023-01-10 12:14:46.447000,,,,,,2023-01-10 12:14:46.473000,2023-01-10 12:14:47.163000,,,,0
684914,K,NO,2023-01-09 18:30:03,,L01,KS006,,,,,0,,,laleli,2023-01-09 18:34:51.797000,laleli,2023-01-10 12:17:31.387000,,,,,,2023-01-10 12:17:31.400000,2023-01-10 12:17:31.730000,,,,0
684915,K,NO,2023-01-09 18:35:04,SEDATTR,KS01,KS001,,,,,0,,,BERRIN,2023-01-09 18:35:32.020000,BERRIN,2023-01-09 18:35:32.020000,,,,,,2023-01-09 18:35:32.053000,2023-01-09 18:35:32.383000,,,,0
684916,K,NO,2023-01-09 18:35:33,OK,KS01,KS001,,,,,0,,,BERRIN,2023-01-09 18:35:57.727000,BERRIN,2023-01-10 12:16:54.647000,,,,,,2023-01-10 12:16:54.653000,2023-01-10 12:16:54.983000,,,,0
684917,K,NO,2023-01-09 18:35:59,HK,KS01,KS001,,,,,0,,,BERRIN,2023-01-09 18:36:20.807000,BERRIN,2023-01-09 18:36:20.807000,,,,,,2023-01-09 18:36:20.840000,2023-01-09 18:36:21.283000,,,,0
684918,K,NO,2023-01-09 18:36:22,FIRMA ,KS01,KS001,,,,,0,,,BERRIN,2023-01-09 18:36:55.400000,BERRIN,2023-01-09 18:36:55.400000,,,,,,2023-01-09 18:36:55.430000,2023-01-09 18:36:55.847000,,,,0
684919,K,NT,2023-01-09 18:37:35,,L01,KS006,,,,,0,,,laleli,2023-01-09 18:38:01.237000,laleli,2023-01-09 19:13:33.130000,,,,,,2023-01-09 19:13:33.130000,2023-01-09 19:13:33.763000,,,,0
684920,K,NT,2023-01-09 18:42:44,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-09 18:43:45.610000,BERRIN,2023-01-10 12:13:17.577000,,,,,,2023-01-10 12:13:17.590000,2023-01-10 12:13:18.050000,,,,0
684921,K,NO,2023-01-09 18:43:51,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-09 18:44:14.450000,BERRIN,2023-01-10 12:13:31.560000,,,,,,2023-01-10 12:13:31.633000,2023-01-10 12:13:32.207000,,,,0
684922,K,GO,2023-01-09 18:50:10,TRGIDER,KS01,KS001,,,,,0,,,BERRIN,2023-01-09 18:56:28.480000,BERRIN,2023-01-10 13:19:35.377000,,,,,,2023-01-10 13:19:35.390000,2023-01-10 13:19:36.067000,,,,0
684923,K,KT,2023-01-09 18:57:08,AVANS,D01,KM03,,,,,0,,,SEMRA,2023-01-09 18:57:55.380000,SEMRA,2023-01-09 18:57:55.380000,,,,,,2023-01-09 18:57:55.420000,2023-01-09 18:57:55.797000,,,,0
684924,K,KT,2023-01-09 19:05:21,,A01,KS013,,,,,0,,,AYTOLGUN,2023-01-09 19:06:50.107000,AYTOLGUN,2023-01-09 19:06:50.110000,,,,,,2023-01-09 19:06:50.193000,2023-01-09 19:06:50.843000,,,,0
684925,K,GO,2023-01-09 19:09:27,IRAKGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-09 19:10:42.353000,BERRIN,2023-01-10 12:25:07.643000,,,,,,2023-01-10 12:25:07.643000,2023-01-10 12:25:07.887000,,,,0
684926,K,NT,2023-01-09 19:14:14,PERS,KS01,KS001,,,,,0,,,BERRIN,2023-01-09 19:14:40.783000,BERRIN,2023-01-09 19:14:43.787000,,,,,,2023-01-09 19:14:43.810000,2023-01-09 19:14:44.077000,,,,0
684927,K,NO,2023-01-09 19:15:25,PERS,KS01,KS001,,,,,0,,,BERRIN,2023-01-09 19:15:53.783000,BERRIN,2023-01-10 13:18:43.997000,,,,,,2023-01-10 13:18:44.017000,2023-01-10 13:18:44.327000,,,,0
684928,K,KT,2023-01-09 19:15:13,GRANDPARK GIDERLERI,G01,KS012,,,,,0,,,NAZERKE,2023-01-09 19:17:28.980000,NAZERKE,2023-01-09 19:17:28.980000,,,,,,2023-01-09 19:17:29.133000,2023-01-09 19:17:29.803000,,,,0
684929,K,NO,2023-01-09 19:30:56,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-09 19:31:27.233000,AKKALAMALL,2023-01-09 19:31:27.233000,,,,,,2023-01-09 19:31:27.273000,2023-01-09 19:31:27.663000,,,,0
684930,K,GO,2023-01-09 19:31:37,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-09 19:32:34.520000,AKKALAMALL,2023-01-09 19:32:34.520000,,,,,,2023-01-09 19:32:34.563000,2023-01-09 19:32:35.067000,,,,0
684932,K,NO,2023-01-09 19:44:43,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-09 19:45:29.100000,AKKALAMALL,2023-01-09 19:45:29.100000,,,,,,2023-01-09 19:45:29.157000,2023-01-09 19:45:29.917000,,,,0
684933,K,KT,2023-01-10 10:27:33,GIDER,V01,KS002,,,,,0,,,AIDAANA,2023-01-10 10:30:07.450000,AIDAANA,2023-01-11 00:59:23.273000,,,,,,2023-01-11 00:59:23.287000,2023-01-11 00:59:23.940000,,,,0
684934,K,KT,2023-01-10 10:56:08,GİDER,H01,KS007,,,,,0,,,NUR,2023-01-10 10:56:34.120000,NUR,2023-01-10 10:56:34.120000,,,,,,2023-01-10 10:56:34.177000,2023-01-10 10:56:34.690000,,,,0
684935,C,AD,2023-01-09 10:49:27,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-10 12:00:06.917000,BERRIN,2023-01-10 12:00:06.920000,,,,,,2023-01-10 12:00:07.270000,2023-01-10 12:00:07.857000,,,,0
684936,C,BD,2023-01-09 12:00:15,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-10 12:00:46.800000,BERRIN,2023-01-10 12:00:46.800000,,,,,,2023-01-10 12:00:46.843000,2023-01-10 12:00:47.190000,,,,0
684937,K,NO,2023-01-09 12:18:23,EMANET ,KS01,KS001,,,,,0,,,BERRIN,2023-01-10 12:19:26.893000,BERRIN,2023-01-10 12:19:26.893000,,,,,,2023-01-10 12:19:27.090000,2023-01-10 12:19:27.500000,,,,0
684938,K,KT,2023-01-10 13:46:49,NAKİT,H01,KS007,,,,,0,,,NUR,2023-01-10 13:47:36.700000,KLAS,2023-01-11 00:32:02.490000,,,,,,2023-01-11 00:32:02.500000,2023-01-11 00:32:03.093000,,,,0
684939,K,KT,2023-01-10 14:49:55,GIDER,Z01,KM01,,,,,0,,,ZBURNU,2023-01-10 14:50:36.927000,ZBURNU,2023-01-10 14:50:36.927000,,,,,,2023-01-10 14:50:36.987000,2023-01-10 14:50:37.530000,,,,0
684940,K,KT,2023-01-10 15:11:41,NAKİT,V01,KS002,,,,,0,,,LIN,2023-01-10 15:12:48.940000,AIDAANA,2023-01-11 00:42:39.060000,,,,,,2023-01-11 00:42:39.077000,2023-01-11 00:42:39.667000,,,,0
684941,K,KT,2023-01-10 16:28:45,GIDER,D01,KM03,,,,,0,,,SEMRA,2023-01-10 16:29:37.127000,SEMRA,2023-01-10 16:29:37.127000,,,,,,2023-01-10 16:29:37.207000,2023-01-10 16:29:37.600000,,,,0
684942,C,AD,2023-01-10 17:26:00,FIRMA,,KS001,,,,,0,,,ERSEN,2023-01-10 17:27:48.350000,BERRIN,2023-01-10 18:54:43.313000,,,,,,2023-01-10 18:54:43.313000,2023-01-10 18:54:43.520000,,,,0
684943,C,AD,2023-01-10 17:50:59,ONLINE AMAZON,,KS008,,,,,0,,,ASLINUR,2023-01-10 17:56:17.497000,ASLINUR,2023-01-10 17:56:17.497000,,,,,,2023-01-10 17:56:17.540000,2023-01-10 17:56:17.940000,,,,0
684944,C,AD,2023-01-10 17:56:47,ONLINE FLO,,KS008,,,,,0,,,ASLINUR,2023-01-10 17:58:42.560000,ASLINUR,2023-01-10 17:58:42.570000,,,,,,2023-01-10 17:58:43.167000,2023-01-10 17:58:43.580000,,,,0
684945,K,BY,2023-01-10 18:20:55,,KS01,KS001,,,,,0,,,BERRIN,2023-01-10 18:21:09.193000,BERRIN,2023-01-10 18:21:12.973000,,,,,,2023-01-10 18:21:13,2023-01-10 18:21:13.277000,,,,0
684946,C,BD,2023-01-10 18:23:51,,,KS006,,,,,0,,,laleli,2023-01-10 18:24:07.780000,laleli,2023-01-10 18:24:07.780000,,,,,,2023-01-10 18:24:07.870000,2023-01-10 18:24:08.853000,,,,0
684947,K,NO,2023-01-10 18:23:06,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-10 18:24:49.730000,AKKALAMALL,2023-01-10 18:24:49.730000,,,,,,2023-01-10 18:24:49.780000,2023-01-10 18:24:50.313000,,,,0
684948,K,KT,2023-01-10 18:22:57,MAAŞ KAPAMA,Z01,KM01,,,,,0,,,ZBURNU,2023-01-10 18:25:44.167000,ZBURNU,2023-01-10 18:25:44.167000,,,,,,2023-01-10 18:25:44.283000,2023-01-10 18:25:44.970000,,,,0
684949,K,GO,2023-01-10 18:29:27,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-10 18:31:00.090000,AKKALAMALL,2023-01-10 18:32:00.410000,,,,,,2023-01-10 18:32:00.440000,2023-01-10 18:32:00.940000,,,,0
684950,K,KT,2023-01-10 18:36:40,,A01,KS013,,,,,0,,,AYTOLGUN,2023-01-10 18:38:44.910000,AYTOLGUN,2023-01-10 18:38:44.910000,,,,,,2023-01-10 18:38:45.100000,2023-01-10 18:38:45.750000,,,,0
684951,K,KT,2023-01-10 18:55:00,GRAND PARK GIDERLER,G01,KS012,,,,,0,,,NAZERKE,2023-01-10 18:57:21.970000,NAZERKE,2023-01-10 18:57:21.970000,,,,,,2023-01-10 18:57:22.097000,2023-01-10 18:57:22.660000,,,,0
684952,K,NT,2023-01-10 18:54:27,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-10 19:01:10.940000,BERRIN,2023-01-10 19:41:17.853000,,,,,,2023-01-10 19:41:17.870000,2023-01-10 19:41:18.187000,,,,0
684953,K,NO,2023-01-10 19:01:20,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-10 19:01:36.760000,BERRIN,2023-01-10 20:13:52.933000,,,,,,2023-01-10 20:13:52.970000,2023-01-10 20:13:53.293000,,,,0
684954,K,BY,2023-01-10 19:01:40,,KS01,KS001,,,,,0,,,BERRIN,2023-01-10 19:01:56.737000,BERRIN,2023-01-11 12:10:50.957000,,,,,,2023-01-11 12:10:50.970000,2023-01-11 12:10:51.210000,,,,0
684955,K,NT,2023-01-10 19:33:09,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-10 19:34:03.813000,BERRIN,2023-01-10 19:39:08.410000,,,,,,2023-01-10 19:39:08.820000,2023-01-10 19:39:09.297000,,,,0
684956,K,NT,2023-01-10 19:36:57,FR,KS01,KS001,,,,,0,,,BERRIN,2023-01-10 19:37:14.413000,BERRIN,2023-01-10 19:37:14.413000,,,,,,2023-01-10 19:37:14.437000,2023-01-10 19:37:14.797000,,,,0
684957,K,KT,2023-01-10 19:39:21,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-10 19:39:40.507000,BERRIN,2023-01-10 19:39:40.507000,,,,,,2023-01-10 19:39:40.697000,2023-01-10 19:39:41.223000,,,,0
684958,K,NO,2023-01-10 19:46:29,,L01,KS006,,,,,0,,,laleli,2023-01-10 19:47:05.360000,laleli,2023-01-10 20:19:48.760000,,,,,,2023-01-10 20:19:48.773000,2023-01-10 20:19:49.283000,,,,0
684959,K,GO,2023-01-10 19:48:03,TRGIDER,KS01,KS001,,,,,0,,,BERRIN,2023-01-10 19:48:31.440000,BERRIN,2023-01-11 12:28:42.123000,,,,,,2023-01-11 12:28:42.137000,2023-01-11 12:28:42.887000,,,,0
684960,K,NO,2023-01-10 19:48:59,FIRMA,KS01,KS001,,,,,0,,,BERRIN,2023-01-10 19:49:25.540000,BERRIN,2023-01-10 20:15:15.617000,,,,,,2023-01-10 20:15:15.617000,2023-01-10 20:15:15.830000,,,,0
684961,K,NO,2023-01-10 19:50:28,PERS,KS01,KS001,,,,,0,,,BERRIN,2023-01-10 19:50:40.770000,BERRIN,2023-01-10 20:20:07.097000,,,,,,2023-01-10 20:20:07.110000,2023-01-10 20:20:07.550000,,,,0
684962,K,NO,2023-01-10 19:51:37,EMANET,KS01,KS001,,,,,0,,,BERRIN,2023-01-10 19:51:57.907000,BERRIN,2023-01-11 12:25:17.267000,,,,,,2023-01-11 12:25:17.277000,2023-01-11 12:25:17.563000,,,,0
684963,C,AD,2023-01-11 10:01:10,ONLINE HEPSİBURADA,,KS008,,,,,0,,,ASLINUR,2023-01-11 10:28:46.850000,ASLINUR,2023-01-11 10:28:46.850000,,,,,,2023-01-11 17:52:03.627000,2023-01-11 17:54:08.337000,,,,0
684964,K,KT,2023-01-11 11:43:29,GIDER,Z01,KM01,,,,,0,,,ZBURNU,2023-01-11 11:45:00.010000,ZBURNU,2023-01-11 11:45:00.010000,,,,,,2023-01-11 17:52:03.627000,2023-01-11 17:54:08.217000,,,,0
684965,C,AD,2023-01-11 11:32:57,ONLINE TRENDYOL,,KS008,,,,,0,,,ASLINUR,2023-01-11 11:52:46.220000,ASLINUR,2023-01-11 11:55:56.750000,,,,,,2023-01-11 17:52:03.627000,2023-01-11 17:54:07.963000,,,,0
684966,C,AD,2023-01-10 11:51:04,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-11 11:53:11.667000,BERRIN,2023-01-21 14:27:35.600000,,,,,,2023-01-21 14:27:35.687000,2023-01-21 14:27:36.400000,,,,0
684967,C,BD,2023-01-10 11:53:19,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-11 11:53:45.487000,BERRIN,2023-01-11 11:53:45.487000,,,,,,2023-01-11 11:53:45.527000,2023-01-11 11:53:46.553000,,,,0
684968,C,AD,2023-01-10 11:54:11,TOPTANKK,,KS001,,,,,0,,,BERRIN,2023-01-11 11:55:20.370000,BERRIN,2023-01-11 11:55:20.370000,,,,,,2023-01-11 11:55:20.423000,2023-01-11 11:55:20.877000,,,,0
684969,K,NO,2023-01-10 11:59:22,OK,KS01,KS001,,,,,0,,,BERRIN,2023-01-11 12:10:11.707000,BERRIN,2023-01-11 12:10:11.707000,,,,,,2023-01-11 12:10:11.757000,2023-01-11 12:10:12.177000,,,,0
684970,K,KT,2023-01-11 14:05:36,KOMİSYON,H01,KS007,,,,,0,,,NUR,2023-01-11 14:07:14.300000,NUR,2023-01-11 14:07:14.303000,,,,,,2023-01-11 17:52:03.627000,2023-01-11 17:54:07.860000,,,,0
684971,K,KT,2023-01-11 14:17:36,GIDER,E01,KS003,,,,,0,,,ERBIL,2023-01-11 14:19:03.503000,ERBIL,2023-01-11 14:19:03.503000,,,,,,2023-01-11 17:52:03.627000,2023-01-11 17:54:07.770000,,,,0
684972,K,NO,2023-01-04 14:38:54,,T02,KS010,,,,,0,,,TAMASA,2023-01-11 14:56:32.067000,TAMASA,2023-01-11 14:56:32.067000,,,,,,2023-01-11 14:56:32.207000,2023-01-11 14:56:33.033000,,,,0
684973,K,NO,2023-01-11 14:59:26,,T02,KS010,,,,,0,,,TAMASA,2023-01-11 15:00:15.310000,TAMASA,2023-01-11 15:00:15.313000,,,,,,2023-01-11 17:52:03.627000,2023-01-11 17:54:07.647000,,,,0
684974,K,KT,2023-01-11 14:54:29,GİDER,V01,KS002,,,,,0,,,AIDAANA,2023-01-11 15:21:28.607000,AIDAANA,2023-01-12 00:50:59.883000,,,,,,2023-01-12 00:50:59.893000,2023-01-12 00:51:00.520000,,,,0
684975,K,KT,2023-01-11 15:40:45,NAKİT,V01,KS002,,,,,0,,,AIDAANA,2023-01-11 15:44:36.917000,AIDAANA,2023-01-12 00:11:05.077000,,,,,,2023-01-12 00:11:05.103000,2023-01-12 00:11:05.980000,,,,0
684976,K,KT,2023-01-11 16:20:37,NAKİT,H01,KS007,,,,,0,,,KLAS,2023-01-11 16:22:57.097000,KLAS,2023-01-11 23:54:01.760000,,,,,,2023-01-11 23:54:01.830000,2023-01-11 23:54:03.283000,,,,0
684977,K,KT,2023-01-11 17:23:23,GIDER,D01,KM03,,,,,0,,,SEMRA,2023-01-11 17:24:52.733000,SEMRA,2023-01-11 17:24:52.737000,,,,,,2023-01-11 17:52:03.627000,2023-01-11 17:54:06.073000,,,,0
684978,K,BY,2023-01-11 17:52:29,,KS01,KS001,,,,,0,,,BERRIN,2023-01-11 17:52:47.117000,BERRIN,2023-01-12 12:00:05.860000,,,,,,2023-01-12 12:00:05.880000,2023-01-12 12:00:06.563000,,,,0
684979,C,BD,2023-01-11 18:01:29,,,KS006,,,,,0,,,laleli,2023-01-11 18:02:10.990000,laleli,2023-01-11 18:02:10.990000,,,,,,2023-01-11 18:02:11.057000,2023-01-11 18:02:11.443000,,,,0
684980,K,NT,2023-01-11 18:20:23,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-11 18:21:30.943000,BERRIN,2023-01-12 14:31:57.753000,,,,,,2023-01-12 14:31:57.780000,2023-01-12 14:31:58.150000,,,,0
684981,K,NO,2023-01-11 18:24:55,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-11 18:25:10.987000,BERRIN,2023-01-12 14:32:22.363000,,,,,,2023-01-12 14:32:22.373000,2023-01-12 14:32:22.660000,,,,0
684982,K,NT,2023-01-11 18:29:57,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-11 18:33:14.193000,BERRIN,2023-01-12 14:30:51.740000,,,,,,2023-01-12 14:30:51.760000,2023-01-12 14:30:52.347000,,,,0
684983,K,KT,2023-01-11 18:33:34,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-11 18:33:58.920000,BERRIN,2023-01-12 14:31:19.620000,,,,,,2023-01-12 14:31:19.637000,2023-01-12 14:31:20.223000,,,,0
684984,K,NO,2023-01-11 18:34:27,HK,KS01,KS001,,,,,0,,,BERRIN,2023-01-11 18:34:47.860000,BERRIN,2023-01-11 18:34:47.860000,,,,,,2023-01-11 18:34:47.893000,2023-01-11 18:34:48.247000,,,,0
684985,K,NO,2023-01-11 18:34:52,,L01,KS006,,,,,0,,,laleli,2023-01-11 18:35:05.300000,laleli,2023-01-11 19:16:20.080000,,,,,,2023-01-11 19:16:20.090000,2023-01-11 19:16:20.930000,,,,0
684986,K,KT,2023-01-11 18:37:52,GIDER,D01,KM03,,,,,0,,,SEMRA,2023-01-11 18:38:23.133000,SEMRA,2023-01-11 18:38:23.133000,,,,,,2023-01-11 18:38:23.173000,2023-01-11 18:38:23.647000,,,,0
684987,K,KT,2023-01-11 18:37:26,GRAND PARK GIDERLEN,G01,KS012,,,,,0,,,NAZERKE,2023-01-11 18:40:30.200000,NAZERKE,2023-01-11 18:40:30.200000,,,,,,2023-01-11 18:40:30.720000,2023-01-11 18:40:32.187000,,,,0
684988,K,KT,2023-01-11 18:40:05,AVANS,H01,KS007,,,,,0,,,KLAS,2023-01-11 18:40:42.180000,KLAS,2023-01-11 18:40:42.180000,,,,,,2023-01-11 18:40:42.243000,2023-01-11 18:40:43.013000,,,,0
684989,K,NO,2023-01-11 18:41:36,PERS,KS01,KS001,,,,,0,,,BERRIN,2023-01-11 18:41:50.940000,BERRIN,2023-01-11 19:16:49.750000,,,,,,2023-01-11 19:16:49.770000,2023-01-11 19:16:50.013000,,,,0
684990,K,GO,2023-01-11 18:46:31,TRGIDER,KS01,KS001,,,,,0,,,BERRIN,2023-01-11 18:50:07.250000,BERRIN,2023-01-12 14:36:30.880000,,,,,,2023-01-12 14:36:30.907000,2023-01-12 14:36:31.720000,,,,0
684991,K,GO,2023-01-11 18:50:11,IRAKGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-11 18:51:23.683000,BERRIN,2023-01-11 18:51:23.683000,,,,,,2023-01-11 18:51:23.710000,2023-01-11 18:51:24.100000,,,,0
684993,C,AD,2023-01-11 19:34:25,FIRMA,,KS001,,,,,0,,,BEKIR,2023-01-11 19:35:04.200000,BEKIR,2023-01-11 19:35:04.200000,,,,,,2023-01-11 19:35:04.260000,2023-01-11 19:35:04.713000,,,,0
684994,K,NO,2023-01-11 19:39:06,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-11 19:39:42.493000,AKKALAMALL,2023-01-11 19:39:42.493000,,,,,,2023-01-11 19:39:42.543000,2023-01-11 19:39:43.057000,,,,0
684995,K,GO,2023-01-11 19:39:51,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-11 19:40:11.693000,AKKALAMALL,2023-01-11 19:40:11.693000,,,,,,2023-01-11 19:40:11.767000,2023-01-11 19:40:12.590000,,,,0
684996,K,NO,2023-01-11 19:40:15,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-11 19:40:34.040000,AKKALAMALL,2023-01-11 19:40:34.040000,,,,,,2023-01-11 19:40:34.100000,2023-01-11 19:40:34.730000,,,,0
684997,C,AD,2023-01-11 11:51:06,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-12 11:53:14.100000,BERRIN,2023-01-12 11:53:14.100000,,,,,,2023-01-12 11:53:14.280000,2023-01-12 11:53:14.880000,,,,0
684998,C,BD,2023-01-11 11:55:07,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-12 11:55:31.960000,BERRIN,2023-01-12 11:55:31.960000,,,,,,2023-01-12 11:55:31.997000,2023-01-12 11:55:32.520000,,,,0
685001,K,KT,2023-01-12 13:23:41,NAKİT,V01,KS002,,,,,0,,,AIDAANA,2023-01-12 13:24:52.367000,AIDAANA,2023-01-12 23:48:44.770000,,,,,,2023-01-12 23:48:44.787000,2023-01-12 23:48:45.380000,,,,0
