Modul,FisTip,FisNo,FisHarinx,SKod,RKod,Asorti,Miktar
F,fsa,1235,4602,007 20 872 KRK,1660,0001,1.0
F,fsa,1235,4603,009 605,2250,0009,1.0
F,fsa,1235,4603,009 605,2251,0031,1.0
F,fsa,1235,4604,407 K21 1050,2224,0001,1.0
F,fsa,1235,4605,185 2311,2928,0001,1.0
F,fsa,1235,4606,395 305 KRK ,1962,0001,1.0
F,fsa,1235,4607,210 341 KRK ,40,0009,1.0
F,fsa,1235,4608,395 305,1962,0001,1.0
F,fsa,1235,4609,009 605,2251,0063,1.0
F,fsa,1235,4610,009 605,2250,0001,2.0
F,fsa,1235,4610,009 605,2251,0001,2.0
F,fsa,1235,4611,210 613 ,2253,0001,1.0
F,fsa,1235,4612,007 20 872 KRK,1660,0001,1.0
F,fsa,1235,4613,009 605,2251,0001,1.0
F,fsa,1235,4614,210 698 KRK ,2252,0001,1.0
F,fsa,1235,4615,210 699 KRK ,277,0001,1.0
F,fsa,1235,4616,210 613 KRK ,2253,0001,1.0
F,fsa,1235,4617,395 310-1010,1200,0001,1.0
F,fsa,1235,4618,395 308 KRK,1200,0001,1.0
F,fsa,1235,4619,395 304 KRK ,1197,0063,1.0
F,fsa,1235,4620,007 20 872 KRK,1659,0005,1.0
F,fsa,1235,4621,210 699 KRK ,239,0007,1.0
F,fsa,1235,4622,210 692 ,47,0005,1.0
F,fsa,1235,4623,009 605,2251,0019,1.0
F,fsa,1235,4624,009 1022,35,0031,1.0
F,fsa,1235,4624,009 1022,229,0005,1.0
F,fsa,1235,4624,009 1022,306,0005,1.0
F,fsa,1235,4625,007 20 872 KRK,1660,0001,1.0
F,fsa,1235,4625,007 20 872 KRK,1662,0001,1.0
F,fsa,1235,4626,395 305 KRK ,1962,0001,1.0
F,fsa,1235,4627,395 310-1010,170,0063,1.0
F,fsa,1235,4627,395 310-1010,1200,0001,1.0
F,fsa,1235,4628,210 613 KRK ,2253,0001,1.0
F,fsa,1235,4629,210 699 KRK ,277,0001,1.0
F,fsa,1235,4630,210 690 KRK,47,0001,1.0
F,fsa,1235,4631,210 692 ,47,0009,1.0
F,fsa,1235,4632,009 605,2250,0009,1.0
F,fsa,1235,4632,009 605,2251,0009,1.0
F,fsa,1235,4633,407 K21 1032,2244,0001,2.0
F,fsa,1235,4634,407 K22 1103,1567,0001,1.0
F,fsa,1235,4634,407 K22 1103,2223,0001,2.0
F,fsa,1235,4634,407 K22 1103,2225,0001,1.0
F,fsa,1235,4635,407 K21 1050,2223,0001,1.0
F,fsa,1235,4636,395 308 KRK,1198,0001,3.0
F,fsa,1235,4636,395 308 KRK,1200,0001,3.0
F,fsa,1235,4637,395 306,170,0001,1.0
F,fsa,1235,4637,395 306,2240,0001,1.0
F,fsa,1235,4638,395 305,1199,0001,3.0
F,fsa,1235,4638,395 305,1962,0001,3.0
F,fsa,1235,4639,395 310-1010,170,0001,3.0
F,fsa,1235,4639,395 310-1010,1200,0001,3.0
F,fsa,1235,4640,007 20 872 KRK,1659,0031,3.0
F,fsa,1235,4640,007 20 872 KRK,1660,0031,3.0
F,fsa,1238,4645,210 635,2296,0333,1.0
F,fsa,1238,4646,210 635,2296,0332,1.0
F,fsa,1238,4647,002 H 3070,3023,0228,1.0
F,fsa,1238,4648,002 H 3049,3024,0331,1.0
F,fsa,1240,4669,393 3160,2171,0038,1.0
F,fsa,1240,4669,393 3160,2174,0038,1.0
F,fsa,1240,4670,393 3160,2171,0093,1.0
F,fsa,1240,4670,393 3160,2174,0093,1.0
F,fsa,1240,4671,393 429,2080,0038,1.0
F,fsa,1240,4672,393 429,2080,0093,1.0
F,fsa,1240,4673,395 700-1012,40,0001,3.0
F,fsa,1240,4673,395 700-1012,2191,0001,3.0
F,fsa,1240,4674,395 701-1012,43,0001,3.0
F,fsa,1240,4674,395 701-1012,635,0001,3.0
F,fsa,1240,4675,393 7895,1,0001,2.0
F,fsa,1240,4675,393 7895,1356,0001,2.0
F,fsa,1248,4696,393 3160,2171,0001,1.0
F,fsa,1248,4696,393 3160,2174,0001,1.0
F,fsa,1248,4697,393 429,2125,0001,1.0
F,fsa,1248,4697,393 429,2128,0001,1.0
F,fsa,1248,4697,393 429,3411,0001,1.0
F,fsa,1248,4698,009 179,1438,0001,1.0
F,fsa,1248,4698,009 179,2900,0001,1.0
F,fsa,1248,4699,009 1052,1248,0001,1.0
F,fsa,1248,4699,009 1052,1438,0001,1.0
F,fsa,1250,4701,009 1066,35,0377,1.0
F,fsa,1250,4701,009 1066,1248,0377,1.0
F,fsa,1252,4706,243 352,38,0045,2.0
F,fsa,1252,4706,243 352,322,0045,2.0
F,fsa,1252,4707,009 1022,35,0045,2.0
F,fsa,1252,4707,009 1022,2907,0045,2.0
F,fsa,1252,4707,009 1022,2908,0045,2.0
F,fsa,1252,4707,009 1022,2909,0045,2.0
F,fsa,1252,4708,018 7455 KRK,1944,0045,2.0
F,fsa,1252,4709,393 436 KRK,3086,0045,2.0
F,fsa,1254,4713,002 H 3242,3177,0103,1.0
F,fsa,1254,4714,002 H 3298,3253,0103,1.0
F,fsa,1254,4715,002 H 3205,3135,0103,1.0
F,fsa,1256,4718,086 8688,58,0001,1.0
F,fsa,1256,4719,086 8680,58,0001,1.0
F,fsa,1256,4720,210 1000 KRK,2262,0001,1.0
F,fsa,1256,4721,086 8680,1620,0001,1.0
F,fsa,1256,4722,086 8679,508,0001,1.0
F,fsa,1256,4723,028 016208,1962,0001,1.0
F,fsa,1256,4724,002 H 3176,3115,0001,1.0
F,fsa,1259,4738,009 1066,3419,0378,1.0
F,fsa,1259,4738,009 1066,3420,0378,1.0
F,fsa,1259,4738,009 1066,3421,0378,1.0
F,fsa,1261,4746,039 7802,1976,0330,1.0
F,fsa,1261,4747,039 7802,1976,0033,1.0
F,fsa,1262,4748,002 H 3124,3070,0001,1.0
F,fsa,1262,4749,007 20 2268,2614,0001,1.0
F,fsa,1263,4750,393 3470,2259,0021,1.0
F,fsa,1263,4750,393 3470,2260,0021,1.0
F,fsa,1263,4751,028 019633,1958,0021,1.0
F,fsa,1263,4752,028 3760 ,1961,0021,1.0
F,fsa,1263,4753,007 19 2359,1928,0021,1.0
F,fsa,1263,4753,007 19 2359,1930,0021,1.0
F,fsa,1263,4754,018 7334,1248,0021,1.0
F,fsa,1263,4755,018 7493,1948,0021,1.0
F,fsa,1263,4756,018 7493,1949,0021,1.0
F,fsa,1263,4757,018 7334,1943,0001,1.0
F,fsa,1263,4758,007 20 872 KRK,1660,0021,1.0
F,fsa,1263,4758,007 20 872 KRK,1661,0021,1.0
F,fsa,1263,4759,009 1022,35,0021,1.0
F,fsa,1263,4759,009 1022,232,0021,1.0
F,fsa,1263,4760,009 1052,231,0021,1.0
F,fsa,1263,4760,009 1052,237,0021,1.0
F,fsa,1267,4764,303 B94001,1851,0277,1.0
F,fsa,1267,4764,303 B94001,2477,0277,1.0
F,fsa,1267,4765,303 B94001,1851,0289,1.0
F,fsa,1267,4765,303 B94001,2477,0289,1.0
F,fsa,1267,4766,303 B94001,1851,0275,1.0
F,fsa,1267,4766,303 B94001,2477,0275,1.0
F,fsa,1267,4767,303 B94001,1851,0288,1.0
F,fsa,1267,4767,303 B94001,2477,0288,1.0
F,fsa,1267,4768,303 B94001,1851,2,1.0
F,fsa,1267,4768,303 B94001,2477,2,1.0
F,fsa,1267,4769,303 B94001,1851,0272,1.0
F,fsa,1267,4769,303 B94001,2477,0272,1.0
F,fsa,1267,4770,039 7245,1974,0277,1.0
F,fsa,1267,4770,039 7245,1975,0277,1.0
F,fsa,1267,4771,039 7245,1974,0275,1.0
F,fsa,1267,4771,039 7245,1975,0275,1.0
F,fsa,1267,4772,039 7245,1974,0287,1.0
F,fsa,1267,4772,039 7245,1975,0287,1.0
F,fsa,1267,4773,039 7245,1974,2,1.0
F,fsa,1267,4773,039 7245,1975,2,1.0
F,fsa,1267,4774,039 7245,1974,0272,1.0
F,fsa,1267,4774,039 7245,1975,0272,1.0
F,fsa,1267,4775,039 7805,1983,0286,1.0
F,fsa,1267,4776,039 7805,1983,0277,1.0
F,fsa,1267,4777,039 7805,1983,0275,2.0
F,fsa,1267,4778,039 7805,1983,2,2.0
F,fsa,1267,4779,039 7805,1983,0285,1.0
F,fsa,1267,4780,039 7805,1983,0272,1.0
F,fsa,1267,4781,407 K22 1103,2224,0279,1.0
F,fsa,1267,4781,407 K22 1103,2230,0284,1.0
F,fsa,1267,4782,407 K22 1103,2224,0277,2.0
F,fsa,1267,4782,407 K22 1103,2230,0277,1.0
F,fsa,1267,4783,407 K22 1103,2224,0281,1.0
F,fsa,1267,4783,407 K22 1103,2230,0283,1.0
F,fsa,1267,4784,407 K22 1103,2224,0275,2.0
F,fsa,1267,4784,407 K22 1103,2230,0275,2.0
F,fsa,1267,4785,407 K22 1103,2224,2,2.0
F,fsa,1267,4785,407 K22 1103,2230,2,1.0
F,fsa,1267,4786,407 K22 1103,2224,0280,1.0
F,fsa,1267,4786,407 K22 1103,2230,0282,1.0
F,fsa,1267,4787,407 K22 1103,2224,0272,1.0
F,fsa,1267,4787,407 K22 1103,2230,0272,1.0
F,fsa,1267,4788,407 K21 1019,645,0279,1.0
F,fsa,1267,4789,407 K21 1019,645,0277,2.0
F,fsa,1267,4790,407 K21 1019,645,0281,1.0
F,fsa,1267,4791,407 K21 1019,645,0275,2.0
F,fsa,1267,4792,407 K21 1019,645,2,2.0
F,fsa,1267,4793,407 K21 1019,645,0280,1.0
F,fsa,1267,4794,407 K21 1019,645,0272,1.0
F,fsa,1268,4795,028 019633,1968,0001,1.0
F,fsa,1268,4796,393 427,2081,0001,1.0
F,fsa,1268,4797,007 20 872,1661,0001,1.0
F,fsa,1268,4798,007 20 2851,1660,0001,1.0
F,fsa,1269,4799,009 179,229,0085,1.0
F,fsa,1269,4799,009 179,240,0085,1.0
F,fsa,1269,4800,009 610 ,229,0085,1.0
F,fsa,1269,4800,009 610 ,240,0085,1.0
F,fsa,1270,4801,407 K22 1103,640,0001,1.0
F,fsa,1270,4802,039 7843,2011,0001,1.0
F,fsa,1271,4803,007 20 2268,2615,0001,1.0
F,fsa,1271,4804,210 341 ,277,0001,1.0
F,fsa,1271,4805,210 336 KRK,40,0001,1.0
F,fsa,1271,4806,210 336,2252,0001,1.0
F,fsa,1272,4807,018 7455,1944,0351,1.0
F,fsa,1272,4808,407 K21-1060,40,0324,1.0
F,fsa,1272,4808,407 K21-1060,687,0038,1.0
F,fsa,1272,4809,407 K21 1033,3403,0348,1.0
F,fsa,1276,4815,037 6824,2945,0402,1.0
F,fsa,1276,4816,009 179,35,0401,1.0
F,fsa,1276,4816,009 179,229,0401,1.0
F,fsa,1277,4817,009 179,232,0085,1.0
F,fsa,1277,4817,009 179,240,0085,1.0
F,fsa,1277,4817,009 179,2907,0085,1.0
F,fsa,1277,4817,009 179,2908,0085,1.0
F,fsa,1277,4817,009 179,3560,0085,1.0
F,fsa,1287,4834,009 179,231,0001,1.0
F,fsa,1287,4835,009 1052,232,0001,1.0
F,fsa,1288,4837,009 179,238,0085,1.0
F,fsa,1288,4837,009 179,2906,0085,1.0
F,fsa,1289,4838,009 179,229,0127,1.0
F,fsa,1289,4838,009 179,1851,0399,1.0
F,fsa,1295,4846,393 433 KRK,1851,0045,2.0
F,fsa,1295,4846,393 433 KRK,2083,0045,2.0
F,fsa,1295,4847,039 7795 KRK,2961,0045,2.0
F,fsa,1295,4848,393 436 KRK,2903,0045,2.0
F,fsa,1303,4867,009 179,796,0085,1.0
F,fsa,1304,4868,039 7795 KRK,1975,0045,2.0
F,fsa,1304,4869,393 3290 KRK,2125,0045,2.0
F,fsa,1304,4870,393 3160 KRK ,2174,0045,2.0
F,fsa,1307,4876,009 1052,35,0392,1.0
F,fsa,1307,4877,009 1052,35,0240,1.0
F,fsa,1310,4883,009 1052,1248,0393,1.0
F,fsa,1310,4884,009 1066,1248,0031,1.0
F,fsa,1310,4884,009 1066,1439,0031,1.0
F,fsa,1310,4885,009 1066,2919,0412,1.0
F,fsa,1310,4886,009 1066,1248,0417,1.0
F,fsa,1310,4886,009 1066,1439,0415,1.0
F,fsa,1316,4900,002 H 2471,826,0410,1.0
F,fsa,1316,4901,002 H 3171,3113,0410,1.0
F,fsa,1316,4902,393 3160,2174,0411,1.0
F,fsa,1316,4903,009 179,231,0123,1.0
F,fsa,1317,4904,393 3161,2173,0001,2.0
F,fsa,1318,4905,028 3759,1959,0001,1.0
F,fsa,1318,4906,303 B90000,2549,0001,1.0
F,fsa,1318,4907,028 019633,1968,0001,1.0
F,fsa,1318,4908,007 20 502 KRK,227,0001,1.0
F,fsa,1320,4910,009 179,1248,0408,1.0
F,fsa,1322,4913,039 7850,635,0001,1.0
F,fsa,1322,4914,018 7513,1952,0001,1.0
F,fsa,1327,4920,002 H 3139,2881,0001,1.0
F,fsa,1329,4925,039 7842 Y.KRK,2003,0001,1.0
F,fsa,1329,4926,039 7842,2003,0001,1.0
F,fsa,1329,4927,393 2024 KRK ,2126,0001,1.0
F,fsa,1329,4928,039 7795 KRK,1983,0001,1.0
F,fsa,1330,4929,393 3623,2172,0001,1.0
F,fsa,1335,4939,393 3160,2171,0001,3.0
F,fsa,1335,4939,393 3160,2174,0001,3.0
F,fsa,1338,4942,411 280 KRK,1733,0001,1.0
F,fsa,1338,4943,039 7805,1983,0001,1.0
F,fsa,1338,4944,043 1497,2040,0001,1.0
F,fsa,1338,4945,303 B98000,2722,0001,1.0
F,fsa,1338,4946,303 B79008,2671,0001,1.0
F,fsa,1338,4947,039 7795 KRK,1983,0001,1.0
F,fsa,1339,4948,418 0047,2236,0165,1.0
F,fsa,1339,4949,418 0047,2236,0021,1.0
F,fsa,1339,4950,039 7843,2129,0165,1.0
F,fsa,1339,4951,039 7843,2129,0250,1.0
F,fsa,1339,4952,039 7861,2019,0165,1.0
F,fsa,1339,4953,039 7861,2019,0250,1.0
F,fsa,1339,4954,007 20 502 KRK,1659,0165,1.0
F,fsa,1339,4954,007 20 502 KRK,1660,0165,1.0
F,fsa,1339,4954,007 20 502 KRK,1932,0165,1.0
F,fsa,1339,4955,007 20 502 KRK,1659,0250,1.0
F,fsa,1339,4955,007 20 502 KRK,1660,0250,1.0
F,fsa,1339,4955,007 20 502 KRK,1932,0250,1.0
F,fsa,1339,4956,007 20 872 KRK,216,0165,1.0
F,fsa,1339,4956,007 20 872 KRK,1851,0165,1.0
F,fsa,1339,4957,007 20 872 KRK,216,0250,1.0
F,fsa,1339,4957,007 20 872 KRK,1851,0250,1.0
F,fsa,1339,4958,393 428 KRK ,2128,0165,1.0
F,fsa,1339,4959,393 428 KRK ,2128,0250,1.0
F,fsa,1339,4960,393 428,2081,0165,1.0
F,fsa,1339,4960,393 428,2083,0165,1.0
F,fsa,1339,4960,393 428,2088,0165,1.0
F,fsa,1339,4961,393 428,2081,0250,1.0
F,fsa,1339,4961,393 428,2083,0250,1.0
F,fsa,1339,4961,393 428,2088,0250,1.0
F,fsa,1340,4962,007 20 3101 KRK,2615,0001,1.0
F,fsa,1340,4963,037 21108,586,0001,1.0
F,fsa,1344,4968,407 LUIJO,1851,0443,1.0
F,fsa,1347,4979,181 1249,40,0102,1.0
F,fsa,1347,4980,403 612,507,0102,1.0
F,fsa,1347,4981,181 1250,40,0102,1.0
F,fsa,1347,4982,181 1909,163,0102,1.0
F,fsa,1347,4983,028 020107,1958,0102,1.0
F,fsa,1347,4983,028 020107,1960,0102,1.0
F,fsa,1348,4984,243 3001,2998,0001,1.0
F,fsa,1348,4984,243 3001,3001,0001,1.0
F,fsa,1349,4985,303 B98005,2713,0200,1.0
F,fsa,1352,4990,009 1066,240,0414,1.0
F,fsa,1352,4991,009 179,1248,0418,1.0
F,fsa,1356,5000,009 179,35,0391,1.0
F,fsa,1356,5000,009 179,231,0390,1.0
F,fsa,1356,5000,009 179,1439,0001,1.0
F,fsa,1356,5001,009 179,233,0001,1.0
F,fsa,1357,5003,009 179,231,0411,1.0
F,fsa,1357,5004,009 179,240,0123,1.0
F,fsa,1357,5004,009 179,2908,0045,1.0
F,fsa,1365,5016,009 179,229,0323,1.0
F,fsa,1365,5017,009 179,229,0321,1.0
F,fsa,1365,5018,009 179,229,0322,1.0
F,fsa,1366,5019,047 200,3436,0193,1.0
F,fsa,1376,5048,303 B101002,2575,0103,1.0
F,fsa,1377,5049,039 7796,1984,0001,1.0
F,fsa,1383,5056,393 3290 KRK,2897,0045,2.0
F,fsa,1383,5057,393 3160 KRK ,2171,0045,2.0
F,fsa,1383,5058,393 3480 KRK,597,0045,2.0
F,fsa,1383,5058,393 3480 KRK,3093,0045,2.0
F,fsa,1386,5074,002 H 3473,3101,0374,1.0
F,fsa,1386,5075,002 H 3473,3101,0375,1.0
F,fsa,1386,5076,002 H 3473,3101,0369,1.0
F,fsa,1386,5077,002 H 3473,3101,0372,2.0
F,fsa,1386,5078,002 H 3473,3101,0373,1.0
F,fsa,1386,5079,002 H 3473,3418,0375,1.0
F,fsa,1386,5080,002 H 3473,3418,0374,1.0
F,fsa,1386,5081,002 H 3473,3418,0369,1.0
F,fsa,1386,5082,002 H 3473,3418,0372,2.0
F,fsa,1386,5083,002 H 3473,3418,0373,1.0
F,fsa,1386,5084,002 H 3498,3417,0371,1.0
F,fsa,1386,5085,002 H 3498,3417,0370,1.0
F,fsa,1386,5086,002 H 3498,3417,0369,1.0
F,fsa,1386,5087,002 H 3498,3417,0372,1.0
F,fsa,1386,5088,002 H 3498,3415,0372,1.0
F,fsa,1386,5089,002 H 3498,3415,0371,1.0
F,fsa,1386,5090,002 H 3498,3415,0370,1.0
F,fsa,1386,5091,002 H 3498,3415,0369,1.0
F,fsa,1386,5092,002 H 3298,3210,0385,1.0
F,fsa,1386,5093,002 H 3298,3210,0384,2.0
F,fsa,1386,5094,002 H 3298,3210,0383,1.0
F,fsa,1386,5095,002 H 3298,3210,0373,1.0
F,fsa,1388,5099,303 17146,2353,0001,1.0
F,fsa,1388,5100,303 B66011,2474,0001,1.0
F,fsa,1388,5101,303 B66001,2475,0001,1.0
F,fsa,1389,5102,418 6019,2256,0063,1.0
F,fsa,1389,5103,023 20614,1954,0200,1.0
F,fsa,1389,5103,023 20614,1955,0200,1.0
F,fsa,1390,5104,018 7637 KRK,1944,0402,1.0
F,fsa,1390,5105,393 3160 KRK ,2172,0402,1.0
F,fsa,1390,5105,393 3160 KRK ,2174,0402,1.0
F,fsa,1393,5112,418 0029 KRK ,2728,0045,2.0
F,fsa,1393,5112,418 0029 KRK ,2739,0045,2.0
F,fsa,1395,5115,009 610 ,229,0019,1.0
F,fsa,1395,5115,009 610 ,231,0019,1.0
F,fsa,1395,5115,009 610 ,1439,0019,1.0
F,fsa,1395,5115,009 610 ,1548,0019,1.0
F,fsa,1396,5116,407 K22 1103,2224,0045,1.0
F,fsa,1396,5116,407 K22 1103,2230,0045,1.0
F,fsa,1396,5117,407 LUIJO,1851,0045,1.0
F,fsa,1396,5118,411 526,1851,0045,1.0
F,fsa,1396,5119,395 310-1010,1198,0045,1.0
F,fsa,1396,5120,243 3001,2998,0045,1.0
F,fsa,1396,5120,243 3001,3001,0045,1.0
F,fsa,1396,5121,039 7805,1983,0045,1.0
F,fsa,1396,5122,007 20 2268,2614,0045,1.0
F,fsa,1396,5123,393 3160,2171,0045,1.0
F,fsa,1396,5123,393 3160,2172,0045,1.0
F,fsa,1398,5126,009 610 ,229,0386,1.0
F,fsa,1399,5127,210 344 KRK,3745,0038,1.0
F,fsa,1399,5128,210 344,3354,0038,1.0
F,fsa,1399,5129,411 526,1851,0038,1.0
F,fsa,1399,5130,210 1005 KRK,40,0038,1.0
F,fsa,1399,5131,039 7805,1983,0038,1.0
F,fsa,1401,5133,393 1273,1851,0386,1.0
F,fsa,1401,5134,039 7795,2961,0386,1.0
F,fsa,1405,5144,418 T 10263,3,0350,1.0
F,fsa,1405,5144,418 T 10263,64,0361,1.0
F,fsa,1406,5146,037 6824,2945,0001,1.0
F,fsa,1406,5146,037 6824,2951,0001,1.0
F,fsa,1411,5164,210 620 KRK,47,0440,1.0
F,fsa,1417,5171,013 4042 ,275,0023,1.0
F,fsa,1417,5171,013 4042 ,311,0023,1.0
F,fsa,1419,5176,009 1052,306,0001,1.0
F,fsa,1419,5176,009 1052,2902,0001,1.0
F,fsa,1419,5176,009 1052,3517,0001,1.0
F,fsa,1419,5177,009 179,2900,0406,1.0
F,fsa,1419,5178,009 1066,35,0031,1.0
F,fsa,1419,5179,009 1066,35,0416,1.0
F,fsa,1420,5180,393 433,1851,0033,1.0
F,fsa,1420,5180,393 433,2083,0033,1.0
F,fsa,1420,5181,009 1083,2081,0033,1.0
F,fsa,1420,5182,007 20 3101,2614,0033,1.0
F,fsa,1420,5182,007 20 3101,2615,0033,1.0
F,fsa,1420,5183,039 7843,2011,0033,1.0
F,fsa,1420,5183,039 7843,2129,0033,1.0
F,fsa,1420,5184,393 3623,2172,0033,1.0
F,fsa,1420,5185,393 3160,2171,0033,1.0
F,fsa,1420,5185,393 3160,2172,0033,1.0
F,fsa,1420,5186,007 20 872 KRK,3404,0021,1.0
F,fsa,1422,5190,037 6824,2951,0033,1.0
F,fsa,1422,5191,393 428,2081,0033,1.0
F,fsa,1422,5192,037 6843,2953,0033,1.0
F,fsa,1422,5193,393 429,2089,0033,1.0
F,fsa,1422,5194,393 427,2080,0033,1.0
F,fsa,1422,5195,393 3155,2169,0033,1.0
F,fsa,1422,5195,393 3155,2170,0033,1.0
F,fsa,1422,5196,393 3480 KRK,3093,0033,1.0
F,fsa,1437,5212,009 179,240,0163,1.0
F,fsa,1437,5213,009 1066,1439,0451,1.0
F,fsa,1443,5222,018 7455,1941,0038,1.0
F,fsa,1443,5223,393 5043,1851,0038,1.0
F,fsa,1445,5225,393 3471 KRK,2172,0045,2.0
F,fsa,1445,5225,393 3471 KRK,2176,0045,2.0
F,fsa,1445,5226,018 7455 KRK,1941,0045,2.0
F,fsa,1445,5227,204 40098 Y.KRK,3469,0045,3.0
F,fsa,1448,5232,009 1074,2081,0001,1.0
F,fsa,1449,5233,007 20 872 KRK,2125,0001,5.0
F,fsa,1449,5234,007 20 872 KRK,1661,0001,5.0
F,fsa,1449,5235,039 7850,635,0001,6.0
F,fsa,1449,5236,039 7843,2011,0001,6.0
F,fsa,1449,5237,039 7842 Y.KRK,2003,0001,6.0
F,fsa,1449,5238,039 7795,1975,0001,6.0
F,fsa,1449,5238,039 7795,1976,0001,6.0
F,fsa,1449,5239,039 7842 Y.KRK,2003,0001,8.0
F,fsa,1449,5240,039 7795,1975,0027,7.0
F,fsa,1449,5240,039 7795,1976,0027,5.0
F,fsa,1451,5244,418 9059,3144,0448,1.0
F,fsa,1451,5245,418 10021,3144,0447,1.0
F,fsa,1451,5246,393 5171,635,0446,1.0
F,fsa,1452,5247,037 1324,3433,0230,1.0
F,fsa,1452,5247,037 1324,3434,0230,1.0
F,fsa,1452,5247,037 1324,3435,0389,1.0
F,fsa,1453,5248,037 1324,3437,0398,1.0
F,fsa,1453,5248,037 1324,3438,0396,1.0
F,fsa,1453,5249,037 1324,3435,0397,1.0
F,fsa,1454,5250,407 K21 1033,2760,0001,1.0
F,fsa,1454,5251,272 8000,3011,0001,1.0
F,fsa,1454,5252,272 2620,2189,0001,1.0
F,fsa,1454,5253,037 1988,2945,0001,1.0
F,fsa,1454,5254,418 6019,2257,0001,1.0
F,fsa,1455,5255,002 H 3187,3037,0233,1.0
F,fsa,1455,5255,002 H 3187,3063,0233,1.0
F,fsa,1457,5258,111 02114,514,0001,1.0
F,fsa,1459,5261,007 20 872 KRK,1660,0001,1.0
F,fsa,1459,5262,171 2010,1686,0001,1.0
F,fsa,1459,5263,171 2008,1686,0001,1.0
F,fsa,1459,5264,171 03,3216,0001,1.0
F,fsa,1475,5306,002 H 3242,3176,0001,1.0
F,fsa,1475,5306,002 H 3242,3177,0001,1.0
F,fsa,1477,5313,009 179,45,0123,6.0
F,fsa,1477,5313,009 179,129,0123,4.0
F,fsa,1477,5313,009 179,277,0123,4.0
F,fsa,1477,5313,009 179,478,0123,4.0
F,fsa,1477,5313,009 179,507,0123,3.0
F,fsa,1477,5313,009 179,1198,0123,3.0
F,fsa,1477,5313,009 179,1199,0123,3.0
F,fsa,1477,5314,009 179,45,0163,4.0
F,fsa,1477,5314,009 179,129,0163,4.0
F,fsa,1477,5314,009 179,277,0163,4.0
F,fsa,1477,5314,009 179,478,0163,4.0
F,fsa,1477,5314,009 179,507,0163,2.0
F,fsa,1477,5314,009 179,1198,0163,2.0
F,fsa,1477,5314,009 179,1199,0163,2.0
F,fsa,1477,5315,009 179,45,0027,6.0
F,fsa,1477,5315,009 179,129,0027,2.0
F,fsa,1477,5315,009 179,277,0027,2.0
F,fsa,1477,5315,009 179,478,0027,2.0
F,fsa,1477,5315,009 179,507,0027,2.0
F,fsa,1477,5315,009 179,1198,0027,2.0
F,fsa,1477,5315,009 179,1199,0027,2.0
F,fsa,1477,5316,009 1066,44,0123,3.0
F,fsa,1477,5316,009 1066,45,0123,6.0
F,fsa,1477,5316,009 1066,46,0123,4.0
F,fsa,1477,5316,009 1066,277,0123,3.0
F,fsa,1477,5316,009 1066,478,0123,4.0
F,fsa,1477,5316,009 1066,740,0123,4.0
F,fsa,1477,5317,009 1066,44,0163,2.0
F,fsa,1477,5317,009 1066,45,0163,4.0
F,fsa,1477,5317,009 1066,46,0163,4.0
F,fsa,1477,5317,009 1066,277,0163,2.0
F,fsa,1477,5317,009 1066,478,0163,4.0
F,fsa,1477,5317,009 1066,740,0163,4.0
F,fsa,1477,5318,009 1066,44,0027,2.0
F,fsa,1477,5318,009 1066,45,0027,4.0
F,fsa,1477,5318,009 1066,46,0027,2.0
F,fsa,1477,5318,009 1066,277,0027,2.0
F,fsa,1477,5318,009 1066,478,0027,2.0
F,fsa,1477,5318,009 1066,740,0027,2.0
F,fsa,1479,5320,009 179,35,0001,1.0
F,fsa,1479,5320,009 179,1248,0001,1.0
F,fsa,1481,5324,009 1090,231,0001,1.0
F,fsa,1481,5325,009 179,1439,0450,1.0
F,fsa,1481,5326,009 179,35,0453,1.0
F,fsa,1487,5339,393 3155,2170,0001,1.0
F,fsa,1487,5340,393 3155,2169,0001,1.0
F,fsa,1488,5341,039 7848,210,0001,1.0
F,fsa,1488,5342,037 6824,1514,0001,1.0
F,fsa,1488,5343,393 3881,3559,0001,1.0
F,fsa,1489,5344,007 20 3470,2798,0033,1.0
F,fsa,1489,5345,393 3882,2174,0033,1.0
F,fsa,1489,5346,204 40037,3476,0033,1.0
F,fsa,1489,5347,272 2108,216,0033,1.0
F,fsa,1489,5348,393 3471 KRK,2176,0033,1.0
F,fsa,1490,5350,039 7842,2003,0001,1.0
F,fsa,1490,5351,039 7795,1975,0001,1.0
F,fsa,1491,5352,018 7746,3432,0001,1.0
F,fsa,1491,5353,018 7455,1944,0001,1.0
F,fsa,1491,5354,303 B78704,2657,0001,1.0
F,fsa,1491,5355,303 B79006,2662,0001,1.0
F,fsa,1491,5356,018 7504,1941,0001,1.0
F,fsa,1491,5357,393 3626,3154,0001,1.0
F,fsa,1494,5362,407 K22 1103,2224,0033,3.0
F,fsa,1494,5362,407 K22 1103,2227,0001,3.0
F,fsa,1494,5362,407 K22 1103,2230,0033,2.0
F,fsa,1495,5363,039 7795,1976,0001,1.0
F,fsa,1495,5364,039 7805,1983,0001,1.0
F,fsa,1495,5365,243 552,322,0001,1.0
F,fsa,1495,5366,028 3759,1958,0023,1.0
F,fsa,1495,5366,028 3759,1959,0023,1.0
F,fsa,1495,5366,028 3759,1968,0023,1.0
F,fsa,1495,5367,028 019633,1958,0023,1.0
F,fsa,1495,5367,028 019633,1959,0023,1.0
F,fsa,1495,5367,028 019633,1968,0023,1.0
