BarCode,SKod,RKod,Asorti,Activ,OzKod1,OzKod2,OzKod3
8690024691,002 H 4295,5140,0149,*,,,
8690024692,002 H 4295,7770,0149,*,,,
8690024693,002 H 5350,7674,0001,*,,,
8690024694,002 H 4183,3029,0005,*,,,
8690024695,007 21 108,41,0149,*,,,
8690024696,002 H 5162,7606,0149,*,,,
8690024697,034 96743,6851,0033,*,,,
8690024698,034 96743,6850,0033,*,,,
8690024699,397 102,6407,0033,*,,,
8690024700,397 102,4095,0033,*,,,
8690024701,418 S 4407,6857,0033,*,,,
8690024702,418 S 4407,6856,0033,*,,,
8690024703,404 BEST,1356,0033,*,,,
8690024704,404 BEST,1887,0033,*,,,
8690024705,404 BEST,1,0033,*,,,
8690024706,404 BEST,1438,0033,*,,,
8690024707,404 ARYA,1356,0033,*,,,
8690024708,404 ARYA,1887,0033,*,,,
8690024709,404 ARYA,1438,0033,*,,,
8690024710,404 ARYA,4249,0033,*,,,
8690024711,027 277,216,0033,*,,,
8690024712,027 277,5277,0033,*,,,
8690024713,097 J10,507,0033,*,,,
8690024714,097 J10,3789,0033,*,,,
8690024715,097 J10,7631,0033,*,,,
8690024716,007 20 2410,1661,0270,*,,,
8690024717,018 3350,3323,0247,*,,,
8690024718,018 3264,7785,0247,*,,,
8690024719,018 3272,3799,0247,*,,,
8690024720,018 3314,7784,0247,*,,,
8690024721,018 3294,3544,0247,*,,,
8690024722,018 3283,7769,0247,*,,,
8690024723,018 3283,7764,0247,*,,,
8690024724,018 3228,7767,0247,*,,,
8690024725,018 3228,7764,0247,*,,,
8690024726,018 3201,7769,0247,*,,,
8690024727,018 3201,1941,0247,*,,,
8690024728,018 3316,1941,0247,*,,,
8690024729,018 3270,3544,0247,*,,,
8690024730,018 3352,7768,0247,*,,,
8690024731,018 3352,3323,0247,*,,,
8690024732,018 3352,5575,0247,*,,,
8690024733,018 3217,7767,0247,*,,,
8690024734,018 3217,7764,0247,*,,,
8690024735,018 3340,1941,0247,*,,,
8690024736,018 3340,7772,0247,*,,,
8690024737,018 3312,1941,0247,*,,,
8690024738,018 3312,7771,0247,*,,,
8690024739,002 H 5162,3113,0149,*,,,
8690024740,018 3326,7765,0247,*,,,
8690024741,018 3326,1941,0247,*,,,
8690024742,018 3326,7766,0247,*,,,
8690024743,018 3345,7593,0247,*,,,
8690024744,018 3345,7783,0247,*,,,
8690024745,018 3223,7766,0247,*,,,
8690024746,018 3223,7767,0247,*,,,
8690024747,018 3223,7782,0247,*,,,
8690024748,018 3321,7780,0247,*,,,
8690024749,018 3321,7781,0247,*,,,
8690024750,018 3321,1941,0247,*,,,
8690024751,018 3339,7779,0247,*,,,
8690024752,018 3339,2289,0247,*,,,
8690024753,018 3319,5575,0247,*,,,
8690024754,018 3319,7768,0247,*,,,
8690024755,018 3279,7595,0247,*,,,
8690024756,018 3279,7593,0247,*,,,
8690024757,018 3271,7778,0247,*,,,
8690024758,018 3271,7777,0247,*,,,
8690024759,018 3271,7776,0247,*,,,
8690024760,018 3360,7775,0247,*,,,
8690024761,018 3360,3320,0247,*,,,
8690024762,018 3360,3799,0247,*,,,
8690024763,018 3317,7775,0247,*,,,
8690024764,018 3317,1941,0247,*,,,
8690024765,018 3342,7774,0247,*,,,
8690024766,018 3342,7773,0247,*,,,
8690024767,018 3283,1941,0023,*,,,
8690024768,018 3283,5575,0023,*,,,
8690024769,018 3283,7768,0023,*,,,
8690024770,018 3283,7769,0023,*,,,
8690024771,018 3275,7786,0023,*,,,
8690024772,018 3275,7787,0023,*,,,
8690024773,018 3275,7788,0023,*,,,
8690024774,018 3275,7791,0023,*,,,
8690024775,018 3275,7791,0033,*,,,
8690024776,018 3275,7788,0033,*,,,
8690024777,018 3275,7790,0033,*,,,
8690024778,018 3275,7789,0033,*,,,
8690024779,018 3275,7787,0033,*,,,
8690024780,018 3275,7786,0033,*,,,
8690024781,018 3321,7769,0023,*,,,
8690024782,018 3321,1941,0023,*,,,
8690024783,018 3321,7620,0023,*,,,
8690024784,018 3321,7792,0023,*,,,
8690024785,018 3350,1941,0033,*,,,
8690024786,018 3350,7765,0033,*,,,
8690024787,018 3350,7793,0033,*,,,
8690024788,018 3349,2289,0023,*,,,
8690024789,018 3349,1941,0023,*,,,
8690024790,018 3370,3323,0033,*,,,
8690024791,018 3370,1941,0033,*,,,
8690024792,018 3095,44,0023,*,,,
8690024793,018 3095,38,0023,*,,,
8690024794,018 3095,7797,0023,*,,,
8690024795,018 3095,1941,0023,*,,,
8690024796,119 701,4072,0247,*,,,
8690024797,119 701,4357,0247,*,,,
8690024798,119 701,6819,0247,*,,,
8690024799,119 701,1761,0247,*,,,
8690024800,119 700,7810,0247,*,,,
8690024801,119 1144,7808,0247,*,,,
8690024802,119 1144,7809,0247,*,,,
8690024803,119 1144-Z,7805,0247,*,,,
8690024804,119 1144-Z,7807,0247,*,,,
8690024805,119 1144-Z,7806,0247,*,,,
8690024806,119 509,4072,0247,*,,,
8690024807,119 509,7804,0247,*,,,
8690024808,119 516,4375,0247,*,,,
8690024809,119 513,7802,0247,*,,,
8690024810,119 513,7803,0247,*,,,
8690024811,119 513,6823,0247,*,,,
8690024812,002 H 5241,7250,0247,*,,,
8690024813,002 H 5375,1,0247,*,,,
8690024814,002 H 5401 ,7798,0247,*,,,
8690024815,002 H 5285,1919,0247,*,,,
8690024816,002 H 5328,376,0247,*,,,
8690024817,002 H 5410,7796,0247,*,,,
8690024818,002 H 5388,7796,0247,*,,,
8690024819,002 H 5334,376,0247,*,,,
8690024820,002 H 5385 ,7795,0247,*,,,
8690024821,002 H 5384,7794,0247,*,,,
8690024822,002 H 5390,376,0247,*,,,
8690024823,002 H 5050,7242,0247,*,,,
8690024824,002 H 5344,361,0247,*,,,
8690024825,002 H 5280,360,0247,*,,,
8690024826,002 H 5420,1919,0247,*,,,
8690024827,002 H 5418,7799,0247,*,,,
8690024828,002 H 5309,7248,0247,*,,,
8690024829,002 H 5073 ,7235,0247,*,,,
8690024830,002 H 5073 ,7801,0247,*,,,
8690024831,002 H 5073 ,7800,0247,*,,,
8690024832,002 H 5270,1919,0247,*,,,
8690024833,002 H 5335,7811,0247,*,,,
8690024834,002 H 5281,1919,0247,*,,,
8690024835,007 23 55,1937,0247,*,,,
8690024836,007 23 52,318,0247,*,,,
8690024837,007 23 07 ,7820,0247,*,,,
8690024838,007 23 07 ,7818,0247,*,,,
8690024839,007 23 07 ,7819,0247,*,,,
8690024840,007 23 07 ,7813,0247,*,,,
8690024841,007 23 07 ,305,0247,*,,,
8690024842,007 23 04,3354,0247,*,,,
8690024843,007 23 04,7816,0247,*,,,
8690024844,007 23 04,7814,0247,*,,,
8690024845,007 23 04,7815,0247,*,,,
8690024846,007 23 02 ,7813,0247,*,,,
8690024847,007 23 02 ,305,0247,*,,,
8690024848,007 23 02 ,141,0247,*,,,
8690024849,007 23 01 ,559,0247,*,,,
8690024850,007 23 01 ,7812,0247,*,,,
8690024851,007 23 01 ,560,0247,*,,,
8690024852,007 23 06,236,0247,*,,,
8690024853,007 23 06,305,0247,*,,,
8690024854,007 23 06,7817,0247,*,,,
8690024855,022 769,7839,0247,*,,,
8690024856,022 769,7840,0247,*,,,
8690024857,022 804,7837,0247,*,,,
8690024858,022 804,7838,0247,*,,,
8690024859,022 780 ,7836,0247,*,,,
8690024860,022 706,7835,0247,*,,,
8690024861,022 718,7834,0247,*,,,
8690024862,022 783,7833,0247,*,,,
8690024863,022 748,7832,0247,*,,,
8690024864,022 744,7831,0247,*,,,
8690024865,022 775,7830,0247,*,,,
8690024866,022 788,7829,0247,*,,,
8690024867,022 738,7828,0247,*,,,
8690024868,022 738,7827,0247,*,,,
8690024869,022 703 ,7826,0247,*,,,
8690024870,022 703 ,7825,0247,*,,,
8690024871,022 722,7824,0247,*,,,
8690024872,022 725,7823,0247,*,,,
8690024873,022 711,7821,0247,*,,,
8690024874,022 790,7842,0247,*,,,
8690024875,022 719,7841,0247,*,,,
8690024876,018 3219,7763,0033,*,,,
8690024877,018 3219,1941,0033,*,,,
8690024878,018 3270,3323,0033,*,,,
8690024879,018 3270,1941,0033,*,,,
8690024880,018 2709,3737,0288,*,,,
8690024881,018 2709,3737,0033,*,,,
8690024882,018 2709,6278,0907,*,,,
8690024883,018 2709,6278,1229,*,,,
8690024884,018 2801,2288,0288,*,,,
8690024885,018 2801,2288,0033,*,,,
8690024886,018 2801,1941,0584,*,,,
8690024887,018 2801,3799,0033,*,,,
8690024888,018 2804,1941,0288,*,,,
8690024889,018 2804,2288,0934,*,,,
8690024890,018 2804,2288,0382,*,,,
8690024891,007 22 650,304,2,*,,,
8690024892,393 3894,4081,0509,*,,,
8690024893,037 21124-3,1514,0480,*,,,
8690024894,033 377 Z,7856,0247,*,,,
8690024895,033 38,7857,0247,*,,,
8690024896,033 38 Z,7858,0247,*,,,
8690024897,033 744 Z,7861,0247,*,,,
8690024898,033 744 Z,7855,0247,*,,,
8690024899,033 744 Z,7860,0247,*,,,
8690024900,033 37,7851,0247,*,,,
8690024901,033 37,7862,0247,*,,,
8690024902,033 39,7849,0247,*,,,
8690024903,033 39 Z,7864,0247,*,,,
8690024904,033 39 Z,7863,0247,*,,,
8690024905,033 40 Z,7865,0247,*,,,
8690024906,033 40 Z,7866,0247,*,,,
8690024907,033 35,7857,0247,*,,,
8690024908,033 35,7867,0247,*,,,
8690024909,033 34,7852,0247,*,,,
8690024910,033 34,7857,0247,*,,,
8690024911,033 36,7868,0247,*,,,
8690024912,033 36,7857,0247,*,,,
8690024913,033 38 Z,7859,0247,*,,,
8690024914,033 044 Z,7848,0247,*,,,
8690024915,033 41,7852,0247,*,,,
8690024916,033 41,7850,0247,*,,,
8690024917,033 41,7853,0247,*,,,
8690024918,033 422,7850,0247,*,,,
8690024919,033 422,7851,0247,*,,,
8690024920,033 42,7849,0247,*,,,
8690024921,033 044,7846,0247,*,,,
8690024922,033 044,7847,0247,*,,,
8690024923,033 382,7843,0247,*,,,
8690024924,033 382,7845,0247,*,,,
8690024925,033 382,7844,0247,*,,,
8690024926,033 43 Z,7855,0247,*,,,
8690024927,033 43 Z,7854,0247,*,,,
8690024928,010 17639 200,41,0247,*,,,
8690024929,010 17639 200,278,0247,*,,,
8690024930,010 17639 202,0,0247,*,,,
8690024931,010 17639 203,40,0247,*,,,
8690024932,010 17639 Z-02,41,0247,*,,,
8690024933,010 533 200,40,0247,*,,,
8690024934,010 533 200,42,0247,*,,,
8690024935,010 533 200,140,0247,*,,,
8690024936,010 533 202,40,0247,*,,,
8690024937,010 533 202,41,0247,*,,,
8690024938,010 533 Z-02,140,0247,*,,,
8690024939,010 17639 202,278,0247,*,,,
8690024940,099 07,3774,0247,*,,,
8690024941,099 07,7872,0247,*,,,
8690024942,099 07,210,0247,*,,,
8690024943,099 07,3299,0247,*,,,
8690024944,099 07,514,0247,*,,,
8690024945,099 08,1248,0247,*,,,
8690024946,099 08,1,0247,*,,,
8690024947,099 08,589,0247,*,,,
8690024948,099 08,1535,0247,*,,,
8690024949,099 08,7869,0247,*,,,
8690024950,099 09,7870,0247,*,,,
8690024951,099 09,350,0247,*,,,
8690024952,099 09,7871,0247,*,,,
8690024953,409 10751,7873,0001,*,,,
8690024954,409 10751,7874,0001,*,,,
8690024955,409 10751,389,0001,*,,,
8690024956,409 10751,7875,0001,*,,,
8690024957,409 10387,389,0001,*,,,
8690024958,409 10387,7876,0001,*,,,
8690024959,409 10387,225,0001,*,,,
8690024960,409 10387,219,0001,*,,,
8690024961,409 10387,389,0031,*,,,
8690024962,409 10387,7876,0031,*,,,
8690024963,409 10387,389,1230,*,,,
8690024964,409 10387,225,0077,*,,,
8690024965,409 10387,219,0077,*,,,
8690024966,409 10413,193,0031,*,,,
8690024967,409 10413,4095,0031,*,,,
8690024968,409 10413,389,0031,*,,,
8690024969,409 10372,219,0077,*,,,
8690024970,409 10372,7874,0031,*,,,
8690024971,409 10372,389,0031,*,,,
8690024972,409 10980,7875,0063,*,,,
8690024973,409 10980,219,0063,*,,,
8690024974,409 10980,389,0063,*,,,
8690024975,009 602,232,0001,*,,,
8690024976,409 10737,7878,1231,*,,,
8690024977,409 10737,7877,1231,*,,,
8690024978,002 H 1064,216,0045,*,,,
8690024979,002 H 1064,123,1232,*,,,
8690024980,002 H 1064,7004,0536,*,,,
8690024981,002 H 1109,4925,0103,*,,,
8690024982,002 H 1109,4926,1018,*,,,
8690024983,002 H 8321,216,1233,*,,,
8690024984,002 H 8321,2118,0037,*,,,
8690024985,002 T 7695,3101,0149,*,,,
8690024986,002 H 8321,268,1234,*,,,
8690024987,002 H 8321,216,0521,*,,,
8690024988,002 H 8321,370,0149,*,,,
8690024989,002 H 992,4928,0049,*,,,
8690024990,002 H 992,4929,1235,*,,,
8690024991,002 H 992,4928,1236,*,,,
8690024992,002 H 992,7879,1237,*,,,
8690024993,002 H 4359,4663,1238,*,,,
8690024994,037 25530,1514,0049,*,,,
8690024995,002 H 4268,5351,0035,*,,,
8690024996,002 H 4268,7018,0035,*,,,
8690024997,002 H 5010,6952,0035,*,,,
8690024998,002 H 5010,7608,0035,*,,,
8690024999,418 S 80379,6267,0001,*,,,
8690025000,418 S 80379,6266,0001,*,,,
8690025001,033 38,7857,0001,*,,,
8690025002,033 38,7851,0001,*,,,
8690025003,310 525,7642,0001,*,,,
8690025004,310 525,7638,0001,*,,,
8690025005,002 H 5072,7028,0001,*,,,
8690025006,002 H 5072,7881,0001,*,,,
8690025007,418 T 4409,6857,0001,*,,,
8690025008,418 S 4407,6855,0001,*,,,
8690025009,418 S 4407,6856,0001,*,,,
8690025010,418 S 4407,6857,0001,*,,,
8690025011,037 6824,5038,0001,*,,,
8690025012,037 6824,5217,0001,*,,,
8690025013,037 25513,3714,0001,*,,,
8690025014,037 25513,7187,0001,*,,,
8690025015,010 9429 1003,7880,0247,*,,,
8690025016,010 9429 1002,7880,0247,*,,,
8690025017,010 9429 1001,7880,0247,*,,,
8690025018,010 9429 1000,7880,0247,*,,,
8690025019,009 602,26,0001,*,,,
8690025020,009 602,3736,0001,*,,,
8690025021,393 2134,4081,0181,*,,,
8690025022,310 524,7640,0181,*,,,
8690025023,037 25541,7186,0181,*,,,
8690025024,037 25545,6745,0181,*,,,
8690025025,393 2138,7726,0181,*,,,
8690025026,099 09,1248,0247,*,,,
8690025027,099 09,7872,0247,*,,,
8690025028,208 642,40,0247,*,,,
8690025029,208 642,140,0247,*,,,
8690025030,208 641,40,0247,*,,,
8690025031,208 641,57,0247,*,,,
8690025032,208 644,163,0247,*,,,
8690025033,208 643,163,0247,*,,,
8690025034,208 643,52,0247,*,,,
8690025035,208 639 ,40,0247,*,,,
8690025036,208 639 ,41,0247,*,,,
8690025037,208 639 ,292,0247,*,,,
8690025038,208 645,258,0247,*,,,
8690025039,208 645,171,0247,*,,,
8690025040,208 640,43,0247,*,,,
8690025041,208 640,48,0247,*,,,
8690025042,208 620 ,551,0247,*,,,
8690025043,208 620 ,57,0247,*,,,
8690025044,208 620 ,1620,0247,*,,,
8690025045,208 630,40,0247,*,,,
8690025046,208 630,41,0247,*,,,
8690025047,208 630,44,0247,*,,,
8690025048,018 8004,5573,0247,*,,,
8690025049,018 7976,7896,0247,*,,,
8690025050,018 7939,1941,0247,*,,,
8690025051,018 7959,1941,0247,*,,,
8690025052,022 642,7895,0247,*,,,
8690025053,022 642,7894,0247,*,,,
8690025054,022 620,7893,0247,*,,,
8690025055,022 617,7892,0247,*,,,
8690025056,022 636,7891,0247,*,,,
8690025057,022 661,7890,0247,*,,,
8690025058,022 639,7888,0247,*,,,
8690025059,022 639,7889,0247,*,,,
8690025060,022 628,7887,0247,*,,,
8690025061,022 634,7886,0247,*,,,
8690025062,022 669,7883,0247,*,,,
8690025063,022 669,7884,0247,*,,,
8690025064,022 669,7885,0247,*,,,
8690025065,022 612 ,7882,0247,*,,,
8690025066,007 22 02 KRK,141,0618,*,,,
8690025067,007 22 02,141,0618,*,,,
8690025068,007 22 02,141,1239,*,,,
8690025069,393 3880,5857,0001,*,,,
8690025070,418 T 18485-10,6567,1240,*,,,
8690025071,418 T 18485-10,6139,1187,*,,,
8690025072,058 22K 120,7902,0247,*,,,
8690025073,058 22K 118,7901,0247,*,,,
8690025074,058 22K 020,5506,0247,*,,,
8690025075,058 23K 012,7900,0247,*,,,
8690025076,058 22K 133,7898,0247,*,,,
8690025077,058 22K 133,7897,0247,*,,,
8690025078,418 T 10263,5986,1241,*,,,
8690025079,418 T 10263,400,1242,*,,,
8690025080,058 22K003,5513,0247,*,,,
8690025081,058 22K003,7897,0247,*,,,
8690025082,018 2804,1941,0033,*,,,
8690025083,018 3331,7903,0033,*,,,
8690025084,018 3331,7769,0033,*,,,
8690025085,018 3331,5576,0033,*,,,
8690025086,418 T 10263,64,1243,*,,,
8690025087,418 T 10263,3,1244,*,,,
8690025088,418 T 10132,11,1191,*,,,
8690025089,418 T 10141,707,1201,*,,,
8690025090,418 T 10141,3,1245,*,,,
8690025091,002 H 5269,7910,0247,*,,,
8690025092,002 H 5194,7909,0247,*,,,
8690025093,002 H 5307,7907,0247,*,,,
8690025094,002 H 5357,7911,0247,*,,,
8690025095,002 H 5181,7908,0247,*,,,
8690025096,002 H 5348 ,7907,0247,*,,,
8690025097,002 H 5396,7906,0247,*,,,
8690025098,002 H 5349,7905,0247,*,,,
8690025099,002 H 5076,7904,0247,*,,,
8690025100,002 H 4967,7912,0247,*,,,
8690025101,418 T 10155,354,1246,*,,,
8690025102,037 21124-3,1514,1222,*,,,
8690025103,393 3880,3558,0001,*,,,
8690025104,418 T 10155,7915,1207,*,,,
8690025105,037 21124-2,7160,0001,*,,,
8690025106,418 T 10155,7917,1247,*,,,
8690025107,418 S 25348,6386,0001,*,,,
8690025108,418 S 10503,3971,0001,*,,,
8690025109,001 061,4842,0810,*,,,
8690025110,002 H 5419,7931,0247,*,,,
8690025111,002 H 5428,7930,0247,*,,,
8690025112,002 H 5296,7929,0247,*,,,
8690025113,002 H 5395,7928,0247,*,,,
8690025114,002 H 5074,7927,0247,*,,,
8690025115,002 H 5194,7926,0247,*,,,
8690025116,002 H 5408,7925,0247,*,,,
8690025117,002 H 5354,7919,0247,*,,,
8690025118,002 H 5268,7924,0247,*,,,
8690025119,002 H 5289,7923,0247,*,,,
8690025120,002 H 5400,7922,0247,*,,,
8690025121,002 H 5375,7921,0247,*,,,
8690025122,002 H 5030,7920,0247,*,,,
8690025123,002 H 5286,7919,0247,*,,,
8690025124,002 H 5374,7919,0247,*,,,
8690025125,037 21124-2,7160,0247,*,,,
8690025126,037 21124-3,1514,0247,*,,,
8690025127,033 401,6658,0247,*,,,
8690025128,033 401,6660,0247,*,,,
8690025129,033 401,6662,0247,*,,,
8690025130,018 3095,7619,0247,*,,,
8690025131,018 3095,7620,0247,*,,,
8690025132,033 412,6663,0247,*,,,
8690025133,018 3356,1941,0247,*,,,
8690025134,033 412,6658,0247,*,,,
8690025135,033 416,6663,0247,*,,,
8690025136,033 416,6658,0247,*,,,
8690025137,033 400,6663,0247,*,,,
8690025138,033 400,6656,0247,*,,,
8690025139,033 400,6657,0247,*,,,
8690025140,007 22 3100,745,0247,*,,,
8690025141,404 PERA ,5293,0238,*,,,
8690025142,418 S 25346,6311,0238,*,,,
8690025143,418 T 10506,6311,0238,*,,,
8690025144,119 1144-Z,7939,0247,*,,,
8690025145,119 1144-Z,7938,0247,*,,,
8690025146,005 2002,57,0247,*,,,
8690025147,005 2005 ,7932,0247,*,,,
8690025148,005 2005 ,57,0247,*,,,
8690025149,005 2005-1,7934,0247,*,,,
8690025150,005 2001-1,57,0247,*,,,
8690025151,005 2001 ,57,0247,*,,,
8690025152,005 2006,2479,0247,*,,,
8690025153,005 2006,57,0247,*,,,
8690025154,005 2004,7933,0247,*,,,
8690025155,005 2004,7932,0247,*,,,
8690025156,005 2004,57,0247,*,,,
8690025157,005 2004-1,57,0247,*,,,
8690025158,005 2010,57,0247,*,,,
8690025159,005 2003,57,0247,*,,,
8690025160,005 2003,2480,0247,*,,,
8690025161,005 2009,57,0247,*,,,
8690025162,005 2009,234,0247,*,,,
8690025163,005 2009,7933,0247,*,,,
8690025164,005 2008,7937,0247,*,,,
8690025165,005 2008,7936,0247,*,,,
8690025166,005 2008,7935,0247,*,,,
8690025167,005 2007 ,57,0247,*,,,
8690025168,005 2007 ,2480,0247,*,,,
8690025169,005 2007 ,242,0247,*,,,
8690025170,005 1101,237,0247,*,,,
8690025171,005 1101,57,0247,*,,,
8690025172,005 2011,57,0247,*,,,
8690025173,005 1103,233,0247,*,,,
8690025174,005 1103,238,0247,*,,,
8690025175,005 1103,234,0247,*,,,
8690025176,005 1103,240,0247,*,,,
8690025177,005 1103,2478,0247,*,,,
8690025178,005 1103,57,0247,*,,,
8690025179,007 21 904,58,0038,*,,,
8690025180,002 H 5072,7940,0247,*,,,
8690025181,002 H 5072,7916,0247,*,,,
8690025182,037 3435,7487,0297,*,,,
8690025183,007 21 904,58,0200,*,,,
8690025184,037 3435,7177,0007,*,,,
8690025185,002 H 4987,6991,0007,*,,,
8690025186,018 2947,6744,0200,*,,,
8690025187,012 406Q108,7941,0937,*,,,
8690025188,012 205Q161,7941,0937,*,,,
8690025189,012 205Q54,1755,0937,*,,,
8690025190,012 205Q210,7942,0937,*,,,
8690025191,012 108Q02,7944,0937,*,,,
8690025192,012 414QT74,4095,0937,*,,,
8690025193,012 306Q86,299,0937,*,,,
8690025194,012 406Q210,6407,0937,*,,,
8690025195,012 209Q04,7945,0937,*,,,
8690025196,012 404Q76,7943,0937,*,,,
8690025197,012 406Q51,49,0937,*,,,
8690025198,012 414Q71,2200,0937,*,,,
8690025199,012 217Q86,299,0937,*,,,
8690025200,012 218Q77,493,0937,*,,,
8690025201,012 205Q41,129,0937,*,,,
8690025202,012 245Q105,1047,0937,*,,,
8690025203,012 416Q95,5077,0937,*,,,
8690025204,410 46-1537,7946,0937,*,,,
8690025205,410 46-1537,7947,0937,*,,,
8690025206,410 46-1537,7948,0937,*,,,
8690025207,410 71-2213,3717,0937,*,,,
8690025208,410 71-2213,3718,0937,*,,,
8690025209,410 71-2214,3723,0937,*,,,
8690025210,410 039,5512,0937,*,,,
8690025211,392 23985,5992,1248,*,,,
8690025212,392 23985,5993,1249,*,,,
8690025213,392 23985,5068,0001,*,,,
8690025214,410 65-107,7952,0937,*,,,
8690025215,410 65-107,7953,0937,*,,,
8690025216,392 23985,5068,0005,*,,,
8690025217,410 65110,7955,0937,*,,,
8690025218,410 65110,7954,0937,*,,,
8690025219,392 24053,5069,1250,*,,,
8690025220,410 65-L189,7956,0937,*,,,
8690025221,410 65-L189,1851,0937,*,,,
8690025222,033 751,7544,0001,*,,,
8690025223,410 65-L188,7957,0937,*,,,
8690025224,410 65-L188,1851,0937,*,,,
8690025225,033 751,41,0001,*,,,
8690025226,410 65-L187,7956,0937,*,,,
8690025227,410 65-L187,210,0937,*,,,
8690025228,210 06-T-14,493,0079,*,,,
8690025229,210 06-T-14,317,0079,*,,,
8690025230,410 190560,1047,0937,*,,,
8690025231,410 190560,4095,0937,*,,,
8690025232,210 267,322,0079,*,,,
8690025233,210 212,40,0079,*,,,
8690025234,033 37,7851,0001,*,,,
8690025235,033 37,40,0001,*,,,
8690025236,410 272,7959,0937,*,,,
8690025237,410 272,264,0937,*,,,
8690025238,410 272,6407,0937,*,,,
8690025239,410 272,61,0937,*,,,
8690025240,410 271,7959,0937,*,,,
8690025241,410 271,7960,0937,*,,,
8690025242,410 271,7961,0937,*,,,
8690025243,410 271,264,0937,*,,,
8690025244,410 288,264,0937,*,,,
8690025245,410 287,7963,0937,*,,,
8690025246,410 287,7964,0937,*,,,
8690025247,410 287,7962,0937,*,,,
8690025248,410 262,7966,0937,*,,,
8690025249,410 262,7965,0937,*,,,
8690025250,410 260,7969,0937,*,,,
8690025251,410 260,7967,0937,*,,,
8690025252,410 260,7968,0937,*,,,
8690025253,410 265,7949,0937,*,,,
8690025254,410 265,7950,0937,*,,,
8690025255,410 265,7951,0937,*,,,
8690025256,410 263,7970,0937,*,,,
8690025257,410 263,7971,0937,*,,,
8690025258,410 263,7972,0937,*,,,
8690025259,410 6060,1766,0937,*,,,
8690025260,410 6060,5298,0937,*,,,
8690025261,410 6060,1177,0937,*,,,
8690025262,410 60,117,0937,*,,,
8690025263,410 60,7973,0937,*,,,
8690025264,410 60,7974,0937,*,,,
8690025265,410 5309,263,0937,*,,,
8690025266,410 5309,7975,0937,*,,,
8690025267,410 5309,1047,0937,*,,,
8690025268,410 5309,4095,0937,*,,,
8690025269,410 4008,7976,0937,*,,,
8690025270,410 4008,1047,0937,*,,,
8690025271,410 4008,4363,0937,*,,,
8690025272,410 4007,263,0937,*,,,
8690025273,410 4007,1047,0937,*,,,
8690025275,128 771 TBN2208,40,0937,*,,,
8690025276,128 771 TBN2208,7977,0937,*,,,
8690025277,392 24053,5073,0031,*,,,
8690025278,128 771 EVA,7978,0937,*,,,
8690025279,128 2263,40,0937,*,,,
8690025280,128 2263,141,0937,*,,,
8690025281,392 24053,749,0148,*,,,
8690025282,392 24053,27,0005,*,,,
8690025283,128 2260,34,0937,*,,,
8690025284,128 2260,303,0937,*,,,
8690025285,128 2260,7980,0937,*,,,
8690025286,128 2260,7979,0937,*,,,
8690025287,392 24053,5068,0001,*,,,
8690025288,392 24046,2925,1251,*,,,
8690025289,392 24046,1784,1252,*,,,
8690025290,392 24046,5072,1253,*,,,
8690025291,392 24046,1751,0003,*,,,
8690025292,128 770 TBN2208,40,0937,*,,,
8690025293,128 770 TBN2208,7981,0937,*,,,
8690025295,128 706 TBN2113,7982,0937,*,,,
8690025296,128 706 TBN2113,7981,0937,*,,,
8690025297,128 770 EVA,35,0937,*,,,
8690025298,128 2262 EVA,35,0937,*,,,
8690025299,128 2262 EVA,305,0937,*,,,
8690025300,044 7004 ,4249,0247,*,,,
8690025301,044 7004 ,7958,0247,*,,,
8690025302,044 7004 ,5213,0247,*,,,
8690025303,044 7004 ,3304,0247,*,,,
8690025304,044 7004 ,7983,0247,*,,,
8690025305,044 7006,5221,0247,*,,,
8690025306,044 7006,6412,0247,*,,,
8690025307,044 7006,5213,0247,*,,,
8690025308,044 7006,7984,0247,*,,,
8690025309,044 7006,3282,0247,*,,,
8690025310,128 746 EVA,40,0937,*,,,
8690025311,128 746 EVA,7985,0937,*,,,
8690025312,128 746-1,7986,0937,*,,,
8690025313,252 3220,7987,0937,*,,,
8690025314,252 3220,7988,0937,*,,,
8690025315,252 3114,1047,0937,*,,,
8690025316,252 3101,263,0937,*,,,
8690025317,252 3101,1047,0937,*,,,
8690025318,252 3101,4095,0937,*,,,
8690025319,252 3203,263,0937,*,,,
8690025320,252 3203,1047,0937,*,,,
8690025321,252 3204,263,0937,*,,,
8690025322,252 3204,572,0937,*,,,
8690025323,252 3204,4095,0937,*,,,
8690025324,252 3104,7989,0937,*,,,
8690025325,252 3104,7990,0937,*,,,
8690025326,252 3104,753,0937,*,,,
8690025327,252 2935,264,0937,*,,,
8690025328,252 2935,263,0937,*,,,
8690025329,252 3214,7993,0937,*,,,
8690025330,252 3214,7992,0937,*,,,
8690025331,252 3214,7991,0937,*,,,
8690025332,252 3105,7983,0937,*,,,
8690025333,252 3105,1047,0937,*,,,
8690025334,252 3114,263,0937,*,,,
8690025335,252 3114,7983,0937,*,,,
8690025336,252 3114,1767,0937,*,,,
8690025337,128 2261 EVA BS,40,0937,*,,,
8690025338,128 746 TBN1935,34,0937,*,,,
8690025339,128 746 TBN1935,141,0937,*,,,
8690025340,128 746 TBN1935,7994,0937,*,,,
8690025341,128 746 TBN1935,7995,0937,*,,,
8690025342,210 267,40,0079,*,,,
8690025343,406 201-A1,2287,0001,*,,,
