Modul,UnqID,FisNo
F,57630ff6-35f3-4b5f-ab67-684a69d142e4,6586
F,7be5d7a7-9328-43c5-8364-684cc9120412,11680
F,c4344f77-9aac-49cd-a2bd-68662066dd23,10969
F,6036d123-136d-468b-8a52-686778606b6e,804
F,63a8ec1b-94a5-41e1-afc3-686f64732e65,9505
F,523fc8e2-416c-46e9-a13b-689219f23f9b,4043
F,d621df75-da9e-43ea-8623-6892579fcd2f,6823
F,7263f0ac-649f-45fd-b4a3-68991ff5138c,12847
F,a3242c17-1e2f-415b-bb57-689c31565d0f,8471
F,7b281b41-fb3b-413c-903f-689d1e142292,6782
F,c61c3f3c-e9f6-465f-b100-68b5a4f5ff90,10027
F,0453ffe7-3683-45d4-9000-68b5e328f9b6,8337
F,b3ca6015-0e78-4794-bd82-68c46e315911,5255
F,3f673059-ac4a-453a-a4a9-68cdca18eada,5222
F,bf505ddf-ea8d-442a-8d7f-68e736c41899,7492
F,ad84f263-8299-4b39-9c4a-68fe70a27d21,10836
F,19e00478-c6d2-41bc-bae5-6908ab9bad9e,4201
F,4c8caece-09b6-4fd5-be1a-6913bfd330db,5407
F,2689f134-c247-4bd2-8420-6915de9bd2c6,8399
F,236ab712-c0bc-4a05-8570-691f794b884b,36
F,0841b8ec-676b-4fad-ab39-693d80656978,9810
F,5a7de970-fcd7-491b-af78-69437f383ea4,11577
F,d4bf0571-6360-4dd2-a62d-69522259391e,2983
F,9c42d5e4-a456-49cf-a9c3-6958e197ce8c,4135
F,519bcce7-17c1-4426-864c-6959ad291a83,8633
F,59d92bf3-e42c-4a72-ad96-695cab24546a,4676
F,b96d3f7e-a44b-48fd-82a1-6968c70cdc95,7320
F,97d505ec-3779-448b-abcb-696953ff0cb1,5925
F,55402bd4-3dad-4ae6-b2e4-696b2cfae641,11594
F,ef835b18-4a03-4cb4-9770-696e12afe654,7598
F,7e07323a-b601-4092-a755-696ee0ae9197,6221
F,5d806654-4d40-4f50-bd3f-696eee5ab158,1164
F,9b5b79e3-03ed-42da-bf98-6982f50a59dd,12224
F,a6eac5df-6dbc-471d-9e5e-699837106085,11560
F,9a5e8821-1dde-4000-a410-699de0c600d1,4274
F,b504b72a-cdd9-4d2f-a3e9-69af0c4c032e,92
F,7df9199e-3b50-45ac-9533-69b0fbb883e0,8408
F,3c1e0509-3b2c-4d2d-8f41-69b3291e9cbd,7413
F,ce0969f5-8ec1-46fe-a9ef-69bf34d44a1f,11326
F,2d34d2a2-19a2-48d9-a56e-69c08f712c03,7407
F,b85b1b61-95d0-41f7-99b7-69c45b270d0e,9114
F,c97fb8db-9401-438b-8e5b-69c4b35ff09f,8946
F,6abfcc79-6e4a-4158-8b82-69cc7316bd5f,12034
F,8b49a21f-d034-4b1b-a084-69fdd564e619,11460
F,699e9d2f-3129-4fbb-a07c-6a1595740352,11258
F,cb5cca83-7f61-4a47-8f7a-6a1f9ef3939e,9969
F,905699c6-1966-494e-a239-6a2fe7d3a0a9,7938
F,49df44ac-2ebe-459c-bac0-6a308f302b19,12019
F,d1b038c8-6fdb-4a10-9326-6a3917c1875f,7555
F,6dd73910-4a06-434a-9490-6a3dc7ab408a,6174
F,b12c15f7-c003-4760-a825-6a626e4c3a9b,7352
F,89d9abf2-dc55-4e59-a4f9-6a7010ab5e65,4019
F,013c00cc-dbde-4795-bb4c-6a7bc2cdcbc7,5536
F,b55d8591-2e36-4ec9-9dbd-6a88999f44af,5235
F,5a744bca-9c46-43da-816a-6a949a5ff6b3,10924
F,c16f1f75-7886-4b61-8266-6aae2cc6410b,9972
F,056d9e0f-c176-407c-8039-6ad8897cdbb1,5834
F,3913df87-8474-4a75-a98f-6add75fced85,11712
F,6fa5eb53-e02f-4071-8d49-6adffd5c1580,10093
F,2259e7fb-9dca-4ebb-a5d4-6ae56ea24264,806
F,2e29e14b-c296-415a-a5ac-6af3d11d11dd,11406
F,5adbb632-a9d5-4a96-9c92-6affc061a37f,10139
F,b5345e50-d838-4707-baea-6b057ac9e7f0,4392
F,c4257a6e-2851-401c-ab23-6b140202a2fc,6704
F,d709c091-c729-498d-8b08-6b3eaa6cb258,4425
F,244ea827-c932-429e-a24a-6b3fc58d2e4f,11668
F,acdfb082-7288-4d2c-be4e-6b4b768065ad,10414
F,852c9d4b-a26b-458c-9db2-6b5f80f0c318,10557
F,cf304f9d-ef89-4bf5-9f6a-6b6d2060f2ec,11061
F,ad1ece82-6b8d-42c0-bfc0-6b8ba16e095a,8557
F,454c5f56-7a39-4a07-9cc2-6b96b8a3a1f4,9047
F,f0beb1fe-e799-4d72-b123-6b9cc32a70e6,28
F,8368a7e7-7ac0-41b7-b8e6-6b9d3fcb011c,6581
F,288e4b4a-c796-4452-b9f7-6ba139285ed7,8607
F,72d64b46-7417-4db7-bcff-6ba656cb33a7,11844
F,f0e90853-4efc-40fb-bc73-6bc0ad212e25,12069
F,76c95a71-2723-45c6-9cb3-6bcbd8fab57a,12285
F,70980db1-a8b6-45d8-bf7d-6bcde2586f62,9566
F,2d54654e-1ceb-4a2f-ada2-6bd8697120bf,6254
F,27e09ee8-8cca-4af4-825e-6be580e0309f,6203
F,043f5528-3563-4614-bf1d-6c0404ec5214,6165
F,9cf86e4e-d400-4549-b24e-6c099ac2b43f,4505
F,5d5f0932-28da-4c74-9281-6c0a8103a473,10454
F,4d46026c-d2e0-4382-99fc-6c16ea6cc588,180
F,fdb5970b-cd8d-406c-945a-6c1ab9de5f5e,11694
F,1d16ca09-e16e-4189-a7bb-6c20705b5c82,7596
F,d1ccdae6-85f9-4716-9b08-6c38d5699e2c,10853
F,2b5c1e4d-f433-4661-aed2-6c39df09486a,6741
F,9a2e8d1b-657a-45d8-8e4e-6c4b6e7785ca,12254
F,842cae18-5624-43fd-8b04-6c60a11524b9,10547
F,0181fcaf-f96c-4413-8045-6c643d36a9f6,10315
F,eec85c2d-5266-46a7-9c4d-6c675381786a,8916
F,134924df-10d9-45a1-ba35-6c676309e2df,9283
F,5a3bbce6-b8e6-4ca7-9b31-6c6e43f6f383,5527
F,405dd7a4-4ea2-4359-bae9-6c73147c1fc5,10604
F,d23920b3-342f-4600-8223-6c7e6af730bb,948
F,c54e09b8-a6d1-40fd-9647-6c874b049918,4430
F,65fd8c37-cce5-4cc1-9893-6c91ae9eaad6,9399
F,d79caccb-80f2-420c-9a99-6c964ba9dba1,6620
F,0f09eb1d-dca7-4921-8638-6ca37d9a9ede,8993
F,60d7dc34-8aab-4d09-93e3-6ca88d637d6c,6750
F,4caea5b6-cef6-496d-b0ff-6cabf4af997c,11021
F,f7e49fe1-d84a-4e0a-839a-6cc5f6a6ff08,10745
F,97c91fb7-214c-42cc-9881-6ccb0243330b,6531
F,9fab536d-29e5-49d6-8ed7-6ccf3e29eade,12791
F,f8a0f629-345e-4327-9c3f-6cfab78de1e4,11984
F,82ac1b49-6c84-4c2d-95f4-6cfd2213ba49,9670
F,53631f0b-f2e6-47fe-8c4b-6d130470a26b,6323
F,42aefebc-03d5-472b-843a-6d3045de5451,7928
F,777f99f5-4688-46c7-9e58-6d41da74317d,10545
F,4de9d3de-9d8d-4ed2-be68-6d45c16e7d54,7468
F,3dc3c57b-b111-4a3a-9806-6d5b9d508fb9,11564
F,f328cf2c-32bd-438f-b164-6d6369118222,12782
F,4924ac4e-f1c0-42cd-b318-6d67b774ab91,6589
F,3a30698f-2f2c-409d-b289-6d6c1e811215,8175
F,1ea0791b-4c3a-44f8-9999-6d91e99c39c7,9947
F,a3ee2953-87b1-4f82-a599-6d9758557605,3625
F,11519a34-b744-47dc-8cad-6d976805436a,11906
F,04620297-3260-4f0a-b655-6dab54cc43c5,6812
F,667f4b73-9105-449d-9609-6db1124eacca,11494
F,7d3a10c5-cde6-4c90-9668-6dba8ab0a6d3,5678
F,2bb260f8-3ee4-4b82-9491-6df0e3a3b7e5,4727
F,803a9e0a-4479-47e7-9b03-6dfcd2b96b9f,7285
F,59f272a1-71ac-495c-a71b-6e022304f79d,11904
F,274dd206-2b22-4629-be4c-6e04963c9250,7084
F,30f0911f-0f76-4d3e-b23f-6e04fe18b01e,6500
F,18503c7c-3077-4bb9-a63d-6e06c34240bd,11573
F,8ee3f6a6-c2c2-4510-90eb-6e0c4c722125,11317
F,bfd24c52-dca3-4c56-bac0-6e0d6bdc6de8,5457
F,751c7b0a-4c34-40ba-89a0-6e107e0becd1,29
F,6b26bf32-eb59-4b50-b0ee-6e264b769d43,12812
F,d5ad3ed7-114f-4092-90ea-6e2f3ef6ac7a,6164
F,c965c439-dc33-4421-b4d8-6e41e2f8eaef,10566
F,aaa84a6d-f52f-4c06-9ec1-6e4682e7b006,11023
F,c8f93af2-c110-4025-a091-6e4bc1b9de77,8256
F,a57b3f8d-0ae0-40ca-979f-6e698b945098,9189
F,7149af2c-cd2c-4ce5-bd11-6e6d6c817811,4892
F,54a37570-0663-4293-b4d3-6e8c3a9d6030,10703
F,6e17a553-6cfc-4df4-89e4-6ea5ac497790,9260
F,0acc0294-68f8-40ce-954b-6eb2f36ffff5,10551
F,2c85889e-d536-457c-8e4f-6eb831fb9b91,9033
F,f2612d92-bf1d-40b7-8ec5-6ebfa9a49a95,7508
F,8d63be43-80a6-4c57-a2bf-6eced9866c7e,7003
F,41316a49-de53-4e52-8c17-6ed27035e860,11915
F,1679a94a-cc2d-4223-8e22-6ee12d8db365,12048
F,fb96236a-b76b-453b-8a58-6ef581f4bf82,8317
F,15e19d90-2099-48f7-a8d5-6f0b58e16665,11528
F,978b7103-19c2-4172-b1f1-6f0d03783b92,11338
F,1e76b0ed-dbdb-4315-b223-6f19bd20c767,11457
F,7ce18bc2-a2d0-4953-8d99-6f21b10bf59d,7845
F,fcb8241d-adbd-491e-8bbf-6faf25b463f9,7678
F,76232cbc-caec-4f51-98d8-6fbe8f95f730,9891
F,2ab5fcef-f680-465a-b125-6fc70df58f2c,8153
F,7e2b2f69-e95a-467b-8503-6feb2e1ba6dc,3840
F,3220082e-22e6-4c8e-9201-6ff3e668fe92,183
F,92514bad-9bfb-4bae-a6b2-700ce4ff4c02,5976
F,922fbefb-b660-4dd9-891c-700f0c77087d,6482
F,4cacf36f-b5a4-4277-90ac-70154e14d946,5455
F,78fd3b9c-bfb9-4b85-a63a-702c0401e832,11532
F,cbc36186-e1f4-4a00-b04c-702e64a2c217,5250
F,1ee42f6b-5420-497e-825a-70373d0d2436,219
F,b2125c35-1279-40af-9854-70517fcb1a02,975
F,c044fcb4-afc2-4a57-a8c6-705499f490b0,7184
F,73947920-0e60-4bff-b4a5-7056995c6c3e,8627
F,abf651e9-d180-4e09-ae2e-7057dda05abc,811
F,812b4daa-d4c3-47e7-8bb0-7059071bb1eb,10461
F,f1b5496a-b1bd-42fc-bae9-7069ae5a12f3,11060
F,1659fe67-61a8-4019-bf0e-708ee70e0a1a,73
F,e858ed1f-db6c-4793-8577-70ab1d48ac90,6953
F,11e7522c-1538-421c-99a3-70bcc8ef7140,11834
F,ea7e33ab-f9ae-4337-85f3-70bd1ca7283f,5514
F,94b00ad4-9597-4dc3-9da0-70d6a17abad0,9146
F,f5f5e05d-5eb2-4624-99b7-70f5a83dbf63,7291
F,4b6ac2b5-a400-4239-ae23-710b23e200bc,12288
F,f3744b50-0f4f-418b-8452-710ec6f73d92,8079
F,89f57797-57b3-493c-a313-710f981b4cd0,7539
F,4ca2945d-feb6-41e6-8b6e-71126567aa32,12064
F,72a40b46-8da1-42ef-81cc-71128555a098,1581
F,bd8f83ea-0369-4606-ab9e-71375da14e0e,4175
F,f78f45d0-5065-431e-8aea-713c3043c58c,12875
F,2226980c-7d4b-4d52-8c37-714402e0c267,10783
F,8c9843db-a840-490e-aabb-714e700d1bf9,12908
F,bf1c4940-5b4f-48fe-80b6-7151757ff0f6,8585
F,fb27a65a-0ece-4c8e-af9d-71570e4b5c71,9295
F,f611fa12-d070-444c-913b-71694700d95f,7885
F,0c0e11aa-4864-4155-8aab-71968831c46f,10317
F,96aaf468-2014-4d26-a289-7197d378a99b,9032
F,4874b5ae-fde5-4175-839c-719d951a7dcd,7900
F,0185e975-1b32-4fd8-b584-71ab82281338,12677
F,4d4a37da-2fbe-4d7f-a1c4-71b1efbebaf0,9125
F,8c4e2292-b44b-4586-bf4b-71b2746aee55,6560
F,b73486ac-0330-4e6f-a5ec-71b7c32d2410,11331
F,01ca042d-f99f-4518-9e52-71c418771e04,5528
F,e6aca4c3-a407-472f-8a39-71ccf2a59d18,4426
F,5ba5a5c2-f5c0-4cdf-a94e-71d168268d2e,6337
F,d804da78-e145-48f5-a4d6-71d3dbef095a,9985
F,73b3b4e5-7439-4df5-88f5-71e5a928b4d8,4818
F,c3c1b967-11d5-4de3-b276-71f41195c9e2,7620
F,8ed5ca81-33f5-4727-b044-71f5e1c7469a,6251
F,6b5bb0b6-8c8a-4fe2-a29f-71f841a88828,7090
F,1f77192e-7617-4afc-baba-71ff44affe56,3766
F,ced15d35-0d16-4d45-bfd8-721ccb34aaab,5676
F,63d40888-2853-4e31-9548-721f1db5783f,12447
F,0fbf24be-3c82-4ca1-88f9-7225590d6183,12918
F,4fd53ab0-069d-4ee9-878d-7233cc2224a0,9330
F,9716c78f-3c29-43f4-92ba-7245640f2a44,12235
F,abf07fcb-66f3-466b-afdf-724701f13292,7496
F,474ccd6d-cb45-4fdb-9aec-72552f9f5a69,8572
F,673efcfb-b4de-4c7c-a2f6-7258a75db44f,57
F,0b25527b-6b7b-4980-a10b-725a47f5e791,6926
F,251657c4-fc72-4f0b-ba08-7265e65453df,12622
F,d97595d1-72f4-4c87-97fe-7269d34cf8f3,12707
F,9c0b30c0-33ef-4f83-a823-7279c3a68cb9,6233
F,55803879-6356-4c28-b0d6-729e4e89fdcb,11640
F,f30d4f15-3eac-48c5-84c0-72b487e5f299,6539
F,05da9446-82db-4bb2-bb4c-72b70a47d183,891
F,7cc3fc8e-4e3b-4bfa-99ef-72cb8576a579,12528
F,c87e8e0e-6818-4668-899c-72fb4c548ed8,12895
F,029dbf68-e672-457c-96d7-72fe67cdac44,7714
F,1113ecab-354a-41d3-93a3-7308efc5c7cc,10477
F,87401f14-4c6b-442f-8e4e-7312275ec6ae,592
F,92d188cc-00b5-4401-9556-7331929ffa46,10716
F,cbba6dc5-101c-4c7a-8daf-733b1bae772f,3296
F,f2e754c6-d2e7-4d16-ae7c-734c68fd80f0,7794
F,85f67595-0420-48e4-b24f-734d438d6018,6688
F,48b82c83-4ed2-4b4f-b631-7362e241f72a,10591
F,fc45f533-f7bd-495f-af44-736de45690a1,10972
F,e33e7dd6-fdae-40ce-9d49-73818619b035,4234
F,cd421927-fef0-442d-a52c-738c3b04bd64,11315
F,e58b7b30-ab6e-4477-ab63-738cfddde554,11119
F,7c71a0f5-4c92-44cf-b03c-739aec26da66,81
F,c2b8d187-0927-4d2b-98ed-739ca8da3085,9730
F,07b7969c-ebd0-489e-9c53-73a08fa31e8c,11042
F,18651694-8cc8-4736-a8b3-73a6a608ffef,11433
F,19a4a91e-3641-402b-9786-73aea5250665,5682
F,7f4235d3-b73d-40eb-b8f2-73b0287f7a37,11382
F,8ed5c7f4-fe53-466b-b209-73b420d8826a,7757
F,2b2fb7bc-1845-46cb-87d8-73d96403bb93,8209
F,3befd932-d4d2-4ed3-8982-73d973319e6d,11005
F,2582991b-5650-425d-b2bc-73de3f6a0ecb,7173
F,013e0971-21c1-4510-8b08-73edbbec043b,12602
F,407a4c33-3706-4572-88f0-73f9c4eb4898,8665
F,c714d1bf-05a8-49f0-9542-73fb50191ade,11643
F,ef57236a-2a5d-450b-b8c5-74048757c5fd,5487
F,d99d1718-dd38-4702-b255-74155e26308c,12196
F,f661c1a6-3dde-4ef1-94ac-741cb3ebc10b,678
F,33ad4209-dc37-4607-8b56-742983d449f2,6015
F,745e18f9-a2cb-4b6e-88bc-743783650372,1165
F,87e14680-9f1c-4542-b7b1-743ec26c1963,5919
F,13b50773-7d3a-48fe-b3da-7444b2076636,3071
F,2c5aee1b-3b29-47f9-8549-745e02db850b,8138
F,6917f12f-a5e1-4472-afd2-74628acf17ef,11860
F,0e494848-7b9a-4167-b5e6-746d6cb2afb5,7056
F,3379e961-e8fd-4652-b4d8-74723d6e785f,971
F,5b852683-2881-47de-836d-7476fe2f6886,9365
F,eb7e5049-0e30-4db4-b0c4-74796d63e20d,6897
F,537698fc-5be7-4837-baf6-747fb98c16aa,9086
F,753907c3-b2a7-4759-aa74-74874b0fd2e1,1346
F,81f6f176-5ab6-4d27-809b-748c6350827b,9088
F,721a728a-3dc8-4a54-b723-748dde4c6e99,8885
F,b2de97f2-6632-468f-a3bd-7492627044a5,7517
F,6706bee8-81e9-4243-9098-74951cd7fed9,5858
F,e3b5639b-07cb-44c9-959c-74b9ca75b8ba,7324
F,0fa975a0-2ee4-4b2c-9e2a-74b9f92b1c6c,9875
F,a9451a55-4b00-47ff-874d-74be2169288e,9631
F,fac5448b-6705-47aa-94e0-74c209d53027,696
F,d46cd9a7-d0b8-467b-b07a-74d4786a2c35,8841
F,800f9438-1d98-4abb-9ac5-75036eab5e3c,5489
F,4bb46103-2274-4350-bc02-750570c82ded,10236
F,2a206eb1-72d8-461b-98c3-751320d66a0c,6091
F,ae7f481c-a23c-4775-9346-75183cd59e78,9707
F,99c7f4ff-763c-42ab-b0ff-751be292fc8c,6795
F,e7409994-6c86-4bcb-9645-7557906d4507,11948
F,652e645b-3da8-416b-87a2-757103943e61,11736
F,7c87272e-8f04-4178-96ba-758982d92359,5978
F,3de7afab-5d72-4e37-901d-75b723e91ced,3834
F,975a983d-047b-4898-a65d-75bc026be88e,6816
F,61243816-8985-4d70-b536-75ce5f893c83,12680
F,28f9b6b0-262d-4306-93d0-75d65a8e1817,46
F,adac4d02-a952-4469-b790-75df965d8bed,8506
F,5bef3d1f-366c-4e7d-ab3f-75ff6e840d06,5215
F,f65b9412-589e-4f95-8171-76020d5725a7,292
F,65ec47ae-f64e-40c3-87bd-76083682adc7,12157
F,a789f07e-93ad-4d7a-b725-761b48609611,6922
F,13e7b3fe-7ad7-44e5-b31e-76323dd9e4b7,6422
F,db577030-49b9-40ec-be19-76333d1c1baf,10107
F,2e4e4e44-2e42-4395-9841-764569680148,1188
F,d016898a-7c94-41bf-ba6f-76656052b0ed,3260
F,8378be98-8f94-4504-9730-766b09a2d3f4,3757
F,1a00efaf-4360-49ec-b5ce-76763f58a659,7357
F,8100a10b-5590-44ed-a9a2-767ef790d43a,12578
F,f4c927be-a9cb-4a34-9e00-768033bcce85,7547
F,052fd607-ba4e-4c07-964b-768217340157,6160
F,9bed994e-abcb-45f6-8645-7683683ec8b4,9333
F,ca44b327-fbbe-4211-8a2b-76859cfd7cd6,10133
F,82e30908-2d7c-4411-bd20-7686c6882151,1006
F,a0628609-b9bb-415c-ad38-7688dff55353,8419
F,4bd38116-d18f-482c-9937-769b8f06ff39,7707
F,5e179a6a-05e6-4d18-a389-76b434addba4,8654
F,e4a6f224-074e-4a49-b421-76c7ffaf3772,12419
F,afc6d43b-0012-4f3b-b1ea-76d9bd0d54da,7091
F,a914ac0f-b6ce-443d-9484-76dbf0bca0d8,10235
F,a8a2f500-240f-47ea-b911-76ea7faaacaa,10580
F,6e27bcea-d5c6-43f5-8991-76f876fde26a,8324
F,3b599ce1-5361-4b8a-a1e7-76f89ea0e665,3565
F,7d1b2fcc-e9b2-48b2-9b96-7705013c059a,12623
F,2b156c41-56a7-438c-b169-7706b32e8ac9,369
F,6ad110a6-1a84-44fd-b095-770b56945520,7437
F,a88aaf1a-d5ab-4165-9d05-770e50934a70,10979
F,818d8263-3495-40d8-b8e4-77114d6f626b,5529
F,e48ad46e-1c1b-4875-8a32-772063a78572,6799
F,3273d4c6-6286-41bf-a92e-773a175bdb31,6287
F,894e9f56-1d12-4637-820b-775c19c71bcb,3836
F,9f2bcd30-17b8-4d86-a28b-77606fdd50f3,4441
F,202bf670-4713-447d-b53a-77689ce7aa7e,968
F,074d13d3-8b9f-4fbf-8614-777488b5ab3e,12940
F,a5829f3d-f9a5-4d3b-ab6e-777f330e1ab3,659
F,d6cb49b0-6cbf-4d54-9695-7784f6d4684b,3876
F,ad7fedbd-6760-4f7f-9d52-7786eea6d076,9537
F,d7cf49bf-ce49-43ea-b922-77929e2e43b5,5511
F,3ece6520-8028-40df-a687-77a0d66ba566,10332
F,550ee030-3542-44dc-9c78-77a69f12e4d3,10163
F,bd125453-89fb-44c3-b634-77be6017d1d7,7360
F,6713e4ae-c146-4548-83a1-77cd67c76493,12253
F,24dd6ced-a3ef-4506-9c8a-77dd580adb4d,6184
F,cef352dc-2f54-4936-81f3-78005fa380bb,10713
F,e5ee1d07-2dbf-4b6e-870b-7809d6608389,8541
F,0a6582f0-be3e-4e80-9125-78166a395e1b,7448
F,e11be68a-10b9-4e07-a261-782dd2d1c205,7494
F,effcd214-c001-4c2d-97d3-7839f4477dda,12312
F,90154b67-bb97-4822-9bc4-783c548efaea,10306
F,6bccb75c-81ee-4cd7-af25-784526a23fc0,9702
F,298955eb-ef7b-4e60-a3d7-78453c1e9524,8626
F,640cbbe5-1b56-415d-af0e-78475343261c,4726
F,a8b2403f-4fe0-4d6f-80cf-784b26f85033,12066
F,20cc7d2f-6f8e-4e16-957d-784e9a2dcbe8,12392
F,ecc65518-2257-4144-bcc7-786b73798901,11264
F,4da0dd99-ed6b-4f75-8492-786ea2a82258,10558
F,fab3e3de-f093-4f05-8ada-787f6a80b705,4292
F,c46e2458-a508-4523-aaec-78a9b270b6fe,4293
F,d7e3f1e2-cf30-4740-a34b-78b1f56eb918,10243
F,aeb9c45b-df7d-47a8-b34f-78b79ba2f875,11368
F,c420329b-9afe-42a9-ac69-78c4e879a904,3041
F,a67b3ac6-cb29-4289-82a2-78c6b4426cb0,7806
F,bd7278d8-4852-4fe4-a303-78cad6b5c494,688
F,95ff1cd5-3aea-4d4e-8648-78dbfa149ef9,9020
F,13ca5871-0179-4663-abef-78dc4fb4bf59,11146
F,873b67ee-a0ca-4558-9241-78ecdc4659d1,294
F,bdb56c37-d454-4338-924d-78faa40a1cca,694
F,11cc5b24-4e90-44cc-955d-7905b10751ba,5744
F,c8d6bcd2-09e3-455d-8d61-79083bfb23f8,3062
F,86d1ced5-aa90-4d6e-8813-790b61cea3e4,12011
F,ac4ab737-2e08-4404-bcee-79269c0730a5,9226
F,bd625e82-f151-4f7d-9f97-79373005c6b6,8698
F,362fd09d-b506-4033-a083-7942728ea35a,3628
F,eba84729-1e4c-47ac-ba77-79448cc8c751,3816
F,d8961a67-f851-471d-8007-796936de4282,6615
F,95615b40-114d-481f-9e9a-796a18aeb989,6558
F,a1c6df50-ec2d-40e8-a602-7984ecd6d430,10036
F,68e61ae1-a932-4417-b04d-798db8fc7c04,993
F,5b1fc41d-dedf-4798-b01e-79910aba4580,34
F,35e744bc-b000-43bd-9020-799e40aa3aa8,10258
F,cd96e22a-07d1-4a0b-972c-79d293144a29,7799
F,e9f5bd05-6b31-4bc4-85b4-79da1cca4a2e,9206
F,efe23e4e-53bd-4e82-a84e-79e04fb91ab6,7024
F,92955f71-bfec-44cc-802e-79e2d4d43bd8,4057
F,8884d4d2-94a9-49cb-b005-79ea491ad963,5464
F,07f2a34e-9044-459c-91ae-79f1ef414b82,12719
F,8fce2418-9130-4f66-8293-7a06cf7ee570,8940
F,b9977109-398f-431d-b105-7a22077abeac,8897
F,b52238ae-0d76-4e41-a39a-7a26f29a7235,3540
F,3f2172a4-c54a-4fa8-a4ed-7a3dc6f5ce93,5895
F,da599618-623e-4546-94a5-7a4ac4a6ee08,9301
F,d89bbd9c-2f59-4687-aaa2-7a5a57d663bb,12009
F,4e3bfc82-3cc4-448d-a70b-7a5ae4ea6f09,6618
F,e52a9692-efd7-417d-b582-7a60bf78fa1f,9248
F,46c24ecd-ab57-45b7-a5a2-7a83352d473a,6279
F,3954d27f-fea0-42df-a53a-7a8d1bcbb520,7282
F,045d64b9-2cbf-4e86-adba-7a943d0e5fb0,9491
F,4121ec50-3bfb-4c72-af1d-7a9e37ee5655,5926
F,117aaa5c-cdfb-4e2b-a11d-7aa88f35c919,6597
F,5fa9a50d-df4e-4a52-b1cd-7ab0e49029d9,481
F,ab2919f6-beb7-4b3f-b7e7-7ab420ba1a79,690
F,27d19357-be00-486d-99a3-7ac6c114fafe,8699
F,92f5e821-93e6-4a01-a8c0-7acb39f47e2f,5467
F,b21f6309-5646-4348-9189-7ad7d65090c7,27
F,2bd9dbff-f16c-4523-95b8-7ad837f6f6f3,7370
F,df8dc030-ef5b-4ec9-ab40-7adcfb444235,8418
F,d30c5cd4-0b22-48ab-9c91-7aee3f6f6dcd,7351
F,833e5cef-17b1-43fd-b284-7af1bdc534f3,11272
F,7f34cada-4b83-47e7-bcb1-7afb86e8b4e2,8447
F,75727385-d772-4b5a-9e35-7b14d031c7de,10726
F,978a1622-7fbc-4f39-8ea3-7b1c7786812c,4848
F,1429c9b0-6cbc-438c-bd23-7b2fb44249c9,11813
F,fcc9ab66-66ad-40ac-aa09-7b3a54120ace,4681
F,6a27aa49-6c6e-4639-b938-7b48fb3c67c8,6712
F,29b069eb-a6ed-45b7-963c-7b53e22376fa,8755
F,9f5b2118-b944-4436-a511-7b5d27699379,10930
F,23cde8ba-eb1a-4713-afff-7b6e3fabf78b,11558
F,1c52323f-814f-48cc-9d38-7b6e8e22e250,5653
F,250f484d-ff78-4e43-879f-7b6ed8f15d59,7442
F,eb9052b8-8070-4172-9ba6-7b706962c76b,6198
F,556831af-d9ec-4f6d-a2cd-7b74c46a82f8,7696
F,1fef1833-c864-4ac3-a5c2-7b774f43d214,8854
F,a87d569c-1143-428e-8553-7b82370d6c9c,6635
F,44edf95b-672c-477b-bf03-7b92609fd5f7,11395
F,44d0d48e-1917-427d-bc25-7b9f6d65ff62,10052
F,424825b1-6529-4985-9133-7ba76a423ef2,10463
F,4873257a-4af9-48ab-a7cf-7ba88079f947,7190
F,0f2a2f80-558f-41fb-99de-7bacc555ec10,7305
F,2d26ba3c-c33c-4d86-847d-7bb256d1fbe2,10176
F,89c8ea44-35ec-4527-803e-7bb2f94c0e59,12095
F,4403db4f-68e5-436b-9fed-7bbe9e94aee7,10432
F,29aa6b88-06ea-48be-911e-7bd59a59b345,11125
F,3fce8447-a890-4886-aecf-7bd828dd4881,3535
F,74a2b0c3-ac6b-401b-8fcc-7be5f9446938,6593
F,b713cbdb-8b51-4f3c-bfff-7bf12dbd64ce,11822
F,27ecbc82-59a4-4b48-b252-7bf6d58f3491,6979
F,f8b3fde7-c79a-46a4-9fab-7c0b3070f55b,8170
F,e0e79c26-1e92-4f6c-945b-7c16b644e45d,8468
F,a4f5e80a-3cf0-4aa9-bc6a-7c1e023b5fe4,10830
F,2445a8bc-32ee-4b5a-a070-7c23ff7a37c2,8300
F,4babdd77-4e5c-41bc-9a1c-7c2ddc6faf69,7255
F,009b697b-3e2d-4095-9302-7c305d0d327e,10153
F,ac2c9f29-7c75-4996-89a6-7c367bd5acb5,9613
F,67704d5b-c23e-45e0-b043-7c391f7e4686,9643
F,7e14bd55-c045-45cf-b55c-7c4ad4b25095,4463
F,b8cc99ef-d692-4a4d-bcc7-7c4e6ea8af47,8101
F,714db9db-4d6e-4485-a981-7c4fa4b9d04a,11629
F,b5bb3276-c8e1-4adc-aafe-7c5b6a95d464,5180
F,21f351c9-b904-4063-87cb-7c5d2f6065d7,6364
F,38497a68-65b6-46d2-9f02-7c66dddafd6c,5195
F,f29c3f71-dd11-4553-82a2-7c73fd4954da,10212
F,69172dd7-4b6d-452a-8d52-7c8bdff32c47,10662
F,797db554-8070-48f3-92e3-7c9177f1641d,10732
F,db778b2f-4d00-4a34-877e-7ca70c4e80ba,5652
F,dd8af67b-703e-4bac-aba3-7ca9a35c10d2,84
