SKOD,RKOD,BedKod,Modul,FisNo,FisHarinx,FisTip,TmpMiktar,kgid,insUN,insDT,insApp,updUN,updDT,updApp
LNRCNCNT961,1,2,s,338,5571,g,1.0000000000,587,,,,,,
RCN146,4,5,s,338,5567,g,1.0000000000,588,,,,,,
RCN146,4,4,s,338,5567,g,1.0000000000,589,,,,,,
RCNCNT360,76,4,s,338,5565,g,4.0000000000,590,,,,,,
RCN1DRG1057,140,38,s,338,5569,g,1.0000000000,591,,,,,,
RCNCNT360,76,2,s,338,5565,g,3.0000000000,592,,,,,,
LNRCNKM863,11,37,s,338,5562,g,1.0000000000,593,,,,,,
LNRCNXSPX5,1,39,s,338,5566,g,1.0000000000,594,,,,,,
ZKRCN211,11,5,s,338,5564,g,1.0000000000,595,,,,,,
ZKRCN211,11,3,s,338,5564,g,1.0000000000,596,,,,,,
ZKRCN211,11,4,s,338,5564,g,1.0000000000,597,,,,,,
ZKRCN211,59,5,s,338,5564,g,2.0000000000,598,,,,,,
LNRCNR109,9,36,s,338,5563,g,1.0000000000,599,,,,,,
LNRCNKM603,228,36,s,338,5568,g,1.0000000000,600,,,,,,
RCN548,1,4,s,338,5558,g,1.0000000000,601,,,,,,
RCNXSP020,11,42,s,338,5559,g,1.0000000000,602,,,,,,
LNRCNR705,421,39,s,338,5560,g,1.0000000000,603,,,,,,
LNRCNKD801,4,25,s,338,5561,g,1.0000000000,604,,,,,,
LNRCNKST101,9,30,s,338,5570,g,1.0000000000,605,,,,,,
LNRCNKD801,4,21,s,338,5561,g,1.0000000000,606,,,,,,
LNRCNKD801,6,21,s,338,5561,g,1.0000000000,607,,,,,,
RCNWLG072,109,35,s,338,5557,g,1.0000000000,608,,,,,,
RCNWLG072,325,39,s,338,5557,g,1.0000000000,609,,,,,,
RCNWLG072,1,39,s,338,5557,g,1.0000000000,610,,,,,,
RCNWLG072,1,38,s,338,5557,g,1.0000000000,611,,,,,,
RCNJLX20,11,4,s,338,5556,g,1.0000000000,612,,,,,,
RCNJLX20,1,3,s,338,5556,g,1.0000000000,613,,,,,,
RCNJLX20,11,5,s,338,5556,g,1.0000000000,614,,,,,,
RCNWLG072,11,35,s,338,5557,g,1.0000000000,615,,,,,,
LNRCNKM853,27,39,s,338,5575,g,1.0000000000,616,,,,,,
LNRCNXSPX5,1,42,s,338,5566,g,1.0000000000,617,,,,,,
RCNWLG072,1,32,s,1103,20342,g,1.0000000000,5194,,,,,,
LNRCNDPF156,46,23,s,1103,20336,g,1.0000000000,5195,,,,,,
LNRCNDPF156,46,22,s,1103,20405,g,1.0000000000,5196,,,,,,
LNRCNDPF156,46,20,s,1103,20462,g,1.0000000000,5197,,,,,,
LNRCNDPF159,525,23,s,1103,20478,g,1.0000000000,5198,,,,,,
LNRCN383,10,36,s,1103,20423,g,1.0000000000,5199,,,,,,
LNRCNKZZ803,46,20,s,1103,20371,g,1.0000000000,5200,,,,,,
LNRCNT2023,5,3,s,1103,20491,g,1.0000000000,5201,,,,,,
LNRCNT836,98,2,s,1103,20352,g,1.0000000000,5202,,,,,,
RCNWLG072,1,41,s,1103,20308,g,1.0000000000,5203,,,,,,
LNRCNDPF156,477,22,s,1103,20331,g,1.0000000000,5204,,,,,,
LNRCNACT10,534,24,s,1103,20338,g,1.0000000000,5205,,,,,,
LNRCNKLCZ1201,47,22,s,1103,20319,g,1.0000000000,5206,,,,,,
LNRCNKLCZ920,46,23,s,1103,20435,g,2.0000000000,5207,,,,,,
LNRCNKLCZ920,46,24,s,1103,20400,g,1.0000000000,5208,,,,,,
LNRCNKLCZ920,46,20,s,1103,20376,g,2.0000000000,5209,,,,,,
LNRCNACT10,533,22,s,1103,20385,g,1.0000000000,5210,,,,,,
LNRCNACT10,534,20,s,1103,20461,g,4.0000000000,5211,,,,,,
LNRCNKETL506,46,23,s,1103,20367,g,1.0000000000,5212,,,,,,
LNRCNACT10,534,23,s,1103,20473,g,3.0000000000,5213,,,,,,
LNRCNACT10,85,21,s,1103,20399,g,1.0000000000,5214,,,,,,
LNRCNKLCZ920,46,21,s,1103,20366,g,1.0000000000,5215,,,,,,
LNRCNKLCZ1990,47,21,s,1103,20444,g,1.0000000000,5216,,,,,,
LNRCNACT10,11,23,s,1103,20365,g,1.0000000000,5217,,,,,,
LNRCNACT10,18,22,s,1103,20340,g,1.0000000000,5218,,,,,,
LNRCNKLCZ1520,47,23,s,1103,20432,g,1.0000000000,5219,,,,,,
LNRCNDC114,60,5,s,1103,20476,g,1.0000000000,5220,,,,,,
LNRCNACT94,91,4,s,1103,20321,g,1.0000000000,5221,,,,,,
RCN5481,4,5,s,1103,20421,g,1.0000000000,5222,,,,,,
LNRCN464,48,3,s,1103,20370,g,1.0000000000,5223,,,,,,
LNRCNXSPX6,19,38,s,1103,20493,g,2.0000000000,5224,,,,,,
LNRCNKERT1455,1,23,s,1103,20381,g,2.0000000000,5225,,,,,,
LNRCNXSPX6,19,37,s,1103,20455,g,2.0000000000,5226,,,,,,
LNRCNPT140,206,54,s,1103,20314,g,1.0000000000,5227,,,,,,
LNRCNKERT1455,1,22,s,1103,20424,g,1.0000000000,5228,,,,,,
LNRCNKERT1455,1,21,s,1103,20328,g,1.0000000000,5229,,,,,,
LNRCNKSM500,46,22,s,1103,20427,g,1.0000000000,5230,,,,,,
LNRCNKSM500,378,22,s,1103,20450,g,1.0000000000,5231,,,,,,
LNRCNKSM503,378,22,s,1103,20364,g,1.0000000000,5232,,,,,,
LNRCNKPSJ333,46,21,s,1103,20441,g,1.0000000000,5233,,,,,,
LNRCNKTDY202,229,23,s,1103,20354,g,1.0000000000,5234,,,,,,
LNRCNKKSP01,146,21,s,1103,20429,g,1.0000000000,5235,,,,,,
LNRCNKYN202,47,21,s,1103,20361,g,1.0000000000,5236,,,,,,
LNRCNKM299,66,21,s,1103,20422,g,3.0000000000,5237,,,,,,
LNRCNKVT5001,46,24,s,1103,20301,g,1.0000000000,5238,,,,,,
LNRCNKM299,238,24,s,1103,20323,g,1.0000000000,5239,,,,,,
LNRCNKM299,463,23,s,1103,20470,g,7.0000000000,5240,,,,,,
LNRCNKVT5001,219,22,s,1103,20303,g,1.0000000000,5241,,,,,,
LNRCNKM189,9,20,s,236,3778,g,1.0000000000,618,,,,,,
RCNWLG072,109,33,s,236,3773,g,1.0000000000,619,,,,,,
LNRCNKDM503,343,21,s,236,3774,g,1.0000000000,620,,,,,,
ZKRCN211,4,5,s,236,3775,g,1.0000000000,621,,,,,,
LNRCNDC114,185,6,s,236,3777,g,1.0000000000,622,,,,,,
RCNCNT360,76,4,s,236,3776,g,1.0000000000,623,,,,,,
LNRCNCNT896,9,5,s,291,4792,g,2.0000000000,624,,,,,,
LNRCNKD901,4,22,s,291,4791,g,1.0000000000,625,,,,,,
RCNWLG072,1,32,s,291,4794,g,1.0000000000,626,,,,,,
LNRCNKLCZ1404,293,24,s,291,4790,g,1.0000000000,627,,,,,,
RCN152,11,2,s,291,4788,g,1.0000000000,628,,,,,,
LNRCNKRS035,46,35,s,291,4785,g,1.0000000000,629,,,,,,
LNRCNDC114,25,4,s,294,4825,g,1.0000000000,630,,,,,,
LNRCNKRS035,46,35,s,294,4827,g,1.0000000000,631,,,,,,
LNRCNKM360,46,23,s,429,6873,g,9.0000000000,632,,,,,,
LNRCNKM360,463,21,s,429,6873,g,4.0000000000,633,,,,,,
LNRCNKM360,351,22,s,429,6873,g,5.0000000000,634,,,,,,
LNRCNKETL501,46,23,s,429,6881,g,1.0000000000,635,,,,,,
LNRCNKM360,46,22,s,429,6873,g,9.0000000000,636,,,,,,
LNRCNKLCZ270,378,23,s,429,6874,g,1.0000000000,637,,,,,,
LNRCNKLCZ270,378,22,s,429,6874,g,2.0000000000,638,,,,,,
LNRCNKLCZ270,46,23,s,429,6874,g,1.0000000000,639,,,,,,
LNRCNKLCZ270,46,22,s,429,6874,g,2.0000000000,640,,,,,,
LNRCNKLCZ270,378,21,s,429,6874,g,2.0000000000,641,,,,,,
LNRCNKM360,66,23,s,429,6873,g,7.0000000000,642,,,,,,
LNRCNKM360,66,21,s,429,6873,g,8.0000000000,643,,,,,,
LNRCNKM360,66,24,s,429,6873,g,2.0000000000,644,,,,,,
LNRCNKM360,66,22,s,429,6873,g,4.0000000000,645,,,,,,
LNRCNT836,98,5,s,429,6877,g,1.0000000000,646,,,,,,
LNRCNKLCZ970,351,23,s,429,6884,g,1.0000000000,647,,,,,,
LNRCNKLCZ970,46,23,s,429,6884,g,1.0000000000,648,,,,,,
LNRCNKVT5001,224,23,s,429,6878,g,1.0000000000,649,,,,,,
LNRCNKVT5001,219,24,s,429,6878,g,1.0000000000,650,,,,,,
LNRCNKVT5001,224,24,s,429,6878,g,1.0000000000,651,,,,,,
LNRCNKM360,66,20,s,429,6873,g,3.0000000000,652,,,,,,
LNRCNKLCZ270,224,21,s,429,6874,g,1.0000000000,653,,,,,,
LNRCNKLCZ270,378,24,s,429,6874,g,1.0000000000,654,,,,,,
LNRCNKETL505,46,23,s,429,6882,g,1.0000000000,655,,,,,,
LNRCNKVT5001,224,21,s,429,6878,g,1.0000000000,656,,,,,,
LNRCNKVT5001,46,23,s,429,6878,g,1.0000000000,657,,,,,,
LNRCNKVT5001,224,20,s,429,6878,g,1.0000000000,658,,,,,,
LNRCNXSPX5,1,41,s,429,6876,g,2.0000000000,659,,,,,,
LNRCN383,4,40,s,429,6879,g,1.0000000000,660,,,,,,
LNRCNKLCZ711,46,21,s,429,6875,g,1.0000000000,661,,,,,,
LNRCNKLCZ711,46,22,s,429,6875,g,1.0000000000,662,,,,,,
LNRCNKM360,351,21,s,429,6873,g,2.0000000000,663,,,,,,
LNRCNKLCZ690,46,23,s,429,6883,g,1.0000000000,664,,,,,,
LNRCNKLCZ270,46,21,s,429,6874,g,1.0000000000,665,,,,,,
LNRCNKM360,463,23,s,429,6873,g,1.0000000000,666,,,,,,
LNRCNKM360,46,24,s,429,6873,g,3.0000000000,667,,,,,,
LNRCNKM360,351,23,s,429,6873,g,1.0000000000,668,,,,,,
LNRCNKM360,46,23,s,432,6914,g,9.0000000000,669,,,,,,
LNRCNKM360,463,21,s,432,6914,g,3.0000000000,670,,,,,,
LNRCNKM360,351,22,s,432,6914,g,5.0000000000,671,,,,,,
LNRCNKETL501,46,23,s,432,6922,g,1.0000000000,672,,,,,,
LNRCNKM360,46,22,s,432,6914,g,11.0000000000,673,,,,,,
LNRCNKLCZ270,378,23,s,432,6915,g,1.0000000000,674,,,,,,
LNRCNKLCZ270,378,22,s,432,6915,g,2.0000000000,675,,,,,,
LNRCNKLCZ270,46,23,s,432,6915,g,1.0000000000,676,,,,,,
LNRCNKLCZ270,46,22,s,432,6915,g,2.0000000000,677,,,,,,
LNRCNKLCZ270,378,21,s,432,6915,g,2.0000000000,678,,,,,,
LNRCNKM360,66,23,s,432,6914,g,7.0000000000,679,,,,,,
LNRCNKM360,66,21,s,432,6914,g,8.0000000000,680,,,,,,
LNRCNKM360,66,24,s,432,6914,g,2.0000000000,681,,,,,,
LNRCNKM360,66,22,s,432,6914,g,4.0000000000,682,,,,,,
LNRCNKLCZ270,378,24,s,432,6915,g,1.0000000000,683,,,,,,
LNRCNKLCZ270,224,21,s,432,6915,g,1.0000000000,684,,,,,,
LNRCNKM360,66,20,s,432,6914,g,3.0000000000,685,,,,,,
LNRCNKVT5001,224,20,s,432,6919,g,1.0000000000,686,,,,,,
LNRCNKVT5001,46,23,s,432,6919,g,1.0000000000,687,,,,,,
LNRCNKVT5001,224,21,s,432,6919,g,1.0000000000,688,,,,,,
LNRCNXSPX5,1,41,s,432,6917,g,2.0000000000,689,,,,,,
LNRCNKLCZ970,351,23,s,432,6925,g,1.0000000000,690,,,,,,
LNRCNKLCZ970,46,23,s,432,6925,g,1.0000000000,691,,,,,,
LNRCNT836,98,5,s,432,6918,g,1.0000000000,692,,,,,,
LNRCN383,4,40,s,432,6920,g,1.0000000000,693,,,,,,
LNRCNKM360,351,23,s,432,6914,g,1.0000000000,694,,,,,,
LNRCNKM360,46,24,s,432,6914,g,3.0000000000,695,,,,,,
LNRCNKLCZ270,46,21,s,432,6915,g,1.0000000000,696,,,,,,
LNRCNKLCZ690,46,23,s,432,6924,g,1.0000000000,697,,,,,,
LNRCNKLCZ711,46,22,s,432,6916,g,1.0000000000,698,,,,,,
LNRCNKLCZ711,46,21,s,432,6916,g,1.0000000000,699,,,,,,
LNRCNKVT5001,224,24,s,432,6919,g,2.0000000000,700,,,,,,
LNRCNKVT5001,224,23,s,432,6919,g,2.0000000000,701,,,,,,
LNRCNKETL505,46,23,s,432,6923,g,1.0000000000,702,,,,,,
LNRCNKVT5001,219,24,s,432,6919,g,1.0000000000,703,,,,,,
LNRCNKM360,46,20,s,432,6914,g,1.0000000000,704,,,,,,
LNRCNKM360,46,23,s,440,6985,g,2.0000000000,705,,,,,,
LNRCNKM360,351,22,s,440,6985,g,1.0000000000,706,,,,,,
LNRCNKKSP1601,470,21,s,440,6986,g,1.0000000000,707,,,,,,
LNRCNKLCZ270,378,23,s,552,8714,g,4.0000000000,708,,,,,,
LNRCNKM360,463,20,s,552,8710,g,1.0000000000,709,,,,,,
LNRCNKM360,46,24,s,552,8710,g,20.0000000000,710,,,,,,
LNRCNKM360,46,23,s,552,8710,g,40.0000000000,711,,,,,,
LNRCNKM360,46,21,s,552,8710,g,15.0000000000,712,,,,,,
LNRCNKM360,66,21,s,552,8710,g,9.0000000000,713,,,,,,
LNRCNKM360,351,23,s,552,8710,g,2.0000000000,714,,,,,,
LNRCNKCS815Y,46,24,s,552,8716,g,5.0000000000,715,,,,,,
LNRCNKM360,46,22,s,552,8710,g,28.0000000000,716,,,,,,
LNRCNKCS815Y,46,21,s,552,8716,g,1.0000000000,717,,,,,,
LNRCNKCS815Y,46,20,s,552,8716,g,4.0000000000,718,,,,,,
LNRCNKM360,351,22,s,552,8710,g,3.0000000000,719,,,,,,
LNRCNKM360,351,24,s,552,8710,g,1.0000000000,720,,,,,,
LNRCNKZZ1401,46,24,s,552,8723,g,1.0000000000,721,,,,,,
LNRCNKCS815Y,46,23,s,552,8716,g,5.0000000000,722,,,,,,
LNRCNKCS815Y,46,22,s,552,8716,g,3.0000000000,723,,,,,,
LNRCNKZZ1402,46,23,s,552,8719,g,1.0000000000,724,,,,,,
LNRCNKM299,1,22,s,552,8712,g,7.0000000000,725,,,,,,
LNRCNKLCZ711,46,23,s,552,8724,g,1.0000000000,726,,,,,,
LNRCNXSPX6,1,38,s,552,8726,g,1.0000000000,727,,,,,,
LNRCNKM299,66,22,s,552,8712,g,7.0000000000,728,,,,,,
LNRCNTWG720,1,23,s,552,8729,g,1.0000000000,729,,,,,,
LNRCNTWG720,1,20,s,552,8729,g,1.0000000000,730,,,,,,
LNRCNKK60,1,23,s,552,8715,g,1.0000000000,731,,,,,,
LNRCNKK60,1,24,s,552,8715,g,2.0000000000,732,,,,,,
LNRCNKM299,238,21,s,552,8712,g,1.0000000000,733,,,,,,
LNRCNKM299,1,24,s,552,8712,g,1.0000000000,734,,,,,,
LNRCNKM299,1,23,s,552,8712,g,4.0000000000,735,,,,,,
LNRCNKM360,46,20,s,552,8710,g,4.0000000000,736,,,,,,
LNRCNKM360,66,20,s,552,8710,g,1.0000000000,737,,,,,,
LNRCNKM360,463,21,s,552,8710,g,2.0000000000,738,,,,,,
LNRCNKM360,463,24,s,552,8710,g,3.0000000000,739,,,,,,
LNRCNKM360,351,20,s,552,8710,g,1.0000000000,740,,,,,,
LNRCNKM360,378,23,s,552,8710,g,1.0000000000,741,,,,,,
LNRCNKZZ1401,46,22,s,552,8723,g,1.0000000000,742,,,,,,
LNRCNKM360,378,22,s,552,8710,g,1.0000000000,743,,,,,,
LNRCNKM360,351,21,s,552,8710,g,1.0000000000,744,,,,,,
LNRCNKLCZ970,46,24,s,552,8711,g,1.0000000000,745,,,,,,
LNRCN383,4,38,s,552,8721,g,1.0000000000,746,,,,,,
LNRCNKLCZ970,46,22,s,552,8711,g,1.0000000000,747,,,,,,
LNRCNKM299,463,22,s,552,8712,g,2.0000000000,748,,,,,,
LNRCNKM299,196,23,s,552,8712,g,4.0000000000,749,,,,,,
LNRCNKM299,463,21,s,552,8712,g,1.0000000000,750,,,,,,
LNRCNKM299,66,21,s,552,8712,g,2.0000000000,751,,,,,,
LNRCNKM299,196,22,s,552,8712,g,5.0000000000,752,,,,,,
LNRCNKVT5001,219,22,s,552,8730,g,1.0000000000,753,,,,,,
LNRCNKM299,238,24,s,552,8712,g,1.0000000000,754,,,,,,
LNRCNKZZ1402,378,22,s,552,8719,g,1.0000000000,755,,,,,,
LNRCNKZZ1402,378,23,s,552,8719,g,1.0000000000,756,,,,,,
LNRCNKK60,1,21,s,552,8715,g,1.0000000000,757,,,,,,
LNRCNKZZ1403,378,21,s,552,8713,g,1.0000000000,758,,,,,,
LNRCN383,10,38,s,552,8721,g,1.0000000000,759,,,,,,
RCN716,34,4,s,552,8717,g,3.0000000000,760,,,,,,
RCN716,34,6,s,552,8717,g,1.0000000000,761,,,,,,
LNRCNKZZ1403,378,20,s,552,8713,g,1.0000000000,762,,,,,,
LNRCNKM299,196,24,s,552,8712,g,1.0000000000,763,,,,,,
LNRCNKZZ1403,46,22,s,552,8713,g,1.0000000000,764,,,,,,
LNRCNKM299,463,24,s,552,8712,g,2.0000000000,765,,,,,,
LNRCNKM360,378,24,s,552,8710,g,1.0000000000,766,,,,,,
LNRCNKM360,463,23,s,552,8710,g,6.0000000000,767,,,,,,
LNRCNKLCZ270,378,20,s,552,8714,g,1.0000000000,768,,,,,,
LNRCNKM360,463,22,s,552,8710,g,7.0000000000,769,,,,,,
LNRCNKLCZ270,46,23,s,552,8714,g,1.0000000000,770,,,,,,
LNRCNKLCZ270,378,21,s,552,8714,g,1.0000000000,771,,,,,,
LNRCN383,4,40,s,552,8721,g,1.0000000000,772,,,,,,
LNRCNKZZ1401,46,23,s,552,8723,g,1.0000000000,773,,,,,,
LNRCNKM299,66,24,s,552,8712,g,4.0000000000,774,,,,,,
LNRCNKM299,238,22,s,552,8712,g,3.0000000000,775,,,,,,
LNRCNKETL507,47,24,s,552,8728,g,1.0000000000,776,,,,,,
LNRCNT836,1,4,s,552,8722,g,1.0000000000,777,,,,,,
LNRCNKM299,1,21,s,552,8712,g,4.0000000000,778,,,,,,
LNRCNXSPX5,19,34,s,552,8718,g,1.0000000000,779,,,,,,
LNRCNKM299,66,20,s,552,8712,g,1.0000000000,780,,,,,,
LNRCNKK60,1,22,s,552,8715,g,2.0000000000,781,,,,,,
LNRCNKK60,1,20,s,552,8715,g,2.0000000000,782,,,,,,
LNRCNKM299,66,23,s,552,8712,g,3.0000000000,783,,,,,,
LNRCNKZZ1402,46,20,s,552,8719,g,1.0000000000,784,,,,,,
LNRCNKVT5001,229,22,s,552,8730,g,1.0000000000,785,,,,,,
LNRCNKKSP1601,469,24,s,552,8720,g,1.0000000000,786,,,,,,
LNRCNKZZ1401,378,24,s,552,8723,g,2.0000000000,787,,,,,,
LNRCNKZZ1401,378,23,s,552,8723,g,1.0000000000,788,,,,,,
LNRCNKZZ1401,351,20,s,552,8723,g,2.0000000000,789,,,,,,
LNRCNKZZ1401,351,24,s,552,8723,g,1.0000000000,790,,,,,,
LNRCNKLCZ230,233,22,s,552,8725,g,1.0000000000,791,,,,,,
LNRCN369,17,4,s,552,8727,g,1.0000000000,792,,,,,,
LNRCN383,10,37,s,552,8721,g,1.0000000000,793,,,,,,
LNRCNKM360,46,23,s,538,8525,g,5.0000000000,794,,,,,,
LNRCNKM360,46,21,s,538,8525,g,4.0000000000,795,,,,,,
LNRCNKM360,46,22,s,538,8525,g,2.0000000000,796,,,,,,
LNRCNKM360,46,24,s,538,8525,g,2.0000000000,797,,,,,,
LNRCNKLCZ270,378,23,s,538,8526,g,1.0000000000,798,,,,,,
LNRCNKM360,463,20,s,538,8525,g,1.0000000000,799,,,,,,
LNRCNXSPX5,19,39,s,649,12083,g,1.0000000000,800,,,,,,
LNRCNXSPX6,19,33,s,649,11904,g,1.0000000000,801,,,,,,
LNRCN383,4,34,s,649,11801,g,1.0000000000,802,,,,,,
LNRCNKCS892Y,229,23,s,649,11984,g,1.0000000000,803,,,,,,
RCN716,34,7,s,649,11742,g,1.0000000000,804,,,,,,
RCN716,34,7,s,649,11807,g,1.0000000000,805,,,,,,
LNRCNXSPX5,1,39,s,649,11743,g,1.0000000000,806,,,,,,
LNRCNXSPX5,1,38,s,649,11853,g,1.0000000000,807,,,,,,
RCNGLS2262,63,3,s,649,11891,g,1.0000000000,808,,,,,,
LNRCNKM360,66,23,s,649,11936,g,1.0000000000,809,,,,,,
LNRCNKM360,351,23,s,649,11774,g,1.0000000000,810,,,,,,
LNRCNKM360,46,21,s,666,12943,g,6.0000000000,811,,,,,,
LNRCNKM360,46,20,s,666,12943,g,3.0000000000,812,,,,,,
LNRCNKCS815Y,46,21,s,666,12948,g,3.0000000000,813,,,,,,
LNRCNKM360,378,21,s,666,12943,g,1.0000000000,814,,,,,,
LNRCNKLCZ690,378,22,s,666,12954,g,1.0000000000,815,,,,,,
LNRCNKZZ1401,378,20,s,666,12950,g,1.0000000000,816,,,,,,
LNRCNKLCZ270,378,21,s,666,12955,g,1.0000000000,817,,,,,,
LNRCNKLCZ711,378,22,s,666,12951,g,1.0000000000,818,,,,,,
LNRCNKLCZ217,46,23,s,666,12945,g,1.0000000000,819,,,,,,
LNRCNKLCZ690,46,24,s,666,12954,g,1.0000000000,820,,,,,,
LNRCNKM360,46,24,s,666,12943,g,5.0000000000,821,,,,,,
LNRCNKM299,196,22,s,666,12941,g,4.0000000000,822,,,,,,
LNRCNKZZ1403,46,23,s,666,12940,g,1.0000000000,823,,,,,,
LNRCNKM299,463,23,s,666,12941,g,1.0000000000,824,,,,,,
LNRCNKM299,196,21,s,666,12941,g,2.0000000000,825,,,,,,
LNRCNKM299,196,23,s,666,12941,g,2.0000000000,826,,,,,,
LNRCNKZZ1402,46,21,s,666,12952,g,1.0000000000,827,,,,,,
LNRCNKVT5001,46,22,s,666,12953,g,1.0000000000,828,,,,,,
LNRCNKM299,196,24,s,666,12941,g,3.0000000000,829,,,,,,
LNRCNKM299,463,22,s,666,12941,g,2.0000000000,830,,,,,,
LNRCNKM299,66,21,s,666,12941,g,2.0000000000,831,,,,,,
RCN716,34,5,s,666,12939,g,2.0000000000,832,,,,,,
RCN716,34,7,s,666,12939,g,1.0000000000,833,,,,,,
LNRCNKLCZ970,219,23,s,666,12946,g,1.0000000000,834,,,,,,
RCN716,34,6,s,666,12939,g,1.0000000000,835,,,,,,
RCN716,40,2,s,666,12939,g,1.0000000000,836,,,,,,
LNRCNKZZ1402,378,22,s,666,12952,g,1.0000000000,837,,,,,,
LNRCNKZZ1403,46,22,s,666,12940,g,1.0000000000,838,,,,,,
LNRCNKM299,66,23,s,666,12941,g,2.0000000000,839,,,,,,
LNRCNKM299,463,21,s,666,12941,g,1.0000000000,840,,,,,,
LNRCNKZZ1402,378,21,s,666,12952,g,1.0000000000,841,,,,,,
LNRCNKM299,238,24,s,666,12941,g,1.0000000000,842,,,,,,
LNRCNXSPX6,1,39,s,666,12949,g,1.0000000000,843,,,,,,
LNRCNKM299,1,21,s,666,12941,g,3.0000000000,844,,,,,,
LNRCNKM299,1,23,s,666,12941,g,7.0000000000,845,,,,,,
LNRCNKM299,1,20,s,666,12941,g,2.0000000000,846,,,,,,
LNRCNKM299,1,24,s,666,12941,g,7.0000000000,847,,,,,,
LNRCNKCS892Y,46,21,s,666,12947,g,1.0000000000,848,,,,,,
LNRCNXSPX5,1,40,s,666,12956,g,1.0000000000,849,,,,,,
LNRCNXSPX6,1,36,s,666,12949,g,1.0000000000,850,,,,,,
LNRCNXSPX6,1,37,s,666,12949,g,1.0000000000,851,,,,,,
LNRCNXSPX6,1,42,s,666,12949,g,1.0000000000,852,,,,,,
LNRCN383,10,35,s,666,12942,g,1.0000000000,853,,,,,,
LNRCNTWG720,229,24,s,666,12957,g,1.0000000000,854,,,,,,
LNRCNKM299,1,22,s,666,12941,g,1.0000000000,855,,,,,,
LNRCNKCS815Y,46,22,s,666,12948,g,4.0000000000,856,,,,,,
LNRCNKM360,378,23,s,666,12943,g,2.0000000000,857,,,,,,
LNRCNKETL501,46,22,s,666,12944,g,2.0000000000,858,,,,,,
LNRCNKCS815Y,46,20,s,666,12948,g,1.0000000000,859,,,,,,
LNRCNKZZ1401,46,20,s,666,12950,g,1.0000000000,860,,,,,,
LNRCNKM360,46,22,s,694,13506,g,22.0000000000,861,,,,,,
LNRCNKM360,46,23,s,694,13506,g,33.0000000000,862,,,,,,
LNRCNKM360,378,21,s,694,13506,g,2.0000000000,863,,,,,,
LNRCNKM360,378,23,s,694,13506,g,1.0000000000,864,,,,,,
LNRCNKM360,46,24,s,694,13506,g,16.0000000000,865,,,,,,
LNRCNKM360,46,21,s,694,13506,g,23.0000000000,866,,,,,,
LNRCNKCS815Y,46,22,s,694,13515,g,2.0000000000,867,,,,,,
LNRCNKCS815Y,46,24,s,694,13515,g,2.0000000000,868,,,,,,
LNRCNKLCZ270,224,21,s,694,13516,g,1.0000000000,869,,,,,,
LNRCNKLCZ270,47,22,s,694,13516,g,1.0000000000,870,,,,,,
LNRCNKCS815Y,46,23,s,694,13515,g,6.0000000000,871,,,,,,
LNRCNKM360,66,20,s,694,13506,g,1.0000000000,872,,,,,,
LNRCNXSPX5,19,38,s,694,13519,g,1.0000000000,873,,,,,,
LNRCNKKSP1601,469,22,s,694,13508,g,1.0000000000,874,,,,,,
LNRCNXSPX5,19,37,s,694,13519,g,1.0000000000,875,,,,,,
LNRCN383,4,38,s,694,13513,g,1.0000000000,876,,,,,,
LNRCN383,10,37,s,694,13513,g,1.0000000000,877,,,,,,
LNRCN383,4,41,s,694,13513,g,1.0000000000,878,,,,,,
LNRCN383,4,40,s,694,13513,g,1.0000000000,879,,,,,,
LNRCNKVT5001,229,24,s,694,13517,g,1.0000000000,880,,,,,,
LNRCNKM299,196,23,s,694,13512,g,1.0000000000,881,,,,,,
LNRCNKKSP1601,469,21,s,694,13508,g,1.0000000000,882,,,,,,
RCN716,34,3,s,694,13511,g,1.0000000000,883,,,,,,
RCN716,34,2,s,694,13511,g,1.0000000000,884,,,,,,
RCN716,34,4,s,694,13511,g,3.0000000000,885,,,,,,
RCNGLS2262,5,5,s,694,13510,g,1.0000000000,886,,,,,,
LNRCNXSPX5,1,38,s,694,13519,g,1.0000000000,887,,,,,,
LNRCNT836,98,5,s,694,13514,g,1.0000000000,888,,,,,,
LNRCN383,168,41,s,694,13513,g,1.0000000000,889,,,,,,
LNRCN383,168,38,s,694,13513,g,2.0000000000,890,,,,,,
RCNGLS2262,85,4,s,694,13510,g,1.0000000000,891,,,,,,
LNRCNTWG720,1,24,s,694,13509,g,3.0000000000,892,,,,,,
LNRCNTWG720,1,21,s,694,13509,g,2.0000000000,893,,,,,,
LNRCNKVT5001,219,22,s,694,13517,g,1.0000000000,894,,,,,,
LNRCNKM299,1,22,s,694,13512,g,2.0000000000,895,,,,,,
LNRCNKETL502,46,23,s,694,13518,g,1.0000000000,896,,,,,,
LNRCNKM299,66,21,s,694,13512,g,1.0000000000,897,,,,,,
LNRCNKETL502,47,21,s,694,13518,g,1.0000000000,898,,,,,,
LNRCNKETL502,46,24,s,694,13518,g,1.0000000000,899,,,,,,
LNRCNKZZ1402,378,22,s,694,13507,g,1.0000000000,900,,,,,,
LNRCNKZZ1402,351,23,s,694,13507,g,1.0000000000,901,,,,,,
LNRCNKZZ1402,351,21,s,694,13507,g,1.0000000000,902,,,,,,
LNRCNKM360,46,20,s,694,13506,g,8.0000000000,903,,,,,,
LNRCNKM360,66,22,s,694,13506,g,9.0000000000,904,,,,,,
