inx,FormName,CompName,Langid,Original,Translated,Hint,DBName
2194,Uyari_7,combob_raportip_add,4,Korgun Sistem Raporlari,????? ????? Korgun ,,TANCA
2195,Uyari_7,combob_raportip_add,5,Korgun Sistem Raporlari,Korgun Sistem Hesabatları,,TANCA
2196,Uyari_8,combob_raportip_add,1,Korgun Sistem Raporlari,Korgun System Reports,,TANCA
2197,Uyari_8,combob_raportip_add,2,Korgun Sistem Raporlari,,,TANCA
2198,Uyari_8,combob_raportip_add,3,Korgun Sistem Raporlari,?????? ?????? Korgun,,TANCA
2199,Uyari_8,combob_raportip_add,4,Korgun Sistem Raporlari,????? ????? Korgun ,,TANCA
2200,Uyari_8,combob_raportip_add,5,Korgun Sistem Raporlari,Korgun Sistem Hesabatları,,TANCA
2201,Uyari_9,combob_raportip_add,1,Korgun Sistem Raporlari,Korgun System Reports,,TANCA
2202,Uyari_9,combob_raportip_add,2,Korgun Sistem Raporlari,,,TANCA
2203,Uyari_9,combob_raportip_add,3,Korgun Sistem Raporlari,?????? ?????? Korgun,,TANCA
2204,Uyari_9,combob_raportip_add,4,Korgun Sistem Raporlari,????? ????? Korgun ,,TANCA
2205,Uyari_9,combob_raportip_add,5,Korgun Sistem Raporlari,Korgun Sistem Hesabatları,,TANCA
2206,Uyari_1,combob_raportip_add,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
2207,Uyari_1,combob_raportip_add,2,Korgun Sistem Raporları,,,TANCA
2208,Uyari_1,combob_raportip_add,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
2209,Uyari_1,combob_raportip_add,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
2210,Uyari_1,combob_raportip_add,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
2211,Uyari_4,combob_raportip_add,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
2212,Uyari_4,combob_raportip_add,2,Korgun Sistem Raporları,,,TANCA
2213,Uyari_4,combob_raportip_add,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
2214,Uyari_4,combob_raportip_add,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
2215,Uyari_4,combob_raportip_add,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
2216,Uyari_4,cmb_kategori_tip,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
2217,Uyari_4,cmb_kategori_tip,2,Korgun Sistem Raporları,,,TANCA
2218,Uyari_4,cmb_kategori_tip,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
2219,Uyari_4,cmb_kategori_tip,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
2220,Uyari_4,cmb_kategori_tip,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
2221,Uyari_5,combob_raportip_add,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
2222,Uyari_5,combob_raportip_add,2,Korgun Sistem Raporları,,,TANCA
2223,Uyari_5,combob_raportip_add,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
2224,Uyari_5,combob_raportip_add,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
2225,Uyari_5,combob_raportip_add,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
2226,Uyari_5,cmb_kategori_tip,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
2227,Uyari_5,cmb_kategori_tip,2,Korgun Sistem Raporları,,,TANCA
2228,Uyari_5,cmb_kategori_tip,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
2229,Uyari_5,cmb_kategori_tip,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
2230,Uyari_5,cmb_kategori_tip,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
2231,Uyari_6,Cmb_kategori_tip,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
2232,Uyari_6,Cmb_kategori_tip,2,Korgun Sistem Raporları,,,TANCA
2233,Uyari_6,Cmb_kategori_tip,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
2234,Uyari_6,Cmb_kategori_tip,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
2235,Uyari_6,Cmb_kategori_tip,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
2236,Uyari_6,combob_raportip_add,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
2237,Uyari_6,combob_raportip_add,2,Korgun Sistem Raporları,,,TANCA
2238,Uyari_6,combob_raportip_add,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
2239,Uyari_6,combob_raportip_add,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
2240,Uyari_6,combob_raportip_add,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
2241,Uyari_7,combob_raportip_add,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
2242,Uyari_7,combob_raportip_add,2,Korgun Sistem Raporları,,,TANCA
2243,Uyari_7,combob_raportip_add,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
2244,Uyari_7,combob_raportip_add,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
2245,Uyari_7,combob_raportip_add,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
2246,Uyari_7,cmb_kategori_tip,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
2247,Uyari_7,cmb_kategori_tip,2,Korgun Sistem Raporları,,,TANCA
2248,Uyari_7,cmb_kategori_tip,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
2249,Uyari_7,cmb_kategori_tip,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
2250,Uyari_7,cmb_kategori_tip,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
2251,Uyari_8,Cmb_kategori_tip,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
2252,Uyari_8,Cmb_kategori_tip,2,Korgun Sistem Raporları,,,TANCA
2253,Uyari_8,Cmb_kategori_tip,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
2254,Uyari_8,Cmb_kategori_tip,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
2255,Uyari_8,Cmb_kategori_tip,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
2256,Uyari_8,combob_raportip_add,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
2257,Uyari_8,combob_raportip_add,2,Korgun Sistem Raporları,,,TANCA
2258,Uyari_8,combob_raportip_add,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
2259,Uyari_8,combob_raportip_add,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
2260,Uyari_8,combob_raportip_add,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
2261,Uyari_9,Cmb_kategori_tip,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
2262,Uyari_9,Cmb_kategori_tip,2,Korgun Sistem Raporları,,,TANCA
2263,Uyari_9,Cmb_kategori_tip,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
2264,Uyari_9,Cmb_kategori_tip,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
2265,Uyari_9,Cmb_kategori_tip,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
2266,Uyari_9,combob_raportip_add,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
2267,Uyari_9,combob_raportip_add,2,Korgun Sistem Raporları,,,TANCA
2268,Uyari_9,combob_raportip_add,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
2269,Uyari_9,combob_raportip_add,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
2270,Uyari_9,combob_raportip_add,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
2271,Uyari,combob_raportip_speed1,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
2272,Uyari,combob_raportip_speed1,2,Korgun Sistem Raporları,,,TANCA
2273,Uyari,combob_raportip_speed1,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
2274,Uyari,combob_raportip_speed1,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
2275,Uyari,combob_raportip_speed1,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
2276,Uyari_1,Cmb_kategori_tip,1,Korgun Sistem Raporları,Korgun System Reports,,TANCA
2277,Uyari_1,Cmb_kategori_tip,2,Korgun Sistem Raporları,,,TANCA
2278,Uyari_1,Cmb_kategori_tip,3,Korgun Sistem Raporları,?????? ?????? Korgun,,TANCA
2279,Uyari_1,Cmb_kategori_tip,4,Korgun Sistem Raporları,????? ????? Korgun ,,TANCA
2280,Uyari_1,Cmb_kategori_tip,5,Korgun Sistem Raporları,Korgun Sistem Hesabatları,,TANCA
2281,Uyari_1,ComboB_RaporTip,1,Optimum Stok Kontrolü,,,TANCA
2282,Uyari_1,ComboB_RaporTip,2,Optimum Stok Kontrolü,,,TANCA
2283,Uyari_1,ComboB_RaporTip,3,Optimum Stok Kontrolü,,,TANCA
2284,Uyari_1,ComboB_RaporTip,4,Optimum Stok Kontrolü,,,TANCA
2285,Uyari_1,ComboB_RaporTip,5,Optimum Stok Kontrolü,,,TANCA
2286,Uyari_5,ComboB_RaporTip,1,Optimum Stok Kontrolü,,,TANCA
2287,Uyari_5,ComboB_RaporTip,2,Optimum Stok Kontrolü,,,TANCA
2288,Uyari_5,ComboB_RaporTip,3,Optimum Stok Kontrolü,,,TANCA
2289,Uyari_5,ComboB_RaporTip,4,Optimum Stok Kontrolü,,,TANCA
2290,Uyari_5,ComboB_RaporTip,5,Optimum Stok Kontrolü,,,TANCA
2291,Uyari_9,ComboB_RaporTip,1,Optimum Stok Kontrolü,,,TANCA
2292,Uyari_9,ComboB_RaporTip,2,Optimum Stok Kontrolü,,,TANCA
2293,Uyari_9,ComboB_RaporTip,3,Optimum Stok Kontrolü,,,TANCA
2294,Uyari_9,ComboB_RaporTip,4,Optimum Stok Kontrolü,,,TANCA
2295,Uyari_9,ComboB_RaporTip,5,Optimum Stok Kontrolü,,,TANCA
2296,Uyari,ComboB_RaporTip,1,Kasa Bakiye Raporu,Cash Balance Report,,TANCA
2297,Uyari,ComboB_RaporTip,2,Kasa Bakiye Raporu,,,TANCA
2298,Uyari,ComboB_RaporTip,3,Kasa Bakiye Raporu,????? ??????? ?????,,TANCA
2299,Uyari,ComboB_RaporTip,4,Kasa Bakiye Raporu,????? ?????? ?????,,TANCA
2300,Uyari,ComboB_RaporTip,5,Kasa Bakiye Raporu,Kassa Bakı Hesabatı,,TANCA
2301,Uyari_6,ComboB_RaporTip,1,Kasa Bakiye Raporu,Cash Balance Report,,TANCA
2302,Uyari_6,ComboB_RaporTip,2,Kasa Bakiye Raporu,,,TANCA
2303,Uyari_6,ComboB_RaporTip,3,Kasa Bakiye Raporu,????? ??????? ?????,,TANCA
2304,Uyari_6,ComboB_RaporTip,4,Kasa Bakiye Raporu,????? ?????? ?????,,TANCA
2305,Uyari_6,ComboB_RaporTip,5,Kasa Bakiye Raporu,Kassa Bakı Hesabatı,,TANCA
2306,Uyari_8,ComboB_RaporTip,1,Kasa Bakiye Raporu,Cash Balance Report,,TANCA
2307,Uyari_8,ComboB_RaporTip,2,Kasa Bakiye Raporu,,,TANCA
2308,Uyari_8,ComboB_RaporTip,3,Kasa Bakiye Raporu,????? ??????? ?????,,TANCA
2309,Uyari_8,ComboB_RaporTip,4,Kasa Bakiye Raporu,????? ?????? ?????,,TANCA
2310,Uyari_8,ComboB_RaporTip,5,Kasa Bakiye Raporu,Kassa Bakı Hesabatı,,TANCA
2311,Kullanici,ListBox2,1,tancasa,tancasa,,TANCA
2312,Kullanici,ListBox2,2,tancasa,,,TANCA
2313,Kullanici,ListBox2,3,tancasa,,,TANCA
2314,Kullanici,ListBox2,4,tancasa,,,TANCA
2315,Kullanici,ListBox2,5,tancasa,,,TANCA
2316,Uyari,Rapor_Aciklama,1,Cep telefonunuza istediğiniz hatırlatmayı sms olarak gönderir.,Send sms to your mobile phone the Alert that you want.,,TANCA
2317,Uyari,Rapor_Aciklama,2,Cep telefonunuza istediğiniz hatırlatmayı sms olarak gönderir.,,,TANCA
2318,Uyari,Rapor_Aciklama,3,Cep telefonunuza istediğiniz hatırlatmayı sms olarak gönderir.,????? ??????? ??????? ??? ?????? ?????? ??????? ???? ?????.,,TANCA
2319,Uyari,Rapor_Aciklama,4,Cep telefonunuza istediğiniz hatırlatmayı sms olarak gönderir.,?????? ?????? ??? ?? ?? ????  ???? ????? ?? ???? ????? ??? ????? ?????,,TANCA
2320,Uyari,Rapor_Aciklama,5,Cep telefonunuza istediğiniz hatırlatmayı sms olarak gönderir.,Telefonunuza ist?diyiniz xatırlatmağı sms olaraq gönd?rir.,,TANCA
2321,Uyari_8,Rapor_Aciklama,1,Cep telefonunuza istediğiniz hatırlatmayı sms olarak gönderir.,Send sms to your mobile phone the Alert that you want.,,TANCA
2322,Uyari_8,Rapor_Aciklama,2,Cep telefonunuza istediğiniz hatırlatmayı sms olarak gönderir.,,,TANCA
2323,Uyari_8,Rapor_Aciklama,3,Cep telefonunuza istediğiniz hatırlatmayı sms olarak gönderir.,????? ??????? ??????? ??? ?????? ?????? ??????? ???? ?????.,,TANCA
2324,Uyari_8,Rapor_Aciklama,4,Cep telefonunuza istediğiniz hatırlatmayı sms olarak gönderir.,?????? ?????? ??? ?? ?? ????  ???? ????? ?? ???? ????? ??? ????? ?????,,TANCA
2325,Uyari_8,Rapor_Aciklama,5,Cep telefonunuza istediğiniz hatırlatmayı sms olarak gönderir.,Telefonunuza ist?diyiniz xatırlatmağı sms olaraq gönd?rir.,,TANCA
2326,Uyari,Rapor_Aciklama,0,Cari Bazında Haftalık Üretim,Cari Bazında Haftalık Üretim,,TANCA
2327,Uyari,ComboB_RaporTip,0,CariBazindaHaftalikUretim,CariBazindaHaftalikUretim,,TANCA
2328,Uyari,ComboB_RaporTip,0,girilen_Pazarlama_siparisleri_Miktar,girilen_Pazarlama_siparisleri_Miktar,,TANCA
2329,Uyari,ComboB_RaporTip,0,girilen_Pazarlama_siparisleri_urun_grubu_Miktar,girilen_Pazarlama_siparisleri_urun_grubu_Miktar,,TANCA
2330,Uyari,ComboB_RaporTip,0,proses_biten_karsilastirma,proses_biten_karsilastirma,,TANCA
2331,Uyari,ComboB_RaporTip,0,proses_biten_karsilastirma_1,proses_biten_karsilastirma_1,,TANCA
2332,Uyari,ComboB_RaporTip,0,proses_bitenleri_personel_bazinda,proses_bitenleri_personel_bazinda,,TANCA
2333,Uyari,ComboB_RaporTip,0,proses_bitenleri_personel_bazinda_karsilastirmali,proses_bitenleri_personel_bazinda_karsilastirmali,,TANCA
2334,Uyari_1,BitBtn2,1,&Vazgeç,Cancel,,TANCA
2335,Uyari_1,BitBtn2,2,&Vazgeç,,,TANCA
2336,Uyari_1,BitBtn2,3,&Vazgeç,?????,,TANCA
2337,Uyari_1,BitBtn2,4,&Vazgeç,??? ??,,TANCA
2338,Uyari_1,BitBtn2,5,&Vazgeç,Lağv et,,TANCA
2339,Uyari_4,BitBtn2,1,&Vazgeç,Cancel,,TANCA
2340,Uyari_4,BitBtn2,2,&Vazgeç,,,TANCA
2341,Uyari_4,BitBtn2,3,&Vazgeç,?????,,TANCA
2342,Uyari_4,BitBtn2,4,&Vazgeç,??? ??,,TANCA
2343,Uyari_4,BitBtn2,5,&Vazgeç,Lağv et,,TANCA
2344,Uyari_5,BitBtn2,1,&Vazgeç,Cancel,,TANCA
2345,Uyari_5,BitBtn2,2,&Vazgeç,,,TANCA
2346,Uyari_5,BitBtn2,3,&Vazgeç,?????,,TANCA
2347,Uyari_5,BitBtn2,4,&Vazgeç,??? ??,,TANCA
2348,Uyari_5,BitBtn2,5,&Vazgeç,Lağv et,,TANCA
2349,Uyari_6,BitBtn2,1,&Vazgeç,Cancel,,TANCA
2350,Uyari_6,BitBtn2,2,&Vazgeç,,,TANCA
2351,Uyari_6,BitBtn2,3,&Vazgeç,?????,,TANCA
2352,Uyari_6,BitBtn2,4,&Vazgeç,??? ??,,TANCA
2353,Uyari_6,BitBtn2,5,&Vazgeç,Lağv et,,TANCA
2354,Uyari_7,BitBtn2,1,&Vazgeç,Cancel,,TANCA
2355,Uyari_7,BitBtn2,2,&Vazgeç,,,TANCA
2356,Uyari_7,BitBtn2,3,&Vazgeç,?????,,TANCA
2357,Uyari_7,BitBtn2,4,&Vazgeç,??? ??,,TANCA
2358,Uyari_7,BitBtn2,5,&Vazgeç,Lağv et,,TANCA
2359,Uyari_8,BitBtn2,1,&Vazgeç,Cancel,,TANCA
2360,Uyari_8,BitBtn2,2,&Vazgeç,,,TANCA
2361,Uyari_8,BitBtn2,3,&Vazgeç,?????,,TANCA
2362,Uyari_8,BitBtn2,4,&Vazgeç,??? ??,,TANCA
2363,Uyari_8,BitBtn2,5,&Vazgeç,Lağv et,,TANCA
2364,Uyari_9,BitBtn2,1,&Vazgeç,Cancel,,TANCA
2365,Uyari_9,BitBtn2,2,&Vazgeç,,,TANCA
2366,Uyari_9,BitBtn2,3,&Vazgeç,?????,,TANCA
2367,Uyari_9,BitBtn2,4,&Vazgeç,??? ??,,TANCA
2368,Uyari_9,BitBtn2,5,&Vazgeç,Lağv et,,TANCA
2369,Uyari,Rapor_Aciklama,1,Cari Bazında Haftalık Üretim,Firm Based Weekly Production ,,TANCA
2370,Uyari,Rapor_Aciklama,2,Cari Bazında Haftalık Üretim,,,TANCA
2371,Uyari,Rapor_Aciklama,3,Cari Bazında Haftalık Üretim,????? ?????? ?????? ???? ,,TANCA
2372,Uyari,Rapor_Aciklama,4,Cari Bazında Haftalık Üretim,????? ????? ?? ???? ???? ,,TANCA
2373,Uyari,Rapor_Aciklama,5,Cari Bazında Haftalık Üretim,firma ?sasında H?ft?lik İstehsal,,TANCA
2374,MessageBox,Message,0,HATA: Alanlar boş bırakılamaz!,HATA: Alanlar boş bırakılamaz!,,TANCA
2375,Uyari_4,cmb_kategori_tip,1,Sistem,System ,,TANCA
2376,Uyari_4,cmb_kategori_tip,2,Sistem,,,TANCA
2377,Uyari_4,cmb_kategori_tip,3,Sistem,????,,TANCA
2378,Uyari_4,cmb_kategori_tip,4,Sistem,?????,,TANCA
2379,Uyari_4,cmb_kategori_tip,5,Sistem,Sistem ,,TANCA
2380,Uyari_5,cmb_kategori_tip,1,Sistem,System ,,TANCA
2381,Uyari_5,cmb_kategori_tip,2,Sistem,,,TANCA
2382,Uyari_5,cmb_kategori_tip,3,Sistem,????,,TANCA
2383,Uyari_5,cmb_kategori_tip,4,Sistem,?????,,TANCA
2384,Uyari_5,cmb_kategori_tip,5,Sistem,Sistem ,,TANCA
2385,Uyari_6,cmb_kategori_tip,1,Sistem,System ,,TANCA
2386,Uyari_6,cmb_kategori_tip,2,Sistem,,,TANCA
2387,Uyari_6,cmb_kategori_tip,3,Sistem,????,,TANCA
2388,Uyari_6,cmb_kategori_tip,4,Sistem,?????,,TANCA
2389,Uyari_6,cmb_kategori_tip,5,Sistem,Sistem ,,TANCA
2390,Uyari_7,cmb_kategori_tip,1,Sistem,System ,,TANCA
2391,Uyari_7,cmb_kategori_tip,2,Sistem,,,TANCA
2392,Uyari_7,cmb_kategori_tip,3,Sistem,????,,TANCA
2393,Uyari_7,cmb_kategori_tip,4,Sistem,?????,,TANCA
2394,Uyari_7,cmb_kategori_tip,5,Sistem,Sistem ,,TANCA
2395,Uyari_8,cmb_kategori_tip,1,Sistem,System ,,TANCA
2396,Uyari_8,cmb_kategori_tip,2,Sistem,,,TANCA
2397,Uyari_8,cmb_kategori_tip,3,Sistem,????,,TANCA
2398,Uyari_8,cmb_kategori_tip,4,Sistem,?????,,TANCA
2399,Uyari_8,cmb_kategori_tip,5,Sistem,Sistem ,,TANCA
2400,Uyari_9,cmb_kategori_tip,1,Sistem,System ,,TANCA
2401,Uyari_9,cmb_kategori_tip,2,Sistem,,,TANCA
2402,Uyari_9,cmb_kategori_tip,3,Sistem,????,,TANCA
2403,Uyari_9,cmb_kategori_tip,4,Sistem,?????,,TANCA
2404,Uyari_9,cmb_kategori_tip,5,Sistem,Sistem ,,TANCA
2405,Uyari_1,cmb_kategori_tip,1,Sistem,System ,,TANCA
2406,Uyari_1,cmb_kategori_tip,2,Sistem,,,TANCA
2407,Uyari_1,cmb_kategori_tip,3,Sistem,????,,TANCA
2408,Uyari_1,cmb_kategori_tip,4,Sistem,?????,,TANCA
2409,Uyari_1,cmb_kategori_tip,5,Sistem,Sistem ,,TANCA
2410,Uyari,Rapor_Aciklama,0,sss,sss,,TANCA
2411,Uyari,ComboB_RaporTip,0,sss,sss,,TANCA
2412,Uyari_4,ComboB_UyariTip,1,Peryodik,Periodic ,,TANCA
2413,Uyari_4,ComboB_UyariTip,2,Peryodik,,,TANCA
2414,Uyari_4,ComboB_UyariTip,3,Peryodik,??????,,TANCA
2415,Uyari_4,ComboB_UyariTip,4,Peryodik,???? ??,,TANCA
2416,Uyari_4,ComboB_UyariTip,5,Peryodik,Periodik ,,TANCA
2417,Uyari_5,ComboB_UyariTip,1,Peryodik,Periodic ,,TANCA
2418,Uyari_5,ComboB_UyariTip,2,Peryodik,,,TANCA
2419,Uyari_5,ComboB_UyariTip,3,Peryodik,??????,,TANCA
2420,Uyari_5,ComboB_UyariTip,4,Peryodik,???? ??,,TANCA
2421,Uyari_5,ComboB_UyariTip,5,Peryodik,Periodik ,,TANCA
2422,Uyari_6,ComboB_UyariTip,1,Peryodik,Periodic ,,TANCA
2423,Uyari_6,ComboB_UyariTip,2,Peryodik,,,TANCA
2424,Uyari_6,ComboB_UyariTip,3,Peryodik,??????,,TANCA
2425,Uyari_6,ComboB_UyariTip,4,Peryodik,???? ??,,TANCA
2426,Uyari_6,ComboB_UyariTip,5,Peryodik,Periodik ,,TANCA
2427,Uyari_7,ComboB_UyariTip,1,Peryodik,Periodic ,,TANCA
2428,Uyari_7,ComboB_UyariTip,2,Peryodik,,,TANCA
2429,Uyari_7,ComboB_UyariTip,3,Peryodik,??????,,TANCA
2430,Uyari_7,ComboB_UyariTip,4,Peryodik,???? ??,,TANCA
2431,Uyari_7,ComboB_UyariTip,5,Peryodik,Periodik ,,TANCA
2432,Uyari_8,ComboB_UyariTip,1,Peryodik,Periodic ,,TANCA
2433,Uyari_8,ComboB_UyariTip,2,Peryodik,,,TANCA
2434,Uyari_8,ComboB_UyariTip,3,Peryodik,??????,,TANCA
2435,Uyari_8,ComboB_UyariTip,4,Peryodik,???? ??,,TANCA
2436,Uyari_8,ComboB_UyariTip,5,Peryodik,Periodik ,,TANCA
2437,Uyari_9,ComboB_UyariTip,1,Peryodik,Periodic ,,TANCA
2438,Uyari_9,ComboB_UyariTip,2,Peryodik,,,TANCA
2439,Uyari_9,ComboB_UyariTip,3,Peryodik,??????,,TANCA
2440,Uyari_9,ComboB_UyariTip,4,Peryodik,???? ??,,TANCA
2441,Uyari_9,ComboB_UyariTip,5,Peryodik,Periodik ,,TANCA
2442,Uyari_1,ComboB_UyariTip,1,Peryodik,Periodic ,,TANCA
2443,Uyari_1,ComboB_UyariTip,2,Peryodik,,,TANCA
2444,Uyari_1,ComboB_UyariTip,3,Peryodik,??????,,TANCA
2445,Uyari_1,ComboB_UyariTip,4,Peryodik,???? ??,,TANCA
2446,Uyari_1,ComboB_UyariTip,5,Peryodik,Periodik ,,TANCA
2447,f_alarmer,ADODataSet1Zamanlama_Tip,1,Peryodik,Periodic ,,TANCA
2448,f_alarmer,ADODataSet1Zamanlama_Tip,2,Peryodik,,,TANCA
2449,f_alarmer,ADODataSet1Zamanlama_Tip,3,Peryodik,??????,,TANCA
2450,f_alarmer,ADODataSet1Zamanlama_Tip,4,Peryodik,???? ??,,TANCA
2451,f_alarmer,ADODataSet1Zamanlama_Tip,5,Peryodik,Periodik ,,TANCA
2452,Uyari_1,gb_Peryodik,1,Peryodik Uyarı,Periodic Alert,,TANCA
2453,Uyari_1,gb_Peryodik,2,Peryodik Uyarı,,,TANCA
2454,Uyari_1,gb_Peryodik,3,Peryodik Uyarı,??????? ??????,,TANCA
2455,Uyari_1,gb_Peryodik,4,Peryodik Uyarı,????? ???? ??,,TANCA
2456,Uyari_1,gb_Peryodik,5,Peryodik Uyarı,Periodik Uyari,,TANCA
2457,Uyari_4,gb_Peryodik,1,Peryodik Uyarı,Periodic Alert,,TANCA
2458,Uyari_4,gb_Peryodik,2,Peryodik Uyarı,,,TANCA
2459,Uyari_4,gb_Peryodik,3,Peryodik Uyarı,??????? ??????,,TANCA
2460,Uyari_4,gb_Peryodik,4,Peryodik Uyarı,????? ???? ??,,TANCA
2461,Uyari_4,gb_Peryodik,5,Peryodik Uyarı,Periodik Uyari,,TANCA
2462,Uyari_5,gb_Peryodik,1,Peryodik Uyarı,Periodic Alert,,TANCA
2463,Uyari_5,gb_Peryodik,2,Peryodik Uyarı,,,TANCA
2464,Uyari_5,gb_Peryodik,3,Peryodik Uyarı,??????? ??????,,TANCA
2465,Uyari_5,gb_Peryodik,4,Peryodik Uyarı,????? ???? ??,,TANCA
2466,Uyari_5,gb_Peryodik,5,Peryodik Uyarı,Periodik Uyari,,TANCA
2467,Uyari_6,gb_Peryodik,1,Peryodik Uyarı,Periodic Alert,,TANCA
2468,Uyari_6,gb_Peryodik,2,Peryodik Uyarı,,,TANCA
2469,Uyari_6,gb_Peryodik,3,Peryodik Uyarı,??????? ??????,,TANCA
2470,Uyari_6,gb_Peryodik,4,Peryodik Uyarı,????? ???? ??,,TANCA
2471,Uyari_6,gb_Peryodik,5,Peryodik Uyarı,Periodik Uyari,,TANCA
2472,Uyari_7,gb_Peryodik,1,Peryodik Uyarı,Periodic Alert,,TANCA
2473,Uyari_7,gb_Peryodik,2,Peryodik Uyarı,,,TANCA
2474,Uyari_7,gb_Peryodik,3,Peryodik Uyarı,??????? ??????,,TANCA
2475,Uyari_7,gb_Peryodik,4,Peryodik Uyarı,????? ???? ??,,TANCA
2476,Uyari_7,gb_Peryodik,5,Peryodik Uyarı,Periodik Uyari,,TANCA
2477,Uyari_8,gb_Peryodik,1,Peryodik Uyarı,Periodic Alert,,TANCA
2478,Uyari_8,gb_Peryodik,2,Peryodik Uyarı,,,TANCA
2479,Uyari_8,gb_Peryodik,3,Peryodik Uyarı,??????? ??????,,TANCA
2480,Uyari_8,gb_Peryodik,4,Peryodik Uyarı,????? ???? ??,,TANCA
2481,Uyari_8,gb_Peryodik,5,Peryodik Uyarı,Periodik Uyari,,TANCA
2482,Uyari_9,gb_Peryodik,1,Peryodik Uyarı,Periodic Alert,,TANCA
2483,Uyari_9,gb_Peryodik,2,Peryodik Uyarı,,,TANCA
2484,Uyari_9,gb_Peryodik,3,Peryodik Uyarı,??????? ??????,,TANCA
2485,Uyari_9,gb_Peryodik,4,Peryodik Uyarı,????? ???? ??,,TANCA
2486,Uyari_9,gb_Peryodik,5,Peryodik Uyarı,Periodik Uyari,,TANCA
2487,Uyari_4,ComboB_UyariTip,1,Bir kez,Once ,,TANCA
2488,Uyari_4,ComboB_UyariTip,2,Bir kez,,,TANCA
2489,Uyari_4,ComboB_UyariTip,3,Bir kez,???,,TANCA
2490,Uyari_4,ComboB_UyariTip,4,Bir kez,??  ,,TANCA
2491,Uyari_4,ComboB_UyariTip,5,Bir kez,Bir d?f?,,TANCA
2492,Uyari_5,ComboB_UyariTip,1,Bir kez,Once ,,TANCA
2493,Uyari_5,ComboB_UyariTip,2,Bir kez,,,TANCA
2494,Uyari_5,ComboB_UyariTip,3,Bir kez,???,,TANCA
2495,Uyari_5,ComboB_UyariTip,4,Bir kez,??  ,,TANCA
2496,Uyari_5,ComboB_UyariTip,5,Bir kez,Bir d?f?,,TANCA
