AreaCode,CityCode,AreaDescriptionTr,AreaDescriptionEN,LinkedArea,DBName
2931,42,SIZMA,SIZMA,583,TANCA
2932,42,TEPEKÖY,TEPEKOY,1918,TANCA
2933,42,YÜKSELEN,YUKSELEN,1918,TANCA
2934,42,AKKİSE,AKKISE,590,TANCA
2935,42,AVDAN,AVDAN,587,TANCA
2936,42,KAYASU,KAYASU,587,TANCA
2937,42,ADSIZ,ADSIZ,568,TANCA
2938,42,ALTUNTAŞ,ALTUNTAS,568,TANCA
2939,42,ATAKENT,ATAKENT,568,TANCA
2940,42,ÇAKILLAR,CAKILLAR,568,TANCA
2941,42,DOĞRUGÖZ,DOGRUGOZ,568,TANCA
2942,42,ENGİLİ,ENGILI,568,TANCA
2943,42,GÖLÇAYIR,GOLCAYIR,568,TANCA
2944,42,KARAHÜYÜK,KARAHUYUK,568,TANCA
2945,42,ORTAKÖY,ORTAKOY,568,TANCA
2946,42,REİS,REIS,568,TANCA
2947,42,YAZLA,YAZLA,568,TANCA
2949,42,DEDELER,DEDELER,588,TANCA
2950,42,OĞUZELİ,OGUZELI,588,TANCA
2951,42,ADAKÖY,ADAKOY,569,TANCA
2952,42,AKÇABELEN,AKCABELEN,569,TANCA
2953,42,AŞAĞIESENCE,ASAGIESENCE,569,TANCA
2954,42,BAYAVŞAR,BAYAVSAR,569,TANCA
2955,42,EMEN,EMEN,569,TANCA
2956,42,GÖKÇİMEN,GOKCIMEN,569,TANCA
2957,42,GÖLYAKA,GOLYAKA,569,TANCA
2958,42,HUĞLU,HUGLU,569,TANCA
2959,42,KARAALİ,KARAALI,569,TANCA
2960,42,KAYABAŞI,KAYABASI,569,TANCA
2961,42,KURUCUOVA,KURUCUOVA,569,TANCA
2962,42,SADIKHACI,SADIKHACI,569,TANCA
2963,42,SEVİNDİK,SEVINDIK,569,TANCA
2964,42,ÜSTÜNLER,USTUNLER,569,TANCA
2965,42,ÜZÜMLÜ,UZUMLU,569,TANCA
2966,42,YENİDOĞAN,YENIDOGAN,569,TANCA
2967,42,YEŞİLDAĞ,YESILDAG,569,TANCA
2968,42,ÇAĞLAYAN,CAGLAYAN,570,TANCA
2969,42,DEREİÇİ,DEREICI,570,TANCA
2970,42,DEREKÖY,DEREKOY,570,TANCA
2971,42,HAMZALAR,HAMZALAR,570,TANCA
2972,42,HARMANPINAR,HARMANPINAR,570,TANCA
2973,42,HİSARLIK,HISARLIK,570,TANCA
2629,31,ARSUZ,ARSUZ,397,TANCA
2630,31,AZGANLIK,AZGANLIK,397,TANCA
2631,31,BEKBELE,BEKBELE,397,TANCA
2632,31,DENİZCİLER,DENIZCILER,397,TANCA
2633,31,GÖKMEYDAN,GOKMEYDAN,397,TANCA
2634,31,GÖZCÜLER,GOZCULER,397,TANCA
2635,31,KARAYILAN,KARAYILAN,397,TANCA
2636,31,MADENLİ,MADENLI,397,TANCA
2637,31,NARDÜZÜ,NARDUZU,397,TANCA
2638,31,SARISEKİ,SARISEKI,397,TANCA
2639,31,ÜÇGÜLLÜK,UCGULLUK,397,TANCA
2640,31,KURTLUSOĞUKSU,KURTLUSOGUKSU,398,TANCA
2641,31,AKNEHİR,AKNEHIR,404,TANCA
2642,31,DEĞİRMENBAŞI,DEGIRMENBASI,404,TANCA
2643,31,KOYUNOĞLU,KOYUNOGLU,404,TANCA
2776,35,YUKARIKIZILCA,YUKARIKIZILCA,481,TANCA
2777,35,POYRACIK,POYRACIK,482,TANCA
2778,35,YAYAKENT,YAYAKENT,482,TANCA
2779,35,DEĞİRMENDERE,DEGIRMENDERE,492,TANCA
2780,35,GÖRECE,GORECE,492,TANCA
2781,35,GÜMÜLDÜR,GUMULDUR,492,TANCA
2782,35,OĞLANANASI,OGLANANASI,492,TANCA
2783,35,ÖZDERE,OZDERE,492,TANCA
2784,35,TEKELİ,TEKELI,492,TANCA
2785,35,ASARLIK,ASARLIK,484,TANCA
2786,35,EMİRALEM,EMIRALEM,484,TANCA
2788,35,KOYUNDERE,KOYUNDERE,484,TANCA
2790,35,SEYREK,SEYREK,484,TANCA
2791,35,TÜRKELLİ,TURKELLI,484,TANCA
2792,35,ULUKENT,ULUKENT,484,TANCA
2793,35,KONAKLI,KONAKLI,485,TANCA
2794,35,BADEMLİ,BADEMLI,485,TANCA
2795,35,BİRGİ,BIRGI,485,TANCA
2796,35,BOZDAĞ,BOZDAG,485,TANCA
2797,35,ÇAYLI,CAYLI,485,TANCA
2798,35,KAYAKÖY,KAYAKOY,485,TANCA
2799,35,KAYMAKÇI,KAYMAKCI,485,TANCA
2800,35,OVAKENT,OVAKENT,485,TANCA
2802,35,DOĞANBEY,DOGANBEY,486,TANCA
2803,35,PAYAMLI,PAYAMLI,468,TANCA
2804,35,ÜRKMEZ,URKMEZ,486,TANCA
2805,35,BELEVİ,BELEVI,487,TANCA
2806,35,GÖKÇEN,GOKCEN,488,TANCA
2807,35,AYRANCILAR,AYRANCILAR,489,TANCA
2808,35,ÇAYBAŞI,CAYBASI,489,TANCA
2809,35,KARAKUYU,KARAKUYU,489,TANCA
2810,35,PANCAR,PANCAR,489,TANCA
2811,35,SUBAŞI,SUBASI,489,TANCA
2812,35,YAZIBAŞI,YAZIBASI,489,TANCA
2813,36,KOÇKÖY,KOCKOY,495,TANCA
2814,36,DAĞPINAR,DAGPINAR,496,TANCA
2815,37,ORTALICA,ORTALICA,515,TANCA
2816,38,AMARAT,AMARAT,1922,TANCA
2817,38,EBİÇ,EBIC,1922,TANCA
2818,38,ERKİLET,ERKILET,1922,TANCA
2819,38,GÜNEŞLİ,GUNESLI,1922,TANCA
2820,38,HİMMETDEDE,HIMMETDEDE,1922,TANCA
2821,38,KUŞÇU,KUSCU,1922,TANCA
2822,38,MAHZEMİN,MAHZEMIN,1922,TANCA
2823,38,YEMLİHA,YEMLIHA,1922,TANCA
2824,38,GÖMÜRGEN,GOMURGEN,532,TANCA
2825,38,KULULU,KULULU,532,TANCA
2826,38,AKMESCİT,AKMESCIT,522,TANCA
2827,38,B.BÜRÜNGÜZ,B.BURUNGUZ,522,TANCA
2828,38,BÜYÜKTUZHİSAR,BUYUKTUZHISAR,522,TANCA
2829,38,ELBAŞI,ELBASI,522,TANCA
2830,38,GÜLLÜCE,GULLUCE,522,TANCA
2831,38,KARAKAYA,KARAKAYA,522,TANCA
2832,38,KOYUNABDAL,KOYUNABDAL,522,TANCA
2833,38,YENİSÜKSÜN,YENISUKSUN,522,TANCA
2834,38,GAZİ,GAZI,523,TANCA
2835,38,S.HÖYÜK,S.HOYUK,523,TANCA
2836,38,ŞIHLI,SIHLI,523,TANCA
2837,38,ZİLE,ZILE,523,TANCA
2838,38,BÜYÜKTORAMAN,BUYUKTORAMAN,524,TANCA
2839,38,KAYAPINAR,KAYAPINAR,524,TANCA
2840,38,KIZILÖREN,KIZILOREN,525,TANCA
2841,38,SÜKSÜN,SUKSUN,525,TANCA
2842,38,KÜPELİ,KUPELI,534,TANCA
2843,38,PAZARÖREN,PAZAROREN,526,TANCA
2844,38,KAYNAR,KAYNAR,526,TANCA
2845,38,ALAMETTİN,ALAMETTIN,527,TANCA
2846,38,ÇİFTLİK,CIFTLIK,527,TANCA
2847,38,GAZİLER,GAZILER,527,TANCA
2848,38,KARAÖZÜ,KARAOZU,527,TANCA
2849,38,PALAS,PALAS,527,TANCA
2850,38,YEŞİLKENT,YESILKENT,528,TANCA
2851,38,BAŞAKPINAR,BASAKPINAR,533,TANCA
2852,38,ERCİYES,ERCIYES,533,TANCA
2853,38,ZİNCİDERE,ZINCIDERE,533,TANCA
2854,38,DADALOĞLU,DADALOGLU,529,TANCA
2855,38,EMİRUŞAĞI,EMIRUSAGI,529,TANCA
2856,38,DEREBAĞI,DEREBAGI,530,TANCA
2857,39,İNECE,INECE,536,TANCA
2858,39,KAVAKLI,KAVAKLI,536,TANCA
2859,39,ÜSKÜP,USKUP,536,TANCA
2860,39,BÜYÜKMANDIRA,BUYUKMANDIRA,538,TANCA
2861,39,KARAHALİL,KARAHALIL,538,TANCA
2862,39,SİNANLI,SINANLI,538,TANCA
2863,39,AHMETBEY,AHMETBEY,542,TANCA
2519,24,KARAKAYA,KARAKAYA,327,TANCA
2520,25,DADAŞKÖY,DADASKOY,328,TANCA
2521,25,YENİKÖY,YENIKOY,331,TANCA
2522,25,YAVİ,YAVI,333,TANCA
2523,25,HALİLÇAVUŞ,HALILCAVUS,334,TANCA
2524,25,ÇAMLIKAYA,CAMLIKAYA,336,TANCA
2525,25,MADENKÖPRÜBAŞI,MADENKOPRUBASI,336,TANCA
2644,31,KUŞALANI,KUSALANI,404,TANCA
2645,31,MAĞARACIK,MAGARACIK,404,TANCA
2646,31,MIZRAKLI,MIZRAKLI,404,TANCA
2647,31,SUTAŞI,SUTASI,404,TANCA
2648,31,TAVLA,TAVLA,404,TANCA
2649,31,TEKEBAŞI,TEKEBASI,404,TANCA
2650,31,TOMRUKSUYU,TOMRUKSUYU,404,TANCA
2651,31,UZUNBAĞ,UZUNBAG,404,TANCA
2652,31,YAYLICA,YAYLICA,404,TANCA
2653,31,KARAKÖSE,KARAKOSE,400,TANCA
2654,31,KIŞLAK,KISLAK,400,TANCA
2655,31,YEDİTEPE,YEDITEPE,400,TANCA
2656,76,HALFELİ,HALFELI,968,TANCA
2657,76,HOŞHABER,HOSHABER,968,TANCA
2658,76,MELEKLİ,MELEKLI,968,TANCA
2659,76,TAŞBURUN,TASBURUN,970,TANCA
2660,32,BÜYÜKGÖKÇELİ,BUYUKGOKCELI,409,TANCA
2661,32,KULEÖNÜ,KULEONU,409,TANCA
2662,32,SAVKÖY,SAVKOY,409,TANCA
2663,32,YAKAAFŞAR,YAKAAFSAR,420,TANCA
2664,32,İSLAMKÖY,ISLAMKOY,410,TANCA
2665,32,BARLA,BARLA,411,TANCA
2666,32,GÖKÇEHÜYÜK,GOKCEHUYUK,411,TANCA
2667,32,PAZARKÖY,PAZARKOY,411,TANCA
2668,32,SARIİDRİS,SARIIDRIS,411,TANCA
2669,32,BAĞILLI,BAGILLI,412,TANCA
2670,32,YAKA,YAKA,412,TANCA
2671,32,GÜNEYKENT,GUNEYKENT,413,TANCA
2672,32,AYDOĞMUŞ,AYDOGMUS,414,TANCA
2673,32,KILIÇ,KILIC,414,TANCA
2674,32,SENİR,SENIR,414,TANCA
2675,32,ESENDERE,ESENDERE,415,TANCA
2676,32,ULUĞBEY,ULUGBEY,415,TANCA
2677,32,YASSIÖREN,YASSIOREN,415,TANCA
2678,32,AYVALIPINAR,AYVALIPINAR,416,TANCA
2679,32,KASIMLAR,KASIMLAR,416,TANCA
2680,32,KESME,KESME,416,TANCA
2681,32,ÇARIKSARAYLAR,CARIKSARAYLAR,417,TANCA
2682,32,ÇİÇEKPINAR,CICEKPINAR,417,TANCA
2683,32,GÖKSÖĞÜT,GOKSOGUT,417,TANCA
2684,32,BAĞKONAK,BAGKONAK,419,TANCA
2685,32,ÇETİNCE,CETINCE,419,TANCA
2686,32,DEDEÇAM,DEDECAM,419,TANCA
2687,32,HÜYÜKLÜ,HUYUKLU,419,TANCA
2688,32,KOZLUÇAY,KOZLUCAY,419,TANCA
2689,32,KÖRKÜLER,KORKULER,419,TANCA
2690,32,KUMDANLI,KUMDANLI,419,TANCA
2691,32,KUYUCAK,KUYUCAK,419,TANCA
2692,32,ÖZBAYAT,OZBAYAT,419,TANCA
2693,32,ÖZGÜNEY,OZGUNEY,419,TANCA
2694,32,SÜCÜLLÜ,SUCULLU,419,TANCA
2695,32,TOKMACIK,TOKMACIK,419,TANCA
2696,32,YUKARIKAŞIKARA,YUKARIKASIKARA,419,TANCA
2697,33,ADANALIOĞLU,ADANALIOGLU,422,TANCA
2699,33,ARSLANKÖY,ARSLANKOY,424,TANCA
2701,33,ÇİFTLİKKÖY,CIFTLIKKOY,423,TANCA
2702,33,DAVULTEPE,DAVULTEPE,1887,TANCA
2704,33,DİKİLİTAŞ,DIKILITAS,422,TANCA
2707,33,FINDIKPINARI,FINDIKPINARI,1887,TANCA
2708,33,GÖZNE,GOZNE,424,TANCA
2709,33,GÜZELYAYLA,GUZELYAYLA,424,TANCA
2710,33,KARACAİLYAS,KARACAILYAS,422,TANCA
2711,33,KAZANLI,KAZANLI,422,TANCA
2712,33,KUYULUK,KUYULUK,1887,TANCA
2713,33,SOĞUCAK,SOGUCAK,429,TANCA
2714,33,TECE,TECE,1887,TANCA
2716,33,YALINAYAK,YALINAYAK,424,TANCA
2718,33,ÇARIKLAR,CARIKLAR,425,TANCA
2719,33,ÖREN,OREN,425,TANCA
2720,33,TEKELİ,TEKELI,427,TANCA
2721,33,TEKMEN,TEKMEN,427,TANCA
2722,33,SEBİL,SEBIL,428,TANCA
2723,33,ARPAÇBAHŞİŞ,ARPACBAHSIS,429,TANCA
2724,33,AYAŞ,AYAS,429,TANCA
2726,33,ESENPINAR,ESENPINAR,429,TANCA
2729,33,KUMKUYU,KUMKUYU,429,TANCA
2730,33,LİMONLU,LIMONLU,429,TANCA
2731,33,TÖMÜK,TOMUK,429,TANCA
2732,33,BÜYÜKKECELİ,BUYUKKECELI,430,TANCA
2733,33,KÖSEÇOBANLI,KOSECOBANLI,430,TANCA
2734,33,KUSKAN,KUSKAN,430,TANCA
2735,33,ZEYNE,ZEYNE,430,TANCA
2736,33,GÖKSU,GOKSU,431,TANCA
2737,33,AKDERE,AKDERE,432,TANCA
2739,33,ATAKENT,ATAKENT,432,TANCA
2741,33,NARLIKUYU,NARLIKUYU,432,TANCA
2743,33,UZUNCABURÇ,UZUNCABURC,432,TANCA
2744,33,YEŞİLOVACIK,YESILOVACIK,432,TANCA
2745,33,ATALAR,ATALAR,433,TANCA
2746,33,BAĞCILAR,BAGCILAR,433,TANCA
2747,33,BAHŞİŞ,BAHSIS,433,TANCA
2748,33,GÜLEK,GULEK,433,TANCA
2749,33,HUZURKENT,HUZURKENT,433,TANCA
2526,25,ŞEKERLİ,SEKERLI,338,TANCA
2527,25,ALVAR,ALVAR,341,TANCA
2528,25,BAĞBAŞI,BAGBASI,344,TANCA
2529,25,PEHLİVANLI,PEHLIVANLI,344,TANCA
2530,25,SERDARLI,SERDARLI,344,TANCA
2531,25,ŞENYURT,SENYURT,344,TANCA
2532,25,YAĞAN,YAGAN,347,TANCA
2533,26,ÇUKURHİSAR,CUKURHISAR,349,TANCA
2534,26,GÜNDÜZLER,GUNDUZLER,349,TANCA
2535,26,MUTTALİP,MUTTALIP,349,TANCA
2536,26,BOZAN,BOZAN,350,TANCA
2537,26,OSMANİYE,OSMANIYE,350,TANCA
2538,26,DİNEK,DINEK,355,TANCA
2539,26,YUNUSEMRE,YUNUSEMRE,355,TANCA
2540,26,LAÇİN,LACIN,356,TANCA
2541,26,DOĞANÇAYIR,DOGANCAYIR,357,TANCA
2542,26,KIRKA,KIRKA,357,TANCA
2543,26,DÜMREK,DUMREK,358,TANCA
2544,26,KAYMAZ,KAYMAZ,358,TANCA
2545,26,NASRETTİN HOCA,NASRETTIN HOCA,358,TANCA
2546,26,GÜMÜŞKONAK,GUMUSKONAK,359,TANCA
2547,26,KAYAKENT,KAYAKENT,359,TANCA
2548,26,ALPAGUT,ALPAGUT,361,TANCA
2549,26,SAKARIILICA,SAKARIILICA,361,TANCA
2550,27,ELİF,ELIF,363,TANCA
2551,27,KOCATEPE,KOCATEPE,366,TANCA
2552,27,SALKIM,SALKIM,366,TANCA
2553,27,SEKİLİ,SEKILI,366,TANCA
2554,27,TATLICAK,TATLICAK,366,TANCA
2555,27,ULUYATIR,ULUYATIR,366,TANCA
2556,27,YEŞİLDERE,YESILDERE,367,TANCA
2557,27,SAKÇAGÖZÜ,SAKCAGOZU,369,TANCA
2558,27,ŞATIRHÖYÜK,SATIRHOYUK,369,TANCA
2559,27,ALTINÜZÜM,ALTINUZUM,365,TANCA
2560,27,BOĞAZİÇİ,BOGAZICI,365,TANCA
2561,27,YEŞİLYURT,YESILYURT,365,TANCA
2562,27,AKTOPRAK,AKTOPRAK,1911,TANCA
2563,27,ARIL,ARIL,1911,TANCA
2564,28,ÇALDA,CALDA,370,TANCA
2565,28,İNİŞDİBİ,INISDIBI,370,TANCA
2566,28,KOVANLIK,KOVANLIK,372,TANCA
2567,28,YAVUZKEMAL,YAVUZKEMAL,373,TANCA
2568,28,SOĞUKPINAR,SOGUKPINAR,374,TANCA
2569,28,ÖREN,OREN,375,TANCA
2570,28,AYDINLAR,AYDINLAR,376,TANCA
2571,28,ÇAVUŞLU,CAVUSLU,376,TANCA
2572,28,KÖPRÜBAŞI,KOPRUBASI,376,TANCA
2573,28,KARABULDUK,KARABULDUK,377,TANCA
2574,28,BOZAT,BOZAT,380,TANCA
2575,28,ÜÇTEPE,UCTEPE,381,TANCA
2576,28,YENİCE,YENICE,382,TANCA
2577,28,KARABÖRK,KARABORK,383,TANCA
2578,29,ARZULAR,ARZULAR,386,TANCA
2579,29,TEKKE,TEKKE,386,TANCA
2580,29,DEREDOLU,DEREDOLU,387,TANCA
2581,29,GÜMÜŞGÖZE,GUMUSGOZE,387,TANCA
2582,29,KAŞ,KAS,387,TANCA
2583,29,ÖBEKTAŞ,OBEKTAS,387,TANCA
2584,29,SÖĞÜTLÜ,SOGUTLU,387,TANCA
2585,29,ÜNLÜPINAR,UNLUPINAR,387,TANCA
2586,29,YEŞİLBÜK,YESILBUK,388,TANCA
2587,29,ALTINPINAR,ALTINPINAR,389,TANCA
2588,29,SALYAZI,SALYAZI,390,TANCA
2589,29,ÖZKÜRTÜN,OZKURTUN,391,TANCA
2590,30,DURANKAYA,DURANKAYA,392,TANCA
2591,30,DERECİK,DERECIK,394,TANCA
2592,30,BÜYÜKÇİFTLİK,BUYUKCIFTLIK,395,TANCA
2593,30,ESENDERE,ESENDERE,395,TANCA
2594,31,AVSUYU,AVSUYU,5763,TANCA
2595,31,ÇEKMECE,CEKMECE,5763,TANCA
2596,31,DURSUNLU,DURSUNLU,5763,TANCA
2597,31,EKİNCİ,EKINCI,5763,TANCA
2598,31,GÜMÜŞGÖZE,GUMUSGOZE,5763,TANCA
2599,31,GÜZELBURÇ,GUZELBURC,5763,TANCA
2600,31,HARBİYE,HARBIYE,5763,TANCA
2601,31,KARAALİ,KARAALI,5763,TANCA
2602,31,KARLISU,KARLISU,5763,TANCA
2604,31,KÜÇÜKDALYAN,KUCUKDALYAN,5763,TANCA
2605,31,NARLICA,NARLICA,5763,TANCA
2606,31,ODABAŞI,ODABASI,5763,TANCA
2607,31,OVAKENT,OVAKENT,5763,TANCA
2608,31,SERİNYOL,SERINYOL,5763,TANCA
2609,31,SUBAŞI,SUBASI,5763,TANCA
2610,31,ŞENKÖY,SENKOY,5763,TANCA
2611,31,TOYGARLI,TOYGARLI,5763,TANCA
2612,31,TURUNÇLU,TURUNCLU,5763,TANCA
2613,31,YEŞİLPINAR,YESILPINAR,5763,TANCA
2614,31,ALTINKAYA,ALTINKAYA,403,TANCA
2615,31,HACIPAŞA,HACIPASA,403,TANCA
2616,31,YİĞİTYOLU,YIGITYOLU,403,TANCA
2617,31,ALTINÇAĞ,ALTINCAG,401,TANCA
2618,31,KARAKESE,KARAKESE,401,TANCA
2619,31,KUZUCULU,KUZUCULU,401,TANCA
2620,31,YENİYURT,YENIYURT,401,TANCA
2621,31,YEŞİLKÖY,YESILKOY,401,TANCA
2622,31,AKBEZ,AKBEZ,402,TANCA
2623,31,AKTEPE,AKTEPE,402,TANCA
2624,31,ARDIÇLI,ARDICLI,402,TANCA
2625,31,KÜRECİ,KURECI,402,TANCA
2626,31,SÖĞÜT,SOGUT,402,TANCA
2408,20,GÖLEMEZLİ,GOLEMEZLI,266,TANCA
2409,20,BOĞAZİÇİ,BOGAZICI,268,TANCA
2410,20,DAĞAL,DAGAL,268,TANCA
2411,20,KUTLUBEY,KUTLUBEY,269,TANCA
2412,20,İNCELER,INCELER,271,TANCA
2413,20,YENİCEKENT,YENICEKENT,272,TANCA
2414,20,AKKENT,AKKENT,273,TANCA
2415,20,BELEVİ,BELEVI,273,TANCA
2416,20,DENİZLER,DENIZLER,273,TANCA
2417,20,HANÇALAR,HANCALAR,273,TANCA
2418,20,İSABEY,ISABEY,273,TANCA
2419,20,ORTAKÖY,ORTAKOY,273,TANCA
2420,20,SELCEN,SELCEN,273,TANCA
2421,20,SÜLLER,SULLER,273,TANCA
2422,20,BEYLERLİ,BEYLERLI,275,TANCA
2423,20,GEMİŞ,GEMIS,275,TANCA
2424,20,ÇITAK,CITAK,276,TANCA
2425,20,EMİRHİSAR,EMIRHISAR,276,TANCA
2426,20,GÜMÜŞSU,GUMUSSU,276,TANCA
2427,20,GÜRPINAR,GURPINAR,276,TANCA
2428,20,IRGILLI,IRGILLI,276,TANCA
2429,20,IŞIKLI,ISIKLI,276,TANCA
2430,20,KIRALAN,KIRALAN,276,TANCA
2431,20,KIZILCASÖĞÜT,KIZILCASOGUT,276,TANCA
2432,20,ÖZDEMİRCİ,OZDEMIRCI,276,TANCA
2433,20,EZİLER,EZILER,277,TANCA
2434,20,KAKLIK,KAKLIK,278,TANCA
2435,20,KARAÇAY,KARACAY,278,TANCA
2436,20,KIZILYER,KIZILYER,278,TANCA
2437,20,KOCABAŞ,KOCABAS,278,TANCA
2438,20,GÖLBAŞI,GOLBASI,279,TANCA
2439,20,KARAKÖY,KARAKOY,279,TANCA
2440,20,AHMETLİ,AHMETLI,280,TANCA
2441,20,SıĞMA,SIGMA,280,TANCA
2442,20,TOSUNLAR,TOSUNLAR,280,TANCA
2443,20,YATAĞAN,YATAGAN,281,TANCA
2444,20,BAHARLAR,BAHARLAR,282,TANCA
2445,20,ÇAĞIRGAN,CAGIRGAN,282,TANCA
2446,20,GARİPKÖY,GARIPKOY,282,TANCA
2447,20,KARAHİSAR,KARAHISAR,282,TANCA
2448,20,KIZILCA,KIZILCA,282,TANCA
2449,20,KIZILCABÖLÜK,KIZILCABOLUK,282,TANCA
2450,20,KONAK,KONAK,282,TANCA
2451,20,PINARLAR,PINARLAR,282,TANCA
2452,20,SOLMAZ,SOLMAZ,282,TANCA
2453,20,ULUKENT,ULUKENT,282,TANCA
2454,21,BAĞIVAR,BAGIVAR,283,TANCA
2455,21,ÇARIKLI,CARIKLI,283,TANCA
2456,21,KAYAPINAR,KAYAPINAR,283,TANCA
2457,21,AMBAR,AMBAR,284,TANCA
2458,21,YUKARISALAT,YUKARISALAT,284,TANCA
2459,21,TEPE,TEPE,284,TANCA
2460,21,YUKARIŞEYHLER,YUKARISEYHLER,286,TANCA
2461,21,BAYRAMBAŞI,BAYRAMBASI,287,TANCA
2462,21,ALATOSUN,ALATOSUN,289,TANCA
2463,21,GÜRBÜZ,GURBUZ,290,TANCA
2464,21,KUYULAR,KUYULAR,290,TANCA
2465,21,KAYGISIZ,KAYGISIZ,291,TANCA
2466,21,AĞAÇLI,AGACLI,293,TANCA
2467,21,ŞÖLEN,SOLEN,294,TANCA
2468,21,ÖZEKLİ,OZEKLI,296,TANCA
2469,22,ESETÇE,ESETCE,300,TANCA
2470,22,HACI,HACI,300,TANCA
2471,22,İBRİKTEPE,IBRIKTEPE,300,TANCA
2472,22,KOCAHIDIR,KOCAHIDIR,300,TANCA
2473,22,SULTAN,SULTAN,300,TANCA
2474,22,YENİKARPUZLU,YENIKARPUZLU,300,TANCA
2475,22,BEĞENDİK,BEGENDIK,302,TANCA
2476,22,ÇAMLICA,CAMLICA,302,TANCA
2478,22,PAŞAYİĞİT,PASAYIGIT,302,TANCA
2479,22,YENİMUHACİR,YENIMUHACIR,302,TANCA
2480,22,KÜPLÜ,KUPLU,304,TANCA
2481,22,SUBAŞI,SUBASI,304,TANCA
2482,22,ÇÖPKÖY,COPKOY,306,TANCA
2483,22,KIRCASALİH,KIRCASALIH,306,TANCA
2484,22,KURTBEY,KURTBEY,306,TANCA
2485,22,YENİKÖY,YENIKOY,306,TANCA
2486,23,AKÇAKİRAZ,AKCAKIRAZ,307,TANCA
2487,23,HANKENDİ,HANKENDI,307,TANCA
2488,23,İÇME,ICME,307,TANCA
2489,23,MOLLAKENDİ,MOLLAKENDI,307,TANCA
2490,23,YAZIKONAK,YAZIKONAK,307,TANCA
2491,23,YURTBAŞI,YURTBASI,307,TANCA
2492,23,GEZİN,GEZIN,307,TANCA
2493,23,BALTAŞI,BALTASI,313,TANCA
2494,23,BEYHANI,BEYHANI,313,TANCA
2495,23,ÇAKIRTAŞ,CAKIRTAS,315,TANCA
2496,23,SARICAN,SARICAN,310,TANCA
2497,23,YARIMCA,YARIMCA,315,TANCA
2498,23,BÜKARDI,BUKARDI,316,TANCA
2499,23,ERİMLİ,ERIMLI,316,TANCA
2500,23,ÜÇOCAK,UCOCAK,316,TANCA
2501,24,AKYAZI,AKYAZI,318,TANCA
2502,24,BAHÇELİKÖY,BAHCELIKOY,318,TANCA
2503,24,ÇAĞLAYAN,CAGLAYAN,318,TANCA
2504,24,ÇUKURKUYU,CUKURKUYU,318,TANCA
2505,24,DEMİRKENT,DEMIRKENT,318,TANCA
2506,24,DÖRTLER,DORTLER,318,TANCA
2627,31,KARAAĞAÇ,KARAAGAC,397,TANCA
2628,31,AKÇALI,AKCALI,397,TANCA
2298,16,OVAAZATLI,OVAAZATLI,219,TANCA
2299,16,TATKAVAKLI,TATKAVAKLI,219,TANCA
2300,16,TEPECİK,TEPECIK,219,TANCA
2301,16,YALINTAŞ,YALINTAS,219,TANCA
2303,16,GÖYNÜKBELEN,GOYNUKBELEN,220,TANCA
2304,16,KARINCALI,KARINCALI,220,TANCA
2305,16,ÇAKIRLI,CAKIRLI,221,TANCA
2306,16,NARLICA,NARLICA,221,TANCA
2307,16,YENİKÖY,YENIKOY,221,TANCA
2308,16,YENİSÖLÖZ,YENISOLOZ,221,TANCA
2309,16,SÖLÖZ,SOLOZ,221,TANCA
2310,16,AKÇALAR,AKCALAR,1901,TANCA
2311,16,GÖLYAZI,GOLYAZI,1901,TANCA
2312,16,GÖRÜKLE,GORUKLE,1901,TANCA
2313,16,HASANAĞA,HASANAGA,1901,TANCA
2314,16,KAYAPA,KAYAPA,1901,TANCA
2315,16,DEMİRTAŞ,DEMIRTAS,1908,TANCA
2316,16,EMEK,EMEK,1908,TANCA
2317,16,KİRAZLI,KIRAZLI,1908,TANCA
2318,16,OVAAKÇA,OVAAKCA,1908,TANCA
2319,17,İNTEPE,INTEPE,223,TANCA
2320,17,KEPEZ,KEPEZ,223,TANCA
2321,17,KUMKALE,KUMKALE,223,TANCA
2322,17,GÜLPINAR,GULPINAR,224,TANCA
2323,17,BALIKLIÇEŞME,BALIKLICESME,226,TANCA
2324,17,GÜMÜŞÇAY,GUMUSCAY,226,TANCA
2325,17,KOZÇEŞME,KOZCESME,226,TANCA
2326,17,YENİÇİFTLİK,YENICIFTLIK,226,TANCA
2327,17,TERZİALAN,TERZIALAN,229,TANCA
2328,17,GEYİKLİ,GEYIKLI,231,TANCA
2329,17,MAHMUDİYE,MAHMUDIYE,231,TANCA
2330,17,EVREŞE,EVRESE,232,TANCA
2331,17,KAVAKKÖY,KAVAKKOY,232,TANCA
2332,17,ÇARDAK,CARDAK,236,TANCA
2333,17,UMURBEY,UMURBEY,236,TANCA
2334,17,AKÇAKOYUN,AKCAKOYUN,237,TANCA
2335,17,HAMDİBEY,HAMDIBEY,237,TANCA
2336,17,PAZARKÖY,PAZARKOY,237,TANCA
2337,18,SAÇAK,SACAK,239,TANCA
2338,18,YEŞİLDUMLUPINAR,YESILDUMLUPINAR,241,TANCA
2339,18,ÇAVUNDUR,CAVUNDUR,244,TANCA
2340,18,DUMANLI,DUMANLI,244,TANCA
2341,18,SİVRİCEK,SIVRICEK,244,TANCA
2342,18,TAŞKARACALAR,TASKARACALAR,244,TANCA
2343,18,ÇARDAKLI,CARDAKLI,245,TANCA
