Banka,Sube,BTanim,STanim,kgid,insUN,insDT,insApp,updUN,updDT,updApp
0062,00652,GARANTİ BANKASI,ADAPAZARI ÇARŞI,4338,,,,,,
0062,00653,GARANTİ BANKASI,AKÇAABAT,4339,,,,,,
0062,00659,GARANTİ BANKASI,GEREDE,4340,,,,,,
0062,00660,GARANTİ BANKASI,GAZİPAŞA,4341,,,,,,
0062,00661,GARANTİ BANKASI,TUZLA ORGANIZE SANAYI,4342,,,,,,
0062,00662,GARANTİ BANKASI,ATRIUM,4343,,,,,,
0062,00665,GARANTİ BANKASI,ACARKENT,4344,,,,,,
0062,00667,GARANTİ BANKASI,HÜRRIYET,4345,,,,,,
0062,00668,GARANTİ BANKASI,UZUNKÖPRÜ,4346,,,,,,
0062,00669,GARANTİ BANKASI,TRABZON NAKİT,4347,,,,,,
0062,00670,GARANTİ BANKASI,BALIKESİR SANAYİ,4348,,,,,,
0062,00671,GARANTİ BANKASI,DUDULLU,4349,,,,,,
0062,00672,GARANTİ BANKASI,ÇANKIRI,4350,,,,,,
0062,00675,GARANTİ BANKASI,CEVİZLİ,4351,,,,,,
0062,00676,GARANTİ BANKASI,KIZILTEPE,4352,,,,,,
0062,00680,GARANTİ BANKASI,DARICA,4353,,,,,,
0062,00681,GARANTİ BANKASI,GÜNGÖREN SANAYI,4354,,,,,,
0062,00682,GARANTİ BANKASI,ANKARA OSB,4355,,,,,,
0062,00687,GARANTİ BANKASI,ULUDAG UNIVERSITESI BIREYSEL,4356,,,,,,
0062,00693,GARANTİ BANKASI,BOSTANLI,4357,,,,,,
0062,00694,GARANTİ BANKASI,HAL MERSIN,4358,,,,,,
0062,00695,GARANTİ BANKASI,ISKENDERUN CARSI,4359,,,,,,
0062,00697,GARANTİ BANKASI,SEYDISEHIR,4360,,,,,,
0062,00700,GARANTİ BANKASI,DAVUTPAŞA,4361,,,,,,
0062,00701,GARANTİ BANKASI,HALASKARGAZI,4362,,,,,,
0062,00702,GARANTİ BANKASI,HAVUZ/AVCILAR,4363,,,,,,
0062,00703,GARANTİ BANKASI,SOGANLIK,4364,,,,,,
0062,00705,GARANTİ BANKASI,EMINONU,4365,,,,,,
0062,00706,GARANTİ BANKASI,BAKIRKOY,4366,,,,,,
0062,00708,GARANTİ BANKASI,KADIKÖY ÇARŞI,4367,,,,,,
0062,00709,GARANTİ BANKASI,KUCUKYALI,4368,,,,,,
0062,00710,GARANTİ BANKASI,ATATURK BULVARI,4369,,,,,,
0062,00711,GARANTİ BANKASI,ANAFARTALAR CADDESI,4370,,,,,,
0062,00712,GARANTİ BANKASI,GİRNE CADDESİ,4371,,,,,,
0062,00713,GARANTİ BANKASI,KIBRIS SEHITLERI,4372,,,,,,
0062,00714,GARANTİ BANKASI,BALBEY,4373,,,,,,
0062,00715,GARANTİ BANKASI,İNÖNÜ / ADANA,4374,,,,,,
0062,00716,GARANTİ BANKASI,YENIYOL,4375,,,,,,
0062,00717,GARANTİ BANKASI,KOCAELI,4376,,,,,,
0062,00718,GARANTİ BANKASI,URAY CADDESI,4377,,,,,,
0062,00719,GARANTİ BANKASI,KIZILTOPRAK,4378,,,,,,
0062,00720,GARANTİ BANKASI,IZMIT SANAYI,4379,,,,,,
0062,00721,GARANTİ BANKASI,KAGITHANE,4380,,,,,,
0062,00723,GARANTİ BANKASI,METRO/MECIDIYEKOY,4381,,,,,,
0062,00725,GARANTİ BANKASI,KUYUBASI,4382,,,,,,
0062,00726,GARANTİ BANKASI,KOCMAN CADDESI,4383,,,,,,
0062,00727,GARANTİ BANKASI,ESKI GARAJ,4384,,,,,,
0062,00728,GARANTİ BANKASI,MERKEZ CADDESI,4385,,,,,,
0062,00729,GARANTİ BANKASI,FETIH CADDESI,4386,,,,,,
0062,00730,GARANTİ BANKASI,KEMERALTI,4387,,,,,,
0062,00731,GARANTİ BANKASI,SERIK,4388,,,,,,
0062,00732,GARANTİ BANKASI,KUCUKESAT,4389,,,,,,
0062,00733,GARANTİ BANKASI,ERZINCAN,4390,,,,,,
0062,00734,GARANTİ BANKASI,AMASYA,4391,,,,,,
0062,00735,GARANTİ BANKASI,NISPETIYE,4392,,,,,,
0062,00736,GARANTİ BANKASI,SAGMALCILAR,4393,,,,,,
0062,00739,GARANTİ BANKASI,KERESTECILER/MERTER,4394,,,,,,
0062,00740,GARANTİ BANKASI,AHMEDIYE USKUDAR,4395,,,,,,
0062,00741,GARANTİ BANKASI,BARBAROS BULVARI,4396,,,,,,
0062,00742,GARANTİ BANKASI,SUREYYAPASA,4397,,,,,,
0062,00743,GARANTİ BANKASI,YUZUNCU YIL,4398,,,,,,
0062,00744,GARANTİ BANKASI,YESILBAG,4399,,,,,,
0062,00745,GARANTİ BANKASI,BULVAR/ZEYTINBURNU,4400,,,,,,
0062,00746,GARANTİ BANKASI,BOSTANCI,4401,,,,,,
0062,00747,GARANTİ BANKASI,YILDIRIM BESYUZEVLER,4402,,,,,,
0062,00748,GARANTİ BANKASI,KUCUKKOY,4403,,,,,,
0062,00750,GARANTİ BANKASI,ESENLER,4404,,,,,,
0062,00751,GARANTİ BANKASI,METROPOL,4405,,,,,,
0062,00752,GARANTİ BANKASI,YAYLA/BAHCELIEVLER,4406,,,,,,
0062,00753,GARANTİ BANKASI,ŞAŞMAZ,4407,,,,,,
0062,00754,GARANTİ BANKASI,ÖZKANLAR,4408,,,,,,
0062,00755,GARANTİ BANKASI,SAHINBEY,4409,,,,,,
0062,00756,GARANTİ BANKASI,ERCIYES,4410,,,,,,
0062,00758,GARANTİ BANKASI,SAHIL/PENDIK,4411,,,,,,
0062,00759,GARANTİ BANKASI,SANTRAL UMRANIYE,4412,,,,,,
0062,00761,GARANTİ BANKASI,DEĞİRMENDERE,4413,,,,,,
0062,00763,GARANTİ BANKASI,MITHATPASA,4414,,,,,,
0062,00764,GARANTİ BANKASI,KOPRUBASI,4415,,,,,,
0062,00765,GARANTİ BANKASI,SANAYI MAHALLESI,4416,,,,,,
0062,00768,GARANTİ BANKASI,GAZIEMIR,4417,,,,,,
0062,00769,GARANTİ BANKASI,KUCUKBAKKALKOY,4418,,,,,,
0062,00770,GARANTİ BANKASI,ZAFER,4419,,,,,,
0062,00771,GARANTİ BANKASI,DORTYOL/MALATYA,4420,,,,,,
0062,00772,GARANTİ BANKASI,CUMHURIYET CADDESI,4421,,,,,,
0062,00774,GARANTİ BANKASI,ETLIK,4422,,,,,,
0062,00775,GARANTİ BANKASI,YENICARSI,4423,,,,,,
0062,00776,GARANTİ BANKASI,CIFTLIK,4424,,,,,,
0062,00778,GARANTİ BANKASI,EMEK,4425,,,,,,
0062,00779,GARANTİ BANKASI,GUNGOREN,4426,,,,,,
0062,00780,GARANTİ BANKASI,SARIGAZI,4427,,,,,,
0062,00781,GARANTİ BANKASI,CINAR DENIZLI,4428,,,,,,
0062,00782,GARANTİ BANKASI,KAVAKLI BEYLIKDUZU,4429,,,,,,
0062,00783,GARANTİ BANKASI,ANTALYA HAL,4430,,,,,,
0062,00784,GARANTİ BANKASI,ESENYURT,4431,,,,,,
0062,00785,GARANTİ BANKASI,DOGUS POWER CENTER,4432,,,,,,
0062,00786,GARANTİ BANKASI,AKDENIZ SANAYI,4433,,,,,,
0062,00787,GARANTİ BANKASI,UMRANIYE SANAYI,4434,,,,,,
0062,00788,GARANTİ BANKASI,ARNAVUTKOY,4435,,,,,,
0062,00789,GARANTİ BANKASI,AYVALIK,4436,,,,,,
0062,00790,GARANTİ BANKASI,BUSAN,4437,,,,,,
0062,00791,GARANTİ BANKASI,DORTYOL/HATAY,4438,,,,,,
0062,00795,GARANTİ BANKASI,OYAK RENAULT BIREYSEL,4439,,,,,,
0062,00796,GARANTİ BANKASI,FATSA,4440,,,,,,
0062,00797,GARANTİ BANKASI,ORTACA,4441,,,,,,
0062,00798,GARANTİ BANKASI,SOGANLI,4442,,,,,,
0062,00799,GARANTİ BANKASI,INONU CADDESI/ISTANBUL,4443,,,,,,
0062,00846,GARANTİ BANKASI,SELAMICESME,4444,,,,,,
0062,00847,GARANTİ BANKASI,TOROS,4445,,,,,,
0062,00848,GARANTİ BANKASI,CATALCA,4446,,,,,,
0062,00849,GARANTİ BANKASI,POLATLI,4447,,,,,,
0062,00860,GARANTİ BANKASI,ISTANBUL KURUMSAL YATIRIM,4448,,,,,,
0062,00862,GARANTİ BANKASI,ANKARA KURUMSAL YATIRIM SUBESI,4449,,,,,,
0062,00863,GARANTİ BANKASI,YATIRIM BANKACILIGI SUBESI,4450,,,,,,
0062,00864,GARANTİ BANKASI,SAKLAMA ŞUBESI,4451,,,,,,
0062,00865,GARANTİ BANKASI,KORDON,4452,,,,,,
0062,00871,GARANTİ BANKASI,HOPA,4453,,,,,,
0062,00873,GARANTİ BANKASI,DOKTORLAR CADDESI,4454,,,,,,
0062,00875,GARANTİ BANKASI,KAYNARCA,4455,,,,,,
0062,00877,GARANTİ BANKASI,TOKAT,4456,,,,,,
0062,00879,GARANTİ BANKASI,ERBAA,4457,,,,,,
0062,00889,GARANTİ BANKASI,MENEMEN,4458,,,,,,
0062,00892,GARANTİ BANKASI,SAMANDIRA,4459,,,,,,
0062,00901,GARANTİ BANKASI,MARMARA BOLGE MD TAKAS,4460,,,,,,
0062,00904,GARANTİ BANKASI,AKDENIZ BOLGE OPERASYON MD.,4461,,,,,,
0062,00906,GARANTİ BANKASI,YP CEK SERVISI,4462,,,,,,
0062,00910,GARANTİ BANKASI,KREDI KARTLARI MERKEZI,4463,,,,,,
0062,00915,GARANTİ BANKASI,ANKARA NAKIT VE ILETISIM,4464,,,,,,
0062,00917,GARANTİ BANKASI,MENKUL OPERASYON,4465,,,,,,
0062,00922,GARANTİ BANKASI,CUKUROVA BOLGE MUDURLUGU,4466,,,,,,
0062,00923,GARANTİ BANKASI,ANKARA BOLGE TAKAS,4467,,,,,,
0062,00925,GARANTİ BANKASI,IZMIR BOLGE MD.,4468,,,,,,
0062,00927,GARANTİ BANKASI,BILGI YONETIM MUDURLUGU,4469,,,,,,
0062,00928,GARANTİ BANKASI,GENEL MUHASEBE MD.,4470,,,,,,
0062,00930,GARANTİ BANKASI,TL VOSTRO HESAPLAR,4471,,,,,,
0062,00966,GARANTİ BANKASI,DAGITIM KANALLARI,4472,,,,,,
0062,00975,GARANTİ BANKASI,HESAP ISLEMLERI MUDURLUGU,4473,,,,,,
0062,00979,GARANTİ BANKASI,IKINCI TICARI OPERASYON,4474,,,,,,
0062,00982,GARANTİ BANKASI,HAZINE OPERASYON,4475,,,,,,
0062,00987,GARANTİ BANKASI,CEK SENET MUD.YP-CEK,4476,,,,,,
0062,00989,GARANTİ BANKASI,BANKACILIK ISLEM MERKEZI,4477,,,,,,
0062,00999,GARANTİ BANKASI,ANADOLU KURUMSAL OPERASYON,4478,,,,,,
0062,01000,GARANTİ BANKASI,ALAŞEHİR,4479,,,,,,
0062,01001,GARANTİ BANKASI,BEYPAZARI,4480,,,,,,
0062,01002,GARANTİ BANKASI,EMLAK KONUT- ÇORLU,4481,,,,,,
0062,01003,GARANTİ BANKASI,KASTAMONU,4482,,,,,,
0062,01004,GARANTİ BANKASI,ÜNYE,4483,,,,,,
0062,01005,GARANTİ BANKASI,BUCA,4484,,,,,,
0062,01006,GARANTİ BANKASI,SANDIKLI,4485,,,,,,
0062,01007,GARANTİ BANKASI,TIRE,4486,,,,,,
0062,01008,GARANTİ BANKASI,TORBALI,4487,,,,,,
0062,01009,GARANTİ BANKASI,ÇARŞAMBA,4488,,,,,,
0062,01011,GARANTİ BANKASI,MANİSA SANAYİ,4489,,,,,,
0062,01012,GARANTİ BANKASI,ALİBEYKÖY,4490,,,,,,
0062,01013,GARANTİ BANKASI,DATÇA,4491,,,,,,
0062,01014,GARANTİ BANKASI,KEMALPAŞA,4492,,,,,,
0062,01016,GARANTİ BANKASI,KOŞUYOLU,4493,,,,,,
0062,01017,GARANTİ BANKASI,LİBADİYE,4494,,,,,,
0062,01018,GARANTİ BANKASI,MANAVGAT ÇARŞI,4495,,,,,,
0062,01019,GARANTİ BANKASI,OSTİM BULVAR,4496,,,,,,
0062,01020,GARANTİ BANKASI,TAVŞANLI,4497,,,,,,
0062,01021,GARANTİ BANKASI,TOPTANCILAR SİTESİ - SİVAS,4498,,,,,,
0062,01022,GARANTİ BANKASI,TUZLA SAHİL,4499,,,,,,
0062,01023,GARANTİ BANKASI,KAPALIÇARŞI,4500,,,,,,
0062,01024,GARANTİ BANKASI,ANAMUR,4501,,,,,,
0062,01025,GARANTİ BANKASI,IĞDIR,4502,,,,,,
0062,01026,GARANTİ BANKASI,ERDEMLİ,4503,,,,,,
0062,01027,GARANTİ BANKASI,ARAPSUYU,4504,,,,,,
0062,01028,GARANTİ BANKASI,ANTALYA ORGANİZE SANAYİ,4505,,,,,,
0062,01029,GARANTİ BANKASI,CEMİL TOPUZLU,4506,,,,,,
0062,01030,GARANTİ BANKASI,YOZGAT,4507,,,,,,
0062,01031,GARANTİ BANKASI,BEKİRPAŞA,4508,,,,,,
0062,01032,GARANTİ BANKASI,ESKİŞEHİR ORGANİZE SANAYİ,4509,,,,,,
0062,01033,GARANTİ BANKASI,ÇAN,4510,,,,,,
0062,01034,GARANTİ BANKASI,ÇUMRA,4511,,,,,,
0062,01036,GARANTİ BANKASI,MUMHANE,4512,,,,,,
0062,01037,GARANTİ BANKASI,IŞIKKENT,4513,,,,,,
0062,01038,GARANTİ BANKASI,BUCAK,4514,,,,,,
0062,01040,GARANTİ BANKASI,ÇİĞLİ,4515,,,,,,
0062,01041,GARANTİ BANKASI,ÜRGÜP,4516,,,,,,
0062,01043,GARANTİ BANKASI,YENI ADANA,4517,,,,,,
0062,01044,GARANTİ BANKASI,BİLECİK,4518,,,,,,
0062,01045,GARANTİ BANKASI,4.LEVENT,4519,,,,,,
0062,01046,GARANTİ BANKASI,HALKALI,4520,,,,,,
0062,01047,GARANTİ BANKASI,YENİ SAHRA,4521,,,,,,
0062,01048,GARANTİ BANKASI,YENİŞEHİR/BURSA,4522,,,,,,
0062,01049,GARANTİ BANKASI,ABİDİNPAŞA-ANKARA,4523,,,,,,
0062,01050,GARANTİ BANKASI,MUDANYA,4524,,,,,,
0062,01051,GARANTİ BANKASI,BALGAT,4525,,,,,,
0062,01052,GARANTİ BANKASI,ANADOLU SANAYİ,4526,,,,,,
0062,01053,GARANTİ BANKASI,KOCASİNAN / İSTANBUL,4527,,,,,,
0062,01055,GARANTİ BANKASI,GÜLSAN SANAYİ,4528,,,,,,
0062,01056,GARANTİ BANKASI,VALİDEÇEŞME,4529,,,,,,
0062,01057,GARANTİ BANKASI,BEYŞEHİR,4530,,,,,,
0062,01058,GARANTİ BANKASI,İSPARTA SANAYİ,4531,,,,,,
0062,01059,GARANTİ BANKASI,BURHANİYE,4532,,,,,,
0062,01060,GARANTİ BANKASI,ATAKUM,4533,,,,,,
0062,01061,GARANTİ BANKASI,KEÇİÖREN GAZİNO,4534,,,,,,
0062,01062,GARANTİ BANKASI,TURHAL,4535,,,,,,
0062,01063,GARANTİ BANKASI,ETHEM EFENDİ,4536,,,,,,
0062,01064,GARANTİ BANKASI,TURGUTREİS,4537,,,,,,
0062,01065,GARANTİ BANKASI,ARDEŞEN,4538,,,,,,
0062,01066,GARANTİ BANKASI,PURSAKLAR,4539,,,,,,
0062,01067,GARANTİ BANKASI,TANJANT,4540,,,,,,
0062,01068,GARANTİ BANKASI,KAHRAMANMARAŞ ÇARŞI,4541,,,,,,
0062,01069,GARANTİ BANKASI,SİMAV,4542,,,,,,
0062,01070,GARANTİ BANKASI,BOLVADİN,4543,,,,,,
0062,01071,GARANTİ BANKASI,BAĞLIK / KARADENİZ EREĞLİ,4544,,,,,,
0062,01072,GARANTİ BANKASI,KAŞ,4545,,,,,,
0062,01073,GARANTİ BANKASI,KIRIKHAN,4546,,,,,,
0062,01074,GARANTİ BANKASI,SURİÇİ,4547,,,,,,
0062,01075,GARANTİ BANKASI,HÜRRİYET MAHALLESİ,4548,,,,,,
0062,01076,GARANTİ BANKASI,KADİRLİ,4549,,,,,,
0062,01077,GARANTİ BANKASI,AYDIN SANAYİ,4550,,,,,,
0062,01078,GARANTİ BANKASI,ŞEHİTKAMİL,4551,,,,,,
0062,01079,GARANTİ BANKASI,ERDEK,4552,,,,,,
0062,01080,GARANTİ BANKASI,ÇORUM ÇARŞI,4553,,,,,,
0062,01081,GARANTİ BANKASI,YENİ SANAYİ/KAYSERİ,4554,,,,,,
0062,01082,GARANTİ BANKASI,ERCİŞ,4555,,,,,,
0062,01083,GARANTİ BANKASI,MALKARA,4556,,,,,,
0062,01084,GARANTİ BANKASI,KOCAMUSTAFAPAŞA,4557,,,,,,
0062,01085,GARANTİ BANKASI,SEYRANTEPE,4558,,,,,,
0062,01086,GARANTİ BANKASI,SAMANDAĞ,4559,,,,,,
0062,01087,GARANTİ BANKASI,GEDİZ,4560,,,,,,
0062,01088,GARANTİ BANKASI,BALIKESİR ÇARŞI,4561,,,,,,
0062,01089,GARANTİ BANKASI,UYDUKENT/KURTKÖY,4562,,,,,,
0062,01090,GARANTİ BANKASI,AFYON KOCATEPE,4563,,,,,,
0062,01091,GARANTİ BANKASI,SİNCAN ÇARŞI,4564,,,,,,
0062,01092,GARANTİ BANKASI,MERZİFON,4565,,,,,,
0062,01093,GARANTİ BANKASI,HAYRABOLU,4566,,,,,,
0062,01094,GARANTİ BANKASI,KAVACIK ÇARŞI,4567,,,,,,
0062,01095,GARANTİ BANKASI,URLA,4568,,,,,,
0062,01096,GARANTİ BANKASI,DEVELİ,4569,,,,,,
0062,01097,GARANTİ BANKASI,BEYKOZ,4570,,,,,,
0062,01098,GARANTİ BANKASI,SİNOP,4571,,,,,,
0062,01099,GARANTİ BANKASI,ALTINOLUK,4572,,,,,,
0062,01100,GARANTİ BANKASI,BAYRAKLI,4573,,,,,,
0062,01101,GARANTİ BANKASI,KÖRFEZ,4574,,,,,,
0062,01102,GARANTİ BANKASI,ÇAYCUMA,4575,,,,,,
0062,01103,GARANTİ BANKASI,YALVAÇ,4576,,,,,,
0062,01104,GARANTİ BANKASI,KARASU,4577,,,,,,
0062,01105,GARANTİ BANKASI,GELİBOLU,4578,,,,,,
0062,01106,GARANTİ BANKASI,AĞRI,4579,,,,,,
0062,01107,GARANTİ BANKASI,EMİRDAĞ,4580,,,,,,
0062,01108,GARANTİ BANKASI,DENİZLİ SANAYİ,4581,,,,,,
0062,01109,GARANTİ BANKASI,HENDEK,4582,,,,,,
0062,01110,GARANTİ BANKASI,TOSYA,4583,,,,,,
0062,01111,GARANTİ BANKASI,KOCASİNAN / KAYSERİ,4584,,,,,,
0062,01112,GARANTİ BANKASI,DİKİLİ,4585,,,,,,
0062,01113,GARANTİ BANKASI,İZNİK,4586,,,,,,
0062,01114,GARANTİ BANKASI,ÇUBUK,4587,,,,,,
0062,01115,GARANTİ BANKASI,LALAPAŞA,4588,,,,,,
0062,01116,GARANTİ BANKASI,ORHANGAZİ,4589,,,,,,
0062,01117,GARANTİ BANKASI,KARAMÜRSEL,4590,,,,,,
0062,01118,GARANTİ BANKASI,ESKİŞEHİR SANAYİ,4591,,,,,,
0062,01119,GARANTİ BANKASI,YILDIZTEPE / BAĞCILAR,4592,,,,,,
0062,01120,GARANTİ BANKASI,TEKSTİLKENT,4593,,,,,,
0062,01121,GARANTİ BANKASI,OSMANİYE / BAKIRKÖY,4594,,,,,,
0062,01122,GARANTİ BANKASI,KİLİS,4595,,,,,,
0062,01123,GARANTİ BANKASI,KABATAŞ,4596,,,,,,
0062,01124,GARANTİ BANKASI,FETHİYE ÇARŞI,4597,,,,,,
0062,01125,GARANTİ BANKASI,KÜTAHYA ÇARŞI,4598,,,,,,
0062,01126,GARANTİ BANKASI,BİNEVLER,4599,,,,,,
0062,01127,GARANTİ BANKASI,TUZLA TERSANE TİCARİ,4600,,,,,,
0062,01128,GARANTİ BANKASI,FENER MAHALLESİ,4601,,,,,,
0062,01129,GARANTİ BANKASI,SİRKECİ,4602,,,,,,
0062,01131,GARANTİ BANKASI,YENİMAHALLE / ORDU,4603,,,,,,
0062,01132,GARANTİ BANKASI,SELÇUK,4604,,,,,,
0062,01133,GARANTİ BANKASI,NUSAYBİN,4605,,,,,,
0062,01134,GARANTİ BANKASI,KARAGÜMRÜK,4606,,,,,,
0062,01135,GARANTİ BANKASI,AKYAZI,4607,,,,,,
0062,01136,GARANTİ BANKASI,KAHTA,4608,,,,,,
0062,01137,GARANTİ BANKASI,MAHMUTLAR / ALANYA,4609,,,,,,
0062,01138,GARANTİ BANKASI,ADNAN MENDERES BULVARI,4610,,,,,,
0062,01140,GARANTİ BANKASI,ADATEPE,4611,,,,,,
0062,01141,GARANTİ BANKASI,KOZAN,4612,,,,,,
0062,01142,GARANTİ BANKASI,TATVAN,4613,,,,,,
0062,01143,GARANTİ BANKASI,ATIŞALANI,4614,,,,,,
0062,01144,GARANTİ BANKASI,TERAZİDERE,4615,,,,,,
0062,01145,GARANTİ BANKASI,ÇAYYOLU,4616,,,,,,
0062,01150,GARANTİ BANKASI,ELAZIĞ FIRAT,4617,,,,,,
0062,01159,GARANTİ BANKASI,SAFRANBOLU,4618,,,,,,
0062,01600,GARANTİ BANKASI,AKARETLER ÖZEL BANKACILIK,4619,,,,,,
0062,01601,GARANTİ BANKASI,KOZYATAĞI ÖZEL BANKACILIK,4620,,,,,,
0062,01602,GARANTİ BANKASI,LEVENT ÖZEL BANKACILIK,4621,,,,,,
0062,90001,GARANTİ BANKASI,IBAN MERKEZ SUBESI,4622,,,,,,
0062,90008,GARANTİ BANKASI,EMKT MERKEZİ,4623,,,,,,
0062,99999,GARANTİ BANKASI,EFT MERKEZİ,4624,,,,,,
0064,00111,T.IŞ BANKASI A.S. ,GENEL MUDURLUK/ISTANBUL,4625,,,,,,
0064,00115,T.IŞ BANKASI A.S. ,HAZINE BOLUMU,4626,,,,,,
0064,00133,T.IŞ BANKASI A.S. ,KREDI KARTLARI MERKEZI,4627,,,,,,
0064,00165,T.IŞ BANKASI A.S. ,SERMAYE PIYASALARI BOLUMU,4628,,,,,,
0064,00179,T.IŞ BANKASI A.S. ,DIŞ İŞLER MÜD./İSTANBUL,4629,,,,,,
0064,01000,T.IŞ BANKASI A.S. ,YENİCAMİ/İSTANBUL,4630,,,,,,
0064,01001,T.IŞ BANKASI A.S. ,HARBIYE/İSTANBUL,4631,,,,,,
0064,01002,T.IŞ BANKASI A.S. ,AKSARAY/İSTANBUL,4632,,,,,,
0064,01003,T.IŞ BANKASI A.S. ,ARAPCAMİİ/İSTANBUL,4633,,,,,,
0064,01005,T.IŞ BANKASI A.S. ,AYASPAŞA/İSTANBUL,4634,,,,,,
0064,01006,T.IŞ BANKASI A.S. ,CARŞI BAKIRKÖY/İSTANBUL,4635,,,,,,
0064,01008,T.IŞ BANKASI A.S. ,BEŞİKTAŞ/İSTANBUL,4636,,,,,,
0064,01009,T.IŞ BANKASI A.S. ,BEYAZIT/İSTANBUL,4637,,,,,,
0064,01010,T.IŞ BANKASI A.S. ,BEYKOZ/İSTANBUL,4638,,,,,,
0064,01011,T.IŞ BANKASI A.S. ,BEYOGLU/İSTANBUL,4639,,,,,,
0064,01012,T.IŞ BANKASI A.S. ,BÜYÜKADA/İSTANBUL,4640,,,,,,
0064,01013,T.IŞ BANKASI A.S. ,BÜYÜKDERE/İSTANBUL,4641,,,,,,
0064,01014,T.IŞ BANKASI A.S. ,CİHANGİR/İSTANBUL,4642,,,,,,
0064,01017,T.IŞ BANKASI A.S. ,DOLAPDERE/İSTANBUL,4643,,,,,,
0064,01018,T.IŞ BANKASI A.S. ,ERENKÖY/İSTANBUL,4644,,,,,,
0064,01019,T.IŞ BANKASI A.S. ,EYÜP/İSTANBUL,4645,,,,,,
0064,01020,T.IŞ BANKASI A.S. ,FATİH/İSTANBUL,4646,,,,,,
0064,01021,T.IŞ BANKASI A.S. ,GALATA/İSTANBUL,4647,,,,,,
0064,01022,T.IŞ BANKASI A.S. ,GALATASARAY/İSTANBUL,4648,,,,,,
0064,01023,T.IŞ BANKASI A.S. ,HEYBELİADA/İSTANBUL,4649,,,,,,
0064,01024,T.IŞ BANKASI A.S. ,KABATAŞ/İSTANBUL,4650,,,,,,
0064,01025,T.IŞ BANKASI A.S. ,RIHTIM/KADIKÖY-İST.,4651,,,,,,
0064,01026,T.IŞ BANKASI A.S. ,BOSTANCI/İSTANBUL,4652,,,,,,
0064,01027,T.IŞ BANKASI A.S. ,KAPALICARŞI/İSTANBUL,4653,,,,,,
0064,01028,T.IŞ BANKASI A.S. ,KARAKÖY/ISTANBUL,4654,,,,,,
0064,01029,T.IŞ BANKASI A.S. ,KARTAL/İSTANBUL,4655,,,,,,
0064,01030,T.IŞ BANKASI A.S. ,KASIMPAŞA/İSTANBUL,4656,,,,,,
0064,01031,T.IŞ BANKASI A.S. ,KAZLICESME-OLIVIUM/IST,4657,,,,,,
0064,01032,T.IŞ BANKASI A.S. ,KURTULUŞ/İSTANBUL,4658,,,,,,
0064,01034,T.IŞ BANKASI A.S. ,KÜCÜKYALI/İSTANBUL,4659,,,,,,
0064,01035,T.IŞ BANKASI A.S. ,LEVENT/İSTANBUL,4660,,,,,,
0064,01036,T.IŞ BANKASI A.S. ,MAHMUTPAŞA/İSTANBUL,4661,,,,,,
0064,01037,T.IŞ BANKASI A.S. ,MALTEPE/İSTANBUL,4662,,,,,,
0064,01038,T.IŞ BANKASI A.S. ,MERCAN/İSTANBUL,4663,,,,,,
0064,01039,T.IŞ BANKASI A.S. ,MODA/İSTANBUL,4664,,,,,,
0064,01040,T.IŞ BANKASI A.S. ,NİŞANTAŞI/İSTANBUL,4665,,,,,,
0064,01041,T.IŞ BANKASI A.S. ,PANGALTI/İSTANBUL,4666,,,,,,
0064,01042,T.IŞ BANKASI A.S. ,PARMAKKAPI/İSTANBUL,4667,,,,,,
0064,01043,T.IŞ BANKASI A.S. ,PAŞABAHCE/İSTANBUL,4668,,,,,,
0064,01044,T.IŞ BANKASI A.S. ,PENDİK/İSTANBUL,4669,,,,,,
0064,01046,T.IŞ BANKASI A.S. ,SARIYER/İSTANBUL,4670,,,,,,
0064,01047,T.IŞ BANKASI A.S. ,SİRKECİ/İSTANBUL,4671,,,,,,
0064,01048,T.IŞ BANKASI A.S. ,SULTANHAMAM/İSTANBUL,4672,,,,,,
0064,01049,T.IŞ BANKASI A.S. ,ŞEHREMİNİ/İSTANBUL,4673,,,,,,
0064,01051,T.IŞ BANKASI A.S. ,ŞİŞLİ/İSTANBUL,4674,,,,,,
0064,01052,T.IŞ BANKASI A.S. ,TAKSİM/İSTANBUL,4675,,,,,,
0064,01057,T.IŞ BANKASI A.S. ,BAYRAMPAŞA/İSTANBUL,4676,,,,,,
0064,01058,T.IŞ BANKASI A.S. ,UNKAPANI/İSTANBUL,4677,,,,,,
0064,01059,T.IŞ BANKASI A.S. ,ÜSKÜDAR/İSTANBUL,4678,,,,,,
0064,01060,T.IŞ BANKASI A.S. ,ÜMRANİYE/İSTANBUL,4679,,,,,,
0064,01061,T.IŞ BANKASI A.S. ,YELDEGİRMENİ/İSTANBUL,4680,,,,,,
0064,01062,T.IŞ BANKASI A.S. ,ZEYTİNBURNU/İSTANBUL,4681,,,,,,
0064,01064,T.IŞ BANKASI A.S. ,GAZİOSMANPAŞA/İSTANBUL,4682,,,,,,
0064,01065,T.IŞ BANKASI A.S. ,TAHTAKALE/İSTANBUL,4683,,,,,,
0064,01066,T.IŞ BANKASI A.S. ,ŞAŞKINBAKKAL/İSTANBUL,4684,,,,,,
0064,01067,T.IŞ BANKASI A.S. ,ETİLER/İSTANBUL,4685,,,,,,
0064,01068,T.IŞ BANKASI A.S. ,FINDIKZADE/İSTANBUL,4686,,,,,,
