Modul,MOption,CheckValue,Tanim,Typex,Valuex,EditTypeX,PWinCaption,PTable,PRField,PRFields,PRFieldsValues,Katalog,PassChar,kgid,insUN,insDT,insApp,updUN,updDT,updApp
FatFis,KrediEngel,Hayir,Kredisi aşan Cariye ait Fatura/İrsaliye kaydedilmesin?,ComboBox,Evet&Hayir,,,,,,,,,655,,,,,,
FatFis,KurManChg,Evet,Para cinsi elle yazılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,665,,,,,,
FatFis,KurManChgCont,Evet,Yazılan para cinsi tanımlı para cinslerinde yoksa kaydetmeye izin vermesin,ComboBox,Evet&Hayir,,,,,,,,,666,,,,,,
FatFis,LstStkMev,Hayir,Fatura/İrsaliye  Stok listesinde Mevcut görünsün mü ?(Sadece Alt+F6),ComboBox,Evet&Hayir,,,,,,,,,688,,,,,,
FatFis,MaksFisTutar,900,Fiş kesilebilecek maksimum tutar?,Edit,,txt,,,,,,,,698,,,,,,
FatFis,MasBagOzKod,Hayir,Fatura ekranında Masraf Bağlama da  listenen hizmet faturalarına ait özel kodlar görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,703,,,,,,
FatFis,MaxHarDetNo,0,1 işlem fişi içindeki maksimum detay hareket sayısı,Edit,,num,,,,,,,,716,,,,,,
FatFis,MaxHarNo,0,1 işlem fişi içindeki maksimum satır sayısı,Edit,,num,,,,,,,,717,,,,,,
FatFis,MuhurPin,,E-Mühür Pin Kodu,Edit,,txt,,,,,,,,832,,,,,,
FatFis,NoFatNo,Evet,Fatura numarası boş kayıt yapılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,859,,,,,,
FatFis,NoFiyAlert,Hayir,Fiyatsız fatura satırları için kaydetme esnasında uyarı versin mi?,ComboBox,Evet&Hayir,,,,,,,,,861,,,,,,
FatFis,NoFiyIrsNo,Hayir,Fiyatsız irsaliye kaydedilmesi engellensin mi ?,ComboBox,Tümü&Dahili&Hayir,,,,,,,,,863,,,,,,
FatFis,NoirsNo,Evet,İrsaliye numarası boş kayıt yapılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,864,,,,,,
FatFis,NoKDVAlert,Hayir,KDV siz fatura satırları için kaydetme esnasında uyarı versin mi?,ComboBox,Evet&Hayir,,,,,,,,,865,,,,,,
FatFis,NoMuhKodAlert,Hayir,Fatura içerisinde Cari ve  satır muhasebe kodu boş ise kaydetme esnasında uyarı versin mi?,ComboBox,Evet&Hayir,,,,,,,,,867,,,,,,
FatFis,NoMuhKodSave,Hayir,Fiş kaydı sırasında muhasebe kodu kontrolü sağlansın mı?,ComboBox,Evet&Hayir,,,,,,,,,871,,,,,,
FatFis,NoOzKod1,Hayir,Faturalarda Özel Kod 1 in girilmesi zorunlu olsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,882,,,,,,
FatFis,NoOzKod2,Hayir,Faturalarda Özel Kod 2 in girilmesi zorunlu olsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,888,,,,,,
FatFis,NoOzKod3,Hayir,Faturalarda Özel Kod 3 in girilmesi zorunlu olsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,894,,,,,,
FatFis,NoOzKod4,Hayir,Faturalarda Özel Kod 4 in girilmesi zorunlu olsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,900,,,,,,
FatFis,NoOzKod5,Hayir,Faturalarda Özel Kod 5 in girilmesi zorunlu olsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,906,,,,,,
FatFis,NoSameFatNo,Hayir,Aynı Fatura numarasının tekrar kullanımı engellensin mi?,ComboBox,Evet&Hayir,,,,,,,,,909,,,,,,
FatFis,NoSameSeriNo,Hayir,Seri farklı olsa bile aynı fatura numarasının kullanımı engellensin mi?,ComboBox,Evet&Hayir,,,,,,,,,910,,,,,,
FatFis,NoSatici,Hayir,"Satış irsaliye ve faturalarında ""Satıcı"" alanı zorunlu olsun mu ?",ComboBox,Evet&Hayir,,,,,,,,,911,,,,,,
FatFis,OdemeProgramiWr,Hayir,Fatura kaydı esnasında ödeme programı tutarı ile fatura tutarı farklı ise sistem uyarı versin mi?,ComboBox,Hayir&Uyarsın&Engellesin,,,,,,,,,921,,,,,,
FatFis,OdemetarihiAlert,Hayir,Satış ve Satış Hizmet Faturalarında Ödeme tarihi girmek zorunlu olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,923,,,,,,
FatFis,OdemetarihiAlertAlis,Hayir,Alış ve Alış Hizmet Faturalarında Ödeme tarihi girmek zorunlu olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,924,,,,,,
FatFis,OnlyDahirs,Evet,Mağaza ve bayiler birbirine dahili irsaliye gönderebilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,934,,,,,,
FatFis,OtomKapaliKasa,Hayir,Kapalı fatura seçildiğinde otomatik olarak kasa seçilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,940,,,,,,
FatFis,OzKod1,Özel Kod 1,Fatura/İrsaliye Özel Kod 1 in adı,Edit,,txt,,,,,,,,956,,,,,,
FatFis,OzKod10,Özel Kod 10,Fatura/İrsaliye Özel Kod 10 un adı,Edit,,txt,,,,,,,,964,,,,,,
FatFis,OzKod2,Özel Kod 2,Fatura/İrsaliye Özel Kod 2 nin adı,Edit,,txt,,,,,,,,990,,,,,,
FatFis,OzKod3,Özel Kod 3,Fatura/İrsaliye Özel Kod 3 ün adı,Edit,,txt,,,,,,,,1010,,,,,,
FatFis,OzKod4,Özel Kod 4,Fatura/İrsaliye Özel Kod 4 ün adı,Edit,,txt,,,,,,,,1029,,,,,,
FatFis,OzKod5,Özel Kod 5,Fatura/İrsaliye Özel Kod 5 in adı,Edit,,txt,,,,,,,,1048,,,,,,
FatFis,OzKod6,Özel Kod 6,Fatura/İrsaliye Özel Kod 6 nın adı,Edit,,txt,,,,,,,,1058,,,,,,
FatFis,OzKod7,Özel Kod 7,Fatura/İrsaliye Özel Kod 7 nin adı,Edit,,txt,,,,,,,,1065,,,,,,
FatFis,OzKod8,Özel Kod 8,Fatura/İrsaliye Özel Kod 8 in adı,Edit,,txt,,,,,,,,1072,,,,,,
FatFis,OzKod9,Özel Kod 9,Fatura/İrsaliye Özel Kod 9 un adı,Edit,,txt,,,,,,,,1079,,,,,,
FatFis,PrivateCodeEnabled,Evet,Fatura-İrsaliye ekranlarında Özel Kod alanlarına elle müdahale edilebilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,1109,,,,,,
FatFis,QrKurType,KurTutar,Fatura ve irsaliye çıktısındaki diğer kur alanlarının içeriği ne olsun?,ComboBox,Kur&Tutar&KurTutar,,,,,,,,,1121,,,,,,
FatFis,RapiskinKdv,Evet,Raporda çıkan iskonto KDV dahil iskonto olsun mu?(Fatura reel iskonto),ComboBox,Evet&Hayir,,,,,,,,,1125,,,,,,
FatFis,RBFrkFiy,Hayir,Barkodla okunan ürünlerin fiyatı farklı olanlar ayrılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,1131,,,,,,
FatFis,SaleDiscountPass,,Satış Faturasında iskonto kullanımı için şifreniz?,Edit,,txt,,,,,,,*,1155,,,,,,
FatFis,SatirOzelPcKaydet,Hayir,Fiş içerisinde genel paracinsinden farklı bir paracinsi varsa özel kur olarak kaydedilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,1163,,,,,,
FatFis,SatOzKod1T,Özel Kod 1,Fatura/İrsaliye Satır Özel Kod 1 in adı,Edit,,txt,,,,,,,,1166,,,,,,
FatFis,SatOzKod2T,,Fatura/İrsaliye Satır Özel Kod 2 nin adı,Edit,,txt,,,,,,,,1168,,,,,,
FatFis,SatOzKod3T,,Fatura/İrsaliye Satır Özel Kod 3 ün adı,Edit,,txt,,,,,,,,1170,,,,,,
FatFis,SaveCopy,Hayir,Fatura ve irsaliyelerde kaydetme işleminden sonra otomatik olarak kopyalama işlemi başlasın mı?,ComboBox,Evet&Hayir,,,,,,,,,1174,,,,,,
FatFis,SaveMuh,Hayir,Faturalarda kaydetme işleminden sonra muhasebeleşme otomatik başlasın mı?,ComboBox,Evet&Hayir,,,,,,,,,1178,,,,,,
FatFis,SevkKilitle,Hayir,Sevk edilen dahili irsaliyeler otomatik kilitlensin mi?,ComboBox,Evet&Hayir,,,,,,,,,1194,,,,,,
FatFis,ShowDontFat,Hayir,İrsaliye ekranında faturalaştırma seçeneğini göster?,ComboBox,Evet&Hayir,,,,,,,,,1199,,,,,,
FatFis,SipFatCari,Evet,Siparişten oluşturulmuş irsaliye ve faturalarda cari değişiklik yapılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,1210,,,,,,
FatFis,SipKapaDonemBas,Evet,Sipariş kapamalı işlemlerde mevcut kontrolünde dönem başı/bitişi dikkate alınsın mı?,ComboBox,Evet&Hayir,,,,,,,,,1214,,,,,,
FatFis,SonFiyDHIslem,Hayir,Dahili İrsaliye ekranlarında F10 ile gelen listede Stok işlemlerine ait fiyatlar listelensin mi?,ComboBox,Evet&Hayir,,,,,,,,,1242,,,,,,
FatFis,SonFiyPerakende,Hayir,Fatura-İrsaliye ekranlarında F10 tuşu ile gelen listede Perakende satışlarda hesaba katılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,1243,,,,,,
FatFis,SonFiyStkIslem,Hayir,Fatura-İrsaliye ekranlarında F10 ile gelen listede Stok işlemlerine ait fiyatlar listelensin mi?,ComboBox,Evet&Hayir,,,,,,,,,1244,,,,,,
FatFis,SortFisAc,BelgeNo,Fatura/İrsaliye listesi hangi kolona göre sıralansın?,ComboBox,BelgeNo&FaturaNo/irsaliyeNo,,,,,,,,,1248,,,,,,
FatFis,SortKod,SKod,Stok listesi Hangi Kolona göre sıralansın?,ComboBox,SKod&Tanim&OzKod1&OzKod2&OzKod3&OzKod4&OzKod5&OzKod6&OzKod7&OzKod8&OzKod9&OzKod10,,,,,,,,,1251,,,,,,
FatFis,SSOdeProgram,Hayir,Satış ve Satış Hizmet Faturalarında Ödeme Programı girmek zorunlu olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,1261,,,,,,
FatFis,SSOdeProgramAlis,Hayir,Alış ve Alış Hizmet Faturalarında Ödeme Programı girmek zorunlu olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,1262,,,,,,
FatFis,StAddAlterCd,Hayir,Alt barda stoğun alternatif kod tanımı görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,1264,,,,,,
FatFis,StAddBedGrp,Hayir,Alt barda stoğun beden grubunun tanımı görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,1265,,,,,,
FatFis,StAddStkGrp,Hayir,Alt barda stoğun stok grubunun tanımı görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,1266,,,,,,
FatFis,StAddStkTnm,Hayir,Alt barda stoğun stok Tanımı görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,1267,,,,,,
FatFis,StkListUrt,Hayir,Stok Listesi açılırken sadece fatura (varsa) carisinin üreticisine ait stoklar gelsin mi?,ComboBox,Evet&Hayir,,,,,,,,,1275,,,,,,
FatFis,StkTipView,Hayir,Fatura-İrsaliye ekranlarında Stok Tip Tanım alanı görünsün mü? ,ComboBox,Evet&Hayir,,,,,,,,,1278,,,,,,
FatFis,StokMevcudu,Evet,Aktif satırdaki ürünün stok mevcudu gösterilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,1283,,,,,,
FatFis,StokReadonly,Evet,Stok satırlarında stok kodu elle yazılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,1284,,,,dbo,2025-01-14 12:04:16.237000,
FatFis,UEmirSatAck,SiparisAciklamasi,Üretim bağlantılı fişlerde satır açıklamasına ne yazılsın?,ComboBox,SiparisAciklamasi&EmirNo&SiparisAciklamasi+EmirNo&SiparisBelgeNo+EmirNo&Yok,,,,,,,,,1344,,,,,,
FatFis,YazSortYaz,Hayir,Fatura veya irsaliye yazdırılırken sıralama ekranını çıkarsın mı?,ComboBox,Evet&Hayir,,,,,,,,,1440,,,,,,
FatFis,YuviskTersBas,Hayir,Fatura ve irsaliye çıktısına yuvarlama iskontosunun sayısal değeri -1 ile çarpılıp mı yazılsın?,ComboBox,Evet&Hayir,,,,,,,,,1463,,,,,,
GENEL,AsGosTip,1,Asorti listelerinde detay nasıl gösterilsin?,ComboBox,Gösterilmesin&1&2&3&4&5&6,,,,,,,,,51,,,,,,
GENEL,AsortiBCGen,8,Asorti barkodunda çıkacak bedenler arası genişlik,Edit,,num,,,,,,,,54,,,,,,
GENEL,AsortiSave,Evet,Asorti kullanılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,55,,,,,,
GENEL,BasTar,Hayir,Tarih kriterli alanlarada başlangıç tarihi senenin başı olsun?,ComboBox,Evet&Hayir,,,,,,,,,105,,,,,,
GENEL,BCDefaultDeci,.,Gönderilen barkod dosyalarında çıkmasını istediğiniz desimal separator,Edit,,txt,,,,,,,,108,,,,,,
GENEL,BCDetailSend,Hayir,Barkod gönderiminde detay ekranı açılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,109,,,,,,
GENEL,BcinUseMikLn,5,Fişten hazırlanan barkod içindeki miktar sondan kaç karakterde?,Edit,,num,,,,,,,,112,,,,,,
GENEL,BcinUseMikLnD,3,Fişten hazırlanan barkod içindeki miktar ın Decimal basamak sayısı,Edit,,num,,,,,,,,115,,,,,,
GENEL,BcinUseMikLotLn,1,Fişten hazırlanan barkod içindeki Lot sondan kaç karakterde?,Edit,,num,,,,,,,,118,,,,,,
GENEL,BcMikEkran,Hayir,Fişten barkod hazırlanırken miktar bölme ekranı çıksın mı?,ComboBox,Evet&Hayir,,,,,,,,,125,,,,,,
GENEL,BCSpecProcId,8,Ürünler için belirlenecek özel takip numarasinin barkoda yansıyacak uzunluğu,Edit,,num,,,,,,,,135,,,,,,
GENEL,BedenOzKod1T,Özel Kod 1,Beden Özel Kod 1 Tanımı,Edit,,txt,,,,,,,,138,,,,,,
GENEL,BedenOzKod2T,Özel Kod 2,Beden Özel Kod 2 Tanımı,Edit,,txt,,,,,,,,139,,,,,,
GENEL,BedenOzKod3T,Özel Kod 3,Beden Özel Kod 3 Tanımı,Edit,,txt,,,,,,,,140,,,,,,
GENEL,BiDahaCatalog,Hayir,Bir daha sorma seçeneği katalog bazında çalışsın mı?,ComboBox,Evet&Hayir,,,,,,,,,146,,,,,,
GENEL,CAListSort,CariKod,Cari listesi hangi alana göre sıralı gelsin?,ComboBox,CariKod&CariTanim,,,,,,,,,167,,,,,,
GENEL,CariKaraListe,Uyar,Kara listede olan bir cari seçildiğinde ne olsun?,ComboBox,İzin ver&İzin verme&Uyar,,,,,,,,,175,,,,,,
GENEL,ColorOzKodCnt,Hayir,Renk Tanımlarında mükerrer Özel Kod kontrolü yapılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,208,,,,,,
GENEL,CSListColMUH,Evet,Çek/Senet listelerinde muhasebele işareti gösterilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,218,,,,,,
GENEL,DahsipOnay,Hayir,Dahili siparişlerde siapriş onay sistemine izin verilsin mi ?,ComboBox,Evet&Hayir,,,,,,,,,242,,,,,,
GENEL,DefaultFFormat,"#,###.##",Sayısal alanların formatı,Edit,,txt,,,,,,,,247,,,,,,
GENEL,DefaultPC,TL,Sabit Para Cinsi,Edit,,txt,,,,,,,,252,,,,,,
GENEL,DefaultYuvarla,"0,01",Yuvarlama katsayısı,Edit,,num,,,,,,,,255,,,,,,
GENEL,DefLangId,Otomatik,Programın varsayılan dili ne olsun?,ComboBox,Otomatik&Turkish&English&Russian&Arabic&Persian,,,,,,,,,257,,,,,,
GENEL,DefYuvYon,Hayir,Yuvarlama yönü,ComboBox,Evet&Hayir,,,,,,,,,262,,,,,,
GENEL,DovizUyar,Evet,Program girişinde günlük döviz girişi yapılmadıysa uyarı versin mi?,ComboBox,Evet&Hayir,,,,,,,,,292,,,,,,
GENEL,DPAlphaNumeric,,Dataport hesabı Alfanumeriğiniz?,Edit,,txt,,,,,,,,293,,,,,,
GENEL,DPCustomer,,Dataport hesabı müşteri numaranız?,Edit,,txt,,,,,,,,294,,,,,,
GENEL,DPPassword,,Dataport hesabı şifreniz?,Edit,,txt,,,,,,,*,295,,,,,,
GENEL,DPShortNumber,,Dataport hesabı kısa numaranız?,Edit,,txt,,,,,,,,296,,,,,,
GENEL,DPUsername,,Dataport hesabı kullanıcı adınız?,Edit,,txt,,,,,,,,297,,,,,,
GENEL,EArsiv,Hayir,E-Arşiv kullanıyor musunuz?,ComboBox,Evet&Hayir,,,,,,,,,304,,,,,,
GENEL,EFKatalogBaz,Hayir,E-Fatura parametreleri katalog bazlı olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,367,,,,,,
GENEL,EFLinkModul,p,E-Fatura link gönderimi için hangi modül kullanılsın? (f / p / fp),Edit,,txt,,,,,,,,369,,,,,,
GENEL,ExeMustBuild,,Çalışabilecek tek exe nin versiyonu,Edit,,txt,,,,,,,,450,,,,,,
GENEL,FisiptalAuth,Hayir,Fiş silme yetkisi olmayanlar iptal işaretini kaldırabilsin mi? ,ComboBox,Evet&Hayir,,,,,,,,,471,,,,,,
GENEL,FiyHesDonemBasUse,Hayir,Fiyat hesaplama fonksıyonlarında dönem başlangıç tarıhı önemsensın mı? ,ComboBox,Evet&Hayir,,,,,,,,,474,,,,,,
GENEL,FormRBTekAsorti,Evet,Renk-Beden ekranında F8 işleminde tek asorti varsa asorti listesini getirme,ComboBox,Evet&Hayir,,,,,,,,,481,,,,,,
GENEL,GetAlterKodTip,Hayir,Alternatif kodu getirirken renk-beden için bulanamazsa renksiz-bedensiz olarakta bakılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,499,,,,,,
GENEL,GuncelStokKontrolu,Hayir,Web Servis Kullanımında Tarihe Göre Mevcut Çekilebilsin Mi? ,ComboBox,Evet&Hayir,,,,,,,,,511,,,,,,
GENEL,HBFirmaKod,,Hepsiburada Firma Kodu,Edit,,txt,,,,,,,,545,,,,,,
GENEL,HBOzKod,OzKod1,Hepsiburada satışlarının işaretlendiği özel kod,ComboBox,OzKod1&OzKod2&OzKod3&OzKod4&OzKod5&OzKod6&OzKod7&OzKod8&OzKod9&OzKod10&OzKod11&OzKod12&OzKod13&OzKod14&OzKod15&OzKod16&OzKod17&OzKod18&OzKod19&OzKod20,,,,,,,,,546,,,,,,
GENEL,HBOzKodDeger,hepsiburada,Hepsiburada satışlarının özel koda yazılan değeri,Edit,,txt,,,,,,,,547,,,,,,
GENEL,HBPackageIdOzKod,OzKod4,Hepsiburada satışlarının paket numarasının okunacağı özel kod,ComboBox,OzKod1&OzKod2&OzKod3&OzKod4&OzKod5&OzKod6&OzKod7&OzKod8&OzKod9&OzKod10&OzKod11&OzKod12&OzKod13&OzKod14&OzKod15&OzKod16&OzKod17&OzKod18&OzKod19&OzKod20,,,,,,,,,548,,,,,,
GENEL,Hizmet_GelGid_Sor,Evet,Hizmet kartı ile Gelir-Gider kartı aynı kod lu tanımlanabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,561,,,,,,
GENEL,KartLocate,Hayir,Kart ekranlarında sıralama yapılırken seçili olana odaklansın mı,ComboBox,Evet&Hayir,,,,,,,,,619,,,,,,
GENEL,KasaFoyuPath,,Kasa Föylerinin Arşivleneceği Klasör Yolu,Edit,,txt,,,,,,,,623,,,,,,
GENEL,KGMessengerCanClose,Evet,KGMessenger kapatılabilsin mı?,ComboBox,Evet&Hayir,,,,,,,,,645,,,,,,
GENEL,KGMessengerip,127.0.0.1,KGMessenger Server Uygulamasının bulunduğu bilgisayarın ip adresi,Edit,,txt,,,,,,,,646,,,,,,
GENEL,KGMessengerPort,1001,KGMessenger için kullanılacak olan port,Edit,,txt,,,,,,,,647,,,,,,
GENEL,KulPuanServis,Hayir,"""Ortak Puan Servisi""ni kullanmak istiyor musunuz?",ComboBox,Evet&Hayir,,,,,,,,,663,,,,,,
GENEL,ListFilter,Evet,Liste ekranı bulma özelliği filtreleme olarak çalışsın mı?,ComboBox,Evet&Hayir,,,,,,,,,669,,,,,,
GENEL,ListRenkUse,Hayir,Liste ekranlarında resim gösterme özelliği aktif olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,670,,,,,,
GENEL,ListSave,Evet,Liste ekranlarındaki değişiklikler kaydedilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,671,,,,,,
GENEL,LocalResimPath,,Uzak Bilgisayar Kullanımı İçin Değişecek Eski Resim Yolu,Edit,,txt,,,,,,,,673,,,,,,
GENEL,LocListSort,Kod,Lokasyon listeleri hangi alana göre sıralansın?,ComboBox,Kod&Tanim,,,,,,,,,675,,,,,,
GENEL,LokOzKod10T,Özel Kod 10,Lokasyon Özel Kod 10 Tanımı,Edit,,txt,,,,,,,,676,,,,,,
GENEL,LokOzKod1T,Özel Kod 1,Lokasyon Özel Kod 1 Tanımı,Edit,,txt,,,,,,,,677,,,,,,
GENEL,LokOzKod2T,Özel Kod 2,Lokasyon Özel Kod 2 Tanımı,Edit,,txt,,,,,,,,678,,,,,,
GENEL,LokOzKod3T,Özel Kod 3,Lokasyon Özel Kod 3 Tanımı,Edit,,txt,,,,,,,,679,,,,,,
GENEL,LokOzKod4T,Özel Kod 4,Lokasyon Özel Kod 4 Tanımı,Edit,,txt,,,,,,,,680,,,,,,
GENEL,LokOzKod5T,Özel Kod 5,Lokasyon Özel Kod 5 Tanımı,Edit,,txt,,,,,,,,681,,,,,,
GENEL,LokOzKod6T,Özel Kod 6,Lokasyon Özel Kod 6 Tanımı,Edit,,txt,,,,,,,,682,,,,,,
GENEL,LokOzKod7T,Özel Kod 7,Lokasyon Özel Kod 7 Tanımı,Edit,,txt,,,,,,,,683,,,,,,
GENEL,LokOzKod8T,Özel Kod 8,Lokasyon Özel Kod 8 Tanımı,Edit,,txt,,,,,,,,684,,,,,,
GENEL,LokOzKod9T,Özel Kod 9,Lokasyon Özel Kod 9 Tanımı,Edit,,txt,,,,,,,,685,,,,,,
GENEL,Mail_Silme,Hayir,Mail silindiğinde geri dönüşüm kutusuna taşınsın mı?,ComboBox,Evet&Hayir,,,,,,,,,693,,,,,,
GENEL,MailPass,,Mail Server SMTP şifreniz,Edit,,txt,,,,,,,*,694,,,,,,
GENEL,MailSMTP,,Mail Server SMTP adresiniz,Edit,,txt,,,,,,,,695,,,,,,
GENEL,MailSMTPPort,587,Mail Server SMTP Port numaranız,Edit,,txt,,,,,,,,696,,,,,,
GENEL,MailUser,,Mail Server SMTP kullanıcı adınız,Edit,,txt,,,,,,,,697,,,,,,
GENEL,MasrafMerkeziGir,Hayir,Masraf dağıtım ekranına girsin mi ?,ComboBox,Evet&Hayir,,,,,,,,,704,,,,,,
GENEL,MasrafOtoDagit,Hayir,Masraf dağıtımını otomatik yapsın mı ?,ComboBox,Evet&Hayir,,,,,,,,,705,,,,,,
GENEL,MATanim,Cinsiyet,Cinsiyet tanımlaması,Edit,,txt,,,,,,,,707,,,,,,
GENEL,MatAsorBc,Evet,Fişler de matrix ekrandan asorti girişi yapılırken eğer barkodu tanımlı değilse tanımlansın mı?,ComboBox,Evet&Hayir,,,,,,,,,708,,,,,,
GENEL,MatRapFontSize,8,Matrix Şeklinde rapor alınırken fontun büyüklüğü ne olsun?,Edit,,num,,,,,,,,709,,,,,,
GENEL,MatRapRGen,20,Matrix Şeklinde rapor alınırken beden alanlarının genişliği kaç pixel olsun?,Edit,,num,,,,,,,,710,,,,,,
GENEL,MatRapRYuk,0,Matrix Şeklinde rapor alınırken renk alanlarının yüksekliği kaç pixel olsun?,Edit,,num,,,,,,,,711,,,,,,
GENEL,MatRapSatTop,Evet,Matrix Şeklinde rapor alınırken satır toplamı yazılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,712,,,,,,
GENEL,MatrisCikFiyDegis,Hayir,Matrix ekran çıkışlarında satır fiyatı güncellensin mi?,ComboBox,Evet&Hayir,,,,,,,,,713,,,,,,
GENEL,MatrixFFormat,"#,##0.##",Matrix Giriş Alanlarının Formatı,Edit,,txt,,,,,,,,714,,,,,,
GENEL,MaxAsorFrmt,700,Otomatik Asorti Barkodu oluşturulurken dikkate alınacak barkod ön-eki,Edit,,txt,,,,,,,,715,,,,,,
GENEL,MaxRezervDay,10,Rezerv Fişlerine verilebilecek en fazla gün,Edit,,num,,,,,,,,719,,,,,,
GENEL,MBTanim,Reyon,Reyon tanımlaması,Edit,,txt,,,,,,,,722,,,,,,
GENEL,MtxBedOrd,BedenKod,Bedenlerin listelendiği ekranlarda ve matrix yazdırmalarda bedenlerin sıralaması ne olsun?,ComboBox,BedenKod&Beden&OzKod1&OzKod2&OzKod3&SiraNo,,,,,,,,,819,,,,,,
GENEL,MtxMevcutGoster,Hayir,Matrix ekranda mevcut gösterilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,821,,,,,,
GENEL,MtxMevcutGosterFrm,Stok Mevcudu,Matrix ekranlarda stok mevcudu hesaplama formülü ne olsun ?,ComboBox,Stok Mevcudu&((Stok Mevcudu+SatınAlma Kalan)-(Pazarlama Sip Kalan)),,,,,,,,,822,,,,,,
GENEL,MtxRenk,Evet,Matrix ekranda bulunulan satır renklendirilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,823,,,,,,
GENEL,MUListSort,HesapKodu,Muhasebe hesap listesi hangi alana göre sıralı gelsin?,ComboBox,HesapKodu&HesapTanim,,,,,,,,,833,,,,,,
GENEL,MultiThreadCount,0,Çoklu işlemlerde işlemciye gönderilecek işlem sayısı (Varsayılan=0),Edit,,num,,,,,,,,834,,,,,,
GENEL,MXTanim,Beden,X ekseninin tanımlaması,Edit,,txt,,,,,,,,842,,,,,,
GENEL,MYTanim,Renk,Y ekseninin tanımlaması,Edit,,txt,,,,,,,,844,,,,,,
GENEL,MYTChtr,Tanim,Y ekseninin karakteristik çalışma şekli,ComboBox,Renk&Tanim,,,,,,,,,845,,,,,,
GENEL,NewBedenCopyAll,Evet,Bu katalogda açılan bedenler tüm kataloglara kopyalansın mı?,ComboBox,Evet&Hayır,,,,,,,,,855,,,,,,
GENEL,NewRenkCopyAll,Evet,Bu katalogda açılan renkler tüm kataloglara kopyalansın mı?,ComboBox,Evet&Hayır,,,,,,,,,856,,,,,,
GENEL,NonResim,,Resimi olmayan stoklar için görüntülenecek resim dosyası,Edit,,txt,,,,,,,,877,,,,,,
GENEL,NoNullPrice,Hayir,Maliyet Fiyat hesaplamalarında Fiyatsız satırları dikkate alma.,ComboBox,Evet&Hayir,,,,,,,,,878,,,,,,
GENEL,NoShowCariList,Evet,Cari listesini göstermeden kart ekranını aç.,ComboBox,Evet&Hayir,,,,,,,,,913,,,,,,
GENEL,NoShowMuhFisList,Evet,Muhasebe Fiş listesini göstermeden fiş ekranını aç.,ComboBox,Evet&Hayir,,,,,,,,,914,,,,,,
GENEL,NoShowStokList,Evet,Stok listesini göstermeden kart ekranını aç.,ComboBox,Evet&Hayir,,,,,,,,,915,,,,,,
GENEL,OtomDovizCek,Hayir,Program açılışında döviz kurları (eğer boş ise) TCMB'den alınsın mı?,ComboBox,Evet&Hayir,,,,,,,,,939,,,,,,
GENEL,OtomLokasyon,Evet,Program açılışında lokasyon seçim listesi açılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,941,,,,,,
GENEL,OtoRezervDay,10,Rezerv Fişlerinin otomatik rezerv günü,Edit,,num,,,,,,,,944,,,,,,
GENEL,OtoWebBr,Evet,Korgun bilgilendirme ekranı otomatik olarak açılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,945,,,,,,
GENEL,OTVKullan,Hayir,Fatura ve Siparişte ÖTV kullanılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,947,,,,,,
