Koli_KOD,Tanim,Beden_KOD,Tanim2,kgid,insUN,insDT,insApp,updUN,updDT,updApp
A948,36- 44 = 1 1 3 4 3 2 2 2 2=20,ZN01,36- 44 = 1 1 3 4 3 2 2 2 2=20,798,yulya,2025-02-17 11:49:49.593000,KGShop,,,
A950,36- 44 = 1 1 3 3 2 2 2 1 1=16,ZN01,36- 44 = 1 1 3 3 2 2 2 1 1=16,799,yulya,2025-02-17 11:51:26.177000,KGShop,,,
A952,36- 43 = 1 2 3 4 4 4 3 3 0=24,ZN01,36- 43 = 1 2 3 4 4 4 3 3 0=24,800,yulya,2025-02-17 12:04:45.390000,KGShop,,,
A954,36- 42 = 1 1 3 3 3 2 2 0 0=15,ZN01,36- 42 = 1 1 3 3 3 2 2 0 0=15,801,yulya,2025-02-17 12:28:55.667000,KGShop,,,
A956,36- 42 = 1 1 3 4 3 2 2 0 0=16,ZN01,36- 42 = 1 1 3 4 3 2 2 0 0=16,802,yulya,2025-02-17 12:29:10.407000,KGShop,,,
A958,36- 42 = 2 2 4 5 4 3 3 0 0=23,ZN01,36- 42 = 2 2 4 5 4 3 3 0 0=23,803,yulya,2025-02-17 12:38:52.230000,KGShop,,,
A960,36- 42 = 2 2 4 5 4 4 3 0 0=24,ZN01,36- 42 = 2 2 4 5 4 4 3 0 0=24,804,yulya,2025-02-17 12:39:11.773000,KGShop,,,
A962,36- 43 = 1 2 3 5 4 4 3 2 0=24,ZN01,36- 43 = 1 2 3 5 4 4 3 2 0=24,805,yulya,2025-02-17 13:31:13.863000,KGShop,,,
A964,36- 40 = 1 3 2 1 1 0 0 0 0=8,ZN01,36- 40 = 1 3 2 1 1 0 0 0 0=8,806,yulya,2025-02-17 17:00:51.780000,KGShop,,,
A966,36- 44 = 2 2 2 2 2 2 2 2 2=18,ZN01,36- 44 = 2 2 2 2 2 2 2 2 2=18,807,yulya,2025-02-18 12:03:42.940000,KGShop,,,
A968,35- 40 = 2 2 2 2 2 2 0 0 0 0=12,ZN01,35- 40 = 2 2 2 2 2 2 0 0 0 0=12,808,yulya,2025-02-18 12:20:28.290000,KGShop,,,
A970,33- 44 = 2 2 2 2 2 2 2 2 1 1 1 1=20,ZN01,33- 44 = 2 2 2 2 2 2 2 2 1 1 1 1=20,809,yulya,2025-02-18 12:23:00.177000,KGShop,,,
A972,33- 37 = 2 2 2 2 2 0 0 0 0 0 0 0=10,ZN01,33- 37 = 2 2 2 2 2 0 0 0 0 0 0 0=10,810,yulya,2025-02-18 12:31:40.287000,KGShop,,,
A974,34- 39 = 2 2 2 2 2 2 0 0 0 0 0=12,ZN01,34- 39 = 2 2 2 2 2 2 0 0 0 0 0=12,811,yulya,2025-02-18 12:36:00.130000,KGShop,,,
A976,35- 42 = 2 2 2 2 2 2 1 1 0 0=14,ZN01,35- 42 = 2 2 2 2 2 2 1 1 0 0=14,812,yulya,2025-02-18 12:53:02.047000,KGShop,,,
A978,35- 41 = 1 1 1 2 2 1 1 0 0 0=9,ZN01,35- 41 = 1 1 1 2 2 1 1 0 0 0=9,813,yulya,2025-02-19 12:31:25.903000,KGShop,,,
A980,36- 40 = 1 2 2 21 1 0 0 0 0=27,ZN01,36- 40 = 1 2 2 21 1 0 0 0 0=27,814,yulya,2025-02-19 13:01:20.723000,KGShop,,,
A982,36- 41 = 1 2 1 0 1 3 0 0 0=8,ZN01,36- 41 = 1 2 1 0 1 3 0 0 0=8,815,yulya,2025-02-19 18:30:24.443000,KGShop,,,
A984,36- 40 = 1 2 2 3 3 0 0 0 0=11,ZN01,36- 40 = 1 2 2 3 3 0 0 0 0=11,816,yulya,2025-02-25 13:26:48.320000,KGShop,,,
A986,37- 41 = 1 2 1 1 1 0 0 0=6,ZN01,37- 41 = 1 2 1 1 1 0 0 0=6,817,yulya,2025-02-26 12:45:06.540000,KGShop,,,
A988,33- 36 = 1 2 3 2 0 0 0 0 0 0 0 0=8,ZN01,33- 36 = 1 2 3 2 0 0 0 0 0 0 0 0=8,818,yulya,2025-02-27 14:44:56.200000,KGShop,,,
A990,38- 44 = 2 2 2 2 2 2 2=14,ZN01,38- 44 = 2 2 2 2 2 2 2=14,819,yulya,2025-03-04 15:08:43.310000,KGShop,,,
A992,35- 44 = 1 0 0 2 2 2 2 2 2 1=14,ZN01,35- 44 = 1 0 0 2 2 2 2 2 2 1=14,820,yulya,2025-03-04 15:09:23.530000,KGShop,,,
A994,37- 42 = 1 2 2 1 2 1 0 0=9,ZN01,37- 42 = 1 2 2 1 2 1 0 0=9,821,yulya,2025-03-04 15:33:06.263000,KGShop,,,
A996,38- 42 = 2 2 1 1 2 0 0=8,ZN01,38- 42 = 2 2 1 1 2 0 0=8,822,yulya,2025-03-05 13:31:04.043000,KGShop,,,
A998,34- 39 = 1 3 3 5 3 1 0 0 0 0 0=16,ZN01,34- 39 = 1 3 3 5 3 1 0 0 0 0 0=16,823,yulya,2025-03-06 11:46:16.987000,KGShop,,,
B000,37- 40 = 2 3 1 2 0 0 0 0=8,ZN01,37- 40 = 2 3 1 2 0 0 0 0=8,824,yulya,2025-03-10 13:12:07.997000,KGShop,,,
B002,36- 40 = 2 1 3 2 2 0 0 0 0=10,ZN01,36- 40 = 2 1 3 2 2 0 0 0 0=10,825,yulya,2025-03-10 17:41:06.347000,KGShop,,,
B004,36- 40 = 1 1 3 2 2 0 0 0 0=9,ZN01,36- 40 = 1 1 3 2 2 0 0 0 0=9,826,yulya,2025-03-10 17:42:01.427000,KGShop,,,
B006,36- 42 = 1 0 2 2 2 1 2 0 0=10,ZN01,36- 42 = 1 0 2 2 2 1 2 0 0=10,827,yulya,2025-03-12 11:59:47.590000,KGShop,,,
B008,39- 42 = 2 1 1 1 0 0=5,ZN01,39- 42 = 2 1 1 1 0 0=5,828,yulya,2025-03-12 12:00:28.743000,KGShop,,,
B010,39- 42 = 1 2 1 1 0 0=5,ZN01,39- 42 = 1 2 1 1 0 0=5,829,yulya,2025-03-12 12:01:17.610000,KGShop,,,
B012,36- 42 = 1 1 1 1 1 1 0 0=6,ZN01,36- 42 = 1 1 1 1 1 1 0 0=6,830,yulya,2025-03-12 12:05:31.090000,KGShop,,,
B014,35- 42 = 1 2 1 2 2 1 1 1 0 0=11,ZN01,35- 42 = 1 2 1 2 2 1 1 1 0 0=11,831,yulya,2025-03-12 12:09:11.643000,KGShop,,,
B016,35- 42 = 1 2 1 2 2 1 2 1 0 0=12,ZN01,35- 42 = 1 2 1 2 2 1 2 1 0 0=12,832,yulya,2025-03-12 12:09:47.300000,KGShop,,,
B018,35- 42 = 1 1 1 2 2 1 2 2 0 0=12,ZN01,35- 42 = 1 1 1 2 2 1 2 2 0 0=12,833,yulya,2025-03-12 12:33:31.580000,KGShop,,,
B020,34- 42 = 1 1 1 1 2 2 2 2 2 0 0=14,ZN01,34- 42 = 1 1 1 1 2 2 2 2 2 0 0=14,834,yulya,2025-03-12 12:58:33.733000,KGShop,,,
B022,38- 42 = 1 2 1 2 2 0 0=8,ZN01,38- 42 = 1 2 1 2 2 0 0=8,835,yulya,2025-03-12 14:09:44.810000,KGShop,,,
B024,37- 40 = 2 1 1 1 0 0 0 0=5,ZN01,37- 40 = 2 1 1 1 0 0 0 0=5,836,yulya,2025-03-12 14:53:33.740000,KGShop,,,
B026,38- 42 = 6 6 6 4 5 0 0=27,ZN01,38- 42 = 6 6 6 4 5 0 0=27,837,yulya,2025-03-12 15:52:46.280000,KGShop,,,
B028,36- 43 = 4 4 6 5 5 4 4 3 0=35,ZN01,36- 43 = 4 4 6 5 5 4 4 3 0=35,838,yulya,2025-03-12 15:53:52.530000,KGShop,,,
B030,36- 42 = 1 1 1 2 2 1 2 0 0=10,ZN01,36- 42 = 1 1 1 2 2 1 2 0 0=10,839,yulya,2025-03-13 10:51:24.157000,KGShop,,,
B032,34- 42 = 1 1 2 1 2 3 2 2 2 0 0=16,ZN01,34- 42 = 1 1 2 1 2 3 2 2 2 0 0=16,840,yulya,2025-03-13 11:10:21.993000,KGShop,,,
B034,36- 44 = 1 1 2 1 1 1 1 1 1=10,ZN01,36- 44 = 1 1 2 1 1 1 1 1 1=10,841,yulya,2025-03-13 11:11:57.880000,KGShop,,,
B036,34- 43 = 1 1 1 1 2 2 2 1 1 1 0=13,ZN01,34- 43 = 1 1 1 1 2 2 2 1 1 1 0=13,842,yulya,2025-03-13 11:17:36.057000,KGShop,,,
B038,35- 43 = 1 1 1 2 2 2 1 1 1 0=12,ZN01,35- 43 = 1 1 1 2 2 2 1 1 1 0=12,843,yulya,2025-03-13 11:18:38.120000,KGShop,,,
B040,36- 43 = 1 1 2 2 2 1 2 1 0=12,ZN01,36- 43 = 1 1 2 2 2 1 2 1 0=12,844,yulya,2025-03-13 11:19:09.997000,KGShop,,,
B042,36- 43 = 1 1 2 2 2 1 1 2 0=12,ZN01,36- 43 = 1 1 2 2 2 1 1 2 0=12,845,yulya,2025-03-13 11:20:16.390000,KGShop,,,
B044,36- 44 = 1 1 1 1 1 1 1 2 1=10,ZN01,36- 44 = 1 1 1 1 1 1 1 2 1=10,846,yulya,2025-03-13 11:22:24.973000,KGShop,,,
B046,38- 42 = 1 2 2 3 2 0 0=10,ZN01,38- 42 = 1 2 2 3 2 0 0=10,847,yulya,2025-03-13 14:31:20.777000,KGShop,,,
B048,34- 42 = 2 2 1 1 2 2 2 2 2 0 0=16,ZN01,34- 42 = 2 2 1 1 2 2 2 2 2 0 0=16,848,yulya,2025-03-13 16:57:54.793000,KGShop,,,
B050,36- 43 = 1 1 2 2 2 2 2 2 0=14,ZN01,36- 43 = 1 1 2 2 2 2 2 2 0=14,849,yulya,2025-03-13 17:11:53.857000,KGShop,,,
B052,37- 42 = 2 3 2 2 2 1 0 0=12,ZN01,37- 42 = 2 3 2 2 2 1 0 0=12,850,yulya,2025-03-14 17:23:33.183000,KGShop,,,
B054,36- 42 = 4 5 6 6 5 5 5 0 0=36,ZN01,36- 42 = 4 5 6 6 5 5 5 0 0=36,851,yulya,2025-03-17 09:07:42.930000,KGShop,,,
B056,36- 42 = 2 3 5 5 4 3 2 0 0=24,ZN01,36- 42 = 2 3 5 5 4 3 2 0 0=24,852,yulya,2025-03-17 09:09:19.713000,KGShop,,,
B058,37- 38 = 2 3 0 0 0 0 0 0=5,ZN01,37- 38 = 2 3 0 0 0 0 0 0=5,853,yulya,2025-03-17 11:53:09.357000,KGShop,,,
B060,36- 42 = 2 2 3 3 3 1 2 0 0=16,ZN01,36- 42 = 2 2 3 3 3 1 2 0 0=16,854,yulya,2025-03-17 13:45:11.490000,KGShop,,,
B062,36- 42 = 2 3 4 4 4 3 4 0 0=24,ZN01,36- 42 = 2 3 4 4 4 3 4 0 0=24,855,yulya,2025-03-18 10:44:25.380000,KGShop,,,
B064,36- 40 = 2 3 5 5 5 0 0 0 0=20,ZN01,36- 40 = 2 3 5 5 5 0 0 0 0=20,856,yulya,2025-03-18 15:31:29.417000,KGShop,,,
B066,36- 42 = 1 2 2 2 0 1 0 0=8,ZN01,36- 42 = 1 2 2 2 0 1 0 0=8,857,yulya,2025-03-18 19:02:20.910000,KGShop,,,
B068,38- 41 = 1 2 2 3 0 0 0=8,ZN01,38- 41 = 1 2 2 3 0 0 0=8,858,yulya,2025-03-19 14:15:07.960000,KGShop,,,
B070,37- 43 = 1 1 3 2 2 2 1 0=12,ZN01,37- 43 = 1 1 3 2 2 2 1 0=12,859,yulya,2025-03-20 09:47:55.507000,KGShop,,,
B072,37- 41 = 1 1 1 3 2 0 0 0=8,ZN01,37- 41 = 1 1 1 3 2 0 0 0=8,860,yulya,2025-03-25 09:54:45.513000,KGShop,,,
B074,37- 41 = 1 1 2 3 1 0 0 0=8,ZN01,37- 41 = 1 1 2 3 1 0 0 0=8,861,yulya,2025-03-25 09:56:13.860000,KGShop,,,
B076,36- 41 = 1 1 1 2 3 2 0 0 0=10,ZN01,36- 41 = 1 1 1 2 3 2 0 0 0=10,862,yulya,2025-03-25 09:56:41.383000,KGShop,,,
B078,36- 41 = 2 2 2 3 2 0 0 0=11,ZN01,36- 41 = 2 2 2 3 2 0 0 0=11,863,yulya,2025-03-26 11:34:18.097000,KGShop,,,
B080,36- 42 = 1 3 1 1 0 0 2 0 0=8,ZN01,36- 42 = 1 3 1 1 0 0 2 0 0=8,864,yulya,2025-03-26 14:59:26.350000,KGShop,,,
B082,36- 40 = 2 1 2 2 3 0 0 0 0=10,ZN01,36- 40 = 2 1 2 2 3 0 0 0 0=10,865,yulya,2025-03-26 15:08:14.927000,KGShop,,,
B084,36- 42 = 1 1 3 3 2 3 1 0 0=14,ZN01,36- 42 = 1 1 3 3 2 3 1 0 0=14,866,yulya,2025-03-28 09:59:57.080000,KGShop,,,
B086,36- 42 = 1 1 2 2 3 2 1 0 0=12,ZN01,36- 42 = 1 1 2 2 3 2 1 0 0=12,867,yulya,2025-03-28 10:02:55.167000,KGShop,,,
B088,36- 40 = 1 2 2 2 2 0 0 0 0=9,ZN01,36- 40 = 1 2 2 2 2 0 0 0 0=9,868,yulya,2025-04-01 10:15:00.260000,KGShop,,,
B090,35- 40 = 1 1 2 0 2 2 0 0 0 0=8,ZN01,35- 40 = 1 1 2 0 2 2 0 0 0 0=8,869,yulya,2025-04-01 10:19:43.690000,KGShop,,,
B092,36- 41 = 1 1 2 2 1 99 0 0 0=106,ZN01,36- 41 = 1 1 2 2 1 99 0 0 0=106,870,yulya,2025-04-01 12:17:00.950000,KGShop,,,
B094,37- 41 = 1 4 3 5 2 0 0 0=15,ZN01,37- 41 = 1 4 3 5 2 0 0 0=15,871,yulya,2025-04-02 16:54:58.890000,KGShop,,,
B096,37- 41 = 1 4 3 5 3 0 0 0=16,ZN01,37- 41 = 1 4 3 5 3 0 0 0=16,872,yulya,2025-04-02 16:55:13.613000,KGShop,,,
B098,37- 41 = 1 3 3 2 3 0 0 0=12,ZN01,37- 41 = 1 3 3 2 3 0 0 0=12,873,yulya,2025-04-02 17:10:17.483000,KGShop,,,
B100,36- 43 = 1 1 2 3 3 2 2 2 0=16,ZN01,36- 43 = 1 1 2 3 3 2 2 2 0=16,874,yulya,2025-04-02 17:15:53.187000,KGShop,,,
B102,36- 40 = 2 2 2 4 2 0 0 0 0=12,ZN01,36- 40 = 2 2 2 4 2 0 0 0 0=12,875,yulya,2025-04-07 09:47:20.640000,KGShop,,,
B104,41- 44 = 2 3 4 3=12,ZN01,41- 44 = 2 3 4 3=12,876,yulya,2025-04-07 09:59:56.890000,KGShop,,,
B106,36- 41 = 1 1 1 4 3 2 =12,ZN01,36- 41 = 1 1 1 4 3 2 =12,877,yulya,2025-04-07 11:34:45.130000,KGShop,,,
B108,40- 44 = 1 3 3 4 3=14,ZN01,40- 44 = 1 3 3 4 3=14,878,yulya,2025-04-07 12:03:54.273000,KGShop,,,
B110,36- 40 = 2 2 2 2 3 =11,ZN01,36- 40 = 2 2 2 2 3 =11,879,yulya,2025-04-07 12:20:15.847000,KGShop,,,
B112,36- 42 = 2 1 1 2 4 2 2 =14,ZN01,36- 42 = 2 1 1 2 4 2 2 =14,880,yulya,2025-04-07 12:25:22.143000,KGShop,,,
B114,37- 43 = 1 3 3 2 2 2 1 =14,ZN01,37- 43 = 1 3 3 2 2 2 1 =14,881,yulya,2025-04-08 15:09:29.603000,KGShop,,,
B116,36- 43 = 1 1 4 2 2 1 0 1 =12,ZN01,36- 43 = 1 1 4 2 2 1 0 1 =12,882,yulya,2025-04-08 15:31:27.160000,KGShop,,,
B118,36- 40 = 1 2 2 5 5 =15,ZN01,36- 40 = 1 2 2 5 5 =15,883,yulya,2025-04-10 15:46:00.980000,KGShop,,,
B120,36- 40 = 1 2 3 5 5 =16,ZN01,36- 40 = 1 2 3 5 5 =16,884,yulya,2025-04-10 15:48:19.687000,KGShop,,,
B122,36- 42 = 1 1 2 3 4 3 2 =16,ZN01,36- 42 = 1 1 2 3 4 3 2 =16,885,yulya,2025-04-10 15:51:20.693000,KGShop,,,
B124,41- 43 = 2 2 1 =5,ZN01,41- 43 = 2 2 1 =5,886,yulya,2025-04-11 10:50:57.900000,KGShop,,,
B126,35- 40 = 1 1 1 1 1 2 =7,ZN01,35- 40 = 1 1 1 1 1 2 =7,887,yulya,2025-04-11 14:43:00.793000,KGShop,,,
B128,36- 40 = 1 1 3 3 =8,ZN01,36- 40 = 1 1 3 3 =8,888,yulya,2025-04-14 11:48:35.163000,KGShop,,,
B130,38- 43 = 2 1 2 2 2 1 =10,ZN01,38- 43 = 2 1 2 2 2 1 =10,889,yulya,2025-04-14 16:41:41.500000,KGShop,,,
B132,36- 41 = 2 2 2 1 1 2 0=10,ZN01,36- 41 = 2 2 2 1 1 2 0=10,890,yulya,2025-04-17 17:02:01.027000,KGShop,,,
B134,39- 41 = 3 3 2 0 0 0=8,ZN01,39- 41 = 3 3 2 0 0 0=8,891,yulya,2025-04-21 11:44:02.473000,KGShop,,,
B136,37- 41 = 1 1 1 2 3 0 0 0=8,ZN01,37- 41 = 1 1 1 2 3 0 0 0=8,892,yulya,2025-04-21 17:38:07.467000,KGShop,,,
B138,38- 41 = 3 1 4 2 0 0 0=10,ZN01,38- 41 = 3 1 4 2 0 0 0=10,893,yulya,2025-04-23 11:32:10.623000,KGShop,,,
B140,37- 41 = 1 3 1 3 2 0 0 0=10,ZN01,37- 41 = 1 3 1 3 2 0 0 0=10,894,yulya,2025-04-23 11:32:46.640000,KGShop,,,
B142,37- 41 = 1 3 2 3 1 0 0 0=10,ZN01,37- 41 = 1 3 2 3 1 0 0 0=10,895,yulya,2025-04-23 11:33:39.523000,KGShop,,,
B144,35- 42 = 2 3 0 0 3 3 2 0 0=13,ZN01,35- 42 = 2 3 0 0 3 3 2 0 0=13,896,yulya,2025-04-24 09:37:04.447000,KGShop,,,
B146,35- 42 = 2 3 0 0 4 3 2 0 0=14,ZN01,35- 42 = 2 3 0 0 4 3 2 0 0=14,897,yulya,2025-04-24 09:37:37.160000,KGShop,,,
B148,35- 42 = 2 1 0 1 2 1 1 0 0=8,ZN01,35- 42 = 2 1 0 1 2 1 1 0 0=8,898,yulya,2025-04-24 12:06:18.617000,KGShop,,,
B150,36- 43 = 1 2 2 2 2 2 2 1 0=14,ZN01,36- 43 = 1 2 2 2 2 2 2 1 0=14,899,yulya,2025-04-28 13:01:21.987000,KGShop,,,
B152,36- 42 = 1 2 2 2 2 1 2 0 0=12,ZN01,36- 42 = 1 2 2 2 2 1 2 0 0=12,900,yulya,2025-04-28 13:05:37.277000,KGShop,,,
B154,36- 40 = 1 1 2 3 2 0 0 0 0=9,ZN01,36- 40 = 1 1 2 3 2 0 0 0 0=9,901,yulya,2025-04-30 14:30:18.943000,KGShop,,,
B156,39- 43 = 1 2 2 2 1 0=8,ZN01,39- 43 = 1 2 2 2 1 0=8,902,yulya,2025-05-05 09:52:06.090000,KGShop,,,
B158,37- 40 = 1 4 2 1 0 0 0 0=8,ZN01,37- 40 = 1 4 2 1 0 0 0 0=8,903,yulya,2025-05-05 16:55:53.783000,KGShop,,,
B160,36- 40 = 1 2 5 5 1 0 0 0 0=14,ZN01,36- 40 = 1 2 5 5 1 0 0 0 0=14,904,yulya,2025-05-05 16:56:41.703000,KGShop,,,
B162,36- 39 = 1 1 6 4 0 0 0 0 0=12,ZN01,36- 39 = 1 1 6 4 0 0 0 0 0=12,905,yulya,2025-05-05 16:59:21.420000,KGShop,,,
B164,38- 42 = 4 3 3 3 3 0 0=16,ZN01,38- 42 = 4 3 3 3 3 0 0=16,906,yulya,2025-05-06 18:28:36.840000,KGShop,,,
B166,37- 42 = 1 3 3 3 3 3 0 0=16,ZN01,37- 42 = 1 3 3 3 3 3 0 0=16,907,yulya,2025-05-07 11:46:19.327000,KGShop,,,
B168,35- 42 = 2 4 2 8 2 2 2 2 0 0=24,ZN01,35- 42 = 2 4 2 8 2 2 2 2 0 0=24,908,yulya,2025-05-07 12:57:50.790000,KGShop,,,
B170,36- 42 = 2 2 3 2 7 2 2 0 0=20,ZN01,36- 42 = 2 2 3 2 7 2 2 0 0=20,909,yulya,2025-05-08 18:39:33.060000,KGShop,,,
B172,36- 42 = 1 2 3 4 4 2 2 0 0=18,ZN01,36- 42 = 1 2 3 4 4 2 2 0 0=18,910,yulya,2025-05-08 18:40:06.863000,KGShop,,,
B174,36- 42 = 1 2 4 5 4 2 2 0 0=20,ZN01,36- 42 = 1 2 4 5 4 2 2 0 0=20,911,yulya,2025-05-08 18:40:24.437000,KGShop,,,
B176,36- 42 = 1 2 3 3 3 2 2 0 0=16,ZN01,36- 42 = 1 2 3 3 3 2 2 0 0=16,912,yulya,2025-05-08 18:43:58.920000,KGShop,,,
B178,36- 42 = 1 2 3 4 3 3 2 0 0=18,ZN01,36- 42 = 1 2 3 4 3 3 2 0 0=18,913,yulya,2025-05-08 18:45:13.233000,KGShop,,,
B180,36- 42 = 1 1 2 4 6 4 3 0 0=21,ZN01,36- 42 = 1 1 2 4 6 4 3 0 0=21,914,yulya,2025-05-08 18:46:58.050000,KGShop,,,
B182,36- 42 = 2 2 3 2 7 3 3 0 0=22,ZN01,36- 42 = 2 2 3 2 7 3 3 0 0=22,915,yulya,2025-05-08 18:47:28.310000,KGShop,,,
B184,36- 42 = 1 1 2 4 6 5 3 0 0=22,ZN01,36- 42 = 1 1 2 4 6 5 3 0 0=22,916,yulya,2025-05-08 18:48:10.730000,KGShop,,,
B186,36- 40 = 1 2 1 2 4 0 0 0 0=10,ZN01,36- 40 = 1 2 1 2 4 0 0 0 0=10,917,yulya,2025-05-08 18:52:10.943000,KGShop,,,
B188,36- 40 = 1 2 1 1 3 0 0 0 0=8,ZN01,36- 40 = 1 2 1 1 3 0 0 0 0=8,918,yulya,2025-05-08 18:52:50.760000,KGShop,,,
B190,36- 42 = 1 3 2 3 3 2 2 0 0=16,ZN01,36- 42 = 1 3 2 3 3 2 2 0 0=16,919,yulya,2025-05-08 19:35:49.267000,KGShop,,,
B192,36- 42 = 2 2 3 3 3 2 1 0 0=16,ZN01,36- 42 = 2 2 3 3 3 2 1 0 0=16,920,yulya,2025-05-08 19:36:52.257000,KGShop,,,
B194,36- 42 = 1 2 3 4 2 2 2 0 0=16,ZN01,36- 42 = 1 2 3 4 2 2 2 0 0=16,921,yulya,2025-05-08 19:37:53.237000,KGShop,,,
B196,36- 40 = 1 3 4 4 4 0 0 0 0=16,ZN01,36- 40 = 1 3 4 4 4 0 0 0 0=16,922,yulya,2025-05-08 19:48:29.177000,KGShop,,,
B198,36- 40 = 2 2 3 5 4 0 0 0 0=16,ZN01,36- 40 = 2 2 3 5 4 0 0 0 0=16,923,yulya,2025-05-08 19:50:01.053000,KGShop,,,
B200,36- 43 = 1 2 4 5 4 3 3 2 0=24,ZN01,36- 43 = 1 2 4 5 4 3 3 2 0=24,924,yulya,2025-05-08 19:53:15.110000,KGShop,,,
B202,36- 42 = 1 2 3 4 3 2 1 0=16,ZN01,36- 42 = 1 2 3 4 3 2 1 0=16,925,yulya,2025-05-08 20:02:19.163000,KGShop,,,
B204,36- 40 = 2 2 2 6 4 0 0 0 0=16,ZN01,36- 40 = 2 2 2 6 4 0 0 0 0=16,926,yulya,2025-05-09 12:10:12.383000,KGShop,,,
B206,36- 40 = 1 2 4 5 4 0 0 0 0=16,ZN01,36- 40 = 1 2 4 5 4 0 0 0 0=16,927,yulya,2025-05-09 12:11:14.410000,KGShop,,,
B208,36- 40 = 2 2 3 3 6 0 0 0 0=16,ZN01,36- 40 = 2 2 3 3 6 0 0 0 0=16,928,yulya,2025-05-09 12:12:28.017000,KGShop,,,
B210,36- 43 = 1 2 3 4 4 2 2 1 0=19,ZN01,36- 43 = 1 2 3 4 4 2 2 1 0=19,929,yulya,2025-05-09 12:30:10.660000,KGShop,,,
B212,36- 43 = 1 2 3 4 4 3 2 1 0=20,ZN01,36- 43 = 1 2 3 4 4 3 2 1 0=20,930,yulya,2025-05-09 12:30:23.263000,KGShop,,,
B214,36- 43 = 1 2 4 5 5 3 2 2 0=24,ZN01,36- 43 = 1 2 4 5 5 3 2 2 0=24,931,yulya,2025-05-09 12:33:30.760000,KGShop,,,
B216,36- 41 = 1 2 4 4 4 1 0 0 0=16,ZN01,36- 41 = 1 2 4 4 4 1 0 0 0=16,932,yulya,2025-05-09 17:04:25.473000,KGShop,,,
B218,34- 41 = 1 1 2 2 2 2 1 1 0 0 0=12,ZN01,34- 41 = 1 1 2 2 2 2 1 1 0 0 0=12,933,yulya,2025-05-12 12:06:17.037000,KGShop,,,
B220,38- 42 = 1 2 2 2 2 0 0=9,ZN01,38- 42 = 1 2 2 2 2 0 0=9,934,yulya,2025-05-13 15:53:17.700000,KGShop,,,
B222,36- 42 = 2 2 3 5 4 2 2 0=20,ZN01,36- 42 = 2 2 3 5 4 2 2 0=20,935,yulya,2025-05-13 15:54:53.293000,KGShop,,,
B224,36- 40 = 1 0 2 2 3 0 0 0 0=8,ZN01,36- 40 = 1 0 2 2 3 0 0 0 0=8,936,yulya,2025-05-14 09:57:42.500000,KGShop,,,
B226,35- 42 = 1 0 1 0 1 1 1 1 0 0=6,ZN01,35- 42 = 1 0 1 0 1 1 1 1 0 0=6,937,yulya,2025-05-14 11:32:10.877000,KGShop,,,
B228,36- 40 = 1 1 5 5 4 0 0 0 0=16,ZN01,36- 40 = 1 1 5 5 4 0 0 0 0=16,938,yulya,2025-05-14 17:20:08.090000,KGShop,,,
B230,36- 41 = 1 1 3 3 1 1 0 0 0=10,ZN01,36- 41 = 1 1 3 3 1 1 0 0 0=10,939,yulya,2025-05-14 17:21:31.947000,KGShop,,,
B232,36- 40 = 2 4 5 3 2 0 0 0 0=16,ZN01,36- 40 = 2 4 5 3 2 0 0 0 0=16,940,yulya,2025-05-15 11:30:31.057000,KGShop,,,
B234,36- 42 = 1 2 4 4 3 1 1 =16,ZN01,36- 42 = 1 2 4 4 3 1 1 =16,941,yulya,2025-05-16 12:36:09.617000,KGShop,,,
B236,36- 43 = 1 2 3 3 3 2 1 0=15,ZN01,36- 43 = 1 2 3 3 3 2 1 0=15,942,yulya,2025-05-16 12:38:50.543000,KGShop,,,
B238,36- 43 = 1 2 3 4 3 2  1 0=16,ZN01,36- 43 = 1 2 3 4 3 2  1 0=16,943,yulya,2025-05-16 12:39:26.403000,KGShop,,,
B240,37- 39 = 4 4 4 0 0 0 0 0=12,ZN01,37- 39 = 4 4 4 0 0 0 0 0=12,944,yulya,2025-05-19 17:03:43.990000,KGShop,,,
B242,36- 42 = 3 4 4 5 3 3 4 0=26,ZN01,36- 42 = 3 4 4 5 3 3 4 0=26,945,yulya,2025-05-19 17:06:12.437000,KGShop,,,
B244,36- 41 = 1 1 3 3 5 3 0 0 0=16,ZN01,36- 41 = 1 1 3 3 5 3 0 0 0=16,946,yulya,2025-05-20 13:36:54.650000,KGShop,,,
B246,36- 41 = 1 0 2 5 5 3 0 0 0=16,ZN01,36- 41 = 1 0 2 5 5 3 0 0 0=16,947,yulya,2025-05-20 13:37:24.757000,KGShop,,,
B248,36- 43 = 1 1 2 2 2 1 0 1 0=10,ZN01,36- 43 = 1 1 2 2 2 1 0 1 0=10,948,yulya,2025-05-20 13:42:22.850000,KGShop,,,
B250,35- 40 = 2 2 1 3 1 1 0 0 0 0=10,ZN01,35- 40 = 2 2 1 3 1 1 0 0 0 0=10,949,yulya,2025-05-21 14:16:56.113000,KGShop,,,
B252,36- 37 = 2 2 0 0 0 0 0 0 0=4,ZN01,36- 37 = 2 2 0 0 0 0 0 0 0=4,950,yulya,2025-05-21 14:17:10.997000,KGShop,,,
B254,36- 42 = 1 1 2 4 2 2 2 0 0=14,ZN01,36- 42 = 1 1 2 4 2 2 2 0 0=14,951,yulya,2025-05-22 10:35:40.227000,KGShop,,,
