SKOD,RKOD,BedKod,Tip,Fiyat,ParaCinsi,FTarih,exCheck,insUN,insDT,UpdUN,UpdDT,kgid,insApp,updApp
195- 14-17,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 12:05:20.593000,yulya,2024-11-20 14:05:53.967000,5930,KGShop,KGShop
195- 14-19,0,0,S02,23.0000000000,US,2024-11-20 15:57:58.587000,*,yulya,2024-11-20 15:57:58.587000,,,5973,KGShop,
195- 14-21,0,0,S02,22.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 15:51:02.747000,yulya,2024-11-20 15:51:25.863000,5970,KGShop,KGShop
195- 14-25,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 12:39:08.600000,yulya,2024-11-20 14:10:48.123000,5940,KGShop,KGShop
195- 14-32,0,0,S02,23.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 12:22:40.170000,yulya,2024-11-20 14:08:34.243000,5935,KGShop,KGShop
195- 14-35,0,0,S02,25.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 11:58:59.190000,yulya,2024-11-20 14:05:19.767000,5928,KGShop,KGShop
195- 14-41,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 12:34:58.353000,yulya,2024-11-20 14:10:18.010000,5939,KGShop,KGShop
195- 14-42,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 12:42:11.137000,yulya,2024-11-20 14:11:14.680000,5941,KGShop,KGShop
195 14-43,0,0,S02,23.0000000000,US,2024-03-05 00:00:00,*,,,,,2118,,
195- 14-44,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 15:52:53.703000,yulya,2024-11-20 15:53:58.370000,5971,KGShop,KGShop
195- 14-50,0,0,S02,25.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 12:27:50.703000,yulya,2024-11-20 14:09:10.573000,5936,KGShop,KGShop
195- 14-51,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 12:03:39.487000,yulya,2024-11-20 14:04:46.587000,5929,KGShop,KGShop
195- 14-52,0,0,S02,22.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 15:46:24.427000,yulya,2024-11-20 15:46:49.107000,5968,KGShop,KGShop
195- 14-53,0,0,S02,22.0000000000,US,2024-11-20 16:04:15.670000,*,yulya,2024-11-20 16:04:15.670000,,,5977,KGShop,
195- 14-54,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 12:08:04.990000,yulya,2024-11-20 14:06:23.190000,5931,KGShop,KGShop
195- 14-55,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 12:53:22.443000,yulya,2024-11-20 14:14:15.823000,5946,KGShop,KGShop
195- 14-56,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 12:33:01.167000,yulya,2024-11-20 15:23:13.780000,5938,KGShop,KGShop
195- 14-57,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 12:30:03.950000,yulya,2024-11-20 14:09:44.167000,5937,KGShop,KGShop
195- 14-58,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 16:07:37.413000,yulya,2024-11-20 16:09:18.290000,5978,KGShop,KGShop
195- 14-59,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 16:00:55.280000,yulya,2024-11-20 16:01:57.677000,5975,KGShop,KGShop
195- 14-60,0,0,S02,23.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 15:55:24.017000,yulya,2024-11-20 15:56:07.747000,5972,KGShop,KGShop
195- 14-61,0,0,S02,25.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 12:17:08.977000,yulya,2024-11-20 14:07:22.440000,5933,KGShop,KGShop
195- 14-62,0,0,S02,22.0000000000,US,2024-11-20 16:15:13.357000,*,yulya,2024-11-20 16:15:13.357000,,,5981,KGShop,
195- 14-63,0,0,S02,22.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 16:13:40.450000,yulya,2024-11-20 16:14:41.027000,5980,KGShop,KGShop
195- 14-64,0,0,S02,23.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 16:09:51.500000,yulya,2024-11-20 16:13:09.970000,5979,KGShop,KGShop
195- 14-65,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 12:13:48.137000,yulya,2024-11-20 14:06:56.420000,5932,KGShop,KGShop
195- 14-66,0,0,S02,28.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 17:46:19.957000,yulya,2024-11-20 17:47:08.077000,6015,KGShop,KGShop
195- 14-67,0,0,S02,22.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 16:02:25.480000,yulya,2024-11-20 16:03:43.303000,5976,KGShop,KGShop
195- 14-68,0,0,S02,27.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 17:48:23.323000,yulya,2024-11-20 17:49:00.167000,6016,KGShop,KGShop
195- 14-72,0,0,S02,23.0000000000,US,2024-12-10 00:00:00,*,yulya,2024-12-10 11:31:40.303000,yulya,2024-12-10 12:14:56.470000,6354,KGShop,KGShop
195- 14-74,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 12:43:57.577000,yulya,2024-11-20 14:12:06.403000,5942,KGShop,KGShop
195- 14-77,0,0,S02,25.0000000000,US,2024-12-10 00:00:00,*,yulya,2024-12-10 12:07:18.863000,yulya,2024-12-10 12:14:39.037000,6367,KGShop,KGShop
195- 14-78,0,0,S02,25.0000000000,US,2024-12-10 00:00:00,*,yulya,2024-12-10 12:10:03.943000,yulya,2024-12-10 12:14:20.453000,6368,KGShop,KGShop
195- 16-04,0,0,S02,24.0000000000,US,2024-11-20 17:21:31.860000,*,yulya,2024-11-20 17:21:31.860000,,,6003,KGShop,
195- 16-12,0,0,S02,24.0000000000,US,2024-11-20 17:11:24.963000,*,yulya,2024-11-20 17:11:24.963000,,,6000,KGShop,
195- 16-13,0,0,S02,25.0000000000,US,2024-11-20 17:18:26.240000,*,yulya,2024-11-20 17:18:26.240000,,,6001,KGShop,
195- 16-18,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 17:20:04.417000,yulya,2024-11-20 17:20:30.717000,6002,KGShop,KGShop
195- 16-25,0,0,S02,22.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 17:28:41.887000,yulya,2024-11-20 17:30:51.497000,6006,KGShop,KGShop
195- 16-47,0,0,S02,22.0000000000,US,2024-11-20 17:33:06.543000,*,yulya,2024-11-20 17:33:06.543000,,,6008,KGShop,
195- 16-51,0,0,S02,24.0000000000,US,2024-11-20 17:25:25.023000,*,yulya,2024-11-20 17:25:25.023000,,,6005,KGShop,
195- 16-52,0,0,S02,24.0000000000,US,2024-11-20 17:23:36.143000,*,yulya,2024-11-20 17:23:36.143000,,,6004,KGShop,
195 16-56,0,0,S02,22.0000000000,US,2024-02-19 00:00:00,*,,,,,2087,,
195 16-61,0,0,S02,22.0000000000,US,2024-01-11 00:00:00,*,,,,,1798,,
195- 16-64,0,0,S02,22.0000000000,US,2024-11-20 17:31:18.623000,*,yulya,2024-11-20 17:31:18.623000,,,6007,KGShop,
195- 16-65,0,0,S02,22.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 17:39:53.087000,yulya,2024-11-20 17:40:59.623000,6012,KGShop,KGShop
195- 16-70,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 17:37:57.420000,yulya,2024-11-20 17:39:12.213000,6011,KGShop,KGShop
195- 16-72,0,0,S02,25.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 17:06:30.273000,yulya,2024-11-20 17:07:27.660000,5998,KGShop,KGShop
195- 16-77,0,0,S02,22.0000000000,US,2024-11-20 17:34:57.380000,*,yulya,2024-11-20 17:34:57.380000,,,6009,KGShop,
195- 16-78,0,0,S02,23.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 17:36:20.250000,yulya,2024-11-20 17:36:42.183000,6010,KGShop,KGShop
195- 16-79,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 17:09:26.743000,yulya,2024-11-20 17:09:58.133000,5999,KGShop,KGShop
195- 16-80,0,0,S02,22.0000000000,US,2024-11-20 17:43:43.317000,*,yulya,2024-11-20 17:43:43.317000,,,6014,KGShop,
195- 16-81,0,0,S02,22.0000000000,US,2024-11-20 17:41:36.530000,*,yulya,2024-11-20 17:41:36.530000,,,6013,KGShop,
195- 19-14 ,0,0,S03,42.0000000000,US,2024-05-29 00:00:00,,,,,,2526,,
195- 19-14 ,0,0,S05,36.0000000000,US,2024-05-29 00:00:00,*,,,,,2527,,
195- 20-01,0,0,S02,20.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 16:25:36.563000,yulya,2024-11-20 16:26:04.077000,5984,KGShop,KGShop
195- 20-02,0,0,S02,23.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 14:21:20.183000,yulya,2024-11-20 14:21:47.557000,5950,KGShop,KGShop
195- 20-03,0,0,S02,23.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 16:21:21.370000,yulya,2024-11-20 16:21:58.373000,5983,KGShop,KGShop
195- 20-04,0,0,S02,22.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 16:26:57.543000,yulya,2024-11-20 16:27:27.013000,5985,KGShop,KGShop
195- 20-05,0,0,S02,23.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 15:07:23.490000,yulya,2024-11-20 15:07:45.243000,5960,KGShop,KGShop
195- 20-06,0,0,S02,22.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 16:39:39.480000,yulya,2024-11-20 16:40:00.973000,5990,KGShop,KGShop
195- 20-07,0,0,S02,22.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 16:52:56.270000,yulya,2024-11-20 16:55:06.720000,5997,KGShop,KGShop
195- 20-08,0,0,S02,22.0000000000,US,2024-11-20 16:41:38.127000,*,yulya,2024-11-20 16:41:38.127000,,,5991,KGShop,
195- 20-09,0,0,S02,22.0000000000,US,2024-11-20 16:43:13.650000,*,yulya,2024-11-20 16:43:13.650000,,,5992,KGShop,
195- 20-10,0,0,S02,24.0000000000,US,2024-11-20 14:16:54.540000,*,yulya,2024-11-20 14:16:54.540000,,,5948,KGShop,
195- 20-11,0,0,S02,24.0000000000,US,2024-11-20 14:19:27.807000,*,yulya,2024-11-20 14:19:27.807000,,,5949,KGShop,
195- 20-12,0,0,S02,25.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 14:36:10.870000,yulya,2024-11-20 14:49:14.437000,5954,KGShop,KGShop
195- 20-13,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 14:49:41.690000,yulya,2024-11-20 14:50:05.650000,5955,KGShop,KGShop
195- 20-14,0,0,S02,24.0000000000,US,2024-11-20 14:58:41.970000,*,yulya,2024-11-20 14:58:41.970000,,,5956,KGShop,
195- 20-15,0,0,S02,25.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 15:05:33.917000,yulya,2024-11-20 15:06:00.187000,5959,KGShop,KGShop
195- 20-16,0,0,S02,23.0000000000,US,2024-11-20 15:12:47.920000,*,yulya,2024-11-20 15:12:47.920000,,,5962,KGShop,
195- 20-17,0,0,S02,24.0000000000,US,2024-11-20 15:42:43.057000,*,yulya,2024-11-20 15:42:43.057000,,,5966,KGShop,
195- 20-18,0,0,S02,23.0000000000,US,2024-11-20 16:48:59.820000,*,yulya,2024-11-20 16:48:59.820000,,,5995,KGShop,
195- 20-19,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 14:24:18.167000,yulya,2024-11-20 14:24:49.183000,5951,KGShop,KGShop
195- 20-20,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 14:29:57.957000,yulya,2024-11-20 14:34:49.967000,5953,KGShop,KGShop
195- 20-21,0,0,S02,20.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 16:45:05.633000,yulya,2024-11-20 16:45:39.790000,5993,KGShop,KGShop
195- 20-22,0,0,S02,23.0000000000,US,2024-11-20 16:32:00.990000,*,yulya,2024-11-20 16:32:00.990000,,,5987,KGShop,
195- 20-23,0,0,S02,23.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 16:47:02.620000,yulya,2024-11-20 16:48:27.517000,5994,KGShop,KGShop
195- 20-24,0,0,S02,22.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 16:36:17.157000,yulya,2024-11-20 16:37:24.463000,5988,KGShop,KGShop
195- 20-25,0,0,S02,23.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 16:37:56.573000,yulya,2024-11-20 16:38:24.440000,5989,KGShop,KGShop
195- 20-26,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 16:50:45.780000,yulya,2024-11-20 16:51:14.567000,5996,KGShop,KGShop
195- 20-28,0,0,S02,24.0000000000,US,2024-11-20 15:17:04.980000,*,yulya,2024-11-20 15:17:04.980000,,,5964,KGShop,
195- 20-30,0,0,S02,23.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 15:03:44.757000,yulya,2024-11-20 15:04:12.833000,5958,KGShop,KGShop
195- 20-31,0,0,S02,24.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 15:14:21.763000,yulya,2024-11-20 15:15:08.010000,5963,KGShop,KGShop
195- 20-32,0,0,S02,23.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 16:28:25.260000,yulya,2024-11-20 16:31:27.640000,5986,KGShop,KGShop
195- 20-33,0,0,S02,24.0000000000,US,2024-11-20 15:39:10.657000,*,yulya,2024-11-20 15:39:10.657000,,,5965,KGShop,
195- 20-34,0,0,S02,23.0000000000,US,2024-11-20 15:10:15.627000,*,yulya,2024-11-20 15:10:15.627000,,,5961,KGShop,
195- 20-35,0,0,S02,24.0000000000,US,2024-11-20 15:01:09.510000,*,yulya,2024-11-20 15:01:09.510000,,,5957,KGShop,
195- 20-36,0,0,S02,25.0000000000,US,2024-11-20 00:00:00,*,yulya,2024-11-20 14:27:59.447000,yulya,2024-11-20 14:28:36.730000,5952,KGShop,KGShop
195- 20-37,0,0,S02,23.0000000000,US,2024-12-10 00:00:00,*,yulya,2024-12-10 11:57:39.293000,yulya,2024-12-10 11:58:20.317000,6362,KGShop,KGShop
195- 20-38,0,0,S02,23.0000000000,US,2024-12-10 11:38:43.580000,*,yulya,2024-12-10 11:38:43.580000,,,6356,KGShop,
195- 20-39,0,0,S02,23.0000000000,US,2024-12-10 00:00:00,*,yulya,2024-12-10 11:34:58.310000,yulya,2024-12-10 11:35:33.137000,6355,KGShop,KGShop
195- 20-41,0,0,S02,26.0000000000,US,2024-12-10 00:00:00,*,yulya,2024-12-10 12:04:54.820000,yulya,2024-12-10 12:05:27.230000,6366,KGShop,KGShop
195- 20-42,0,0,S02,24.0000000000,US,2024-12-10 11:55:22.763000,*,yulya,2024-12-10 11:55:22.763000,,,6361,KGShop,
195- 20-45,0,0,S02,23.0000000000,US,2024-12-10 11:42:22.977000,*,yulya,2024-12-10 11:42:22.977000,,,6357,KGShop,
195- 20-46,0,0,S02,23.0000000000,US,2024-12-10 11:43:57.713000,*,yulya,2024-12-10 11:43:57.713000,,,6358,KGShop,
195- 20-47,0,0,S02,25.0000000000,US,2024-12-10 00:00:00,*,yulya,2024-12-10 11:59:35.720000,yulya,2024-12-10 12:00:01.113000,6363,KGShop,KGShop
195- 20-48,0,0,S02,23.0000000000,US,2024-12-10 11:51:11.497000,*,yulya,2024-12-10 11:51:11.497000,,,6359,KGShop,
195- 20-49,0,0,S02,24.0000000000,US,2024-12-10 00:00:00,*,yulya,2024-12-10 12:03:22.930000,yulya,2024-12-10 12:03:46.923000,6365,KGShop,KGShop
195- 20-50,0,0,S02,25.0000000000,US,2024-12-10 12:01:36.710000,*,yulya,2024-12-10 12:01:36.710000,,,6364,KGShop,
195- 20-51,0,0,S02,24.0000000000,US,2024-12-10 00:00:00,*,yulya,2024-12-10 11:53:16.780000,yulya,2024-12-10 11:54:37.287000,6360,KGShop,KGShop
195- 20-61,0,0,S02,22.0000000000,US,2024-12-24 00:00:00,*,yulya,2024-12-24 10:40:08.453000,yulya,2024-12-24 10:40:38.820000,6647,KGShop,KGShop
195- 20-62,0,0,S02,23.0000000000,US,2024-12-24 00:00:00,*,yulya,2024-12-24 10:38:15.080000,yulya,2024-12-24 10:38:46.977000,6646,KGShop,KGShop
195- 20-63,0,0,S02,24.0000000000,US,2024-12-24 10:28:26.840000,*,yulya,2024-12-24 10:28:26.840000,,,6645,KGShop,
195- 20-65,0,0,S02,23.0000000000,US,2024-12-24 00:00:00,*,yulya,2024-12-24 10:42:57.880000,yulya,2024-12-24 10:44:32.827000,6648,KGShop,KGShop
195- 20-67,0,0,S02,22.0000000000,US,2025-01-17 00:00:00,*,yulya,2025-01-17 11:51:43.863000,yulya,2025-01-17 11:52:25.920000,7039,KGShop,KGShop
195- 20-68,0,0,S02,23.0000000000,US,2025-01-17 00:00:00,*,yulya,2025-01-17 11:48:13.800000,yulya,2025-01-17 11:48:37.833000,7038,KGShop,KGShop
195- 20-69,0,0,S02,25.0000000000,US,2025-01-17 00:00:00,*,yulya,2025-01-17 11:53:58.393000,yulya,2025-01-17 11:54:39.333000,7040,KGShop,KGShop
195- 20-70,0,0,S02,24.0000000000,US,2025-01-17 00:00:00,*,yulya,2025-01-17 11:44:07.913000,yulya,2025-01-17 11:45:01.433000,7037,KGShop,KGShop
195- 44-01,0,0,S03,43.0000000000,US,2024-06-11 00:00:00,,,,,,2865,,
195- 44-01,0,0,S05,37.0000000000,US,2024-06-11 00:00:00,*,,,,,2866,,
195- 44-02,0,0,S03,42.0000000000,US,2024-06-11 00:00:00,,,,,,2867,,
195- 44-02,0,0,S05,36.0000000000,US,2024-06-11 00:00:00,*,,,,,2868,,
195- 44-03,0,0,S03,42.0000000000,US,2024-06-11 00:00:00,,,,,,2869,,
195- 44-03,0,0,S05,36.0000000000,US,2024-06-11 00:00:00,*,,,,,2870,,
195- 44-04,0,0,S03,42.0000000000,US,2024-06-11 00:00:00,,,,,,2871,,
195- 44-04,0,0,S05,36.0000000000,US,2024-06-11 00:00:00,*,,,,,2872,,
195- 44-05,0,0,S03,42.0000000000,US,2024-06-11 00:00:00,,,,,,2873,,
195- 44-05,0,0,S05,36.0000000000,US,2024-06-11 00:00:00,*,,,,,2874,,
195- 44-06,0,0,S03,42.0000000000,US,2024-06-11 00:00:00,,,,,,2875,,
195- 44-06,0,0,S05,36.0000000000,US,2024-06-11 00:00:00,*,,,,,2876,,
195- 44-07,0,0,S03,42.0000000000,US,2024-06-11 00:00:00,,,,,,2877,,
195- 44-07,0,0,S05,36.0000000000,US,2024-06-11 00:00:00,*,,,,,2878,,
195- 44-08,0,0,S03,41.0000000000,US,2024-06-11 00:00:00,,,,,,2879,,
195- 44-08,0,0,S05,35.0000000000,US,2024-06-11 00:00:00,*,,,,,2880,,
195- 44-09,0,0,S03,41.0000000000,US,2024-06-11 00:00:00,,,,,,2881,,
195- 44-09,0,0,S05,35.0000000000,US,2024-06-11 00:00:00,*,,,,,2882,,
195- 44-10,0,0,S03,43.0000000000,US,2024-06-11 00:00:00,,,,,,2883,,
195- 44-10,0,0,S05,37.0000000000,US,2024-06-11 00:00:00,*,,,,,2884,,
195- 44-11,0,0,S03,42.0000000000,US,2024-06-11 00:00:00,,,,,,2885,,
195- 44-11,0,0,S05,36.0000000000,US,2024-06-11 00:00:00,*,,,,,2886,,
195- 44-13,0,0,S03,41.0000000000,US,2024-07-11 00:00:00,,,,,,3638,,
195- 44-13,0,0,S05,35.0000000000,US,2024-07-11 00:00:00,*,,,,,3639,,
195- 44-14,0,0,S03,42.0000000000,US,2024-07-11 00:00:00,,,,,,3640,,
195- 44-14,0,0,S05,36.0000000000,US,2024-07-11 00:00:00,*,,,,,3641,,
195- 44-15,0,0,S03,43.0000000000,US,2024-07-11 00:00:00,,,,,,3642,,
195- 44-15,0,0,S05,37.0000000000,US,2024-07-11 00:00:00,*,,,,,3643,,
196-556,0,0,S02,14.0000000000,US,2025-05-09 00:00:00,*,yulya,2025-05-09 10:34:05.860000,yulya,2025-05-09 10:36:52.183000,7319,KGShop,KGShop
196-7900,0,0,S02,21.0000000000,US,2025-02-10 00:00:00,*,yulya,2025-02-10 10:52:28.400000,yulya,2025-02-10 10:54:40.800000,7221,KGShop,KGShop
196-7901,0,0,S02,25.0000000000,US,2025-01-09 00:00:00,*,yulya,2025-01-09 17:56:16.103000,yulya,2025-01-09 17:58:27.863000,6891,KGShop,KGShop
199 2314,0,0,S02,22.0000000000,US,2024-01-19 00:00:00,*,,,,,1966,,
199 2328,0,0,S02,21.0000000000,US,2024-01-19 00:00:00,*,,,,,1967,,
199 2332,0,0,S02,22.0000000000,US,2024-01-19 00:00:00,*,,,,,1968,,
206 1030,0,0,S02,23.0000000000,US,2024-02-23 00:00:00,*,,,,,2089,,
206 123,0,0,S02,26.0000000000,US,2024-02-23 00:00:00,*,,,,,2090,,
207- 0301,0,0,S02,33.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 17:51:56.663000,yulya,2024-12-11 17:53:14.600000,6387,KGShop,KGShop
207- 0303,0,0,S02,35.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 17:09:51.263000,yulya,2024-12-11 17:10:27.603000,6373,KGShop,KGShop
207- 0306,0,0,S02,36.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 17:50:19.480000,yulya,2024-12-11 17:50:44.697000,6386,KGShop,KGShop
207- 0307,0,0,S02,34.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 17:12:07.540000,yulya,2024-12-11 17:12:29.300000,6374,KGShop,KGShop
207- 0308,0,0,S02,35.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 18:14:07.650000,yulya,2024-12-11 18:14:48.540000,6395,KGShop,KGShop
207- 0311,0,0,S02,38.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 18:22:35.150000,yulya,2024-12-11 18:23:00.837000,6399,KGShop,KGShop
207- 0317,0,0,S02,40.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 18:31:54.213000,yulya,2024-12-11 18:32:18.860000,6404,KGShop,KGShop
207- 0321,0,0,S02,36.0000000000,US,2024-12-12 00:00:00,*,yulya,2024-12-11 17:24:51.087000,yulya,2024-12-12 10:26:59.053000,6379,KGShop,KGShop
207- 0322,0,0,S02,35.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 18:03:07.390000,yulya,2024-12-11 18:05:47.347000,6392,KGShop,KGShop
207- 0324,0,0,S02,34.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 18:09:38.497000,yulya,2024-12-11 18:10:11.877000,6393,KGShop,KGShop
207- 0326,0,0,S02,38.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 18:30:10.840000,yulya,2024-12-11 18:30:35.060000,6403,KGShop,KGShop
207- 0329,0,0,S02,37.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 17:21:07.377000,yulya,2024-12-11 17:22:01.210000,6378,KGShop,KGShop
207- 0331,0,0,S02,37.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 17:14:06.157000,yulya,2024-12-11 17:14:28.720000,6375,KGShop,KGShop
207- 0335,0,0,S02,33.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 17:46:20.550000,yulya,2024-12-11 17:46:55.200000,6384,KGShop,KGShop
207- 0337,0,0,S02,39.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 18:20:42.470000,yulya,2024-12-11 18:21:21.753000,6398,KGShop,KGShop
207- 0337-1,0,0,S02,39.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 18:36:06.373000,yulya,2024-12-11 18:36:55.660000,6405,KGShop,KGShop
207- 0339,0,0,S02,38.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 18:17:37.853000,yulya,2024-12-11 18:18:27.403000,6397,KGShop,KGShop
207- 0341,0,0,S02,37.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 17:07:44.830000,,,6372,KGShop,
207- 0342,0,0,S02,40.0000000000,US,2024-12-11 17:59:14.390000,*,yulya,2024-12-11 17:59:14.390000,,,6391,KGShop,
207- 0344,0,0,S02,38.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 17:27:19.383000,yulya,2024-12-11 17:28:02.760000,6380,KGShop,KGShop
207- 0345,0,0,S02,38.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 18:11:31.407000,yulya,2024-12-11 18:12:04.757000,6394,KGShop,KGShop
207- 0346,0,0,S02,35.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 17:43:33.073000,yulya,2024-12-11 17:44:48.817000,6383,KGShop,KGShop
207- 0347,0,0,S02,34.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 17:19:25.490000,yulya,2024-12-11 17:20:36.297000,6377,KGShop,KGShop
207- 0350,0,0,S02,38.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 17:33:27.633000,yulya,2024-12-11 17:35:03.680000,6382,KGShop,KGShop
207- 0353,0,0,S02,38.0000000000,US,2024-12-11 18:24:08.650000,*,yulya,2024-12-11 18:24:08.650000,,,6400,KGShop,
207- 0358,0,0,S02,33.0000000000,US,2024-12-11 17:53:50.597000,*,yulya,2024-12-11 17:53:50.597000,,,6388,KGShop,
207- 0359,0,0,S02,39.0000000000,US,2024-12-11 18:28:42.513000,*,yulya,2024-12-11 18:28:42.513000,,,6402,KGShop,
207- 0360,0,0,S02,35.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 17:15:47.957000,yulya,2024-12-11 17:16:38.040000,6376,KGShop,KGShop
207- 0361,0,0,S02,37.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 18:16:00.767000,yulya,2024-12-11 18:16:23.857000,6396,KGShop,KGShop
207- 0362,0,0,S02,35.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 17:48:57.353000,yulya,2024-12-11 17:49:15.473000,6385,KGShop,KGShop
207- 0364,0,0,S02,40.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 17:57:16.557000,yulya,2024-12-11 17:57:43.377000,6390,KGShop,KGShop
207- 0365,0,0,S02,35.0000000000,US,2024-12-11 00:00:00,*,yulya,2024-12-11 17:55:46.653000,yulya,2024-12-11 17:56:05.640000,6389,KGShop,KGShop
207- 0366,0,0,S02,38.0000000000,US,2024-12-11 18:26:32.893000,*,yulya,2024-12-11 18:26:32.893000,,,6401,KGShop,
207- 0367,0,0,S02,39.0000000000,US,2024-12-17 00:00:00,*,yulya,2024-12-17 17:03:22.340000,yulya,2024-12-17 17:04:16.223000,6582,KGShop,KGShop
207- 0368,0,0,S02,39.0000000000,US,2025-01-10 00:00:00,*,yulya,2025-01-10 13:52:17.390000,yulya,2025-01-10 13:52:51.160000,6906,KGShop,KGShop
207- 0373,0,0,S02,38.0000000000,US,2025-01-10 00:00:00,*,yulya,2025-01-10 13:37:22.223000,yulya,2025-01-10 13:38:02.420000,6905,KGShop,KGShop
