FisNo,FisTip,FisTar,Location,CariKod,BelgeNo,BelgeTar,iskonto,iskontoTut,ParaCinsi,GelenDep,GidenDep,SKullanici,KDVCheck,MuhFisNo,iptal,insUN,insDT,updUN,updDT,FisTur,locked,kgid,insApp,updApp
304,0,2023-11-03 13:08:14,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 13:08:45.870000,yulya,2023-11-03 13:08:45.870000,0,,304,,
305,0,2023-11-03 13:11:49,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 13:12:03.933000,yulya,2023-11-03 13:12:03.933000,0,,305,,
306,0,2023-11-03 14:18:30,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 14:20:42.333000,yulya,2023-11-03 14:20:42.333000,0,,306,,
307,0,2023-11-03 15:29:42,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 15:30:50.837000,yulya,2023-11-03 15:30:50.837000,0,,307,,
308,0,2023-11-03 15:49:58,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 15:50:43.900000,yulya,2023-11-03 15:50:43.900000,0,,308,,
309,0,2023-11-03 17:03:36,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 17:03:50.620000,yulya,2023-11-03 17:03:50.620000,0,,309,,
310,0,2023-11-03 17:04:39,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 17:04:56.187000,yulya,2023-11-03 17:04:56.187000,0,,310,,
311,0,2023-11-03 18:39:43,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 18:44:44.447000,yulya,2023-11-03 18:44:44.447000,0,,311,,
312,0,2023-11-03 18:55:34,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 18:57:24.473000,yulya,2023-11-03 18:57:24.473000,0,,312,,
313,0,2023-11-03 19:18:30,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 19:19:49.820000,yulya,2023-11-03 19:19:49.820000,0,,313,,
314,0,2023-11-03 19:43:21,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 19:47:01.737000,yulya,2023-11-03 19:47:01.737000,0,,314,,
315,0,2023-11-03 20:01:02,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 20:02:26.510000,yulya,2023-11-03 20:02:26.510000,0,,315,,
316,0,2023-11-03 20:09:14,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 20:09:38.907000,yulya,2023-11-03 20:09:38.907000,0,,316,,
317,0,2023-11-03 20:17:15,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 20:17:47.367000,yulya,2023-11-03 20:17:47.367000,0,,317,,
318,0,2023-11-03 20:42:39,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 20:47:50.290000,yulya,2023-11-03 20:47:50.290000,0,,318,,
319,0,2023-11-03 20:53:27,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 20:53:41.960000,yulya,2023-11-03 20:53:41.960000,0,,319,,
320,0,2023-11-03 21:09:52,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 21:10:04.607000,yulya,2023-11-03 21:10:04.607000,0,,320,,
321,0,2023-11-03 21:13:27,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 21:13:43.417000,yulya,2023-11-03 21:13:43.417000,0,,321,,
322,0,2023-11-03 21:33:39,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 21:34:48.543000,yulya,2023-11-03 21:34:48.543000,0,,322,,
323,0,2023-11-03 21:52:00,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 21:53:22.500000,yulya,2023-11-03 21:53:22.500000,0,,323,,
324,0,2023-11-03 22:15:38,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 22:17:31.320000,yulya,2023-11-03 22:17:31.320000,0,,324,,
325,0,2023-11-03 22:20:25,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 22:20:42.497000,yulya,2023-11-03 22:20:42.497000,0,,325,,
326,0,2023-11-03 23:05:06,L001,,,2023-11-03 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-03 23:08:35.807000,yulya,2023-11-03 23:08:35.807000,0,,326,,
327,0,2023-11-04 10:57:28,L001,,,2023-11-04 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-04 11:04:34.027000,yulya,2023-11-04 11:04:34.040000,0,,327,,
328,0,2023-11-04 11:14:37,L001,,,2023-11-04 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-04 11:14:51.637000,yulya,2023-11-04 11:14:51.637000,0,,328,,
329,0,2023-11-04 11:15:36,L001,,,2023-11-04 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-04 11:15:46.153000,yulya,2023-11-04 11:15:46.153000,0,,329,,
330,0,2023-11-04 11:21:32,L001,,,2023-11-04 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-04 11:23:01.530000,yulya,2023-11-04 11:23:01.530000,0,,330,,
331,0,2023-11-04 12:07:17,L001,,,2023-11-04 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-04 12:10:10.917000,yulya,2023-11-04 12:10:10.917000,0,,331,,
332,0,2023-11-04 12:43:34,L001,,,2023-11-04 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-04 12:47:03.027000,yulya,2023-11-04 12:47:03.027000,0,,332,,
333,0,2023-11-04 13:28:37,L001,,,2023-11-04 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-04 13:31:53.150000,yulya,2023-11-04 13:31:53.150000,0,,333,,
334,0,2023-11-15 16:36:27,L001,,,2023-11-15 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-15 16:40:18.787000,yulya,2023-11-15 16:40:18.800000,0,,334,,
335,0,2023-11-15 18:07:15,L001,,,2023-11-15 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-15 18:09:12.073000,yulya,2023-11-15 18:09:12.073000,0,,335,,
336,0,2023-11-15 19:20:10,L001,,,2023-11-15 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-15 19:22:45.890000,yulya,2023-11-15 19:22:45.890000,0,,336,,
337,0,2023-11-16 10:40:56,L001,,,2023-11-16 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-16 10:43:11.743000,yulya,2023-11-16 10:43:11.763000,0,,337,,
338,0,2023-11-16 11:44:27,L001,,,2023-11-16 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-16 11:49:46.600000,yulya,2023-11-16 11:49:46.600000,0,,338,,
339,0,2023-11-17 11:01:16,L001,,,2023-11-17 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-17 11:02:06.953000,yulya,2023-11-17 11:02:06.953000,0,,339,,
340,0,2023-11-17 12:47:16,L001,,,2023-11-17 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-17 12:54:05.650000,yulya,2023-11-17 12:54:05.650000,0,,340,,
341,0,2023-11-17 15:04:15,L001,,,2023-11-17 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-17 15:15:36.487000,yulya,2023-11-17 15:15:36.487000,0,,341,,
342,0,2023-11-20 10:33:26,L001,,,2023-11-20 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-20 10:37:52.620000,yulya,2023-11-20 10:37:52.620000,0,,342,,
343,0,2023-11-20 12:48:56,L001,,,2023-11-20 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-20 12:55:21.430000,yulya,2023-11-20 12:55:21.430000,0,,343,,
344,0,2023-11-20 13:05:08,L001,,,2023-11-20 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-20 13:05:33.963000,yulya,2023-11-20 13:05:33.963000,0,,344,,
345,0,2023-11-20 13:16:57,L001,,,2023-11-20 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-20 13:17:41.460000,yulya,2023-11-20 13:17:41.460000,0,,345,,
346,0,2023-11-20 14:19:58,L001,,,2023-11-20 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-20 14:20:29.257000,yulya,2023-11-20 14:20:29.257000,0,,346,,
347,0,2023-11-20 17:12:29,L001,,,2023-11-20 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-20 17:18:42.567000,yulya,2023-11-20 17:18:42.567000,0,,347,,
348,0,2023-11-20 17:19:26,L001,,,2023-11-20 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-20 17:29:04.970000,yulya,2023-11-20 17:29:04.970000,0,,348,,
349,0,2023-11-20 18:13:14,L001,,,2023-11-20 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-20 18:14:52.960000,yulya,2023-11-20 18:14:52.960000,0,,349,,
350,0,2023-11-21 10:37:51,L001,,,2023-11-21 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-21 10:39:09.723000,yulya,2023-11-21 10:39:09.743000,0,,350,,
351,0,2023-11-21 11:25:38,L001,,,2023-11-21 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-21 11:29:07.630000,yulya,2023-11-21 11:29:07.630000,0,,351,,
352,0,2023-11-22 12:15:45,L001,,,2023-11-22 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-22 12:17:51.130000,yulya,2023-11-22 12:17:51.150000,0,,352,,
353,0,2023-11-22 16:47:10,L001,,,2023-11-22 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-22 16:50:17.220000,yulya,2023-11-22 16:50:17.223000,0,,353,,
354,0,2023-11-22 16:50:46,L001,,,2023-11-22 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-22 16:53:07.587000,yulya,2023-11-22 16:53:07.587000,0,,354,,
355,0,2023-11-22 16:53:26,L001,,,2023-11-22 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-22 16:59:41.487000,yulya,2023-11-22 16:59:41.487000,0,,355,,
356,0,2023-11-22 17:00:11,L001,,,2023-11-22 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-22 17:03:57.130000,yulya,2023-11-22 17:03:57.130000,0,,356,,
357,0,2023-11-22 18:12:49,L001,,,2023-11-22 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-22 18:13:15.653000,yulya,2023-11-22 18:13:15.653000,0,,357,,
358,0,2023-11-22 18:45:45,L001,,,2023-11-22 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-22 18:47:12.107000,yulya,2023-11-22 18:47:12.107000,0,,358,,
359,0,2023-11-23 10:22:36,L001,,,2023-11-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-23 10:43:35.967000,yulya,2023-11-23 10:43:35.987000,0,,359,,
360,0,2023-11-23 15:20:36,L001,,,2023-11-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-23 15:23:48.460000,yulya,2023-11-23 15:23:48.460000,0,,360,,
361,0,2023-11-23 15:57:29,L001,,,2023-11-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-23 15:58:16.817000,yulya,2023-11-23 15:58:16.817000,0,,361,,
362,0,2023-11-23 16:21:22,L001,,,2023-11-23 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-23 16:21:34.423000,yulya,2023-11-23 16:21:34.423000,0,,362,,
363,0,2023-11-27 18:15:47,L001,,,2023-11-27 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-27 18:16:46.757000,yulya,2023-11-27 18:16:46.777000,0,,363,,
364,0,2023-11-28 19:20:14,L001,,,2023-11-28 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-28 19:24:30.120000,yulya,2023-11-28 19:24:30.140000,0,,364,,
365,0,2023-11-29 10:30:47,L001,,,2023-11-29 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-29 10:31:19.627000,yulya,2023-11-29 10:31:19.663000,0,,365,,
366,0,2023-11-29 11:13:19,L001,,,2023-11-29 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-29 11:13:55.447000,yulya,2023-11-29 11:13:55.447000,0,,366,,
367,0,2023-11-30 14:29:48,L001,,,2023-11-30 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-30 14:32:34.623000,yulya,2023-11-30 14:32:34.633000,0,,367,,
368,0,2023-11-30 16:32:44,L001,,,2023-11-30 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-11-30 16:36:56.173000,yulya,2023-11-30 16:36:56.173000,0,,368,,
369,0,2023-12-01 13:00:22,L001,,,2023-12-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-01 13:01:36.693000,yulya,2023-12-01 13:01:36.707000,0,,369,,
370,0,2023-12-01 17:44:47,L001,,,2023-12-01 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-01 17:46:45.530000,yulya,2023-12-01 17:46:45.530000,0,,370,,
371,0,2023-12-02 10:44:47,L001,,,2023-12-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-02 10:45:21.890000,yulya,2023-12-02 10:45:21.903000,0,,371,,
372,0,2023-12-02 12:49:47,L001,,,2023-12-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-02 12:50:15.557000,yulya,2023-12-02 12:50:15.557000,0,,372,,
373,0,2023-12-02 13:26:35,L001,,,2023-12-02 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-02 13:31:21.367000,yulya,2023-12-02 13:31:21.380000,0,,373,,
374,0,2023-12-06 10:19:29,L001,,,2023-12-06 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-06 10:20:25.057000,yulya,2023-12-06 10:20:25.067000,0,,374,,
375,0,2023-12-06 11:23:49,L001,,,2023-12-06 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-06 11:23:59.110000,yulya,2023-12-06 11:23:59.110000,0,,375,,
376,0,2023-12-06 13:58:17,L001,,,2023-12-06 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-06 13:59:16.513000,yulya,2023-12-06 13:59:16.513000,0,,376,,
377,0,2023-12-06 14:35:13,L001,,,2023-12-06 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-06 14:36:58.153000,yulya,2023-12-06 14:36:58.153000,0,,377,,
378,0,2023-12-06 14:55:02,L001,,,2023-12-06 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-06 14:55:27.907000,yulya,2023-12-06 14:55:27.907000,0,,378,,
379,0,2023-12-06 19:51:29,L001,,,2023-12-06 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-06 19:54:07.920000,yulya,2023-12-06 19:54:07.923000,0,,379,,
380,0,2023-12-07 10:08:04,L001,,,2023-12-07 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-07 10:12:44.740000,yulya,2023-12-07 10:12:44.753000,0,,380,,
381,0,2023-12-07 16:24:12,L001,,,2023-12-07 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-07 16:24:34.350000,yulya,2023-12-07 16:24:34.350000,0,,381,,
382,0,2023-12-07 19:12:46,L001,,,2023-12-07 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-07 19:20:01.517000,yulya,2023-12-07 19:20:01.517000,0,,382,,
383,0,2023-12-07 19:50:04,L001,,,2023-12-07 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-07 19:53:58.510000,yulya,2023-12-07 19:53:58.510000,0,,383,,
384,0,2023-12-08 09:33:39,L001,,,2023-12-08 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-08 09:36:23.530000,yulya,2023-12-08 09:36:23.540000,0,,384,,
385,0,2023-12-08 11:08:52,L001,,,2023-12-08 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-08 11:11:15.667000,yulya,2023-12-08 11:30:39.807000,0,,385,,
386,0,2023-12-08 11:37:00,L001,,,2023-12-08 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-08 11:37:41.623000,yulya,2023-12-08 11:37:41.623000,0,,386,,
387,0,2023-12-08 12:29:46,L001,,,2023-12-08 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-08 12:29:59.670000,yulya,2023-12-08 12:29:59.670000,0,,387,,
388,0,2023-12-08 14:04:06,L001,,,2023-12-08 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-08 14:05:41.520000,yulya,2023-12-08 14:05:41.520000,0,,388,,
389,0,2023-12-08 15:10:07,L001,,,2023-12-08 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-08 15:10:23.730000,yulya,2023-12-08 15:10:23.730000,0,,389,,
390,0,2023-12-08 16:08:56,L001,,,2023-12-08 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-08 16:12:08.043000,yulya,2023-12-08 16:12:08.043000,0,,390,,
391,0,2023-12-08 19:53:22,L001,,,2023-12-08 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-08 19:59:23.010000,yulya,2023-12-08 19:59:23.010000,0,,391,,
392,0,2023-12-09 11:16:20,L001,,,2023-12-09 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-09 11:23:45.107000,yulya,2023-12-09 11:23:45.117000,0,,392,,
393,0,2023-12-09 13:16:50,L001,,,2023-12-09 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-09 13:17:25.830000,yulya,2023-12-09 13:17:25.830000,0,,393,,
394,0,2023-12-11 10:34:07,L001,,,2023-12-11 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-11 10:36:03.983000,yulya,2023-12-11 10:36:03.993000,0,,394,,
395,0,2023-12-11 11:52:23,L001,,,2023-12-11 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-11 11:55:53.343000,yulya,2023-12-11 11:55:53.343000,0,,395,,
396,0,2023-12-12 11:59:31,L001,,,2023-12-12 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-12 12:00:03.803000,yulya,2023-12-12 12:00:03.813000,0,,396,,
397,0,2023-12-12 12:08:14,L001,,,2023-12-12 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-12 12:08:27.057000,yulya,2023-12-12 12:08:27.057000,0,,397,,
398,0,2023-12-13 17:37:28,L001,,,2023-12-13 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-13 17:39:37.530000,yulya,2023-12-13 17:39:37.537000,0,,398,,
399,0,2023-12-14 10:42:18,L001,,,2023-12-14 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-14 10:46:22.193000,yulya,2023-12-14 10:46:22.203000,0,,399,,
400,0,2023-12-15 12:06:59,L001,,,2023-12-15 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-15 12:13:35.130000,yulya,2023-12-15 12:13:35.140000,0,,400,,
401,0,2023-12-15 12:54:52,L001,,,2023-12-15 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-15 12:55:16.447000,yulya,2023-12-15 12:55:16.447000,0,,401,,
402,0,2023-12-19 10:39:42,L001,,,2023-12-19 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-19 10:41:35.697000,yulya,2023-12-19 10:41:35.700000,0,,402,,
403,0,2023-12-19 11:31:20,L001,,,2023-12-19 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-19 11:33:30.343000,yulya,2023-12-19 11:33:30.343000,0,,403,,
405,0,2023-12-19 18:37:14,L001,,,2023-12-19 00:00:00,0E-10,0.000000,,,,Yulya,,0,,yulya,2023-12-19 18:44:45.993000,yulya,2023-12-19 18:44:45.993000,0,,405,,
406,0,2023-12-19 18:48:45,L001,,,2023-12-19 00:00:00,0E-10,0.000000,,,,Yulya,,0,,yulya,2023-12-19 18:55:32.797000,yulya,2023-12-19 18:55:32.797000,0,,406,,
407,0,2023-12-20 12:58:21,L001,,,2023-12-20 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-20 12:59:09.977000,yulya,2023-12-20 12:59:09.977000,0,,407,,
408,0,2023-12-20 14:02:29,L001,,,2023-12-20 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-20 14:05:02.410000,yulya,2023-12-20 14:05:02.410000,0,,408,,
409,0,2023-12-20 18:40:44,L001,,,2023-12-20 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-20 18:42:33.350000,yulya,2023-12-20 18:42:33.350000,0,,409,,
410,0,2023-12-21 11:34:05,L001,,,2023-12-21 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-21 11:44:29.690000,yulya,2023-12-21 11:44:29.690000,0,,410,,
411,0,2023-12-21 12:26:22,L001,,,2023-12-21 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-21 12:26:35.180000,yulya,2023-12-21 12:26:35.180000,0,,411,,
412,0,2023-12-21 17:04:29,L001,,,2023-12-21 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-21 17:05:07.343000,yulya,2023-12-21 17:05:07.343000,0,,412,,
413,0,2023-12-22 11:54:10,L001,,,2023-12-22 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-22 11:55:12.960000,yulya,2023-12-22 11:55:12.963000,0,,413,,
414,0,2023-12-22 18:24:45,L001,,,2023-12-22 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2023-12-22 18:27:22.977000,yulya,2023-12-22 18:27:22.980000,0,,414,,
415,0,2024-01-10 12:46:40,L001,,,2024-01-10 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-10 12:51:30.553000,yulya,2024-01-10 12:51:30.557000,0,,415,,
416,0,2024-01-10 14:59:35,L001,,,2024-01-10 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-10 15:00:34.923000,yulya,2024-01-10 15:00:34.923000,0,,416,,
417,0,2024-01-10 15:53:37,L001,,,2024-01-10 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-10 16:03:21.787000,yulya,2024-01-10 16:03:21.787000,0,,417,,
418,0,2024-01-10 16:12:05,L001,,,2024-01-10 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-10 16:12:16.570000,yulya,2024-01-10 16:12:16.570000,0,,418,,
419,0,2024-01-10 17:17:14,L001,,,2024-01-10 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-10 17:36:10.053000,yulya,2024-01-10 17:36:10.053000,0,,419,,
420,0,2024-01-10 18:37:59,L001,,,2024-01-10 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-10 18:39:21.143000,yulya,2024-01-10 18:39:21.143000,0,,420,,
421,0,2024-01-11 13:48:23,L001,,,2024-01-11 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-11 13:53:19.920000,yulya,2024-01-11 13:53:19.920000,0,,421,,
422,0,2024-01-11 14:00:34,L001,,,2024-01-11 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-11 14:00:59.670000,yulya,2024-01-11 14:00:59.670000,0,,422,,
423,0,2024-01-11 14:03:58,L001,,,2024-01-11 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-11 14:04:16.143000,yulya,2024-01-11 14:04:16.143000,0,,423,,
424,0,2024-01-11 15:00:48,L001,,,2024-01-11 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-11 15:01:09.503000,yulya,2024-01-11 15:01:09.503000,0,,424,,
425,0,2024-01-11 15:42:27,L001,,,2024-01-11 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-11 15:43:32.403000,yulya,2024-01-11 16:05:16.013000,0,,425,,
426,0,2024-01-11 17:36:01,L001,,,2024-01-11 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-11 17:36:23.813000,yulya,2024-01-11 17:36:23.813000,0,,426,,
427,0,2024-01-12 15:11:41,L001,,,2024-01-12 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-12 15:12:56.720000,yulya,2024-01-12 15:12:56.720000,0,,427,,
428,0,2024-01-12 16:28:48,L001,,,2024-01-12 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-12 16:29:44.473000,yulya,2024-01-12 16:29:44.473000,0,,428,,
429,0,2024-01-12 17:18:54,L001,,,2024-01-12 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-12 17:20:44.870000,yulya,2024-01-12 17:20:44.870000,0,,429,,
430,0,2024-01-12 19:14:22,L001,,,2024-01-12 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-12 19:15:06.953000,yulya,2024-01-12 19:15:06.953000,0,,430,,
431,0,2024-01-15 09:59:58,L001,,,2024-01-15 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-15 10:03:06.180000,yulya,2024-01-15 10:03:06.180000,0,,431,,
432,0,2024-01-15 14:44:24,L001,,,2024-01-15 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-15 14:44:44.857000,yulya,2024-01-15 14:44:44.857000,0,,432,,
433,0,2024-01-15 16:00:42,L001,,,2024-01-15 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-15 16:00:51.113000,yulya,2024-01-15 16:00:51.113000,0,,433,,
434,0,2024-01-17 10:59:36,L001,,,2024-01-17 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-17 11:03:15.260000,yulya,2024-01-17 11:03:15.260000,0,,434,,
435,0,2024-01-17 14:47:46,L001,,,2024-01-17 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-17 14:58:42.920000,yulya,2024-01-17 14:58:42.920000,0,,435,,
436,0,2024-01-17 17:18:12,L001,,,2024-01-17 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-17 17:19:51.630000,yulya,2024-01-17 17:19:51.630000,0,,436,,
437,0,2024-01-18 10:13:51,L001,,,2024-01-18 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-18 10:14:37.907000,yulya,2024-01-18 10:14:37.907000,0,,437,,
1437,0,2024-01-18 14:08:55,L001,,,2024-01-18 00:00:00,0E-10,0.000000,,,,yulya,,0,,yulya,2024-01-18 14:09:54.670000,yulya,2024-01-18 14:09:54.673000,0,,1437,,
