SKOD,RKOD,BedKod,Tip,Fiyat,ParaCinsi,FTarih,exCheck,insUN,insDT,UpdUN,UpdDT,kgid,insApp,updApp
155- 3987,0,0,A02,24.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 14:53:40.673000,yulya,2025-01-02 14:54:55.973000,6772,KGShop,KGShop
155- 4004,0,0,A02,24.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 15:18:23.180000,yulya,2025-01-02 15:20:00.280000,6782,KGShop,KGShop
155- 4010,0,0,A02,23.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 16:17:47.343000,yulya,2025-01-02 16:18:15.113000,6795,KGShop,KGShop
155- 4055,0,0,A02,24.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 16:05:18.937000,yulya,2025-01-02 16:06:35.933000,6789,KGShop,KGShop
155- 5029,0,0,A02,25.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 14:41:18.060000,yulya,2025-01-02 14:41:47.653000,6769,KGShop,KGShop
155- 5152,0,0,A02,28.0000000000,US,2024-12-16 17:38:27.870000,*,yulya,2024-12-16 17:38:27.870000,,,6534,KGShop,
155- 5162,0,0,A02,25.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 15:10:08.290000,yulya,2025-01-02 15:11:31.047000,6778,KGShop,KGShop
155- 5177,0,0,A02,25.0000000000,US,2025-01-02 13:55:26.860000,*,yulya,2025-01-02 13:55:26.860000,,,6762,KGShop,
155- 5178,0,0,A02,28.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 16:11:19.350000,yulya,2025-01-02 16:11:48.990000,6792,KGShop,KGShop
155- 5191,0,0,A02,26.0000000000,US,2025-01-02 14:51:51.447000,*,yulya,2025-01-02 14:51:51.447000,,,6771,KGShop,
155- 5193,0,0,A02,28.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 15:54:03.153000,yulya,2025-01-02 15:57:19.507000,6786,KGShop,KGShop
155- 5201,0,0,A02,27.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 13:45:50.790000,yulya,2025-01-02 13:50:52.443000,6760,KGShop,KGShop
155- 5206,0,0,A02,25.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 13:52:06.127000,yulya,2025-01-02 13:54:57.993000,6761,KGShop,KGShop
155- 5210,0,0,A02,25.0000000000,US,2025-01-02 14:05:01.613000,*,yulya,2025-01-02 14:05:01.613000,,,6764,KGShop,
155- 5224,0,0,A02,25.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 16:19:22.813000,yulya,2025-01-02 16:20:35.787000,6796,KGShop,KGShop
155- 7015,0,0,A02,28.0000000000,US,2024-12-16 17:42:58.460000,*,yulya,2024-12-16 17:42:58.460000,,,6536,KGShop,
155- 7016,0,0,A02,28.0000000000,US,2025-01-02 16:13:11.287000,*,yulya,2025-01-02 16:13:11.287000,,,6793,KGShop,
155- 7037,0,0,A02,28.0000000000,US,2025-01-02 15:58:48.587000,*,yulya,2025-01-02 15:58:48.587000,,,6787,KGShop,
155- 7039,0,0,A02,26.0000000000,US,2025-01-02 15:00:16.267000,*,yulya,2025-01-02 15:00:16.267000,,,6774,KGShop,
155- 7049,0,0,A02,26.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 15:07:41.773000,yulya,2025-01-02 15:09:36.600000,6777,KGShop,KGShop
155- 7051,0,0,A02,28.0000000000,US,2024-12-16 17:41:28.050000,*,yulya,2024-12-16 17:41:28.050000,,,6535,KGShop,
155- 7060,0,0,A02,28.0000000000,US,2024-12-16 00:00:00,*,yulya,2024-12-16 17:34:59.003000,yulya,2024-12-16 17:37:51.587000,6533,KGShop,KGShop
155- 7071,0,0,A02,25.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 15:01:55.727000,yulya,2025-01-02 15:04:02.287000,6775,KGShop,KGShop
155- 7073,0,0,A02,26.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 15:26:29.697000,yulya,2025-01-02 15:29:56.063000,6785,KGShop,KGShop
155- 7089,0,0,A02,25.0000000000,US,2025-01-02 15:24:17.017000,*,yulya,2025-01-02 15:24:17.017000,,,6784,KGShop,
155- 7092,0,0,A02,25.0000000000,US,2025-01-02 14:01:20.047000,*,yulya,2025-01-02 14:01:20.047000,,,6763,KGShop,
155- 7099,0,0,A02,26.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 14:48:51.507000,yulya,2025-01-02 14:49:30.223000,6770,KGShop,KGShop
155- 7104,0,0,A02,26.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 15:11:59.127000,yulya,2025-01-02 15:13:25.463000,6779,KGShop,KGShop
155- 7106,0,0,A02,26.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 14:56:07.470000,yulya,2025-01-02 14:58:30.900000,6773,KGShop,KGShop
155- 7107,0,0,A02,25.0000000000,US,2025-01-02 16:21:09.950000,*,yulya,2025-01-02 16:21:09.950000,,,6797,KGShop,
155- 7113,0,0,A02,24.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 16:15:53.220000,yulya,2025-01-02 16:17:09.930000,6794,KGShop,KGShop
155- 7130,0,0,A02,25.0000000000,US,2025-01-02 00:00:00,*,yulya,2025-01-02 15:20:47.710000,yulya,2025-01-02 15:23:35.203000,6783,KGShop,KGShop
155- 7140,0,0,A02,25.0000000000,US,2025-01-02 15:04:34.383000,*,yulya,2025-01-02 15:04:34.383000,,,6776,KGShop,
160- 018,0,0,A02,32.0000000000,US,2024-07-11 00:00:00,*,,,,,3661,,
160- 019,0,0,A02,30.0000000000,US,2024-07-11 00:00:00,*,,,,,3662,,
160 2225,0,0,A02,21.0000000000,US,2024-02-09 00:00:00,*,,,,,2072,,
160- 26,0,0,A02,30.0000000000,US,2024-07-11 00:00:00,*,,,,,3663,,
160- 27,0,0,A02,30.0000000000,US,2024-07-11 00:00:00,*,,,,,3664,,
160- 33,0,0,A02,28.0000000000,US,2024-07-01 00:00:00,*,,,,,3386,,
160- 33,0,0,A03,34.0000000000,US,2024-07-01 00:00:00,,,,,,3387,,
160- 34,0,0,A02,27.0000000000,US,2024-07-01 00:00:00,*,,,,,3388,,
160- 34,0,0,A03,32.0000000000,US,2024-07-01 00:00:00,,,,,,3389,,
160- 60,0,0,A02,24.0000000000,US,2024-07-01 00:00:00,*,,,,,3390,,
160- 62,0,0,A02,23.0000000000,US,2024-07-01 00:00:00,*,,,,,3391,,
160- 64,0,0,A02,28.0000000000,US,2024-07-11 00:00:00,*,,,,,3665,,
160- 71,0,0,A02,28.0000000000,US,2024-07-01 00:00:00,*,,,,,3392,,
160- 72,0,0,A02,30.0000000000,US,2024-07-01 00:00:00,*,,,,,3393,,
160- 74,0,0,A02,28.0000000000,US,2024-07-01 00:00:00,*,,,,,3394,,
160- 75,0,0,A02,29.0000000000,US,2024-07-01 00:00:00,*,,,,,3395,,
160-101,0,0,A02,17.0000000000,US,2024-10-22 00:00:00,*,yulya,2024-10-22 18:52:19.610000,yulya,2024-10-22 18:52:45.530000,5355,KGShop,KGShop
160-102,0,0,A02,19.0000000000,US,2024-10-22 17:58:47.077000,*,yulya,2024-10-22 17:58:47.077000,,,5348,KGShop,
160-103,0,0,A02,19.0000000000,US,2024-10-22 00:00:00,*,yulya,2024-10-22 17:55:41.853000,yulya,2024-10-22 17:56:17.393000,5347,KGShop,KGShop
160-110,0,0,A02,18.0000000000,US,2024-10-23 00:00:00,*,yulya,2024-10-22 17:30:21.283000,yulya,2024-10-23 12:06:31.253000,5342,KGShop,KGShop
160-114,0,0,A02,19.0000000000,US,2024-10-22 00:00:00,*,yulya,2024-10-22 18:55:06.760000,yulya,2024-10-22 18:55:37.030000,5356,KGShop,KGShop
160-115,0,0,A02,17.0000000000,US,2024-10-22 00:00:00,*,yulya,2024-10-22 18:43:13.193000,yulya,2024-10-22 18:43:32.853000,5353,KGShop,KGShop
160-116,0,0,A02,18.0000000000,US,2024-10-23 00:00:00,*,yulya,2024-10-22 18:57:12.290000,yulya,2024-10-23 12:06:50.270000,5357,KGShop,KGShop
160-1260,0,0,A02,19.0000000000,US,2024-10-22 00:00:00,*,yulya,2024-10-22 17:39:11.837000,yulya,2024-10-22 17:40:07.163000,5344,KGShop,KGShop
160-202,0,0,A02,22.0000000000,US,2024-10-22 00:00:00,*,yulya,2024-10-22 17:17:02.633000,yulya,2024-10-22 17:17:35.753000,5339,KGShop,KGShop
160-208,0,0,A02,21.0000000000,US,2024-10-22 00:00:00,*,yulya,2024-10-22 18:39:58.410000,yulya,2024-10-22 18:40:38.410000,5352,KGShop,KGShop
160-211,0,0,A02,21.0000000000,US,2024-10-23 00:00:00,*,yulya,2024-10-23 11:57:04.893000,yulya,2024-10-23 11:57:58.577000,5362,KGShop,KGShop
160-213,0,0,A02,19.0000000000,US,2025-02-18 00:00:00,*,yulya,2024-10-22 17:19:55.757000,yulya,2025-02-18 10:38:45.170000,5340,KGShop,KGShop
160-217,0,0,A02,20.0000000000,US,2024-10-22 00:00:00,*,yulya,2024-10-22 19:02:18.970000,yulya,2024-10-22 19:03:05.677000,5358,KGShop,KGShop
160-218,0,0,A02,22.0000000000,US,2024-10-22 00:00:00,*,yulya,2024-10-22 17:44:33.070000,yulya,2024-10-22 17:45:33.097000,5345,KGShop,KGShop
160-219,0,0,A02,21.0000000000,US,2024-10-22 00:00:00,*,yulya,2024-10-22 18:02:19.470000,yulya,2024-10-22 18:03:03.773000,5349,KGShop,KGShop
160-226,0,0,A02,21.0000000000,US,2024-10-22 00:00:00,*,yulya,2024-10-22 18:21:33.860000,yulya,2024-10-22 18:35:26.977000,5350,KGShop,KGShop
160-232,0,0,A02,21.0000000000,US,2024-10-22 00:00:00,*,yulya,2024-10-22 17:10:20.967000,yulya,2024-10-22 17:12:16.203000,5338,KGShop,KGShop
160-233,0,0,A02,21.0000000000,US,2024-10-22 00:00:00,*,yulya,2024-10-22 17:25:59.850000,yulya,2024-10-22 17:27:05.567000,5341,KGShop,KGShop
160-302,0,0,A02,20.0000000000,US,2024-10-22 00:00:00,*,yulya,2024-10-22 17:50:56.230000,yulya,2024-10-22 17:51:46.973000,5346,KGShop,KGShop
160-400,0,0,A02,20.0000000000,US,2024-10-22 00:00:00,*,yulya,2024-10-22 18:35:43.537000,yulya,2024-10-22 18:37:17.693000,5351,KGShop,KGShop
160-401,0,0,A02,20.0000000000,US,2024-10-22 00:00:00,*,yulya,2024-10-22 18:46:18.433000,yulya,2024-10-22 18:46:50.637000,5354,KGShop,KGShop
160-402,0,0,A02,20.0000000000,US,2024-10-22 19:06:21.570000,*,yulya,2024-10-22 19:06:21.570000,,,5359,KGShop,
161- 05-T14,0,0,A02,13.0000000000,US,2024-07-08 00:00:00,*,,,yulya,2024-07-08 14:12:22.907000,3527,,
161- 15 L03,0,0,A02,18.0000000000,US,2025-04-29 18:47:48.707000,*,yulya,2025-04-29 18:47:48.707000,,,7327,KGShop,
161- 22,0,0,A02,18.0000000000,US,2025-02-20 00:00:00,*,yulya,2025-02-20 10:36:32.077000,yulya,2025-02-20 10:36:52.380000,7265,KGShop,KGShop
161- 30-T100,0,0,A02,25.0000000000,US,2024-06-21 00:00:00,*,,,,,3083,,
161- 30-T100,0,0,A03,31.0000000000,US,2024-06-21 00:00:00,,,,,,3084,,
161- 30-T17,0,0,A03,31.0000000000,US,2024-07-02 00:00:00,,,,,,3465,,
161- 30-T17,0,0,A05,25.0000000000,US,2024-07-02 00:00:00,*,,,,,3466,,
161- 31- T03,0,0,A02,25.0000000000,US,2024-06-21 00:00:00,*,,,,,3085,,
161- 31- T03,0,0,A03,31.0000000000,US,2024-06-21 00:00:00,,,,,,3086,,
161- 31-T100,0,0,A02,25.0000000000,US,2024-06-21 00:00:00,*,,,,,3087,,
161- 31-T100,0,0,A03,31.0000000000,US,2024-06-21 00:00:00,,,,,,3088,,
161- 32- T17,0,0,A02,25.0000000000,US,2024-06-21 00:00:00,*,,,,,3089,,
161- 32- T17,0,0,A03,31.0000000000,US,2024-06-21 00:00:00,,,,,,3090,,
161- 32-T100,0,0,A02,25.0000000000,US,2024-06-21 00:00:00,*,,,,,3091,,
161- 32-T100,0,0,A03,31.0000000000,US,2024-06-21 00:00:00,,,,,,3092,,
161- 330-T03,0,0,A02,25.0000000000,US,2024-06-21 00:00:00,*,,,,,3093,,
161- 330-T03,0,0,A03,31.0000000000,US,2024-06-21 00:00:00,,,,,,3094,,
161- 33-T100,0,0,A02,25.0000000000,US,2024-06-21 00:00:00,*,,,,,3095,,
161- 33-T100,0,0,A03,31.0000000000,US,2024-06-21 00:00:00,,,,,,3096,,
161- 34- T100,0,0,A02,25.0000000000,US,2024-06-21 00:00:00,*,,,,,3097,,
161- 34- T100,0,0,A03,31.0000000000,US,2024-06-21 00:00:00,,,,,,3098,,
161- 34-T03,0,0,A02,25.0000000000,US,2024-06-21 00:00:00,*,,,,,3099,,
161- 34-T03,0,0,A03,31.0000000000,US,2024-06-21 00:00:00,,,,,,3100,,
161- 400-T03,0,0,A02,24.0000000000,US,2024-06-21 00:00:00,*,,,,,3101,,
161- 400-T03,0,0,A03,30.0000000000,US,2024-06-21 00:00:00,,,,,,3102,,
161- 400-T100,0,0,A02,24.0000000000,US,2024-06-21 00:00:00,*,,,,,3103,,
161- 400-T100,0,0,A03,30.0000000000,US,2024-06-21 00:00:00,,,,,,3104,,
161- 400-T17,0,0,A02,24.0000000000,US,2024-06-21 00:00:00,*,,,,,3105,,
161- 400-T17,0,0,A03,30.0000000000,US,2024-06-21 00:00:00,,,,,,3106,,
161- 516,0,0,A03,33.0000000000,US,2024-07-02 00:00:00,,,,,,3467,,
161- 516,0,0,A05,28.0000000000,US,2024-07-02 00:00:00,*,,,,,3468,,
161- 898-T03,0,0,A02,25.0000000000,US,2024-06-21 00:00:00,*,,,,,3107,,
161- 898-T03,0,0,A03,31.0000000000,US,2024-06-21 00:00:00,,,,,,3108,,
161-100 L01,0,0,A02,17.0000000000,US,2024-12-09 00:00:00,*,yulya,2024-11-19 12:54:39.553000,yulya,2024-12-09 16:18:27.880000,5907,KGShop,KGShop
161-101-L03,0,0,A02,17.0000000000,US,2024-12-09 00:00:00,*,yulya,2024-11-19 13:02:15.693000,yulya,2024-12-09 16:18:52.890000,5909,KGShop,KGShop
161-104-L01,0,0,A02,18.0000000000,US,2025-02-13 00:00:00,*,yulya,2024-11-19 12:58:33.483000,yulya,2025-02-13 13:11:05.237000,5908,KGShop,KGShop
161-111,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 14:33:54.883000,yulya,2025-04-24 17:53:25.050000,5923,KGShop,KGShop
161-112 L01,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 14:37:10.477000,yulya,2025-04-24 17:54:44.267000,5924,KGShop,KGShop
161-113,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 14:17:25.107000,yulya,2025-04-24 17:53:42.630000,5918,KGShop,KGShop
161-114,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 14:13:12.237000,yulya,2025-04-24 17:54:02.433000,5916,KGShop,KGShop
161-116,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 14:25:30.660000,yulya,2025-04-24 17:54:19.817000,5921,KGShop,KGShop
161-117,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 11:05:25.130000,yulya,2025-04-24 17:55:37.913000,5885,KGShop,KGShop
161-118,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 14:40:25.320000,yulya,2025-04-24 17:55:02.150000,5925,KGShop,KGShop
161-119,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 14:10:23.293000,yulya,2025-04-24 17:55:20.067000,5915,KGShop,KGShop
161-121,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 14:44:58.587000,yulya,2025-04-24 17:56:03.927000,5926,KGShop,KGShop
161-123,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 11:20:45.757000,yulya,2025-04-24 17:56:19.690000,5890,KGShop,KGShop
161-126,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 14:08:33.250000,yulya,2025-04-24 17:56:35.003000,5914,KGShop,KGShop
161-128,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 14:27:37.220000,yulya,2025-04-24 17:56:50.917000,5922,KGShop,KGShop
161-130,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 10:49:57.303000,yulya,2025-04-24 17:58:18.640000,5881,KGShop,KGShop
161-133,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 14:47:23.350000,yulya,2025-04-24 17:58:36.963000,5927,KGShop,KGShop
161-134 L01,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 13:10:53.560000,yulya,2025-04-24 17:58:52.453000,5911,KGShop,KGShop
161-138,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 14:05:57.520000,yulya,2025-04-24 17:59:09.330000,5913,KGShop,KGShop
161-139,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 14:01:49.120000,yulya,2025-04-24 17:59:25.540000,5912,KGShop,KGShop
161-140,0,0,A02,18.0000000000,US,2025-04-24 00:00:00,*,yulya,2024-11-19 14:20:40.780000,yulya,2025-04-24 18:00:06.003000,5919,KGShop,KGShop
161-200,0,0,A02,18.0000000000,US,2024-11-19 14:22:33.510000,*,yulya,2024-11-19 14:22:33.510000,,,5920,KGShop,
161-202,0,0,A02,18.0000000000,US,2024-11-19 11:18:39.193000,*,yulya,2024-11-19 11:18:39.193000,,,5889,KGShop,
161-212,0,0,A02,18.0000000000,US,2024-11-19 00:00:00,*,yulya,2024-11-19 11:16:43.793000,yulya,2024-11-19 11:18:12.733000,5888,KGShop,KGShop
161-214 L02,0,0,A02,18.0000000000,US,2024-11-19 14:15:30.533000,*,yulya,2024-11-19 14:15:30.533000,,,5917,KGShop,
161-223,0,0,A02,18.0000000000,US,2024-11-19 14:59:09.323000,*,yulya,2024-11-19 14:59:09.323000,,,5930,KGShop,
161-224,0,0,A02,18.0000000000,US,2024-11-19 14:50:17.387000,*,yulya,2024-11-19 14:50:17.387000,,,5928,KGShop,
161-58 T13,0,0,A02,18.0000000000,US,2024-11-19 13:07:46.440000,*,yulya,2024-11-19 13:07:46.440000,,,5910,KGShop,
161-60 T13,0,0,A02,18.0000000000,US,2024-11-19 10:53:12.147000,*,yulya,2024-11-19 10:53:12.147000,,,5883,KGShop,
161-64 T13,0,0,A02,18.0000000000,US,2024-11-19 10:57:34.937000,*,yulya,2024-11-19 10:57:34.937000,,,5884,KGShop,
161-66C T23,0,0,A02,18.0000000000,US,2024-11-19 14:57:15.330000,*,yulya,2024-11-19 14:57:15.330000,,,5929,KGShop,
161-S 10,0,0,A02,22.0000000000,US,2024-11-19 12:07:41.803000,*,yulya,2024-11-19 12:07:41.803000,,,5898,KGShop,
161-S 11,0,0,A02,22.0000000000,US,2024-11-19 12:40:57.400000,*,yulya,2024-11-19 12:40:57.400000,,,5903,KGShop,
161-S 14,0,0,A02,22.0000000000,US,2024-11-19 15:37:20.100000,*,yulya,2024-11-19 15:37:20.100000,,,5932,KGShop,
161-S 20,0,0,A02,22.0000000000,US,2024-11-19 11:14:33.690000,*,yulya,2024-11-19 11:14:33.690000,,,5887,KGShop,
161-S 23,0,0,A02,22.0000000000,US,2024-11-19 00:00:00,*,yulya,2024-11-19 11:07:48.237000,yulya,2024-11-19 11:08:57.587000,5886,KGShop,KGShop
161-S 5,0,0,A02,22.0000000000,US,2024-11-19 12:51:51.753000,*,yulya,2024-11-19 12:51:51.753000,,,5906,KGShop,
161-S03-L23,0,0,A02,22.0000000000,US,2024-11-19 11:33:46.867000,*,yulya,2024-11-19 11:33:46.867000,,,5894,KGShop,
161-S10-L16,0,0,A02,22.0000000000,US,2024-11-19 12:24:14.827000,*,yulya,2024-11-19 12:24:14.827000,,,5899,KGShop,
161-S13-L117,0,0,A02,22.0000000000,US,2024-11-19 12:26:20.367000,*,yulya,2024-11-19 12:26:20.367000,,,5900,KGShop,
161-S15,0,0,A02,22.0000000000,US,2024-11-19 11:36:25.413000,*,yulya,2024-11-19 11:36:25.413000,,,5895,KGShop,
161-S18-L20,0,0,A02,22.0000000000,US,2024-11-19 12:05:30.750000,*,yulya,2024-11-19 12:05:30.750000,,,5897,KGShop,
161-S19-L23,0,0,A02,22.0000000000,US,2024-11-19 11:38:34.243000,*,yulya,2024-11-19 11:38:34.243000,,,5896,KGShop,
161-S21-L22,0,0,A02,22.0000000000,US,2024-11-19 12:35:57.723000,*,yulya,2024-11-19 12:35:57.723000,,,5901,KGShop,
161-S2-L12,0,0,A02,22.0000000000,US,2024-11-19 11:27:54.847000,*,yulya,2024-11-19 11:27:54.847000,,,5892,KGShop,
161-S4-L11,0,0,A02,22.0000000000,US,2024-11-19 12:48:25.170000,*,yulya,2024-11-19 12:48:25.170000,,,5905,KGShop,
161-S6-L21,0,0,A02,22.0000000000,US,2024-11-19 00:00:00,*,yulya,2024-11-19 11:23:54.100000,yulya,2024-11-19 11:24:54.507000,5891,KGShop,KGShop
161-S7-L11,0,0,A02,22.0000000000,US,2024-11-19 12:45:14.833000,*,yulya,2024-11-19 12:45:14.833000,,,5904,KGShop,
161-S8-L10,0,0,A02,22.0000000000,US,2024-11-19 11:30:03.097000,*,yulya,2024-11-19 11:30:03.097000,,,5893,KGShop,
161-S9-L18,0,0,A02,22.0000000000,US,2024-11-19 12:39:12.413000,*,yulya,2024-11-19 12:39:12.413000,,,5902,KGShop,
161-S9-L19,0,0,A02,22.0000000000,US,2024-11-19 15:01:28.933000,*,yulya,2024-11-19 15:01:28.937000,,,5931,KGShop,
163 1010,0,0,A02,24.0000000000,US,2024-01-15 00:00:00,*,,,,,1833,,
163- 1019,0,0,A02,25.0000000000,US,2024-07-12 00:00:00,*,,,,,3708,,
163 1030 ,0,0,A02,24.0000000000,US,2024-01-15 00:00:00,*,,,,,1834,,
163- 1054,0,0,A02,25.0000000000,US,2024-07-12 00:00:00,*,,,,,3709,,
163- 1070,0,0,A02,24.0000000000,US,2024-12-19 00:00:00,*,yulya,2024-12-19 17:32:39.400000,yulya,2024-12-19 17:33:20.473000,6605,KGShop,KGShop
163- 1501,0,0,A03,35.0000000000,US,2024-07-12 00:00:00,,,,,,3710,,
163- 1501,0,0,A05,28.0000000000,US,2024-07-12 00:00:00,*,,,,,3711,,
163- 1505,0,0,A03,35.0000000000,US,2024-07-12 00:00:00,,,,,,3712,,
163- 1505,0,0,A04,31.0000000000,US,2024-07-12 00:00:00,,,,,,3713,,
163- 1505,0,0,A05,28.0000000000,US,2024-07-12 00:00:00,*,,,,,3714,,
163- 1510,0,0,A03,35.0000000000,US,2024-07-12 00:00:00,,,,,,3715,,
163- 1510,0,0,A05,28.0000000000,US,2024-07-12 00:00:00,*,,,,,3716,,
163- 185,0,0,A02,17.0000000000,US,2024-12-19 18:06:12.860000,*,yulya,2024-12-19 18:06:12.860000,,,6611,KGShop,
163 200,0,0,A02,17.0000000000,US,2024-01-15 00:00:00,*,,,,,1835,,
163- 200,0,0,A02,17.0000000000,US,2024-12-19 00:00:00,*,yulya,2024-12-19 17:34:47.033000,yulya,2024-12-19 17:35:27.400000,6606,KGShop,KGShop
163 2005,0,0,A02,22.0000000000,US,2024-01-15 00:00:00,*,,,,,1836,,
163- 2011,0,0,A02,22.0000000000,US,2024-12-19 16:57:55.997000,*,yulya,2024-12-19 16:57:55.997000,,,6596,KGShop,
163- 2014,0,0,A02,22.0000000000,US,2024-12-19 17:14:25.597000,*,yulya,2024-12-19 17:14:25.597000,,,6600,KGShop,
163 2019,0,0,A02,22.0000000000,US,2024-01-15 00:00:00,*,,,,,1837,,
163- 202,0,0,A02,17.0000000000,US,2024-12-19 17:58:40.150000,*,yulya,2024-12-19 17:58:40.153000,,,6608,KGShop,
163 2025,0,0,A02,24.0000000000,US,2024-01-15 00:00:00,*,,,,,1838,,
163- 2028,0,0,A02,22.0000000000,US,2024-07-12 00:00:00,*,,,,,3717,,
163- 2034,0,0,A02,22.0000000000,US,2024-07-12 00:00:00,*,,,,,3718,,
163- 2035,0,0,A02,22.0000000000,US,2024-12-19 00:00:00,*,yulya,2024-12-19 16:54:31.903000,yulya,2024-12-19 16:56:32.750000,6595,KGShop,KGShop
163- 2038,0,0,A02,22.0000000000,US,2024-07-12 00:00:00,*,,,,,3719,,
163- 204,0,0,A02,17.0000000000,US,2024-07-12 00:00:00,*,,,,,3720,,
163- 2040,0,0,A02,22.0000000000,US,2024-12-19 17:20:09.190000,*,yulya,2024-12-19 17:20:09.190000,,,6603,KGShop,
163 205,0,0,A02,17.0000000000,US,2024-01-15 00:00:00,*,,,,,1839,,
163- 205,0,0,A02,17.0000000000,US,2024-12-19 16:49:58.697000,*,yulya,2024-12-19 16:49:58.697000,,,6594,KGShop,
163- 2053,0,0,A02,22.0000000000,US,2024-12-19 17:11:39.783000,*,yulya,2024-12-19 17:11:39.783000,,,6599,KGShop,
163- 2055,0,0,A02,22.0000000000,US,2024-12-19 17:00:09.190000,*,yulya,2024-12-19 17:00:09.190000,,,6597,KGShop,
163- 2060,0,0,A02,23.0000000000,US,2024-12-19 00:00:00,*,yulya,2024-12-19 17:22:44.820000,yulya,2024-12-19 17:23:42.740000,6604,KGShop,KGShop
163- 2065,0,0,A02,22.0000000000,US,2024-12-19 17:18:02.057000,*,yulya,2024-12-19 17:18:02.057000,,,6602,KGShop,
163- 207,0,0,A02,17.0000000000,US,2024-12-19 00:00:00,*,yulya,2024-12-19 16:46:41.307000,yulya,2024-12-19 16:47:38.860000,6593,KGShop,KGShop
163- 2070,0,0,A02,22.0000000000,US,2024-12-19 17:15:59.150000,*,yulya,2024-12-19 17:15:59.150000,,,6601,KGShop,
163- 2080,0,0,A02,23.0000000000,US,2024-12-19 00:00:00,*,yulya,2024-12-19 17:05:59.307000,yulya,2024-12-19 18:00:45.547000,6598,KGShop,KGShop
163 212,0,0,A02,19.0000000000,US,2024-04-16 00:00:00,*,,,,,2179,,
163- 219,0,0,A02,17.0000000000,US,2024-07-12 00:00:00,*,,,,,3721,,
163 220,0,0,A02,17.0000000000,US,2024-01-15 00:00:00,*,,,,,1840,,
163- 220,0,0,A02,17.0000000000,US,2024-12-19 00:00:00,*,yulya,2024-12-19 18:11:22.497000,yulya,2024-12-19 18:11:54.900000,6613,KGShop,KGShop
163- 221,0,0,A02,17.0000000000,US,2024-12-19 17:53:38.823000,*,yulya,2024-12-19 17:53:38.823000,,,6607,KGShop,
163- 223,0,0,A02,17.0000000000,US,2025-03-14 15:19:18.950000,*,yulya,2025-03-14 15:19:18.950000,,,7301,KGShop,
163- 224,0,0,A02,17.0000000000,US,2024-07-12 00:00:00,*,,,,,3722,,
163 235,0,0,A02,17.0000000000,US,2024-01-15 00:00:00,*,,,,,1841,,
163 240,0,0,A02,17.0000000000,US,2024-04-15 00:00:00,*,,,yulya,2024-04-15 18:47:44.590000,2176,,
163- 243,0,0,A02,17.0000000000,US,2024-12-19 00:00:00,*,yulya,2024-12-19 18:04:02.193000,yulya,2024-12-19 18:04:33.800000,6610,KGShop,KGShop
163- 3001,0,0,A03,35.0000000000,US,2024-07-12 00:00:00,,,,,,3723,,
163- 3001,0,0,A05,28.0000000000,US,2024-07-12 00:00:00,*,,,,,3724,,
