SipNo,CariKod,TedFirmaCode,BelgeNo,SendtoMail,kgid,insUN,insDT,insApp,updUN,updDT,updApp
22699,320.207,100,000687,*,422,yulya,2025-02-06 15:02:59.810000,KGShop,yulya,2025-02-06 15:08:00.873000,KGShop
22700,320.229,100,000687,*,423,yulya,2025-02-06 15:02:59.853000,KGShop,yulya,2025-02-06 15:08:03.383000,KGShop
22701,320.267,100,000687,*,424,yulya,2025-02-06 15:02:59.883000,KGShop,yulya,2025-02-06 15:08:05.763000,KGShop
22702,320.257,100,000687,*,425,yulya,2025-02-06 15:06:11.060000,KGShop,yulya,2025-02-06 15:08:07.637000,KGShop
22703,320.052,100,000688,*,426,yulya,2025-02-06 15:17:26.833000,KGShop,yulya,2025-02-06 15:17:43.740000,KGShop
22704,320.059,100,000688,*,427,yulya,2025-02-06 15:17:26.877000,KGShop,yulya,2025-02-06 15:17:45.490000,KGShop
22705,320.080,100,000688,*,428,yulya,2025-02-06 15:17:26.907000,KGShop,yulya,2025-02-06 15:17:47.023000,KGShop
22706,320.129,100,000688,*,429,yulya,2025-02-06 15:17:26.947000,KGShop,yulya,2025-02-06 15:17:48.650000,KGShop
22707,320.131,100,000688,*,430,yulya,2025-02-06 15:17:26.970000,KGShop,yulya,2025-02-06 15:17:50.353000,KGShop
22708,320.133,100,000688,*,431,yulya,2025-02-06 15:17:26.997000,KGShop,yulya,2025-02-06 15:17:51.787000,KGShop
22709,320.163,100,000688,*,432,yulya,2025-02-06 15:17:27.027000,KGShop,yulya,2025-02-06 15:17:53.120000,KGShop
22710,320.190,100,000688,*,433,yulya,2025-02-06 15:17:27.053000,KGShop,yulya,2025-02-06 15:17:54.560000,KGShop
22711,320.267,100,000688,*,434,yulya,2025-02-06 15:17:27.077000,KGShop,yulya,2025-02-06 15:17:56.143000,KGShop
22712,320.131,100,000689,*,435,yulya,2025-02-06 15:20:15.327000,KGShop,yulya,2025-02-06 15:22:44.273000,KGShop
22713,320.190,100,000689,*,436,yulya,2025-02-06 15:20:15.367000,KGShop,yulya,2025-02-06 15:22:46.413000,KGShop
22714,320.267,100,000689,*,437,yulya,2025-02-06 15:20:15.390000,KGShop,yulya,2025-02-06 15:22:48.463000,KGShop
22716,320.023,100,000690,*,438,yulya,2025-02-06 15:24:40.233000,KGShop,yulya,2025-02-06 15:27:43.893000,KGShop
22717,320.108,100,000690,*,439,yulya,2025-02-06 15:24:40.297000,KGShop,yulya,2025-02-06 15:27:44.023000,KGShop
22718,320.077,100,000691,*,440,yulya,2025-02-06 15:30:31.090000,KGShop,yulya,2025-02-06 15:32:44.133000,KGShop
22719,320.219,100,000691,*,441,yulya,2025-02-06 15:30:31.173000,KGShop,yulya,2025-02-06 15:32:46.790000,KGShop
22720,320.255,100,000691,*,442,yulya,2025-02-06 15:30:31.210000,KGShop,yulya,2025-02-06 15:32:48.870000,KGShop
22721,320.033,100,000692,*,443,yulya,2025-02-06 15:33:08.810000,KGShop,yulya,2025-02-06 15:37:48.350000,KGShop
22722,320.119,100,000692,*,444,yulya,2025-02-06 15:33:08.863000,KGShop,yulya,2025-02-06 15:37:55.520000,KGShop
22723,320.161,100,000692,*,445,yulya,2025-02-06 15:33:08.883000,KGShop,yulya,2025-02-06 15:37:59.537000,KGShop
22724,320.267,100,000692,*,446,yulya,2025-02-06 15:33:08.903000,KGShop,yulya,2025-02-06 15:38:05.130000,KGShop
22725,320.023,100,000693,*,447,yulya,2025-02-06 16:15:06.183000,KGShop,yulya,2025-02-06 16:17:43.303000,KGShop
22726,320.033,100,000693,*,448,yulya,2025-02-06 16:15:06.207000,KGShop,yulya,2025-02-06 16:17:44.327000,KGShop
22727,320.045,100,000693,*,449,yulya,2025-02-06 16:15:06.230000,KGShop,yulya,2025-02-06 16:17:45.263000,KGShop
22728,320.080,100,000693,*,450,yulya,2025-02-06 16:15:06.253000,KGShop,yulya,2025-02-06 16:17:46.163000,KGShop
22729,320.097,100,000693,*,451,yulya,2025-02-06 16:15:06.280000,KGShop,yulya,2025-02-06 16:17:46.970000,KGShop
22730,320.119,100,000693,*,452,yulya,2025-02-06 16:15:06.323000,KGShop,yulya,2025-02-06 16:17:47.900000,KGShop
22731,320.129,100,000693,*,453,yulya,2025-02-06 16:15:06.363000,KGShop,yulya,2025-02-06 16:17:48.770000,KGShop
22732,320.131,100,000693,*,454,yulya,2025-02-06 16:15:06.387000,KGShop,yulya,2025-02-06 16:17:49.740000,KGShop
22733,320.161,100,000693,*,455,yulya,2025-02-06 16:15:06.413000,KGShop,yulya,2025-02-06 16:17:50.650000,KGShop
22734,320.256,100,000693,*,456,yulya,2025-02-06 16:15:06.463000,KGShop,yulya,2025-02-06 16:17:51.540000,KGShop
22735,320.257,100,000693,*,457,yulya,2025-02-06 16:15:06.487000,KGShop,yulya,2025-02-06 16:17:52.323000,KGShop
22736,320.267,100,000693,*,458,yulya,2025-02-06 16:15:06.510000,KGShop,yulya,2025-02-06 16:17:53.177000,KGShop
22737,320.080,100,000694,*,459,yulya,2025-02-06 16:16:09.270000,KGShop,yulya,2025-02-06 16:17:54.310000,KGShop
22738,320.190,100,000694,*,460,yulya,2025-02-06 16:16:09.293000,KGShop,yulya,2025-02-06 16:17:55.240000,KGShop
22739,320.256,100,000694,*,461,yulya,2025-02-06 16:16:09.317000,KGShop,yulya,2025-02-06 16:17:56.320000,KGShop
22745,320.276,100,000669,*,462,yulya,2025-02-07 12:23:50.830000,KGShop,yulya,2025-02-07 12:26:13.510000,KGShop
22746,320.276,100,000674,*,463,yulya,2025-02-07 12:26:50.933000,KGShop,yulya,2025-02-07 12:31:13.507000,KGShop
22747,320.276,100,000674,*,464,yulya,2025-02-07 12:28:35.813000,KGShop,yulya,2025-02-07 12:31:13.670000,KGShop
22748,320.276,100,000693,*,465,yulya,2025-02-07 12:31:19.633000,KGShop,yulya,2025-02-07 12:36:13.493000,KGShop
22749,320.031,100,000705,*,466,yulya,2025-02-07 13:05:36.033000,KGShop,yulya,2025-02-07 13:06:14.597000,KGShop
22750,320.006,100,000685,*,467,yulya,2025-02-07 13:17:46.420000,KGShop,yulya,2025-02-07 13:21:16.327000,KGShop
22751,320.074,100,000685,*,468,yulya,2025-02-07 13:17:46.443000,KGShop,yulya,2025-02-07 13:21:22.910000,KGShop
22752,320.077,100,000685,*,469,yulya,2025-02-07 13:17:46.480000,KGShop,yulya,2025-02-07 13:21:25.523000,KGShop
22753,320.095,100,000685,*,470,yulya,2025-02-07 13:17:46.503000,KGShop,yulya,2025-02-07 13:21:27.733000,KGShop
22754,320.225,100,000685,*,471,yulya,2025-02-07 13:17:46.523000,KGShop,yulya,2025-02-07 13:21:29.203000,KGShop
22755,320.229,100,000685,*,472,yulya,2025-02-07 13:17:46.560000,KGShop,yulya,2025-02-07 13:21:30.543000,KGShop
22756,320.250,100,000685,*,473,yulya,2025-02-07 13:17:46.617000,KGShop,yulya,2025-02-07 13:21:32.267000,KGShop
22757,320.255,100,000685,*,474,yulya,2025-02-07 13:17:46.640000,KGShop,yulya,2025-02-07 13:21:34.300000,KGShop
22758,320.259,100,000685,*,475,yulya,2025-02-07 13:17:46.677000,KGShop,yulya,2025-02-07 13:21:36.003000,KGShop
22759,320.260,100,000685,*,476,yulya,2025-02-07 13:17:46.700000,KGShop,yulya,2025-02-07 13:21:37.260000,KGShop
22760,320.020,100,000644,*,477,yulya,2025-02-07 13:21:05.787000,KGShop,yulya,2025-02-07 13:21:38.603000,KGShop
22761,320.074,100,000644,*,478,yulya,2025-02-07 13:21:05.823000,KGShop,yulya,2025-02-07 13:21:39.593000,KGShop
22762,320.077,100,000644,*,479,yulya,2025-02-07 13:21:05.857000,KGShop,yulya,2025-02-07 13:21:40.650000,KGShop
22763,320.097,100,000644,*,480,yulya,2025-02-07 13:21:05.893000,KGShop,yulya,2025-02-07 13:21:42.090000,KGShop
22764,320.213,100,000644,*,481,yulya,2025-02-07 13:21:05.913000,KGShop,yulya,2025-02-07 13:21:43.113000,KGShop
22765,320.029,100,000685,*,482,yulya,2025-02-07 13:47:50.327000,KGShop,yulya,2025-02-07 13:51:15.187000,KGShop
22769,320.196,100,000629,*,483,yulya,2025-02-10 11:00:05.337000,KGShop,yulya,2025-02-10 11:04:24.860000,KGShop
22770,320.196,100,000629,*,484,yulya,2025-02-10 11:14:39.207000,KGShop,yulya,2025-02-10 11:19:24.707000,KGShop
22775,320.006,100,000661,*,485,yulya,2025-02-10 12:52:04.187000,KGShop,yulya,2025-02-10 12:55:16.753000,KGShop
22776,320.017,100,000661,*,486,yulya,2025-02-10 12:52:04.210000,KGShop,yulya,2025-02-10 12:55:17.740000,KGShop
22777,320.020,100,000661,*,487,yulya,2025-02-10 12:52:04.230000,KGShop,yulya,2025-02-10 12:55:18.637000,KGShop
22778,320.023,100,000661,*,488,yulya,2025-02-10 12:52:04.280000,KGShop,yulya,2025-02-10 12:55:19.590000,KGShop
22779,320.029,100,000661,*,489,yulya,2025-02-10 12:52:04.320000,KGShop,yulya,2025-02-10 12:55:20.480000,KGShop
22780,320.031,100,000661,*,490,yulya,2025-02-10 12:52:04.347000,KGShop,yulya,2025-02-10 12:55:21.277000,KGShop
22781,320.074,100,000661,*,491,yulya,2025-02-10 12:52:04.370000,KGShop,yulya,2025-02-10 12:55:22.027000,KGShop
22782,320.080,100,000661,*,492,yulya,2025-02-10 12:52:04.417000,KGShop,yulya,2025-02-10 12:55:23.127000,KGShop
22783,320.095,100,000661,*,493,yulya,2025-02-10 12:52:04.463000,KGShop,yulya,2025-02-10 12:55:24.073000,KGShop
22784,320.097,100,000661,*,494,yulya,2025-02-10 12:52:04.500000,KGShop,yulya,2025-02-10 12:55:25.217000,KGShop
22785,320.108,100,000661,*,495,yulya,2025-02-10 12:52:04.523000,KGShop,yulya,2025-02-10 12:55:25.370000,KGShop
22786,320.129,100,000661,*,496,yulya,2025-02-10 12:52:04.560000,KGShop,yulya,2025-02-10 12:55:26.463000,KGShop
22787,320.144,100,000661,*,497,yulya,2025-02-10 12:52:04.617000,KGShop,yulya,2025-02-10 12:55:27.337000,KGShop
22788,320.160,100,000661,*,498,yulya,2025-02-10 12:52:04.657000,KGShop,yulya,2025-02-10 12:55:28.273000,KGShop
22789,320.161,100,000661,*,499,yulya,2025-02-10 12:52:04.677000,KGShop,yulya,2025-02-10 12:55:29.370000,KGShop
22790,320.184,100,000661,*,500,yulya,2025-02-10 12:52:04.703000,KGShop,yulya,2025-02-10 12:55:30.413000,KGShop
22791,320.190,100,000661,*,501,yulya,2025-02-10 12:52:04.730000,KGShop,yulya,2025-02-10 12:55:31.557000,KGShop
22792,320.255,100,000661,*,502,yulya,2025-02-10 12:52:04.767000,KGShop,yulya,2025-02-10 12:55:32.620000,KGShop
22793,320.261,100,000661,*,503,yulya,2025-02-10 12:52:04.793000,KGShop,yulya,2025-02-10 12:55:33.657000,KGShop
22794,320.262,100,000661,*,504,yulya,2025-02-10 12:52:04.913000,KGShop,yulya,2025-02-10 12:55:33.853000,KGShop
22795,320.263,100,000661,*,505,yulya,2025-02-10 12:52:04.960000,KGShop,yulya,2025-02-10 12:55:34.793000,KGShop
22796,320.265,100,000661,*,506,yulya,2025-02-10 12:52:05.003000,KGShop,yulya,2025-02-10 12:55:35.750000,KGShop
22797,320.276,100,000661,*,507,yulya,2025-02-10 12:52:05.030000,KGShop,yulya,2025-02-10 12:55:35.897000,KGShop
22798,320.277,100,000661,*,508,yulya,2025-02-10 12:52:05.053000,KGShop,yulya,2025-02-10 12:55:36.830000,KGShop
22799,320.009,100,000681,*,509,yulya,2025-02-10 13:02:22.793000,KGShop,yulya,2025-02-10 13:04:25.613000,KGShop
22800,320.020,100,000681,*,510,yulya,2025-02-10 13:02:22.860000,KGShop,yulya,2025-02-10 13:04:26.523000,KGShop
22801,320.108,100,000681,*,511,yulya,2025-02-10 13:02:22.940000,KGShop,yulya,2025-02-10 13:04:26.700000,KGShop
22802,320.133,100,000681,*,512,yulya,2025-02-10 13:02:22.987000,KGShop,yulya,2025-02-10 13:04:27.787000,KGShop
22803,320.144,100,000681,*,513,yulya,2025-02-10 13:02:23.027000,KGShop,yulya,2025-02-10 13:04:28.657000,KGShop
22805,320.020,100,000695,*,514,yulya,2025-02-10 13:12:26.007000,KGShop,yulya,2025-02-10 13:14:29.053000,KGShop
22806,320.023,100,000695,*,515,yulya,2025-02-10 13:12:26.050000,KGShop,yulya,2025-02-10 13:14:30.210000,KGShop
22807,320.031,100,000695,*,516,yulya,2025-02-10 13:12:26.110000,KGShop,yulya,2025-02-10 13:14:31.057000,KGShop
22808,320.052,100,000695,*,517,yulya,2025-02-10 13:12:26.137000,KGShop,yulya,2025-02-10 13:14:32.180000,KGShop
22809,320.099,100,000695,*,518,yulya,2025-02-10 13:12:26.187000,KGShop,yulya,2025-02-10 13:14:33.090000,KGShop
22810,320.108,100,000695,*,519,yulya,2025-02-10 13:12:26.210000,KGShop,yulya,2025-02-10 13:14:33.263000,KGShop
22811,320.133,100,000695,*,520,yulya,2025-02-10 13:12:26.237000,KGShop,yulya,2025-02-10 13:14:34.230000,KGShop
22812,320.160,100,000695,*,521,yulya,2025-02-10 13:12:26.270000,KGShop,yulya,2025-02-10 13:14:35.300000,KGShop
22813,320.184,100,000695,*,522,yulya,2025-02-10 13:12:26.293000,KGShop,yulya,2025-02-10 13:14:36.240000,KGShop
22814,320.250,100,000695,*,523,yulya,2025-02-10 13:12:26.323000,KGShop,yulya,2025-02-10 13:14:37.070000,KGShop
22815,320.023,100,000696,*,524,yulya,2025-02-10 13:35:33.347000,KGShop,yulya,2025-02-10 13:39:25.693000,KGShop
22816,320.031,100,000696,*,525,yulya,2025-02-10 13:35:33.373000,KGShop,yulya,2025-02-10 13:39:27,KGShop
22817,320.059,100,000696,*,526,yulya,2025-02-10 13:35:33.417000,KGShop,yulya,2025-02-10 13:39:28.130000,KGShop
22818,320.074,100,000696,*,527,yulya,2025-02-10 13:35:33.487000,KGShop,yulya,2025-02-10 13:39:29.163000,KGShop
22819,320.104,100,000696,*,528,yulya,2025-02-10 13:35:33.540000,KGShop,yulya,2025-02-10 13:39:29.310000,KGShop
22820,320.108,100,000696,*,529,yulya,2025-02-10 13:35:33.570000,KGShop,yulya,2025-02-10 13:39:29.463000,KGShop
22821,320.160,100,000696,*,530,yulya,2025-02-10 13:35:33.600000,KGShop,yulya,2025-02-10 13:39:30.423000,KGShop
22822,320.184,100,000696,*,531,yulya,2025-02-10 13:35:33.630000,KGShop,yulya,2025-02-10 13:39:31.393000,KGShop
22823,320.195,100,000696,*,532,yulya,2025-02-10 13:35:33.660000,KGShop,yulya,2025-02-10 13:39:32.427000,KGShop
22824,320.261,100,000696,*,533,yulya,2025-02-10 13:35:33.687000,KGShop,yulya,2025-02-10 13:39:33.703000,KGShop
22825,320.262,100,000696,*,534,yulya,2025-02-10 13:35:33.713000,KGShop,yulya,2025-02-10 13:39:33.857000,KGShop
22826,320.276,100,000696,*,535,yulya,2025-02-10 13:35:33.740000,KGShop,yulya,2025-02-10 13:39:34,KGShop
22827,320.020,100,000697,*,536,yulya,2025-02-10 14:56:04.070000,KGShop,yulya,2025-02-10 14:59:26,KGShop
22828,320.023,100,000697,*,537,yulya,2025-02-10 14:56:04.103000,KGShop,yulya,2025-02-10 14:59:27.120000,KGShop
22829,320.052,100,000697,*,538,yulya,2025-02-10 14:56:04.180000,KGShop,yulya,2025-02-10 14:59:28.017000,KGShop
22830,320.059,100,000697,*,539,yulya,2025-02-10 14:56:04.230000,KGShop,yulya,2025-02-10 14:59:29.123000,KGShop
22831,320.063,100,000697,*,540,yulya,2025-02-10 14:56:04.267000,KGShop,yulya,2025-02-10 14:59:29.957000,KGShop
22832,320.072,100,000697,*,541,yulya,2025-02-10 14:56:04.293000,KGShop,yulya,2025-02-10 14:59:30.890000,KGShop
22833,320.101,100,000697,*,542,yulya,2025-02-10 14:56:04.320000,KGShop,yulya,2025-02-10 14:59:31.967000,KGShop
22834,320.108,100,000697,*,543,yulya,2025-02-10 14:56:04.367000,KGShop,yulya,2025-02-10 14:59:32.133000,KGShop
22835,320.129,100,000697,*,544,yulya,2025-02-10 14:56:04.430000,KGShop,yulya,2025-02-10 14:59:32.947000,KGShop
22836,320.133,100,000697,*,545,yulya,2025-02-10 14:56:04.453000,KGShop,yulya,2025-02-10 14:59:34.060000,KGShop
22837,320.144,100,000697,*,546,yulya,2025-02-10 14:56:04.480000,KGShop,yulya,2025-02-10 14:59:35.483000,KGShop
22838,320.190,100,000697,*,547,yulya,2025-02-10 14:56:04.510000,KGShop,yulya,2025-02-10 14:59:36.463000,KGShop
22839,320.256,100,000697,*,548,yulya,2025-02-10 14:56:04.533000,KGShop,yulya,2025-02-10 14:59:37.437000,KGShop
22840,320.052,100,000698,*,549,yulya,2025-02-10 15:07:12.797000,KGShop,yulya,2025-02-10 15:09:25.337000,KGShop
22841,320.059,100,000698,*,550,yulya,2025-02-10 15:07:12.837000,KGShop,yulya,2025-02-10 15:09:26.410000,KGShop
22842,320.063,100,000698,*,551,yulya,2025-02-10 15:07:12.860000,KGShop,yulya,2025-02-10 15:09:27.493000,KGShop
22843,320.105,100,000698,*,552,yulya,2025-02-10 15:07:12.890000,KGShop,yulya,2025-02-10 15:09:28.530000,KGShop
22844,320.108,100,000698,*,553,yulya,2025-02-10 15:07:12.920000,KGShop,yulya,2025-02-10 15:09:28.680000,KGShop
22845,320.129,100,000698,*,554,yulya,2025-02-10 15:07:12.990000,KGShop,yulya,2025-02-10 15:09:29.697000,KGShop
22846,320.190,100,000698,*,555,yulya,2025-02-10 15:07:13.013000,KGShop,yulya,2025-02-10 15:09:30.630000,KGShop
22847,320.020,100,000699,*,556,yulya,2025-02-10 15:13:11.243000,KGShop,yulya,2025-02-10 15:14:25.223000,KGShop
22848,320.023,100,000699,*,557,yulya,2025-02-10 15:13:11.270000,KGShop,yulya,2025-02-10 15:14:26.327000,KGShop
22849,320.119,100,000699,*,558,yulya,2025-02-10 15:13:11.327000,KGShop,yulya,2025-02-10 15:14:27.347000,KGShop
22851,320.009,100,000700,*,559,yulya,2025-02-10 15:22:02.447000,KGShop,yulya,2025-02-10 15:24:26.133000,KGShop
22852,320.020,100,000700,*,560,yulya,2025-02-10 15:22:02.473000,KGShop,yulya,2025-02-10 15:24:27.223000,KGShop
22853,320.033,100,000700,*,561,yulya,2025-02-10 15:22:02.520000,KGShop,yulya,2025-02-10 15:24:28.697000,KGShop
22854,320.054,100,000700,*,562,yulya,2025-02-10 15:22:02.547000,KGShop,yulya,2025-02-10 15:24:29.873000,KGShop
22855,320.063,100,000700,*,563,yulya,2025-02-10 15:22:02.570000,KGShop,yulya,2025-02-10 15:24:31.043000,KGShop
22856,320.077,100,000700,*,564,yulya,2025-02-10 15:22:02.630000,KGShop,yulya,2025-02-10 15:24:32.303000,KGShop
22857,320.099,100,000700,*,565,yulya,2025-02-10 15:22:02.677000,KGShop,yulya,2025-02-10 15:24:33.397000,KGShop
22858,320.105,100,000700,*,566,yulya,2025-02-10 15:22:02.740000,KGShop,yulya,2025-02-10 15:24:34.380000,KGShop
22859,320.160,100,000700,*,567,yulya,2025-02-10 15:22:02.760000,KGShop,yulya,2025-02-10 15:24:35.447000,KGShop
22860,320.161,100,000700,*,568,yulya,2025-02-10 15:22:02.790000,KGShop,yulya,2025-02-10 15:24:36.897000,KGShop
22861,320.190,100,000700,*,569,yulya,2025-02-10 15:22:02.820000,KGShop,yulya,2025-02-10 15:24:38.247000,KGShop
22862,320.256,100,000700,*,570,yulya,2025-02-10 15:22:02.847000,KGShop,yulya,2025-02-10 15:24:39.323000,KGShop
22863,320.259,100,000700,*,571,yulya,2025-02-10 15:22:02.893000,KGShop,yulya,2025-02-10 15:24:41.020000,KGShop
22864,320.266,100,000700,*,572,yulya,2025-02-10 15:22:02.917000,KGShop,yulya,2025-02-10 15:24:42.480000,KGShop
22865,320.278,100,000700,*,573,yulya,2025-02-10 15:22:02.943000,KGShop,yulya,2025-02-10 15:24:43.983000,KGShop
22866,320.004,100,000710,*,574,yulya,2025-02-10 15:29:44.530000,KGShop,yulya,2025-02-10 15:34:32.663000,KGShop
22867,320.031,100,000710,*,575,yulya,2025-02-10 15:29:44.553000,KGShop,yulya,2025-02-10 15:34:33.610000,KGShop
22868,320.045,100,000710,*,576,yulya,2025-02-10 15:29:44.580000,KGShop,yulya,2025-02-10 15:34:34.513000,KGShop
22869,320.072,100,000710,*,577,yulya,2025-02-10 15:29:44.603000,KGShop,yulya,2025-02-10 15:34:35.623000,KGShop
22870,320.080,100,000710,*,578,yulya,2025-02-10 15:29:44.630000,KGShop,yulya,2025-02-10 15:34:36.483000,KGShop
22871,320.104,100,000710,*,579,yulya,2025-02-10 15:29:44.653000,KGShop,yulya,2025-02-10 15:34:37.383000,KGShop
22872,320.190,100,000710,*,580,yulya,2025-02-10 15:29:44.680000,KGShop,yulya,2025-02-10 15:34:38.453000,KGShop
22873,320.207,100,000710,*,581,yulya,2025-02-10 15:29:44.727000,KGShop,yulya,2025-02-10 15:34:41.667000,KGShop
22874,320.263,100,000710,*,582,yulya,2025-02-10 15:29:44.767000,KGShop,yulya,2025-02-10 15:34:42.630000,KGShop
22875,320.020,100,000701,*,583,yulya,2025-02-10 15:32:32.947000,KGShop,yulya,2025-02-10 15:34:43.460000,KGShop
22876,320.023,100,000701,*,584,yulya,2025-02-10 15:32:33.030000,KGShop,yulya,2025-02-10 15:34:44.353000,KGShop
22877,320.043,100,000701,*,585,yulya,2025-02-10 15:32:33.060000,KGShop,yulya,2025-02-10 15:34:45.293000,KGShop
22878,320.063,100,000701,*,586,yulya,2025-02-10 15:32:33.093000,KGShop,yulya,2025-02-10 15:34:46.577000,KGShop
22879,320.072,100,000701,*,587,yulya,2025-02-10 15:32:33.127000,KGShop,yulya,2025-02-10 15:34:47.597000,KGShop
22880,320.080,100,000701,*,588,yulya,2025-02-10 15:32:33.150000,KGShop,yulya,2025-02-10 15:34:48.700000,KGShop
22881,320.133,100,000701,*,589,yulya,2025-02-10 15:32:33.197000,KGShop,yulya,2025-02-10 15:34:49.973000,KGShop
22882,320.207,100,000701,*,590,yulya,2025-02-10 15:32:33.220000,KGShop,yulya,2025-02-10 15:34:51.160000,KGShop
22883,320.277,100,000701,*,591,yulya,2025-02-10 15:32:33.270000,KGShop,yulya,2025-02-10 15:34:52.647000,KGShop
22884,320.020,100,000702,*,592,yulya,2025-02-10 15:38:25.493000,KGShop,yulya,2025-02-10 15:39:25.043000,KGShop
22885,320.052,100,000702,*,593,yulya,2025-02-10 15:38:25.520000,KGShop,yulya,2025-02-10 15:39:25.860000,KGShop
22886,320.063,100,000702,*,594,yulya,2025-02-10 15:38:25.550000,KGShop,yulya,2025-02-10 15:39:26.617000,KGShop
22887,320.144,100,000702,*,595,yulya,2025-02-10 15:38:25.577000,KGShop,yulya,2025-02-10 15:39:27.417000,KGShop
22888,320.190,100,000702,*,596,yulya,2025-02-10 15:38:25.600000,KGShop,yulya,2025-02-10 15:39:28.390000,KGShop
22889,320.190,100,000704,*,597,yulya,2025-02-10 15:41:48.617000,KGShop,yulya,2025-02-10 15:44:25.160000,KGShop
22890,320.020,100,000703,*,598,yulya,2025-02-10 15:43:07.630000,KGShop,yulya,2025-02-10 15:44:26.010000,KGShop
22891,320.023,100,000703,*,599,yulya,2025-02-10 15:43:07.680000,KGShop,yulya,2025-02-10 15:44:26.847000,KGShop
22892,320.052,100,000703,*,600,yulya,2025-02-10 15:43:07.703000,KGShop,yulya,2025-02-10 15:44:27.623000,KGShop
22893,320.092,100,000711,*,601,yulya,2025-02-10 15:45:02.810000,KGShop,yulya,2025-02-10 15:49:25.293000,KGShop
22894,320.256,100,000711,*,602,yulya,2025-02-10 15:45:02.837000,KGShop,yulya,2025-02-10 15:49:26.680000,KGShop
22895,320.002,100,000708,*,603,yulya,2025-02-10 15:47:14.893000,KGShop,yulya,2025-02-10 15:49:27.600000,KGShop
22896,320.029,100,000708,*,604,yulya,2025-02-10 15:47:14.940000,KGShop,yulya,2025-02-10 15:49:28.473000,KGShop
22897,320.077,100,000708,*,605,yulya,2025-02-10 15:47:15.007000,KGShop,yulya,2025-02-10 15:49:29.527000,KGShop
22898,320.129,100,000708,*,606,yulya,2025-02-10 15:47:15.067000,KGShop,yulya,2025-02-10 15:49:30.583000,KGShop
22899,320.161,100,000708,*,607,yulya,2025-02-10 15:47:15.093000,KGShop,yulya,2025-02-10 15:49:31.790000,KGShop
22900,320.013,100,000715,*,608,yulya,2025-02-10 15:49:20.173000,KGShop,yulya,2025-02-10 15:49:32.773000,KGShop
22901,320.141,100,000715,*,609,yulya,2025-02-10 15:49:20.197000,KGShop,yulya,2025-02-10 15:49:33.590000,KGShop
22902,320.009,100,000706,*,610,yulya,2025-02-10 15:52:16.430000,KGShop,yulya,2025-02-10 15:54:25.247000,KGShop
22903,320.020,100,000706,*,611,yulya,2025-02-10 15:52:16.457000,KGShop,yulya,2025-02-10 15:54:26.190000,KGShop
22904,320.052,100,000706,*,612,yulya,2025-02-10 15:52:16.500000,KGShop,yulya,2025-02-10 15:54:27.290000,KGShop
22905,320.072,100,000706,*,613,yulya,2025-02-10 15:52:16.530000,KGShop,yulya,2025-02-10 15:54:28.390000,KGShop
22906,320.077,100,000706,*,614,yulya,2025-02-10 15:52:16.560000,KGShop,yulya,2025-02-10 15:54:29.490000,KGShop
22907,320.105,100,000706,*,615,yulya,2025-02-10 15:52:16.613000,KGShop,yulya,2025-02-10 15:54:30.320000,KGShop
22908,320.133,100,000706,*,616,yulya,2025-02-10 15:52:16.643000,KGShop,yulya,2025-02-10 15:54:31.350000,KGShop
22909,320.144,100,000706,*,617,yulya,2025-02-10 15:52:16.673000,KGShop,yulya,2025-02-10 15:54:32.413000,KGShop
22910,320.023,100,000709,*,618,yulya,2025-02-10 15:55:39.870000,KGShop,yulya,2025-02-10 15:59:25.263000,KGShop
22911,320.031,100,000709,*,619,yulya,2025-02-10 15:55:39.920000,KGShop,yulya,2025-02-10 15:59:26.207000,KGShop
22912,320.052,100,000709,*,620,yulya,2025-02-10 15:55:39.950000,KGShop,yulya,2025-02-10 15:59:27.297000,KGShop
22913,320.059,100,000709,*,621,yulya,2025-02-10 15:55:39.997000,KGShop,yulya,2025-02-10 15:59:28.503000,KGShop
22914,320.063,100,000709,*,622,yulya,2025-02-10 15:55:40.067000,KGShop,yulya,2025-02-10 15:59:29.833000,KGShop
22915,320.108,100,000709,*,623,yulya,2025-02-10 15:55:40.117000,KGShop,yulya,2025-02-10 15:59:29.970000,KGShop
22916,320.129,100,000709,*,624,yulya,2025-02-10 15:55:40.180000,KGShop,yulya,2025-02-10 15:59:31.320000,KGShop
22917,320.144,100,000709,*,625,yulya,2025-02-10 15:55:40.253000,KGShop,yulya,2025-02-10 15:59:32.603000,KGShop
22918,320.190,100,000709,*,626,yulya,2025-02-10 15:55:40.323000,KGShop,yulya,2025-02-10 15:59:33.980000,KGShop
22919,320.163,100,000661,*,627,yulya,2025-02-10 16:33:32.420000,KGShop,yulya,2025-02-10 16:34:25.227000,KGShop
22920,320.163,100,000695,*,628,yulya,2025-02-10 16:34:54.647000,KGShop,yulya,2025-02-10 16:39:27.300000,KGShop
22921,320.163,100,000697,*,629,yulya,2025-02-10 16:36:02.343000,KGShop,yulya,2025-02-10 16:39:29.590000,KGShop
22922,320.163,100,000698,*,630,yulya,2025-02-10 16:36:46.157000,KGShop,yulya,2025-02-10 16:39:33.367000,KGShop
22923,320.163,100,000702,*,631,yulya,2025-02-10 16:37:26.310000,KGShop,yulya,2025-02-10 16:39:35.117000,KGShop
22924,320.163,100,000708,*,632,yulya,2025-02-10 16:38:31.053000,KGShop,yulya,2025-02-10 16:39:37.190000,KGShop
