FisNo,Fisinx,cbpg,tanim,ParaCinsi,EvrakNo,Tutar,Banka,Sube,Vade,MuhKod,KurFarkiMuhKod,MM,KurFarkiMM,StpjOran,KDVOran,StpjMuhKod,KDVMuhKod,locked,Tanim2,KurFarkiDvz,BABSCODE,ExtraField1,ExtraField2,ExtraField3,TevKod,TevOran,TevMuhKod,kgid,mkgid,insUN,insDT,insApp,updUN,updDT,updApp
167,395,320.266,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,395,167,yulya,2025-02-07 18:21:06.020000,KGShop,,,
167,396,320.080,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,396,167,yulya,2025-02-07 18:22:29.197000,KGShop,,,
168,397,120.169,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,397,168,yulya,2025-02-10 09:39:25.877000,KGShop,,,
168,398,120.133,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,398,168,yulya,2025-02-10 09:39:25.927000,KGShop,,,
168,399,120.010,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,399,168,yulya,2025-02-10 09:40:21.500000,KGShop,,,
168,400,120.046,,US,,4900.0000000000,,,,,,,,,,,,,,,,,,,,,,400,168,yulya,2025-02-10 10:08:53.530000,KGShop,,,
168,401,120.174,,US,,2500.0000000000,,,,,,,,,,,,,,,,,,,,,,401,168,yulya,2025-02-10 10:11:41.930000,KGShop,,,
169,402,120.099,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,402,169,yulya,2025-02-10 11:46:31.713000,KGShop,,,
170,403,120.156,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,403,170,yulya,2025-02-10 12:29:11.177000,KGShop,,,
171,404,120.043,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,404,171,yulya,2025-02-10 14:51:53.307000,KGShop,,,
172,405,320.020,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,405,172,yulya,2025-02-10 16:24:16.940000,KGShop,,,
173,406,120.064,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,406,173,yulya,2025-02-11 15:19:33.750000,KGShop,,,
173,407,120.123,,US,,447.0000000000,,,,,,,,,,,,,,,,,,,,,,407,173,yulya,2025-02-11 15:27:12.537000,KGShop,yulya,2025-02-11 17:49:00.623000,KGShop
174,408,120.186,,US,,908.0000000000,,,,,,,,,,,,,,,,,,,,,,408,174,yulya,2025-02-12 16:57:34.513000,KGShop,yulya,2025-04-21 14:54:26.770000,KGShop
175,409,120.187,,US,,868.0000000000,,,,,,,,,,,,,,,,,,,,,,409,175,yulya,2025-02-12 16:58:01.067000,KGShop,,,
176,410,120.128,,US,,1992.0000000000,,,,,,,,,,,,,,,,,,,,,,410,176,yulya,2025-02-12 16:58:25.170000,KGShop,,,
177,411,120.154,,US,,1600.0000000000,,,,,,,,,,,,,,,,,,,,,,411,177,yulya,2025-02-12 16:59:46.780000,KGShop,,,
178,412,120.086,1 ÇİFT İADE,US,,41.0000000000,,,,,,,,,,,,,,,,,,,,,,412,178,yulya,2025-02-13 09:41:33.087000,KGShop,,,
179,413,120.133,,US,,1320.0000000000,,,,,,,,,,,,,,,,,,,,,,413,179,yulya,2025-02-13 10:24:52.727000,KGShop,,,
180,415,120.093,,US,,650.0000000000,,,,,,,,,,,,,,,,,,,,,,415,180,yulya,2025-02-13 10:29:14.317000,KGShop,,,
181,416,120.140,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,416,181,yulya,2025-02-13 10:59:42.193000,KGShop,,,
181,417,120.188,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,417,181,yulya,2025-02-13 11:06:42.330000,KGShop,,,
182,418,120.188,DEVİR,US,,5966.0000000000,,,,,,,,,,,,,,,,,,,,,,418,182,yulya,2025-02-13 11:07:20.577000,KGShop,,,
183,419,120.094,DEVİR,US,,6300.0000000000,,,,,,,,,,,,,,,,,,,,,,419,183,yulya,2025-02-13 17:04:23.157000,KGShop,,,
184,420,120.094,GİDEN,US,,6784.0000000000,,,,,,,,,,,,,,,,,,,,,,420,184,yulya,2025-02-13 17:05:12.413000,KGShop,yulya,2025-02-13 17:10:31.980000,KGShop
185,422,120.094,04.04.2024,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,422,185,yulya,2025-02-13 17:07:10.810000,KGShop,,,
185,423,120.094,16.05.2024,US,,2500.0000000000,,,,,,,,,,,,,,,,,,,,,,423,185,yulya,2025-02-13 17:07:10.813000,KGShop,,,
185,424,120.094,13.06.2025,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,424,185,yulya,2025-02-13 17:07:10.817000,KGShop,,,
186,425,120.094,GİDEN,US,,1408.0000000000,,,,,,,,,,,,,,,,,,,,,,425,186,yulya,2025-02-13 17:10:59.237000,KGShop,yulya,2025-02-13 17:11:28.343000,KGShop
187,426,120.094,GİDEN,US,,8088.0000000000,,,,,,,,,,,,,,,,,,,,,,426,187,yulya,2025-02-13 17:12:33.570000,KGShop,,,
188,427,120.094,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,427,188,yulya,2025-02-13 17:13:11.313000,KGShop,,,
189,428,120.094,GİDEN,US,,648.0000000000,,,,,,,,,,,,,,,,,,,,,,428,189,yulya,2025-02-13 17:13:57.260000,KGShop,,,
190,429,120.094,GİDEN,US,,992.0000000000,,,,,,,,,,,,,,,,,,,,,,429,190,yulya,2025-02-13 17:14:53.947000,KGShop,,,
191,430,120.094,GİDEN,US,,1968.0000000000,,,,,,,,,,,,,,,,,,,,,,430,191,yulya,2025-02-13 17:19:32.290000,KGShop,,,
192,431,120.094,,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,431,192,yulya,2025-02-13 17:20:10.443000,KGShop,,,
193,432,120.094,GİDEN,US,,640.0000000000,,,,,,,,,,,,,,,,,,,,,,432,193,yulya,2025-02-13 17:20:59.400000,KGShop,yulya,2025-02-13 17:35:47.683000,KGShop
194,433,120.094,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,433,194,yulya,2025-02-13 17:22:00.667000,KGShop,,,
195,434,120.094,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,434,195,yulya,2025-02-13 17:22:23.990000,KGShop,,,
196,435,120.094,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,435,196,yulya,2025-02-13 17:23:10.997000,KGShop,,,
197,436,120.094,GİDEN ,US,,976.0000000000,,,,,,,,,,,,,,,,,,,,,,436,197,yulya,2025-02-13 17:25:20.280000,KGShop,,,
198,437,120.094,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,437,198,yulya,2025-02-13 17:26:07.287000,KGShop,,,
199,438,120.129,,US,,3048.0000000000,,,,,,,,,,,,,,,,,,,,,,438,199,yulya,2025-02-14 14:44:35.600000,KGShop,,,
199,439,120.108,,US,,4000.0000000000,,,,,,,,,,,,,,,,,,,,,,439,199,yulya,2025-02-14 14:44:35.647000,KGShop,,,
58,440,320.043,1352 KALİTE 7 ÇİFT,US,,301.0000000000,,,,,,,,,,,,,,,,,,,,,,440,58,yulya,2025-02-17 12:52:38.600000,KGShop,yulya,2025-02-20 15:04:51.697000,KGShop
200,441,120.174,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,441,200,yulya,2025-02-17 13:10:13.653000,KGShop,,,
201,442,120.108,3 ÇİFT İADE,US,,105.0000000000,,,,,,,,,,,,,,,,,,,,,,442,201,yulya,2025-02-17 13:39:58.593000,KGShop,,,
202,443,120.027,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,443,202,yulya,2025-02-17 15:25:25.557000,KGShop,,,
203,444,120.150,15 ÇİFT İADE ,US,,690.0000000000,,,,,,,,,,,,,,,,,,,,,,444,203,yulya,2025-02-17 17:45:56.203000,KGShop,yulya,2025-02-17 17:47:09.847000,KGShop
204,445,120.150,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,445,204,yulya,2025-02-17 17:59:51.860000,KGShop,,,
205,446,320.020,B1002 1 ÇİFT KÜRKLÜ İADE,US,,32.0000000000,,,,,,,,,,,,,,,,,,,,,,446,205,yulya,2025-02-17 18:35:23.220000,KGShop,,,
205,447,320.092,1270 1 ÇİFT İADE,US,,32.0000000000,,,,,,,,,,,,,,,,,,,,,,447,205,yulya,2025-02-17 18:35:23.227000,KGShop,,,
205,448,320.077,354 KALİTE 1 ÇİFT İADE,US,,31.0000000000,,,,,,,,,,,,,,,,,,,,,,448,205,yulya,2025-02-17 18:35:23.230000,KGShop,,,
206,449,120.055,,US,,8000.0000000000,,,,,,,,,,,,,,,,,,,,,,449,206,yulya,2025-02-18 13:12:32.753000,KGShop,,,
207,450,120.123,,US,,1516.0000000000,,,,,,,,,,,,,,,,,,,,,,450,207,yulya,2025-02-18 16:17:41.320000,KGShop,,,
208,451,320.006,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,451,208,yulya,2025-02-18 17:36:09.747000,KGShop,,,
208,452,320.009,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,452,208,yulya,2025-02-18 17:36:09.750000,KGShop,,,
208,453,320.013,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,453,208,yulya,2025-02-18 17:36:09.750000,KGShop,,,
208,454,320.018,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,454,208,yulya,2025-02-18 17:36:09.753000,KGShop,,,
209,455,120.043,,US,,315.0000000000,,,,,,,,,,,,,,,,,,,,,,455,209,yulya,2025-02-18 17:42:23.443000,KGShop,yulya,2025-02-18 17:45:37.940000,KGShop
209,456,120.016 ,,US,,1160.0000000000,,,,,,,,,,,,,,,,,,,,,,456,209,yulya,2025-02-18 17:42:58.167000,KGShop,,,
208,457,320.020,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,457,208,yulya,2025-02-18 17:47:29.200000,KGShop,,,
208,458,320.023,,US,,1300.0000000000,,,,,,,,,,,,,,,,,,,,,,458,208,yulya,2025-02-18 17:47:29.203000,KGShop,,,
208,459,320.031,,US,,600.0000000000,,,,,,,,,,,,,,,,,,,,,,459,208,yulya,2025-02-18 17:47:29.210000,KGShop,,,
208,460,320.043,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,460,208,yulya,2025-02-18 18:03:12.080000,KGShop,,,
208,461,320.048,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,461,208,yulya,2025-02-18 18:03:12.093000,KGShop,,,
208,462,320.054,,US,,600.0000000000,,,,,,,,,,,,,,,,,,,,,,462,208,yulya,2025-02-18 18:03:12.097000,KGShop,,,
208,463,320.059,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,463,208,yulya,2025-02-18 18:03:12.097000,KGShop,,,
208,464,320.063,,US,,2800.0000000000,,,,,,,,,,,,,,,,,,,,,,464,208,yulya,2025-02-18 18:03:12.100000,KGShop,,,
208,465,320.072,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,465,208,yulya,2025-02-18 18:03:12.103000,KGShop,,,
208,466,320.074,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,466,208,yulya,2025-02-18 18:03:12.103000,KGShop,,,
208,467,320.077,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,467,208,yulya,2025-02-18 18:03:12.107000,KGShop,,,
208,468,320.080,,US,,750.0000000000,,,,,,,,,,,,,,,,,,,,,,468,208,yulya,2025-02-18 18:03:12.110000,KGShop,,,
208,469,320.101,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,469,208,yulya,2025-02-18 18:03:12.110000,KGShop,,,
208,470,320.105,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,470,208,yulya,2025-02-18 18:03:12.113000,KGShop,,,
208,471,320.129,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,471,208,yulya,2025-02-18 18:03:12.113000,KGShop,,,
208,472,320.130,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,472,208,yulya,2025-02-18 18:03:12.117000,KGShop,,,
208,473,320.133,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,473,208,yulya,2025-02-18 18:03:12.120000,KGShop,,,
208,474,320.144,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,474,208,yulya,2025-02-18 18:03:12.120000,KGShop,,,
208,475,320.155,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,475,208,yulya,2025-02-18 18:03:12.123000,KGShop,,,
208,476,320.160,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,476,208,yulya,2025-02-18 18:03:12.127000,KGShop,,,
208,477,320.161,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,477,208,yulya,2025-02-18 18:03:12.127000,KGShop,,,
208,478,320.163,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,478,208,yulya,2025-02-18 18:09:59.070000,KGShop,,,
208,479,320.190,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,479,208,yulya,2025-02-18 18:09:59.080000,KGShop,,,
208,480,320.195,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,480,208,yulya,2025-02-18 18:09:59.083000,KGShop,,,
208,481,320.207,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,481,208,yulya,2025-02-18 18:09:59.083000,KGShop,,,
208,482,320.213,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,482,208,yulya,2025-02-18 18:09:59.087000,KGShop,,,
208,483,320.214,,US,,180.0000000000,,,,,,,,,,,,,,,,,,,,,,483,208,yulya,2025-02-18 18:09:59.090000,KGShop,,,
208,484,320.219,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,484,208,yulya,2025-02-18 18:09:59.093000,KGShop,,,
208,485,320.225,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,485,208,yulya,2025-02-18 18:09:59.093000,KGShop,,,
208,486,320.229,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,486,208,yulya,2025-02-18 18:09:59.097000,KGShop,,,
208,487,320.254,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,487,208,yulya,2025-02-18 18:09:59.100000,KGShop,,,
208,488,320.255,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,488,208,yulya,2025-02-18 18:09:59.100000,KGShop,,,
208,489,320.256,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,489,208,yulya,2025-02-18 18:09:59.103000,KGShop,,,
208,490,320.259,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,490,208,yulya,2025-02-18 18:09:59.107000,KGShop,,,
208,491,320.260,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,491,208,yulya,2025-02-18 18:09:59.110000,KGShop,,,
208,492,320.263,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,492,208,yulya,2025-02-18 18:09:59.110000,KGShop,,,
208,493,320.268,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,493,208,yulya,2025-02-18 18:09:59.113000,KGShop,,,
208,494,320.270,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,494,208,yulya,2025-02-18 18:09:59.117000,KGShop,,,
210,495,320.020,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,495,210,yulya,2025-02-18 18:11:57.080000,KGShop,,,
211,496,120.061,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,496,211,yulya,2025-02-19 13:49:54.827000,KGShop,,,
212,497,120.152,,US,,5350.0000000000,,,,,,,,,,,,,,,,,,,,,,497,212,yulya,2025-02-19 16:53:24.677000,KGShop,,,
212,498,120.097,,US,,76.0000000000,,,,,,,,,,,,,,,,,,,,,,498,212,yulya,2025-02-19 16:54:39.777000,KGShop,,,
212,499,120.055,,US,,1100.0000000000,,,,,,,,,,,,,,,,,,,,,,499,212,yulya,2025-02-19 17:00:03.287000,KGShop,,,
213,500,120.092,,US,,616.0000000000,,,,,,,,,,,,,,,,,,,,,,500,213,yulya,2025-02-19 18:22:30.203000,KGShop,,,
215,502,120.086,,US,,1567.0000000000,,,,,,,,,,,,,,,,,,,,,,502,215,yulya,2025-02-19 18:45:07.410000,KGShop,,,
143,503,320.261,HESAP KAPAMA,US,,144.0000000000,,,,,,,,,,,,,,,,,,,,,,503,143,yulya,2025-02-20 12:25:09.960000,KGShop,,,
216,504,120.111,,US,,1868.0000000000,,,,,,,,,,,,,,,,,,,,,,504,216,yulya,2025-02-20 13:18:38.993000,KGShop,,,
217,505,120.177,,US,,2693.0000000000,,,,,,,,,,,,,,,,,,,,,,505,217,yulya,2025-02-20 15:29:23.470000,KGShop,,,
217,506,120.179,,US,,3035.0000000000,,,,,,,,,,,,,,,,,,,,,,506,217,yulya,2025-02-20 15:29:23.473000,KGShop,,,
217,507,120.178,,US,,3312.0000000000,,,,,,,,,,,,,,,,,,,,,,507,217,yulya,2025-02-20 15:29:23.473000,KGShop,yulya,2025-02-20 15:32:54.117000,KGShop
217,508,120.117,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,508,217,yulya,2025-02-20 15:33:33.487000,KGShop,,,
218,509,120.029,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,509,218,yulya,2025-02-20 18:41:58.320000,KGShop,,,
219,510,120.047,,US,,5539.0000000000,,,,,,,,,,,,,,,,,,,,,,510,219,yulya,2025-02-21 11:58:32.630000,KGShop,,,
220,511,320.006,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,511,220,yulya,2025-02-24 14:15:01.620000,KGShop,,,
220,512,320.009,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,512,220,yulya,2025-02-24 14:15:01.660000,KGShop,,,
220,513,320.017,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,513,220,yulya,2025-02-24 14:15:01.667000,KGShop,,,
220,514,320.018,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,514,220,yulya,2025-02-24 14:15:01.670000,KGShop,,,
220,515,320.020,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,515,220,yulya,2025-02-24 14:15:01.673000,KGShop,,,
220,516,320.023,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,516,220,yulya,2025-02-24 14:15:01.683000,KGShop,,,
220,517,320.031,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,517,220,yulya,2025-02-24 14:15:01.683000,KGShop,,,
220,518,320.033,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,518,220,yulya,2025-02-24 14:15:01.687000,KGShop,,,
220,519,320.045,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,519,220,yulya,2025-02-24 14:15:01.687000,KGShop,,,
220,520,320.048,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,520,220,yulya,2025-02-24 14:15:01.690000,KGShop,,,
220,521,320.052,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,521,220,yulya,2025-02-24 14:15:01.693000,KGShop,,,
220,522,320.059,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,522,220,yulya,2025-02-24 14:15:01.693000,KGShop,,,
220,523,320.072,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,523,220,yulya,2025-02-24 14:15:01.697000,KGShop,,,
220,524,320.077,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,524,220,yulya,2025-02-24 14:15:01.697000,KGShop,,,
220,525,320.080,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,525,220,yulya,2025-02-24 14:15:01.700000,KGShop,,,
220,526,320.105,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,526,220,yulya,2025-02-24 14:15:01.700000,KGShop,,,
220,527,320.127,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,527,220,yulya,2025-02-24 14:15:01.703000,KGShop,,,
220,528,320.129,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,528,220,yulya,2025-02-24 14:15:01.707000,KGShop,,,
220,529,320.130,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,529,220,yulya,2025-02-24 14:15:01.707000,KGShop,,,
220,530,320.132,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,530,220,yulya,2025-02-24 14:15:01.710000,KGShop,,,
220,531,320.133,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,531,220,yulya,2025-02-24 14:15:01.710000,KGShop,,,
220,532,320.141,,US,,360.0000000000,,,,,,,,,,,,,,,,,,,,,,532,220,yulya,2025-02-24 14:15:01.713000,KGShop,,,
220,533,320.144,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,533,220,yulya,2025-02-24 14:15:01.713000,KGShop,,,
220,534,320.155,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,534,220,yulya,2025-02-24 14:20:20.113000,KGShop,,,
220,535,320.160,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,535,220,yulya,2025-02-24 14:20:20.123000,KGShop,,,
220,536,320.161,,US,,600.0000000000,,,,,,,,,,,,,,,,,,,,,,536,220,yulya,2025-02-24 14:20:20.127000,KGShop,,,
220,537,320.190,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,537,220,yulya,2025-02-24 14:20:20.130000,KGShop,,,
220,538,320.207,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,538,220,yulya,2025-02-24 14:20:20.130000,KGShop,,,
220,539,320.213,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,539,220,yulya,2025-02-24 14:20:20.133000,KGShop,,,
220,540,320.219,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,540,220,yulya,2025-02-24 14:20:20.137000,KGShop,,,
220,541,320.254,,US,,520.0000000000,,,,,,,,,,,,,,,,,,,,,,541,220,yulya,2025-02-24 14:20:20.137000,KGShop,,,
220,542,320.255,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,542,220,yulya,2025-02-24 14:20:20.140000,KGShop,,,
220,543,320.256,,US,,350.0000000000,,,,,,,,,,,,,,,,,,,,,,543,220,yulya,2025-02-24 14:20:20.140000,KGShop,,,
220,544,320.259,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,544,220,yulya,2025-02-24 14:20:20.143000,KGShop,,,
220,545,320.260,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,545,220,yulya,2025-02-24 14:20:20.147000,KGShop,,,
220,546,320.263,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,546,220,yulya,2025-02-24 14:20:20.147000,KGShop,,,
220,547,320.270,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,547,220,yulya,2025-02-24 14:20:20.150000,KGShop,,,
220,548,320.277,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,548,220,yulya,2025-02-24 14:20:20.153000,KGShop,,,
220,549,320.278,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,549,220,yulya,2025-02-24 14:20:20.153000,KGShop,,,
220,550,320.279,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,550,220,yulya,2025-02-24 14:20:20.157000,KGShop,,,
221,551,320.283,41*750,TL,,30750.0000000000,,,,,,,,,,,,,,,,,,,,,,551,221,yulya,2025-02-24 14:22:03.337000,KGShop,,,
220,552,320.283,,TL,,18300.0000000000,,,,,,,,,,,,,,,,,,,,,,552,220,yulya,2025-02-24 14:22:19.463000,KGShop,,,
223,554,120.033,,US,,10250.0000000000,,,,,,,,,,,,,,,,,,,,,,554,223,yulya,2025-02-24 14:27:48.340000,KGShop,,,
224,555,120.043,ÇANTA,US,,195.0000000000,,,,,,,,,,,,,,,,,,,,,,555,224,yulya,2025-02-24 15:56:35.297000,KGShop,,,
225,556,120.174,,US,,1984.0000000000,,,,,,,,,,,,,,,,,,,,,,556,225,yulya,2025-02-24 15:58:49.763000,KGShop,,,
225,557,120.035 ,,US,,1415.0000000000,,,,,,,,,,,,,,,,,,,,,,557,225,yulya,2025-02-24 15:58:49.770000,KGShop,,,
225,558,120.061,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,558,225,yulya,2025-02-24 15:58:49.773000,KGShop,,,
225,559,120.098,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,559,225,yulya,2025-02-24 15:58:49.773000,KGShop,,,
227,561,120.164,,US,,1359.0000000000,,,,,,,,,,,,,,,,,,,,,,561,227,yulya,2025-02-25 11:57:23.067000,KGShop,,,
228,562,120.043,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,562,228,yulya,2025-02-25 12:11:02.933000,KGShop,,,
229,563,120.069,,US,,1192.0000000000,,,,,,,,,,,,,,,,,,,,,,563,229,yulya,2025-02-25 15:19:23.853000,KGShop,,,
230,564,120.175,,US,,210.0000000000,,,,,,,,,,,,,,,,,,,,,,564,230,yulya,2025-02-26 12:33:37.507000,KGShop,,,
231,565,120.121,,US,,12394.0000000000,,,,,,,,,,,,,,,,,,,,,,565,231,yulya,2025-02-26 13:08:29.440000,KGShop,,,
231,566,120.175,,US,,334.0000000000,,,,,,,,,,,,,,,,,,,,,,566,231,yulya,2025-02-26 13:08:29.443000,KGShop,,,
232,567,120.189,,US,,2516.0000000000,,,,,,,,,,,,,,,,,,,,,,567,232,yulya,2025-02-26 16:32:38.287000,KGShop,,,
233,568,120.100,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,568,233,yulya,2025-02-26 17:27:29.930000,KGShop,,,
234,569,120.175,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,569,234,yulya,2025-02-27 09:56:37.843000,KGShop,,,
235,570,120.092,,US,,968.0000000000,,,,,,,,,,,,,,,,,,,,,,570,235,yulya,2025-02-27 14:15:55.047000,KGShop,,,
237,572,120.173,1 TK İPTAL ÖDEME,US,,204.0000000000,,,,,,,,,,,,,,,,,,,,,,572,237,yulya,2025-02-28 11:44:36.480000,KGShop,yulya,2025-02-28 11:45:29.727000,KGShop
237,573,120.174,1 TK İPTAL ÖDEME,US,,304.0000000000,,,,,,,,,,,,,,,,,,,,,,573,237,yulya,2025-02-28 11:45:06.993000,KGShop,yulya,2025-02-28 11:45:29.753000,KGShop
142,574,120.109,,US,,1360.0000000000,,,,,,,,,,,,,,,,,,,,,,574,142,yulya,2025-02-28 11:58:49.463000,KGShop,,,
142,575,120.080,,US,,792.0000000000,,,,,,,,,,,,,,,,,,,,,,575,142,yulya,2025-02-28 11:59:37.657000,KGShop,,,
238,576,120.046,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,576,238,yulya,2025-02-28 13:07:55.367000,KGShop,,,
239,577,320.018,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,577,239,yulya,2025-02-28 17:55:23.757000,KGShop,,,
239,578,320.020,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,578,239,yulya,2025-02-28 17:55:23.767000,KGShop,,,
239,579,320.023,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,579,239,yulya,2025-02-28 17:55:23.770000,KGShop,,,
239,580,320.031,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,580,239,yulya,2025-02-28 17:55:23.773000,KGShop,,,
239,581,320.048,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,581,239,yulya,2025-02-28 17:55:23.777000,KGShop,,,
239,582,320.052,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,582,239,yulya,2025-02-28 17:55:23.790000,KGShop,,,
239,583,320.054,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,583,239,yulya,2025-02-28 17:55:23.793000,KGShop,,,
