Koli_KOD,Beden_No,Koli_ADET,kgid,insUN,insDT,insApp,updUN,updDT,updApp
A764,10,0.000000,8458,yulya,2025-01-13 16:00:31.767000,KGShop,,,
A764,11,0.000000,8459,yulya,2025-01-13 16:00:31.780000,KGShop,,,
A764,12,0.000000,8460,yulya,2025-01-13 16:00:31.797000,KGShop,,,
A766,1,0.000000,8461,yulya,2025-01-14 16:10:54.343000,KGShop,,,
A766,2,0.000000,8462,yulya,2025-01-14 16:10:54.357000,KGShop,,,
A766,3,1.000000,8463,yulya,2025-01-14 16:10:54.373000,KGShop,,,
A766,4,1.000000,8464,yulya,2025-01-14 16:10:54.390000,KGShop,,,
A766,5,1.000000,8465,yulya,2025-01-14 16:10:54.403000,KGShop,,,
A766,6,1.000000,8466,yulya,2025-01-14 16:10:54.420000,KGShop,,,
A766,7,1.000000,8467,yulya,2025-01-14 16:10:54.440000,KGShop,,,
A766,8,1.000000,8468,yulya,2025-01-14 16:10:54.453000,KGShop,,,
A766,9,2.000000,8469,yulya,2025-01-14 16:10:54.470000,KGShop,,,
A766,10,0.000000,8470,yulya,2025-01-14 16:10:54.487000,KGShop,,,
A766,11,0.000000,8471,yulya,2025-01-14 16:10:54.503000,KGShop,,,
A766,12,0.000000,8472,yulya,2025-01-14 16:10:54.523000,KGShop,,,
A768,1,0.000000,8473,yulya,2025-01-14 16:14:39.080000,KGShop,,,
A768,2,0.000000,8474,yulya,2025-01-14 16:14:39.097000,KGShop,,,
A768,3,0.000000,8475,yulya,2025-01-14 16:14:39.113000,KGShop,,,
A768,4,2.000000,8476,yulya,2025-01-14 16:14:39.127000,KGShop,,,
A768,5,2.000000,8477,yulya,2025-01-14 16:14:39.143000,KGShop,,,
A768,6,1.000000,8478,yulya,2025-01-14 16:14:39.160000,KGShop,,,
A768,7,1.000000,8479,yulya,2025-01-14 16:14:39.173000,KGShop,,,
A768,8,1.000000,8480,yulya,2025-01-14 16:14:39.190000,KGShop,,,
A768,9,1.000000,8481,yulya,2025-01-14 16:14:39.207000,KGShop,,,
A768,10,0.000000,8482,yulya,2025-01-14 16:14:39.220000,KGShop,,,
A768,11,0.000000,8483,yulya,2025-01-14 16:14:39.237000,KGShop,,,
A768,12,0.000000,8484,yulya,2025-01-14 16:14:39.250000,KGShop,,,
A770,1,0.000000,8485,yulya,2025-01-14 16:26:31.233000,KGShop,,,
A770,2,0.000000,8486,yulya,2025-01-14 16:26:31.250000,KGShop,,,
A770,3,0.000000,8487,yulya,2025-01-14 16:26:31.263000,KGShop,,,
A770,4,2.000000,8488,yulya,2025-01-14 16:26:31.287000,KGShop,,,
A770,5,1.000000,8489,yulya,2025-01-14 16:26:31.303000,KGShop,,,
A770,6,1.000000,8490,yulya,2025-01-14 16:26:31.317000,KGShop,,,
A770,7,1.000000,8491,yulya,2025-01-14 16:26:31.333000,KGShop,,,
A770,8,1.000000,8492,yulya,2025-01-14 16:26:31.350000,KGShop,,,
A770,9,1.000000,8493,yulya,2025-01-14 16:26:31.363000,KGShop,,,
A770,10,1.000000,8494,yulya,2025-01-14 16:26:31.380000,KGShop,,,
A770,11,0.000000,8495,yulya,2025-01-14 16:26:31.397000,KGShop,,,
A770,12,0.000000,8496,yulya,2025-01-14 16:26:31.410000,KGShop,,,
A772,1,0.000000,8497,yulya,2025-01-14 17:21:53.043000,KGShop,,,
A772,2,0.000000,8498,yulya,2025-01-14 17:21:53.060000,KGShop,,,
A772,3,0.000000,8499,yulya,2025-01-14 17:21:53.073000,KGShop,,,
A772,4,1.000000,8500,yulya,2025-01-14 17:21:53.090000,KGShop,,,
A772,5,2.000000,8501,yulya,2025-01-14 17:21:53.103000,KGShop,,,
A772,6,2.000000,8502,yulya,2025-01-14 17:21:53.123000,KGShop,,,
A772,7,2.000000,8503,yulya,2025-01-14 17:21:53.147000,KGShop,,,
A772,8,1.000000,8504,yulya,2025-01-14 17:21:53.163000,KGShop,,,
A772,9,1.000000,8505,yulya,2025-01-14 17:21:53.187000,KGShop,,,
A772,10,0.000000,8506,yulya,2025-01-14 17:21:53.203000,KGShop,,,
A772,11,0.000000,8507,yulya,2025-01-14 17:21:53.217000,KGShop,,,
A772,12,0.000000,8508,yulya,2025-01-14 17:21:53.233000,KGShop,,,
A774,1,0.000000,8509,yulya,2025-01-15 17:22:38.180000,KGShop,,,
A774,2,0.000000,8510,yulya,2025-01-15 17:22:38.200000,KGShop,,,
A774,3,0.000000,8511,yulya,2025-01-15 17:22:38.217000,KGShop,,,
A774,4,2.000000,8512,yulya,2025-01-15 17:22:38.230000,KGShop,,,
A774,5,4.000000,8513,yulya,2025-01-15 17:22:38.247000,KGShop,,,
A774,6,4.000000,8514,yulya,2025-01-15 17:22:38.263000,KGShop,,,
A774,7,2.000000,8515,yulya,2025-01-15 17:22:38.277000,KGShop,,,
A774,8,2.000000,8516,yulya,2025-01-15 17:22:38.293000,KGShop,,,
A774,9,2.000000,8517,yulya,2025-01-15 17:22:38.310000,KGShop,,,
A774,10,0.000000,8518,yulya,2025-01-15 17:22:38.323000,KGShop,,,
A774,11,0.000000,8519,yulya,2025-01-15 17:22:38.340000,KGShop,,,
A774,12,0.000000,8520,yulya,2025-01-15 17:22:38.353000,KGShop,,,
A776,1,0.000000,8521,yulya,2025-01-15 17:24:15.137000,KGShop,,,
A776,2,0.000000,8522,yulya,2025-01-15 17:24:15.150000,KGShop,,,
A776,3,0.000000,8523,yulya,2025-01-15 17:24:15.170000,KGShop,,,
A776,4,2.000000,8524,yulya,2025-01-15 17:24:15.183000,KGShop,,,
A776,5,2.000000,8525,yulya,2025-01-15 17:24:15.200000,KGShop,,,
A776,6,3.000000,8526,yulya,2025-01-15 17:24:15.213000,KGShop,,,
A776,7,2.000000,8527,yulya,2025-01-15 17:24:15.230000,KGShop,,,
A776,8,2.000000,8528,yulya,2025-01-15 17:24:15.243000,KGShop,,,
A776,9,1.000000,8529,yulya,2025-01-15 17:24:15.257000,KGShop,,,
A776,10,0.000000,8530,yulya,2025-01-15 17:24:15.273000,KGShop,,,
A776,11,0.000000,8531,yulya,2025-01-15 17:24:15.287000,KGShop,,,
A776,12,0.000000,8532,yulya,2025-01-15 17:24:15.303000,KGShop,,,
A778,1,0.000000,8533,yulya,2025-01-15 17:26:58.570000,KGShop,,,
A778,2,0.000000,8534,yulya,2025-01-15 17:26:58.587000,KGShop,,,
A778,3,0.000000,8535,yulya,2025-01-15 17:26:58.600000,KGShop,,,
A778,4,3.000000,8536,yulya,2025-01-15 17:26:58.613000,KGShop,,,
A778,5,7.000000,8537,yulya,2025-01-15 17:26:58.630000,KGShop,,,
A778,6,8.000000,8538,yulya,2025-01-15 17:26:58.643000,KGShop,,,
A778,7,6.000000,8539,yulya,2025-01-15 17:26:58.660000,KGShop,,,
A778,8,3.000000,8540,yulya,2025-01-15 17:26:58.673000,KGShop,,,
A778,9,3.000000,8541,yulya,2025-01-15 17:26:58.687000,KGShop,,,
A778,10,2.000000,8542,yulya,2025-01-15 17:26:58.700000,KGShop,,,
A778,11,0.000000,8543,yulya,2025-01-15 17:26:58.717000,KGShop,,,
A778,12,0.000000,8544,yulya,2025-01-15 17:26:58.730000,KGShop,,,
A780,1,0.000000,8545,yulya,2025-01-15 17:28:28.167000,KGShop,,,
A780,2,0.000000,8546,yulya,2025-01-15 17:28:28.180000,KGShop,,,
A780,3,0.000000,8547,yulya,2025-01-15 17:28:28.197000,KGShop,,,
A780,4,0.000000,8548,yulya,2025-01-15 17:28:28.210000,KGShop,,,
A780,5,4.000000,8549,yulya,2025-01-15 17:28:28.223000,KGShop,,,
A780,6,0.000000,8550,yulya,2025-01-15 17:28:28.240000,KGShop,,,
A780,7,0.000000,8551,yulya,2025-01-15 17:28:28.253000,KGShop,,,
A780,8,2.000000,8552,yulya,2025-01-15 17:28:28.270000,KGShop,,,
A780,9,2.000000,8553,yulya,2025-01-15 17:28:28.283000,KGShop,,,
A780,10,0.000000,8554,yulya,2025-01-15 17:28:28.300000,KGShop,,,
A780,11,0.000000,8555,yulya,2025-01-15 17:28:28.317000,KGShop,,,
A780,12,0.000000,8556,yulya,2025-01-15 17:28:28.330000,KGShop,,,
A782,1,0.000000,8557,yulya,2025-01-15 17:30:07.330000,KGShop,,,
A782,2,0.000000,8558,yulya,2025-01-15 17:30:07.347000,KGShop,,,
A782,3,0.000000,8559,yulya,2025-01-15 17:30:07.360000,KGShop,,,
A782,4,2.000000,8560,yulya,2025-01-15 17:30:07.377000,KGShop,,,
A782,5,5.000000,8561,yulya,2025-01-15 17:30:07.390000,KGShop,,,
A782,6,5.000000,8562,yulya,2025-01-15 17:30:07.407000,KGShop,,,
A782,7,2.000000,8563,yulya,2025-01-15 17:30:07.423000,KGShop,,,
A782,8,2.000000,8564,yulya,2025-01-15 17:30:07.437000,KGShop,,,
A782,9,0.000000,8565,yulya,2025-01-15 17:30:07.453000,KGShop,,,
A782,10,0.000000,8566,yulya,2025-01-15 17:30:07.470000,KGShop,,,
A782,11,0.000000,8567,yulya,2025-01-15 17:30:07.483000,KGShop,,,
A782,12,0.000000,8568,yulya,2025-01-15 17:30:07.500000,KGShop,,,
A784,1,0.000000,8569,yulya,2025-01-15 17:31:17.237000,KGShop,,,
A784,2,0.000000,8570,yulya,2025-01-15 17:31:17.253000,KGShop,,,
A784,3,0.000000,8571,yulya,2025-01-15 17:31:17.267000,KGShop,,,
A784,4,2.000000,8572,yulya,2025-01-15 17:31:17.283000,KGShop,,,
A784,5,3.000000,8573,yulya,2025-01-15 17:31:17.297000,KGShop,,,
A784,6,3.000000,8574,yulya,2025-01-15 17:31:17.310000,KGShop,,,
A784,7,2.000000,8575,yulya,2025-01-15 17:31:17.327000,KGShop,,,
A784,8,2.000000,8576,yulya,2025-01-15 17:31:17.343000,KGShop,,,
A784,9,0.000000,8577,yulya,2025-01-15 17:31:17.360000,KGShop,,,
A784,10,0.000000,8578,yulya,2025-01-15 17:31:17.373000,KGShop,,,
A784,11,0.000000,8579,yulya,2025-01-15 17:31:17.390000,KGShop,,,
A784,12,0.000000,8580,yulya,2025-01-15 17:31:17.403000,KGShop,,,
A786,1,0.000000,8581,yulya,2025-01-15 17:32:45.740000,KGShop,,,
A786,2,0.000000,8582,yulya,2025-01-15 17:32:49.597000,KGShop,,,
A786,3,0.000000,8583,yulya,2025-01-15 17:32:55.637000,KGShop,,,
A786,4,2.000000,8584,yulya,2025-01-15 17:33:02.820000,KGShop,,,
A786,5,4.000000,8585,yulya,2025-01-15 17:33:02.847000,KGShop,,,
A786,6,4.000000,8586,yulya,2025-01-15 17:33:02.863000,KGShop,,,
A786,7,2.000000,8587,yulya,2025-01-15 17:33:02.877000,KGShop,,,
A786,8,2.000000,8588,yulya,2025-01-15 17:33:02.890000,KGShop,,,
A786,9,0.000000,8589,yulya,2025-01-15 17:33:02.903000,KGShop,,,
A786,10,0.000000,8590,yulya,2025-01-15 17:33:02.920000,KGShop,,,
A786,11,0.000000,8591,yulya,2025-01-15 17:33:02.933000,KGShop,,,
A786,12,0.000000,8592,yulya,2025-01-15 17:33:02.950000,KGShop,,,
A788,1,0.000000,8593,yulya,2025-01-17 11:19:36.413000,KGShop,,,
A788,2,0.000000,8594,yulya,2025-01-17 11:19:36.440000,KGShop,,,
A788,3,0.000000,8595,yulya,2025-01-17 11:19:36.453000,KGShop,,,
A788,4,0.000000,8596,yulya,2025-01-17 11:19:36.470000,KGShop,,,
A788,5,2.000000,8597,yulya,2025-01-17 11:19:36.483000,KGShop,,,
A788,6,3.000000,8598,yulya,2025-01-17 11:19:36.503000,KGShop,,,
A788,7,2.000000,8599,yulya,2025-01-17 11:19:36.520000,KGShop,,,
A788,8,2.000000,8600,yulya,2025-01-17 11:19:36.537000,KGShop,,,
A788,9,1.000000,8601,yulya,2025-01-17 11:19:36.553000,KGShop,,,
A788,10,0.000000,8602,yulya,2025-01-17 11:19:36.570000,KGShop,,,
A788,11,0.000000,8603,yulya,2025-01-17 11:19:36.587000,KGShop,,,
A788,12,0.000000,8604,yulya,2025-01-17 11:19:36.603000,KGShop,,,
A790,1,0.000000,8605,yulya,2025-01-20 13:34:49.077000,KGShop,,,
A790,2,0.000000,8606,yulya,2025-01-20 13:34:49.103000,KGShop,,,
A790,3,1.000000,8607,yulya,2025-01-20 13:34:49.123000,KGShop,,,
A790,4,1.000000,8608,yulya,2025-01-20 13:34:49.147000,KGShop,,,
A790,5,1.000000,8609,yulya,2025-01-20 13:34:49.167000,KGShop,,,
A790,6,1.000000,8610,yulya,2025-01-20 13:34:49.183000,KGShop,,,
A790,7,1.000000,8611,yulya,2025-01-20 13:34:49.197000,KGShop,,,
A790,8,1.000000,8612,yulya,2025-01-20 13:34:49.213000,KGShop,,,
A790,9,2.000000,8613,yulya,2025-01-20 13:34:49.230000,KGShop,,,
A790,10,1.000000,8614,yulya,2025-01-20 13:34:49.247000,KGShop,,,
A790,11,1.000000,8615,yulya,2025-01-20 13:34:49.263000,KGShop,,,
A790,12,0.000000,8616,yulya,2025-01-20 13:34:49.277000,KGShop,,,
A792,1,0.000000,8617,yulya,2025-01-22 13:31:37.723000,KGShop,,,
A792,2,0.000000,8618,yulya,2025-01-22 13:31:37.747000,KGShop,,,
A792,3,1.000000,8619,yulya,2025-01-22 13:31:37.763000,KGShop,,,
A792,4,0.000000,8620,yulya,2025-01-22 13:31:37.780000,KGShop,,,
A792,5,2.000000,8621,yulya,2025-01-22 13:31:37.793000,KGShop,,,
A792,6,2.000000,8622,yulya,2025-01-22 13:31:37.810000,KGShop,,,
A792,7,2.000000,8623,yulya,2025-01-22 13:31:37.827000,KGShop,,,
A792,8,1.000000,8624,yulya,2025-01-22 13:31:37.843000,KGShop,,,
A792,9,0.000000,8625,yulya,2025-01-22 13:31:37.860000,KGShop,,,
A792,10,0.000000,8626,yulya,2025-01-22 13:31:37.873000,KGShop,,,
A792,11,0.000000,8627,yulya,2025-01-22 13:31:37.890000,KGShop,,,
A792,12,0.000000,8628,yulya,2025-01-22 13:31:37.907000,KGShop,,,
A794,1,0.000000,8629,yulya,2025-01-22 17:05:13.520000,KGShop,,,
A794,2,4.000000,8630,yulya,2025-01-22 17:05:13.540000,KGShop,,,
A794,3,4.000000,8631,yulya,2025-01-22 17:05:13.560000,KGShop,,,
A794,4,0.000000,8632,yulya,2025-01-22 17:05:13.573000,KGShop,,,
A794,5,0.000000,8633,yulya,2025-01-22 17:05:13.590000,KGShop,,,
A794,6,0.000000,8634,yulya,2025-01-22 17:05:13.607000,KGShop,,,
A794,7,0.000000,8635,yulya,2025-01-22 17:05:13.620000,KGShop,,,
A794,8,0.000000,8636,yulya,2025-01-22 17:05:13.640000,KGShop,,,
A794,9,0.000000,8637,yulya,2025-01-22 17:05:13.657000,KGShop,,,
A794,10,0.000000,8638,yulya,2025-01-22 17:05:13.673000,KGShop,,,
A794,11,0.000000,8639,yulya,2025-01-22 17:05:13.690000,KGShop,,,
A794,12,0.000000,8640,yulya,2025-01-22 17:05:13.713000,KGShop,,,
A796,1,0.000000,8641,yulya,2025-01-22 18:03:00.123000,KGShop,,,
A796,2,0.000000,8642,yulya,2025-01-22 18:03:00.140000,KGShop,,,
A796,3,0.000000,8643,yulya,2025-01-22 18:03:00.157000,KGShop,,,
A796,4,1.000000,8644,yulya,2025-01-22 18:03:00.173000,KGShop,,,
A796,5,1.000000,8645,yulya,2025-01-22 18:03:00.190000,KGShop,,,
A796,6,0.000000,8646,yulya,2025-01-22 18:03:00.207000,KGShop,,,
A796,7,2.000000,8647,yulya,2025-01-22 18:03:00.230000,KGShop,,,
A796,8,2.000000,8648,yulya,2025-01-22 18:03:00.250000,KGShop,,,
A796,9,1.000000,8649,yulya,2025-01-22 18:03:00.267000,KGShop,,,
A796,10,1.000000,8650,yulya,2025-01-22 18:03:00.283000,KGShop,,,
A796,11,0.000000,8651,yulya,2025-01-22 18:03:00.300000,KGShop,,,
A796,12,0.000000,8652,yulya,2025-01-22 18:03:00.323000,KGShop,,,
A798,1,0.000000,8653,yulya,2025-01-23 11:24:05.773000,KGShop,,,
A798,2,0.000000,8654,yulya,2025-01-23 11:24:05.793000,KGShop,,,
A798,3,0.000000,8655,yulya,2025-01-23 11:24:05.810000,KGShop,,,
A798,4,2.000000,8656,yulya,2025-01-23 11:24:05.823000,KGShop,,,
A798,5,2.000000,8657,yulya,2025-01-23 11:24:05.837000,KGShop,,,
A798,6,3.000000,8658,yulya,2025-01-23 11:24:05.850000,KGShop,,,
A798,7,3.000000,8659,yulya,2025-01-23 11:24:05.867000,KGShop,,,
A798,8,3.000000,8660,yulya,2025-01-23 11:24:05.883000,KGShop,,,
A798,9,3.000000,8661,yulya,2025-01-23 11:24:05.900000,KGShop,,,
A798,10,2.000000,8662,yulya,2025-01-23 11:24:05.913000,KGShop,,,
A798,11,0.000000,8663,yulya,2025-01-23 11:24:05.930000,KGShop,,,
A798,12,0.000000,8664,yulya,2025-01-23 11:24:05.947000,KGShop,,,
A800,1,0.000000,8665,yulya,2025-01-23 16:44:52.900000,KGShop,,,
A800,2,2.000000,8666,yulya,2025-01-23 16:44:52.917000,KGShop,,,
A800,3,2.000000,8667,yulya,2025-01-23 16:44:52.933000,KGShop,,,
A800,4,1.000000,8668,yulya,2025-01-23 16:44:52.950000,KGShop,,,
A800,5,1.000000,8669,yulya,2025-01-23 16:44:52.963000,KGShop,,,
A800,6,2.000000,8670,yulya,2025-01-23 16:44:52.980000,KGShop,,,
A800,7,1.000000,8671,yulya,2025-01-23 16:44:52.997000,KGShop,,,
A800,8,1.000000,8672,yulya,2025-01-23 16:44:53.013000,KGShop,,,
A800,9,1.000000,8673,yulya,2025-01-23 16:44:53.030000,KGShop,,,
A800,10,1.000000,8674,yulya,2025-01-23 16:44:53.047000,KGShop,,,
A800,11,0.000000,8675,yulya,2025-01-23 16:44:53.060000,KGShop,,,
A800,12,0.000000,8676,yulya,2025-01-23 16:44:53.077000,KGShop,,,
A802,1,0.000000,8677,yulya,2025-01-24 13:30:45.527000,KGShop,,,
A802,2,0.000000,8678,yulya,2025-01-24 13:30:45.543000,KGShop,,,
A802,3,1.000000,8679,yulya,2025-01-24 13:30:45.563000,KGShop,,,
A802,4,1.000000,8680,yulya,2025-01-24 13:30:45.583000,KGShop,,,
A802,5,1.000000,8681,yulya,2025-01-24 13:30:45.603000,KGShop,,,
A802,6,1.000000,8682,yulya,2025-01-24 13:30:45.627000,KGShop,,,
A802,7,2.000000,8683,yulya,2025-01-24 13:30:45.643000,KGShop,,,
A802,8,2.000000,8684,yulya,2025-01-24 13:30:45.663000,KGShop,,,
A802,9,0.000000,8685,yulya,2025-01-24 13:30:45.683000,KGShop,,,
A802,10,0.000000,8686,yulya,2025-01-24 13:30:45.703000,KGShop,,,
A802,11,0.000000,8687,yulya,2025-01-24 13:30:45.720000,KGShop,,,
A802,12,0.000000,8688,yulya,2025-01-24 13:30:45.740000,KGShop,,,
A804,1,0.000000,8689,yulya,2025-01-27 13:11:46.300000,KGShop,,,
A804,2,0.000000,8690,yulya,2025-01-27 13:11:46.330000,KGShop,,,
A804,3,0.000000,8691,yulya,2025-01-27 13:11:46.353000,KGShop,,,
A804,4,1.000000,8692,yulya,2025-01-27 13:11:46.377000,KGShop,,,
A804,5,1.000000,8693,yulya,2025-01-27 13:11:46.400000,KGShop,,,
A804,6,2.000000,8694,yulya,2025-01-27 13:11:46.420000,KGShop,,,
A804,7,0.000000,8695,yulya,2025-01-27 13:11:46.433000,KGShop,,,
A804,8,2.000000,8696,yulya,2025-01-27 13:11:46.453000,KGShop,,,
A804,9,2.000000,8697,yulya,2025-01-27 13:11:46.480000,KGShop,,,
A804,10,2.000000,8698,yulya,2025-01-27 13:11:46.503000,KGShop,,,
A804,11,0.000000,8699,yulya,2025-01-27 13:11:46.527000,KGShop,,,
A804,12,0.000000,8700,yulya,2025-01-27 13:11:46.550000,KGShop,,,
A806,1,0.000000,8701,yulya,2025-01-27 13:39:52.883000,KGShop,,,
A806,2,0.000000,8702,yulya,2025-01-27 13:39:52.907000,KGShop,,,
A806,3,0.000000,8703,yulya,2025-01-27 13:39:52.927000,KGShop,,,
A806,4,1.000000,8704,yulya,2025-01-27 13:39:52.947000,KGShop,,,
A806,5,1.000000,8705,yulya,2025-01-27 13:39:52.960000,KGShop,,,
A806,6,2.000000,8706,yulya,2025-01-27 13:39:52.983000,KGShop,,,
A806,7,2.000000,8707,yulya,2025-01-27 13:39:53,KGShop,,,
A806,8,2.000000,8708,yulya,2025-01-27 13:39:53.013000,KGShop,,,
A806,9,1.000000,8709,yulya,2025-01-27 13:39:53.850000,KGShop,,,
A806,10,0.000000,8710,yulya,2025-01-27 13:39:53.870000,KGShop,,,
A806,11,0.000000,8711,yulya,2025-01-27 13:39:53.887000,KGShop,,,
A806,12,0.000000,8712,yulya,2025-01-27 13:39:53.903000,KGShop,,,
A808,1,0.000000,8713,yulya,2025-01-27 13:40:16.360000,KGShop,,,
A808,2,0.000000,8714,yulya,2025-01-27 13:40:16.390000,KGShop,,,
A808,3,0.000000,8715,yulya,2025-01-27 13:40:16.413000,KGShop,,,
A808,4,1.000000,8716,yulya,2025-01-27 13:40:16.433000,KGShop,,,
A808,5,2.000000,8717,yulya,2025-01-27 13:40:16.450000,KGShop,,,
A808,6,2.000000,8718,yulya,2025-01-27 13:40:16.477000,KGShop,,,
A808,7,1.000000,8719,yulya,2025-01-27 13:40:16.493000,KGShop,,,
A808,8,2.000000,8720,yulya,2025-01-27 13:40:16.513000,KGShop,,,
A808,9,1.000000,8721,yulya,2025-01-27 13:40:16.533000,KGShop,,,
A808,10,0.000000,8722,yulya,2025-01-27 13:40:16.550000,KGShop,,,
A808,11,0.000000,8723,yulya,2025-01-27 13:40:16.570000,KGShop,,,
A808,12,0.000000,8724,yulya,2025-01-27 13:40:16.590000,KGShop,,,
A810,1,0.000000,8725,yulya,2025-01-27 16:15:47.563000,KGShop,,,
A810,2,0.000000,8726,yulya,2025-01-27 16:15:47.580000,KGShop,,,
A810,3,0.000000,8727,yulya,2025-01-27 16:15:47.597000,KGShop,,,
A810,4,0.000000,8728,yulya,2025-01-27 16:15:47.617000,KGShop,,,
A810,5,0.000000,8729,yulya,2025-01-27 16:15:47.630000,KGShop,,,
A810,6,1.000000,8730,yulya,2025-01-27 16:15:47.647000,KGShop,,,
A810,7,0.000000,8731,yulya,2025-01-27 16:15:47.660000,KGShop,,,
A810,8,0.000000,8732,yulya,2025-01-27 16:15:47.680000,KGShop,,,
A810,9,1.000000,8733,yulya,2025-01-27 16:15:47.697000,KGShop,,,
A810,10,4.000000,8734,yulya,2025-01-27 16:15:47.713000,KGShop,,,
A810,11,4.000000,8735,yulya,2025-01-27 16:15:47.730000,KGShop,,,
A810,12,0.000000,8736,yulya,2025-01-27 16:15:47.743000,KGShop,,,
A812,1,0.000000,8737,yulya,2025-01-27 16:23:33.713000,KGShop,,,
A812,2,0.000000,8738,yulya,2025-01-27 16:23:33.730000,KGShop,,,
A812,3,0.000000,8739,yulya,2025-01-27 16:23:33.760000,KGShop,,,
A812,4,0.000000,8740,yulya,2025-01-27 16:23:33.777000,KGShop,,,
A812,5,0.000000,8741,yulya,2025-01-27 16:23:33.790000,KGShop,,,
A812,6,1.000000,8742,yulya,2025-01-27 16:23:33.807000,KGShop,,,
A812,7,0.000000,8743,yulya,2025-01-27 16:23:33.823000,KGShop,,,
A812,8,0.000000,8744,yulya,2025-01-27 16:23:33.840000,KGShop,,,
A812,9,1.000000,8745,yulya,2025-01-27 16:23:33.853000,KGShop,,,
A812,10,4.000000,8746,yulya,2025-01-27 16:23:33.870000,KGShop,,,
A812,11,2.000000,8747,yulya,2025-01-27 16:23:33.883000,KGShop,,,
A812,12,1.000000,8748,yulya,2025-01-27 16:23:33.900000,KGShop,,,
A814,1,0.000000,8749,yulya,2025-01-27 16:24:16.897000,KGShop,,,
A814,2,0.000000,8750,yulya,2025-01-27 16:24:16.920000,KGShop,,,
A814,3,0.000000,8751,yulya,2025-01-27 16:24:16.940000,KGShop,,,
A814,4,0.000000,8752,yulya,2025-01-27 16:24:16.957000,KGShop,,,
A814,5,0.000000,8753,yulya,2025-01-27 16:24:16.973000,KGShop,,,
A814,6,1.000000,8754,yulya,2025-01-27 16:24:16.990000,KGShop,,,
A814,7,0.000000,8755,yulya,2025-01-27 16:24:17.007000,KGShop,,,
A814,8,0.000000,8756,yulya,2025-01-27 16:24:17.023000,KGShop,,,
A814,9,1.000000,8757,yulya,2025-01-27 16:24:17.037000,KGShop,,,
A814,10,4.000000,8758,yulya,2025-01-27 16:24:17.057000,KGShop,,,
A814,11,3.000000,8759,yulya,2025-01-27 16:24:17.070000,KGShop,,,
A814,12,1.000000,8760,yulya,2025-01-27 16:24:17.090000,KGShop,,,
A816,1,0.000000,8761,yulya,2025-01-27 16:25:04.920000,KGShop,,,
A816,2,0.000000,8762,yulya,2025-01-27 16:25:04.937000,KGShop,,,
A816,3,0.000000,8763,yulya,2025-01-27 16:25:04.957000,KGShop,,,
A816,4,0.000000,8764,yulya,2025-01-27 16:25:04.977000,KGShop,,,
A816,5,1.000000,8765,yulya,2025-01-27 16:25:04.993000,KGShop,,,
A816,6,0.000000,8766,yulya,2025-01-27 16:25:05.010000,KGShop,,,
A816,7,0.000000,8767,yulya,2025-01-27 16:25:05.030000,KGShop,,,
A816,8,0.000000,8768,yulya,2025-01-27 16:25:05.047000,KGShop,,,
A816,9,1.000000,8769,yulya,2025-01-27 16:25:05.067000,KGShop,,,
A816,10,4.000000,8770,yulya,2025-01-27 16:25:05.083000,KGShop,,,
A816,11,3.000000,8771,yulya,2025-01-27 16:25:05.103000,KGShop,,,
A816,12,1.000000,8772,yulya,2025-01-27 16:25:05.120000,KGShop,,,
A818,1,0.000000,8773,yulya,2025-01-28 16:24:43.860000,KGShop,,,
A818,2,0.000000,8774,yulya,2025-01-28 16:24:43.877000,KGShop,,,
A818,3,0.000000,8775,yulya,2025-01-28 16:24:43.897000,KGShop,,,
A818,4,0.000000,8776,yulya,2025-01-28 16:24:43.913000,KGShop,,,
A818,5,0.000000,8777,yulya,2025-01-28 16:24:43.933000,KGShop,,,
A818,6,1.000000,8778,yulya,2025-01-28 16:24:43.957000,KGShop,,,
A818,7,1.000000,8779,yulya,2025-01-28 16:24:43.970000,KGShop,,,
A818,8,4.000000,8780,yulya,2025-01-28 16:24:43.990000,KGShop,,,
A818,9,3.000000,8781,yulya,2025-01-28 16:24:44.007000,KGShop,,,
A818,10,0.000000,8782,yulya,2025-01-28 16:24:44.027000,KGShop,,,
A818,11,1.000000,8783,yulya,2025-01-28 16:24:44.047000,KGShop,,,
A818,12,0.000000,8784,yulya,2025-01-28 16:24:44.070000,KGShop,,,
A820,1,0.000000,8785,yulya,2025-01-28 16:25:24.340000,KGShop,,,
A820,2,0.000000,8786,yulya,2025-01-28 16:25:24.357000,KGShop,,,
A820,3,0.000000,8787,yulya,2025-01-28 16:25:24.373000,KGShop,,,
A820,4,1.000000,8788,yulya,2025-01-28 16:25:24.393000,KGShop,,,
A820,5,1.000000,8789,yulya,2025-01-28 16:25:24.410000,KGShop,,,
A820,6,2.000000,8790,yulya,2025-01-28 16:25:24.427000,KGShop,,,
A820,7,4.000000,8791,yulya,2025-01-28 16:25:24.443000,KGShop,,,
A820,8,6.000000,8792,yulya,2025-01-28 16:25:24.457000,KGShop,,,
A820,9,3.000000,8793,yulya,2025-01-28 16:25:24.473000,KGShop,,,
A820,10,3.000000,8794,yulya,2025-01-28 16:25:24.490000,KGShop,,,
A820,11,0.000000,8795,yulya,2025-01-28 16:25:24.507000,KGShop,,,
A820,12,0.000000,8796,yulya,2025-01-28 16:25:24.520000,KGShop,,,
A822,1,0.000000,8797,yulya,2025-01-28 16:27:01.417000,KGShop,,,
