kgid,mkgid,RKod,BedKod,Miktar,insUN,insDT,insApp,updUN,updDT,updApp
634,28,19018,5,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
635,27,19017,5,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
636,26,16603,5,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
637,25,16603,5,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
638,24,17683,5,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
639,23,17683,5,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
640,22,17683,5,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
641,21,17683,5,12.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
642,18,17683,5,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
643,17,17683,5,4.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
644,16,17683,5,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
645,15,17683,5,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
646,14,17683,5,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
647,13,17756,5,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
648,12,19505,5,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
649,11,18414,5,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
650,9,16813,5,3.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
651,7,17543,5,6.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
652,6,18332,5,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
653,5,18331,5,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
654,4,16813,5,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
655,3,19398,5,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
656,2,16547,5,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
657,155,17290,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
658,154,16704,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
659,151,18136,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
660,150,17528,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
661,149,18690,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
662,145,17916,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
663,144,18786,4,3.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
664,141,19063,4,3.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
665,139,18580,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
666,135,19134,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
667,134,18817,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
668,133,18217,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
669,132,18215,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
670,131,18116,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
671,130,16748,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
672,129,16540,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
673,128,18116,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
674,127,18057,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
675,126,19245,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
676,125,17674,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
677,124,17674,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
678,123,17529,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
679,122,18057,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
680,121,18210,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
681,120,17674,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
682,119,18992,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
683,118,16879,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
684,117,16603,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
685,116,18621,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
686,115,18118,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
687,114,18110,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
688,113,16525,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
689,112,16603,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
690,111,16603,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
691,110,16603,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
692,109,18752,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
693,106,18752,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
694,105,17289,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
695,104,17289,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
696,103,16525,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
697,102,16523,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
698,100,17821,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
699,99,17833,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
700,98,18513,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
701,97,17832,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
702,96,16525,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
703,95,16599,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
704,94,16525,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
705,93,18497,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
706,92,18661,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
707,91,18665,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
708,89,18664,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
709,88,18664,4,7.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
710,87,18663,4,4.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
711,86,18662,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
712,85,18673,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
713,84,18670,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
714,83,16900,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
715,82,16900,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
716,81,16519,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
717,80,18445,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
718,79,18445,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
719,78,16519,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
720,77,16897,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
721,76,16519,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
722,75,17470,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
723,73,16519,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
724,72,16519,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
725,71,17470,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
726,70,17470,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
727,67,17190,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
728,66,17190,4,7.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
729,65,16519,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
730,64,17505,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
731,63,17505,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
732,62,17470,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
733,60,17470,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
734,59,17253,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
735,58,17470,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
736,57,16784,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
737,56,16603,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
738,55,17999,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
739,54,17470,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
740,53,16725,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
741,52,16725,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
742,51,16603,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
743,50,16545,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
744,49,18632,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
745,48,16603,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
746,47,18806,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
747,46,18715,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
748,45,18714,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
749,43,19136,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
750,42,18247,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
751,41,18247,4,3.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
752,40,18237,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
753,39,18237,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
754,38,18247,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
755,37,18959,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
756,36,18691,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
757,35,18816,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
758,34,18814,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
759,33,18813,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
760,32,18700,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
761,31,18700,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
762,30,18700,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
763,29,18098,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
764,28,19018,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
765,27,19017,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
766,26,16603,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
767,25,16603,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
768,24,17683,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
769,23,17683,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
770,22,17683,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
771,21,17683,4,6.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
772,17,17683,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
773,16,17683,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
774,14,17683,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
775,13,17756,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
776,12,19505,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
777,11,18414,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
778,9,16813,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
779,7,17543,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
780,6,18332,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
781,5,18331,4,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
782,3,19398,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
783,2,16547,4,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
784,149,18690,3,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
785,102,16523,3,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
786,100,17821,3,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
787,97,17832,3,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
788,95,16599,3,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
789,37,18959,3,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
790,25,16603,3,1.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
791,24,17683,3,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
792,149,18690,2,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
793,102,16523,2,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
794,149,18690,1,2.0000000000,yulya,2024-12-19 13:02:47.497000,KGShop,,,
795,156,18743,3,2.0000000000,yulya,2024-12-19 13:16:17.410000,KGShop,,,
796,159,18718,9,4.0000000000,yulya,2024-12-19 13:16:17.410000,KGShop,,,
797,158,18716,5,1.0000000000,yulya,2024-12-19 13:16:17.410000,KGShop,,,
798,157,17813,10,3.0000000000,yulya,2024-12-19 13:16:17.410000,KGShop,,,
799,157,17813,9,3.0000000000,yulya,2024-12-19 13:16:17.410000,KGShop,,,
800,157,17813,8,2.0000000000,yulya,2024-12-19 13:16:17.410000,KGShop,,,
801,157,17813,7,1.0000000000,yulya,2024-12-19 13:16:17.410000,KGShop,,,
802,157,17813,6,3.0000000000,yulya,2024-12-19 13:16:17.410000,KGShop,,,
803,157,17813,5,8.0000000000,yulya,2024-12-19 13:16:17.410000,KGShop,,,
804,160,17470,9,4.0000000000,yulya,2024-12-19 13:16:17.410000,KGShop,,,
805,160,17470,8,1.0000000000,yulya,2024-12-19 13:16:17.410000,KGShop,,,
806,160,17470,7,2.0000000000,yulya,2024-12-19 13:16:17.410000,KGShop,,,
807,160,17470,6,2.0000000000,yulya,2024-12-19 13:16:17.410000,KGShop,,,
808,160,17470,5,2.0000000000,yulya,2024-12-19 13:16:17.410000,KGShop,,,
809,160,17470,4,1.0000000000,yulya,2024-12-19 13:16:17.410000,KGShop,,,
