kgid,mkgid,RKod,Asorti,Miktar,insUN,insDT,insApp,updUN,updDT,updApp
3340,3374,17196,A211,1.0000000000,Depo,2025-03-21 18:51:13.250000,,,,
3341,3375,16874,A075,1.0000000000,Depo,2025-03-21 18:51:14.780000,,,,
3342,3376,17196,A047,1.0000000000,Depo,2025-03-21 18:51:16.267000,,,,
3343,3377,16531,A050,1.0000000000,yulya,2025-03-21 19:07:40.393000,,,,
3344,3378,16524,A143,1.0000000000,yulya,2025-03-21 19:07:51.913000,,,,
3345,3379,16698,A143,1.0000000000,yulya,2025-03-21 19:07:55.987000,,,,
3346,3380,16525,A143,1.0000000000,yulya,2025-03-21 19:07:59.900000,,,,
3347,3381,17470,A143,1.0000000000,yulya,2025-03-21 19:09:58.670000,,,,
3348,3382,16523,A01,1.0000000000,yulya,2025-03-21 19:10:11.410000,,,,
3349,3383,16523,A01,1.0000000000,yulya,2025-03-21 19:11:43.087000,,,,
3350,3384,16570,A01,1.0000000000,yulya,2025-03-21 19:11:48.590000,,,,
3351,3385,16795,A143,1.0000000000,yulya,2025-03-21 19:11:52.687000,,,,
3352,3386,16531,A964,1.0000000000,yulya,2025-03-21 19:11:56.740000,,,,
3353,3387,16531,A058,1.0000000000,yulya,2025-03-21 19:12:01.767000,,,,
3354,3388,20503,A033,1.0000000000,yulya,2025-03-22 08:58:40.453000,,,,
3355,3389,20193,A142,1.0000000000,yulya,2025-03-22 08:58:45.083000,,,,
3356,3390,16599,A01,1.0000000000,yulya,2025-03-24 10:18:38.880000,,,,
3357,3391,16599,A01,1.0000000000,yulya,2025-03-24 10:18:46.700000,,,,
3358,3392,16599,A033,1.0000000000,yulya,2025-03-24 10:18:49.810000,,,,
3359,3393,16758,A033,1.0000000000,yulya,2025-03-24 10:18:52.850000,,,,
3360,3394,16523,A01,1.0000000000,Depo,2025-03-24 10:25:56.260000,,,,
3361,3395,16570,A01,1.0000000000,Depo,2025-03-24 10:25:58.153000,,,,
3362,3396,18711,A093,1.0000000000,yulya,2025-03-24 10:30:27.603000,KGShop,,,
3363,3397,16518,A143,1.0000000000,Depo,2025-03-24 11:03:40.710000,,,,
3364,3398,16524,A143,1.0000000000,Depo,2025-03-24 11:03:42.657000,,,,
3365,3399,16698,A143,1.0000000000,Depo,2025-03-24 11:03:44.673000,,,,
3366,3400,16525,A143,1.0000000000,Depo,2025-03-24 11:03:46.690000,,,,
3367,3401,17470,A143,1.0000000000,Depo,2025-03-24 11:03:48.760000,,,,
3368,3402,16795,A143,1.0000000000,Depo,2025-03-24 11:03:51.763000,,,,
3369,3403,16525,A081,1.0000000000,Depo,2025-03-24 11:03:54.973000,,,,
3370,3404,17248,A081,1.0000000000,Depo,2025-03-24 11:03:57.910000,,,,
3371,3405,18096,A219,1.0000000000,Depo,2025-03-24 11:32:36.950000,,,,
3372,3406,16599,A948,1.0000000000,Depo,2025-03-24 11:32:38.947000,,,,
3373,3407,19881,A950,1.0000000000,Depo,2025-03-24 11:32:41.507000,,,,
3374,3408,18628,A063,2.0000000000,yulya,2025-03-24 11:58:56.823000,,yulya,2025-03-24 11:59:09.803000,
3375,3409,20577,A063,1.0000000000,yulya,2025-03-24 11:59:00.777000,,,,
3376,3410,17999,A01,1.0000000000,yulya,2025-03-24 11:59:03.863000,,,,
3377,3411,16525,A063,2.0000000000,yulya,2025-03-24 11:59:06.900000,,yulya,2025-03-24 11:59:27.403000,
3378,3412,16599,A063,2.0000000000,yulya,2025-03-24 11:59:12.943000,,yulya,2025-03-24 11:59:16.313000,
3379,3413,18033,A01,1.0000000000,yulya,2025-03-24 11:59:19.537000,,,,
3380,3414,16518,A01,1.0000000000,yulya,2025-03-24 11:59:30.727000,,,,
3381,3415,20581,A01,1.0000000000,yulya,2025-03-24 11:59:33.780000,,,,
3382,3416,16594,A01,1.0000000000,yulya,2025-03-24 11:59:36.873000,,,,
3383,3417,16531,A050,1.0000000000,Depo,2025-03-24 12:06:26.610000,,,,
3384,3418,16595,A172,1.0000000000,Depo,2025-03-24 12:06:31.223000,,,,
3385,3419,16879,A172,1.0000000000,Depo,2025-03-24 12:06:32.700000,,,,
3386,3420,18628,A063,2.0000000000,Depo,2025-03-24 12:43:54.970000,,Depo,2025-03-24 12:44:18.703000,
3387,3421,16525,A063,2.0000000000,Depo,2025-03-24 12:43:57.957000,,Depo,2025-03-24 12:44:01.847000,
3388,3422,16599,A063,2.0000000000,Depo,2025-03-24 12:44:00.007000,,Depo,2025-03-24 12:44:04.930000,
3389,3423,18033,A01,1.0000000000,Depo,2025-03-24 12:44:03.540000,,,,
3390,3424,16531,A01,1.0000000000,Depo,2025-03-24 12:44:09.697000,,,,
3391,3425,17136,A01,1.0000000000,Depo,2025-03-24 12:44:11.713000,,,,
3392,3426,17999,A01,1.0000000000,Depo,2025-03-24 12:44:13.233000,,,,
3393,3427,20577,A063,1.0000000000,Depo,2025-03-24 12:44:15.247000,,,,
3394,3428,19309,A01,1.0000000000,Depo,2025-03-24 12:44:21.837000,,,,
3395,3429,16599,A01,1.0000000000,Depo,2025-03-24 12:44:23.880000,,,,
3396,3430,16524,A431,1.0000000000,yulya,2025-03-24 12:45:01.063000,,,,
3397,3431,16524,A431,1.0000000000,yulya,2025-03-24 12:45:15.223000,,,,
3398,3432,16531,A431,1.0000000000,yulya,2025-03-24 12:45:17.177000,,,,
3399,3433,16524,A063,1.0000000000,yulya,2025-03-24 12:45:31.020000,,,,
3400,3434,16531,A063,1.0000000000,yulya,2025-03-24 12:45:32.470000,,,,
3401,3435,16531,A063,1.0000000000,yulya,2025-03-24 12:45:47.230000,,,,
3402,3436,16524,A431,1.0000000000,yulya,2025-03-24 12:45:48.317000,,,,
3403,3437,17199,A810,1.0000000000,Depo,2025-03-24 13:19:16.700000,,,,
3404,3438,17199,A810,1.0000000000,Depo,2025-03-24 13:19:23.223000,,,,
3405,3439,16532,A201,1.0000000000,yulya,2025-03-24 13:33:13.333000,,,,
3406,3440,16856,A01,1.0000000000,yulya,2025-03-24 13:33:16.280000,,,,
3407,3441,16525,A201,1.0000000000,yulya,2025-03-24 13:33:19.883000,,,,
3408,3442,19423,A033,1.0000000000,yulya,2025-03-24 13:33:22.880000,,,,
3409,3443,19961,A201,2.0000000000,Depo,2025-03-24 13:33:58.600000,,Depo,2025-03-24 13:34:00.460000,
3410,3444,16523,A201,1.0000000000,Depo,2025-03-24 13:34:02.107000,,,,
3411,3445,20275,A060,1.0000000000,Depo,2025-03-24 13:53:55.920000,,,,
3412,3446,16874,A033,1.0000000000,Depo,2025-03-24 13:53:58.403000,,,,
3413,3447,16533,A01,1.0000000000,Depo,2025-03-24 13:53:59.890000,,,,
3414,3448,16769,A201,1.0000000000,Depo,2025-03-24 14:34:15.020000,,,,
3415,3449,16524,A431,1.0000000000,Depo,2025-03-24 14:34:16.463000,,,,
3416,3450,16524,A431,1.0000000000,Depo,2025-03-24 14:34:18.517000,,,,
3417,3451,16524,A431,1.0000000000,Depo,2025-03-24 14:34:20.053000,,,,
3418,3452,16531,A431,1.0000000000,Depo,2025-03-24 14:34:21.920000,,,,
3419,3453,18462,B028,1.0000000000,yulya,2025-03-24 15:38:42.860000,,,,
3420,3454,20549,A033,1.0000000000,yulya,2025-03-24 15:38:46.943000,,,,
3421,3455,16531,A838,1.0000000000,yulya,2025-03-24 15:38:52.017000,,,,
3422,3456,19410,A01,1.0000000000,yulya,2025-03-24 15:38:57.570000,,,,
3423,3457,16784,A912,1.0000000000,yulya,2025-03-24 15:39:12.920000,,,,
3424,3458,16599,A912,1.0000000000,yulya,2025-03-24 15:39:18.397000,,,,
3425,3459,16785,A01,1.0000000000,yulya,2025-03-24 15:39:23.440000,,,,
3426,3460,16599,A01,1.0000000000,yulya,2025-03-24 15:39:28.437000,,,,
3427,3461,18117,B026,1.0000000000,yulya,2025-03-24 15:39:35.010000,,,,
3428,3462,20588,A063,1.0000000000,yulya,2025-03-24 15:39:43.160000,,,,
3429,3463,16748,A035,1.0000000000,yulya,2025-03-24 15:40:02.917000,,,,
3430,3464,16698,A058,1.0000000000,yulya,2025-03-24 15:40:10.567000,,,,
3431,3465,20263,A01,1.0000000000,yulya,2025-03-24 15:40:16.097000,,,,
3432,3466,18804,A01,1.0000000000,yulya,2025-03-24 15:40:34.423000,,,,
3433,3467,18061,A081,1.0000000000,yulya,2025-03-24 15:41:01.137000,,,,
3434,3468,16698,A167,1.0000000000,yulya,2025-03-24 15:41:05.700000,,,,
3435,3469,17095,A081,1.0000000000,yulya,2025-03-24 15:41:11.357000,,,,
3436,3470,17095,A081,1.0000000000,yulya,2025-03-24 15:41:16.737000,,,,
3437,3471,17095,A081,1.0000000000,Depo,2025-03-24 16:07:30.847000,,,,
3438,3472,17095,A081,1.0000000000,Depo,2025-03-24 16:07:32.320000,,,,
3439,3473,18061,A081,1.0000000000,Depo,2025-03-24 16:07:34.320000,,,,
3440,3474,16523,A284,1.0000000000,Depo,2025-03-24 16:07:35.873000,,,,
3441,3475,16785,A856,1.0000000000,Depo,2025-03-24 16:07:36.890000,,,,
3442,3476,16531,A838,1.0000000000,Depo,2025-03-24 16:43:40.423000,,,,
3443,3477,16698,A122,1.0000000000,Depo,2025-03-24 16:43:42.363000,,,,
3444,3478,16523,A720,1.0000000000,Depo,2025-03-24 16:43:44.417000,,,,
3445,3479,16545,A01,1.0000000000,yulya,2025-03-24 17:01:50.103000,,,,
3446,3480,16524,A01,1.0000000000,yulya,2025-03-24 17:01:51.627000,,,,
3447,3481,16524,A033,1.0000000000,yulya,2025-03-24 17:01:54.627000,,,,
3448,3482,16547,A01,1.0000000000,yulya,2025-03-24 17:01:58.717000,,,,
3449,3483,16524,A063,1.0000000000,yulya,2025-03-24 17:02:00.760000,,,,
3450,3484,19087,A033,1.0000000000,yulya,2025-03-24 17:02:02.243000,,,,
3451,3485,17927,A01,1.0000000000,yulya,2025-03-24 17:02:04.250000,,,,
3452,3486,16524,A01,1.0000000000,yulya,2025-03-24 17:02:06.343000,,,,
3453,3487,16533,A01,1.0000000000,yulya,2025-03-24 17:02:08.323000,,,,
3454,3488,20353,A01,1.0000000000,yulya,2025-03-24 17:02:09.830000,,,,
3455,3489,18830,A179,1.0000000000,yulya,2025-03-24 17:20:35.153000,,,,
3456,3490,18846,A469,1.0000000000,yulya,2025-03-24 17:20:36.657000,,,,
3457,3491,19545,A01,1.0000000000,yulya,2025-03-24 17:20:38.730000,,,,
3458,3492,18846,A297,1.0000000000,yulya,2025-03-24 17:20:40.653000,,,,
3459,3493,20096,A067,1.0000000000,yulya,2025-03-24 17:20:42.323000,,,,
3460,3494,20092,A584,1.0000000000,yulya,2025-03-24 17:20:43.730000,,,,
3461,3495,19874,A060,1.0000000000,yulya,2025-03-24 17:20:45.243000,,,,
3462,3496,19874,A155,1.0000000000,yulya,2025-03-24 17:20:46.743000,,,,
3463,3497,19874,A297,1.0000000000,yulya,2025-03-24 17:20:48.260000,,,,
3464,3498,20093,A179,1.0000000000,yulya,2025-03-24 17:20:50.380000,,,,
3465,3499,19485,A053,1.0000000000,yulya,2025-03-24 17:20:53.900000,,,,
3466,3500,16748,A035,1.0000000000,Depo,2025-03-24 17:24:22.607000,,,,
3467,3501,16698,A167,1.0000000000,Depo,2025-03-24 17:24:26.110000,,,,
3468,3502,18462,B028,1.0000000000,Depo,2025-03-24 17:24:30.697000,,,,
3469,3503,18117,B026,1.0000000000,Depo,2025-03-24 17:24:34.243000,,,,
3470,3504,16706,A952,1.0000000000,yulya,2025-03-24 18:42:16.570000,,,,
3471,3505,16547,A199,1.0000000000,yulya,2025-03-24 18:42:20.097000,,,,
3472,3506,19398,A01,1.0000000000,yulya,2025-03-24 18:42:27.687000,,,,
3473,3507,16547,A063,2.0000000000,yulya,2025-03-24 18:42:32.747000,,yulya,2025-03-24 18:42:58.677000,
3474,3508,16547,A862,2.0000000000,yulya,2025-03-24 18:42:38.807000,,yulya,2025-03-24 18:43:07.627000,
3475,3509,20404,A234,1.0000000000,yulya,2025-03-24 18:42:44.550000,,,,
3476,3510,16706,A060,1.0000000000,yulya,2025-03-24 18:43:03.327000,,,,
3477,3511,16771,A571,1.0000000000,yulya,2025-03-24 18:43:12.397000,,,,
3478,3512,20395,A143,1.0000000000,yulya,2025-03-24 18:43:18.007000,,,,
3479,3513,20185,A01,1.0000000000,yulya,2025-03-25 09:36:41.827000,,,,
3480,3514,19254,A01,1.0000000000,yulya,2025-03-25 09:36:49.450000,,,,
3481,3515,19251,A01,1.0000000000,yulya,2025-03-25 09:36:52.460000,,,,
3482,3516,20287,A01,2.0000000000,yulya,2025-03-25 10:09:54.270000,KGShop,,,
3483,3516,17927,A01,1.0000000000,yulya,2025-03-25 10:09:54.270000,KGShop,,,
3484,3517,16522,A201,1.0000000000,Depo,2025-03-25 10:24:17.930000,,,,
3485,3518,20193,A201,1.0000000000,Depo,2025-03-25 10:24:19.853000,,,,
3486,3519,16531,A201,1.0000000000,Depo,2025-03-25 10:24:21.860000,,,,
3487,3520,16536,A148,1.0000000000,Depo,2025-03-25 10:24:23.403000,,,,
3488,3521,20340,A060,1.0000000000,Depo,2025-03-25 10:24:25.923000,,,,
3489,3522,18713,A067,1.0000000000,Depo,2025-03-25 10:24:29.970000,,,,
3490,3523,19765,A02,1.0000000000,yulya,2025-03-25 10:37:04.760000,KGShop,,,
3491,3524,20093,A650,1.0000000000,yulya,2025-03-25 10:40:59.720000,KGShop,,,
3492,3525,18804,A01,1.0000000000,yulya,2025-03-25 10:41:13.310000,KGShop,,,
3493,3526,16524,A063,1.0000000000,yulya,2025-03-25 10:41:26.733000,KGShop,,,
3494,3527,19377,A01,1.0000000000,yulya,2025-03-25 10:41:26.757000,KGShop,,,
3495,3528,19765,A02,1.0000000000,yulya,2025-03-25 10:41:26.770000,KGShop,,,
3496,3529,16769,A01,1.0000000000,yulya,2025-03-25 10:41:26.790000,KGShop,,,
3497,3530,19468,A228,1.0000000000,Depo,2025-03-25 10:45:10.433000,,,,
3498,3531,20263,A01,1.0000000000,Depo,2025-03-25 10:45:12.360000,,,,
3499,3532,16802,A037,1.0000000000,Depo,2025-03-25 10:45:19.310000,,,,
3500,3533,20263,A01,1.0000000000,Depo,2025-03-25 10:58:04.507000,,,,
3501,3534,19468,A063,1.0000000000,Depo,2025-03-25 11:06:31.510000,,,,
3502,3535,20549,A033,1.0000000000,Depo,2025-03-25 11:06:32.993000,,,,
3503,3536,18034,A142,1.0000000000,yulya,2025-03-25 12:29:50.757000,,,,
3504,3537,16731,A063,1.0000000000,yulya,2025-03-25 12:29:56.303000,,,,
3505,3538,16731,A01,1.0000000000,yulya,2025-03-25 12:30:00.750000,,,,
3506,3539,16704,A033,3.0000000000,yulya,2025-03-25 12:30:06.370000,,yulya,2025-03-25 17:09:21.097000,
3507,3540,16576,A01,1.0000000000,yulya,2025-03-25 12:30:11.063000,,,,
3508,3541,17811,A01,1.0000000000,yulya,2025-03-25 12:30:17.577000,,,,
3509,3542,16522,A058,1.0000000000,yulya,2025-03-25 12:30:42.580000,,,,
3510,3543,17686,A063,1.0000000000,yulya,2025-03-25 12:30:49.163000,,,,
3511,3544,19673,A01,1.0000000000,yulya,2025-03-25 12:30:53.787000,,,,
3512,3545,16599,A974,1.0000000000,yulya,2025-03-25 12:30:58.853000,,,,
3513,3546,17910,A01,1.0000000000,yulya,2025-03-25 12:31:06.910000,,,,
3514,3547,19874,A060,1.0000000000,Depo,2025-03-25 12:45:46.873000,,,,
3515,3548,20385,A093,1.0000000000,Depo,2025-03-25 12:45:48.860000,,,,
3516,3549,16784,A132,1.0000000000,Depo,2025-03-25 12:45:50.840000,,,,
3517,3550,19545,A033,1.0000000000,Depo,2025-03-25 12:45:53.387000,,,,
3519,3552,20503,A033,1.0000000000,Depo,2025-03-25 12:45:57.447000,,,,
3520,3553,20359,A01,1.0000000000,yulya,2025-03-25 12:56:59.087000,KGShop,,,
3521,3554,16524,A058,1.0000000000,yulya,2025-03-25 13:24:25.247000,KGShop,,,
3522,3555,16599,A974,1.0000000000,Depo,2025-03-25 13:32:31.367000,,,,
3523,3556,18034,A142,1.0000000000,Depo,2025-03-25 13:32:33.300000,,,,
3524,3557,19210,A142,1.0000000000,Depo,2025-03-25 13:32:35.313000,,,,
3525,3558,16547,A199,1.0000000000,Depo,2025-03-25 13:50:44.783000,,,,
3526,3559,16599,A201,1.0000000000,Depo,2025-03-25 13:50:46.747000,,,,
3527,3560,16532,A201,1.0000000000,Depo,2025-03-25 13:50:48.813000,,,,
3528,3561,16525,A201,1.0000000000,Depo,2025-03-25 13:50:49.860000,,,,
3529,3562,16525,A201,1.0000000000,Depo,2025-03-25 13:50:51.860000,,,,
3530,3563,17811,A01,1.0000000000,Depo,2025-03-25 14:18:48.300000,,,,
3531,3564,17910,A01,1.0000000000,Depo,2025-03-25 14:18:50.450000,,,,
3532,3565,16522,A058,1.0000000000,Depo,2025-03-25 14:18:52.317000,,,,
3533,3566,16576,A01,1.0000000000,Depo,2025-03-25 14:18:56.417000,,,,
3534,3567,16524,A01,1.0000000000,Depo,2025-03-25 14:18:58.913000,,,,
3535,3568,20353,A01,1.0000000000,Depo,2025-03-25 14:19:00.447000,,,,
3536,3569,16533,A01,1.0000000000,Depo,2025-03-25 14:19:01.987000,,,,
3537,3570,17927,A01,1.0000000000,Depo,2025-03-25 14:19:03.477000,,,,
3538,3571,16524,A01,1.0000000000,Depo,2025-03-25 14:19:05,,,,
3539,3572,16599,A033,1.0000000000,Depo,2025-03-25 14:52:33.860000,,,,
3540,3573,16758,A033,1.0000000000,Depo,2025-03-25 14:52:35.813000,,,,
3541,3574,17089,A031,1.0000000000,yulya,2025-03-25 15:19:05.047000,,,,
3542,3575,19758,A01,1.0000000000,yulya,2025-03-25 15:19:09.563000,,,,
3543,3576,16856,A01,1.0000000000,yulya,2025-03-25 15:19:13.647000,,,,
3544,3577,19761,A01,1.0000000000,yulya,2025-03-25 15:19:19.327000,,,,
3545,3578,19765,A01,1.0000000000,yulya,2025-03-25 15:19:23.857000,,,,
3546,3579,18110,A01,1.0000000000,yulya,2025-03-25 15:19:27.920000,,,,
3547,3580,19765,A01,1.0000000000,yulya,2025-03-25 15:19:32.030000,,,,
3548,3581,19765,A01,1.0000000000,yulya,2025-03-25 15:19:36.597000,,,,
3549,3582,17686,A063,1.0000000000,Depo,2025-03-25 15:35:20.510000,,,,
3550,3583,19087,A033,1.0000000000,Depo,2025-03-25 15:35:23.457000,,,,
3551,3584,16523,A066,1.0000000000,Depo,2025-03-25 15:35:25.500000,,,,
3552,3585,16706,A060,1.0000000000,Depo,2025-03-25 15:35:27.503000,,,,
3553,3586,16547,A862,2.0000000000,Depo,2025-03-25 16:05:51.200000,,Depo,2025-03-25 16:05:55.020000,
3554,3587,16547,A063,2.0000000000,Depo,2025-03-25 16:05:53.130000,,Depo,2025-03-25 16:05:56.520000,
3555,3588,16704,A033,2.0000000000,Depo,2025-03-25 16:05:58.733000,,Depo,2025-03-25 16:06:00.050000,
3556,3589,16697,A063,1.0000000000,Depo,2025-03-25 16:33:43.127000,,,,
3557,3590,16731,A063,1.0000000000,Depo,2025-03-25 16:33:47.150000,,,,
3558,3591,16785,A01,1.0000000000,Depo,2025-03-25 16:33:49.150000,,,,
3559,3592,20287,A01,2.0000000000,yulya,2025-03-25 16:35:50.177000,KGShop,,,
3560,3592,17927,A01,1.0000000000,yulya,2025-03-25 16:35:50.177000,KGShop,,,
3561,3593,16522,B042,1.0000000000,yulya,2025-03-25 17:08:48.350000,,,,
3562,3594,20470,B058,1.0000000000,yulya,2025-03-25 17:08:53.427000,,,,
3563,3595,17427,A174,1.0000000000,yulya,2025-03-25 17:08:57.920000,,,,
3564,3596,17421,A01,1.0000000000,yulya,2025-03-25 17:09:05.463000,,,,
3565,3597,17427,A01,1.0000000000,yulya,2025-03-25 17:09:10.467000,,,,
3566,3598,16522,A063,1.0000000000,yulya,2025-03-25 17:09:16.563000,,,,
3567,3599,18846,A297,1.0000000000,Depo,2025-03-25 17:24:36.847000,,,,
3568,3600,19874,A297,1.0000000000,Depo,2025-03-25 17:24:38.330000,,,,
3569,3601,19874,A155,1.0000000000,Depo,2025-03-25 17:24:39.830000,,,,
3570,3602,18846,A469,1.0000000000,Depo,2025-03-25 17:24:41.363000,,,,
3571,3603,16706,A952,1.0000000000,Depo,2025-03-25 17:24:44.393000,,,,
3572,3604,17089,A031,1.0000000000,Depo,2025-03-25 17:33:04.597000,,,,
3573,3605,16784,A298,1.0000000000,Depo,2025-03-25 17:51:22.717000,,,,
3574,3606,20096,A067,1.0000000000,Depo,2025-03-25 17:51:24.157000,,,,
3575,3607,16523,A033,1.0000000000,yulya,2025-03-25 18:20:07.810000,,,,
3576,3608,16697,A123,1.0000000000,yulya,2025-03-25 18:20:10.350000,,,,
3577,3609,16525,A143,1.0000000000,yulya,2025-03-25 18:20:13.320000,,,,
3578,3610,16879,A347,1.0000000000,yulya,2025-03-25 18:20:16.367000,,,,
3579,3611,16731,A01,1.0000000000,Depo,2025-03-25 18:25:25.917000,,,,
3580,3612,16599,A01,1.0000000000,Depo,2025-03-25 18:25:27.403000,,,,
3581,3613,16523,A01,1.0000000000,Depo,2025-03-25 18:25:29.477000,,,,
3582,3614,20273,A201,1.0000000000,yulya,2025-03-25 18:28:40.160000,KGShop,,,
3583,3615,20273,A201,1.0000000000,yulya,2025-03-25 18:29:08.777000,KGShop,,,
3584,3616,16879,A347,1.0000000000,Depo,2025-03-25 18:50:57.847000,,,,
3585,3617,16532,A058,1.0000000000,Depo,2025-03-25 18:50:59.337000,,,,
3586,3618,16697,A288,1.0000000000,Depo,2025-03-25 18:51:01.380000,,,,
3587,3619,17289,A01,1.0000000000,Depo,2025-03-25 18:51:02.927000,,,,
3588,3620,19398,A01,1.0000000000,Depo,2025-03-25 18:51:04.957000,,,,
3589,3621,16524,A858,1.0000000000,Depo,2025-03-25 18:51:06.507000,,,,
3590,3622,17594,A347,1.0000000000,Depo,2025-03-25 18:51:09.570000,,,,
3591,3623,16856,A01,1.0000000000,yulya,2025-03-25 19:10:45.133000,,,,
3592,3624,16856,A01,1.0000000000,yulya,2025-03-25 19:10:47.627000,,,,
3593,3625,20539,A01,1.0000000000,yulya,2025-03-26 09:16:55.483000,,,,
3594,3626,20202,A142,1.0000000000,yulya,2025-03-26 09:46:18.207000,,,,
3595,3627,17979,A142,1.0000000000,yulya,2025-03-26 09:46:19.030000,,,,
3596,3628,18420,A201,1.0000000000,yulya,2025-03-26 09:46:20.600000,,,,
3597,3629,20253,A113,1.0000000000,yulya,2025-03-26 09:46:22.133000,,,,
3598,3630,16697,A01,1.0000000000,Depo,2025-03-26 10:25:58.037000,,,,
3599,3631,16545,A01,1.0000000000,Depo,2025-03-26 10:26:00,,,,
3600,3632,19410,A01,1.0000000000,Depo,2025-03-26 10:26:02.047000,,,,
3601,3633,16523,A01,1.0000000000,Depo,2025-03-26 10:26:04.083000,,,,
3602,3634,18498,A01,1.0000000000,Depo,2025-03-26 10:26:05.630000,,,,
3603,3635,17089,A01,1.0000000000,Depo,2025-03-26 10:26:08.150000,,,,
3604,3636,20578,A01,1.0000000000,Depo,2025-03-26 10:26:09.167000,,,,
3605,3637,16594,A01,1.0000000000,Depo,2025-03-26 10:26:11.187000,,,,
3606,3638,20581,A01,1.0000000000,Depo,2025-03-26 10:26:12.687000,,,,
3607,3639,16540,A01,1.0000000000,Depo,2025-03-26 10:26:14.700000,,,,
3608,3640,16528,A250,1.0000000000,Depo,2025-03-26 10:26:16.737000,,,,
3609,3641,19947,A01,1.0000000000,Depo,2025-03-26 10:26:19.767000,,,,
3610,3642,16784,A01,1.0000000000,Depo,2025-03-26 10:26:22.320000,,,,
3611,3643,20159,A548,1.0000000000,Depo,2025-03-26 10:26:24.820000,,,,
3612,3644,20236,A01,1.0000000000,Depo,2025-03-26 10:26:26.357000,,,,
3613,3645,19673,A01,1.0000000000,Depo,2025-03-26 10:26:28.420000,,,,
3614,3646,16856,A01,1.0000000000,Depo,2025-03-26 10:26:30.393000,,,,
3615,3647,19758,A01,1.0000000000,Depo,2025-03-26 10:26:32.450000,,,,
3616,3648,16697,A123,1.0000000000,Depo,2025-03-26 10:26:33.963000,,,,
3617,3649,20539,A01,1.0000000000,Depo,2025-03-26 10:26:35.967000,,,,
3618,3650,16545,A01,1.0000000000,Depo,2025-03-26 10:26:37.470000,,,,
3619,3651,20582,A01,1.0000000000,Depo,2025-03-26 10:26:40.517000,,,,
3620,3652,16549,A01,1.0000000000,Depo,2025-03-26 10:26:41.537000,,,,
3621,3653,16518,A01,1.0000000000,Depo,2025-03-26 10:26:43.063000,,,,
3622,3654,16588,A01,1.0000000000,Depo,2025-03-26 10:26:46.603000,,,,
3623,3655,20580,A01,1.0000000000,Depo,2025-03-26 10:26:48.687000,,,,
3624,3656,19573,A123,1.0000000000,Depo,2025-03-26 10:26:49.710000,,,,
3625,3657,20172,A063,1.0000000000,Depo,2025-03-26 10:26:52.257000,,,,
3626,3658,19578,A063,1.0000000000,Depo,2025-03-26 10:26:54.260000,,,,
3627,3659,16706,A01,1.0000000000,yulya,2025-03-26 10:31:51.040000,KGShop,,,
3628,3660,16909,A338,1.0000000000,yulya,2025-03-26 11:56:56.680000,KGShop,,,
3629,3661,16784,A912,1.0000000000,yulya,2025-03-26 11:56:56.737000,KGShop,,,
3630,3661,16599,A912,1.0000000000,yulya,2025-03-26 11:56:56.737000,KGShop,,,
3631,3662,16525,A047,1.0000000000,yulya,2025-03-26 12:04:53.573000,,,,
3632,3663,16525,A200,1.0000000000,yulya,2025-03-26 12:04:58.560000,,,,
3633,3664,19461,A053,1.0000000000,Depo,2025-03-26 12:29:16.720000,,,,
3634,3665,19464,A053,1.0000000000,Depo,2025-03-26 12:29:18.187000,,,,
3635,3666,19484,A053,1.0000000000,Depo,2025-03-26 12:29:19.703000,,,,
3636,3667,20339,A01,1.0000000000,Depo,2025-03-26 12:29:21.200000,,,,
3637,3668,20341,A01,1.0000000000,Depo,2025-03-26 12:29:22.207000,,,,
3638,3669,19543,A01,1.0000000000,Depo,2025-03-26 12:29:23.743000,,,,
3639,3670,19382,A053,1.0000000000,Depo,2025-03-26 12:29:25.263000,,,,
3640,3671,19494,A053,1.0000000000,Depo,2025-03-26 12:29:27.277000,,,,
3641,3672,16784,A053,1.0000000000,Depo,2025-03-26 12:29:28.800000,,,,
3642,3673,19493,A053,1.0000000000,Depo,2025-03-26 12:29:30.323000,,,,
3643,3674,19476,A053,1.0000000000,Depo,2025-03-26 12:29:31.817000,,,,
3644,3675,19868,A080,1.0000000000,Depo,2025-03-26 12:29:33.347000,,,,
3645,3676,18137,A053,1.0000000000,Depo,2025-03-26 12:29:35.367000,,,,
3646,3677,19541,A053,1.0000000000,Depo,2025-03-26 12:29:38.377000,,,,
3647,3678,16701,A053,1.0000000000,Depo,2025-03-26 12:29:40.410000,,,,
3648,3679,19485,A053,1.0000000000,Depo,2025-03-26 12:29:42.913000,,,,
3649,3680,16525,A037,1.0000000000,Depo,2025-03-26 12:29:44.447000,,,,
3650,3681,19541,A01,1.0000000000,Depo,2025-03-26 12:29:45.950000,,,,
3651,3682,16547,A037,1.0000000000,Depo,2025-03-26 12:29:48.510000,,,,
3652,3683,16524,A01,1.0000000000,Depo,2025-03-26 12:29:50.027000,,,,
3653,3684,19254,A01,1.0000000000,Depo,2025-03-26 12:29:51.513000,,,,
3654,3685,19248,A01,1.0000000000,Depo,2025-03-26 12:29:53.570000,,,,
3655,3686,19247,A01,1.0000000000,Depo,2025-03-26 12:29:55.533000,,,,
3656,3687,16784,A01,1.0000000000,Depo,2025-03-26 12:29:57.550000,,,,
3657,3688,16523,A01,1.0000000000,Depo,2025-03-26 12:29:59.600000,,,,
