Bolum,FisTur,FisTip,HareketNo,EvrakNo,EvrakNo2,DeleteUN,DeleteDT,EvrakNo3,FisTar,kgid
Si,N,A,6184,000024,,yulya,2024-10-14 17:36:54.713000,,2024-01-30 13:19:47,986
Si,N,A,6185,000024,,yulya,2024-10-14 17:37:02.033000,,2024-01-30 13:19:47,987
Si,N,A,6186,000024,,yulya,2024-10-14 17:37:09.357000,,2024-01-30 13:19:47,988
Si,N,A,6187,000024,,yulya,2024-10-14 17:37:15.633000,,2024-01-30 13:19:47,989
Si,N,A,6188,000024,,yulya,2024-10-14 17:37:21.883000,,2024-01-30 13:19:47,990
Si,N,A,6189,000024,,yulya,2024-10-14 17:37:28.350000,,2024-01-30 13:19:47,991
Si,N,A,6190,000024,,yulya,2024-10-14 17:37:37.677000,,2024-01-30 13:19:47,992
Si,N,A,6191,000024,,yulya,2024-10-14 17:37:44.177000,,2024-01-30 13:19:47,993
Si,N,A,6192,000024,,yulya,2024-10-14 17:37:51.927000,,2024-01-30 13:19:47,994
Si,N,A,6193,000024,,yulya,2024-03-15 14:45:30.070000,,2024-01-30 13:19:47,995
Si,N,A,6194,000024,,yulya,2024-10-14 17:38:02.660000,,2024-01-30 13:19:47,996
Si,N,A,6195,000024,,yulya,2024-10-14 17:38:09.687000,,2024-01-30 13:19:47,997
Si,N,A,6196,000024,,yulya,2024-10-14 17:38:16.040000,,2024-01-30 13:19:47,998
Si,N,A,6197,000024,,yulya,2024-10-14 17:38:22.300000,,2024-01-30 13:19:47,999
Si,N,A,6198,000135,,yulya,2024-10-14 17:38:28.447000,,2024-03-11 17:47:38,1000
Si,N,A,6199,000135,,yulya,2024-10-14 17:38:34.750000,,2024-03-11 17:47:38,1001
Si,N,A,6200,000135,,yulya,2024-10-14 17:38:42.913000,,2024-03-11 17:47:38,1002
Si,N,A,6201,000137,,yulya,2024-10-14 17:38:48.710000,,2024-03-12 11:20:37,1003
Si,N,A,6202,000137,,yulya,2024-10-14 17:38:55.117000,,2024-03-12 11:20:37,1004
Si,N,A,6203,000137,,yulya,2024-10-14 17:55:42.037000,,2024-03-12 11:20:37,1005
Si,N,A,6204,000137,,yulya,2024-10-14 17:55:49.763000,,2024-03-12 11:20:37,1006
Si,N,A,6205,000137,,yulya,2024-10-14 17:55:56.703000,,2024-03-12 11:20:37,1007
Si,N,A,6206,000145,,yulya,2024-10-14 17:56:05.200000,,2024-03-14 13:26:43,1008
Si,N,A,6207,000145,,yulya,2024-10-14 17:56:19.773000,,2024-03-14 13:26:43,1009
Si,N,A,6208,000146,,yulya,2024-10-14 17:56:27.400000,,2024-03-14 13:31:26,1010
Si,N,A,6209,000141,,yulya,2024-10-14 17:56:34.167000,,2024-03-13 15:09:31,1011
Si,N,A,6210,000141,,yulya,2024-10-14 17:56:41.430000,,2024-03-13 15:09:31,1012
Si,N,A,6211,000141,,yulya,2024-10-14 17:56:48.380000,,2024-03-13 15:09:31,1013
Si,N,A,6212,000141,,yulya,2024-10-14 17:56:54.740000,,2024-03-13 15:09:31,1014
Si,N,A,6213,000141,,yulya,2024-10-14 17:57:01.537000,,2024-03-13 15:09:31,1015
Si,N,A,6214,000141,,yulya,2024-10-14 17:57:07.940000,,2024-03-13 15:09:31,1016
Si,N,A,6215,000143,,yulya,2024-10-14 17:57:14.567000,,2024-03-13 16:53:51,1017
Si,N,A,6217,000134,,yulya,2024-10-14 17:57:24.190000,,2024-03-11 17:33:28,1018
Si,N,A,6218,000134,,yulya,2024-10-14 17:57:31.393000,,2024-03-11 17:33:28,1019
Si,N,A,6219,000149,,yulya,2024-10-14 17:57:37.990000,,2024-03-15 16:04:09,1020
Si,N,A,6220,000138,,yulya,2024-10-14 17:57:46.440000,,2024-03-12 17:50:33,1021
Si,N,A,6221,000138,,yulya,2024-10-14 18:12:21.823000,,2024-03-12 17:50:33,1022
Si,N,A,6222,000138,,yulya,2024-10-14 18:12:33.100000,,2024-03-12 17:50:33,1023
Si,N,A,6223,000140,,yulya,2024-03-15 16:27:45.430000,,2024-03-13 13:35:09,1024
Si,N,A,6232,,,yulya,2024-10-14 18:12:44.900000,,2024-01-12 11:19:44,1025
Si,N,A,6233,,,yulya,2024-10-14 18:12:54.630000,,2024-01-12 11:19:44,1026
Si,N,A,6234,,,yulya,2024-10-14 18:13:02.350000,,2024-01-12 11:19:44,1027
Si,N,A,6235,,,yulya,2024-10-14 18:13:08.883000,,2024-01-12 11:19:44,1028
Si,N,A,6236,,,yulya,2024-10-14 18:13:15.243000,,2024-01-12 11:19:44,1029
Si,N,A,6237,000150,,yulya,2024-10-14 18:13:21.577000,,2024-03-18 12:17:43,1030
Si,N,A,6238,000147,,yulya,2024-10-14 18:13:29.237000,,2024-03-14 15:09:11,1031
Si,N,A,6239,000147,,yulya,2024-10-14 18:13:36.120000,,2024-03-14 15:09:11,1032
Si,N,A,6240,000147,,yulya,2024-10-14 18:13:43.723000,,2024-03-14 15:09:11,1033
Si,N,A,6241,000147,,yulya,2024-10-14 18:13:50.350000,,2024-03-14 15:09:11,1034
Si,N,A,6242,000147,,yulya,2024-10-14 18:13:56.567000,,2024-03-14 15:09:11,1035
Si,N,A,6243,000147,,yulya,2024-10-14 18:14:02.770000,,2024-03-14 15:09:11,1036
Si,N,A,6244,000147,,yulya,2024-10-14 18:14:09.493000,,2024-03-14 15:09:11,1037
Si,N,A,6245,000147,,yulya,2024-10-14 18:14:16.353000,,2024-03-14 15:09:11,1038
Si,N,A,6246,000147,,yulya,2024-10-14 18:14:22.903000,,2024-03-14 15:09:11,1039
Si,N,A,6247,000147,,yulya,2024-10-14 18:14:29.947000,,2024-03-14 15:09:11,1040
Si,N,A,6248,000147,,yulya,2024-10-14 18:14:36.387000,,2024-03-14 15:09:11,1041
Si,N,A,6249,000079,,yulya,2024-10-14 18:14:42.937000,,2024-02-20 16:43:06,1042
Si,N,A,6250,000079,,yulya,2024-10-14 18:14:49.313000,,2024-02-20 16:43:06,1043
Si,N,A,6251,000079,,yulya,2024-10-14 18:14:55.427000,,2024-02-20 16:43:06,1044
Si,N,A,6252,000079,,yulya,2024-10-14 18:15:02.423000,,2024-02-20 16:43:06,1045
Si,N,A,6253,000079,,yulya,2024-10-14 18:16:07.783000,,2024-02-20 16:43:06,1046
Si,N,A,6254,000079,,yulya,2024-03-19 10:49:17.003000,,2024-02-20 16:43:06,1047
Si,N,A,6255,000079,,yulya,2024-10-15 09:48:00.613000,,2024-02-20 16:43:06,1048
Si,N,A,6256,000079,,yulya,2024-10-14 18:16:54.267000,,2024-02-20 16:43:06,1049
Si,N,A,6257,000079,,yulya,2024-10-14 18:17:02.407000,,2024-02-20 16:43:06,1050
Si,N,A,6258,000079,,yulya,2024-10-14 18:17:09.037000,,2024-02-20 16:43:06,1051
Si,N,A,6259,000079,,yulya,2024-10-14 18:17:16.663000,,2024-02-20 16:43:06,1052
Si,N,A,6260,000079,,yulya,2024-10-14 18:17:24.173000,,2024-02-20 16:43:06,1053
Si,N,A,6261,000133,,yulya,2024-10-14 18:17:31.207000,,2024-03-11 15:34:23,1054
Si,N,A,6262,000133,,yulya,2024-10-14 18:17:38.533000,,2024-03-11 15:34:23,1055
Si,N,A,6263,000133,,yulya,2024-10-14 18:17:44.633000,,2024-03-11 15:34:23,1056
Si,N,A,6264,000133,,yulya,2024-10-14 18:17:51.033000,,2024-03-11 15:34:23,1057
Si,N,A,6265,000133,,yulya,2024-10-14 18:17:58.007000,,2024-03-11 15:34:23,1058
Si,N,A,6266,000133,,yulya,2024-10-14 18:18:04.513000,,2024-03-11 15:34:23,1059
Si,N,A,6267,000133,,yulya,2024-10-14 18:18:12.220000,,2024-03-11 15:34:23,1060
Si,N,A,6268,000133,,yulya,2024-10-14 18:18:19.227000,,2024-03-11 15:34:23,1061
Si,N,A,6269,000133,,yulya,2024-10-14 18:18:25.910000,,2024-03-11 15:34:23,1062
Si,N,A,6270,000151,,yulya,2024-10-14 18:18:37.230000,,2024-03-18 12:21:47,1063
Si,N,A,6271,000151,,yulya,2024-10-14 18:18:43.693000,,2024-03-18 12:21:47,1064
Si,N,A,6272,000151,,yulya,2024-10-14 18:18:51.310000,,2024-03-18 12:21:47,1065
Si,N,A,6274,000157,,yulya,2024-10-14 18:19:00.317000,,2024-03-19 11:36:14,1066
Si,N,A,6275,000157,,yulya,2024-10-14 18:19:06.857000,,2024-03-19 11:36:14,1067
Si,N,A,6276,000154,,yulya,2024-10-14 18:19:13.533000,,2024-03-18 15:30:46,1068
Si,N,A,6277,000154,,yulya,2024-10-14 18:19:20.127000,,2024-03-18 15:30:46,1069
Si,N,A,6278,000154,,yulya,2024-10-14 18:19:27.937000,,2024-03-18 15:30:46,1070
Si,N,A,6279,000155,,yulya,2024-10-14 18:19:34.333000,,2024-03-18 15:58:33,1071
Si,N,A,6280,000155,,yulya,2024-10-14 18:19:43.783000,,2024-03-18 15:58:33,1072
Si,N,A,6281,000156,,yulya,2024-10-14 18:19:50.300000,,2024-03-18 16:04:25,1073
Si,N,A,6282,000156,,yulya,2024-10-14 18:19:58.583000,,2024-03-18 16:04:25,1074
Si,N,A,6283,000156,,yulya,2024-10-14 18:20:09.530000,,2024-03-18 16:04:25,1075
Si,N,A,6284,000139,,yulya,2024-10-14 18:20:16.810000,,2024-03-13 13:24:49,1076
Si,N,A,6285,000139,,yulya,2024-10-14 18:20:25.677000,,2024-03-13 13:24:49,1077
Si,N,A,6286,000139,,yulya,2024-10-14 18:20:32.423000,,2024-03-13 13:24:49,1078
Si,N,A,6287,000139,,yulya,2024-10-14 18:20:38.930000,,2024-03-13 13:24:49,1079
Si,N,A,6288,000139,,yulya,2024-10-14 18:20:45.420000,,2024-03-13 13:24:49,1080
Si,N,A,6289,000140,,yulya,2024-10-14 18:20:54.323000,,2024-03-13 13:35:09,1081
Si,N,A,6290,000140,,yulya,2024-10-14 18:21:05.867000,,2024-03-13 13:35:09,1082
Si,N,A,6291,000140,,yulya,2024-10-14 18:21:12.677000,,2024-03-13 13:35:09,1083
Si,N,A,6292,000140,,yulya,2024-10-14 18:21:20.167000,,2024-03-13 13:35:09,1084
Si,N,A,6293,000140,,yulya,2024-10-14 18:21:27.013000,,2024-03-13 13:35:09,1085
Si,N,A,6294,000140,,yulya,2024-10-14 18:21:33.377000,,2024-03-13 13:35:09,1086
Si,N,A,6301,000160,,yulya,2024-10-14 18:21:57.463000,,2024-03-20 11:14:53,1087
Si,N,A,6302,000162,,yulya,2024-10-14 18:22:05.033000,,2024-03-20 13:34:10,1088
Si,N,A,6305,000153,,yulya,2024-10-14 18:22:11.650000,,2024-03-18 15:01:10,1089
Si,N,A,6306,000153,,yulya,2024-10-14 18:22:18.907000,,2024-03-18 15:01:10,1090
Si,N,A,6307,000153,,yulya,2024-10-14 18:22:26.707000,,2024-03-18 15:01:10,1091
Si,N,A,6308,000153,,yulya,2024-10-14 18:22:34.140000,,2024-03-18 15:01:10,1092
Si,N,A,6309,000153,,yulya,2024-10-14 18:22:51.257000,,2024-03-18 15:01:10,1093
Si,N,A,6311,000166,,yulya,2024-10-14 18:23:03.067000,,2024-03-25 09:38:28,1094
Si,N,A,6312,000166,,yulya,2024-10-14 18:23:09.477000,,2024-03-25 09:38:28,1095
Si,N,A,6313,000166,,yulya,2024-10-14 18:23:16.007000,,2024-03-25 09:38:28,1096
Si,N,A,6314,000158,,yulya,2024-10-14 18:23:22.137000,,2024-03-20 09:51:20,1097
Si,N,A,6315,000158,,yulya,2024-10-14 18:23:31.007000,,2024-03-20 09:51:20,1098
Si,N,A,6316,000158,,yulya,2024-10-14 18:23:37.657000,,2024-03-20 09:51:20,1099
Si,N,A,6317,000165,,yulya,2024-10-14 18:23:44.260000,,2024-03-21 19:36:51,1100
Si,N,A,6318,000165,,yulya,2024-10-14 18:23:51,,2024-03-21 19:36:51,1101
Si,N,A,6319,000165,,yulya,2024-10-14 18:23:57.320000,,2024-03-21 19:36:51,1102
Si,N,A,6324,000169,,yulya,2024-10-14 18:24:03.680000,,2024-03-25 10:51:37,1103
Si,N,A,6325,000169,,yulya,2024-10-14 18:24:10.273000,,2024-03-25 10:51:37,1104
Si,N,A,6326,000169,,yulya,2024-10-14 18:24:17.147000,,2024-03-25 10:51:37,1105
Si,N,A,6327,000169,,yulya,2024-10-14 18:24:24.010000,,2024-03-25 10:51:37,1106
Si,N,A,6328,000169,,yulya,2024-10-14 18:24:31.983000,,2024-03-25 10:51:37,1107
Si,N,A,6329,000169,,yulya,2024-10-14 18:24:38.307000,,2024-03-25 10:51:37,1108
Si,N,A,6330,000169,,yulya,2024-10-14 18:24:46.537000,,2024-03-25 10:51:37,1109
Si,N,A,6331,000169,,yulya,2024-10-14 18:24:55.160000,,2024-03-25 10:51:37,1110
Si,N,A,6334,000172,,yulya,2024-10-14 18:25:06.770000,,2024-03-26 10:24:57,1111
Si,N,A,6335,000129,,yulya,2024-10-14 18:25:13.137000,,2024-03-07 19:14:05,1112
Si,N,A,6336,000129,,yulya,2024-10-14 18:25:20.570000,,2024-03-07 19:14:05,1113
Si,N,A,6337,000129,,yulya,2024-10-14 18:25:27.883000,,2024-03-07 19:14:05,1114
Si,N,A,6338,000129,,yulya,2024-10-14 18:25:35.023000,,2024-03-07 19:14:05,1115
Si,N,A,6339,000164,,yulya,2024-10-14 18:25:42.177000,,2024-03-21 11:38:27,1116
Si,N,A,6341,000066,,yulya,2024-10-14 18:25:52.430000,,2024-02-15 14:17:02,1117
Si,N,A,6342,000066,,yulya,2024-10-14 18:25:59.220000,,2024-02-15 14:17:02,1118
Si,N,A,6343,000066,,yulya,2024-10-14 18:26:05.427000,,2024-02-15 14:17:02,1119
Si,N,A,6344,000066,,yulya,2024-10-14 18:26:12.123000,,2024-02-15 14:17:02,1120
Si,N,A,6345,000066,,yulya,2024-10-14 18:26:20.730000,,2024-02-15 14:17:02,1121
Si,N,A,6346,000066,,yulya,2024-10-14 18:26:27.377000,,2024-02-15 14:17:02,1122
Si,N,A,6347,000173,,yulya,2024-10-14 18:26:34.610000,,2024-03-26 10:41:12,1123
Si,N,A,6348,000130,,yulya,2024-10-14 18:26:41.360000,,2024-03-07 19:25:10,1124
Si,N,A,6349,000130,,yulya,2024-10-14 18:26:48.390000,,2024-03-07 19:25:10,1125
Si,N,A,6350,000130,,yulya,2024-10-14 18:26:56.447000,,2024-03-07 19:25:10,1126
Si,N,A,6351,000130,,yulya,2024-10-15 09:49:19.450000,,2024-03-07 19:25:10,1127
Si,N,A,6352,000130,,yulya,2024-10-15 09:49:26.490000,,2024-03-07 19:25:10,1128
Si,N,A,6353,000167,,yulya,2024-10-15 09:50:10.763000,,2024-03-25 10:22:43,1129
Si,N,A,6354,000170,,yulya,2024-10-15 09:50:17.740000,,2024-03-25 14:14:53,1130
Si,N,A,6355,000168,,yulya,2024-10-15 09:50:25.533000,,2024-03-25 10:27:23,1131
Si,N,A,6361,000176,,yulya,2024-10-15 09:52:21.820000,,2024-03-26 15:27:56,1132
Si,N,A,6366,000181,,yulya,2024-10-15 09:52:36.150000,,2024-03-27 12:30:10,1133
Si,N,A,6367,000178,,yulya,2024-10-15 09:52:43.817000,,2024-03-27 09:27:59,1134
Si,N,A,6368,000178,,yulya,2024-10-15 09:52:52.307000,,2024-03-27 09:27:59,1135
Si,N,A,6370,000182,,yulya,2024-10-15 09:53:09.583000,,2024-03-27 16:00:49,1136
Si,N,A,6375,000185,,yulya,2024-10-15 09:53:17.030000,,2024-03-28 14:15:19,1137
Si,N,A,6376,000185,,yulya,2024-10-15 09:53:24.477000,,2024-03-28 14:15:19,1138
Si,N,A,6377,000184,,yulya,2024-10-15 09:53:31.090000,,2024-03-28 13:37:49,1139
Si,N,A,6379,000187,,yulya,2024-10-15 09:53:41.600000,,2024-03-28 17:44:56,1140
Si,N,A,6385,000188,,yulya,2024-10-15 09:53:54.430000,,2024-04-01 10:56:18,1141
Si,N,A,6386,000144,,yulya,2024-10-15 09:54:00.687000,,2024-03-13 17:26:08,1142
Si,N,A,6387,000144,,yulya,2024-10-15 09:54:07.793000,,2024-03-13 17:26:08,1143
Si,N,A,6388,000144,,yulya,2024-10-15 09:54:14.717000,,2024-03-13 17:26:08,1144
Si,N,A,6389,000144,,yulya,2024-10-15 09:54:25.303000,,2024-03-13 17:26:08,1145
Si,N,A,6390,000144,,yulya,2024-10-15 09:54:48.100000,,2024-03-13 17:26:08,1146
Si,N,A,6391,000144,,yulya,2024-10-15 09:54:55.880000,,2024-03-13 17:26:08,1147
Si,N,A,6392,000144,,yulya,2024-10-15 09:55:02.833000,,2024-03-13 17:26:08,1148
Si,N,A,6393,000144,,yulya,2024-10-15 09:55:09.613000,,2024-03-13 17:26:08,1149
Si,N,A,6394,000144,,yulya,2024-10-15 09:55:16.363000,,2024-03-13 17:26:08,1150
Si,N,A,6395,000175,,yulya,2024-10-15 09:59:24.390000,,2024-03-26 12:38:39,1151
Si,N,A,6396,000175,,yulya,2024-10-15 09:59:31.793000,,2024-03-26 12:38:39,1152
Si,N,A,6397,000180,,yulya,2024-10-15 09:59:40.880000,,2024-03-27 11:30:18,1153
Si,N,A,6398,000180,,yulya,2024-10-15 09:59:48.627000,,2024-03-27 11:30:18,1154
Si,N,A,6399,000180,,yulya,2024-10-15 10:01:33.910000,,2024-03-27 11:30:18,1155
Si,N,A,6400,000179,,yulya,2024-10-15 10:01:40.330000,,2024-03-27 11:15:53,1156
Si,N,A,6401,000179,,yulya,2024-10-15 10:01:48.860000,,2024-03-27 11:15:53,1157
Si,N,A,6402,000179,,yulya,2024-10-15 10:01:56.053000,,2024-03-27 11:15:53,1158
Si,N,A,6403,000179,,yulya,2024-10-15 10:02:02.977000,,2024-03-27 11:15:53,1159
Si,N,A,6404,000179,,yulya,2024-10-15 10:02:09.860000,,2024-03-27 11:15:53,1160
Si,N,A,6405,000179,,yulya,2024-10-15 10:02:17.070000,,2024-03-27 11:15:53,1161
Si,N,A,6406,000190,,yulya,2024-10-15 10:02:24.253000,,2024-04-01 11:50:41,1162
Si,N,A,6407,000191,,yulya,2024-10-15 10:02:31.027000,,2024-04-01 11:52:30,1163
Si,N,A,6408,000189,,yulya,2024-10-15 10:02:39.183000,,2024-04-01 11:00:24,1164
Si,N,A,6409,000192,,yulya,2024-10-15 10:02:47.307000,,2024-04-01 11:55:26,1165
Si,N,A,6411,000193,,yulya,2024-10-15 10:02:54.633000,,2024-04-01 18:11:46,1166
Si,N,A,6414,000195,,yulya,2024-10-15 10:03:01.567000,,2024-04-02 13:14:03,1167
Si,N,A,6415,000177,,yulya,2024-10-15 10:03:10.117000,,2024-03-26 16:07:31,1168
Si,N,A,6419,000198,,yulya,2024-10-15 10:03:22.370000,,2024-04-03 13:59:46,1169
Si,N,A,6434,000203,,yulya,2024-04-15 14:05:03.080000,,2024-04-15 10:54:26,1170
Si,N,A,6435,000203,,yulya,2024-10-15 10:03:32.460000,,2024-04-15 10:54:26,1171
Si,N,A,6437,000210,,yulya,2024-10-15 10:04:07.497000,,2024-04-15 13:17:34,1172
Si,N,A,6438,000210,,yulya,2024-10-15 10:04:19.733000,,2024-04-15 13:17:34,1173
Si,N,A,6439,000210,,yulya,2024-10-15 10:04:26.080000,,2024-04-15 13:17:34,1174
Si,N,A,6441,000209,,yulya,2024-10-15 10:05:07.573000,,2024-04-15 12:19:47,1175
Si,N,A,6444,000202,,yulya,2024-10-15 10:04:32.707000,,2024-04-08 09:29:35,1176
Si,N,A,6446,000205,,yulya,2024-10-15 10:05:16.583000,,2024-04-15 11:19:33,1177
Si,N,A,6447,000205,,yulya,2024-10-15 10:05:24.940000,,2024-04-15 11:19:33,1178
Si,N,A,6448,000205,,yulya,2024-10-15 10:05:31.837000,,2024-04-15 11:19:33,1179
Si,N,A,6449,000208,,yulya,2024-10-15 10:05:40.867000,,2024-04-15 12:08:57,1180
Si,N,A,6450,000207,,yulya,2024-10-15 10:05:53.850000,,2024-04-15 11:54:32,1181
Si,N,A,6451,000204,,yulya,2024-10-15 10:06:00.313000,,2024-04-15 11:01:45,1182
Si,N,A,6452,000204,,yulya,2024-10-15 10:06:06.633000,,2024-04-15 11:01:45,1183
Si,N,A,6453,000200,,yulya,2024-10-15 10:06:13.757000,,2024-04-04 12:56:06,1184
Si,N,A,6454,000200,,yulya,2024-10-15 10:06:21.270000,,2024-04-04 12:56:06,1185
Si,N,A,6455,000200,,yulya,2024-10-15 10:06:29.303000,,2024-04-04 12:56:06,1186
Si,N,A,6456,000200,,yulya,2024-10-15 10:06:37.077000,,2024-04-04 12:56:06,1187
Si,N,A,6457,000200,,yulya,2024-10-15 10:06:44.350000,,2024-04-04 12:56:06,1188
Si,N,A,6458,000215,,yulya,2024-10-15 10:06:53.357000,,2024-04-15 14:33:23,1189
Si,N,A,6460,000217,,yulya,2024-10-15 10:06:59.837000,,2024-04-15 15:26:00,1190
Si,N,A,6461,000217,,yulya,2024-10-15 10:07:09.670000,,2024-04-15 15:26:00,1191
Si,N,A,6462,000216,,yulya,2024-10-15 10:07:16.727000,,2024-04-15 14:44:07,1192
Si,N,A,6463,000186,,yulya,2024-10-15 10:07:23.513000,,2024-03-28 16:41:55,1193
Si,N,A,6464,000186,,yulya,2024-10-15 10:07:34.243000,,2024-03-28 16:41:55,1194
Si,N,A,6465,000186,,yulya,2024-10-15 10:07:41.547000,,2024-03-28 16:41:55,1195
Si,N,A,6466,000186,,yulya,2024-10-15 10:07:51.777000,,2024-03-28 16:41:55,1196
Si,N,A,6467,000186,,yulya,2024-10-15 10:07:59.810000,,2024-03-28 16:41:55,1197
Si,N,A,6469,000186,,yulya,2024-10-15 10:09:14.673000,,2024-03-28 16:41:55,1198
Si,N,A,6470,000186,,yulya,2024-10-15 10:09:22.550000,,2024-03-28 16:41:55,1199
Si,N,A,6471,000186,,yulya,2024-10-15 10:09:29.433000,,2024-03-28 16:41:55,1200
Si,N,A,6472,000199,,yulya,2024-10-15 10:09:36.160000,,2024-04-04 12:18:21,1201
Si,N,A,6473,000199,,yulya,2024-10-15 10:09:42.637000,,2024-04-04 12:18:21,1202
Si,N,A,6474,000199,,yulya,2024-10-15 10:09:49.260000,,2024-04-04 12:18:21,1203
Si,N,A,6475,000199,,yulya,2024-10-15 10:09:56.123000,,2024-04-04 12:18:21,1204
Si,N,A,6476,000199,,yulya,2024-10-15 10:10:02.687000,,2024-04-04 12:18:21,1205
Si,N,A,6477,000199,,yulya,2024-10-15 10:10:10.577000,,2024-04-04 12:18:21,1206
Si,N,A,6478,000199,,yulya,2024-10-15 10:10:17.610000,,2024-04-04 12:18:21,1207
Si,N,A,6479,000199,,yulya,2024-10-15 10:10:24.153000,,2024-04-04 12:18:21,1208
Si,N,A,6480,000199,,yulya,2024-10-15 10:10:31.740000,,2024-04-04 12:18:21,1209
Si,N,A,6481,000199,,yulya,2024-10-15 10:10:38.967000,,2024-04-04 12:18:21,1210
Si,N,A,6482,000201,,yulya,2024-10-15 10:10:46.617000,,2024-04-04 15:57:05,1211
Si,N,A,6483,000201,,yulya,2024-10-15 10:10:52.977000,,2024-04-04 15:57:05,1212
Si,N,A,6484,000201,,yulya,2024-10-15 10:10:59.240000,,2024-04-04 15:57:05,1213
Si,N,A,6485,000201,,yulya,2024-10-15 10:11:06.897000,,2024-04-04 15:57:05,1214
Si,N,A,6486,000201,,yulya,2024-10-15 10:11:14,,2024-04-04 15:57:05,1215
Si,N,A,6487,000201,,yulya,2024-10-15 10:11:20.013000,,2024-04-04 15:57:05,1216
Si,N,A,6489,000201,,yulya,2024-10-15 10:11:50.057000,,2024-04-04 15:57:05,1217
Si,N,A,6490,000201,,yulya,2024-10-15 10:11:57.017000,,2024-04-04 15:57:05,1218
Si,N,A,6491,000201,,yulya,2024-10-15 10:12:03.960000,,2024-04-04 15:57:05,1219
Si,N,A,6493,000174,,yulya,2024-10-15 10:12:16.160000,,2024-03-26 12:35:18,1220
Si,N,A,6494,000214,,yulya,2024-10-15 10:12:24.350000,,2024-04-15 14:30:57,1221
Si,N,A,6495,000213,,yulya,2024-10-15 10:12:31.267000,,2024-04-15 14:12:01,1222
Si,N,A,6496,000213,,yulya,2024-10-15 10:12:37.637000,,2024-04-15 14:12:01,1223
Si,N,A,6497,000213,,yulya,2024-10-15 10:12:44.950000,,2024-04-15 14:12:01,1224
Si,N,A,6498,000213,,yulya,2024-10-15 10:12:51.323000,,2024-04-15 14:12:01,1225
Si,N,A,6499,000206,,yulya,2024-10-15 10:13:01.867000,,2024-04-15 11:38:46,1226
Si,N,A,6500,000212,,yulya,2024-10-15 10:13:08.413000,,2024-04-15 13:52:10,1227
Si,N,A,6501,000212,,yulya,2024-10-15 10:13:14.880000,,2024-04-15 13:52:10,1228
Si,N,A,6504,000219,,yulya,2024-10-15 10:13:28.487000,,2024-04-15 18:57:28,1229
Si,N,A,6505,000219,,yulya,2024-10-15 10:13:34.800000,,2024-04-15 18:57:28,1230
Si,N,A,6506,000219,,yulya,2024-10-15 10:13:41.837000,,2024-04-15 18:57:28,1231
Si,N,A,6507,000194,,yulya,2024-10-15 10:14:43.443000,,2024-04-02 11:57:49,1232
Si,N,A,6508,000197,,yulya,2024-10-15 10:14:51.193000,,2024-04-03 10:01:33,1233
Si,N,A,6509,000197,,yulya,2024-10-15 10:16:41.837000,,2024-04-03 10:01:33,1234
Si,N,A,6510,000218,,yulya,2024-10-15 10:16:47.870000,,2024-04-15 18:20:26,1235
Si,N,A,6511,000218,,yulya,2024-10-15 10:16:54.503000,,2024-04-15 18:20:26,1236
Si,N,A,6512,000218,,yulya,2024-10-15 10:17:02.357000,,2024-04-15 18:20:26,1237
Si,N,A,6513,000218,,yulya,2024-10-15 10:17:08.917000,,2024-04-15 18:20:26,1238
Si,N,A,6514,000218,,yulya,2024-10-15 10:17:16.737000,,2024-04-15 18:20:26,1239
Si,N,A,6515,000218,,yulya,2024-10-15 10:17:23.027000,,2024-04-15 18:20:26,1240
Si,N,A,6516,000218,,yulya,2024-10-15 10:17:34.967000,,2024-04-15 18:20:26,1241
Si,N,A,6518,000220,,yulya,2024-10-15 10:17:41.683000,,2024-04-16 11:42:38,1242
Si,N,A,6519,000220,,yulya,2024-10-15 10:17:51.270000,,2024-04-16 11:42:38,1243
Si,N,A,6520,000220,,yulya,2024-10-15 10:17:57.493000,,2024-04-16 11:42:38,1244
Si,N,A,6521,000161,,yulya,2024-10-15 10:29:53.623000,,2024-03-20 12:55:33,1245
Si,N,A,6522,000161,,yulya,2024-10-15 10:30:01.497000,,2024-03-20 12:55:33,1246
Si,N,A,6523,000161,,yulya,2024-10-15 10:30:09.253000,,2024-03-20 12:55:33,1247
Si,N,A,6524,000161,,yulya,2024-10-15 10:30:16.403000,,2024-03-20 12:55:33,1248
Si,N,A,6525,000211,,yulya,2024-10-15 10:30:24.207000,,2024-04-15 13:38:17,1249
Si,N,A,6527,000221,,yulya,2024-10-15 10:30:30.843000,,2024-04-16 13:37:50,1250
Si,N,A,6531,000224,,yulya,2024-10-15 10:31:16.690000,,2024-04-16 14:32:23,1251
Si,N,A,6532,000223,,yulya,2024-10-15 10:31:24.930000,,2024-04-16 14:26:38,1252
Si,N,A,6533,000223,,yulya,2024-10-15 10:31:31.667000,,2024-04-16 14:26:38,1253
Si,N,A,6534,000223,,yulya,2024-10-15 10:31:39.037000,,2024-04-16 14:26:38,1254
Si,N,A,6535,000222,,yulya,2024-10-15 10:31:45.983000,,2024-04-16 14:10:30,1255
Si,N,A,6536,000222,,yulya,2024-10-15 10:31:52.223000,,2024-04-16 14:10:30,1256
Si,N,A,6537,000222,,yulya,2024-10-15 10:31:58.987000,,2024-04-16 14:10:30,1257
Si,N,A,6538,000222,,yulya,2024-10-15 10:32:07.403000,,2024-04-16 14:10:30,1258
