UserName,CatalogName,AccessLocation,ReadLoc,WriteLoc
NADIR,KOSEM23,KM03,,
NADIR,KOSEM23,KS001,,
NADIR,KOSEM23,KS002,,
NADIR,KOSEM23,KS003,,
NADIR,KOSEM23,KS004,,
NADIR,KOSEM23,KS005,,
NADIR,KOSEM23,KS007,,
NADIR,KOSEM23,KS008,,
NADIR,KOSEM23,KS009,,
NADIR,KOSEM23,KS010,,
NADIR,KOSEM23,KS011,,
NADIR,KOSEM23,KS012,,
NADIR,KOSEM23,KS013,,
NADIR,KOSEM23,Z001,,
NADIR,KOSEM23,Z002,,
NADIR,KOSEM23,Z003,,
NADIR,KOSEM23,Z004,,
NADIR,KOSEM23,Z005,,
NADIR,KOSEM23,Z006,,
NADIR,KOSEM23,Z007,,
NAZERKE,Kosem18,KS001,,
NAZERKE,Kosem18,KS012,,
NAZERKE,Kosem18,KS013,,
NAZERKE,KOSEM2023,KS012,,
NAZERKE,KOSEM2023,KS013,,
NAZERKE,KOSEM23,KS011,,
NAZERKE,KOSEM23,KS012,,
NAZERKE,KOSEM23,KS013,,
NUR,Kosem18,KM01,,
NUR,Kosem18,KM03,,
NUR,Kosem18,KS001,,
NUR,Kosem18,KS002,,
NUR,Kosem18,KS007,,
NUR,Kosem18,Z001,,
NUR,Kosem18,Z002,,
NUR,KOSEM23,KM01,,
NUR,KOSEM23,KM03,,
NUR,KOSEM23,KS001,,
NUR,KOSEM23,KS002,,
NUR,KOSEM23,KS007,,
NUR,KOSEM23,Z002,,
NURKIZI,KOSEM23,KM01,,
NURKIZI,KOSEM23,KM03,,
NURKIZI,KOSEM23,KS001,,
NURKIZI,KOSEM23,KS002,,
NURKIZI,KOSEM23,KS007,,
NURKIZI,KOSEM23,Z002,,
NWSSATIS,Kosem17,KM01,,
NWSSATIS,Kosem17,KM03,,
NWSSATIS,Kosem17,KS001,,
NWSSATIS,Kosem17,KS002,,
NWSSATIS,Kosem17,KS003,,
NWSSATIS,Kosem17,KS004,,
NWSSATIS,Kosem17,KS005,,
NWSSATIS,Kosem17,KS007,,
NWSSATIS,Kosem17,KS008,,
NWSSATIS,Kosem17,Z001,,
NWSSATIS,Kosem17,Z002,,
NWSSATIS,Kosem17,Z003,,
NWSSATIS,Kosem18,KM01,,
NWSSATIS,Kosem18,KM03,,
NWSSATIS,Kosem18,KS001,,
NWSSATIS,Kosem18,KS002,,
NWSSATIS,Kosem18,KS003,,
NWSSATIS,Kosem18,KS004,,
NWSSATIS,Kosem18,KS005,,
NWSSATIS,Kosem18,KS007,,
NWSSATIS,Kosem18,KS008,,
NWSSATIS,Kosem18,KS009,,
NWSSATIS,Kosem18,KS010,,
NWSSATIS,Kosem18,KS012,,
NWSSATIS,Kosem18,KS013,,
NWSSATIS,Kosem18,Z001,,
NWSSATIS,Kosem18,Z002,,
NWSSATIS,Kosem18,Z003,,
NWSSATIS,KOSEM2012,KM01,,
NWSSATIS,KOSEM2012,KM03,,
NWSSATIS,KOSEM2012,KS001,,
NWSSATIS,KOSEM2012,KS002,,
NWSSATIS,KOSEM2012,KS003,,
NWSSATIS,KOSEM2012,KS005,,
NWSSATIS,KOSEM2012,Z001,,
NWSSATIS,KOSEM2012,Z002,,
NWSSATIS,KOSEM2013,KM01,,
NWSSATIS,KOSEM2013,KM03,,
NWSSATIS,KOSEM2013,KS001,,
NWSSATIS,KOSEM2013,KS002,,
NWSSATIS,KOSEM2013,KS003,,
NWSSATIS,KOSEM2013,KS004,,
NWSSATIS,KOSEM2013,KS005,,
NWSSATIS,KOSEM2013,KS006,,
NWSSATIS,KOSEM2013,Z001,,
NWSSATIS,KOSEM2013,Z002,,
NWSSATIS,KOSEM2013,Z003,,
NWSSATIŞ,Kosem17,KM01,,
NWSSATIŞ,Kosem17,KM03,,
NWSSATIŞ,Kosem17,KS001,,
NWSSATIŞ,Kosem17,KS002,,
NWSSATIŞ,Kosem17,KS003,,
NWSSATIŞ,Kosem17,KS004,,
NWSSATIŞ,Kosem17,KS005,,
NWSSATIŞ,Kosem17,KS007,,
NWSSATIŞ,Kosem17,KS008,,
NWSSATIŞ,Kosem17,Z001,,
NWSSATIŞ,Kosem17,Z002,,
NWSSATIŞ,Kosem17,Z003,,
NWSSATIŞ,Kosem18,KM01,,
NWSSATIŞ,Kosem18,KM03,,
NWSSATIŞ,Kosem18,KS001,,
NWSSATIŞ,Kosem18,KS002,,
NWSSATIŞ,Kosem18,KS003,,
NWSSATIŞ,Kosem18,KS004,,
NWSSATIŞ,Kosem18,KS005,,
NWSSATIŞ,Kosem18,KS007,,
NWSSATIŞ,Kosem18,KS008,,
NWSSATIŞ,Kosem18,KS009,,
NWSSATIŞ,Kosem18,KS010,,
NWSSATIŞ,Kosem18,KS012,,
NWSSATIŞ,Kosem18,KS013,,
NWSSATIŞ,Kosem18,Z001,,
NWSSATIŞ,Kosem18,Z002,,
NWSSATIŞ,Kosem18,Z003,,
NWSSATIŞ,KOSEM2012,KM01,,
NWSSATIŞ,KOSEM2012,KM03,,
NWSSATIŞ,KOSEM2012,KS001,,
NWSSATIŞ,KOSEM2012,KS002,,
NWSSATIŞ,KOSEM2012,KS003,,
NWSSATIŞ,KOSEM2012,KS005,,
NWSSATIŞ,KOSEM2012,Z001,,
NWSSATIŞ,KOSEM2012,Z002,,
NWSSATIŞ,KOSEM2013,KM01,,
NWSSATIŞ,KOSEM2013,KM03,,
NWSSATIŞ,KOSEM2013,KS001,,
NWSSATIŞ,KOSEM2013,KS002,,
NWSSATIŞ,KOSEM2013,KS003,,
NWSSATIŞ,KOSEM2013,KS004,,
NWSSATIŞ,KOSEM2013,KS005,,
NWSSATIŞ,KOSEM2013,KS006,,
NWSSATIŞ,KOSEM2013,Z001,,
NWSSATIŞ,KOSEM2013,Z002,,
NWSSATIŞ,KOSEM2013,Z003,,
NWSSATIŞ,KOSEM23,KS001,,
NWSSATIŞ,KOSEM23,KS002,,
NWSSATIŞ,KOSEM23,Z002,,
ONLINEOPERATOR,Kosem18,KM01,,
ONLINEOPERATOR,Kosem18,KM03,,
ONLINEOPERATOR,Kosem18,KS001,,
ONLINEOPERATOR,Kosem18,KS002,,
ONLINEOPERATOR,Kosem18,KS007,,
ONLINEOPERATOR,Kosem18,KS008,,
ONLINEOPERATOR,Kosem18,KS009,,
ONLINEOPERATOR,Kosem18,Z001,,
ONLINEOPERATOR,Kosem18,Z002,,
OZCAN,Kosem15,KM01,,
OZCAN,Kosem15,KM03,,
OZCAN,Kosem15,KS001,,
OZCAN,Kosem15,KS002,,
OZCAN,Kosem15,KS003,,
OZCAN,Kosem15,KS004,,
OZCAN,Kosem15,KS005,,
OZCAN,Kosem15,KS006,,
OZCAN,Kosem15,KS007,,
OZCAN,Kosem15,Z001,,
OZCAN,Kosem15,Z002,,
OZCAN,Kosem15,Z003,,
OZCAN,Kosem17,KM01,,
OZCAN,Kosem17,KM03,,
OZCAN,Kosem17,KS001,,
OZCAN,Kosem17,KS002,,
OZCAN,Kosem17,KS003,,
OZCAN,Kosem17,KS004,,
OZCAN,Kosem17,KS005,,
OZCAN,Kosem17,KS007,,
OZCAN,Kosem17,KS008,,
OZCAN,Kosem17,Z001,,
OZCAN,Kosem17,Z002,,
OZCAN,Kosem17,Z003,,
OZCAN,Kosem18,KM01,,
OZCAN,Kosem18,KM03,,
OZCAN,Kosem18,KS001,,
OZCAN,Kosem18,KS002,,
OZCAN,Kosem18,KS003,,
OZCAN,Kosem18,KS004,,
OZCAN,Kosem18,KS005,,
OZCAN,Kosem18,KS007,,
OZCAN,Kosem18,KS009,,
OZCAN,Kosem18,KS010,,
OZCAN,Kosem18,KS012,,
OZCAN,Kosem18,KS013,,
OZCAN,Kosem18,Z001,,
OZCAN,Kosem18,Z002,,
OZCAN,Kosem18,Z003,,
OZCAN,KOSEM2013,KM01,,
OZCAN,KOSEM2013,KM03,,
OZCAN,KOSEM2013,KS001,,
OZCAN,KOSEM2013,KS002,,
OZCAN,KOSEM2013,KS003,,
OZCAN,KOSEM2013,KS004,,
OZCAN,KOSEM2013,KS005,,
OZCAN,KOSEM2013,KS006,,
OZCAN,KOSEM2013,Z001,,
OZCAN,KOSEM2013,Z002,,
OZCAN,KOSEM2013,Z003,,
OZGUR,Kosem17,KM01,,
OZGUR,Kosem17,KM03,,
OZGUR,Kosem17,KS001,,
OZGUR,Kosem17,KS002,,
OZGUR,Kosem17,KS003,,
OZGUR,Kosem17,KS004,,
OZGUR,Kosem17,KS005,,
OZGUR,Kosem17,KS007,,
OZGUR,Kosem17,KS008,,
OZGUR,Kosem17,Z001,,
OZGUR,Kosem17,Z002,,
OZGUR,Kosem17,Z003,,
OZGUR,Kosem18,KM01,,
OZGUR,Kosem18,KM03,,
OZGUR,Kosem18,KS001,,
OZGUR,Kosem18,KS002,,
OZGUR,Kosem18,KS003,,
OZGUR,Kosem18,KS004,,
OZGUR,Kosem18,KS005,,
OZGUR,Kosem18,KS007,,
OZGUR,Kosem18,KS008,,
OZGUR,Kosem18,Z001,,
OZGUR,Kosem18,Z002,,
OZGUR,Kosem18,Z003,,
OZGUR,KOSEM2013,KM01,,
OZGUR,KOSEM2013,KM03,,
OZGUR,KOSEM2013,KS001,,
OZGUR,KOSEM2013,KS002,,
OZGUR,KOSEM2013,KS003,,
OZGUR,KOSEM2013,KS004,,
OZGUR,KOSEM2013,KS005,,
OZGUR,KOSEM2013,KS006,,
RAYMOOL,Kosem17,KS001,,
RAYMOOL,Kosem17,KS003,,
RAYMOOL,Kosem17,KS004,,
RAYMOOL,Kosem17,KS005,,
RAYMOOL,Kosem18,KS001,,
RAYMOOL,Kosem18,KS003,,
RAYMOOL,Kosem18,KS004,,
RAYMOOL,Kosem18,KS005,,
RAYMOOL,KOSEM23,KS003,,
RAYMOOL,KOSEM23,KS004,,
RAYMOOL,KOSEM23,KS005,,
SALİH,KOSEM23,KM01,,
SALİH,KOSEM23,KM03,,
SALİH,KOSEM23,KS001,,
SALİH,KOSEM23,KS002,,
SALİH,KOSEM23,KS003,,
SALİH,KOSEM23,KS004,,
SALİH,KOSEM23,KS005,,
SALİH,KOSEM23,KS006,,
SALİH,KOSEM23,KS007,,
SALİH,KOSEM23,KS008,,
SALİH,KOSEM23,KS009,,
SALİH,KOSEM23,KS010,,
SALİH,KOSEM23,KS011,,
SALİH,KOSEM23,KS012,,
SALİH,KOSEM23,KS013,,
SALİH,KOSEM23,Z001,,
SALİH,KOSEM23,Z002,,
SALİH,KOSEM23,Z003,,
SALİH,KOSEM23,Z004,,
SATIS,Kosem18,KM01,,
SATIS,Kosem18,KM03,,
SATIS,Kosem18,KS001,,
SATIS,Kosem18,KS002,,
SATIS,Kosem18,KS003,,
SATIS,Kosem18,KS004,,
SATIS,Kosem18,KS005,,
SATIS,Kosem18,KS007,,
SATIS,Kosem18,KS008,,
SATIS,Kosem18,Z001,,
SATIS,Kosem18,Z002,,
SATIS,Kosem18,Z003,,
SEDAT,Kosem17,KS001,,
SEDAT,Kosem17,KS003,,
SEDAT,Kosem17,KS004,,
SEDAT,Kosem17,KS005,,
SEDAT,Kosem18,KS001,,
SEDAT,Kosem18,KS003,,
SEDAT,Kosem18,KS004,,
SEDAT,Kosem18,KS005,,
SEMRA,Kosem17,KM01,,
SEMRA,Kosem17,KM03,,
SEMRA,Kosem17,KS001,,
SEMRA,Kosem17,KS002,,
SEMRA,Kosem17,KS007,,
SEMRA,Kosem17,KS008,,
SEMRA,Kosem18,KM01,,
SEMRA,Kosem18,KM03,,
SEMRA,Kosem18,KS001,,
SEMRA,Kosem18,KS002,,
SEMRA,Kosem18,KS007,,
SERKAN,Kosem17,KM01,,
SERKAN,Kosem17,KM03,,
SERKAN,Kosem17,KS001,,
SERKAN,Kosem17,KS002,,
SERKAN,Kosem17,KS003,,
SERKAN,Kosem17,KS004,,
SERKAN,Kosem17,KS005,,
SERKAN,Kosem17,KS007,,
SERKAN,Kosem17,KS008,,
SERKAN,Kosem17,Z001,,
SERKAN,Kosem17,Z002,,
SERKAN,Kosem17,Z003,,
SERKAN,Kosem18,KM01,,
SERKAN,Kosem18,KM03,,
SERKAN,Kosem18,KS001,,
SERKAN,Kosem18,KS002,,
SERKAN,Kosem18,KS003,,
SERKAN,Kosem18,KS004,,
SERKAN,Kosem18,KS005,,
SERKAN,Kosem18,KS007,,
SERKAN,Kosem18,KS008,,
SERKAN,Kosem18,KS009,,
SERKAN,Kosem18,KS010,,
SERKAN,Kosem18,KS012,,
SERKAN,Kosem18,KS013,,
SERKAN,Kosem18,Z001,,
SERKAN,Kosem18,Z002,,
SERKAN,Kosem18,Z003,,
SERKAN,KOSEM2013,KM01,,
SERKAN,KOSEM2013,KM03,,
SERKAN,KOSEM2013,KS001,,
SERKAN,KOSEM2013,KS002,,
SERKAN,KOSEM2013,KS003,,
SERKAN,KOSEM2013,KS004,,
SERKAN,KOSEM2013,KS005,,
SERKAN,KOSEM2013,KS006,,
SERKAN,KOSEM2013,Z001,,
SERKAN,KOSEM2013,Z002,,
SERKAN,KOSEM2013,Z003,,
SUATASGIN,Kosem18,KM01,,
SUATASGIN,Kosem18,KM03,,
SUATASGIN,Kosem18,KS001,,
SUATASGIN,Kosem18,KS002,,
SUATASGIN,Kosem18,KS007,,
SUATASGIN,Kosem18,KS008,,
SUHEDA,KOSEM23,KM01,,
SUHEDA,KOSEM23,KM03,,
SUHEDA,KOSEM23,KS001,,
SUHEDA,KOSEM23,KS002,,
SUHEDA,KOSEM23,KS003,,
SUHEDA,KOSEM23,KS004,,
SUHEDA,KOSEM23,KS005,,
SUHEDA,KOSEM23,KS006,,
SUHEDA,KOSEM23,KS007,,
SUHEDA,KOSEM23,KS008,,
SUHEDA,KOSEM23,KS009,,
SUHEDA,KOSEM23,KS010,,
SUHEDA,KOSEM23,KS011,,
SUHEDA,KOSEM23,KS012,,
SUHEDA,KOSEM23,KS013,,
SUHEDA,KOSEM23,Z001,,
SUHEDA,KOSEM23,Z002,,
SUHEDA,KOSEM23,Z003,,
SUHEDA,KOSEM23,Z004,,
TAMASA,Kosem18,KS010,,
TAMASA,Kosem18,Z003,,
URFA,Kosem18,KS001,,
URFA,Kosem18,KS009,,
Y,Kosem17,KM01,,
Y,Kosem17,KM03,,
Y,Kosem17,KS001,,
Y,Kosem17,KS002,,
Y,Kosem17,KS007,,
Y,Kosem17,KS008,,
Y,Kosem18,KM01,,
Y,Kosem18,KM03,,
Y,Kosem18,KS001,,
Y,Kosem18,KS002,,
Y,Kosem18,KS007,,
Y,Kosem18,KS008,,
Y,Kosem18,Z002,,
YENIAPORT,KOSEM23,KS001,,
YENIAPORT,KOSEM23,KS009,,
YENIAPORT,KOSEM23,KS011,,
YENIAPORT,KOSEM23,KS012,,
YENIAPORT,KOSEM23,KS013,,
yeniaport,KOSEM23,KS001,,
yeniaport,KOSEM23,KS009,,
yeniaport,KOSEM23,KS012,,
yeniaport,KOSEM23,KS013,,
YESENEY,Kosem18,KS001,,
YESENEY,Kosem18,KS012,,
YESENEY,Kosem18,KS013,,
YESENEY,KOSEM2023,KS012,,
YESENEY,KOSEM2023,KS013,,
YESENEY,KOSEM23,KS009,,
YESENEY,KOSEM23,KS011,,
YESENEY,KOSEM23,KS012,,
YESENEY,KOSEM23,KS013,,
YUSUF,KOSEM23,KM01,,
YUSUF,KOSEM23,KM03,,
YUSUF,KOSEM23,KS001,,
YUSUF,KOSEM23,KS002,,
YUSUF,KOSEM23,KS003,,
YUSUF,KOSEM23,KS004,,
YUSUF,KOSEM23,KS005,,
YUSUF,KOSEM23,KS006,,
YUSUF,KOSEM23,KS007,,
YUSUF,KOSEM23,KS008,,
YUSUF,KOSEM23,KS009,,
YUSUF,KOSEM23,KS010,,
YUSUF,KOSEM23,KS011,,
YUSUF,KOSEM23,KS012,,
YUSUF,KOSEM23,KS013,,
YUSUF,KOSEM23,Z001,,
YUSUF,KOSEM23,Z002,,
YUSUF,KOSEM23,Z003,,
YUSUF,KOSEM23,Z004,,
ZBURNU,Kosem15,KM01,,
ZBURNU,Kosem15,KM03,,
ZBURNU,Kosem15,KS001,,
ZBURNU,Kosem15,KS002,,
ZBURNU,Kosem15,KS003,,
ZBURNU,Kosem15,KS004,,
ZBURNU,Kosem15,KS005,,
ZBURNU,Kosem15,KS006,,
ZBURNU,Kosem15,KS007,,
ZBURNU,Kosem15,Z001,,
ZBURNU,Kosem15,Z002,,
ZBURNU,Kosem15,Z003,,
ZBURNU,Kosem17,KM01,,
ZBURNU,Kosem17,KM03,,
ZBURNU,Kosem17,KS001,,
ZBURNU,Kosem17,KS002,,
ZBURNU,Kosem17,KS007,,
ZBURNU,Kosem17,KS008,,
ZBURNU,Kosem18,KM01,,
ZBURNU,Kosem18,KM03,,
ZBURNU,Kosem18,KS001,,
ZBURNU,Kosem18,KS002,,
ZBURNU,Kosem18,KS007,,
