Tarih,DOV_KOD,DOV_BazKOD,carpan
2014-02-01,EU,TL,2.5
2014-02-01,US,TL,2.0
2014-02-02,EU,TL,2.5
2014-02-02,US,TL,2.0
2014-02-03,EU,TL,3.0
2014-02-03,US,TL,2.0
2014-02-04,EU,TL,3.0
2014-02-04,US,TL,2.0
2014-02-05,EU,TL,2.5
2014-02-05,US,TL,2.0
2014-02-06,EU,TL,2.5
2014-02-06,US,TL,2.0
2014-02-07,EU,TL,2.5
2014-02-07,US,TL,2.0
2014-02-08,EU,TL,2.5
2014-02-08,US,TL,2.0
2014-02-09,EU,TL,2.5
2014-02-09,US,TL,2.0
2014-02-10,EU,TL,2.5
2014-02-10,US,TL,2.0
2014-02-11,EU,TL,2.5
2014-02-11,US,TL,2.0
2014-02-12,EU,TL,2.5
2014-02-12,US,TL,2.0
2014-02-13,EU,TL,2.5
2014-02-13,US,TL,2.0
2014-02-14,EU,TL,2.5
2014-02-14,US,TL,2.0
2014-02-15,EU,TL,2.5
2014-02-15,US,TL,2.0
2014-02-16,EU,TL,2.5
2014-02-16,US,TL,2.0
2014-02-17,EU,TL,2.5
2014-02-17,US,TL,2.0
2014-02-18,EU,TL,2.5
2014-02-18,US,TL,2.0
2014-02-19,EU,TL,2.5
2014-02-19,US,TL,2.0
2014-02-20,EU,TL,2.5
2014-02-20,US,TL,2.0
2014-02-21,EU,TL,2.5
2014-02-21,US,TL,2.0
2014-02-22,EU,TL,2.5
2014-02-22,US,TL,2.0
2014-02-23,EU,TL,2.5
2014-02-23,US,TL,2.0
2014-02-24,EU,TL,3.0
2014-02-24,US,TL,2.0
2014-02-25,EU,TL,2.5
2014-02-25,US,TL,2.0
2014-02-26,EU,TL,2.5
2014-02-26,US,TL,2.0
2014-02-27,EU,TL,2.5
2014-02-27,US,TL,2.0
2014-02-28,EU,TL,2.5
2014-02-28,US,TL,2.0
2014-03-01,EU,TL,2.5
2014-03-01,US,TL,2.0
2014-03-02,EU,TL,2.5
2014-03-02,US,TL,2.0
2014-03-03,EU,TL,3.0
2014-03-03,US,TL,2.0
2014-03-04,EU,TL,2.5
2014-03-04,US,TL,2.0
2014-03-05,EU,TL,2.5
2014-03-05,US,TL,2.0
2014-03-06,EU,TL,2.5
2014-03-06,US,TL,2.0
2014-03-07,EU,TL,2.5
2014-03-07,US,TL,2.0
2014-03-08,EU,TL,2.5
2014-03-08,US,TL,2.0
2014-03-09,EU,TL,2.5
2014-03-09,US,TL,2.0
2014-03-10,EU,TL,2.5
2014-03-10,US,TL,2.0
2014-03-11,EU,TL,2.5
2014-03-11,US,TL,2.0
2014-03-12,EU,TL,2.5
2014-03-12,US,TL,2.0
2014-03-13,EU,TL,2.5
2014-03-13,US,TL,2.0
2014-03-14,EU,TL,2.5
2014-03-14,US,TL,2.0
2014-03-15,EU,TL,2.5
2014-03-15,US,TL,2.0
2014-03-16,EU,TL,2.5
2014-03-16,US,TL,2.0
2014-03-17,EU,TL,2.5
2014-03-17,US,TL,2.0
2014-03-18,EU,TL,2.5
2014-03-18,US,TL,2.0
2014-03-19,EU,TL,2.5
2014-03-19,US,TL,2.0
2014-03-20,EU,TL,2.5
2014-03-20,US,TL,2.0
2014-03-21,EU,TL,2.5
2014-03-21,US,TL,2.0
2014-03-22,EU,TL,3.0
2014-03-22,US,TL,2.0
2014-03-23,EU,TL,2.5
2014-03-23,US,TL,2.0
2014-03-24,EU,TL,2.5
2014-03-24,US,TL,2.0
2014-03-25,EU,TL,2.5
2014-03-25,US,TL,2.0
2014-03-26,EU,TL,2.5
2014-03-26,US,TL,2.0
2014-03-27,EU,TL,2.5
2014-03-27,US,TL,2.0
2014-03-28,EU,TL,2.5
2014-03-28,US,TL,2.0
2014-03-29,EU,TL,2.5
2014-03-29,US,TL,2.0
2014-03-30,EU,TL,2.5
2014-03-30,EU,YTL,2.5
2014-03-30,US,TL,2.0
2014-03-31,EU,TL,2.5
2014-03-31,US,TL,2.0
2014-04-01,EU,TL,2.5
2014-04-01,US,TL,2.0
2014-04-02,EU,TL,2.5
2014-04-02,US,TL,2.0
2014-04-03,EU,TL,2.5
2014-04-03,US,TL,2.0
2014-04-04,EU,TL,2.5
2014-04-04,US,TL,2.0
2014-04-05,EU,TL,2.5
2014-04-05,US,TL,2.0
2014-04-06,EU,TL,2.5
2014-04-06,US,TL,2.0
2014-04-07,EU,TL,3.0
2014-04-07,US,TL,2.0
2014-04-08,EU,TL,2.5
2014-04-08,US,TL,2.0
2014-04-09,EU,TL,2.5
2014-04-09,US,TL,2.0
2014-04-10,EU,TL,2.5
2014-04-10,US,TL,2.0
2014-04-11,EU,TL,2.5
2014-04-11,US,TL,2.0
2014-04-12,EU,TL,2.5
2014-04-12,US,TL,2.0
2014-04-13,EU,TL,3.0
2014-04-13,US,TL,2.0
2014-04-14,EU,TL,2.5
2014-04-14,US,TL,2.0
2014-04-15,EU,TL,2.5
2014-04-15,US,TL,2.0
2014-04-16,EU,TL,2.5
2014-04-16,US,TL,2.0
2014-04-17,EU,TL,3.0
2014-04-17,US,TL,2.0
2014-04-18,EU,TL,2.5
2014-04-18,US,TL,2.0
2014-04-19,EU,TL,2.5
2014-04-19,US,TL,2.0
2014-04-20,EU,TL,3.0
2014-04-20,US,TL,2.0
2014-04-21,EU,TL,2.5
2014-04-21,US,TL,2.0
2014-04-22,EU,TL,2.5
2014-04-22,US,TL,2.0
2014-04-23,EU,TL,2.5
2014-04-23,US,TL,2.0
2014-04-24,EU,TL,2.5
2014-04-24,US,TL,2.0
2014-04-25,EU,TL,2.5
2014-04-25,US,TL,2.0
2014-04-26,EU,TL,2.5
2014-04-26,US,TL,2.0
2014-04-27,EU,TL,2.5
2014-04-27,US,TL,2.0
2014-04-28,EU,TL,2.5
2014-04-28,US,TL,2.0
2014-04-29,EU,TL,3.0
2014-04-29,US,TL,2.0
2014-04-30,EU,TL,2.5
2014-04-30,US,TL,2.0
2014-05-01,EU,TL,2.5
2014-05-01,US,TL,2.0
2014-05-02,EU,TL,2.5
2014-05-02,US,TL,2.0
2014-05-03,EU,TL,2.5
2014-05-03,US,TL,2.0
2014-05-04,EU,TL,2.5
2014-05-04,US,TL,2.0
2014-05-05,EU,TL,2.5
2014-05-05,US,TL,2.0
2014-05-06,EU,TL,2.5
2014-05-06,US,TL,2.0
2014-05-07,EU,TL,2.5
2014-05-07,US,TL,2.0
2014-05-08,EU,TL,2.5
2014-05-08,US,TL,2.0
2014-05-09,EU,TL,2.5
2014-05-09,US,TL,2.0
2014-05-10,EU,TL,2.5
2014-05-10,US,TL,2.0
2014-05-11,EU,TL,2.5
2014-05-11,US,TL,2.0
2014-05-12,EU,TL,2.5
2014-05-12,US,TL,2.0
2014-05-13,EU,TL,2.5
2014-05-13,US,TL,2.0
2014-05-14,EU,TL,2.5
2014-05-14,US,TL,2.0
2014-05-15,EU,TL,2.5
2014-05-15,US,TL,2.0
2014-05-16,EU,TL,2.5
2014-05-16,US,TL,2.0
2014-05-17,EU,TL,2.5
2014-05-17,US,TL,2.0
2014-05-18,EU,TL,2.5
2014-05-18,US,TL,2.0
2014-05-19,EU,TL,2.5
2014-05-19,US,TL,2.0
2014-05-20,EU,TL,2.5
2014-05-20,US,TL,2.0
2014-05-21,EU,TL,2.5
2014-05-21,US,TL,2.0
2014-05-22,EU,TL,2.5
2014-05-22,US,TL,2.0
2014-05-23,EU,TL,2.5
2014-05-23,US,TL,2.0
2014-05-24,EU,TL,3.0
2014-05-24,US,TL,2.0
2014-05-25,EU,TL,2.5
2014-05-25,US,TL,2.0
2014-05-26,EU,TL,2.5
2014-05-26,US,TL,2.0
2014-05-27,EU,TL,2.5
2014-05-27,US,TL,2.0
2014-05-28,EU,TL,2.5
2014-05-28,US,TL,2.0
2014-05-29,EU,TL,2.5
2014-05-29,US,TL,2.0
2014-05-30,EU,TL,2.5
2014-05-30,US,TL,2.0
2014-05-31,EU,TL,2.5
2014-05-31,US,TL,2.0
2014-06-01,EU,TL,2.5
2014-06-01,US,TL,2.0
2014-06-02,EU,TL,2.5
2014-06-02,US,TL,2.0
2014-06-03,EU,TL,2.5
2014-06-03,US,TL,2.0
2014-06-04,EU,TL,2.5
2014-06-04,US,TL,2.0
2014-06-05,EU,TL,2.5
2014-06-05,US,TL,2.0
2014-06-06,EU,TL,2.5
2014-06-06,US,TL,2.0
2014-06-07,EU,TL,2.5
2014-06-07,US,TL,2.0
2014-06-08,EU,TL,3.0
2014-06-08,US,TL,2.0
2014-06-09,EU,TL,2.5
2014-06-09,US,TL,2.0
2014-06-10,EU,TL,2.5
2014-06-10,US,TL,2.0
2014-06-11,EU,TL,2.5
2014-06-11,US,TL,2.0
2014-06-12,EU,TL,2.5
2014-06-12,US,TL,2.0
2014-06-13,EU,TL,2.5
2014-06-13,US,TL,2.0
2014-06-14,EU,TL,2.5
2014-06-14,US,TL,2.0
2014-06-15,EU,TL,3.0
2014-06-15,US,TL,2.0
2014-06-16,EU,TL,2.5
2014-06-16,US,TL,2.0
2014-06-17,EU,TL,2.5
2014-06-17,US,TL,2.0
2014-06-18,EU,TL,2.5
2014-06-18,US,TL,2.0
2014-06-19,EU,TL,2.5
2014-06-19,US,TL,2.0
2014-06-20,EU,TL,2.5
2014-06-20,US,TL,2.0
2014-06-21,EU,TL,3.0
2014-06-21,US,TL,2.0
2014-06-22,EU,TL,2.5
2014-06-22,US,TL,2.0
2014-06-23,EU,TL,2.5
2014-06-23,US,TL,2.0
2014-06-24,EU,TL,2.5
2014-06-24,US,TL,2.0
2014-06-25,EU,TL,2.5
2014-06-25,US,TL,2.0
2014-06-26,EU,TL,3.0
2014-06-26,US,TL,2.0
2014-06-27,EU,TL,3.0
2014-06-27,US,TL,2.0
2014-06-28,EU,TL,3.0
2014-06-28,US,TL,2.0
2014-06-29,EU,TL,2.5
2014-06-29,US,TL,2.0
2014-06-30,EU,TL,2.5
2014-06-30,US,TL,2.0
2014-07-01,EU,TL,3.0
2014-07-01,EU,US,1.0
2014-07-01,IQD,US,0.5
2014-07-01,US,TL,2.0
2014-07-02,EU,TL,2.5
2014-07-02,US,TL,2.0
2014-07-03,EU,TL,3.0
2014-07-03,US,TL,2.0
2014-07-04,EU,TL,3.0
2014-07-04,US,TL,2.0
2014-07-05,EU,TL,3.0
2014-07-05,US,TL,2.0
2014-07-06,EU,TL,2.5
2014-07-06,US,TL,2.0
2014-07-07,EU,TL,2.5
2014-07-07,US,TL,2.0
2014-07-08,EU,TL,2.5
2014-07-08,US,TL,2.0
2014-07-09,EU,TL,3.0
2014-07-09,US,TL,2.0
2014-07-10,EU,TL,3.0
2014-07-10,US,TL,2.0
2014-07-11,EU,TL,2.5
2014-07-11,US,TL,2.0
2014-07-12,EU,TL,2.5
2014-07-12,US,TL,2.0
2014-07-13,EU,TL,3.0
2014-07-13,US,TL,2.0
2014-07-14,EU,TL,2.5
2014-07-14,US,TL,2.0
2014-07-15,EU,TL,3.0
2014-07-15,US,TL,2.0
2014-07-16,EU,TL,2.5
2014-07-16,US,TL,2.0
2014-07-17,EU,TL,3.0
2014-07-17,EU,YTL,2.5
2014-07-17,US,TL,2.0
2014-07-17,US,YTL,2.0
2014-07-18,EU,TL,3.0
2014-07-18,US,TL,2.0
2014-07-19,EU,TL,3.0
2014-07-19,US,TL,2.0
2014-07-20,EU,TL,2.5
2014-07-20,US,TL,2.0
2014-07-21,EU,TL,2.5
2014-07-21,US,TL,2.0
2014-07-22,EU,TL,3.0
2014-07-22,US,TL,2.0
2014-07-23,EU,TL,3.0
2014-07-23,US,TL,2.0
2014-07-24,EU,TL,3.0
2014-07-24,US,TL,2.0
2014-07-25,EU,TL,3.0
2014-07-25,US,TL,2.0
2014-07-26,EU,TL,3.0
2014-07-26,US,TL,2.0
2014-07-27,EU,TL,3.0
2014-07-27,US,TL,2.0
2014-07-28,EU,TL,2.5
2014-07-28,US,TL,2.0
2014-07-29,EU,TL,2.5
2014-07-29,EU,US,2.5
2014-07-29,EU,YTL,2.5
2014-07-29,US,EU,2.0
2014-07-29,US,TL,2.0
2014-07-29,US,YTL,2.0
2014-07-30,EU,TL,2.5
2014-07-30,US,TL,2.0
2014-07-31,EU,TL,2.5
2014-07-31,US,TL,2.0
2014-08-01,EU,TL,2.5
2014-08-01,US,TL,2.0
2014-08-02,EU,TL,2.5
2014-08-02,US,TL,2.0
2014-08-03,EU,TL,2.5
2014-08-03,US,TL,2.0
2014-08-04,EU,TL,2.5
2014-08-04,US,TL,2.0
2014-08-05,EU,TL,2.5
2014-08-05,US,TL,2.0
2014-08-06,EU,US,2.5
2014-08-06,US,TL,2.0
2014-08-07,EU,TL,2.5
2014-08-07,US,TL,2.0
2014-08-08,EU,TL,2.5
2014-08-08,US,TL,2.0
2014-08-09,EU,TL,2.5
2014-08-09,US,TL,2.0
2014-08-10,EU,TL,2.5
2014-08-10,US,TL,2.0
2014-08-11,EU,TL,2.5
2014-08-11,US,TL,2.0
2014-08-12,EU,TL,2.5
2014-08-12,US,TL,2.0
2014-08-13,EU,TL,2.5
2014-08-13,US,TL,2.0
2014-08-14,EU,TL,2.5
2014-08-14,US,TL,2.0
2014-08-15,EU,TL,2.5
2014-08-15,US,TL,2.0
2014-08-16,EU,TL,2.5
2014-08-16,US,TL,2.0
2014-08-17,EU,TL,2.5
2014-08-17,US,TL,2.0
2014-08-18,EU,TL,2.5
2014-08-18,US,TL,2.0
2014-08-19,EU,TL,2.5
2014-08-19,US,TL,2.0
2014-08-20,EU,TL,2.5
2014-08-20,US,TL,2.0
2014-08-21,EU,TL,2.5
2014-08-21,US,TL,2.0
2014-08-22,EU,TL,3.0
2014-08-22,US,TL,2.0
2014-08-23,EU,TL,2.5
2014-08-23,US,TL,2.0
2014-08-24,EU,TL,2.5
2014-08-24,US,TL,2.0
2014-08-25,EU,TL,2.5
2014-08-25,US,TL,2.0
2014-08-26,EU,TL,2.5
2014-08-26,US,TL,2.0
2014-08-27,EU,TL,2.5
2014-08-27,US,TL,2.0
2014-08-28,EU,TL,2.5
2014-08-28,US,TL,2.0
2014-08-29,EU,TL,2.5
2014-08-29,US,TL,2.0
2014-08-30,EU,TL,2.5
2014-08-30,US,TL,2.0
2014-08-31,EU,TL,2.5
2014-08-31,US,TL,2.0
2014-09-01,EU,TL,2.5
2014-09-01,US,TL,2.0
2014-09-02,EU,TL,2.85
2014-09-02,US,TL,2.0
2014-09-03,EU,TL,2.5
2014-09-03,US,TL,2.0
2014-09-04,EU,TL,2.5
2014-09-04,US,TL,2.0
2014-09-05,EU,TL,2.5
2014-09-05,US,TL,2.0
2014-09-06,EU,TL,2.5
2014-09-06,US,TL,2.0
2014-09-07,EU,TL,2.5
2014-09-07,US,TL,2.0
2014-09-08,EU,TL,2.5
2014-09-08,US,TL,2.0
2014-09-09,EU,TL,2.5
2014-09-09,US,TL,2.0
2014-09-10,EU,TL,2.5
2014-09-10,US,TL,2.0
2014-09-11,EU,TL,2.5
2014-09-11,US,TL,2.0
2014-09-12,EU,TL,2.5
2014-09-12,US,TL,2.0
2014-09-13,EU,TL,2.5
2014-09-13,US,TL,2.0
2014-09-14,EU,TL,2.5
2014-09-14,US,TL,2.0
2014-09-15,EU,TL,2.5
2014-09-15,US,TL,2.0
2014-09-16,EU,TL,2.5
2014-09-16,US,TL,2.0
2014-09-17,EU,TL,2.5
2014-09-17,US,TL,2.0
2014-09-18,EU,TL,2.5
2014-09-18,US,TL,2.0
2014-09-19,EU,TL,2.5
2014-09-19,US,TL,2.0
2014-09-20,EU,TL,2.5
2014-09-20,US,TL,2.0
2014-09-21,EU,TL,2.5
2014-09-21,US,TL,2.0
2014-09-22,EU,TL,2.5
2014-09-22,US,TL,2.0
2014-09-23,EU,TL,2.5
2014-09-23,US,TL,2.0
2014-09-24,EU,TL,2.5
2014-09-24,US,TL,2.0
2014-09-25,EU,TL,2.5
2014-09-25,US,TL,2.0
2014-09-26,EU,TL,2.5
2014-09-26,US,TL,2.0
2014-09-27,EU,TL,2.5
2014-09-27,US,TL,2.0
2014-09-28,EU,TL,2.5
2014-09-28,US,TL,2.0
2014-09-29,EU,TL,2.5
2014-09-29,US,TL,2.0
2014-09-30,EU,TL,2.5
2014-09-30,US,TL,2.0
2014-10-01,EU,TL,2.5
2014-10-01,US,TL,2.0
2014-10-02,EU,TL,2.5
2014-10-02,US,TL,2.0
2014-10-03,EU,TL,2.5
2014-10-03,US,TL,2.0
2014-10-04,EU,TL,2.5
2014-10-04,US,TL,2.0
2014-10-05,EU,TL,2.5
2014-10-05,US,TL,2.0
2014-10-06,EU,TL,2.5
2014-10-06,US,TL,2.0
2014-10-07,EU,TL,2.5
2014-10-07,US,TL,2.0
2014-10-08,EU,TL,2.5
2014-10-08,US,TL,2.0
2014-10-09,EU,TL,2.5
2014-10-09,US,TL,2.0
2014-10-10,EU,TL,2.5
2014-10-10,US,TL,2.0
2014-10-11,EU,TL,2.5
2014-10-11,US,TL,2.0
2014-10-12,EU,TL,2.5
2014-10-12,US,TL,2.0
2014-10-13,EU,TL,2.5
2014-10-13,US,TL,2.0
2014-10-14,EU,TL,2.5
2014-10-14,US,TL,2.0
2014-10-15,EU,TL,2.5
2014-10-15,US,TL,2.0
2014-10-16,EU,TL,2.5
2014-10-16,US,TL,2.0
2014-10-17,EU,TL,2.5
2014-10-17,US,TL,2.0
2014-10-18,EU,TL,2.5
2014-10-18,US,TL,2.0
2014-10-19,EU,TL,2.5
2014-10-19,US,TL,2.0
2014-10-20,EU,TL,2.5
2014-10-20,US,TL,2.0
2014-10-21,EU,TL,2.5
2014-10-21,US,TL,2.0
2014-10-22,EU,TL,2.5
2014-10-22,US,TL,2.0
2014-10-23,EU,TL,2.5
2014-10-23,US,TL,2.0
2014-10-24,EU,TL,2.5
2014-10-24,US,TL,2.0
2014-10-25,EU,TL,2.5
2014-10-25,US,TL,2.0
2014-10-26,EU,TL,2.5
2014-10-26,US,TL,2.0
2014-10-27,EU,TL,2.5
2014-10-27,US,TL,2.0
2014-10-28,EU,TL,2.5
2014-10-28,US,TL,2.0
2014-10-29,EU,TL,2.5
2014-10-29,US,TL,2.0
2014-10-30,EU,TL,2.5
2014-10-30,US,TL,2.0
2014-10-31,EU,TL,2.5
2014-10-31,US,TL,2.0
2014-11-01,EU,TL,2.5
2014-11-01,US,TL,2.0
2014-11-02,EU,TL,2.5
2014-11-02,US,TL,2.0
2014-11-03,EU,TL,2.5
2014-11-03,US,TL,2.0
2014-11-04,EU,TL,2.5
2014-11-04,US,TL,2.0
2014-11-05,EU,TL,2.5
2014-11-05,US,TL,2.0
2014-11-06,EU,TL,2.5
2014-11-06,US,TL,2.0
2014-11-07,EU,TL,2.5
2014-11-07,US,TL,2.0
2014-11-08,EU,TL,2.5
2014-11-08,US,TL,2.0
2014-11-09,EU,TL,2.5
2014-11-09,US,TL,2.0
2014-11-10,EU,TL,2.5
2014-11-10,US,TL,2.0
2014-11-11,EU,TL,2.5
2014-11-11,US,TL,2.0
2014-11-12,EU,TL,2.5
2014-11-12,US,TL,2.0
2014-11-13,EU,TL,2.5
2014-11-13,US,TL,2.0
2014-11-14,EU,TL,2.5
2014-11-14,US,TL,2.0
2014-11-15,EU,TL,2.5
2014-11-15,US,TL,2.0
2014-11-16,EU,TL,2.5
2014-11-16,US,TL,2.0
2014-11-17,EU,TL,2.5
2014-11-17,US,TL,2.0
2014-11-18,EU,TL,2.5
2014-11-18,US,TL,2.0
2014-11-19,EU,TL,2.5
2014-11-19,US,TL,2.0
2014-11-20,EU,TL,2.5
2014-11-20,US,TL,2.0
2014-11-21,EU,TL,2.5
2014-11-21,US,TL,2.0
2014-11-22,EU,TL,2.5
2014-11-22,US,TL,2.0
2014-11-23,EU,TL,2.75
2014-11-23,US,TL,2.0
2014-11-24,EU,TL,2.5
2014-11-24,US,TL,2.0
2014-11-25,EU,TL,2.5
2014-11-25,US,TL,2.0
2014-11-26,EU,TL,2.5
2014-11-26,US,TL,2.0
2014-11-27,EU,TL,2.5
2014-11-27,US,TL,2.0
2014-11-28,EU,TL,2.5
2014-11-28,US,TL,2.0
2014-11-29,EU,TL,2.5
2014-11-29,US,TL,2.0
2014-11-30,EU,TL,2.5
2014-11-30,US,TL,2.0
2014-12-01,EU,TL,2.5
2014-12-01,US,TL,2.0
2014-12-02,EU,TL,2.5
2014-12-02,US,TL,2.0
2014-12-03,EU,TL,2.5
2014-12-03,US,TL,2.0
2014-12-04,EU,TL,2.5
2014-12-04,US,TL,2.0
2014-12-05,EU,TL,2.5
2014-12-05,US,TL,2.0
2014-12-06,EU,TL,2.5
2014-12-06,US,TL,2.0
2014-12-07,EU,TL,2.5
2014-12-07,US,TL,2.0
2014-12-08,EU,TL,2.5
2014-12-08,US,TL,2.0
2014-12-09,EU,TL,2.5
2014-12-09,US,TL,2.0
2014-12-10,EU,TL,2.5
2014-12-10,US,TL,2.0
2014-12-11,EU,TL,2.5
2014-12-11,US,TL,2.0
2014-12-12,EU,TL,2.5
2014-12-12,US,TL,2.0
2014-12-13,EU,TL,2.5
2014-12-13,US,TL,2.0
2014-12-14,EU,TL,2.5
2014-12-14,US,TL,2.0
2014-12-15,EU,TL,2.5
2014-12-15,US,TL,2.0
2014-12-16,EU,TL,2.5
2014-12-16,US,TL,2.0
2014-12-17,EU,TL,2.5
2014-12-17,US,TL,2.0
2014-12-18,EU,TL,2.5
2014-12-18,US,TL,2.0
2014-12-19,EU,TL,2.5
2014-12-19,US,TL,2.0
2014-12-20,EU,TL,2.5
2014-12-20,US,TL,2.0
2014-12-21,EU,TL,2.5
2014-12-21,US,TL,2.0
2014-12-22,EU,TL,2.5
2014-12-22,US,TL,2.0
2014-12-23,EU,TL,2.8
2014-12-23,US,TL,2.3
2014-12-24,EU,TL,2.8
2014-12-24,US,TL,2.3
2014-12-25,EU,TL,2.8
2014-12-25,US,TL,2.3
2014-12-26,EU,TL,2.8
2014-12-26,US,TL,2.3
2014-12-27,EU,TL,2.8
2014-12-27,US,TL,2.3
2014-12-28,EU,TL,2.8
2014-12-28,US,TL,2.3
2014-12-29,EU,TL,2.8
2014-12-29,US,TL,2.3
2014-12-30,EU,TL,2.8
2014-12-30,US,TL,2.3
2014-12-31,EU,TL,2.8
2014-12-31,US,TL,2.3
2015-01-01,EU,TL,2.8
2015-01-01,US,TL,2.3
2015-01-02,EU,TL,2.8
2015-01-02,US,TL,2.3
2015-01-03,EU,TL,2.8
2015-01-03,US,TL,2.3
2015-01-04,EU,TL,2.8
2015-01-04,US,TL,2.3
2015-01-05,EU,TL,2.8
2015-01-05,US,TL,2.3
2015-01-06,EU,TL,2.8
2015-01-06,US,TL,2.3
2015-01-07,EU,TL,2.8
2015-01-07,US,TL,2.3
2015-01-08,EU,TL,2.8
2015-01-08,US,TL,2.3
2015-01-09,EU,TL,2.8
2015-01-09,US,TL,2.3
2015-01-10,EU,TL,2.8
2015-01-10,US,TL,2.3
2015-01-11,EU,TL,2.8
2015-01-11,US,TL,2.3
2015-01-12,EU,TL,2.8
2015-01-12,US,TL,2.3
2015-01-13,EU,TL,2.8
2015-01-13,US,TL,2.3
2015-01-14,EU,TL,2.8
2015-01-14,US,TL,2.3
2015-01-15,EU,TL,2.8
2015-01-15,US,TL,2.3
2015-01-16,EU,TL,2.8
2015-01-16,US,TL,2.3
2015-01-17,EU,TL,2.8
2015-01-17,US,TL,2.3
2015-01-18,EU,TL,2.8
2015-01-18,US,TL,2.3
2015-01-19,EU,TL,2.8
2015-01-19,US,TL,2.3
2015-01-20,EU,TL,2.8
2015-01-20,US,TL,2.3
2015-01-21,EU,TL,2.8
2015-01-21,US,TL,2.3
2015-01-22,EU,TL,2.8
2015-01-22,US,TL,2.3
2015-01-23,EU,TL,2.8
2015-01-23,US,TL,2.3
2015-01-24,EU,TL,2.8
2015-01-24,US,TL,2.3
2015-01-25,EU,TL,2.8
2015-01-25,US,TL,2.3
2015-01-26,EU,TL,2.8
2015-01-26,US,TL,2.3
2015-01-27,EU,TL,2.8
2015-01-27,US,TL,2.3
2015-01-28,EU,TL,2.8
2015-01-28,US,TL,2.3
2015-01-29,EU,TL,2.8
2015-01-29,US,TL,2.3
2015-01-30,EU,TL,2.8
2015-01-30,US,TL,2.3
2015-01-31,EU,TL,2.8
2015-01-31,US,TL,2.3
2015-02-01,EU,TL,2.8
2015-02-01,US,TL,2.3
2015-02-02,EU,TL,2.8
2015-02-02,US,TL,2.3
2015-02-03,EU,TL,2.8
2015-02-03,US,TL,2.3
2015-02-04,EU,TL,2.8
2015-02-04,US,TL,2.3
2015-02-05,EU,TL,2.8
2015-02-05,US,TL,2.3
2015-02-06,EU,TL,2.8
2015-02-06,US,TL,2.3
2015-02-07,EU,TL,2.8
2015-02-07,US,TL,2.3
2015-02-08,EU,TL,2.8
2015-02-08,US,TL,2.3
2015-02-09,EU,TL,2.8
2015-02-09,US,TL,2.3
2015-02-10,EU,TL,2.8
2015-02-10,US,TL,2.3
2015-02-11,EU,TL,2.8
2015-02-11,US,TL,2.3
2015-02-12,EU,TL,2.8
2015-02-12,EU,YTL,2.8
2015-02-12,US,TL,2.3
2015-02-12,US,YTL,2.3
2015-02-13,EU,TL,2.8
2015-02-13,US,TL,2.3
2015-02-14,EU,TL,2.8
2015-02-14,US,TL,2.3
2015-02-15,EU,TL,2.8
2015-02-15,US,TL,2.3
2015-02-16,EU,TL,2.8
2015-02-16,US,TL,2.3
2015-02-17,EU,TL,2.8
2015-02-17,US,TL,2.3
2015-02-18,EU,TL,2.8
2015-02-18,US,TL,2.3
2015-02-19,EU,TL,2.8
2015-02-19,US,TL,2.3
2015-02-20,EU,TL,2.8
2015-02-20,US,TL,2.3
2015-02-21,EU,TL,2.8
2015-02-21,US,TL,2.3
2015-02-22,EU,TL,2.8
2015-02-22,US,TL,2.3
2015-02-23,EU,TL,2.8
2015-02-23,US,TL,2.3
2015-02-24,EU,TL,2.8
2015-02-24,US,TL,2.3
2015-02-25,EU,TL,2.8
2015-02-25,US,TL,2.3
2015-02-26,EU,TL,2.8
2015-02-26,US,TL,2.3
2015-02-27,EU,TL,2.8
2015-02-27,US,TL,2.3
2015-02-28,EU,TL,2.8
2015-02-28,US,TL,2.3
2015-03-01,EU,TL,2.8
2015-03-01,US,TL,2.3
2015-03-02,EU,TL,2.8
2015-03-02,US,TL,2.3
2015-03-03,EU,TL,2.8
2015-03-03,US,TL,2.3
2015-03-04,EU,TL,2.8
2015-03-04,US,TL,2.3
2015-03-05,EU,TL,2.8
2015-03-05,US,TL,2.3
2015-03-06,EU,TL,2.8
2015-03-06,US,TL,2.3
2015-03-07,EU,TL,2.8
2015-03-07,US,TL,2.3
2015-03-08,EU,TL,2.8
2015-03-08,US,TL,2.3
2015-03-09,EU,TL,2.8
2015-03-09,US,TL,2.3
2015-03-10,EU,TL,2.8
2015-03-10,US,TL,2.3
2015-03-11,EU,TL,2.8
2015-03-11,US,TL,2.3
2015-03-12,EU,TL,2.8
2015-03-12,US,TL,2.3
2015-03-13,EU,TL,2.8
2015-03-13,US,TL,2.3
2015-03-14,EU,TL,2.8
2015-03-14,US,TL,2.3
2015-03-15,EU,TL,2.8
2015-03-15,US,TL,2.3
2015-03-16,EU,TL,2.7
2015-03-16,US,TL,2.5
2015-03-17,EU,TL,2.7
2015-03-17,US,TL,2.5
2015-03-18,EU,TL,2.7
2015-03-18,US,TL,2.5
2015-03-19,EU,TL,2.7
2015-03-19,US,TL,2.5
2015-03-20,EU,TL,2.7
2015-03-20,US,TL,2.5
2015-03-21,EU,TL,2.8
2015-03-21,US,TL,2.5
2015-03-22,EU,TL,2.7
2015-03-22,US,TL,2.5
2015-03-23,EU,TL,2.7
2015-03-23,US,TL,2.5
2015-03-24,EU,TL,2.7
2015-03-24,US,TL,2.5
2015-03-25,EU,TL,2.7
