Uretici_KOD,Tanim,CariKod,DBName
298,Faruk Karar (Kısmet Kundura),,KORGUNYAZILIM1910
299,Fem (Femıs) Ayakkabı,,KORGUNYAZILIM1910
300,Ferde,,KORGUNYAZILIM1910
301,Forte,,KORGUNYAZILIM1910
302,Geox,,KORGUNYAZILIM1910
303,Gezer Ayakkabı,,KORGUNYAZILIM1910
304,Güleray,,KORGUNYAZILIM1910
305,Güner Ayakkabı-Icemen,,KORGUNYAZILIM1910
306,İkızler,,KORGUNYAZILIM1910
307,İlhan Esen,,KORGUNYAZILIM1910
309,Liberty,,KORGUNYAZILIM1910
310,Lizpa,,KORGUNYAZILIM1910
311,Mc Arthur,,KORGUNYAZILIM1910
312,Metplas,,KORGUNYAZILIM1910
313,Metplast,,KORGUNYAZILIM1910
314,Milano Ambalaj,,KORGUNYAZILIM1910
315,Molyer Ayakkabı,320.02.065,KORGUNYAZILIM1910
316,Mon Ayakkabı,,KORGUNYAZILIM1910
317,Myr Meyra (Divino),,KORGUNYAZILIM1910
318,New Balance,,KORGUNYAZILIM1910
319,New Balance,,KORGUNYAZILIM1910
320,Polat Zaman,,KORGUNYAZILIM1910
321,Sabo Boya,,KORGUNYAZILIM1910
322,Sanel,,KORGUNYAZILIM1910
323,Sarı Toprak,,KORGUNYAZILIM1910
324,Sc,,KORGUNYAZILIM1910
325,Sperry,,KORGUNYAZILIM1910
326,Tabanex,,KORGUNYAZILIM1910
327,Tekor Plastik,,KORGUNYAZILIM1910
328,Tue Shoes,,KORGUNYAZILIM1910
329,Versilia,,KORGUNYAZILIM1910
330,Victoria,,KORGUNYAZILIM1910
331,Vrossi Ayaakabı,,KORGUNYAZILIM1910
332,Wolly,,KORGUNYAZILIM1910
333,Miray Ayakkabı,,KORGUNYAZILIM1910
334,Agnelli Shoes,,KORGUNYAZILIM1910
335,Alenta,,KORGUNYAZILIM1910
336,Alto Gradimento,,KORGUNYAZILIM1910
337,Akform,,KORGUNYAZILIM1910
338,Alima,,KORGUNYAZILIM1910
339,Baydar Ayakkabı,,KORGUNYAZILIM1910
340,Ars Ayakkabı,,KORGUNYAZILIM1910
341,Bond - Meşin Deri,,KORGUNYAZILIM1910
342,Atakan Ayakkabı,,KORGUNYAZILIM1910
343,Cesa Ayakkabı,,KORGUNYAZILIM1910
344,Babette Ayakkabı,,KORGUNYAZILIM1910
345,Clup Bambini - Orhan Arslan,,KORGUNYAZILIM1910
346,Besa Ayakkabı,,KORGUNYAZILIM1910
347,Crisiss,,KORGUNYAZILIM1910
348,By Leaf,,KORGUNYAZILIM1910
349,Beyoğlu Ayakkabı,,KORGUNYAZILIM1910
350,Crunell,,KORGUNYAZILIM1910
351,Çizgi Ayakkabı (Beatrice),,KORGUNYAZILIM1910
352,Deriva - Süren Deri,,KORGUNYAZILIM1910
353,Delsey - Meb Deri,,KORGUNYAZILIM1910
354,Diva Clup,,KORGUNYAZILIM1910
355,Global Ayakkabı,,KORGUNYAZILIM1910
356,Dolce Venetta,,KORGUNYAZILIM1910
357,Grup Çanta,,KORGUNYAZILIM1910
358,Gözde Ayakkabı,,KORGUNYAZILIM1910
359,Ege Narin,,KORGUNYAZILIM1910
360,İkbal Ayakkabı,,KORGUNYAZILIM1910
361,Guzder Ayakkabı,,KORGUNYAZILIM1910
362,Mare,,KORGUNYAZILIM1910
363,Kazım Süren Deri,,KORGUNYAZILIM1910
364,FDG,,KORGUNYAZILIM1910
365,Markadu,,KORGUNYAZILIM1910
366,Kopuzlar Deri,,KORGUNYAZILIM1910
367,Pegasus Ayakkabı,,KORGUNYAZILIM1910
368,Gianni,,KORGUNYAZILIM1910
369,Petek Saraciye,,KORGUNYAZILIM1910
370,Özdersan Deri,,KORGUNYAZILIM1910
371,İçten Spor Ayakkabı (LİK),,KORGUNYAZILIM1910
372,Rengarenk Ayakkabı,,KORGUNYAZILIM1910
373,Poletto,,KORGUNYAZILIM1910
374,Kaya Taban,,KORGUNYAZILIM1910
375,Romanelli,,KORGUNYAZILIM1910
376,Promosyon,,KORGUNYAZILIM1910
377,Şengül Kundura,,KORGUNYAZILIM1910
378,Saluro Ayakkabı,,KORGUNYAZILIM1910
379,Londrest,,KORGUNYAZILIM1910
380,Samsun Ayakkabı,,KORGUNYAZILIM1910
381,Saran Kozmetik,,KORGUNYAZILIM1910
382,Savcılı Ayakkabı,,KORGUNYAZILIM1910
383,Seçim Çanta,,KORGUNYAZILIM1910
384,Scorpion,,KORGUNYAZILIM1910
385,Selrifon Shoes,,KORGUNYAZILIM1910
386,Şakrak Ayakkabı,,KORGUNYAZILIM1910
387,Sergio Ripari,,KORGUNYAZILIM1910
388,Tersan,,KORGUNYAZILIM1910
389,Sudex,,KORGUNYAZILIM1910
390,Topbaş Ayakkabı - Enis Topbaş,,KORGUNYAZILIM1910
391,Tempo,,KORGUNYAZILIM1910
392,Walk&More (MMA Ayakkabı),,KORGUNYAZILIM1910
393,Vivino Ayakkabı,,KORGUNYAZILIM1910
394,Fason Outlet,,KORGUNYAZILIM1910
395,Cantaş Saraciye,,KORGUNYAZILIM1910
396,Zeki Rok (Kuzey Ayakkabı),,KORGUNYAZILIM1910
397,Manas,,KORGUNYAZILIM1910
398,Trenti Kids (Levent Ayakkabı),,KORGUNYAZILIM1910
399,Cihan Kundura,,KORGUNYAZILIM1910
400,Desi Ayakkabı,,KORGUNYAZILIM1910
401,Bizmi Kundura (Ruiscuto),,KORGUNYAZILIM1910
402,Klasik Ayakkabı,,KORGUNYAZILIM1910
403,Zensan Ayakkabı (Prima),,KORGUNYAZILIM1910
404,Papsan Ayakkabı,,KORGUNYAZILIM1910
405,Burç Ayakkabı,,KORGUNYAZILIM1910
406,Pia Mia Ayakkabı (Derpa),,KORGUNYAZILIM1910
407,Zirve Ayakkabı,,KORGUNYAZILIM1910
408,Aronay Ayakkabı,,KORGUNYAZILIM1910
409,Salih Uçar,,KORGUNYAZILIM1910
410,Vedat Aksin,,KORGUNYAZILIM1910
411,Nurhan Çanta,,KORGUNYAZILIM1910
412,De Vip,,KORGUNYAZILIM1910
413,Manily,,KORGUNYAZILIM1910
414,Yıldız Ayakkabı,,KORGUNYAZILIM1910
415,Rebelle,,KORGUNYAZILIM1910
416,Bagatto,,KORGUNYAZILIM1910
417,Canbulut,320.02.479,KORGUNYAZILIM1910
418,Danalya Ayakkabı,,KORGUNYAZILIM1910
419,Çelik Ayakkabı,,KORGUNYAZILIM1910
420,Clarks Ayakabı,,KORGUNYAZILIM1910
421,Lorelei,,KORGUNYAZILIM1910
422,Voder Ayakkabı,,KORGUNYAZILIM1910
423,Yılmaz Çanta,,KORGUNYAZILIM1910
424,Mammamia (Dialog),,KORGUNYAZILIM1910
425,Ves Deri,,KORGUNYAZILIM1910
426,Alberes Ayakkabı,,KORGUNYAZILIM1910
427,Marco Benetti,,KORGUNYAZILIM1910
428,Desan Çanta (Dsn),,KORGUNYAZILIM1910
429,Ceylan Ayakkabı,,KORGUNYAZILIM1910
430,Romani Ayakkabı,,KORGUNYAZILIM1910
432,Köyüm Kundura,,KORGUNYAZILIM1910
433,Pedrino,,KORGUNYAZILIM1910
434,Sebastian Çanta,,KORGUNYAZILIM1910
435,Esminare Ayakkabı,,KORGUNYAZILIM1910
436,Engin Vardar,,KORGUNYAZILIM1910
437,Güven Birlik,,KORGUNYAZILIM1910
438,Bender Ayakkabı,,KORGUNYAZILIM1910
439,Bestello Ayakkabı,,KORGUNYAZILIM1910
440,Florra,,KORGUNYAZILIM1910
441,Lotris Ayakkabı,,KORGUNYAZILIM1910
442,Mcs,,KORGUNYAZILIM1910
443,Çavuşoğlu Ayakkabı (Thunderhead),,KORGUNYAZILIM1910
444,La Pinta Ayakkabı,,KORGUNYAZILIM1910
445,Gözde Giyim,,KORGUNYAZILIM1910
446,Tezcan Kundura,,KORGUNYAZILIM1910
447,Folder (Bogard),,KORGUNYAZILIM1910
448,Özbircan,,KORGUNYAZILIM1910
449,Patis Ayakkabı,,KORGUNYAZILIM1910
450,Beady,,KORGUNYAZILIM1910
451,Göl Ayakkabı (Sail Lakers),,KORGUNYAZILIM1910
452,S.Y. Ayakkabı,,KORGUNYAZILIM1910
453,Sanatel,,KORGUNYAZILIM1910
454,Sarissa Ayakkabı,,KORGUNYAZILIM1910
455,Derisn,,KORGUNYAZILIM1910
456,Gia Ayakkabı,,KORGUNYAZILIM1910
457,Kazan (2day) Ayakkabı,320.02.167,KORGUNYAZILIM1910
458,Hsnbelt Kemer,,KORGUNYAZILIM1910
459,Gümüş (Eko Grup),320.02.006,KORGUNYAZILIM1910
460,Cashka (Üstündağ Ayakkabı),,KORGUNYAZILIM1910
461,BRC AYAKKABI,320.02.461,KORGUNYAZILIM1910
462,Lapenn,320.02.067,KORGUNYAZILIM1910
463,Omze Bayan Ayakkabı,320.02.068,KORGUNYAZILIM1910
464,Truva Ayakkabı,,KORGUNYAZILIM1910
465,Mod Brama (Sezer Ayakkabı),,KORGUNYAZILIM1910
466,Olesea Ayakkabı,,KORGUNYAZILIM1910
467,Sürmeli Ayakkabı,,KORGUNYAZILIM1910
468,Scottmen Ayakkabı,,KORGUNYAZILIM1910
469,Ryt Ayakkabı,,KORGUNYAZILIM1910
470,Fonem,320.01.144,KORGUNYAZILIM1910
471,Efsane Ayakkabı,320.03.187,KORGUNYAZILIM1910
472,Bektaş Saraciye,,KORGUNYAZILIM1910
473,Üstündağ Ayakkabı,,KORGUNYAZILIM1910
474,Vinicci-Bircan,,KORGUNYAZILIM1910
475,Nuh Akçay,320.03.188,KORGUNYAZILIM1910
476,Sekada - Davarcı Kundura,,KORGUNYAZILIM1910
477,Önder Group,,KORGUNYAZILIM1910
478,Yıldırım Kardeşler,,KORGUNYAZILIM1910
479,İdemo Ayakkabı,320.02.469,KORGUNYAZILIM1910
480,Deniz Ayakkabı,320.02.470,KORGUNYAZILIM1910
481,Sns Ayakkabı,,KORGUNYAZILIM1910
482,Alparslan Ortopedik Ayakkabı,,KORGUNYAZILIM1910
483,Bilgi Birikim Ayakkabı,,KORGUNYAZILIM1910
484,Erat Sport-Sonimix,,KORGUNYAZILIM1910
485,Guzını Deri Çanta,,KORGUNYAZILIM1910
486,Albini Ayakkabı,320.02.472,KORGUNYAZILIM1910
487,Hasan Uzman Ayakkabı,,KORGUNYAZILIM1910
488,Çiçek Kundura,,KORGUNYAZILIM1910
489,Alta Gracia,,KORGUNYAZILIM1910
490,Alpler Ayakkabı,,KORGUNYAZILIM1910
491,Farve,,KORGUNYAZILIM1910
492,Van Orion,,KORGUNYAZILIM1910
493,Nors Çanta,,KORGUNYAZILIM1910
494,Savcılı Ayakkabı,320.02.475,KORGUNYAZILIM1910
495,Zeki Arslan Ayakkabı,,KORGUNYAZILIM1910
496,Pipons Ayakkabı,,KORGUNYAZILIM1910
497,Pati Ayakkabı,320.02.477,KORGUNYAZILIM1910
498,Isabel Ayakkabı,,KORGUNYAZILIM1910
499,Ottimo-Dağhan Ayakkabı,,KORGUNYAZILIM1910
5,,,KORGUNYAZILIM1910
500,Ceyhan Ayakkabı,,KORGUNYAZILIM1910
501,Flexinos Ayakkabı,,KORGUNYAZILIM1910
502,Eses LTD,,KORGUNYAZILIM1910
503,Fethi Spor,,KORGUNYAZILIM1910
504,Ender Plastik,,KORGUNYAZILIM1910
505,Defa Terlik,,KORGUNYAZILIM1910
506,Tigra,320.02.031,KORGUNYAZILIM1910
507,Bestello-(Bükülmez),,KORGUNYAZILIM1910
508,Smella Kozmetik,,KORGUNYAZILIM1910
509,Sertsan,,KORGUNYAZILIM1910
510,Elvera Ayakkabı,,KORGUNYAZILIM1910
511,Formaş Ayakkabı,,KORGUNYAZILIM1910
512,Dry S Ayakkabı,,KORGUNYAZILIM1910
513,Burç Ayakkabı,,KORGUNYAZILIM1910
514,Savelli Ayakkabı,320.02.480,KORGUNYAZILIM1910
515,Saran Ayakkabı,,KORGUNYAZILIM1910
516,Algusto Ayakkabı,320.02.214,KORGUNYAZILIM1910
517,Oray Çanta,,KORGUNYAZILIM1910
518,Özler Çanta,320.02.217,KORGUNYAZILIM1910
519,Şenkal Ayakkabı,,KORGUNYAZILIM1910
520 ,Sergio-Ayhan Erol,,KORGUNYAZILIM1910
521,Bulut Ayakkabı,,KORGUNYAZILIM1910
522,Alba Ayakkabı,,KORGUNYAZILIM1910
523 ,Kaya Kardeşler-İloz,,KORGUNYAZILIM1910
524,Gutan Ayakkabı,320.02.226,KORGUNYAZILIM1910
525,Pureny-Kadir Erdoğan,,KORGUNYAZILIM1910
526,Ayyıldız Ayakkabı,,KORGUNYAZILIM1910
527,Alfa Deri,,KORGUNYAZILIM1910
528,Mısra Ayakkabı,,KORGUNYAZILIM1910
529,Kenan Şimşek-Keçeli Ayakkabı,,KORGUNYAZILIM1910
530,Wel Ayakkabı,320.03.328,KORGUNYAZILIM1910
531,Berdani Ayakkabı,320.02.482,KORGUNYAZILIM1910
532,Title Ayakkabı,320.02.481,KORGUNYAZILIM1910
533,Birlik Ayakkabı,320.02.050,KORGUNYAZILIM1910
534,Semih Taşçı,320.02.200,KORGUNYAZILIM1910
535,Mata Ayakkabı,,KORGUNYAZILIM1910
536,Çelik Ayakkabı,,KORGUNYAZILIM1910
537,MÇS-Mekin Saraciye,,KORGUNYAZILIM1910
538,Uğur Kundura-Z15,320.02.485,KORGUNYAZILIM1910
539,Akk Ayakkabı,,KORGUNYAZILIM1910
540,Step Ayakkabı,320.01.163,KORGUNYAZILIM1910
541,Nevzat Özel Ayakkabı,,KORGUNYAZILIM1910
542,Nadir Ayakkabı,,KORGUNYAZILIM1910
543,OGS Ayakkabı,320.02.487,KORGUNYAZILIM1910
544,Evva Shoes,320.02.488,KORGUNYAZILIM1910
545,Egepass-İsmail Polat Ay,,KORGUNYAZILIM1910
546,Roal-Alfonso Espadril,,KORGUNYAZILIM1910
547,Salma[Doctor] Ayakkabı,,KORGUNYAZILIM1910
548,Yeniay Ayakkabı,,KORGUNYAZILIM1910
549,Tezcan Kundura,320.02.490,KORGUNYAZILIM1910
550,Nadir Gürsel,320.02.492,KORGUNYAZILIM1910
551,Gümüş Saraciye,,KORGUNYAZILIM1910
552,KEEN-EB CONNECTION,,KORGUNYAZILIM1910
553,Retto Ayakkabı,,KORGUNYAZILIM1910
554,Ftm Ayakkabı,320.02.496,KORGUNYAZILIM1910
555,Ferromen Ayakkabı,320.01.108,KORGUNYAZILIM1910
556,Yekta Ayakkabı,320.02.497,KORGUNYAZILIM1910
557,Kazancı Ayakkabı,,KORGUNYAZILIM1910
558,Oğuz Fener Ayakkabı,320.02.498,KORGUNYAZILIM1910
559,Zeki Ayakkabı,,KORGUNYAZILIM1910
560,Süren Espadril,,KORGUNYAZILIM1910
561,Adel Ayakkabı,,KORGUNYAZILIM1910
562,4K Ayakkabı (Canbey),320.02.499,KORGUNYAZILIM1910
563,Melda Ayakkabı,,KORGUNYAZILIM1910
564,Alkan Çekecek,,KORGUNYAZILIM1910
565,Çelemli Ayakkabı,,KORGUNYAZILIM1910
566,Fatih Kalender Ayakkabı,,KORGUNYAZILIM1910
567,Şenaslan Terlik,,KORGUNYAZILIM1910
65,,,KORGUNYAZILIM1910
A001,Balta Deri Astar,,KORGUNYAZILIM1910
A002,Özer Örme Strech,,KORGUNYAZILIM1910
B001,Kord Bagçık,,KORGUNYAZILIM1910
C001,Elit Taban Salpa,,KORGUNYAZILIM1910
Cabani  ,Cabani,,KORGUNYAZILIM1910
CR-205,,,KORGUNYAZILIM1910
D001,Kazım Suren ,,KORGUNYAZILIM1910
D002,Karaca Deri,,KORGUNYAZILIM1910
D003,Sepıcı Derii,,KORGUNYAZILIM1910
D004,Turgut Kardeşler,,KORGUNYAZILIM1910
D005,Irmak Saya Triko,,KORGUNYAZILIM1910
D006,Karızma Bez,,KORGUNYAZILIM1910
D007,Efeler Deri,,KORGUNYAZILIM1910
D008,Yenı Hayat Triko,,KORGUNYAZILIM1910
D009,Ahı Deri,,KORGUNYAZILIM1910
D010,Ars Deri,,KORGUNYAZILIM1910
D011,Balta Deri,,KORGUNYAZILIM1910
D012,Bırdallar Deri,,KORGUNYAZILIM1910
D013,Cevahir Deri,,KORGUNYAZILIM1910
D014,Cihan Deri,,KORGUNYAZILIM1910
D015 ,Derimsan Deri,,KORGUNYAZILIM1910
D016,Goryakınlar Deri,,KORGUNYAZILIM1910
D017,Guclu Deri,,KORGUNYAZILIM1910
D018,Kopuz Deri,,KORGUNYAZILIM1910
D019,Massorotti-Ithal,,KORGUNYAZILIM1910
D020,Ithal Deri,,KORGUNYAZILIM1910
D021,Modas Deri,,KORGUNYAZILIM1910
D022,Kupon Deri ,,KORGUNYAZILIM1910
D023,Ozdersan,,KORGUNYAZILIM1910
D024,Pakistan ,,KORGUNYAZILIM1910
D025,Prima ,,KORGUNYAZILIM1910
D026,Yağmur Deri,,KORGUNYAZILIM1910
D027,Spillover,,KORGUNYAZILIM1910
D028,Ata Deri ,,KORGUNYAZILIM1910
D029,Akman Deri ,,KORGUNYAZILIM1910
D030,Estetik Deri,,KORGUNYAZILIM1910
D18,,,KORGUNYAZILIM1910
D31,Dönertaş,,KORGUNYAZILIM1910
E001,Teknika Mostra Etiket,,KORGUNYAZILIM1910
E002,Fatih Etiket,,KORGUNYAZILIM1910
F001,Inter Fermuar,,KORGUNYAZILIM1910
I001,Oynurden İlac,,KORGUNYAZILIM1910
J001,Sesa Ofset Kutu,,KORGUNYAZILIM1910
J009,Metplas Çekecek,,KORGUNYAZILIM1910
K001,Gül Metal,,KORGUNYAZILIM1910
K002,Altın Teknik ,,KORGUNYAZILIM1910
L001,Sabo Ahsap Kalıp,320.01.043,KORGUNYAZILIM1910
M001,Algul Poliuretan Mostra,,KORGUNYAZILIM1910
M002,Ad Spor Pet,,KORGUNYAZILIM1910
R001,Elit Fort-Bombe,,KORGUNYAZILIM1910
R002,Akform,,KORGUNYAZILIM1910
R02,,,KORGUNYAZILIM1910
Rino Kemer,Rino,,KORGUNYAZILIM1910
T001,Ziylan Taban,,KORGUNYAZILIM1910
T002,Guneşli Taban,,KORGUNYAZILIM1910
T003,Fatih Ökçe,,KORGUNYAZILIM1910
T004,The Gom (Eba Taban),,KORGUNYAZILIM1910
T005,Bayrak Taban,,KORGUNYAZILIM1910
T006,Ege Taban,,KORGUNYAZILIM1910
T007,Üçgen Taban,,KORGUNYAZILIM1910
T008,Umut Taban,,KORGUNYAZILIM1910
T009,Aykal Taban,,KORGUNYAZILIM1910
T010,Poltab Taban,,KORGUNYAZILIM1910
T011,Gks Taban,,KORGUNYAZILIM1910
T012,Bay Taban Ecevit Sonmez,,KORGUNYAZILIM1910
T013,Gommer Taban,,KORGUNYAZILIM1910
T014,Oset Taban,,KORGUNYAZILIM1910
T015,Sert Taban,,KORGUNYAZILIM1910
T016,Emre Taban ,,KORGUNYAZILIM1910
T017,XGOM,,KORGUNYAZILIM1910
Yekta,Yekta Ayakkabı,,KORGUNYAZILIM1910
,,,KORGUNYAZILIM2210
001,,,KORGUNYAZILIM2210
101,Cabani Shoes,,KORGUNYAZILIM2210
102,,,KORGUNYAZILIM2210
103,,,KORGUNYAZILIM2210
104,Delessy Ayakkabı,,KORGUNYAZILIM2210
105,Altis Ayakkabı,,KORGUNYAZILIM2210
106,Anka Saracıye,,KORGUNYAZILIM2210
107,Arto,320.02.002,KORGUNYAZILIM2210
108,Asar Ayakkabı (Brant),,KORGUNYAZILIM2210
109,Asorti-Marcha Ayakkabı,,KORGUNYAZILIM2210
110,Baronum Ayakkabı,320.02.001,KORGUNYAZILIM2210
111,Belini,,KORGUNYAZILIM2210
112,Besa,,KORGUNYAZILIM2210
113,Bgj Çanta,,KORGUNYAZILIM2210
114,Biberoğlu Ayakkabı,,KORGUNYAZILIM2210
115,Birkenstock,,KORGUNYAZILIM2210
116,Bolero Ayakkabı,,KORGUNYAZILIM2210
117,Bruma Ayakkabı,320.02.009,KORGUNYAZILIM2210
118,Bülbül Ayakkabı,,KORGUNYAZILIM2210
119,Bülent Aksin,320.03.194,KORGUNYAZILIM2210
121,Cabanirog,,KORGUNYAZILIM2210
122,Canilh Ayakkabı,,KORGUNYAZILIM2210
123,Çantaş Saraciye,,KORGUNYAZILIM2210
124,Capriolo Ayakkabı-(Aek),,KORGUNYAZILIM2210
125,Carisma,,KORGUNYAZILIM2210
126,Carlo Vento,320.02.003,KORGUNYAZILIM2210
127,Carlo Verde,,KORGUNYAZILIM2210
128,Çavusoğlu Çanta,,KORGUNYAZILIM2210
129,Cebeci Ayakkabı,,KORGUNYAZILIM2210
130,Clavo Ayakkabı,,KORGUNYAZILIM2210
131,Collina Shoes,320.02.026,KORGUNYAZILIM2210
132,Crocodile,320.02.025,KORGUNYAZILIM2210
133,Ctm Ayakkabı (Papino),320.02.014,KORGUNYAZILIM2210
134,D&E Ayakkabı,,KORGUNYAZILIM2210
135,Danacı Ayakkabı,,KORGUNYAZILIM2210
136,Deery Ayakkabı,,KORGUNYAZILIM2210
137,Delessi Ayak,320.02.038,KORGUNYAZILIM2210
138,Demet Ayakkabı,320.02.047,KORGUNYAZILIM2210
139,Dempa Ayakkabı,,KORGUNYAZILIM2210
140,Derimen  Ayakkabı,320.02.056,KORGUNYAZILIM2210
141,Derin Mavi,,KORGUNYAZILIM2210
142,Divum Ayakkabı-Nalbant,,KORGUNYAZILIM2210
143,Dorf Ayakkabı,320.02.024,KORGUNYAZILIM2210
144,Edo Ayakkabı (John Rıhardo),,KORGUNYAZILIM2210
145,Effe Tre Shoes,,KORGUNYAZILIM2210
146,Elile Ayakkabı,,KORGUNYAZILIM2210
147,Elif Çanta,,KORGUNYAZILIM2210
148,Ellanor Ayakkabı,,KORGUNYAZILIM2210
149,Emin Ayakkabı ( Trust Shoes),,KORGUNYAZILIM2210
150,Engindere Ayakkabı,,KORGUNYAZILIM2210
151,Erdoğan Deri - Pegia,,KORGUNYAZILIM2210
152,Erler,320.02.028,KORGUNYAZILIM2210
153,Erzan Shoes-(Mendl Shoes),320.02.043,KORGUNYAZILIM2210
154,Esilya,,KORGUNYAZILIM2210
155,Esse (Önder Ayakkabı),320.02.069,KORGUNYAZILIM2210
156,Faraciler,,KORGUNYAZILIM2210
157,Fbs Ayakkabı,,KORGUNYAZILIM2210
158,Feliciano Shoes,320.02.048,KORGUNYAZILIM2210
159,Fener,320.02.029,KORGUNYAZILIM2210
160,Fisto Ayakkabı,,KORGUNYAZILIM2210
161,Footcare-Gold Kimya,,KORGUNYAZILIM2210
162,Gaspara,,KORGUNYAZILIM2210
163,Gladyatör Ayakkabı,320.02.042,KORGUNYAZILIM2210
164,Gloria Ayakkabı,,KORGUNYAZILIM2210
165,Gümüş Kardesler,320.02.006,KORGUNYAZILIM2210
166,Gunaydın Ayakkabı,320.02.007,KORGUNYAZILIM2210
167,Guvercin Ayakkabı,,KORGUNYAZILIM2210
168,Hasem Ayakkabı,,KORGUNYAZILIM2210
169,Havaianas,,KORGUNYAZILIM2210
170,Hb,,KORGUNYAZILIM2210
171,Hcs,,KORGUNYAZILIM2210
172,Hemkon,,KORGUNYAZILIM2210
173,Hes Ayakkabı,,KORGUNYAZILIM2210
174,Hobi Çorap,,KORGUNYAZILIM2210
175,Hocaoğlu,,KORGUNYAZILIM2210
176,Hsnbelt Kemer,,KORGUNYAZILIM2210
177,Iloz,320.02.027,KORGUNYAZILIM2210
178,İçten Spor Ayakkabı (Lig),,KORGUNYAZILIM2210
179,Jag Club,,KORGUNYAZILIM2210
180,Just Jive,,KORGUNYAZILIM2210
181,K&B Ayakkabı,,KORGUNYAZILIM2210
182,Kab Ayakkabı-Melody,,KORGUNYAZILIM2210
183,Kar Kundura,,KORGUNYAZILIM2210
184,Karabacak Ayakkabı,,KORGUNYAZILIM2210
185,Karayurek Ayakkabı,,KORGUNYAZILIM2210
186,Kd Çanta,,KORGUNYAZILIM2210
187,Keen Road Masters,,KORGUNYAZILIM2210
188,Kemeraltı Çanta,,KORGUNYAZILIM2210
189,Kırsan Kozmetık,,KORGUNYAZILIM2210
190,Kisas Ayakkabı,,KORGUNYAZILIM2210
191,Klas Taban,,KORGUNYAZILIM2210
192,Kuzunay Ayakkabı,,KORGUNYAZILIM2210
193,Lateks Çorap,,KORGUNYAZILIM2210
194,Liba,,KORGUNYAZILIM2210
195,Lota Ayakkabı,,KORGUNYAZILIM2210
196,Luk Kozmetik,,KORGUNYAZILIM2210
197,Mabu,,KORGUNYAZILIM2210
198,Magza,,KORGUNYAZILIM2210
199,Marco Fonti,,KORGUNYAZILIM2210
200,Mertim Ayakkabı (Ferhat Fener),320.02.033,KORGUNYAZILIM2210
201,Messimod Ayakkabı,,KORGUNYAZILIM2210
202,Mi Piace (Ves Deri),,KORGUNYAZILIM2210
203,Mıs Kundura,,KORGUNYAZILIM2210
204,Modelle,,KORGUNYAZILIM2210
205,Moyra Socks,,KORGUNYAZILIM2210
206,Mudomay Çorap,,KORGUNYAZILIM2210
207,Nehir Ayakkabı,,KORGUNYAZILIM2210
208,Net Çanta (19V69),,KORGUNYAZILIM2210
209,Nevzat Onay,120.01.055,KORGUNYAZILIM2210
210,Nükte Ayakkabı,,KORGUNYAZILIM2210
211,Nur,,KORGUNYAZILIM2210
212,Özarpa Ayakkabı (Real),120.02.025,KORGUNYAZILIM2210
213,Özözler Deri,,KORGUNYAZILIM2210
214,Övgü Kemer,,KORGUNYAZILIM2210
215,Palaska,,KORGUNYAZILIM2210
216,Pamfilya Ayakkabı,,KORGUNYAZILIM2210
217,Patricia,,KORGUNYAZILIM2210
218,Pellagio,320.02.061,KORGUNYAZILIM2210
219,Pixy - Plastab,,KORGUNYAZILIM2210
220,Pinokyo Ayakkabı,,KORGUNYAZILIM2210
221,Platin Ayakkabı,,KORGUNYAZILIM2210
222,Polat Ayakkabı,320.02.060,KORGUNYAZILIM2210
223,Pozitif,,KORGUNYAZILIM2210
224,Puka Ayakkabı (Maskaret),,KORGUNYAZILIM2210
225,Pürsan Tic. Aş.,,KORGUNYAZILIM2210
226,Rapsodi Çorap,,KORGUNYAZILIM2210
227,Reyhan,,KORGUNYAZILIM2210
228,Rios-Alfa Ayakkabı,,KORGUNYAZILIM2210
229,Rockford,,KORGUNYAZILIM2210
230,Rollbab (Eternal Ayakkabı),,KORGUNYAZILIM2210
231,Roselia Ayakkabı,,KORGUNYAZILIM2210
232,Rosetti Ayakkabı,,KORGUNYAZILIM2210
233,Safak Kımya - Leflef,320.02.159,KORGUNYAZILIM2210
234,Sahin Uçar,,KORGUNYAZILIM2210
235,Sahra Ayakkabı,,KORGUNYAZILIM2210
236,Sarıkaya Ayakkabı,,KORGUNYAZILIM2210
237,Sayılır Ayakkabı,320.02.072,KORGUNYAZILIM2210
238,Sebata Ayakkabı,320.02.468,KORGUNYAZILIM2210
239,Sekada-Davarcı Kundura,,KORGUNYAZILIM2210
240,Selçuk Ayakkabı,320.02.035,KORGUNYAZILIM2210
241,Semih Kapucu-Eses Ayakkabı,,KORGUNYAZILIM2210
242,Sentini,,KORGUNYAZILIM2210
243,Seraş Ayakkabı,,KORGUNYAZILIM2210
244,Serdar Ayakkabı,,KORGUNYAZILIM2210
245,Serender Ayakkabı,,KORGUNYAZILIM2210
246,Serkan Yalgı,,KORGUNYAZILIM2210
247,Sermes Ayakkabı,,KORGUNYAZILIM2210
248,Sette Ayakkabı,320.02.066,KORGUNYAZILIM2210
249,Shalin Ayakkabı,,KORGUNYAZILIM2210
250,Sidar Ayakkabı,,KORGUNYAZILIM2210
251,Sılver Boya,,KORGUNYAZILIM2210
252,Söyler Ayakkabı,,KORGUNYAZILIM2210
253,Strano,,KORGUNYAZILIM2210
254,Sümbül Ayakkabı,,KORGUNYAZILIM2210
255,Tarlak Ayakkabı( Elite),,KORGUNYAZILIM2210
