Modul,MOption,CheckValue,Tanim,Typex,Valuex,EditTypeX,PWinCaption,PTable,PRField,PRFields,PRFieldsValues,Katalog,PassChar,DBName
FatFis,EF_SII,,E-Faturalarda stok için yazılacak SellersItemIdentification formatı? (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,KORGUNYAZILIM1910
FatFis,EF_SII,,E-Faturalarda stok için yazılacak SellersItemIdentification formatı? (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,KORGUNYAZILIM1910
FatFis,EF_SII,,E-Faturalarda stok için yazılacak SellersItemIdentification formatı? (Uretim20),Edit,,txt,,,,,,Uretim20,,KORGUNYAZILIM1910
FatFis,EF_SKT,0,Gelen/Giden E-Faturaların XML verisinin sistemde tutulacağı azami gün sayısı,Edit,,num,,,,,,,,KORGUNYAZILIM1910
FatFis,EF_STanim2,Tanim,E-Faturalarda stok için yazılacak tanım formatı?,Edit,,txt,,,,,,,,KORGUNYAZILIM1910
FatFis,EF_STanim2,Skod Tanim RTanim FSTanim BTanim,E-Faturalarda stok için yazılacak tanım formatı? (Antrepo20),Edit,,txt,,,,,,Antrepo20,,KORGUNYAZILIM1910
FatFis,EF_STanim2,Tanim,E-Faturalarda stok için yazılacak tanım formatı? (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,KORGUNYAZILIM1910
FatFis,EF_STanim2,Skod Tanim RTanim FSTanim,E-Faturalarda stok için yazılacak tanım formatı? (Cabani20),Edit,,txt,,,,,,Cabani20,,KORGUNYAZILIM1910
FatFis,EF_STanim2,Tanim,E-Faturalarda stok için yazılacak tanım formatı? (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,KORGUNYAZILIM1910
FatFis,EF_STanim2,Tanim,E-Faturalarda stok için yazılacak tanım formatı? (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,KORGUNYAZILIM1910
FatFis,EF_STanim2,Tanim,E-Faturalarda stok için yazılacak tanım formatı? (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,KORGUNYAZILIM1910
FatFis,EF_STanim2,Tanim,E-Faturalarda stok için yazılacak tanım formatı? (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,KORGUNYAZILIM1910
FatFis,EF_STanim2,,E-Faturalarda stok için yazılacak tanım formatı? (Uretim20),Edit,,txt,,,,,,Uretim20,,KORGUNYAZILIM1910
FatFis,EF_UBLVer,2.1,E-Fatura dokümanı UBL versiyonu?,ComboBox,2.0&2.1,,,,,,,,,KORGUNYAZILIM1910
FatFis,EF_UserName,,Özel entegratörünüze ait kullanıcı adınız,Edit,,txt,,,,,,,,KORGUNYAZILIM1910
FatFis,EF_UserName,antrepomagazacilik,Özel entegratörünüze ait kullanıcı adınız (Antrepo20),Edit,,txt,,,,,,Antrepo20,,KORGUNYAZILIM1910
FatFis,EF_UserName,,Özel entegratörünüze ait kullanıcı adınız (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,KORGUNYAZILIM1910
FatFis,EF_UserName,cabani,Özel entegratörünüze ait kullanıcı adınız (Cabani20),Edit,,txt,,,,,,Cabani20,,KORGUNYAZILIM1910
FatFis,EF_UserName,,Özel entegratörünüze ait kullanıcı adınız (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,KORGUNYAZILIM1910
FatFis,EF_UserName,,Özel entegratörünüze ait kullanıcı adınız (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,KORGUNYAZILIM1910
FatFis,EF_UserName,,Özel entegratörünüze ait kullanıcı adınız (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,KORGUNYAZILIM1910
FatFis,EF_UserName,,Özel entegratörünüze ait kullanıcı adınız (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,KORGUNYAZILIM1910
FatFis,EF_UserName,,Özel entegratörünüze ait kullanıcı adınız (Uretim20),Edit,,txt,,,,,,Uretim20,,KORGUNYAZILIM1910
FatFis,EFAdrLokBaz,Evet,E-Fatura ve E-Arşiv faturalarında adres lokasyon bazlı olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,KORGUNYAZILIM1910
FatFis,EFAutoInDocument,Karsilastirma Tablosu,Otomatik E-Fatura alımında kulllanılacak sistem ?,ComboBox,Karsilastirma Tablosu,,,,,,,,,KORGUNYAZILIM1910
FatFis,EFCariAmountShow,Hayir,E-Fatura da notlar kısmında Cari Bakiye gösterilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,KORGUNYAZILIM1910
FatFis,EFDefaultDir,\\KorgunApp\Korgun\EFatura\,E-Fatura lisans ve konfigürasyon dosyaları için dizin,Edit,,txt,,,,,,,,KORGUNYAZILIM1910
FatFis,EFFaturaBankaBilgi,Hayir,Fatura içerisinde seçilen banka bilgileri e-fatura taslağında not kısmında görüntülensin  mı?,ComboBox,Evet&Hayir,,,,,,,,,KORGUNYAZILIM1910
FatFis,EFGelenSKodOzKod,OzKod1,Gelen E-Fatura içeri alımlarında eşleştirilen stok/hizmet kodu hangi özel kod alanında tutulsun ?,ComboBox,OzKod1&OzKod2&OzKod3,,,,,,,,,KORGUNYAZILIM1910
FatFis,EFGelProductCode,StokTanimParametre,Gelen e-fatura içeri alımında ürün kodunun alınacağı yer?,ComboBox,StokTanimParametre&SellersItemIdentification&BuyersItemIdentification,,,,,,,,,KORGUNYAZILIM1910
FatFis,EFHizmetFatOtherPay,,Gelen e-fatura içeri alımnında ek ücret kalemler için hizmet kodu ne olsun? ,Edit,,txt,,,,,,,,KORGUNYAZILIM1910
FatFis,EFHizmetFatOtherPay,,Gelen e-fatura içeri alımınnda ek ücret kalemler için hizmet kodu ne olsun?  (Antrepo20),Edit,,txt,,,,,,Antrepo20,,KORGUNYAZILIM1910
FatFis,EFHizmetFatOtherPay,,Gelen e-fatura içeri alımnında ek ücret kalemler için hizmet kodu ne olsun?  (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,KORGUNYAZILIM1910
FatFis,EFHizmetFatOtherPay,,Gelen e-fatura içeri alımınnda ek ücret kalemler için hizmet kodu ne olsun?  (Cabani20),Edit,,txt,,,,,,Cabani20,,KORGUNYAZILIM1910
FatFis,EFHizmetFatOtherPay,,Gelen e-fatura içeri alımnında ek ücret kalemler için hizmet kodu ne olsun?  (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,KORGUNYAZILIM1910
FatFis,EFHizmetFatOtherPay,,Gelen e-fatura içeri alımnında ek ücret kalemler için hizmet kodu ne olsun?  (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,KORGUNYAZILIM1910
FatFis,EFHizmetFatOtherPay,,Gelen e-fatura içeri alımınnda ek ücret kalemler için hizmet kodu ne olsun?  (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,KORGUNYAZILIM1910
FatFis,EFHizmetFatOtherPay,,Gelen e-fatura içeri alımınnda ek ücret kalemler için hizmet kodu ne olsun?  (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,KORGUNYAZILIM1910
FatFis,EFHizmetFatOtherPay,,Gelen e-fatura içeri alımınnda ek ücret kalemler için hizmet kodu ne olsun?  (Uretim20),Edit,,txt,,,,,,Uretim20,,KORGUNYAZILIM1910
FatFis,EFIhracat_Onek,IHR,İhracat E-Fatura numaraları için 3 harfli ön ek :  (Antrepo20),Edit,,txt,,,,,,Antrepo20,,KORGUNYAZILIM1910
FatFis,EFIhracat_Onek,KIG,İhracat E-Fatura numaraları için 3 harfli ön ek :  (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,KORGUNYAZILIM1910
FatFis,EFIhracat_Onek,CBI,İhracat E-Fatura numaraları için 3 harfli ön ek :  (Cabani20),Edit,,txt,,,,,,Cabani20,,KORGUNYAZILIM1910
FatFis,EFIhracat_Onek,KIG,İhracat E-Fatura numaraları için 3 harfli ön ek :  (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,KORGUNYAZILIM1910
FatFis,EFIhracat_Onek,KIG,İhracat E-Fatura numaraları için 3 harfli ön ek :  (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,KORGUNYAZILIM1910
FatFis,EFIhracat_Onek,KIG,İhracat E-Fatura numaraları için 3 harfli ön ek :  (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,KORGUNYAZILIM1910
FatFis,EFIhracat_Onek,KIG,İhracat E-Fatura numaraları için 3 harfli ön ek :  (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,KORGUNYAZILIM1910
FatFis,EFIhracat_Onek,,İhracat E-Fatura numaraları için 3 harfli ön ek :  (Uretim20),Edit,,txt,,,,,,Uretim20,,KORGUNYAZILIM1910
FatFis,EFIhracatxsltea,\\KorgunApp\Korgun\EFatura\Antrepo_Ihracat.xslt,İhracat E-Fatura görüntülemek için .xslt dosyası (Antrepo20),Edit,,txt,,,,,,Antrepo20,,KORGUNYAZILIM1910
FatFis,EFIhracatxsltea,\\192.168.1.8\Korgun\efatura\generalea.xslt,İhracat E-Fatura görüntülemek için .xslt dosyası (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,KORGUNYAZILIM1910
FatFis,EFIhracatxsltea,\\KorgunApp\Korgun\EFatura\Cabani_Ihracat.xslt,İhracat E-Fatura görüntülemek için .xslt dosyası (Cabani20),Edit,,txt,,,,,,Cabani20,,KORGUNYAZILIM1910
FatFis,EFIhracatxsltea,\\192.168.1.8\Korgun\efatura\generalea.xslt,İhracat E-Fatura görüntülemek için .xslt dosyası (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,KORGUNYAZILIM1910
FatFis,EFIhracatxsltea,\\192.168.1.8\Korgun\efatura\generalea.xslt,İhracat E-Fatura görüntülemek için .xslt dosyası (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,KORGUNYAZILIM1910
FatFis,EFIhracatxsltea,C:\1910\efatura\generalea.xslt,İhracat E-Fatura görüntülemek için .xslt dosyası (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,KORGUNYAZILIM1910
FatFis,EFIhracatxsltea,C:\1910\efatura\generalea.xslt,İhracat E-Fatura görüntülemek için .xslt dosyası (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,KORGUNYAZILIM1910
FatFis,EFIhracatxsltea,,İhracat E-Fatura görüntülemek için .xslt dosyası (Uretim20),Edit,,txt,,,,,,Uretim20,,KORGUNYAZILIM1910
FatFis,EFIhrTeslimYerOzKod,OzKod10,"İhracat e-fatura ""Teslim/Bedel Ödeme Yeri alanı hangi fatura özel kod alanından alınsın ?",ComboBox,OzKod1&OzKod2&OzKod3&OzKod4&OzKod5&OzKod6&OzKod7&OzKod8&OzKod9&OzKod10,,,,,,,,,KORGUNYAZILIM1910
FatFis,EFKatalogBaz,Evet,E-Fatura parametreleri katalog bazlı olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,KORGUNYAZILIM1910
FatFis,EFKoliTopVstoNote,Hayir,E-Fatura da Asorti toplamı not kısmında görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,KORGUNYAZILIM1910
FatFis,EFMenseiOzKod,,İhracat/Mikro ihracat E-Fatura oluşturulurken Stok menşei bilgisi stok kartının hangi özel kod alanından alınsın ?,Edit,,txt,,,,,,,,KORGUNYAZILIM1910
FatFis,EFMicroIhracat_Onek,MIA,Mikro İhracat E-Fatura numaraları için 3 harfli ön ek :  (Antrepo20),Edit,,txt,,,,,,Antrepo20,,KORGUNYAZILIM1910
FatFis,EFMicroIhracat_Onek,KMI,Mikro İhracat E-Fatura numaraları için 3 harfli ön ek :  (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,KORGUNYAZILIM1910
FatFis,EFMicroIhracat_Onek,MIC,Mikro İhracat E-Fatura numaraları için 3 harfli ön ek :  (Cabani20),Edit,,txt,,,,,,Cabani20,,KORGUNYAZILIM1910
FatFis,EFMicroIhracat_Onek,KMI,Mikro İhracat E-Fatura numaraları için 3 harfli ön ek :  (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,KORGUNYAZILIM1910
FatFis,EFMicroIhracat_Onek,KMI,Mikro İhracat E-Fatura numaraları için 3 harfli ön ek :  (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,KORGUNYAZILIM1910
FatFis,EFMicroIhracat_Onek,KMI,Mikro İhracat E-Fatura numaraları için 3 harfli ön ek :  (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,KORGUNYAZILIM1910
FatFis,EFMicroIhracat_Onek,KMI,Mikro İhracat E-Fatura numaraları için 3 harfli ön ek :  (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,KORGUNYAZILIM1910
FatFis,EFMicroIhracat_Onek,,Mikro İhracat E-Fatura numaraları için 3 harfli ön ek :  (Uretim20),Edit,,txt,,,,,,Uretim20,,KORGUNYAZILIM1910
FatFis,EFMicroIhracatxsltea,\\KorgunApp\Korgun\EFatura\Antrepo_Arsiv-mikro.xslt,Mikro İhracat E-Fatura görüntülemek için .xslt dosyası (Antrepo20),Edit,,txt,,,,,,Antrepo20,,KORGUNYAZILIM1910
FatFis,EFMicroIhracatxsltea,\\192.168.1.8\Korgun\efatura\generalea.xslt,Mikro İhracat E-Fatura görüntülemek için .xslt dosyası (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,KORGUNYAZILIM1910
FatFis,EFMicroIhracatxsltea,\\KorgunApp\Korgun\EFatura\Antrepo_Arsiv-mikro.xslt,Mikro İhracat E-Fatura görüntülemek için .xslt dosyası (Cabani20),Edit,,txt,,,,,,Cabani20,,KORGUNYAZILIM1910
FatFis,EFMicroIhracatxsltea,\\192.168.1.8\Korgun\efatura\generalea.xslt,Mikro İhracat E-Fatura görüntülemek için .xslt dosyası (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,KORGUNYAZILIM1910
FatFis,EFMicroIhracatxsltea,\\192.168.1.8\Korgun\efatura\generalea.xslt,Mikro İhracat E-Fatura görüntülemek için .xslt dosyası (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,KORGUNYAZILIM1910
FatFis,EFMicroIhracatxsltea,C:\1910\efatura\generalea.xslt,Mikro İhracat E-Fatura görüntülemek için .xslt dosyası (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,KORGUNYAZILIM1910
FatFis,EFMicroIhracatxsltea,C:\1910\efatura\generalea.xslt,Mikro İhracat E-Fatura görüntülemek için .xslt dosyası (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,KORGUNYAZILIM1910
FatFis,EFMicroIhracatxsltea,\\KorgunApp\Korgun\EFatura\Antrepo_Arsiv-mikro.xslt,Mikro İhracat E-Fatura görüntülemek için .xslt dosyası (Uretim20),Edit,,txt,,,,,,Uretim20,,KORGUNYAZILIM1910
FatFis,EFNettenTasiyiciUnvan,,E-Arşiv faturalarda gönderiyi taşıyanın Adı Soyadı/Unvanı bilgisi,Edit,,txt,,,,,,,,KORGUNYAZILIM1910
FatFis,EFNettenTasiyiciVKN,,E-Arşiv faturalarda gönderiyi taşıyanın VKN/TCKN bilgisi,Edit,,txt,,,,,,,,KORGUNYAZILIM1910
FatFis,EFNettenWebAdres,http://www.,İnternetten yapılan satışların yapıldığı web adresi,Edit,,txt,,,,,,,,KORGUNYAZILIM1910
FatFis,EFNote,</cbc:Note><cbc:Note>,E-Faturalar için not alanı,Edit,,txt,,,,,,,,KORGUNYAZILIM1910
FatFis,EFOnay,Evet,E-Fatura onay sistemini kullanmak istiyor musunuz?,ComboBox,Evet&Hayir,,,,,,,,,KORGUNYAZILIM1910
FatFis,EFPdfDownloadDir,\\KorgunApp\Korgun\EFGelenPdf\,Gelen E-Fatura pdf dosyalarının indireleceği dizin,Edit,,txt,,,,,,,,KORGUNYAZILIM1910
FatFis,EFPdfFileNameOp,ETTN,Gönderilen e-fatura indirilen pdf dosyaları için dosya adı ne olsun ?,ComboBox,ETTN&FaturaNo,,,,,,,,,KORGUNYAZILIM1910
FatFis,EFPdfUpDownloadDir,\\KorgunApp\Korgun\EFGidenPdf\,Gönderilen E-Fatura pdf dosyalarının indireleceği dizin,Edit,,txt,,,,,,,,KORGUNYAZILIM1910
FatFis,EFRowNote,OzKod1,E-Fatura/E-İrsaliye için satır not alanı,Edit,,txt,,,,,,,,KORGUNYAZILIM1910
FatFis,EFSevkAdres,Hayir,E-Fatura da gösterilecek sevkiyat adresi ,ComboBox,Hayir&Adres1&Adres2,,,,,,,,,KORGUNYAZILIM1910
FatFis,EFSipNoOzKod,,E-Fatura oluşturulurken Sipariş numarası bilgisi faturanın hangi özel kod alanından alınsın ?,Edit,,txt,,,,,,,,KORGUNYAZILIM1910
FatFis,EFSipNoOzKod,,E-Fatura oluşturulurken Sipariş numarası bilgisi faturanın hangi özel kod alanından alınsın ? (Antrepo20),Edit,,txt,,,,,,Antrepo20,,KORGUNYAZILIM1910
FatFis,EFSipNoOzKod,,E-Fatura oluşturulurken Sipariş numarası bilgisi faturanın hangi özel kod alanından alınsın ? (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,KORGUNYAZILIM1910
FatFis,EFSipNoOzKod,,E-Fatura oluşturulurken Sipariş numarası bilgisi faturanın hangi özel kod alanından alınsın ? (Cabani20),Edit,,txt,,,,,,Cabani20,,KORGUNYAZILIM1910
FatFis,EFSipNoOzKod,,E-Fatura oluşturulurken Sipariş numarası bilgisi faturanın hangi özel kod alanından alınsın ? (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,KORGUNYAZILIM1910
FatFis,EFSipNoOzKod,,E-Fatura oluşturulurken Sipariş numarası bilgisi faturanın hangi özel kod alanından alınsın ? (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,KORGUNYAZILIM1910
FatFis,EFSipNoOzKod,,E-Fatura oluşturulurken Sipariş numarası bilgisi faturanın hangi özel kod alanından alınsın ? (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,KORGUNYAZILIM1910
FatFis,EFSipNoOzKod,,E-Fatura oluşturulurken Sipariş numarası bilgisi faturanın hangi özel kod alanından alınsın ? (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,KORGUNYAZILIM1910
FatFis,EFSipNoOzKod,,E-Fatura oluşturulurken Sipariş numarası bilgisi faturanın hangi özel kod alanından alınsın ? (Uretim20),Edit,,txt,,,,,,Uretim20,,KORGUNYAZILIM1910
FatFis,EFSipTarOzKod,,E-Fatura oluşturulurken Sipariş Tarihi bilgisi faturanın hangi özel kod alanından alınsın ?,Edit,,txt,,,,,,,,KORGUNYAZILIM1910
FatFis,EFSipTarOzKod,,E-Fatura oluşturulurken Sipariş Tarihi bilgisi faturanın hangi özel kod alanından alınsın ? (Antrepo20),Edit,,txt,,,,,,Antrepo20,,KORGUNYAZILIM1910
FatFis,EFSipTarOzKod,,E-Fatura oluşturulurken Sipariş Tarihi bilgisi faturanın hangi özel kod alanından alınsın ? (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,KORGUNYAZILIM1910
FatFis,EFSipTarOzKod,,E-Fatura oluşturulurken Sipariş Tarihi bilgisi faturanın hangi özel kod alanından alınsın ? (Cabani20),Edit,,txt,,,,,,Cabani20,,KORGUNYAZILIM1910
FatFis,EFSipTarOzKod,,E-Fatura oluşturulurken Sipariş Tarihi bilgisi faturanın hangi özel kod alanından alınsın ? (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,KORGUNYAZILIM1910
FatFis,EFSipTarOzKod,,E-Fatura oluşturulurken Sipariş Tarihi bilgisi faturanın hangi özel kod alanından alınsın ? (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,KORGUNYAZILIM1910
FatFis,EFSipTarOzKod,,E-Fatura oluşturulurken Sipariş Tarihi bilgisi faturanın hangi özel kod alanından alınsın ? (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,KORGUNYAZILIM1910
FatFis,EFSipTarOzKod,,E-Fatura oluşturulurken Sipariş Tarihi bilgisi faturanın hangi özel kod alanından alınsın ? (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,KORGUNYAZILIM1910
FatFis,EFSipTarOzKod,,E-Fatura oluşturulurken Sipariş Tarihi bilgisi faturanın hangi özel kod alanından alınsın ? (Uretim20),Edit,,txt,,,,,,Uretim20,,KORGUNYAZILIM1910
FatFis,EFSonid,1,E-Fatura Son Numara,Edit,,txt,,,,,,,,KORGUNYAZILIM1910
FatFis,EFSonid,1,E-Fatura Son Numara (Antrepo20),Edit,,txt,,,,,,Antrepo20,,KORGUNYAZILIM1910
FatFis,EFSonid,1,E-Fatura Son Numara (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,KORGUNYAZILIM1910
FatFis,EFSonid,1,E-Fatura Son Numara (Cabani20),Edit,,txt,,,,,,Cabani20,,KORGUNYAZILIM1910
FatFis,EFSonid,1,E-Fatura Son Numara (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,KORGUNYAZILIM1910
FatFis,EFSonid,1,E-Fatura Son Numara (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,KORGUNYAZILIM1910
FatFis,EFSonid,1,E-Fatura Son Numara (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,KORGUNYAZILIM1910
FatFis,EFSonid,1,E-Fatura Son Numara (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,KORGUNYAZILIM1910
FatFis,EFSonid,1,E-Fatura Son Numara (Uretim20),Edit,,txt,,,,,,Uretim20,,KORGUNYAZILIM1910
FatFis,EFStateVisibleFTList,Hayir,Fatura ekranında eski fatura çağırma listesinde e-fatura durumu görüntülensin mi? ,ComboBox,Evet&Hayir,,,,,,,,,KORGUNYAZILIM1910
FatFis,EFTaslakDir,\\KorgunApp\Korgun\EFatura\Taslak\,E-Fatura taslakları için dizin,Edit,,txt,,,,,,,,KORGUNYAZILIM1910
FatFis,EFTaslakDir,\\KorgunApp\Korgun\EFatura\Taslak\,E-Fatura taslakları için dizin (Antrepo20),Edit,,txt,,,,,,Antrepo20,,KORGUNYAZILIM1910
FatFis,EFTaslakDir,\\192.168.1.8\Korgun\efatura\taslak\,E-Fatura taslakları için dizin (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,KORGUNYAZILIM1910
FatFis,EFTaslakDir,\\KorgunApp\Korgun\EFatura\Taslak\,E-Fatura taslakları için dizin (Cabani20),Edit,,txt,,,,,,Cabani20,,KORGUNYAZILIM1910
FatFis,EFTaslakDir,\\192.168.1.8\Korgun\efatura\taslak\,E-Fatura taslakları için dizin (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,KORGUNYAZILIM1910
FatFis,EFTaslakDir,\\192.168.1.8\Korgun\efatura\taslak\,E-Fatura taslakları için dizin (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,KORGUNYAZILIM1910
FatFis,EFTaslakDir,C:\1910\efatura\taslak\,E-Fatura taslakları için dizin (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,KORGUNYAZILIM1910
FatFis,EFTaslakDir,C:\1910\efatura\taslak\,E-Fatura taslakları için dizin (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,KORGUNYAZILIM1910
FatFis,EFTaslakDir,,E-Fatura taslakları için dizin (Uretim20),Edit,,txt,,,,,,Uretim20,,KORGUNYAZILIM1910
FatFis,EFTaslakGidenDeny,Uyar,Gönderilmiş e-fatura/e-arşiv/e-irsaliye taslaklarında değişiklik yapıldığında sistem davranışı ne olsun?,ComboBox,Uyar&Engelle,,,,,,,,,KORGUNYAZILIM1910
FatFis,EFTaxFreexsltea,\\KorgunApp\Korgun\EFatura\DSD_Design_QRCode.xslt,Yolcu Beraber E-Fatura görüntülemek için .xslt dosyası (Antrepo20),Edit,,txt,,,,,,Antrepo20,,KORGUNYAZILIM1910
FatFis,EFTaxFreexsltea,\\192.168.1.8\Korgun\efatura\generalea.xslt,Yolcu Beraber E-Fatura görüntülemek için .xslt dosyası (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,KORGUNYAZILIM1910
FatFis,EFTaxFreexsltea,\\KorgunApp\Korgun\EFatura\Cabani_Yolcu.xslt,Yolcu Beraber E-Fatura görüntülemek için .xslt dosyası (Cabani20),Edit,,txt,,,,,,Cabani20,,KORGUNYAZILIM1910
FatFis,EFTaxFreexsltea,\\192.168.1.8\Korgun\efatura\generalea.xslt,Yolcu Beraber E-Fatura görüntülemek için .xslt dosyası (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,KORGUNYAZILIM1910
FatFis,EFTaxFreexsltea,\\192.168.1.8\Korgun\efatura\generalea.xslt,Yolcu Beraber E-Fatura görüntülemek için .xslt dosyası (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,KORGUNYAZILIM1910
FatFis,EFTaxFreexsltea,C:\1910\efatura\generalea.xslt,Yolcu Beraber E-Fatura görüntülemek için .xslt dosyası (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,KORGUNYAZILIM1910
FatFis,EFTaxFreexsltea,C:\1910\efatura\generalea.xslt,Yolcu Beraber E-Fatura görüntülemek için .xslt dosyası (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,KORGUNYAZILIM1910
FatFis,EFTaxFreexsltea,,Yolcu Beraber E-Fatura görüntülemek için .xslt dosyası (Uretim20),Edit,,txt,,,,,,Uretim20,,KORGUNYAZILIM1910
FatFis,EFtempDir,,E-Fatura için geçici dizin,Edit,,txt,,,,,,,,KORGUNYAZILIM1910
FatFis,EFtempDir,\\KorgunApp\Korgun\EFatura\Temp\,E-Fatura için geçici dizin (Antrepo20),Edit,,txt,,,,,,Antrepo20,,KORGUNYAZILIM1910
FatFis,EFtempDir,C:\Users\selim\AppData\Local\Temp\2efatura\temp\,E-Fatura için geçici dizin (Antrepo20Sel),Edit,,txt,,,,,,Antrepo20Sel,,KORGUNYAZILIM1910
FatFis,EFtempDir,\\KorgunApp\Korgun\EFatura\Temp\,E-Fatura için geçici dizin (Cabani20),Edit,,txt,,,,,,Cabani20,,KORGUNYAZILIM1910
FatFis,EFtempDir,C:\Users\selim\AppData\Local\Temp\2efatura\temp\,E-Fatura için geçici dizin (Cabani20Muh),Edit,,txt,,,,,,Cabani20Muh,,KORGUNYAZILIM1910
FatFis,EFtempDir,C:\Users\MELEKA~1.000\AppData\Local\Tempefatura\temp\,E-Fatura için geçici dizin (Cabani20Sel),Edit,,txt,,,,,,Cabani20Sel,,KORGUNYAZILIM1910
FatFis,EFtempDir,C:\Users\ADMINI~1\AppData\Local\Temp\2efatura\temp\,E-Fatura için geçici dizin (KORGUNYAZILIM1910),Edit,,txt,,,,,,KORGUNYAZILIM1910,,KORGUNYAZILIM1910
FatFis,EFtempDir,C:\Users\ADMINI~1\AppData\Local\Temp\2efatura\temp\,E-Fatura için geçici dizin (KORGUNYAZILIM2310),Edit,,txt,,,,,,KORGUNYAZILIM2310,,KORGUNYAZILIM1910
FatFis,EFtempDir,,E-Fatura için geçici dizin (Uretim20),Edit,,txt,,,,,,Uretim20,,KORGUNYAZILIM1910
