SatNo,Odinx,OdTip,ParaCinsi,Tutar,OdTar,MuhKod,MM,Komisyon,KaporaMuhKod,KaporaMM,Kapora,HCKod
47661,48713,N,US,145.0,2023-07-11 19:12:13,,,,,,,
47662,48714,N,US,240.0,2023-07-12 10:17:07,,,,,,,
47663,48715,N,TL,650.0,2023-07-12 19:30:16,,,,,,,
47664,48716,N,TL,728.0,2023-07-12 19:30:56,,,,,,,
47665,48717,N,US,60.0,2023-07-12 19:31:26,,,,,,,
47666,48718,N,US,10.0,2023-07-17 11:03:58,,,,,,,
47666,48719,N,TL,260.0,2023-07-17 11:04:03,,,,,,,
47667,48720,N,TL,1300.0,2023-07-17 11:05:25,,,,,,,
47667,48721,N,US,70.0,2023-07-17 11:05:28,,,,,,,
47668,48722,N,US,80.0,2023-07-17 11:06:09,,,,,,,
47669,48723,N,US,90.0,2023-07-17 11:06:36,,,,,,,
47670,48724,N,US,60.0,2023-07-17 11:07:04,,,,,,,
47671,48725,N,US,80.0,2023-07-17 11:07:23,,,,,,,
47672,48726,N,EU,80.0,2023-07-17 11:07:47,,,,,,,
47672,48727,N,US,3.0,2023-07-17 11:07:53,,,,,,,
47672,48728,N,TL,50.0,2023-07-17 11:07:59,,,,,,,
47673,48729,N,US,40.0,2023-07-17 11:08:24,,,,,,,
47674,48730,N,US,55.0,2023-07-17 11:14:59,,,,,,,
47675,48731,N,TL,1500.0,2023-07-17 16:26:55,,,,,,,
47676,48732,N,US,150.0,2023-07-17 16:27:15,,,,,,,
47677,48733,N,TL,650.0,2023-07-20 11:42:45,,,,,,,
47678,48734,N,TL,1800.0,2023-07-20 11:43:15,,,,,,,
47679,48735,N,US,60.0,2023-07-20 11:43:41,,,,,,,
47680,48736,N,US,55.0,2023-07-21 11:54:45,,,,,,,
47681,48737,N,US,520.0,2023-07-21 12:00:16,,,,,,,
47682,48738,N,US,70.0,2023-07-21 12:44:31,,,,,,,
47683,48739,N,US,80.0,2023-07-21 19:05:09,,,,,,,
47684,48740,N,US,25.0,2023-07-21 19:05:38,,,,,,,
47685,48741,N,US,107.0,2023-07-21 19:06:26,,,,,,,
47685,48742,N,TL,80.0,2023-07-21 19:06:33,,,,,,,
47686,48743,N,US,20.0,2023-07-22 13:30:32,,,,,,,
47687,48744,N,US,65.0,2023-07-26 09:23:07,,,,,,,
47688,48745,N,US,72.0,2023-07-27 13:35:11,,,,,,,
47689,48746,N,US,20.0,2023-07-27 13:36:15,,,,,,,
47689,48747,N,TL,50.0,2023-07-27 13:37:10,,,,,,,
47690,48748,N,US,230.0,2023-07-27 13:51:10,,,,,,,
47691,48749,N,US,40.0,2023-07-27 17:01:12,,,,,,,
47692,48750,N,US,95.0,2023-07-27 17:01:36,,,,,,,
47693,48751,N,TL,2150.0,2023-07-28 17:20:32,,,,,,,
47694,48752,N,US,25.0,2023-07-28 17:23:34,,,,,,,
47694,48753,N,TL,2700.0,2023-07-28 17:23:46,,,,,,,
48693,49751,N,US,80.0,2023-08-01 10:17:03,,,,,,,
48694,49752,N,US,10.0,2023-08-01 10:17:19,,,,,,,
48695,49753,N,US,45.0,2023-08-01 10:18:27,,,,,,,
48695,49754,N,TL,130.0,2023-08-01 10:18:40,,,,,,,
48696,49755,N,US,40.0,2023-08-08 19:28:54,,,,,,,
48697,49756,N,US,60.0,2023-08-08 19:29:21,,,,,,,
48698,49757,N,US,90.0,2023-08-08 19:29:39,,,,,,,
48699,49758,N,US,100.0,2023-08-08 19:31:29,,,,,,,
48700,49759,N,US,70.0,2023-08-08 19:32:00,,,,,,,
48701,49760,N,US,50.0,2023-08-08 19:33:03,,,,,,,
48702,49761,N,TL,2000.0,2023-08-08 19:35:03,,,,,,,
48703,49762,N,TL,2000.0,2023-08-08 19:35:39,,,,,,,
48704,49763,N,US,100.0,2023-08-08 19:36:07,,,,,,,
48705,49764,N,US,70.0,2023-08-08 19:36:23,,,,,,,
48706,49765,N,US,100.0,2023-08-08 19:36:45,,,,,,,
48706,49766,N,TL,1100.0,2023-08-08 19:36:50,,,,,,,
48707,49767,N,TL,500.0,2023-08-08 19:37:52,,,,,,,
48707,49768,N,US,40.0,2023-08-08 19:37:56,,,,,,,
48707,49769,N,US,85.0,2023-08-08 19:38:01,,,,,,,
48708,49770,N,US,90.0,2023-08-09 19:28:00,,,,,,,
48709,49771,N,US,20.0,2023-08-09 19:28:37,,,,,,,
48710,49772,N,US,70.0,2023-08-10 15:59:36,,,,,,,
48711,49774,N,TL,1750.0,2023-08-10 19:28:08,,,,,,,
48712,49775,N,US,180.0,2023-08-14 19:37:28,,,,,,,
48713,49776,N,TL,1600.0,2023-08-14 19:38:09,,,,,,,
48714,49777,N,US,65.0,2023-08-14 19:38:36,,,,,,,
48715,49778,N,US,35.0,2023-08-14 19:39:04,,,,,,,
48715,49779,N,TL,190.0,2023-08-14 19:39:12,,,,,,,
48716,49780,N,US,70.0,2023-08-15 19:36:33,,,,,,,
48717,49781,N,US,270.0,2023-08-18 18:45:29,,,,,,,
48718,49782,N,US,178.0,2023-08-18 18:46:21,,,,,,,
48719,49783,N,US,160.0,2023-08-18 18:47:01,,,,,,,
48720,49784,N,US,80.0,2023-08-24 18:59:56,,,,,,,
48721,49785,N,US,75.0,2023-08-24 19:00:43,,,,,,,
48722,49786,N,US,70.0,2023-08-24 19:01:08,,,,,,,
48723,49787,N,US,195.0,2023-08-24 19:02:00,,,,,,,
48724,49788,N,US,60.0,2023-08-24 19:02:31,,,,,,,
48725,49789,N,US,80.0,2023-08-24 19:05:49,,,,,,,
48726,49790,N,US,80.0,2023-08-24 19:06:46,,,,,,,
48727,49791,N,US,110.0,2023-08-24 19:08:48,,,,,,,
48728,49792,N,US,70.0,2023-08-24 19:09:14,,,,,,,
48729,49793,N,US,120.0,2023-08-24 19:11:19,,,,,,,
48730,49794,N,US,60.0,2023-08-24 19:11:40,,,,,,,
48731,49795,N,US,50.0,2023-08-30 11:59:37,,,,,,,
48732,49796,N,US,180.0,2023-08-30 12:00:22,,,,,,,
48733,49797,N,US,130.0,2023-08-30 12:00:46,,,,,,,
48734,49798,N,US,541.0,2023-08-30 12:02:16,,,,,,,
48735,49799,N,US,860.0,2023-08-30 12:05:04,,,,,,,
48736,49800,N,US,264.0,2023-08-30 12:06:09,,,,,,,
48737,49801,N,US,545.0,2023-08-30 19:43:26,,,,,,,
48738,49802,N,US,25.0,2023-08-30 19:44:25,,,,,,,
48739,49803,N,US,468.0,2023-08-30 19:48:07,,,,,,,
48740,49804,N,US,80.0,2023-08-30 19:49:56,,,,,,,
48741,49805,N,US,125.0,2023-08-30 19:50:21,,,,,,,
48742,49806,N,US,95.0,2023-09-04 15:24:56,,,,,,,
48743,49807,N,US,23.0,2023-09-04 15:25:15,,,,,,,
48744,49808,N,US,525.0,2023-09-04 15:26:19,,,,,,,
48745,49809,N,US,110.0,2023-09-06 11:57:48,,,,,,,
48746,49810,N,US,25.0,2023-09-06 11:58:06,,,,,,,
48747,49811,N,US,1114.0,2023-09-28 10:18:33,,,,,,,
48748,49812,N,US,4628.0,2023-09-28 10:50:17,,,,,,,
48749,49813,N,US,5290.0,2023-11-08 12:19:17,,,,,,,
48750,49814,N,US,9425.0,2023-11-08 12:45:47,,,,,,,
48751,49815,N,US,8927.0,2023-11-08 13:22:58,,,,,,,
48753,49817,N,US,1269.0,2023-11-10 19:16:24,,,,,,,
48754,49818,N,US,800.0,2023-11-11 14:03:24,,,,,,,
48755,49819,N,EU,85.0,2023-11-13 12:37:48,,,,,,,
48756,49820,N,TL,1700.0,2023-11-13 12:40:08,,,,,,,
48756,49821,N,US,80.0,2023-11-13 12:40:11,,,,,,,
48757,49822,N,US,150.0,2023-11-13 17:59:39,,,,,,,
48757,49823,N,TL,4000.0,2023-11-13 17:59:50,,,,,,,
48757,49824,N,TL,1000.0,2023-11-13 18:00:07,,,,,,,
48758,49825,N,US,971.0,2023-11-16 11:05:48,,,,,,,
48759,49826,N,US,5308.0,2023-11-29 19:03:10,,,,,,,
48760,49827,N,US,794.0,2023-12-04 19:52:03,,,,,,,
48761,49828,N,US,3202.0,2023-12-14 19:27:46,,,,,,,
48762,49829,N,US,770.0,2023-12-15 16:30:07,,,,,,,
48763,49830,N,US,564.0,2023-12-19 11:11:50,,,,,,,
48764,49831,N,US,1237.0,2024-01-18 16:54:25,,,,,,,
48765,49832,N,US,2182.0,2024-01-18 16:58:47,,,,,,,
48766,49833,N,US,490.0,2024-01-25 11:04:52,,,,,,,
48767,49834,N,US,190.0,2024-01-26 10:20:02,,,,,,,
48767,49835,N,TL,1818.0,2024-01-26 10:20:07,,,,,,,
48768,49836,N,US,315.0,2024-01-30 12:09:38,,,,,,,
48769,49837,N,US,100.0,2024-01-31 12:47:56,,,,,,,
48770,49838,N,TL,2400.0,2024-02-02 14:47:58,,,,,,,
48771,49839,N,US,200.0,2024-02-02 14:49:20,,,,,,,
48772,49840,N,US,120.0,2024-02-02 14:52:35,,,,,,,
48773,49841,N,US,20.0,2024-02-03 14:05:58,,,,,,,
48774,49842,N,US,80.0,2024-02-06 10:51:34,,,,,,,
48775,49843,N,US,40.0,2024-02-06 10:51:51,,,,,,,
48776,49844,N,US,56.0,2024-02-06 10:52:05,,,,,,,
48776,49845,N,TL,120.0,2024-02-06 10:52:23,,,,,,,
48777,49846,N,US,30.0,2024-02-07 17:14:49,,,,,,,
48778,49847,N,US,210.0,2024-02-07 17:15:30,,,,,,,
48779,49848,N,US,60.0,2024-02-07 17:16:26,,,,,,,
48779,49849,N,TL,4200.0,2024-02-07 17:16:32,,,,,,,
48780,49850,N,US,35.0,2024-02-08 18:49:00,,,,,,,
48781,49851,N,TL,2450.0,2024-02-08 18:49:55,,,,,,,
48782,49852,N,US,100.0,2024-02-08 18:50:40,,,,,,,
48783,49853,N,US,90.0,2024-02-12 19:47:01,,,,,,,
48784,49854,N,US,60.0,2024-02-13 11:31:27,,,,,,,
48785,49855,N,US,90.0,2024-02-13 11:31:44,,,,,,,
48786,49856,N,US,140.0,2024-02-13 11:32:17,,,,,,,
48787,49857,N,TL,1686.0,2024-02-13 11:35:16,,,,,,,
48788,49858,N,US,65.0,2024-02-13 11:35:50,,,,,,,
48789,49859,N,US,65.0,2024-02-13 11:36:09,,,,,,,
48790,49860,N,US,50.0,2024-02-13 11:36:24,,,,,,,
48791,49861,N,US,40.0,2024-02-13 11:36:43,,,,,,,
48792,49862,N,US,80.0,2024-02-13 11:37:01,,,,,,,
48793,49863,N,US,40.0,2024-02-15 13:46:13,,,,,,,
48794,49864,N,US,40.0,2024-02-15 13:46:36,,,,,,,
48795,49865,N,US,395.0,2024-02-15 13:50:30,,,,,,,
48796,49866,N,US,108.0,2024-02-15 13:51:18,,,,,,,
48797,49867,N,US,60.0,2024-02-15 19:42:49,,,,,,,
48798,49868,N,US,60.0,2024-02-15 19:44:21,,,,,,,
48799,49869,N,US,80.0,2024-02-19 16:40:17,,,,,,,
48799,49870,N,TL,2100.0,2024-02-19 16:40:25,,,,,,,
48800,49871,N,EU,110.0,2024-02-19 16:40:58,,,,,,,
48801,49872,N,US,400.0,2024-02-19 16:44:47,,,,,,,
48802,49873,N,US,60.0,2024-02-20 19:34:04,,,,,,,
48803,49874,N,US,130.0,2024-02-20 19:34:46,,,,,,,
48804,49875,N,TL,2170.0,2024-02-21 19:44:16,,,,,,,
48805,49876,N,US,110.0,2024-02-21 19:45:46,,,,,,,
48806,49877,N,US,35.0,2024-02-21 19:46:55,,,,,,,
48807,49878,N,US,40.0,2024-02-22 18:24:04,,,,,,,
48808,49879,N,US,280.0,2024-02-23 19:10:26,,,,,,,
48809,49880,N,US,130.0,2024-02-23 19:11:29,,,,,,,
48810,49881,N,US,2217.0,2024-03-04 16:23:30,,,,,,,
48811,49882,N,US,1570.0,2024-03-12 15:59:41,,,,,,,
48812,49883,N,US,725.0,2024-03-21 15:49:53,,,,,,,
48813,49884,N,US,1901.0,2024-03-26 17:24:03,,,,,,,
48814,49885,N,US,230.0,2024-03-29 17:38:58,,,,,,,
48815,49886,N,US,520.0,2024-04-05 18:21:05,,,,,,,
48816,49887,N,US,747.0,2024-04-19 19:45:57,,,,,,,
48817,49888,N,US,1613.0,2024-04-24 16:21:09,,,,,,,
48818,49889,N,US,291.0,2024-04-26 10:46:33,,,,,,,
48819,49890,N,US,2085.0,2024-05-06 16:02:07,,,,,,,
48820,49891,N,US,765.0,2024-05-09 19:23:19,,,,,,,
48821,49892,N,US,120.0,2024-05-10 15:40:31,,,,,,,
48822,49893,N,US,1050.0,2024-05-17 17:29:39,,,,,,,
48823,49894,N,US,20.0,2024-05-17 19:04:47,,,,,,,
48825,49896,N,US,75.0,2024-05-22 17:27:44,,,,,,,
48826,49897,N,US,20.0,2024-05-22 17:29:05,,,,,,,
48826,49898,N,US,80.0,2024-05-22 17:29:24,,,,,,,
48827,49899,N,US,100.0,2024-05-22 17:30:30,,,,,,,
48828,49900,N,US,120.0,2024-05-22 17:32:03,,,,,,,
48829,49901,N,US,25.0,2024-05-22 17:32:56,,,,,,,
48830,49902,N,US,685.0,2024-05-24 10:54:04,,,,,,,
48831,49903,N,US,3815.0,2024-06-29 14:08:13,,,,,,,
48832,49904,N,US,1116.0,2024-06-29 14:12:10,,,,,,,
48833,49905,N,US,5129.0,2024-08-06 19:25:07,,,,,,,
48834,49906,N,US,1305.0,2024-08-14 18:25:43,,,,,,,
48835,49907,N,US,765.0,2024-08-21 12:54:23,,,,,,,
48836,49908,N,US,555.0,2024-08-23 17:36:20,,,,,,,
48837,49909,N,US,220.0,2024-11-28 13:06:22,,,,,,,
48838,49910,N,US,80.0,2024-11-28 17:48:29,,,,,,,
48839,49911,N,US,320.0,2024-11-29 15:51:41,,,,,,,
48840,49912,N,US,130.0,2024-12-04 10:21:35,,,,,,,
48841,49913,N,US,90.0,2024-12-04 12:10:32,,,,,,,
48842,49914,N,US,340.0,2024-12-04 18:49:19,,,,,,,
48843,49915,N,US,60.0,2024-12-05 11:12:35,,,,,,,
48844,49916,N,US,130.0,2024-12-05 16:15:57,,,,,,,
48845,49917,N,TL,2200.0,2024-12-06 12:16:26,,,,,,,
48846,49918,N,US,857.0,2024-12-10 10:52:50,,,,,,,
48847,49919,N,US,52.0,2024-12-21 13:19:34,,,,,,,
