SevkNo,SevkTip,SevkTur,SevkTar,GCount,Location,SendLocation,ReturnSite,BelgeNo,HarTar,Durum,GeriDonMsj,SevkSekil,SevkNum,insUN,insDT,updUN,updDT,SevkAdres,SevkAdresAdi,CreaterApp,kgid,insApp,updApp
1020,g,gt,2024-08-29 00:00:00,0,LN001,LN001,DSM,,2024-08-29 00:00:00,*,,,,Zeki,2024-08-29 11:27:02.140000,Lindon,2024-08-29 16:06:33.860000,,,,1020,KGShop,KG-Sevkiyat
1021,g,gt,2024-08-30 00:00:00,0,LN001,LN001,DSM,,2024-08-30 00:00:00,*,,,,Zeki,2024-08-30 10:56:23.270000,Lindon,2024-08-30 16:36:17.737000,,,,1021,KGShop,KG-Sevkiyat
1022,g,gt,2024-08-31 00:00:00,0,LN001,LN001,DSM,,2024-08-31 00:00:00,*,,,,Zeki,2024-08-31 12:50:40.920000,Lindon,2024-08-31 14:04:38.897000,,,,1022,KGShop,KG-Sevkiyat
1023,g,gt,2024-09-02 00:00:00,0,LN001,LN001,DSM,,2024-09-02 00:00:00,*,,,,Zeki,2024-09-02 08:42:29.663000,Lindon,2024-09-02 15:06:14.933000,,,,1023,KGShop,KG-Sevkiyat
1024,g,gt,2024-09-02 00:00:00,0,LN001,LN001,DSM,,2024-09-02 00:00:00,*,,,,Zeki,2024-09-02 08:49:59.927000,Lindon,2024-09-02 15:01:12.930000,,,,1024,KGShop,KG-Sevkiyat
1025,g,gt,2024-09-03 00:00:00,0,LN001,LN001,DSM,,2024-09-03 00:00:00,*,,,,Zeki,2024-09-03 13:59:02.137000,Lindon,2024-09-03 16:55:28.110000,,,,1025,KGShop,KG-Sevkiyat
1026,g,gt,2024-09-04 00:00:00,0,LN001,LN001,DSM,,2024-09-04 00:00:00,*,,,,Zeki,2024-09-04 09:50:51.723000,Lindon,2024-09-04 12:49:27.163000,,,,1026,KGShop,KG-Sevkiyat
1027,g,gt,2024-09-04 00:00:00,0,LN001,LN001,DSM,,2024-09-04 00:00:00,*,,,,Zeki,2024-09-04 09:53:08.073000,Lindon,2024-09-04 12:46:02.517000,,,,1027,KGShop,KG-Sevkiyat
1028,g,gt,2024-09-05 00:00:00,0,LN001,LN001,DSM,,2024-09-05 00:00:00,*,,,,Zeki,2024-09-05 11:04:47.600000,Lindon,2024-09-05 13:43:13.730000,,,,1028,KGShop,KG-Sevkiyat
1029,g,gt,2024-09-06 00:00:00,0,LN001,LN001,DSM,,2024-09-06 00:00:00,*,,,,Zeki,2024-09-06 14:24:35.313000,Lindon,2024-09-06 15:47:31.550000,,,,1029,KGShop,KG-Sevkiyat
1031,g,gt,2024-09-06 00:00:00,0,LN001,LN001,DSM ST MODEL,,2024-09-06 00:00:00,*,,,,Zeki,2024-09-06 16:50:04.360000,Lindon,2024-09-07 16:25:37.743000,,,,1031,KGShop,KG-Sevkiyat
1032,g,gt,2024-09-06 00:00:00,0,LN001,LN001,DSM ST MODEL,,2024-09-06 00:00:00,*,,,,Zeki,2024-09-06 16:50:45.287000,Lindon,2024-09-07 15:14:25.270000,,,,1032,KGShop,KG-Sevkiyat
1033,g,gt,2024-09-06 00:00:00,0,LN001,LN001,DSM ST MODEL,,2024-09-06 00:00:00,*,,,,Zeki,2024-09-06 16:51:35.010000,Lindon,2024-09-07 14:43:37.700000,,,,1033,KGShop,KG-Sevkiyat
1034,g,gt,2024-09-06 00:00:00,0,LN001,LN001,DSM ST MODEL,,2024-09-06 00:00:00,*,,,,Zeki,2024-09-06 16:52:08.160000,Lindon,2024-09-07 17:27:21.383000,,,,1034,KGShop,KG-Sevkiyat
1035,g,gt,2024-09-06 00:00:00,0,LN001,LN001,DSM ST MODEL,,2024-09-06 00:00:00,*,,,,Zeki,2024-09-06 16:53:32.323000,Lindon,2024-09-07 17:15:27.543000,,,,1035,KGShop,KG-Sevkiyat
1036,g,gt,2024-09-06 00:00:00,0,LN001,LN001,DSM ST MODEL,,2024-09-06 00:00:00,*,,,,Zeki,2024-09-06 17:16:37.537000,Lindon,2024-09-07 15:43:08.743000,,,,1036,KGShop,KG-Sevkiyat
1037,g,gt,2024-09-06 00:00:00,0,LN001,LN001,DSM ST MODEL,,2024-09-06 00:00:00,*,,,,Zeki,2024-09-06 17:17:07.550000,Lindon,2024-09-07 12:19:04.287000,,,,1037,KGShop,KG-Sevkiyat
1038,g,gt,2024-09-06 00:00:00,0,LN001,LN001,DSM ST MODEL,,2024-09-06 00:00:00,*,,,,Zeki,2024-09-06 17:17:31.377000,Lindon,2024-09-07 11:50:41.673000,,,,1038,KGShop,KG-Sevkiyat
1039,g,gt,2024-09-06 00:00:00,0,LN001,LN001,DSM ST MODEL,,2024-09-06 00:00:00,*,,,,Zeki,2024-09-06 17:17:53.570000,Lindon,2024-09-07 14:23:59.253000,,,,1039,KGShop,KG-Sevkiyat
1040,g,gt,2024-09-11 00:00:00,0,LN001,LN001,DSM,,2024-09-11 00:00:00,*,,,,Zeki,2024-09-11 12:42:44.970000,Lindon,2024-09-11 14:22:36.117000,,,,1040,KGShop,KG-Sevkiyat
1042,g,gt,2024-09-13 00:00:00,0,LN001,LN001,DSM,,2024-09-13 00:00:00,*,,,,Zeki,2024-09-13 10:21:54.323000,Lindon,2024-09-13 14:02:02.650000,,,,1042,KGShop,KG-Sevkiyat
1043,g,gt,2024-09-13 00:00:00,0,LN001,LN001,DSM,,2024-09-13 00:00:00,*,,,,Zeki,2024-09-13 10:32:22.957000,Lindon,2024-09-13 17:21:10.657000,,,,1043,KGShop,KG-Sevkiyat
1044,g,gt,2024-09-14 00:00:00,0,LN001,LN001,DSM,,2024-09-14 00:00:00,*,,,,Zeki,2024-09-14 09:17:59.873000,Lindon,2024-09-14 14:54:40.137000,,,,1044,KGShop,KG-Sevkiyat
1045,g,gt,2024-09-15 00:00:00,0,LN001,LN001,DSM,,2024-09-15 00:00:00,*,,,,Zeki,2024-09-15 10:08:36.213000,Lindon,2024-09-15 13:31:42.973000,,,,1045,KGShop,KG-Sevkiyat
1046,g,gt,2024-09-15 00:00:00,0,LN001,LN001,DSM,,2024-09-15 00:00:00,*,,,,Zeki,2024-09-15 10:13:57.157000,Lindon,2024-09-15 14:29:58.493000,,,,1046,KGShop,KG-Sevkiyat
1047,g,gt,2024-09-16 00:00:00,0,LN001,LN001,DSM,,2024-09-16 00:00:00,*,,,,Zeki,2024-09-16 10:52:15.913000,Lindon,2024-09-16 19:58:10.567000,,,,1047,KGShop,KG-Sevkiyat
1048,g,gt,2024-09-17 00:00:00,0,LN001,LN001,DSM,,2024-09-17 00:00:00,*,,,,Zeki,2024-09-17 10:08:40.217000,Lindon,2024-09-17 14:40:12.380000,,,,1048,KGShop,KG-Sevkiyat
1049,g,gt,2024-09-17 00:00:00,0,LN001,LN001,DSM,,2024-09-17 00:00:00,*,,,,Zeki,2024-09-17 10:15:50.137000,Lindon,2024-09-17 19:23:45.233000,,,,1049,KGShop,KG-Sevkiyat
1050,g,gt,2024-09-17 00:00:00,0,LN001,LN001,DSM,,2024-09-17 00:00:00,*,,,,Zeki,2024-09-17 22:11:31.343000,Lindon,2024-09-18 08:48:48.160000,,,,1050,KGShop,KG-Sevkiyat
1051,g,gt,2024-09-17 00:00:00,0,LN001,LN001,DSM,,2024-09-17 00:00:00,*,,,,Zeki,2024-09-17 22:17:13.030000,Lindon,2024-09-18 08:48:30.477000,,,,1051,KGShop,KG-Sevkiyat
1052,g,gt,2024-09-18 00:00:00,0,LN001,LN001,DSM,,2024-09-18 00:00:00,*,,,,Zeki,2024-09-18 08:48:37.110000,Lindon,2024-09-18 16:33:18.537000,,,,1052,KGShop,KG-Sevkiyat
1053,g,gt,2024-09-19 00:00:00,0,LN001,LN001,DSM,,2024-09-19 00:00:00,*,,,,Zeki,2024-09-19 08:25:06.737000,Lindon,2024-09-19 14:28:58.530000,,,,1053,KGShop,KG-Sevkiyat
1054,g,gt,2024-09-19 00:00:00,0,LN001,LN001,DSM,,2024-09-19 00:00:00,*,,,,Zeki,2024-09-19 08:30:44.370000,Lindon,2024-09-19 15:11:39.327000,,,,1054,KGShop,KG-Sevkiyat
1055,g,gt,2024-09-20 00:00:00,0,LN001,LN001,DSM,,2024-09-20 00:00:00,*,,,,Zeki,2024-09-20 08:24:55.657000,Lindon,2024-09-20 15:53:01.227000,,,,1055,KGShop,KG-Sevkiyat
1056,g,gt,2024-09-21 00:00:00,0,LN001,LN001,DSM,,2024-09-21 00:00:00,*,,,,Zeki,2024-09-21 10:12:25.173000,Lindon,2024-09-21 14:57:02.090000,,,,1056,KGShop,KG-Sevkiyat
1057,g,gt,2024-09-21 00:00:00,0,LN001,LN001,DSM,,2024-09-21 00:00:00,*,,,,Zeki,2024-09-21 10:17:26.900000,Lindon,2024-09-21 14:59:32.320000,,,,1057,KGShop,KG-Sevkiyat
1067,g,gt,2024-09-23 00:00:00,0,LN001,LN001,DSM,,2024-09-23 00:00:00,*,,,,Zeki,2024-09-23 10:04:32.207000,Lindon,2024-09-23 14:50:39.117000,,,,1067,KGShop,KG-Sevkiyat
1069,g,gt,2024-09-23 00:00:00,0,LN001,LN001,DSM,,2024-09-23 00:00:00,*,,,,Zeki,2024-09-23 11:37:11.893000,Lindon,2024-09-23 19:48:43.440000,,,,1069,KGShop,KG-Sevkiyat
1070,g,gt,2024-09-23 00:00:00,0,LN001,LN001,DSM,,2024-09-23 00:00:00,*,,,,Zeki,2024-09-23 11:43:13.830000,Lindon,2024-09-23 19:35:58.953000,,,,1070,KGShop,KG-Sevkiyat
1071,g,gt,2024-09-23 00:00:00,0,LN001,LN001,DSM,,2024-09-23 00:00:00,*,,,,Zeki,2024-09-23 11:46:57.190000,Lindon,2024-09-23 13:39:20.740000,,,,1071,KGShop,KG-Sevkiyat
1072,g,gt,2024-09-24 00:00:00,0,LN001,LN001,DSM,,2024-09-24 00:00:00,*,,,,Zeki,2024-09-24 11:11:24.253000,Lindon,2024-09-24 17:12:05.630000,,,,1072,KGShop,KG-Sevkiyat
1073,g,gt,2024-09-25 00:00:00,0,LN001,LN001,DSM,,2024-09-25 00:00:00,*,,,,Zeki,2024-09-25 10:29:56.767000,Lindon,2024-09-25 17:48:37.803000,,,,1073,KGShop,KG-Sevkiyat
1074,g,gt,2024-09-25 00:00:00,0,LN001,LN001,DSM,,2024-09-25 00:00:00,*,,,,Zeki,2024-09-25 10:36:35.270000,Lindon,2024-09-25 15:41:58.680000,,,,1074,KGShop,KG-Sevkiyat
1075,g,gt,2024-09-25 00:00:00,0,LN001,LN001,DSM,,2024-09-25 00:00:00,*,,,,Zeki,2024-09-25 10:39:00.610000,Lindon,2024-09-25 15:38:11.007000,,,,1075,KGShop,KG-Sevkiyat
1076,g,gt,2024-09-25 00:00:00,0,LN001,LN001,DSM,,2024-09-25 00:00:00,*,,,,Zeki,2024-09-25 10:42:11.690000,Lindon,2024-09-25 15:36:39.190000,,,,1076,KGShop,KG-Sevkiyat
1077,g,gt,2024-09-26 00:00:00,0,LN001,LN001,DSM,,2024-09-26 00:00:00,*,,,,Zeki,2024-09-26 10:03:07.263000,Lindon,2024-09-26 17:37:48.990000,,,,1077,KGShop,KG-Sevkiyat
1079,g,gt,2024-09-27 00:00:00,0,LN001,LN001,DSM,,2024-09-27 00:00:00,*,,,,Zeki,2024-09-27 09:52:43.590000,Lindon,2024-09-27 16:32:51.150000,,,,1079,KGShop,KG-Sevkiyat
1080,g,gt,2024-09-27 00:00:00,0,LN001,LN001,DSM,,2024-09-27 00:00:00,*,,,,Zeki,2024-09-27 09:59:45.007000,Lindon,2024-09-27 16:41:53.497000,,,,1080,KGShop,KG-Sevkiyat
1082,g,gt,2024-09-28 00:00:00,0,LN001,LN001,DSM,,2024-09-28 00:00:00,*,,,,Zeki,2024-09-28 10:04:01.533000,Lindon,2024-09-28 15:00:51.990000,,,,1082,KGShop,KG-Sevkiyat
1084,g,gt,2024-09-29 00:00:00,0,LN001,LN001,DSM,,2024-09-29 00:00:00,*,,,,Zeki,2024-09-29 20:15:48.747000,Lindon,2024-09-30 14:12:23.003000,,,,1084,KGShop,KG-Sevkiyat
1085,g,gt,2024-09-29 00:00:00,0,LN001,LN001,DSM,,2024-09-29 00:00:00,*,,,,Zeki,2024-09-29 20:20:31.553000,Lindon,2024-09-30 16:22:48.260000,,,,1085,KGShop,KG-Sevkiyat
1086,g,gt,2024-09-30 00:00:00,0,LN001,LN001,DSM,,2024-09-30 00:00:00,*,,,,Zeki,2024-09-30 10:46:47.437000,Lindon,2024-09-30 17:28:55.797000,,,,1086,KGShop,KG-Sevkiyat
1087,g,gt,2024-10-01 00:00:00,0,LN001,LN001,DSM,,2024-10-01 00:00:00,*,,,,Zeki,2024-10-01 09:51:15.073000,Lindon,2024-10-01 15:45:14.857000,,,,1087,KGShop,KG-Sevkiyat
1088,g,gt,2024-10-01 00:00:00,0,LN001,LN001,DSM,,2024-10-01 00:00:00,*,,,,Zeki,2024-10-01 10:03:17.660000,Lindon,2024-10-01 18:04:14.430000,,,,1088,KGShop,KG-Sevkiyat
1089,g,gt,2024-10-02 00:00:00,0,LN001,LN001,DSM,,2024-10-02 00:00:00,*,,,,Zeki,2024-10-02 10:01:50.053000,Lindon,2024-10-02 14:27:13.400000,,,,1089,KGShop,KG-Sevkiyat
1090,g,gt,2024-10-02 00:00:00,0,LN001,LN001,DSM,,2024-10-02 00:00:00,*,,,,Zeki,2024-10-02 10:25:50.793000,Lindon,2024-10-02 15:19:24.443000,,,,1090,KGShop,KG-Sevkiyat
1092,g,gt,2024-10-03 00:00:00,0,LN001,LN001,DSM,,2024-10-03 00:00:00,*,,,,Zeki,2024-10-03 10:37:26.923000,Lindon,2024-10-03 14:14:20.443000,,,,1092,KGShop,KG-Sevkiyat
1093,g,gt,2024-10-03 00:00:00,0,LN001,LN001,DSM,,2024-10-03 00:00:00,*,,,,Zeki,2024-10-03 10:42:23.540000,Lindon,2024-10-03 15:43:56.070000,,,,1093,KGShop,KG-Sevkiyat
1094,g,gt,2024-10-03 00:00:00,0,LN001,LN001,DSM,,2024-10-03 00:00:00,*,,,,Zeki,2024-10-03 16:27:18.117000,Lindon,2024-10-03 16:51:06.457000,,,,1094,KGShop,KG-Sevkiyat
1095,g,gt,2024-10-04 00:00:00,0,LN001,LN001,DSM,,2024-10-04 00:00:00,*,,,,Zeki,2024-10-04 10:19:10.280000,Lindon,2024-10-04 16:29:54.987000,,,,1095,KGShop,KG-Sevkiyat
1096,g,gt,2024-10-04 00:00:00,0,LN001,LN001,DSM,,2024-10-04 00:00:00,*,,,,Zeki,2024-10-04 10:22:02.217000,Lindon,2024-10-04 17:51:45.007000,,,,1096,KGShop,KG-Sevkiyat
1097,g,gt,2024-10-04 00:00:00,0,LN001,LN001,DSM ST MODEL,,2024-10-04 00:00:00,*,,,,Zeki,2024-10-04 12:53:20.033000,Zeki,2024-10-04 16:00:39.337000,,,,1097,KGShop,KGShop
1098,g,gt,2024-10-05 00:00:00,0,LN001,LN001,DSM,,2024-10-05 00:00:00,*,,,,Zeki,2024-10-05 10:27:10.790000,Lindon,2024-10-05 14:32:23.163000,,,,1098,KGShop,KG-Sevkiyat
1099,g,gt,2024-10-05 00:00:00,0,LN001,LN001,DSM,,2024-10-05 00:00:00,*,,,,Zeki,2024-10-05 10:31:47.300000,Lindon,2024-10-05 14:14:40.893000,,,,1099,KGShop,KG-Sevkiyat
1100,g,gt,2024-10-06 00:00:00,0,LN001,LN001,DSM,,2024-10-06 00:00:00,*,,,,Zeki,2024-10-06 14:43:10.930000,Lindon,2024-10-07 13:44:13.777000,,,,1100,KGShop,KG-Sevkiyat
1102,g,gt,2024-10-07 00:00:00,0,LN001,LN001,DSM,,2024-10-07 00:00:00,*,,,,Zeki,2024-10-07 13:14:54.020000,Lindon,2024-10-07 19:27:28.150000,,,,1102,KGShop,KG-Sevkiyat
1104,g,gt,2024-10-07 00:00:00,0,LN001,LN001,DSM,,2024-10-07 00:00:00,*,,,,Zeki,2024-10-07 17:57:07.553000,Lindon,2024-10-07 18:38:59.330000,,,,1104,KGShop,KG-Sevkiyat
1105,g,gt,2024-10-08 00:00:00,0,LN001,LN001,DSM,,2024-10-08 00:00:00,*,,,,Zeki,2024-10-08 08:06:47.787000,Lindon,2024-10-08 14:36:13.920000,,,,1105,KGShop,KG-Sevkiyat
1106,g,gt,2024-10-08 00:00:00,0,LN001,LN001,DSM,,2024-10-08 00:00:00,*,,,,Zeki,2024-10-08 08:11:19.933000,Lindon,2024-10-08 14:03:51.900000,,,,1106,KGShop,KG-Sevkiyat
1107,g,gt,2024-10-08 00:00:00,0,LN001,LN001,AAZB,,2024-10-08 00:00:00,*,,,,Zeki,2024-10-08 15:07:42.073000,Yasar,2024-10-09 10:20:07.890000,,,,1107,KGShop,KGShop
1108,g,gt,2024-10-09 00:00:00,0,LN001,LN001,DSM,,2024-10-09 00:00:00,*,,,,Zeki,2024-10-09 09:51:50.443000,Lindon,2024-10-09 15:57:32.897000,,,,1108,KGShop,KG-Sevkiyat
1109,g,gt,2024-10-09 00:00:00,0,LN001,LN001,DSM,,2024-10-09 00:00:00,*,,,,Zeki,2024-10-09 09:54:02.903000,Lindon,2024-10-09 15:23:47.423000,,,,1109,KGShop,KG-Sevkiyat
1110,g,gt,2024-10-10 00:00:00,0,LN001,LN001,DSM,,2024-10-10 00:00:00,*,,,,Zeki,2024-10-10 10:14:56.627000,Lindon,2024-10-10 14:47:56.197000,,,,1110,KGShop,KG-Sevkiyat
1111,g,gt,2024-10-11 00:00:00,0,LN001,LN001,DSM,,2024-10-11 00:00:00,*,,,,Zeki,2024-10-11 10:13:12.090000,Lindon,2024-10-11 14:43:51.197000,,,,1111,KGShop,KG-Sevkiyat
1112,g,gt,2024-10-11 00:00:00,0,LN001,LN001,DSM,,2024-10-11 00:00:00,*,,,,Zeki,2024-10-11 10:16:38.133000,Lindon,2024-10-11 15:00:44.257000,,,,1112,KGShop,KG-Sevkiyat
1113,g,gt,2024-10-12 00:00:00,0,LN001,LN001,DSM,,2024-10-12 00:00:00,*,,,,Zeki,2024-10-12 10:08:45.883000,Lindon,2024-10-12 14:26:51.880000,,,,1113,KGShop,KG-Sevkiyat
1114,g,gt,2024-10-14 00:00:00,0,LN001,LN001,DSM,,2024-10-14 00:00:00,*,,,,Zeki,2024-10-14 09:04:55.887000,Lindon,2024-10-14 16:27:54.987000,,,,1114,KGShop,KG-Sevkiyat
1115,g,gt,2024-10-14 00:00:00,0,LN001,LN001,DSM,,2024-10-14 00:00:00,*,,,,Zeki,2024-10-14 09:12:32.773000,Lindon,2024-10-14 16:21:53.937000,,,,1115,KGShop,KG-Sevkiyat
1116,g,gt,2024-10-14 00:00:00,0,LN001,LN001,DSM,,2024-10-14 00:00:00,*,,,,Zeki,2024-10-14 09:14:17.680000,Lindon,2024-10-14 17:27:55.323000,,,,1116,KGShop,KG-Sevkiyat
1117,g,gt,2024-10-15 00:00:00,0,LN001,LN001,DSM,,2024-10-15 00:00:00,*,,,,Zeki,2024-10-15 10:28:28.727000,Lindon,2024-10-15 14:46:19.090000,,,,1117,KGShop,KG-Sevkiyat
1118,g,gt,2024-10-15 00:00:00,0,LN001,LN001,DSM,,2024-10-15 00:00:00,*,,,,Zeki,2024-10-15 10:35:21.553000,Lindon,2024-10-15 15:51:36.597000,,,,1118,KGShop,KG-Sevkiyat
1119,g,gt,2024-10-16 00:00:00,0,LN001,LN001,DSM,,2024-10-16 00:00:00,*,,,,Zeki,2024-10-16 09:45:13.683000,Lindon,2024-10-16 16:23:35.013000,,,,1119,KGShop,KG-Sevkiyat
1120,g,gt,2024-10-16 00:00:00,0,LN001,LN001,DSM,,2024-10-16 00:00:00,*,,,,Zeki,2024-10-16 09:49:32.970000,Lindon,2024-10-16 16:16:39.427000,,,,1120,KGShop,KG-Sevkiyat
1122,g,gt,2024-10-17 00:00:00,0,LN001,LN001,DSM,,2024-10-17 00:00:00,*,,,,Zeki,2024-10-17 17:00:46.507000,Lindon,2024-10-17 17:42:17.187000,,,,1122,KGShop,KG-Sevkiyat
1123,g,gt,2024-10-18 00:00:00,0,LN001,LN001,DSM,,2024-10-18 00:00:00,*,,,,Zeki,2024-10-18 12:24:39.343000,Lindon,2024-10-18 17:34:59.273000,,,,1123,KGShop,KG-Sevkiyat
1124,g,gt,2024-10-18 00:00:00,0,LN001,LN001,DSM,,2024-10-18 00:00:00,*,,,,Zeki,2024-10-18 12:28:48.680000,Lindon,2024-10-18 17:54:40.673000,,,,1124,KGShop,KG-Sevkiyat
1125,g,gt,2024-10-19 00:00:00,0,LN001,LN001,DSM,,2024-10-19 00:00:00,*,,,,Zeki,2024-10-19 10:16:44.490000,Lindon,2024-10-19 17:09:53.587000,,,,1125,KGShop,KG-Sevkiyat
1126,g,gt,2024-10-20 00:00:00,0,LN001,LN001,DSM,,2024-10-20 00:00:00,*,,,,Zeki,2024-10-20 11:59:49.720000,Lindon,2024-10-21 10:52:47.630000,,,,1126,KGShop,KG-Sevkiyat
1127,g,gt,2024-10-20 00:00:00,0,LN001,LN001,DSM,,2024-10-20 00:00:00,*,,,,Zeki,2024-10-20 12:04:49.733000,Lindon,2024-10-21 10:45:30.637000,,,,1127,KGShop,KG-Sevkiyat
1128,g,gt,2024-10-21 00:00:00,0,LN001,LN001,DSM,,2024-10-21 00:00:00,*,,,,Zeki,2024-10-21 11:16:22.680000,Lindon,2024-10-21 19:37:21.303000,,,,1128,KGShop,KG-Sevkiyat
1129,g,gt,2024-10-22 00:00:00,0,LN001,LN001,DSM,,2024-10-22 00:00:00,*,,,,Zeki,2024-10-22 08:27:17.950000,Lindon,2024-10-22 10:55:59.670000,,,,1129,KGShop,KG-Sevkiyat
1130,g,gt,2024-10-22 00:00:00,0,LN001,LN001,DSM,,2024-10-22 00:00:00,*,,,,Zeki,2024-10-22 08:30:10.327000,Lindon,2024-10-22 11:47:19.727000,,,,1130,KGShop,KG-Sevkiyat
1131,g,gt,2024-10-23 00:00:00,0,LN001,LN001,DSM,,2024-10-23 00:00:00,*,,,,Zeki,2024-10-23 11:03:48.773000,Lindon,2024-10-23 16:23:28.283000,,,,1131,KGShop,KG-Sevkiyat
1132,g,gt,2024-10-23 00:00:00,0,LN001,LN001,DSM,,2024-10-23 00:00:00,*,,,,Zeki,2024-10-23 11:12:25.997000,Lindon,2024-10-23 16:07:58.600000,,,,1132,KGShop,KG-Sevkiyat
1133,g,gt,2024-10-24 00:00:00,0,LN001,LN001,DSM,,2024-10-24 00:00:00,*,,,,Zeki,2024-10-24 08:32:44.110000,Lindon,2024-10-24 16:49:42.507000,,,,1133,KGShop,KG-Sevkiyat
1134,g,gt,2024-10-24 00:00:00,0,LN001,LN001,DSM,,2024-10-24 00:00:00,*,,,,Zeki,2024-10-24 08:41:14.520000,Lindon,2024-10-24 16:44:32.080000,,,,1134,KGShop,KG-Sevkiyat
1135,g,gt,2024-10-25 00:00:00,0,LN001,LN001,DSM,,2024-10-25 00:00:00,*,,,,Zeki,2024-10-25 08:08:31.447000,Lindon,2024-10-25 11:39:23.200000,,,,1135,KGShop,KG-Sevkiyat
1136,g,gt,2024-10-26 00:00:00,0,LN001,LN001,DSM,,2024-10-26 00:00:00,*,,,,Zeki,2024-10-26 08:52:49.437000,Lindon,2024-10-26 17:24:06.580000,,,,1136,KGShop,KG-Sevkiyat
1137,g,gt,2024-10-26 00:00:00,0,LN001,LN001,DSM,,2024-10-26 00:00:00,*,,,,Zeki,2024-10-26 08:58:53.957000,Lindon,2024-10-26 17:51:48.650000,,,,1137,KGShop,KG-Sevkiyat
1138,g,gt,2024-10-27 00:00:00,0,LN001,LN001,DSM,,2024-10-27 00:00:00,*,,,,Zeki,2024-10-27 22:47:40.967000,Lindon,2024-10-28 13:19:02.463000,,,,1138,KGShop,KG-Sevkiyat
1139,g,gt,2024-10-28 00:00:00,0,LN001,LN001,DSM,,2024-10-28 00:00:00,*,,,,Zeki,2024-10-28 10:18:00.810000,Lindon,2024-10-28 16:37:38.307000,,,,1139,KGShop,KG-Sevkiyat
1140,g,gt,2024-10-28 00:00:00,0,LN001,LN001,DSM,,2024-10-28 00:00:00,*,,,,Zeki,2024-10-28 10:22:36.027000,Lindon,2024-10-28 13:41:15.953000,,,,1140,KGShop,KG-Sevkiyat
1141,g,gt,2024-10-29 00:00:00,0,LN001,LN001,DSM,,2024-10-29 00:00:00,*,,,,Zeki,2024-10-29 11:36:05.297000,Lindon,2024-10-29 16:18:02.563000,,,,1141,KGShop,KG-Sevkiyat
1142,g,gt,2024-10-29 00:00:00,0,LN001,LN001,DSM,,2024-10-29 00:00:00,*,,,,Zeki,2024-10-29 11:38:32.740000,Lindon,2024-10-29 16:26:05.230000,,,,1142,KGShop,KG-Sevkiyat
1143,g,gt,2024-10-30 00:00:00,0,LN001,LN001,DSM,,2024-10-30 00:00:00,*,,,,Zeki,2024-10-30 11:32:17.803000,MUAZ,2024-10-30 19:40:42.600000,,,,1143,KGShop,KGShop
1144,g,gt,2024-10-30 00:00:00,0,LN001,LN001,DSM,,2024-10-30 00:00:00,*,,,,Zeki,2024-10-30 11:36:20.120000,Lindon,2024-10-30 15:43:59.503000,,,,1144,KGShop,KG-Sevkiyat
1145,g,gt,2024-10-30 00:00:00,0,LN001,LN001,DSM,,2024-10-30 00:00:00,*,,,,Zeki,2024-10-30 11:37:17.233000,Lindon,2024-10-30 13:12:47.690000,,,,1145,KGShop,KG-Sevkiyat
1146,g,gt,2024-10-31 00:00:00,0,LN001,LN001,DSM,,2024-10-31 00:00:00,*,,,,Zeki,2024-10-31 09:53:01.973000,MUAZ,2024-10-31 17:09:56.973000,,,,1146,KGShop,KGShop
1147,g,gt,2024-10-31 00:00:00,0,LN001,LN001,DSM,,2024-10-31 00:00:00,*,,,,Zeki,2024-10-31 09:57:57.857000,Lindon,2024-10-31 15:56:00.247000,,,,1147,KGShop,KG-Sevkiyat
1148,g,gt,2024-10-31 00:00:00,0,LN001,LN001,DSM,,2024-10-31 00:00:00,*,,,,Zeki,2024-10-31 09:59:59.007000,Lindon,2024-10-31 15:55:48.407000,,,,1148,KGShop,KG-Sevkiyat
1149,g,gt,2024-10-31 00:00:00,0,LN001,LN001,DSM,,2024-10-31 00:00:00,*,,,,Zeki,2024-10-31 10:01:36.397000,Lindon,2024-10-31 15:55:36.903000,,,,1149,KGShop,KG-Sevkiyat
1150,g,gt,2024-11-01 00:00:00,0,LN001,LN001,DSM,,2024-11-01 00:00:00,*,,,,Zeki,2024-11-01 09:58:35.990000,MUAZ,2024-11-01 16:03:49.217000,,,,1150,KGShop,KGShop
1151,g,gt,2024-11-01 00:00:00,0,LN001,LN001,DSM,,2024-11-01 00:00:00,*,,,,Zeki,2024-11-01 10:02:00.103000,MUAZ,2024-11-01 16:04:16.170000,,,,1151,KGShop,KGShop
1152,g,gt,2024-11-01 00:00:00,0,LN001,LN001,DSM,,2024-11-01 00:00:00,*,,,,Zeki,2024-11-01 10:04:25.767000,Lindon,2024-11-01 17:14:14.280000,,,,1152,KGShop,KG-Sevkiyat
1154,g,gt,2024-11-02 00:00:00,0,LN001,LN001,DSM,,2024-11-02 00:00:00,*,,,,Zeki,2024-11-02 09:07:40.307000,Lindon,2024-11-02 18:35:21.510000,,,,1154,KGShop,KG-Sevkiyat
1155,g,gt,2024-11-03 00:00:00,0,LN001,LN001,DSM,,2024-11-03 00:00:00,*,,,,Zeki,2024-11-03 10:14:35.970000,Lindon,2024-11-03 14:16:30.100000,,,,1155,KGShop,KG-Sevkiyat
1156,g,gt,2024-11-03 00:00:00,0,LN001,LN001,DSM,,2024-11-03 00:00:00,*,,,,Zeki,2024-11-03 10:17:51.467000,Lindon,2024-11-03 10:46:44.513000,,,,1156,KGShop,KG-Sevkiyat
