SKOD,StokSekli,Tanim,BEDKod,StokTip,Birim,Takim,GRUPKOD,CinsKod,KARTTAR,KritikSeviye,OptimalSeviye,UreticiKodu,UMarka,SResim,KDVOran,Temin,Reyon,EanCode,OzKod1,OzKod2,OzKod3,OzKod4,OzKod5,Carpan,OTVCheck,BGrup_Kod,KGrupKod,insUN,insDT,updUN,updDT,Lotlu,Serili,OzKod6,OzKod7,OzKod8,OzKod9,OzKod10,FuarKod,OTVOran,Pasif,OzKod11,OzKod12,OzKod13,OzKod14,OzKod15,OzKod16,OzKod17,OzKod18,OzKod19,OzKod20,GTip,ModelAcma,Notu,ToleransKS,CanRezerv,SatinalmaMlyt,StokTutmaMlyt,MrpType,VERA_KISIM_ID,mrptedariktipi,OzKod21,OzKod22,OzKod23,OzKod24,OzKod25,OzKod26,OzKod27,OzKod28,OzKod29,OzKod30,OzKod31,OzKod32,OzKod33,OzKod34,OzKod35,OzKod36,OzKod37,OzKod38,OzKod39,OzKod40,OzKod41,OzKod42,OzKod43,OzKod44,OzKod45,OzKod46,OzKod47,OzKod48,OzKod49,OzKod50,kgid,insApp,updApp
LNRCNKM310,M,Riccon Kadın Bot 0012310,ZN,Bot & Bootie,Çift,,002,K,2022-10-07 00:00:00,0E-10,0E-10,KM,Riccon,C:\Resim\LNRCNKM3100136-1.jpg,10.0000000000,2023-05-16 14:48:49.673000,,,Riccon,EM,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:11.323000,Zeki,2025-03-12 15:20:59.410000, , ,,,Kadın Bot & Bootie,Türkiye,E,,0E-10,,"5,5 cm","3,5 cm",,,,1,,,,,, ,"Topuk yüksekliği;5,5 cm----Burun yüksekliği:3,5 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu botlar yürümek için üretildi ve tam da bunu yapacaklar. Riccon'un vegan deri kışlık botları tarzınızdan ödün vermeden ayaklarınızı rahat tutar. Dayanıklı ve esnek suni deri saya, ayak parmaklarınızı sıcak tutmak için kokusuz bir kumaşla astarlanırken, ortopedik iç taban her adımı yastıklar. İster şehirde geziniyor ister karda yürüyüş yapıyor olun, bu botlar ekstra yol kat edebilmeniz için konfor ve destek sağlar. Türkiye de üretilen bu botlar, hissettirdikleri kadar iyi görünüyor.Yerli ve kaliteli işçiliği modern, çevre dostu malzemelerle birleştiriyor. Kış sizi nereye götürürse götürsün, bu botlar şık bir şekilde yürümenizi sağlayacaktır.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,,
LNRCNKM320,M,Riccon Kadın Bot 0012320,ZN,Bot & Bootie,Çift,,002,K,2022-10-07 00:00:00,0E-10,0E-10,KM,Riccon,C:\Resim\LNRCNKM3200136-1.jpg,10.0000000000,2023-08-22 00:00:00,,,Riccon,EM,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2024-01-22 19:30:35.643000,Zeki,2025-03-12 15:20:59.430000, , ,,,Kadın Bot & Bootie,Türkiye,E,,0E-10,,5 cm,3 cm,,,,1,,,,,, ,"Topuk yüksekliği;5 cm----Burun yüksekliği:3 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu botlar yürümek için üretildi ve tam da bunu yapacaklar. Riccon'un vegan deri kışlık botları tarzınızdan ödün vermeden ayaklarınızı rahat tutar. Dayanıklı ve esnek suni deri saya, ayak parmaklarınızı sıcak tutmak için kokusuz bir kumaşla astarlanırken, ortopedik iç taban her adımı yastıklar. İster şehirde geziniyor ister karda yürüyüş yapıyor olun, bu botlar ekstra yol kat edebilmeniz için konfor ve destek sağlar. Türkiye de üretilen bu botlar, hissettirdikleri kadar iyi görünüyor.Yerli ve kaliteli işçiliği modern, çevre dostu malzemelerle birleştiriyor. Kış sizi nereye götürürse götürsün, bu botlar şık bir şekilde yürümenizi sağlayacaktır.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,,
LNRCNKM330,M,Riccon Kadın Bot 0012330,ZN,Bot & Bootie,Çift,,002,K,2022-10-07 00:00:00,0E-10,0E-10,KM,Riccon,C:\Resim\LNRCNKM3300136-1.jpg,10.0000000000,2023-05-16 14:48:49.677000,,,Riccon,EM,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2023-05-25 19:56:35.390000,Zeki,2025-03-12 15:20:59.450000, , ,,,Kadın Bot & Bootie,Türkiye,E,,0E-10,,,,,,,,,,,,, ,Türkiye de üretilmiştir.;Ortapedik İç Taban; Koku ve Terleme Yapmayan İç Astar;1.sınıf Malzeme,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,,
LNRCNKM339,M,Riccon Kadın Sneaker 0012339,ZN,Sneaker,Çift,,010,K,2023-03-07 00:00:00,0E-10,0E-10,KM,Riccon,C:\Resim\km339-bej-1.jpg,10.0000000000,2023-10-17 12:46:11.590000,,,,,,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:19.073000,Zeki,2025-03-12 15:21:08.570000, , ,,,Kadın Sneaker,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Sade ve şık bu spor ayakkabılar, rahatlık ve gösterişin bir arada olabileceğini kanıtlıyor. Vegan deriden üretilen ve gün boyu kullanım için tasarlanan bu ayakkabılar, ayaklarınızın şafaktan gün batımına kadar ferah hissetmesi için ortopedik iç tabana ve kokuyla mücadele eden astara sahiptir. Kaliteli malzemeler ve özenli yapı, bu ayakkabıların her türlü maceraya dayanacak şekilde üretildiği anlamına gelir. Ofis veya dış mekan için eşit derecede uygun olan minimalist profili, her türlü kombini tamamlar. Gününüz durmaksızın hareket gerektirdiğinde, bu spor ayakkabılar destek ve yedek stil ile ayak uydurur. Vegan derinin bu kadar çok yönlü görünebileceğini ve bu kadar rahat hissettirebileceğini kim bilebilirdi? Tüm spor ayakkabılar eşit yaratılmamıştır, ancak bunlar stilden bir gram bile ödün vermeden maksimum konfor ve uzun ömürlülük için üretildi. Ayaklarınız size teşekkür edecek ve iltifatların ardı arkası kesilmeyecek. Sade, şık, rahat; bir spor ayakkabıdan daha ne isteyebilirsiniz ki?",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,,
LNRCNKM340,M,Riccon Kadın Çizme 0012340,ZN,Çizme,Çift,,004,K,2022-10-07 00:00:00,0E-10,0E-10,KM,Riccon,C:\Resim\LNRCNKM3400136-1.jpg,10.0000000000,2023-05-16 14:48:49.680000,,,Riccon,EM,Yetişkin,,Çizme,0E-10,,,,Zeki,2023-05-25 19:56:35.403000,Zeki,2025-03-12 15:21:08.597000, , ,,,Kadın Çizme,Türkiye,E,,0E-10,,,,,,,,,,,,, ,Türkiye de üretilmiştir.;Ortapedik İç Taban; Koku ve Terleme Yapmayan İç Astar;1.sınıf Malzeme,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,,
LNRCNKM350,M,Riccon Kadın Sneaker 0012350,ZN,Sneaker,Çift,,010,K,2023-03-07 00:00:00,0E-10,0E-10,KM,Riccon,C:\Resim\km350-bpmb-1.jpg,10.0000000000,2023-10-17 12:46:11.590000,,,,,,,Sneaker,0E-10,,,,Zeki,2024-01-22 19:30:35.660000,Zeki,2025-03-12 15:21:08.613000, , ,,,Kadın Sneaker,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Sade ve şık bu spor ayakkabılar, rahatlık ve gösterişin bir arada olabileceğini kanıtlıyor. Vegan deriden üretilen ve gün boyu kullanım için tasarlanan bu ayakkabılar, ayaklarınızın şafaktan gün batımına kadar ferah hissetmesi için ortopedik iç tabana ve kokuyla mücadele eden astara sahiptir. Kaliteli malzemeler ve özenli yapı, bu ayakkabıların her türlü maceraya dayanacak şekilde üretildiği anlamına gelir. Ofis veya dış mekan için eşit derecede uygun olan minimalist profili, her türlü kombini tamamlar. Gününüz durmaksızın hareket gerektirdiğinde, bu spor ayakkabılar destek ve yedek stil ile ayak uydurur. Vegan derinin bu kadar çok yönlü görünebileceğini ve bu kadar rahat hissettirebileceğini kim bilebilirdi? Tüm spor ayakkabılar eşit yaratılmamıştır, ancak bunlar stilden bir gram bile ödün vermeden maksimum konfor ve uzun ömürlülük için üretildi. Ayaklarınız size teşekkür edecek ve iltifatların ardı arkası kesilmeyecek. Sade, şık, rahat; bir spor ayakkabıdan daha ne isteyebilirsiniz ki?",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,,
LNRCNKM3500,M,Riccon Njord Unisex Sneaker 00123500,UNI,Sneaker,Çift,,010,X,2023-04-07 00:00:00,0E-10,0E-10,KM,Riccon,C:\Resim\km777-a1.jpg,10.0000000000,2023-10-17 12:46:11.593000,,,,,,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:10.857000,Zeki,2025-03-12 15:21:08.633000, , ,,,,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Sade ve şık bu spor ayakkabılar, rahatlık ve gösterişin bir arada olabileceğini kanıtlıyor. Vegan deriden üretilen ve gün boyu kullanım için tasarlanan bu ayakkabılar, ayaklarınızın şafaktan gün batımına kadar ferah hissetmesi için ortopedik iç tabana ve kokuyla mücadele eden astara sahiptir. Kaliteli malzemeler ve özenli yapı, bu ayakkabıların her türlü maceraya dayanacak şekilde üretildiği anlamına gelir. Ofis veya dış mekan için eşit derecede uygun olan minimalist profili, her türlü kombini tamamlar. Gününüz durmaksızın hareket gerektirdiğinde, bu spor ayakkabılar destek ve yedek stil ile ayak uydurur. Vegan derinin bu kadar çok yönlü görünebileceğini ve bu kadar rahat hissettirebileceğini kim bilebilirdi? Tüm spor ayakkabılar eşit yaratılmamıştır, ancak bunlar stilden bir gram bile ödün vermeden maksimum konfor ve uzun ömürlülük için üretildi. Ayaklarınız size teşekkür edecek ve iltifatların ardı arkası kesilmeyecek. Sade, şık, rahat; bir spor ayakkabıdan daha ne isteyebilirsiniz ki?",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,,
LNRCNKM360,M,Riccon Kadın Çizme 0012360,ZN,Çizme,Çift,,004,K,2022-10-07 00:00:00,0E-10,0E-10,KM,Riccon,C:\Resim\LNRCNKM3600136-1.jpg,10.0000000000,2024-12-23 00:00:00,,,Riccon,EM,Yetişkin,,Çizme,0E-10,,,,Zeki,2024-07-08 09:41:01.567000,Zeki,2025-03-12 15:21:08.653000, , ,,,Kadın Çizme,Türkiye,E,,0E-10,,"5,5 cm","3,5 cm",,,,1,,,,E,, ,"Topuk yüksekliği;5,5 cm----Burun yüksekliği:3,5 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu botlar rahatlık ve stilden ödün vermeden iş yapıyor. Vegan deriden üretilen ve yerel olarak üretilen bu botlar, en soğuk gün ve gecelerde ayakları sıcak tutarken, sade, şık ve  modaya uygun bir görünüm sağlar. Esnek vegan deri, yürürken ayağa uyum sağlayarak ilk adımdan itibaren daha fazla konfor sağlar. Mantıklı silueti ve minimalist tasarımıyla kot pantolonlardan taytlara, elbiselerden eteklere kadar her şeyle mükemmel uyum sağlar. İster kış yürüyüşüne çıkın, ister hafta sonu işlerinizi halledin ya da ofise gidin, bu botlar sizi her adımda rahat ve modaya uygun tutacak.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659,,
LNRCNKM370,M,Riccon Kadın Sneaker 0012370,ZN,Sneaker,Çift,,010,K,2023-02-20 00:00:00,0E-10,0E-10,KM,Riccon,C:\Users\LINDON06\Desktop\genelresim\_MLK7809.jpg,10.0000000000,2023-10-17 12:46:11.597000,,,,,,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:38.453000,Zeki,2025-03-12 15:21:08.673000, , ,,,Kadın Sneaker,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Sade ve şık bu spor ayakkabılar, rahatlık ve gösterişin bir arada olabileceğini kanıtlıyor. Vegan deriden üretilen ve gün boyu kullanım için tasarlanan bu ayakkabılar, ayaklarınızın şafaktan gün batımına kadar ferah hissetmesi için ortopedik iç tabana ve kokuyla mücadele eden astara sahiptir. Kaliteli malzemeler ve özenli yapı, bu ayakkabıların her türlü maceraya dayanacak şekilde üretildiği anlamına gelir. Ofis veya dış mekan için eşit derecede uygun olan minimalist profili, her türlü kombini tamamlar. Gününüz durmaksızın hareket gerektirdiğinde, bu spor ayakkabılar destek ve yedek stil ile ayak uydurur. Vegan derinin bu kadar çok yönlü görünebileceğini ve bu kadar rahat hissettirebileceğini kim bilebilirdi? Tüm spor ayakkabılar eşit yaratılmamıştır, ancak bunlar stilden bir gram bile ödün vermeden maksimum konfor ve uzun ömürlülük için üretildi. Ayaklarınız size teşekkür edecek ve iltifatların ardı arkası kesilmeyecek. Sade, şık, rahat; bir spor ayakkabıdan daha ne isteyebilirsiniz ki?",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,,
LNRCNKM375,M,Riccon Aearondis Kadın Diz Altı Çizme 0012375,ZN,Çizme,Çift,,004,K,2023-09-04 00:00:00,0E-10,0E-10,KM,Riccon,,10.0000000000,2024-02-17 00:00:00,,,,,,,Çizme,0E-10,,,,MUAZ,2024-02-17 17:05:14.517000,Zeki,2025-03-12 15:21:08.690000, , ,,,Kadın ,Türkiye,E,,0E-10,,,,,,,,,,,,, ,,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,,
LNRCNKM380,M,Riccon Kadın Sneaker 0012380,ZN,Sneaker,Çift,,010,K,2023-02-20 00:00:00,0E-10,0E-10,KM,Riccon,C:\Users\LINDON06\Desktop\genelresim\_MLK7746.jpg,10.0000000000,2023-10-17 12:46:11.600000,,,,,,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:11.213000,Zeki,2025-03-12 15:21:08.710000, , ,,,Kadın Sneaker,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Sade ve şık bu spor ayakkabılar, rahatlık ve gösterişin bir arada olabileceğini kanıtlıyor. Vegan deriden üretilen ve gün boyu kullanım için tasarlanan bu ayakkabılar, ayaklarınızın şafaktan gün batımına kadar ferah hissetmesi için ortopedik iç tabana ve kokuyla mücadele eden astara sahiptir. Kaliteli malzemeler ve özenli yapı, bu ayakkabıların her türlü maceraya dayanacak şekilde üretildiği anlamına gelir. Ofis veya dış mekan için eşit derecede uygun olan minimalist profili, her türlü kombini tamamlar. Gününüz durmaksızın hareket gerektirdiğinde, bu spor ayakkabılar destek ve yedek stil ile ayak uydurur. Vegan derinin bu kadar çok yönlü görünebileceğini ve bu kadar rahat hissettirebileceğini kim bilebilirdi? Tüm spor ayakkabılar eşit yaratılmamıştır, ancak bunlar stilden bir gram bile ödün vermeden maksimum konfor ve uzun ömürlülük için üretildi. Ayaklarınız size teşekkür edecek ve iltifatların ardı arkası kesilmeyecek. Sade, şık, rahat; bir spor ayakkabıdan daha ne isteyebilirsiniz ki?",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662,,
LNRCNKM390,M,Riccon Nortariel Kadın Streç Çizme 0012390,ZN,Çizme,Çift,,004,K,2023-09-04 00:00:00,0E-10,0E-10,KM,Riccon,,10.0000000000,2024-02-17 00:00:00,,,,,,,Çizme,0E-10,,,,MUAZ,2024-02-17 17:15:02.017000,Zeki,2025-03-12 15:21:08.727000, , ,,,Kadın ,Türkiye,E,,0E-10,,,,,,,,,,,,, ,,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663,,
LNRCNKM5023,M,Riccon Unisex Sneaker 00125023,UNI,Sneaker,Çift,,010,X,2022-10-07 00:00:00,0E-10,0E-10,KM,Riccon,C:\Resim\LNRCNKM50230140-1.jpg,10.0000000000,2023-10-17 12:46:11.600000,,,Riccon,EM,Yetişkin,,Sneaker,0E-10,,,,Zeki,2023-10-17 12:46:14.203000,Zeki,2025-03-12 15:21:08.747000, , ,,,,Türkiye,E,,0E-10,,,,,,,,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Sade ve şık bu spor ayakkabılar, rahatlık ve gösterişin bir arada olabileceğini kanıtlıyor. Vegan deriden üretilen ve gün boyu kullanım için tasarlanan bu ayakkabılar, ayaklarınızın şafaktan gün batımına kadar ferah hissetmesi için ortopedik iç tabana ve kokuyla mücadele eden astara sahiptir. Kaliteli malzemeler ve özenli yapı, bu ayakkabıların her türlü maceraya dayanacak şekilde üretildiği anlamına gelir. Ofis veya dış mekan için eşit derecede uygun olan minimalist profili, her türlü kombini tamamlar. Gününüz durmaksızın hareket gerektirdiğinde, bu spor ayakkabılar destek ve yedek stil ile ayak uydurur. Vegan derinin bu kadar çok yönlü görünebileceğini ve bu kadar rahat hissettirebileceğini kim bilebilirdi? Tüm spor ayakkabılar eşit yaratılmamıştır, ancak bunlar stilden bir gram bile ödün vermeden maksimum konfor ve uzun ömürlülük için üretildi. Ayaklarınız size teşekkür edecek ve iltifatların ardı arkası kesilmeyecek. Sade, şık, rahat; bir spor ayakkabıdan daha ne isteyebilirsiniz ki?",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,,
LNRCNKM603,M,Riccon Unisex Sneaker 0012603,UNI,Sneaker,Çift,,010,X,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,C:\Resim\LNRCNKM6030140-1.jpg,10.0000000000,2023-10-17 12:46:11.603000,,,Riccon,EM,Yetişkin,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:47.107000,Zeki,2025-03-12 15:21:08.760000, , ,,,,Türkiye,E,,0E-10,,3 cm,"2,5 cm",,,,1,,,,,, ,"Topuk yüksekliği;3 cm----Burun yüksekliği:2,5 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Sade ve şık bu spor ayakkabılar, rahatlık ve gösterişin bir arada olabileceğini kanıtlıyor. Vegan deriden üretilen ve gün boyu kullanım için tasarlanan bu ayakkabılar, ayaklarınızın şafaktan gün batımına kadar ferah hissetmesi için ortopedik iç tabana ve kokuyla mücadele eden astara sahiptir. Kaliteli malzemeler ve özenli yapı, bu ayakkabıların her türlü maceraya dayanacak şekilde üretildiği anlamına gelir. Ofis veya dış mekan için eşit derecede uygun olan minimalist profili, her türlü kombini tamamlar. Gününüz durmaksızın hareket gerektirdiğinde, bu spor ayakkabılar destek ve yedek stil ile ayak uydurur. Vegan derinin bu kadar çok yönlü görünebileceğini ve bu kadar rahat hissettirebileceğini kim bilebilirdi? Tüm spor ayakkabılar eşit yaratılmamıştır, ancak bunlar stilden bir gram bile ödün vermeden maksimum konfor ve uzun ömürlülük için üretildi. Ayaklarınız size teşekkür edecek ve iltifatların ardı arkası kesilmeyecek. Sade, şık, rahat; bir spor ayakkabıdan daha ne isteyebilirsiniz ki?",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665,,
LNRCNKM777,M,Riccon Njord Unisex Sneaker 0012777,UNI,Sneaker,Çift,U,010,X,2023-03-18 00:00:00,0E-10,0E-10,KM,Riccon,C:\Resim\km777bg-1.jpg,10.0000000000,2025-03-28 00:00:00,,,Riccon,,Yetişkin,,Sneaker,0E-10,,,,Zeki,2024-01-22 19:30:56.433000,MUAZ,2025-03-28 16:10:19.263000, , ,,,,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Sade ve şık bu spor ayakkabılar, rahatlık ve gösterişin bir arada olabileceğini kanıtlıyor. Vegan deriden üretilen ve gün boyu kullanım için tasarlanan bu ayakkabılar, ayaklarınızın şafaktan gün batımına kadar ferah hissetmesi için ortopedik iç tabana ve kokuyla mücadele eden astara sahiptir. Kaliteli malzemeler ve özenli yapı, bu ayakkabıların her türlü maceraya dayanacak şekilde üretildiği anlamına gelir. Ofis veya dış mekan için eşit derecede uygun olan minimalist profili, her türlü kombini tamamlar. Gününüz durmaksızın hareket gerektirdiğinde, bu spor ayakkabılar destek ve yedek stil ile ayak uydurur. Vegan derinin bu kadar çok yönlü görünebileceğini ve bu kadar rahat hissettirebileceğini kim bilebilirdi? Tüm spor ayakkabılar eşit yaratılmamıştır, ancak bunlar stilden bir gram bile ödün vermeden maksimum konfor ve uzun ömürlülük için üretildi. Ayaklarınız size teşekkür edecek ve iltifatların ardı arkası kesilmeyecek. Sade, şık, rahat; bir spor ayakkabıdan daha ne isteyebilirsiniz ki?",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,,KGShop
LNRCNKM853,M,Riccon Unisex Sneaker 0012853,UNI,Sneaker,Çift,U,010,K,2022-10-07 00:00:00,0E-10,0E-10,KFYO,Riccon,C:\Resim\LNRCNKM85301A36-1.jpg,10.0000000000,2025-03-27 00:00:00,,,Riccon,EM,Yetişkin,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:02.273000,MUAZ,2025-03-27 17:35:56.810000, , ,,,Kadın Sneaker,Türkiye,E,,0E-10,,"2,3 cm",1 cm,,,,1,,,,,, ,"Topuk yüksekliği;2,3 cm----Burun yüksekliği:1 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Sade ve şık bu spor ayakkabılar, rahatlık ve gösterişin bir arada olabileceğini kanıtlıyor. Vegan deriden üretilen ve gün boyu kullanım için tasarlanan bu ayakkabılar, ayaklarınızın şafaktan gün batımına kadar ferah hissetmesi için ortopedik iç tabana ve kokuyla mücadele eden astara sahiptir. Kaliteli malzemeler ve özenli yapı, bu ayakkabıların her türlü maceraya dayanacak şekilde üretildiği anlamına gelir. Ofis veya dış mekan için eşit derecede uygun olan minimalist profili, her türlü kombini tamamlar. Gününüz durmaksızın hareket gerektirdiğinde, bu spor ayakkabılar destek ve yedek stil ile ayak uydurur. Vegan derinin bu kadar çok yönlü görünebileceğini ve bu kadar rahat hissettirebileceğini kim bilebilirdi? Tüm spor ayakkabılar eşit yaratılmamıştır, ancak bunlar stilden bir gram bile ödün vermeden maksimum konfor ve uzun ömürlülük için üretildi. Ayaklarınız size teşekkür edecek ve iltifatların ardı arkası kesilmeyecek. Sade, şık, rahat; bir spor ayakkabıdan daha ne isteyebilirsiniz ki?",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667,,KGShop
LNRCNKM85309A42,M,Riccon Beyaz Beyaz Kadın-Erkek Sneaker 0012853,,,Çift,,,K,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,,10.0000000000,2023-05-16 14:48:48.450000,,,,,,,,0E-10,,,,Zeki,2024-02-16 18:03:46.013000,Zeki,2024-02-16 18:03:46.023000, , ,,,Kadın ,,,,0E-10,,,,,,,,,,,,, ,,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,,
LNRCNKM861,M,Riccon Unisex Sneaker 0012861,UNI,Sneaker,Çift,U,010,X,2022-10-07 00:00:00,0E-10,0E-10,KFYO,Riccon,C:\Resim\LNRCNKM8610140-1.jpg,10.0000000000,2025-03-28 00:00:00,,,Riccon,EM,Yetişkin,,Sneaker,0E-10,,,,Zeki,2023-10-17 12:46:14.210000,MUAZ,2025-03-28 16:20:50.147000, , ,,,,Türkiye,E,,0E-10,,,,,,,,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Sade ve şık bu spor ayakkabılar, rahatlık ve gösterişin bir arada olabileceğini kanıtlıyor. Vegan deriden üretilen ve gün boyu kullanım için tasarlanan bu ayakkabılar, ayaklarınızın şafaktan gün batımına kadar ferah hissetmesi için ortopedik iç tabana ve kokuyla mücadele eden astara sahiptir. Kaliteli malzemeler ve özenli yapı, bu ayakkabıların her türlü maceraya dayanacak şekilde üretildiği anlamına gelir. Ofis veya dış mekan için eşit derecede uygun olan minimalist profili, her türlü kombini tamamlar. Gününüz durmaksızın hareket gerektirdiğinde, bu spor ayakkabılar destek ve yedek stil ile ayak uydurur. Vegan derinin bu kadar çok yönlü görünebileceğini ve bu kadar rahat hissettirebileceğini kim bilebilirdi? Tüm spor ayakkabılar eşit yaratılmamıştır, ancak bunlar stilden bir gram bile ödün vermeden maksimum konfor ve uzun ömürlülük için üretildi. Ayaklarınız size teşekkür edecek ve iltifatların ardı arkası kesilmeyecek. Sade, şık, rahat; bir spor ayakkabıdan daha ne isteyebilirsiniz ki?",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,,KGShop
