BarCode,SKod,RKod,Asorti,Activ,OzKod1,OzKod2,OzKod3,kgid,insUN,insDT,insApp,updUN,updDT,updApp
1487197707,LNRCNKTK350,621,Z003,*,,,,4968,Rumeysa,2024-12-21 10:43:38.800000,KGShop,,,
1487197708,LNRCNKTK350,619,Z003,*,,,,4969,Rumeysa,2024-12-21 10:43:42.723000,KGShop,,,
1487197709,LNRCNKTK350,620,Z003,*,,,,4970,Rumeysa,2024-12-21 10:43:49.987000,KGShop,,,
1487197710,LNRCNKTK335,615,KLAS,*,,,,4971,Rumeysa,2024-12-21 10:44:36.810000,KGShop,,,
1487197711,LNRCNKTK335,613,Z003,*,,,,4972,Rumeysa,2024-12-21 10:44:40.140000,KGShop,,,
1487197712,LNRCNKTK335,616,Z003,*,,,,4973,Rumeysa,2024-12-21 10:44:43.703000,KGShop,,,
1487197713,LNRCNKTK335,46,Z003,*,,,,4974,Rumeysa,2024-12-21 10:44:47.070000,KGShop,,,
1487197714,LNRCNKTK335,614,Z003,*,,,,4975,Rumeysa,2024-12-21 10:44:50.540000,KGShop,,,
1487197715,LNRCNKTK335,455,Z003,*,,,,4976,Rumeysa,2024-12-21 10:44:54.027000,KGShop,,,
1487197716,LNRCNKTK115,232,Z003,*,,,,4977,Rumeysa,2024-12-21 10:45:32.797000,KGShop,,,
1487197717,LNRCNKTK115,346,Z003,*,,,,4978,Rumeysa,2024-12-21 10:45:36.393000,KGShop,,,
1487197718,LNRCNKTK115,46,Z003,*,,,,4979,Rumeysa,2024-12-21 10:45:39.990000,KGShop,,,
1487197719,LNRCNKTK115,455,Z003,*,,,,4980,Rumeysa,2024-12-21 10:45:44.390000,KGShop,,,
1487197720,LNRCNKTK128,232,Z003,*,,,,4981,Rumeysa,2024-12-21 10:46:25.623000,KGShop,,,
1487197721,LNRCNKTK128,346,Z003,*,,,,4982,Rumeysa,2024-12-21 10:46:29.523000,KGShop,,,
1487197722,LNRCNKTK128,46,Z003,*,,,,4983,Rumeysa,2024-12-21 10:46:32.733000,KGShop,,,
1487197723,LNRCNKTK128,455,Z003,*,,,,4984,Rumeysa,2024-12-21 10:46:37.660000,KGShop,,,
1487197724,LNRCNKTK125,232,Z003,*,,,,4985,Rumeysa,2024-12-21 10:47:07.357000,KGShop,,,
1487197725,LNRCNKTK125,46,Z003,*,,,,4986,Rumeysa,2024-12-21 10:47:11.523000,KGShop,,,
1487197726,LNRCNKTK125,455,KLAS,*,,,,4987,Rumeysa,2024-12-21 10:47:15.047000,KGShop,,,
1487197727,LNRCNKTK303,615,Z003,*,,,,4988,Rumeysa,2024-12-21 10:47:59.150000,KGShop,,,
1487197728,LNRCNKTK303,613,Z003,*,,,,4989,Rumeysa,2024-12-21 10:48:02.610000,KGShop,,,
1487197729,LNRCNKTK303,616,Z003,*,,,,4990,Rumeysa,2024-12-21 10:48:05.927000,KGShop,,,
1487197730,LNRCNKTK303,46,Z003,*,,,,4991,Rumeysa,2024-12-21 10:48:09.223000,KGShop,,,
1487197731,LNRCNKTK303,614,Z003,*,,,,4992,Rumeysa,2024-12-21 10:48:12.310000,KGShop,,,
1487197732,LNRCNKTK303,455,Z003,*,,,,4993,Rumeysa,2024-12-21 10:48:15.783000,KGShop,,,
1487197733,LNRCNKTK341,232,Z003,*,,,,4994,Rumeysa,2024-12-21 10:48:48.243000,KGShop,,,
1487197734,LNRCNKTK341,346,Z003,*,,,,4995,Rumeysa,2024-12-21 10:48:51.690000,KGShop,,,
1487197735,LNRCNKTK341,46,Z003,*,,,,4996,Rumeysa,2024-12-21 10:48:55.057000,KGShop,,,
1487197736,LNRCNKTK341,455,Z003,*,,,,4997,Rumeysa,2024-12-21 10:48:58.333000,KGShop,,,
1487197737,LNRCNKTK425,615,Z003,*,,,,4998,Rumeysa,2024-12-21 10:49:34.580000,KGShop,,,
1487197738,LNRCNKTK425,613,Z003,*,,,,4999,Rumeysa,2024-12-21 10:49:40.187000,KGShop,,,
1487197739,LNRCNKTK425,616,Z003,*,,,,5000,Rumeysa,2024-12-21 10:49:44.853000,KGShop,,,
1487197740,LNRCNKTK425,46,Z003,*,,,,5001,Rumeysa,2024-12-21 10:49:49.423000,KGShop,,,
1487197741,LNRCNKTK425,614,Z003,*,,,,5002,Rumeysa,2024-12-21 10:49:52.793000,KGShop,,,
1487197742,LNRCNKTK425,455,Z003,*,,,,5003,Rumeysa,2024-12-21 10:49:56.390000,KGShop,,,
1487197743,LNRCNKTK443,232,Z003,*,,,,5004,Rumeysa,2024-12-21 10:50:33.513000,KGShop,,,
1487197744,LNRCNKTK443,346,Z003,*,,,,5005,Rumeysa,2024-12-21 10:50:38.143000,KGShop,,,
1487197745,LNRCNKTK443,46,Z003,*,,,,5006,Rumeysa,2024-12-21 10:50:41.873000,KGShop,,,
1487197746,LNRCNKTK443,455,Z003,*,,,,5007,Rumeysa,2024-12-21 10:50:45.547000,KGShop,,,
1487197747,LNRCNKTK426,66,Z003,*,,,,5008,Rumeysa,2024-12-21 10:51:13.637000,KGShop,,,
1487197748,LNRCNKTK426,547,Z003,*,,,,5009,Rumeysa,2024-12-21 10:51:18.233000,KGShop,,,
1487197749,LNRCNKTK426,617,Z003,*,,,,5010,Rumeysa,2024-12-21 10:51:21.563000,KGShop,,,
1487197750,LNRCNKTK426,618,Z003,*,,,,5011,Rumeysa,2024-12-21 10:51:25.180000,KGShop,,,
1487197751,LNRCNKSM322,196,Z003,*,,,,5012,Rumeysa,2024-12-25 17:25:39.710000,KGShop,,,
1487197752,LNRCNKSM322,9,Z003,*,,,,5013,Rumeysa,2024-12-25 17:25:44.200000,KGShop,,,
1487197753,LNRCNKSM322,17,Z003,*,,,,5014,Rumeysa,2024-12-25 17:25:48.180000,KGShop,,,
1487197754,LNRCNKSM322,1,Z003,*,,,,5015,Rumeysa,2024-12-25 17:25:51.933000,KGShop,,,
1487197755,LNRCNKSM320,196,Z003,*,,,,5016,Rumeysa,2024-12-25 17:26:25.897000,KGShop,,,
1487197756,LNRCNKSM320,9,Z003,*,,,,5017,Rumeysa,2024-12-25 17:26:29.503000,KGShop,,,
1487197757,LNRCNKSM320,17,Z003,*,,,,5018,Rumeysa,2024-12-25 17:26:33.080000,KGShop,,,
1487197758,LNRCNKSM320,1,Z003,*,,,,5019,Rumeysa,2024-12-25 17:26:36.853000,KGShop,,,
1487197759,LNRCNKSM321,196,Z003,*,,,,5020,Rumeysa,2024-12-25 17:27:05.860000,KGShop,,,
1487197760,LNRCNKSM321,9,Z003,*,,,,5021,Rumeysa,2024-12-25 17:27:11.793000,KGShop,,,
1487197761,LNRCNKSM321,17,Z003,*,,,,5022,Rumeysa,2024-12-25 17:27:16.093000,KGShop,,,
1487197762,LNRCNKSM321,1,Z003,*,,,,5023,Rumeysa,2024-12-25 17:27:20.450000,KGShop,,,
1487197763,LNRCNKSM319,196,Z003,*,,,,5024,Rumeysa,2024-12-25 17:27:52.147000,KGShop,,,
1487197764,LNRCNKSM319,9,Z003,*,,,,5025,Rumeysa,2024-12-25 17:27:56.137000,KGShop,,,
1487197765,LNRCNKSM319,17,Z003,*,,,,5026,Rumeysa,2024-12-25 17:28:00.183000,KGShop,,,
1487197766,LNRCNKSM319,1,Z003,*,,,,5027,Rumeysa,2024-12-25 17:28:03.807000,KGShop,,,
1487197767,LNRCNKSM325,196,Z003,*,,,,5028,Rumeysa,2024-12-25 17:28:34.600000,KGShop,,,
1487197768,LNRCNKSM325,9,Z003,*,,,,5029,Rumeysa,2024-12-25 17:28:38.273000,KGShop,,,
1487197769,LNRCNKSM325,17,Z003,*,,,,5030,Rumeysa,2024-12-25 17:28:41.847000,KGShop,,,
1487197770,LNRCNKSM325,1,Z003,*,,,,5031,Rumeysa,2024-12-25 17:28:46.020000,KGShop,,,
1487197771,LNRCNBLW106,9,0002,*,,,,5032,Rumeysa,2024-12-26 11:27:58.017000,KGShop,,,
1487197772,LNRCNBLW106,9,A057,*,,,,5033,Rumeysa,2024-12-26 11:28:23.727000,KGShop,,,
1487197773,LNRCNBLW106,9,FLT1,*,,,,5034,Rumeysa,2024-12-26 11:29:32.820000,KGShop,,,
1487197774,LNRCNBLW106,9,ZNN1,*,,,,5035,Rumeysa,2024-12-26 11:31:11.700000,KGShop,,,
1487197775,LNRCNBLW101,11,ZNN1,*,,,,5036,Rumeysa,2024-12-26 12:11:42.777000,KGShop,,,
1487197776,LNRCNBLW101,11,0002,*,,,,5037,Rumeysa,2024-12-26 12:13:11.443000,KGShop,,,
1487197777,LNRCNBLW101,4,ZNN1,*,,,,5038,Rumeysa,2024-12-26 12:14:28.097000,KGShop,,,
1487197778,LNRCNBLW101,475,ZNN1,*,,,,5039,Rumeysa,2024-12-26 12:15:38.710000,KGShop,,,
1487197779,LNRCNBLW101,475,0002,*,,,,5040,Rumeysa,2024-12-26 12:16:59.377000,KGShop,,,
1487197780,LNRCNBLW101,623,ZNN1,*,,,,5041,Rumeysa,2024-12-26 12:17:44.860000,KGShop,,,
1487197781,LNRCNBLW101,623,0002,*,,,,5042,Rumeysa,2024-12-26 12:18:35.310000,KGShop,,,
1487197782,LNRCNBLW101,9,ZNN1,*,,,,5043,Rumeysa,2024-12-26 12:19:23.237000,KGShop,,,
1487197783,LNRCNBLW101,9,0002,*,,,,5044,Rumeysa,2024-12-26 12:20:30.803000,KGShop,,,
1487197784,LNRCNBLW101,4,0002,*,,,,5045,Rumeysa,2024-12-26 12:23:52.040000,KGShop,,,
1487197785,LNRCNBLW106,98,FLT1,*,,,,5046,Rumeysa,2024-12-26 13:42:52.627000,KGShop,,,
1487197786,LNRCNBLW106,98,ZNN1,*,,,,5047,Rumeysa,2024-12-26 13:44:24.530000,KGShop,,,
1487197787,LNRCNBLW106,98,0002,*,,,,5048,Rumeysa,2024-12-26 13:45:18.743000,KGShop,,,
1487197788,LNRCNBLW106,1,FLT1,*,,,,5049,Rumeysa,2024-12-26 13:46:07.077000,KGShop,,,
1487197789,LNRCNBLW106,1,ZNN1,*,,,,5050,Rumeysa,2024-12-26 13:47:11.360000,KGShop,,,
1487197790,LNRCNBLW106,1,0002,*,,,,5051,Rumeysa,2024-12-26 13:47:44.507000,KGShop,,,
1487197791,LNRCNBLW135,196,ZNN1,*,,,,5052,Rumeysa,2024-12-26 13:48:54.643000,KGShop,,,
1487197792,LNRCNBLW135,196,0002,*,,,,5053,Rumeysa,2024-12-26 13:50:56.777000,KGShop,,,
1487197793,LNRCNBLW135,9,ZNN1,*,,,,5054,Rumeysa,2024-12-26 13:51:46.930000,KGShop,,,
1487197794,LNRCNBLW135,9,0002,*,,,,5055,Rumeysa,2024-12-26 13:52:57.307000,KGShop,,,
1487197795,LNRCNBLW135,8,ZNN1,*,,,,5056,Rumeysa,2024-12-26 13:53:32.643000,KGShop,,,
1487197796,LNRCNBLW135,8,0002,*,,,,5057,Rumeysa,2024-12-26 13:54:27.183000,KGShop,,,
1487197797,LNRCNBLW135,98,ZNN1,*,,,,5058,Rumeysa,2024-12-26 13:55:16.820000,KGShop,,,
1487197798,LNRCNBLW135,98,0002,*,,,,5059,Rumeysa,2024-12-26 13:57:06.147000,KGShop,,,
1487197799,LNRCNBLW135,1,ZNN1,*,,,,5060,Rumeysa,2024-12-26 13:58:28.387000,KGShop,,,
1487197800,LNRCNBLW135,1,0002,*,,,,5061,Rumeysa,2024-12-26 13:59:20.523000,KGShop,,,
1487197801,LNRCNBLW118,9,ZNN1,*,,,,5062,Rumeysa,2024-12-26 14:02:09.920000,KGShop,,,
1487197802,LNRCNBLW118,9,0002,*,,,,5063,Rumeysa,2024-12-26 14:03:32.397000,KGShop,,,
1487197803,LNRCNBLW118,438,ZNN1,*,,,,5064,Rumeysa,2024-12-26 14:04:14.500000,KGShop,,,
1487197804,LNRCNBLW118,438,0002,*,,,,5065,Rumeysa,2024-12-26 14:05:08.310000,KGShop,,,
1487197805,LNRCNBLW118,98,ZNN1,*,,,,5066,Rumeysa,2024-12-26 14:05:43.607000,KGShop,,,
1487197806,LNRCNBLW118,98,0002,*,,,,5067,Rumeysa,2024-12-26 14:06:25.390000,KGShop,,,
1487197807,LNRCNBLW118,1,ZNN1,*,,,,5068,Rumeysa,2024-12-26 14:07:04.857000,KGShop,,,
1487197808,LNRCNBLW118,1,0002,*,,,,5069,Rumeysa,2024-12-26 14:07:49.387000,KGShop,,,
1487197809,LNRCNBLW118,18,ZNN1,*,,,,5070,Rumeysa,2024-12-26 14:08:22.313000,KGShop,,,
1487197810,LNRCNBLW118,18,0002,*,,,,5071,Rumeysa,2024-12-26 14:17:18.270000,KGShop,,,
1487197811,LNRCNBLW601,196,KLAS,*,,,,5072,Rumeysa,2024-12-26 14:19:00.580000,KGShop,,,
1487197812,LNRCNBLW601,9,KLAS,*,,,,5073,Rumeysa,2024-12-26 14:20:04.353000,KGShop,,,
1487197813,LNRCNBLW601,1,KLAS,*,,,,5074,Rumeysa,2024-12-26 14:20:50.883000,KGShop,,,
1487197814,LNRCNBLW601,11,KLAS,*,,,,5075,Rumeysa,2024-12-26 14:21:44.237000,KGShop,,,
1487197815,LNRCNKM360,463,A029,*,,,,5076,Rumeysa,2024-12-26 16:47:03.653000,KGShop,,,
1487197816,LNRCNBLW106,9,ZNN5,*,,,,5077,Rumeysa,2024-12-26 17:42:59.103000,KGShop,,,
1487197817,LNRCNBLW106,98,ZNN5,*,,,,5078,Rumeysa,2024-12-26 17:43:17.247000,KGShop,,,
1487197818,LNRCNBLW106,1,ZNN5,*,,,,5079,Rumeysa,2024-12-26 17:43:21.983000,KGShop,,,
1487197819,LNRCNBLW135,196,ZNN5,*,,,,5080,Rumeysa,2024-12-26 17:45:06.563000,KGShop,,,
1487197820,LNRCNBLW135,9,ZNN5,*,,,,5081,Rumeysa,2024-12-26 17:45:10.787000,KGShop,,,
1487197821,LNRCNBLW135,8,ZNN5,*,,,,5082,Rumeysa,2024-12-26 17:45:15.127000,KGShop,,,
1487197822,LNRCNBLW135,98,ZNN5,*,,,,5083,Rumeysa,2024-12-26 17:45:18.440000,KGShop,,,
1487197823,LNRCNBLW135,1,ZNN5,*,,,,5084,Rumeysa,2024-12-26 17:45:22.233000,KGShop,,,
1487197824,LNRCNBLW118,9,ZNN5,*,,,,5085,Rumeysa,2024-12-26 17:47:14.080000,KGShop,,,
1487197825,LNRCNBLW118,438,ZNN5,*,,,,5086,Rumeysa,2024-12-26 17:47:17.677000,KGShop,,,
1487197826,LNRCNBLW118,98,ZNN5,*,,,,5087,Rumeysa,2024-12-26 17:47:21.203000,KGShop,,,
1487197827,LNRCNBLW118,1,ZNN5,*,,,,5088,Rumeysa,2024-12-26 17:47:27.047000,KGShop,,,
1487197828,LNRCNBLW118,18,ZNN5,*,,,,5089,Rumeysa,2024-12-26 17:47:32.220000,KGShop,,,
1487197829,LNRCNBLW601,196,Z003,*,,,,5090,Rumeysa,2024-12-26 17:48:02.570000,KGShop,,,
1487197830,LNRCNBLW601,9,Z003,*,,,,5091,Rumeysa,2024-12-26 17:48:06.073000,KGShop,,,
1487197831,LNRCNBLW601,1,Z003,*,,,,5092,Rumeysa,2024-12-26 17:48:09.990000,KGShop,,,
1487197832,LNRCNBLW601,11,Z003,*,,,,5093,Rumeysa,2024-12-26 17:48:15.877000,KGShop,,,
1487197833,LNRCNBLW101,475,FLT1,*,,,,5094,Rumeysa,2024-12-27 12:35:57.760000,KGShop,,,
1487197834,LNRCNBLW101,9,FLT1,*,,,,5095,Rumeysa,2024-12-27 12:36:54.547000,KGShop,,,
1487197835,LNRCNBLW101,623,FLT1,*,,,,5096,Rumeysa,2024-12-27 12:37:59.117000,KGShop,,,
1487197836,LNRCNBLW101,11,FLT1,*,,,,5097,Rumeysa,2024-12-27 12:39:04.603000,KGShop,,,
1487197837,LNRCNBLW101,4,FLT1,*,,,,5098,Rumeysa,2024-12-27 12:39:46.783000,KGShop,,,
1487197838,LNRCNKETL793,378,Z003,*,,,,5099,Rumeysa,2025-01-08 13:13:36.717000,KGShop,,,
1487197839,LNRCNKETL793,232,Z003,*,,,,5100,Rumeysa,2025-01-08 13:13:41.147000,KGShop,,,
1487197840,LNRCNKETL793,228,Z003,*,,,,5101,Rumeysa,2025-01-08 13:13:45.377000,KGShop,,,
1487197841,LNRCNKETL793,46,Z003,*,,,,5102,Rumeysa,2025-01-08 13:13:49.590000,KGShop,,,
1487197842,LNRCNKETL785,378,Z003,*,,,,5103,Rumeysa,2025-01-08 13:14:43.913000,KGShop,,,
1487197843,LNRCNKETL785,232,Z003,*,,,,5104,Rumeysa,2025-01-08 13:14:50.627000,KGShop,,,
1487197844,LNRCNKETL785,228,Z003,*,,,,5105,Rumeysa,2025-01-08 13:14:56.583000,KGShop,,,
1487197845,LNRCNKETL785,46,Z003,*,,,,5106,Rumeysa,2025-01-08 13:15:00.880000,KGShop,,,
1487197846,LNRCNKETL794,378,Z003,*,,,,5107,Rumeysa,2025-01-08 13:15:54.957000,KGShop,,,
1487197847,LNRCNKETL794,232,Z003,*,,,,5108,Rumeysa,2025-01-08 13:15:59.137000,KGShop,,,
1487197848,LNRCNKETL794,228,Z003,*,,,,5109,Rumeysa,2025-01-08 13:16:03.240000,KGShop,,,
1487197849,LNRCNKETL794,46,Z003,*,,,,5110,Rumeysa,2025-01-08 13:16:07.147000,KGShop,,,
1487197850,LNRCNKETL795,378,Z003,*,,,,5111,Rumeysa,2025-01-08 13:16:54.837000,KGShop,,,
1487197851,LNRCNKETL795,232,Z003,*,,,,5112,Rumeysa,2025-01-08 13:16:58.197000,KGShop,,,
1487197852,LNRCNKETL795,228,Z003,*,,,,5113,Rumeysa,2025-01-08 13:17:01.693000,KGShop,,,
1487197853,LNRCNKETL795,46,Z003,*,,,,5114,Rumeysa,2025-01-08 13:17:05.913000,KGShop,,,
1487197854,LNRCNKETL795,229,Z003,*,,,,5115,Rumeysa,2025-01-08 13:17:09.370000,KGShop,,,
1487197855,LNRCNKETL784,378,Z003,*,,,,5116,Rumeysa,2025-01-08 13:17:53.310000,KGShop,,,
1487197856,LNRCNKETL784,232,Z003,*,,,,5117,Rumeysa,2025-01-08 13:17:56.660000,KGShop,,,
1487197857,LNRCNKETL784,228,Z003,*,,,,5118,Rumeysa,2025-01-08 13:18:00.130000,KGShop,,,
1487197858,LNRCNKETL784,46,4,*,,,,5119,Rumeysa,2025-01-08 13:18:03.747000,KGShop,,,
1487197859,LNRCNKETL784,46,Z003,*,,,,5120,Rumeysa,2025-01-08 13:18:10.340000,KGShop,,,
1487197860,LNRCNKETL784,229,Z003,*,,,,5121,Rumeysa,2025-01-08 13:18:15.993000,KGShop,,,
1487197861,LNRCNKETL23,378,Z003,*,,,,5122,Rumeysa,2025-01-08 13:19:22.307000,KGShop,,,
1487197862,LNRCNKETL23,232,Z003,*,,,,5123,Rumeysa,2025-01-08 13:19:25.970000,KGShop,,,
1487197863,LNRCNKETL23,228,Z003,*,,,,5124,Rumeysa,2025-01-08 13:19:29.220000,KGShop,,,
1487197864,LNRCNKETL23,46,Z003,*,,,,5125,Rumeysa,2025-01-08 13:19:32.610000,KGShop,,,
1487197865,LNRCNKETL23,624,Z003,*,,,,5126,Rumeysa,2025-01-08 13:19:36.060000,KGShop,,,
1487197866,LNRCNKETL77,605,Z003,*,,,,5127,Rumeysa,2025-01-08 13:20:15.690000,KGShop,,,
1487197867,LNRCNKETL77,627,Z003,*,,,,5128,Rumeysa,2025-01-08 13:20:19.887000,KGShop,,,
1487197868,LNRCNKETL77,46,Z003,*,,,,5129,Rumeysa,2025-01-08 13:20:23.190000,KGShop,,,
1487197869,LNRCNKETL77,528,Z003,*,,,,5130,Rumeysa,2025-01-08 13:20:27.163000,KGShop,,,
1487197870,LNRCNKETL77,625,Z003,*,,,,5131,Rumeysa,2025-01-08 13:20:30.133000,KGShop,,,
1487197871,LNRCNKETL21,356,Z003,*,,,,5132,Rumeysa,2025-01-08 13:21:19.207000,KGShop,,,
1487197872,LNRCNKETL21,232,Z003,*,,,,5133,Rumeysa,2025-01-08 13:21:22.553000,KGShop,,,
1487197873,LNRCNKETL21,228,Z003,*,,,,5134,Rumeysa,2025-01-08 13:21:26.090000,KGShop,,,
1487197874,LNRCNKETL21,46,Z003,*,,,,5135,Rumeysa,2025-01-08 13:21:29.767000,KGShop,,,
1487197875,LNRCNKETL21,47,Z003,*,,,,5136,Rumeysa,2025-01-08 13:21:33.717000,KGShop,,,
1487197876,LNRCNKETL21,229,Z003,*,,,,5137,Rumeysa,2025-01-08 13:21:37.713000,KGShop,,,
1487197877,LNRCNKETL21,219,Z003,*,,,,5138,Rumeysa,2025-01-08 13:21:41.873000,KGShop,,,
1487197878,LNRCNKETL25,232,Z003,*,,,,5139,Rumeysa,2025-01-08 13:22:26.403000,KGShop,,,
1487197879,LNRCNKETL25,601,Z003,*,,,,5140,Rumeysa,2025-01-08 13:22:30.230000,KGShop,,,
1487197880,LNRCNKETL25,528,Z003,*,,,,5141,Rumeysa,2025-01-08 13:22:34.277000,KGShop,,,
1487197881,LNRCNKETL78,628,Z003,*,,,,5142,Rumeysa,2025-01-08 13:23:27.127000,KGShop,,,
1487197882,LNRCNKETL78,378,Z003,*,,,,5143,Rumeysa,2025-01-08 13:23:30.473000,KGShop,,,
1487197883,LNRCNKETL78,232,Z003,*,,,,5144,Rumeysa,2025-01-08 13:23:34.160000,KGShop,,,
1487197884,LNRCNKETL78,479,KLAS,*,,,,5145,Rumeysa,2025-01-08 13:23:37.763000,KGShop,,,
1487197885,LNRCNKETL78,627,Z003,*,,,,5146,Rumeysa,2025-01-08 13:23:41.490000,KGShop,,,
1487197886,LNRCNKETL78,228,Z003,*,,,,5147,Rumeysa,2025-01-08 13:23:45.460000,KGShop,,,
1487197887,LNRCNKETL78,46,Z003,*,,,,5148,Rumeysa,2025-01-08 13:23:59.573000,KGShop,,,
1487197888,LNRCNKETL78,624,Z003,*,,,,5149,Rumeysa,2025-01-08 13:24:03.287000,KGShop,,,
1487197889,LNRCNKETL78,229,Z003,*,,,,5150,Rumeysa,2025-01-08 13:24:06.787000,KGShop,,,
1487197890,LNRCNKETL75,378,Z003,*,,,,5151,Rumeysa,2025-01-08 13:25:36.060000,KGShop,,,
1487197891,LNRCNKETL75,232,Z003,*,,,,5152,Rumeysa,2025-01-08 13:25:39.373000,KGShop,,,
1487197892,LNRCNKETL75,46,Z003,*,,,,5153,Rumeysa,2025-01-08 13:25:42.600000,KGShop,,,
1487197893,LNRCNKETL72,605,Z003,*,,,,5154,Rumeysa,2025-01-08 13:26:16.443000,KGShop,,,
1487197894,LNRCNKETL72,529,Z003,*,,,,5155,Rumeysa,2025-01-08 13:26:19.850000,KGShop,,,
1487197895,LNRCNKETL72,528,Z003,*,,,,5156,Rumeysa,2025-01-08 13:26:23.947000,KGShop,,,
1487197896,LNRCNKETL71,232,Z003,*,,,,5157,Rumeysa,2025-01-08 13:27:11.760000,KGShop,,,
1487197897,LNRCNKETL71,46,Z003,*,,,,5158,Rumeysa,2025-01-08 13:27:15.343000,KGShop,,,
1487197898,LNRCNKETL71,229,Z003,*,,,,5159,Rumeysa,2025-01-08 13:27:18.783000,KGShop,,,
1487197899,LNRCNKETL74,196,Z003,*,,,,5160,Rumeysa,2025-01-08 13:27:56.973000,KGShop,,,
1487197900,LNRCNKETL74,9,Z003,*,,,,5161,Rumeysa,2025-01-08 13:28:00.320000,KGShop,,,
1487197901,LNRCNKETL74,1,Z003,*,,,,5162,Rumeysa,2025-01-08 13:28:03.583000,KGShop,,,
1487197902,LNRCNKETL73,196,Z003,*,,,,5163,Rumeysa,2025-01-08 13:28:53.443000,KGShop,,,
1487197903,LNRCNKETL73,1,Z003,*,,,,5164,Rumeysa,2025-01-08 13:28:56.870000,KGShop,,,
1487197904,LNRCNKETL73,48,Z003,*,,,,5165,Rumeysa,2025-01-08 13:29:00.550000,KGShop,,,
1487197905,LNRCNKETL92,196,Z003,*,,,,5166,Rumeysa,2025-01-08 13:29:51.030000,KGShop,,,
1487197906,LNRCNKETL92,9,Z003,*,,,,5167,Rumeysa,2025-01-08 13:29:54.527000,KGShop,,,
1487197907,LNRCNKETL92,1,Z003,*,,,,5168,Rumeysa,2025-01-08 13:29:58.587000,KGShop,,,
1487197908,LNRCNKETL92,48,KLAS,*,,,,5169,Rumeysa,2025-01-08 13:30:01.957000,KGShop,,,
1487197909,LNRCNKETL91,196,Z003,*,,,,5170,Rumeysa,2025-01-08 13:30:57.540000,KGShop,,,
1487197910,LNRCNKETL91,1,Z003,*,,,,5171,Rumeysa,2025-01-08 13:31:01.263000,KGShop,,,
1487197911,LNRCNKETL91,48,Z003,*,,,,5172,Rumeysa,2025-01-08 13:31:04.767000,KGShop,,,
1487197912,LNRCNKETL801,605,Z003,*,,,,5173,Rumeysa,2025-01-08 13:32:44.953000,KGShop,,,
1487197913,LNRCNKETL801,529,Z003,*,,,,5174,Rumeysa,2025-01-08 13:32:48.660000,KGShop,,,
1487197914,LNRCNKETL801,528,Z003,*,,,,5175,Rumeysa,2025-01-08 13:32:52.173000,KGShop,,,
1487197915,LNRCNKETL804,378,Z003,*,,,,5176,Rumeysa,2025-01-08 13:34:19.050000,KGShop,,,
1487197916,LNRCNKETL804,232,Z003,*,,,,5177,Rumeysa,2025-01-08 13:34:22.987000,KGShop,,,
1487197917,LNRCNKETL804,46,Z003,*,,,,5178,Rumeysa,2025-01-08 13:34:29.553000,KGShop,,,
1487197918,LNRCNKETL347,516,Z003,*,,,,5179,Rumeysa,2025-01-08 13:35:10.470000,KGShop,,,
1487197919,LNRCNKETL347,517,KLAS,*,,,,5180,Rumeysa,2025-01-08 13:35:13.710000,KGShop,,,
1487197920,LNRCNKETL347,513,Z003,*,,,,5181,Rumeysa,2025-01-08 13:35:17.383000,KGShop,,,
1487197921,LNRCNKETL347,626,Z003,*,,,,5182,Rumeysa,2025-01-08 13:35:20.790000,KGShop,,,
1487197922,LNRCNKETL900,605,Z003,*,,,,5183,Rumeysa,2025-01-08 13:36:00.980000,KGShop,,,
1487197923,LNRCNKETL900,529,Z003,*,,,,5184,Rumeysa,2025-01-08 13:36:05.403000,KGShop,,,
1487197924,LNRCNKETL900,528,Z003,*,,,,5185,Rumeysa,2025-01-08 13:36:08.813000,KGShop,,,
1487197925,LNRCNKETL900,626,Z003,*,,,,5186,Rumeysa,2025-01-08 13:36:12.667000,KGShop,,,
1487197926,LNRCNKETL761,9,Z003,*,,,,5187,Rumeysa,2025-01-08 13:36:44.613000,KGShop,,,
1487197927,LNRCNKETL761,228,Z003,*,,,,5188,Rumeysa,2025-01-08 13:36:50.487000,KGShop,,,
1487197928,LNRCNKETL761,1,Z003,*,,,,5189,Rumeysa,2025-01-08 13:36:56.727000,KGShop,,,
1487197929,LNRCNKETL763,196,Z003,*,,,,5190,Rumeysa,2025-01-08 13:37:30.710000,KGShop,,,
1487197930,LNRCNKETL763,228,Z003,*,,,,5191,Rumeysa,2025-01-08 13:37:34.333000,KGShop,,,
1487197931,LNRCNKETL763,1,Z003,*,,,,5192,Rumeysa,2025-01-08 13:37:37.980000,KGShop,,,
1487197932,LNRCNKETL766,232,Z003,*,,,,5193,Rumeysa,2025-01-08 13:38:13.400000,KGShop,,,
1487197933,LNRCNKETL766,46,Z003,*,,,,5194,Rumeysa,2025-01-08 13:38:16.823000,KGShop,,,
1487197934,LNRCNKETL766,219,Z003,*,,,,5195,Rumeysa,2025-01-08 13:38:20.673000,KGShop,,,
1487197935,LNRCNKETL765,228,Z003,*,,,,5196,Rumeysa,2025-01-08 13:38:59.337000,KGShop,,,
1487197936,LNRCNKETL765,46,Z003,*,,,,5197,Rumeysa,2025-01-08 13:39:04.170000,KGShop,,,
1487197937,LNRCNKGDY326,593,Z003,*,,,,5198,Rumeysa,2025-01-08 18:11:35.973000,KGShop,,,
