Cekinx,Harinx,HarTip,BordroNo,Tarih,istut,muhkod,cmb,cmb_Kod,Banka,Sube,GiderMuhKod,ProGiderKod,MuhFisNo,KarsiMuhKod,MM,KarsiMM,GiderMM,GiderTip,GiderParaCinsi,insUN,insDT,updUN,updDT,OzKod1,OzKod2,locked,Resim,Resim2,Aciklama,OzKod3,OzKod4,OzKod5,LastUpdate,LastCalculate,NeedCalculate,iptal,kgid,mkgid,insApp,updApp
29538,35353,4,0000000377,2023-12-31 00:00:00,,103.01.001,C,320.01.644,,,,,12384250,320.01.644,,,,,,5382,2024-01-12 13:38:55.940000,5382,2024-01-12 13:38:56.340000,,,,,,,,,C,1900-01-01 00:00:00,2024-01-12 13:38:56.317000,0,False,35353,29538,,
29539,35354,4,0000000377,2023-12-31 00:00:00,,103.01.001,C,320.01.644,,,,,12384250,320.01.644,,,,,,5382,2024-01-12 13:38:55.970000,5382,2024-01-12 13:38:56.363000,,,,,,,,,C,1900-01-01 00:00:00,2024-01-12 13:38:56.340000,0,False,35354,29539,,
29540,30850,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.427000,3372,2019-02-28 16:04:03.427000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30850,29540,,
29542,33369,BO,0000002392,2019-09-02 00:00:00,,103.01.001,B,161097,01,01,,,7918126,102.01.001.01,,,,,,3372,2019-09-10 08:50:38.383000,3372,2019-09-10 08:50:38.383000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33369,29542,,
29543,33372,BO,0000002392,2019-09-02 00:00:00,,103.01.001,B,161097,01,01,,,7918126,102.01.001.01,,,,,,3372,2019-09-10 08:50:38.400000,3372,2019-09-10 08:50:38.400000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33372,29543,,
29544,32278,BO,0000002225,2019-05-31 00:00:00,,103.01.001,B,161097,01,01,,,7642803,102.01.001.01,,,,,,ADEM,2019-07-17 14:26:38.650000,ADEM,2019-07-17 14:26:38.650000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32278,29544,,
29545,30501,BO,0000001988,2019-02-12 00:00:00,,103.01.001,B,161097,01,01,,,6916029,102.01.001.01,,,,,,3372,2019-02-13 08:21:15.180000,3372,2019-02-13 08:21:16.900000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30501,29545,,
29546,30916,BO,0000002040,2019-03-12 00:00:00,,103.01.001,B,161097,01,01,,,6935701,102.01.001.01,,,,,,3372,2019-03-13 08:20:25.927000,3372,2019-03-13 08:20:27.393000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30916,29546,,
29547,31262,BO,0000002104,2019-04-12 00:00:00,,103.01.001,B,161097,01,01,,,7389122,102.01.001.01,,,,,,ADEM,2019-05-15 16:53:01.747000,ADEM,2019-05-15 16:53:02.980000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31262,29547,,
29548,30890,BO,0000002026,2019-03-04 00:00:00,,103.01.001,B,161097,01,01,,,6930234,102.01.001.01,,,,,,3372,2019-03-05 08:27:31.953000,3372,2019-03-05 08:27:33.610000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30890,29548,,
29549,30489,BO,0000001982,2019-02-05 00:00:00,,103.01.001,B,161097,01,01,,,6806056,102.01.001.01,,,,,,3372,2019-02-06 08:23:36.433000,3372,2019-02-06 08:23:37.747000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30489,29549,,
29550,31239,BO,0000002102,2019-04-01 00:00:00,,103.01.001,B,161097,01,01,,,7389118,102.01.001.01,,,,,,ADEM,2019-05-15 16:51:12.690000,ADEM,2019-05-15 16:51:22.143000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31239,29550,,
29551,30851,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.440000,3372,2019-02-28 16:04:03.440000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30851,29551,,
29552,30852,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.440000,3372,2019-02-28 16:04:03.440000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30852,29552,,
29553,30853,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.440000,3372,2019-02-28 16:04:03.440000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30853,29553,,
29554,30854,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.440000,3372,2019-02-28 16:04:03.440000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30854,29554,,
29555,30855,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.440000,3372,2019-02-28 16:04:03.440000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30855,29555,,
29556,30856,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.440000,3372,2019-02-28 16:04:03.440000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30856,29556,,
29557,30478,BO,0000001976,2019-02-04 00:00:00,,103.01.001,B,161097,01,01,,,6805275,102.01.001.01,,,,,,3372,2019-02-05 08:25:12.103000,3372,2019-02-05 08:25:12.103000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30478,29557,,
29558,30904,BO,0000002031,2019-03-05 00:00:00,,103.01.001,B,161097,01,01,,,6931027,102.01.001.01,,,,,,3372,2019-03-06 08:20:56.223000,3372,2019-03-06 08:20:57.757000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30904,29558,,
29563,30857,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.440000,3372,2019-02-28 16:04:03.440000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30857,29563,,
29564,31240,BO,0000002102,2019-04-01 00:00:00,,103.01.001,B,161097,01,01,,,7389118,102.01.001.01,,,,,,ADEM,2019-05-15 16:51:12.690000,ADEM,2019-05-15 16:51:22.143000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31240,29564,,
29565,31302,BO,0000002106,2019-04-30 00:00:00,,103.01.001,B,161097,01,01,,,7389130,102.01.001.01,,,,,,ADEM,2019-05-15 17:00:13.363000,ADEM,2019-05-15 17:00:13.363000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31302,29565,,
29566,30892,BO,0000002026,2019-03-04 00:00:00,,103.01.001,B,161097,01,01,,,6930234,102.01.001.01,,,,,,3372,2019-03-05 08:27:31.953000,3372,2019-03-05 08:27:31.953000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30892,29566,,
29568,29908,BO,0000001943,2019-01-21 00:00:00,,103.01.001,B,161097,01,01,,,6799588,102.01.001.01,,,,,,3372,2019-01-22 08:16:02.873000,3372,2019-01-22 08:16:02.873000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,29908,29568,,
29569,30515,BO,0000001997,2019-02-20 00:00:00,,103.01.001,B,161097,01,01,,,6920200,102.01.001.01,,,,,,3372,2019-02-21 08:24:11.823000,3372,2019-02-21 08:24:13.290000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30515,29569,,
29571,29909,BO,0000001943,2019-01-21 00:00:00,,103.01.001,B,161097,01,01,,,6799588,102.01.001.01,,,,,,3372,2019-01-22 08:16:02.873000,3372,2019-01-22 08:16:02.873000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,29909,29571,,
29572,30516,BO,0000001997,2019-02-20 00:00:00,,103.01.001,B,161097,01,01,,,6920200,102.01.001.01,,,,,,3372,2019-02-21 08:24:11.833000,3372,2019-02-21 08:24:11.833000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30516,29572,,
29574,29910,BO,0000001943,2019-01-21 00:00:00,,103.01.001,B,161097,01,01,,,6799588,102.01.001.01,,,,,,3372,2019-01-22 08:16:02.873000,3372,2019-01-22 08:16:02.873000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,29910,29574,,
29575,30517,BO,0000001997,2019-02-20 00:00:00,,103.01.001,B,161097,01,01,,,6920200,102.01.001.01,,,,,,3372,2019-02-21 08:24:11.833000,3372,2019-02-21 08:24:11.833000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30517,29575,,
29577,29911,BO,0000001943,2019-01-21 00:00:00,,103.01.001,B,161097,01,01,,,6799588,102.01.001.01,,,,,,3372,2019-01-22 08:16:02.873000,3372,2019-01-22 08:16:02.873000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,29911,29577,,
29578,30518,BO,0000001997,2019-02-20 00:00:00,,103.01.001,B,161097,01,01,,,6920200,102.01.001.01,,,,,,3372,2019-02-21 08:24:11.837000,3372,2019-02-21 08:24:11.837000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30518,29578,,
29580,29912,BO,0000001943,2019-01-21 00:00:00,,103.01.001,B,161097,01,01,,,6799588,102.01.001.01,,,,,,3372,2019-01-22 08:16:02.873000,3372,2019-01-22 08:16:02.873000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,29912,29580,,
29581,30519,BO,0000001997,2019-02-20 00:00:00,,103.01.001,B,161097,01,01,,,6920200,102.01.001.01,,,,,,3372,2019-02-21 08:24:11.837000,3372,2019-02-21 08:24:11.837000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30519,29581,,
29584,30520,BO,0000001997,2019-02-20 00:00:00,,103.01.001,B,161097,01,01,,,6920200,102.01.001.01,,,,,,3372,2019-02-21 08:24:11.837000,3372,2019-02-21 08:24:11.837000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30520,29584,,
29588,29946,BO,0000001952,2019-01-29 00:00:00,,103.01.001,B,161097,01,01,,,6803485,102.01.001.01,,,,,,3372,2019-01-30 08:17:52.733000,3372,2019-01-30 08:17:54.093000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,29946,29588,,
29589,31321,BO,0000002107,2019-05-02 00:00:00,,103.01.001,B,161097,01,01,,,7389131,102.01.001.01,,,,,,ADEM,2019-05-15 17:00:52.290000,ADEM,2019-05-15 17:00:52.290000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31321,29589,,
29590,29942,BO,0000001949,2019-01-28 00:00:00,,103.01.001,B,161097,01,01,,,6802974,102.01.001.01,,,,,,3372,2019-01-29 08:18:45.373000,3372,2019-01-29 08:18:45.373000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,29942,29590,,
29591,31322,BO,0000002107,2019-05-02 00:00:00,,103.01.001,B,161097,01,01,,,7389131,102.01.001.01,,,,,,ADEM,2019-05-15 17:00:52.290000,ADEM,2019-05-15 17:00:52.290000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31322,29591,,
29592,29947,BO,0000001952,2019-01-29 00:00:00,,103.01.001,B,161097,01,01,,,6803485,102.01.001.01,,,,,,3372,2019-01-30 08:17:52.733000,3372,2019-01-30 08:17:52.733000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,29947,29592,,
29593,31323,BO,0000002107,2019-05-02 00:00:00,,103.01.001,B,161097,01,01,,,7389131,102.01.001.01,,,,,,ADEM,2019-05-15 17:00:52.290000,ADEM,2019-05-15 17:00:52.290000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31323,29593,,
29594,30858,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.440000,3372,2019-02-28 16:04:03.440000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30858,29594,,
29595,30859,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.440000,3372,2019-02-28 16:04:03.440000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30859,29595,,
29596,30860,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.440000,3372,2019-02-28 16:04:03.440000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30860,29596,,
29597,35411,4,0000000382,2023-12-31 00:00:00,,103.01.001,C,320.01.628,,,,,12384359,320.01.628,,,,,,5382,2024-01-12 14:34:56.107000,5382,2024-01-12 14:34:56.337000,,,,,,,,,C,1900-01-01 00:00:00,2024-01-12 14:34:56.317000,0,False,35411,29597,,
29598,31303,BO,0000002106,2019-04-30 00:00:00,,103.01.001,B,161097,01,01,,,7389130,102.01.001.01,,,,,,ADEM,2019-05-15 17:00:13.363000,ADEM,2019-05-15 17:00:13.363000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31303,29598,,
29599,31304,BO,0000002106,2019-04-30 00:00:00,,103.01.001,B,161097,01,01,,,7389130,102.01.001.01,,,,,,ADEM,2019-05-15 17:00:13.363000,ADEM,2019-05-15 17:00:13.363000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31304,29599,,
29600,32279,BO,0000002225,2019-05-31 00:00:00,,103.01.001,B,161097,01,01,,,7642803,102.01.001.01,,,,,,ADEM,2019-07-17 14:26:38.650000,ADEM,2019-07-17 14:26:38.650000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32279,29600,,
29601,32280,BO,0000002225,2019-05-31 00:00:00,,103.01.001,B,161097,01,01,,,7642803,102.01.001.01,,,,,,ADEM,2019-07-17 14:26:38.650000,ADEM,2019-07-17 14:26:38.650000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32280,29601,,
29602,32558,BO,0000002267,2019-07-31 00:00:00,,103.01.001,B,161097,01,01,,,7793839,102.01.001.01,,,,,,3372,2019-08-19 10:42:46.807000,3372,2019-08-19 10:42:46.807000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32558,29602,,
29603,32555,BO,0000002267,2019-07-31 00:00:00,,103.01.001,B,161097,01,01,,,7793839,102.01.001.01,,,,,,3372,2019-08-19 10:42:46.803000,3372,2019-08-19 10:42:46.803000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32555,29603,,
29604,33373,BO,0000002392,2019-09-02 00:00:00,,103.01.001,B,161097,01,01,,,7918126,102.01.001.01,,,,,,3372,2019-09-10 08:50:38.400000,3372,2019-09-10 08:50:38.400000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33373,29604,,
29605,33374,BO,0000002392,2019-09-02 00:00:00,,103.01.001,B,161097,01,01,,,7918126,102.01.001.01,,,,,,3372,2019-09-10 08:50:38.400000,3372,2019-09-10 08:50:38.400000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33374,29605,,
29606,30490,BO,0000001982,2019-02-05 00:00:00,,103.01.001,B,161097,01,01,,,6806056,102.01.001.01,,,,,,3372,2019-02-06 08:23:36.433000,3372,2019-02-06 08:23:36.433000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30490,29606,,
29607,30905,BO,0000002031,2019-03-05 00:00:00,,103.01.001,B,161097,01,01,,,6931027,102.01.001.01,,,,,,3372,2019-03-06 08:20:56.223000,3372,2019-03-06 08:20:56.240000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30905,29607,,
29608,31241,BO,0000002102,2019-04-01 00:00:00,,103.01.001,B,161097,01,01,,,7389118,102.01.001.01,,,,,,ADEM,2019-05-15 16:51:12.707000,ADEM,2019-05-15 16:51:22.160000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31241,29608,,
29609,31324,BO,0000002107,2019-05-02 00:00:00,,103.01.001,B,161097,01,01,,,7389131,102.01.001.01,,,,,,ADEM,2019-05-15 17:00:52.303000,ADEM,2019-05-15 17:00:52.303000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31324,29609,,
29612,34390,4,0000000228,2019-10-30 00:00:00,,103.01.001,C,320.01.309,,,,,8312124,320.01.309,,,,,,3372,2019-11-25 14:09:48.137000,3372,2019-11-25 14:09:50.997000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,34390,29612,,
29613,31263,BO,0000002105,2019-04-22 00:00:00,,103.01.001,B,161097,01,01,,,7389123,102.01.001.01,,,,,,ADEM,2019-05-15 16:53:57.127000,ADEM,2019-05-15 16:53:58.440000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31263,29613,,
29614,32172,BO,0000002223,2019-05-20 00:00:00,,103.01.001,B,161097,01,01,,,7642707,102.01.001.01,,,,,,ADEM,2019-07-17 11:32:16.793000,ADEM,2019-07-17 11:32:17.997000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32172,29614,,
29615,29913,BO,0000001943,2019-01-21 00:00:00,,103.01.001,B,161097,01,01,,,6799588,102.01.001.01,,,,,,3372,2019-01-22 08:16:02.873000,3372,2019-01-22 08:16:02.873000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,29913,29615,,
29617,30861,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.440000,3372,2019-02-28 16:04:03.440000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30861,29617,,
29618,30539,BO,0000002003,2019-02-25 00:00:00,,103.01.001,B,161097,01,01,,,6925201,102.01.001.01,,,,,,3372,2019-02-26 10:58:07.443000,3372,2019-02-26 10:58:08.677000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30539,29618,,
29621,29901,BO,0000001941,2019-01-18 00:00:00,,103.01.001,B,161097,01,01,,,6798596,102.01.001.01,,,,,,3372,2019-01-21 08:23:38.613000,3372,2019-01-21 08:23:40.740000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,29901,29621,,
29623,29902,BO,0000001941,2019-01-18 00:00:00,,103.01.001,B,161097,01,01,,,6798596,102.01.001.01,,,,,,3372,2019-01-21 08:23:38.613000,3372,2019-01-21 08:23:38.613000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,29902,29623,,
29624,29932,BO,0000001946,2019-01-25 00:00:00,,103.01.001,B,161097,01,01,,,6802141,102.01.001.01,,,,,,3372,2019-01-28 08:17:58.220000,3372,2019-01-28 08:17:58.220000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,29932,29624,,
29625,30540,BO,0000002003,2019-02-25 00:00:00,,103.01.001,B,161097,01,01,,,6925201,102.01.001.01,,,,,,3372,2019-02-26 10:58:07.443000,3372,2019-02-26 10:58:07.443000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30540,29625,,
29626,29940,BO,0000001949,2019-01-28 00:00:00,,103.01.001,B,161097,01,01,,,6802974,102.01.001.01,,,,,,3372,2019-01-29 08:18:45.357000,3372,2019-01-29 08:18:47.513000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,29940,29626,,
29627,30541,BO,0000002003,2019-02-25 00:00:00,,103.01.001,B,161097,01,01,,,6925201,102.01.001.01,,,,,,3372,2019-02-26 10:58:07.460000,3372,2019-02-26 10:58:07.460000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30541,29627,,
29628,29933,BO,0000001946,2019-01-25 00:00:00,,103.01.001,B,161097,01,01,,,6802141,102.01.001.01,,,,,,3372,2019-01-28 08:17:58.237000,3372,2019-01-28 08:17:58.237000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,29933,29628,,
29629,30542,BO,0000002003,2019-02-25 00:00:00,,103.01.001,B,161097,01,01,,,6925201,102.01.001.01,,,,,,3372,2019-02-26 10:58:07.460000,3372,2019-02-26 10:58:07.460000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30542,29629,,
29630,29934,BO,0000001946,2019-01-25 00:00:00,,103.01.001,B,161097,01,01,,,6802141,102.01.001.01,,,,,,3372,2019-01-28 08:17:58.237000,3372,2019-01-28 08:17:58.237000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,29934,29630,,
29631,30543,BO,0000002003,2019-02-25 00:00:00,,103.01.001,B,161097,01,01,,,6925201,102.01.001.01,,,,,,3372,2019-02-26 10:58:07.460000,3372,2019-02-26 10:58:07.460000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30543,29631,,
29632,30891,BO,0000002026,2019-03-04 00:00:00,,103.01.001,B,161097,01,01,,,6930234,102.01.001.01,,,,,,3372,2019-03-05 08:27:31.953000,3372,2019-03-05 08:27:31.953000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30891,29632,,
29633,30356,BO,0000001966,2019-01-31 00:00:00,,103.01.001,B,161097,01,01,,,6803808,102.01.001.01,,,,,,3372,2019-01-31 17:40:31.110000,3372,2019-01-31 17:40:31.110000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30356,29633,,
29634,30862,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.440000,3372,2019-02-28 16:04:03.440000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30862,29634,,
29635,30863,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.440000,3372,2019-02-28 16:04:03.440000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30863,29635,,
29636,32312,BO,0000002228,2019-07-01 00:00:00,,103.01.001,B,161097,01,01,,,7642907,102.01.001.01,,,,,,ADEM,2019-07-17 15:36:08.120000,ADEM,2019-07-17 15:36:08.120000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32312,29636,,
29637,33287,BO,0000002388,2019-08-06 00:00:00,,103.01.001,B,161097,01,01,,,7917849,102.01.001.01,,,,,,3372,2019-09-09 08:31:18.797000,3372,2019-09-09 08:31:18.813000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33287,29637,,
29638,35401,4,0000000381,2023-12-31 00:00:00,,103.01.001,C,320.01.221,,,,,12384357,320.01.221,,,,,,5382,2024-01-12 14:27:59.020000,5382,2024-01-12 14:27:59.727000,,,,,,,,,C,1900-01-01 00:00:00,2024-01-12 14:27:59.703000,0,False,35401,29638,,
29639,33392,BO,0000002392,2019-09-02 00:00:00,,103.01.001,B,161097,01,01,,,7918126,102.01.001.01,,,,,,3372,2019-09-10 08:50:38.430000,3372,2019-09-10 08:50:38.430000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33392,29639,,
29640,33393,BO,0000002392,2019-09-02 00:00:00,,103.01.001,B,161097,01,01,,,7918126,102.01.001.01,,,,,,3372,2019-09-10 08:50:38.430000,3372,2019-09-10 08:50:38.430000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33393,29640,,
29641,33394,BO,0000002392,2019-09-02 00:00:00,,103.01.001,B,161097,01,01,,,7918126,102.01.001.01,,,,,,3372,2019-09-10 08:50:38.447000,3372,2019-09-10 08:50:38.447000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,33394,29641,,
29642,34236,4,0000000104,2019-10-04 00:00:00,,103.01.001,C,320.01.673,,,,,8220904,320.01.673,,,,,,3372,2019-11-08 15:37:14.090000,3372,2019-11-08 15:37:14.090000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,34236,29642,,
29643,34237,4,0000000104,2019-10-04 00:00:00,,103.01.001,C,320.01.673,,,,,8220904,320.01.673,,,,,,3372,2019-11-08 15:37:14.107000,3372,2019-11-08 15:37:14.107000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,34237,29643,,
29647,34238,4,0000000104,2019-10-04 00:00:00,,103.01.001,C,320.01.673,,,,,8220904,320.01.673,,,,,,3372,2019-11-08 15:37:14.107000,3372,2019-11-08 15:37:14.107000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,34238,29647,,
29648,31242,BO,0000002102,2019-04-01 00:00:00,,103.01.001,B,161097,01,01,,,7389118,102.01.001.01,,,,,,ADEM,2019-05-15 16:51:12.707000,ADEM,2019-05-15 16:51:22.160000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31242,29648,,
29652,30864,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.440000,3372,2019-02-28 16:04:03.440000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30864,29652,,
29653,30865,BO,0000002019,2019-02-28 00:00:00,,103.01.001,B,161097,01,01,,,6926768,102.01.001.01,,,,,,3372,2019-02-28 16:04:03.440000,3372,2019-02-28 16:04:03.440000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,30865,29653,,
29655,31243,BO,0000002102,2019-04-01 00:00:00,,103.01.001,B,161097,01,01,,,7389118,102.01.001.01,,,,,,ADEM,2019-05-15 16:51:12.720000,ADEM,2019-05-15 16:51:22.160000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,31243,29655,,
29656,32313,BO,0000002228,2019-07-01 00:00:00,,103.01.001,B,161097,01,01,,,7642907,102.01.001.01,,,,,,ADEM,2019-07-17 15:36:08.120000,ADEM,2019-07-17 15:36:08.120000,,,,,,,,,K,1900-01-01 00:00:00,2022-08-10 01:45:21.677000,0,,32313,29656,,
