RENK_KOD,Tanim,OzKod1,OzKod2,OzKod3,Tip
18685,01-06,,,,
18686,01-251-131,,,,
18687,36-131,,,,
18688,15-253-131,,,,
18689,24-131,,,,
18690,15-79,,,,
18691,02-123,,,,
18692,226-79,,,,
18693,G2521-01001,,,,
18694,G2755-25002,,,,
18695,BEJ FLOTER-BEJ DANTEL,,,,
18696,607,,,,
18697,613,,,,
18698,BEYAZ DERİ-BEYAZ SÜET,,,,
18699,503-85,,,,
18700,908-85,,,,
18701,611-503,,,,
18702,503-953,,,,
18703,953,,,,
18704,176-347,,,,
18705,501-611,,,,
18706,65-290,,,,
18707,388,,,,
18708,373,,,,
18709,290,,,,
18710,056,,,,
18711,125,,,,
18712,036,,,,
18713,034,,,,
18714,053,,,,
18715,055,,,,
18716,054,,,,
18717,0204,,,,
18718,038,,,,
18719,080,,,,
18720,037,,,,
18721,0128,,,,
18722,0202,,,,
18723,035,,,,
18724,2438,,,,
18725,2442,,,,
18726,2415,,,,
18727,2443,,,,
18728,2392,,,,
18729,2386,,,,
18730,BYZ DERİ-21,,,,
18731,SYH DERİ-BYZ DERİ,,,,
18732,923-930,,,,
18733,931-934,,,,
18734,969,,,,
18735,87,,,,
18736,421,,,,
18737,54,,,,
18738,5,,,,
18739,409,,,,
18740,2,,,,
18741,1,,,,
18742,83-59,,,,
18743,81-71,,,,
18744,7,,,,
18745,4,,,,
18746,82,,,,
18747,66-37,,,,
18748,68-69,,,,
18749,01-53,,,,
18750,01-184,,,,
18751,271-437,,,,
18752,400,,,,
18753,344-452,,,,
18754,101-453,,,,
18755,101-454,,,,
18756,679,,,,
18757,156-117,,,,
18758,114-09,,,,
18759,139-151,,,,
18760,245,,,,
18761,35 - 108,,,,
18762,38-107,,,,
18763,75-107,,,,
18764,76-108,,,,
18765,350,,,,
18766,Vizon Süet- Vizon Deri,,,,
18767,Taba Süet- Taba Deri,,,,
18768,50,,,,
18769,16,,,,
18770,KAHVE RUGAN,,,,
18771,69-03,,,,
18772,26-01-03,,,,
18773,32-03,,,,
18774,27-02,,,,
18775,70-13-02,,,,
18776,26-03,,,,
18777,01-22-26,,,,
18778,03-18-32,,,,
18779,01-22-03,,,,
18780,02-13-43,,,,
18781,32-04-43-64,,,,
18782,27-13-65,,,,
18783,26-22-67,,,,
18784,12-66,,,,
18785,32-43,,,,
18786,12-42,,,,
18787,27-59,,,,
18788,26-68,,,,
18789,31-43,,,,
18790,13-70,,,,
18791,12-68,,,,
18792,32,,,,
18793,13-27-68,,,,
18794,22-26-68,,,,
18795,18-32-68,,,,
18796,31-10-43,,,,
18797,27-02-43,,,,
18798,32-04-43,,,,
18799,26-03-42,,,,
18800,13-47-27,,,,
18801,22-68-26,,,,
18802,18-68-32,,,,
18803,13-62-27,,,,
18804,32-03-68,,,,
18805,26-01-68,,,,
18806,27-02-13-43,,,,
18807,32-04-18-43,,,,
18808,70-02-43,,,,
18809,27-02-10,,,,
18810,22-64,,,,
18811,13-64,,,,
18812,12-64,,,,
18813,22-68,,,,
18814,18-68,,,,
18815,19-41,,,,
18816,13-02,,,,
18817,13-02-43,,,,
18818,22-01-68,,,,
18819,12-03-68,,,,
18820,13-02-47,,,,
18821,32-36-43,,,,
18822,26-01-42,,,,
18823,13-47,,,,
18824,26-01-45-64,,,,
18825,26-03-22-45,,,,
18826,01-109,,,,
18827,89-108,,,,
18828,02-96-53,,,,
18829,214-240,,,,
18830,169-183,,,,
18831,170-244,,,,
18832,240-385,,,,
18833,01-385,,,,
18834,01-325,,,,
18835,89-363,,,,
18836,97-79,,,,
18837,98-10,,,,
18838,45-65,,,,
18839,501,,,,
18840,934-924,,,,
18841,934-876,,,,
18842,290-226,,,,
18843,611-226,,,,
18844,545,,,,
18845,35-37,,,,
18846,21-33,,,,
18847,31-21,,,,
18848,21,,,,
18849,33-37,,,,
18850,238-95,,,,
18851,150-189,,,,
18852,92-253,,,,
18853,249-219,,,,
18854,06-219,,,,
18855,176,,,,
18856,213,,,,
18857,173-252,,,,
18858,285-95,,,,
18859,41-59,,,,
18860,36-37,,,,
18861,02-93,,,,
18862,49-01,,,,
18863,27-28,,,,
18864,01-51,,,,
18865,27-26,,,,
18866,93-91,,,,
18867,92-33,,,,
18868,91-32,,,,
18869,28-92,,,,
18870,83-92,,,,
18871,53-23,,,,
18872,30-01,,,,
18873,33-92,,,,
18874,35-84,,,,
18875,34-84,,,,
18876,31-30,,,,
18877,02-91,,,,
18878,86-91,,,,
18879,67-01,,,,
18880,51-30,,,,
18881,49-30,,,,
18882,32-84,,,,
18883,26-23,,,,
18884,595-1900,,,,
18885,678-1900,,,,
18886,084,,,,
18887,R 294,,,,
18888,R 001,,,,
18889,R 255,,,,
18890,R 175,,,,
18891,01-293,,,,
18892,67-292,,,,
18893,R-167,,,,
18894,R-291,,,,
18895,R-293,,,,
18896,R-001,,,,
18897,471,,,,
18898,262,,,,
18899,482,,,,
18900,490,,,,
18901,475-465,,,,
18902,420-464,,,,
18903,08-237,,,,
18904,460-470,,,,
18905,BORDO SÜET-SİYAH DERİ-BEJ DERİ,,,,
18906,BORDO SÜET-BORDO DERİ-BEJ DERİ,,,,
18907,489-487,,,,
18908,38,,,,
18909,55,,,,
18910,66,,,,
18911,01-SYH FİLE,,,,
18912,1519,,,,
18913,1518,,,,
18914,3628,,,,
18915,2911,,,,
18916,3028,,,,
18917,753,,,,
18918,731,,,,
18919,750,,,,
18920,714,,,,
18921,711,,,,
18922,1001,,,,
18923,04-010,,,,
18924,1040,,,,
18925,1032,,,,
18926,1040-011,,,,
18927,010,,,,
18928,011-04,,,,
18929,010-04,,,,
18930,1001-013,,,,
18931,016-09,,,,
18932,010-014,,,,
18933,012,,,,
18934,014,,,,
18935,1002,,,,
18936,011,,,,
18937,016,,,,
18938,1031,,,,
18939,54-31,,,,
18940,55-17,,,,
18941,70,,,,
18942,71,,,,
18943,72,,,,
18944,74,,,,
18945,271,,,,
18946,279,,,,
18947,458,,,,
18948,476,,,,
18949,443,,,,
18950,482-BEYAZ D.,,,,
18951,92-219-142,,,,
18952,04-23,,,,
18953,66-24,,,,
18954,22-20-41,,,,
18955,04-93-121,,,,
18956,26-18,,,,
18957,148-94,,,,
18958,121-93,,,,
18959,04-93,,,,
18960,20-41,,,,
18961,22-41-20,,,,
18962,04-121-93,,,,
18963,42-19,,,,
18964,4288,,,,
18965,4027,,,,
18966,4284-03,,,,
18967,4286-03,,,,
18968,4107,,,,
18969,3735,,,,
18970,4026,,,,
18971,4318-4141,,,,
18972,3735-06,,,,
18973,2103,,,,
18974,3735-4047,,,,
18975,4297,,,,
18976,4317,,,,
18977,4322,,,,
18978,361,,,,
18979,363,,,,
18980,362-SİYAH DERİ,,,,
18981,SİYAH RGN-SİYAH DERİ,,,,
18982,367,,,,
18983,371,,,,
18984,301-3065,,,,
18985,315-362,,,,
18986,363-SİYAH SÜET,,,,
18987,SYH DERİ-SYH RGN,,,,
18988,119,,,,
18989,267,,,,
18990,372,,,,
18991,246,,,,
18992,264,,,,
18993,119-258,,,,
18994,215-258,,,,
18995,263-258,,,,
18996,264-258,,,,
18997,255,,,,
18998,254,,,,
18999,253-256,,,,
19000,249-256,,,,
19001,119-256,,,,
19002,251-256,,,,
19003,249,,,,
19004,253-273,,,,
19005,119-270,,,,
19006,249-273,,,,
19007,301-365,,,,
19008,260,,,,
19009,259,,,,
19010,272,,,,
19011,4287,,,,
19012,4020-3735,,,,
19013,4144-06,,,,
19014,4318-4311,,,,
19015,4141-3735,,,,
19016,4141-4288,,,,
19017,1611-2103,,,,
19018,4307,,,,
19019,4311,,,,
19020,4047,,,,
19021,4141,,,,
19022,4303,,,,
19023,4284,,,,
19024,4286,,,,
19025,3735-2103,,,,
19026,4321,,,,
19027,4144,,,,
19028,4308-4229,,,,
19029,4288-4320,,,,
19030,4324,,,,
19031,4290-4288,,,,
19032,4294-03,,,,
19033,4020-4289,,,,
19034,4288-4047,,,,
19035,4303-4141,,,,
19036,3015,,,,
19037,491,,,,
19038,3027,,,,
19039,149,,,,
19040,774,,,,
19041,323-892-724,,,,
19042,15-784-724,,,,
19043,710-713-724,,,,
19044,784-15,,,,
19045,300-805,,,,
19046,124-707-718,,,,
19047,732,,,,
19048,118-21,,,,
19049,118-22,,,,
19050,118-23,,,,
19051,13-68,,,,
19052,219-1,,,,
19053,219-2,,,,
19054,219-3,,,,
19055,408-218,,,,
19056,217-218,,,,
19057,347-378,,,,
19058,416-347,,,,
19059,219-218,,,,
19060,218,,,,
19061,217-408,,,,
19062,217,,,,
19063,414-398,,,,
19064,415-404,,,,
19065,409-404,,,,
19066,420-218,,,,
19067,219,,,,
19068,418,,,,
19069,KIRMIZI FLOTER,,,,
19070,KAHVE SÜYET,,,,
19071,276,,,,
19072,SİYAH CAM KIRI,,,,
19073,278,,,,
19074,505,,,,
19075,277,,,,
19076,41-57,,,,
19077,42-271,,,,
19078,53,,,,
19079,42,,,,
19080,170-1,,,,
19081,BORDO FLOTER,,,,
19082,BEJ FLOTER,,,,
19083,F.052 R-370,,,,
19084,01-180,,,,
19085,1182,,,,
19086,BORDO NUBUK,,,,
19087,AVOKADO DERİ,,,,
19088,3007-3202-3137,,,,
19089,52-M06,,,,
19090,ACIK BEJ RUGAN,,,,
19091,ALTIN,,,,
19092,BEJ LEOPAR,,,,
19093,44,,,,
19094,L13-09,,,,
19095,14-11,,,,
19096,45,,,,
19097,VİZON SÜYET,,,,
19098,L30-LAME,,,,
19099,L13-03,,,,
19100,58,,,,
19101,19,,,,
19102,86-83,,,,
19103,87-84,,,,
19104,11-20,,,,
19105,79,,,,
19106,80,,,,
19107,SİYAH DERİ-SİYAH RUGAN,,,,
19108,76-ALTIN,,,,
19109,02-GÜMÜŞ,,,,
19110,02-ALTIN,,,,
19111,14-ALTIN,,,,
19112,01-P,,,,
19113,FUŞYA SIVANA,,,,
19114,ALTIN SIVANA,,,,
19115,ROSE SIVAMA,,,,
19116,su yeşil deri,,,,
19117,pudra rugan,,,,
19118,lame altin,,,,
19119,DORE ALTIN,,,,
19120,3755,,,,
19121,4313,,,,
19122,4313-4318,,,,
19123,4047-3735,,,,
19124,4141-03,,,,
19125,4318,,,,
19126,4048-4023,,,,
19127,4312,,,,
19128,R-022,,,,
19129,R-031,,,,
19130,R-021,,,,
19131,R-025,,,,
19132,R-0110,,,,
19133,R-125,,,,
19134,R-204,,,,
19135,R-0201,,,,
19136,SİYAH DERİ-ALTIN TOKA,,,,
19137,SİYAH DERİ-altın zincir toka,,,,
19138,BEYAZ DERİ-SİYAH DERİ,,,,
19139,370-ALTIN DEMİR,,,,
19140,SİYAH SÜET-NİKEL DEMİR,,,,
19141,0110,,,,
19142,0303,,,,
19143,366-369-400,,,,
19144,0304,,,,
19145,910-702,,,,
19146,911-611,,,,
19147,909,,,,
19148,914,,,,
19149,911,,,,
19150,912,,,,
19151,864,,,,
19152,908,,,,
19153,226-709,,,,
19154,290-702,,,,
19155,930-908,,,,
19156,934-909,,,,
19157,1775,,,,
19158,1750,,,,
19159,1752,,,,
19160,1746,,,,
19161,1759,,,,
19162,1758,,,,
19163,1871,,,,
19164,1839,,,,
19165,1838,,,,
19166,1870,,,,
19167,1754,,,,
19168,1748,,,,
19169,1757,,,,
19170,1767,,,,
19171,1768,,,,
19172,015,,,,
19173,1873,,,,
19174,1746-1001,,,,
19175,1751,,,,
19176,1869,,,,
19177,YEŞİL RUGAN,,,,
19178,SARI DERİ,,,,
19179,GRİ SÜET,,,,
19180,1770,,,,
19181,1760,,,,
19182,1745,,,,
19183,1865,,,,
19184,1867,,,,
19185,751-1752,,,,
19186,775-1775,,,,
19187,775,,,,
19188,745,,,,
19189,1874,,,,
19190,1876,,,,
19191,745-1745,,,,
19192,1866,,,,
19193,1766,,,,
19194,1848,,,,
19195,1764-1001,,,,
19196,1745-1001,,,,
19197,1872,,,,
19198,2010,,,,
19199,2383,,,,
19200,751,,,,
19201,754,,,,
19202,764,,,,
19203,1844,,,,
19204,1858,,,,
19205,1883,,,,
19206,1856,,,,
19207,123-1758,,,,
19208,1845,,,,
19209,"S,26-100",,,,
19210,225-1746,,,,
19211,100-900,,,,
19212,1841,,,,
19213,1840,,,,
19214,S-26,,,,
19215,S-24,,,,
19216,S-25,,,,
19217,1756,,,,
19218,1758-1001,,,,
19219,1004,,,,
19220,1764,,,,
19221,1746-1000,,,,
19222,S-02,,,,
19223,1755,,,,
19224,1875,,,,
19225,1769,,,,
19226,023,,,,
19227,1747,,,,
19228,1773,,,,
19229,1748-1745,,,,
19230,1745-1751,,,,
19231,1772,,,,
19232,1819,,,,
19233,1611-03,,,,
19234,4020-4288,,,,
19235,4333,,,,
19236,4328,,,,
19237,4306,,,,
19238,3735-S,,,,
19239,06-b,,,,
19240,312,,,,
19241,399-275,,,,
19242,170-275,,,,
19243,53-261,,,,
19244,2922-468,,,,
19245,2917-SİYAH,,,,
19246,2023,,,,
19247,2024,,,,
19248,2910-BEYAZ,,,,
19249,SİYAH-KIRMIZI RGN,,,,
19250,2526-1259,,,,
19251,1259-2526,,,,
19252,2526-SYH RGN,,,,
19253,2521-13,,,,
19254,468-114,,,,
19255,467-116,,,,
19256,SİYAH RUGAN-103,,,,
19257,SİYAH RUGAN-108,,,,
19258,2526,,,,
19259,102-438,,,,
19260,018,,,,
19261,023-046,,,,
19262,216-046,,,,
19263,215-046,,,,
19264,046,,,,
19265,013,,,,
19266,043,,,,
19267,038-06,,,,
19268,039,,,,
19269,230-046,,,,
19270,020,,,,
19271,040,,,,
19272,216,,,,
19273,010-02,,,,
19274,020-046,,,,
19275,040-022,,,,
19276,3023-3201,,,,
19277,3028-3202,,,,
19278,3033-3200,,,,
19279,2783,,,,
19280,2777,,,,
19281,52,,,,
19282,23-63,,,,
19283,24-62,,,,
19284,17-63,,,,
19285,31-62,,,,
19286,78,,,,
19287,144,,,,
19288,134,,,,
19289,132-02,,,,
19290,145-169,,,,
19291,178-156,,,,
19292,32-01,,,,
19293,32-139,,,,
19294,70-169,,,,
19295,68-01,,,,
19296,68-32,,,,
19297,139-70,,,,
19298,169-25,,,,
19299,01-32,,,,
19300,11-156,,,,
19301,123-117,,,,
19302,01-185,,,,
19303,02-145,,,,
19304,156-183,,,,
19305,133-132,,,,
19306,01-42,,,,
19307,12-10,,,,
19308,12-07,,,,
19309,02-08,,,,
19310,01-07,,,,
19311,05-08,,,,
19312,03-07,,,,
19313,04-08,,,,
19314,02-07,,,,
19315,01-08,,,,
19316,04-80,,,,
19317,08-80,,,,
19318,04-92,,,,
19319,02-92,,,,
19320,01-88,,,,
19321,14-99,,,,
19322,14-89,,,,
19323,02-89,,,,
19324,03-89,,,,
19325,01-93,,,,
19326,1001-93,,,,
19327,16-92,,,,
19328,LİMON DERİ,,,,
19329,BORDO SÜET,,,,
19330,4012-14,,,,
19331,Sigaro Süet,,,,
19332,523,,,,
19333,195-ALTIN DERİ,,,,
19334,520,,,,
19335,519,,,,
19336,521,,,,
19337,AÇIK TABA,,,,
19338,4012-2003,,,,
19339,4000-2008,,,,
19340,SİYAH DERİ-BEYAZ D.,,,,
19341,20-SYH RGN,,,,
19342,4021-13,,,,
19343,SİYAH FLOTER-14,,,,
19344,196-86,,,,
19345,197-25,,,,
19346,197-15,,,,
19347,32-88,,,,
19348,15-196,,,,
19349,75-32,,,,
19350,75-15,,,,
19351,04-218,,,,
19352,189-217,,,,
19353,189,,,,
19354,02-172-36,,,,
19355,92-172-36,,,,
19356,15-131-36,,,,
19357,150-131-36,,,,
19358,81-131-24,,,,
19359,92-131-24,,,,
19360,06-131-03,,,,
19361,10-1-4,,,,
19362,15-20-5,,,,
19363,1-65,,,,
19364,12-27-4,,,,
19365,11-3-51,,,,
19366,11-55-3,,,,
19367,14-50-25,,,,
19368,1-60-50,,,,
19369,10-50-1,,,,
19370,14-2-28,,,,
19371,2-56,,,,
19372,098,,,,
19373,003,,,,
19374,001,,,,
19375,030,,,,
19376,031,,,,
19377,002,,,,
19378,033,,,,
19379,006,,,,
19380,060,,,,
19381,910,,,,
19382,525,,,,
19383,902,,,,
19384,716,,,,
19385,24-145,,,,
19386,15-145,,,,
19387,36-146,,,,
19388,49-37,,,,
19389,61-15,,,,
19390,231,,,,
19391,15-187,,,,
19392,37-187,,,,
19393,4327,,,,
19394,4337,,,,
19395,1611-3735,,,,
19396,4207,,,,
19397,4325,,,,
19398,4332,,,,
19399,4329,,,,
19400,323,,,,
19401,263,,,,
19402,809,,,,
19403,159,,,,
19404,802,,,,
19405,167,,,,
19406,630,,,,
19407,652,,,,
19408,639,,,,
19409,660,,,,
19410,113-189,,,,
19411,189-220,,,,
19412,111-04,,,,
19413,04-220,,,,
19414,03-221,,,,
19415,04-111,,,,
19416,189-113,,,,
19417,3735-1611,,,,
19418,06-4144,,,,
19419,4229,,,,
19420,89,,,,
19421,89-170-354,,,,
19422,02-183,,,,
19423,01-170,,,,
19424,90-214-381,,,,
19425,93-170-382,,,,
19426,02-183-381,,,,
19427,138-176-382,,,,
19428,01-113-381,,,,
19429,4180,,,,
19430,74-15,,,,
19431,72-15,,,,
19432,73-15,,,,
19433,01-70,,,,
19434,52-23,,,,
19435,84-34,,,,
19436,13-23,,,,
19437,66-23,,,,
19438,91-23,,,,
19439,04-68,,,,
19440,69-68,,,,
19441,52-67,,,,
19442,66-67,,,,
19443,84-67,,,,
19444,76-75,,,,
19445,15-23,,,,
19446,50-13,,,,
19447,86-41,,,,
19448,88,,,,
19449,08-01,,,,
19450,83-82,,,,
19451,81-15,,,,
19452,15-01,,,,
19453,75-79,,,,
19454,08-26,,,,
19455,71-01,,,,
19456,15-91,,,,
19457,15-59,,,,
19458,41-91,,,,
19459,2-28,,,,
19460,12-57-4,,,,
19461,11-50-3,,,,
19462,15-5-2,,,,
19463,12-4-55,,,,
19464,10-1-2,,,,
19465,28-2,,,,
19466,14-50-2,,,,
19467,11-51-3,,,,
19468,14-51-2,,,,
19469,10-65-1,,,,
19470,12-66-4,,,,
19471,14-2-50,,,,
19472,12-4-51,,,,
19473,11-3-57,,,,
19474,65-1,,,,
19475,10-52-24,,,,
19476,3-51,,,,
19477,3-57,,,,
19478,14-54-2,,,,
19479,12-51-62-4,,,,
19480,4-57-62,,,,
19481,1-52-24,,,,
19482,2-50,,,,
19483,14-52-1,,,,
19484,4-51,,,,
19485,193,,,,
19486,49,,,,
19487,1319,,,,
19488,13-19,,,,
19489,11-21,,,,
19490,14-23,,,,
19491,06-17,,,,
19492,09-16,,,,
19493,07-25,,,,
19494,07-0225,,,,
19495,07-02-25,,,,
19496,06-01-17,,,,
19497,09-01-16,,,,
19498,06-02-25,,,,
19499,25-02-17,,,,
19500,21-08-01,,,,
19501,25-01-20,,,,
19502,146,,,,
19503,143,,,,
19504,DÜZ BEYAZ FLOTER,,,,
19505,02-31,,,,
19506,110-102,,,,
19507,01-21,,,,
19508,95,,,,
19509,40,,,,
19510,154,,,,
19511,1865-36,,,,
19512,44-36,,,,
19513,137-03,,,,
19514,140-101,,,,
19515,138-83,,,,
19516,231-02-13,,,,
19517,633,,,,
19518,634,,,,
19519,4012-23,,,,
19520,158,,,,
19521,495,,,,
19522,KOT MAVİ DERİ,,,,
19523,HAKİ YEŞİL DERİ,,,,
19524,38-27,,,,
19525,1-28,,,,
19526,SYH RGN-BYZ RGN,,,,
19527,SİYAH RUGAN-20,,,,
19528,SİYAH RUGAN-10,,,,
19529,SYH FLOTER-SYH YILAN,,,,
19530,643,,,,
19531,708,,,,
19532,645-1100,,,,
19533,634-1102,,,,
19534,551-802,,,,
19535,553-827,,,,
19536,645-614,,,,
19537,643-646,,,,
19538,608-645,,,,
19539,652-626,,,,
19540,633-654,,,,
19541,725,,,,
19542,717,,,,
19543,622,,,,
19544,645-641,,,,
19545,654-622,,,,
19546,101-660,,,,
19547,101-633,,,,
19548,726,,,,
19549,606,,,,
19550,819,,,,
19551,829,,,,
19552,6340,,,,
19553,640,,,,
19554,604,,,,
19555,602,,,,
19556,640-645,,,,
19557,6002-645,,,,
19558,602-645,,,,
19559,641,,,,
19560,626-643,,,,
19561,671-641,,,,
19562,645-666,,,,
19563,668,,,,
19564,643-649-641,,,,
19565,645-635-652,,,,
19566,626,,,,
19567,65,,,,
19568,94-148,,,,
19569,14-04,,,,
19570,76-06,,,,
19571,99-04,,,,
19572,04-24,,,,
19573,04-46-29,,,,
19574,04-14,,,,
19575,67-04,,,,
19576,65-94,,,,
19577,04-27,,,,
19578,93-121,,,,
19579,04-90,,,,
19580,26-24-04,,,,
19581,25-223,,,,
19582,25-23,,,,
19583,26-24,,,,
19584,04-83,,,,
19585,04-82,,,,
19586,24-04,,,,
19587,25-100,,,,
19588,65-91,,,,
19589,753-925-731,,,,
19590,300-910-731,,,,
19591,10-85 Yanar Döner,,,,
19592,461,,,,
19593,288,,,,
19594,SİYAH FLOTER-KAHVE FLOTER,,,,
19595,TABA FLOTER-TABAN SÜET,,,,
19596,SİYAH FLOTER-SİYAH SÜET,,,,
19597,SİYAH DERİ-VİZON DERİ,,,,
19598,500,,,,
19599,TEN DERİ,,,,
19600,LAME KRİSTAL,,,,
19601,DORE KRİSTAL,,,,
19602,UMT 8 AÇIK TABA DERİ,,,,
19603,BYZ DERİ-LAME KRİSTAL,,,,
19604,UMT 8-DORE KRİSTAL,,,,
19605,SYH DERİ-DORE KRİSTAL,,,,
19606,1902,,,,
19607,DN210,,,,
19608,DN212,,,,
19609,1901,,,,
19610,DN211,,,,
19611,410 SİYAH KRŞK RGN,,,,
19612,418 KIRMIZI KRŞK RGN,,,,
19613,419  BEJ KIRIK RGN,,,,
19614,410 SİYAH KIRIK RGN,,,,
19615,418 KIRMIZI KIRIK RGN,,,,
19616,419 BEJ KIRIK RGN,,,,
19617,422 BEYAZ KIRIK RGN,,,,
19618,1002 ALTIN YKM,,,,
19619,DN212-DN302,,,,
19620,DN212-DN303,,,,
19621,016 PUDRA,,,,
19622,820,,,,
19623,1003 GÜMÜŞ YKM,,,,
19624,420 K.CML KIRIK RGN,,,,
19625,099 VİZON,,,,
19626,100 KAMEL,,,,
19627,105 TABA SÜET,,,,
19628,160 GRİ SÜET,,,,
19629,163 CAMEL SÜET,,,,
19630,BEYAZ DERİ-DORE ŞERİT,,,,
19631,SİYAH DERİ-DORE ŞERİT,,,,
19632,HAKİ SÜET,,,,
19633,CAMEL SÜET,,,,
19634,SAHRA SÜET,,,,
19635,MAVİ SÜET,,,,
19636,TABA LEOPAR,,,,
19637,CAMEL LEOPAR,,,,
19638,106 VİZON SÜET,,,,
19639,412 NUDE KRK RGN,,,,
19640,103 TOPRAK SÜET,,,,
19641,101 SİYAH SÜET,,,,
19642,SU YEŞİLİ RUGAN,,,,
19643,27-93,,,,
19644,54-01,,,,
19645,62-66,,,,
19646,61-71,,,,
19647,72-73,,,,
19648,01-54,,,,
19649,88-01,,,,
19650,28-115,,,,
19651,91-02,,,,
19652,73-72,,,,
19653,71-61,,,,
19654,75-56,,,,
19655,101-36,,,,
19656,01-129,,,,
19657,101-131,,,,
19658,52-437,,,,
19659,277-42,,,,
19660,240-237,,,,
19661,71-41,,,,
19662,244-01,,,,
19663,17-140,,,,
19664,01-244,,,,
19665,244,,,,
19666,139-136,,,,
19667,232,,,,
19668,18-272,,,,
19669,137-412,,,,
19670,48-103,,,,
19671,131-01,,,,
19672,140-105,,,,
19673,502,,,,
19674,454-327,,,,
19675,451-435,,,,
19676,101-106-500,,,,
19677,495-102-502,,,,
19678,419-105,,,,
19679,309-43,,,,
19680,50-41,,,,
19681,76-50,,,,
19682,51-50,,,,
19683,52-50,,,,
19684,51-40,,,,
19685,52-59,,,,
19686,60-52,,,,
19687,43-309,,,,
19688,40-51,,,,
19689,400-52,,,,
19690,59,,,,
19691,60-51,,,,
19692,403-51,,,,
19693,402-309,,,,
19694,50-76,,,,
19695,51-60,,,,
19696,52-42,,,,
19697,50-59,,,,
19698,SİYAH TEKSTİL-SİYAH DERİ,,,,
19699,G2577-25003,,,,
19700,G2717-25003,,,,
19701,BEJ DÜZ DERİ,,,,
19702,Altın Floter,,,,
19703,Mat Siyah,,,,
19704,Mat Nude,,,,
19705,Mat Vizon,,,,
19706,126-35,,,,
19707,126-24,,,,
19708,38-123-99,,,,
19709,24-78-99,,,,
19710,35-125-99,,,,
19711,06-99,,,,
19712,08-99,,,,
19713,103-06,,,,
19714,98,,,,
19715,Bordo Krş. Rugan,,,,
19716,Cr Beyaz,,,,
19717,681,,,,
19718,822,,,,
19719,839,,,,
19720,832,,,,
19721,285 TBT,,,,
19722,707 TSYH,,,,
19723,D05,,,,
19724,H2-741 TND,,,,
19725,820-255 TND,,,,
19726,707 TND,,,,
19727,809 TKRKBEYAZ,,,,
19728,333 TND,,,,
19729,D24,,,,
19730,D22,,,,
19731,255 TBJAÇMA,,,,
19732,182 TGMŞ,,,,
19733,707 TBJAÇMA,,,,
19734,82-111,,,,
19735,83-36,,,,
19736,Gri deri,,,,
19737,97-44,,,,
19738,88-16,,,,
19739,38-111,,,,
19740,70-111,,,,
19741,72-80,,,,
19742,bej deri-bej süet,,,,
19743,SİYAH DERİ-SİYAH SÜYET,,,,
19744,29-2,,,,
19745,14-1,,,,
19746,18-2,,,,
19747,41-18-2,,,,
19748,74-18-2,,,,
19749,30-14-2,,,,
19750,74-2,,,,
19751,30-1,,,,
19752,32-2,,,,
19753,41-1,,,,
19754,10-23,,,,
19755,925-753-802,,,,
19756,802-729-546,,,,
19757,Parlak Bej ,,,,
19758,BEJ GUCİ,,,,
19759,FUJİ DERİ,,,,
19760,90-37,,,,
19761,937,,,,
19762,GÜMÜŞ 813,,,,
19763,KOYU KAHVE,,,,
19764,SİYAH SÜYET-SİYAH FLOTER-SİYAH YILAN,,,,
19765,SİYAH FLOTER-SİYAH DERİ,,,,
19766,GRİ DERİ GUCCİ,,,,
19767,BEYAZ DERİ-1,,,,
19768,GÜMÜŞ DERİ,,,,
19769,F071-R0202,,,,
19770,Yeşil Fıstık Deri,,,,
19771,VİZOIN KIRMIZI BONCUK RUGAN,,,,
19772,635-1091,,,,
19773,1374,,,,
19774,1425,,,,
19775,636,,,,
19776,635,,,,
19777,1091,,,,
19778,1090-200,,,,
19779,1089-1357,,,,
19780,200-1364,,,,
19781,1280,,,,
19782,1317,,,,
19783,1313,,,,
19784,200-804,,,,
19785,213-804,,,,
19786,1091-316,,,,
19787,1378,,,,
19788,1230-LEOPAR,,,,
19789,212-1010,,,,
19790,1357,,,,
19791,1383,,,,
19792,241-200,,,,
19793,627-200,,,,
19794,1389,,,,
19795,1081,,,,
19796,1432,,,,
19797,ORANJ,,,,
19798,SAKS MAVİ,,,,
19799,329,,,,
19800,1426-223,,,,
19801,1373-1376,,,,
19802,1381-1375,,,,
19803,1081-200,,,,
19804,1397-213,,,,
19805,1421,,,,
19806,VİZON BONCUK RUGAN,,,,
19807,1387,,,,
19808,1353-1357,,,,
19809,212-213,,,,
19810,1081-1357,,,,
19811,1360-1357,,,,
19812,1432-212,,,,
19813,F065-R2315 GRİ DERİ,,,,
19814,1342,,,,
19815,1315,,,,
19816,1189-1311,,,,
19817,1312,,,,
19818,1311,,,,
19819,1416,,,,
19820,1396,,,,
19821,1360,,,,
19822,801,,,,
19823,639-44,,,,
19824,01-44,,,,
19825,268-44,,,,
19826,656-44,,,,
19827,20-44,,,,
19828,19327,,,,
19829,0154,,,,
19830,0152,,,,
19831,223,,,,
19832,Bordo Deri,,,,
19833,Siyah Kadife,,,,
19834,Bordo Kadife,,,,
19835,R1 DERİNİN BEYAZ KROKKO MAT,,,,
19836,ESKİ BEYAZ BASKILI DERİ OLACAK ,,,,
19837,F120-R890,,,,
19838,SİYAH SÜYET,,,,
19839,KAHVE SÜYET-BEJ SÜYET,,,,
